LOCALITY_ID,LOCALITY_NAME,LOCALITY_TYPE,POSTCODE,STATE,SA2_MAINCODE,SA2_NAME
ABS2379,HMAS HARMAN,EXTRA LOCALITY,2600,ACT,801031113,Canberra East
ACT801,OAKS ESTATE,GAZETTED LOCALITY,2620,ACT,801031113,Canberra East
ACT803,SYMONSTON,GAZETTED LOCALITY,2609,ACT,801031113,Canberra East
ACT905,BEARD,GAZETTED LOCALITY,2620,ACT,801031113,Canberra East
ACT903,CASEY,GAZETTED LOCALITY,2913,ACT,801041036,Casey
ACT444,CHAPMAN,GAZETTED LOCALITY,2611,ACT,801081091,Chapman
ACT570,CHARNWOOD,GAZETTED LOCALITY,2615,ACT,801011004,Charnwood
ACT337,CHIFLEY,GAZETTED LOCALITY,2606,ACT,801091099,Chifley
ACT609,CHISHOLM,GAZETTED LOCALITY,2905,ACT,801071074,Chisholm
ACT108,CANBERRA,ALIAS LOCALITY,2601,ACT,801051053,Civic
ACT108,CANBERRA CENTRAL,ALIAS LOCALITY,2601,ACT,801051053,Civic
ACT108,CANBERRA CITY,ALIAS LOCALITY,2601,ACT,801051053,Civic
ACT108,CITY,GAZETTED LOCALITY,2601,ACT,801051053,Civic
ACT108,CIVIC,ALIAS LOCALITY,2601,ACT,801051053,Civic
ACT108,CIVIC CENTRE,ALIAS LOCALITY,2601,ACT,801051053,Civic
ACT108,CIVIC SQUARE,ALIAS LOCALITY,2601,ACT,801051053,Civic
ACT613,CONDER,GAZETTED LOCALITY,2906,ACT,801071075,Conder
ACT613,CONDER RIDGE,ALIAS LOCALITY,2906,ACT,801071075,Conder
ACT557,COOK,GAZETTED LOCALITY,2614,ACT,801011005,Cook
ACT906,COOMBS,GAZETTED LOCALITY,2611,ACT,801101135,Coombs
ACT904,CRACE,GAZETTED LOCALITY,2911,ACT,801041037,Crace
ACT328,CURTIN,GAZETTED LOCALITY,2605,ACT,801091100,Curtin
ACT328,WODEN VALLEY,ALIAS LOCALITY,2605,ACT,801091100,Curtin
ACT215,CANBERRA CENTRAL,ALIAS LOCALITY,2600,ACT,801061062,Deakin
ACT215,DEAKIN,GAZETTED LOCALITY,2600,ACT,801061062,Deakin
ACT215,DEAKIN WEST,ALIAS LOCALITY,2600,ACT,801061062,Deakin
ACT929,DENMAN PROSPECT,GAZETTED LOCALITY,2611,ACT,801101136,Denman Prospect
ACT102,DICKSON,GAZETTED LOCALITY,2602,ACT,801051054,Dickson
ACT124,DOWNER,GAZETTED LOCALITY,2602,ACT,801051055,Downer
ACT446,DUFFY,GAZETTED LOCALITY,2611,ACT,801081092,Duffy
ACT578,DUNLOP,GAZETTED LOCALITY,2615,ACT,801011006,Dunlop
ACT574,EVATT,GAZETTED LOCALITY,2617,ACT,801011007,Evatt
ACT605,FADDEN,GAZETTED LOCALITY,2904,ACT,801071076,Fadden
ACT334,FARRER,GAZETTED LOCALITY,2607,ACT,801091101,Farrer
ACT443,FISHER,GAZETTED LOCALITY,2611,ACT,801081093,Fisher
ACT560,FLOREY,GAZETTED LOCALITY,2615,ACT,801011008,Florey
ACT571,FLYNN,GAZETTED LOCALITY,2615,ACT,801011009,Flynn (ACT)
ACT716,FORDE,GAZETTED LOCALITY,2914,ACT,801041038,Forde
ACT216,FORREST,GAZETTED LOCALITY,2603,ACT,801061063,Forrest
ACT902,FRANKLIN,GAZETTED LOCALITY,2913,ACT,801041039,Franklin
ACT577,FRASER,GAZETTED LOCALITY,2615,ACT,801011010,Fraser
ACT219,CANBERRA CENTRAL,ALIAS LOCALITY,2609,ACT,801061130,Fyshwick
ACT219,FYSHWICK,GAZETTED LOCALITY,2609,ACT,801061130,Fyshwick
ACT330,GARRAN,GAZETTED LOCALITY,2605,ACT,801091102,Garran
ACT608,GILMORE,GAZETTED LOCALITY,2905,ACT,801071077,Gilmore
ACT552,GIRALANG,GAZETTED LOCALITY,2617,ACT,801011011,Giralang
ACT616,GORDON,GAZETTED LOCALITY,2906,ACT,801071078,Gordon (ACT)
ACT616,GORDON PARK,ALIAS LOCALITY,2906,ACT,801071078,Gordon (ACT)
ACT604,GOWRIE,GAZETTED LOCALITY,2904,ACT,801071079,Gowrie (ACT)
ACT604,GOWRIE PARK,ALIAS LOCALITY,2904,ACT,801071079,Gowrie (ACT)
ACT615,GREENWAY,GAZETTED LOCALITY,2900,ACT,801071080,Greenway
ACT615,TUGGERANONG,ALIAS LOCALITY,2900,ACT,801071080,Greenway
ACT220,CANBERRA CENTRAL,ALIAS LOCALITY,2603,ACT,801061064,Griffith (ACT)
ACT220,GRIFFITH,GAZETTED LOCALITY,2603,ACT,801061064,Griffith (ACT)
ACT220,MANUKA,ALIAS LOCALITY,2603,ACT,801061064,Griffith (ACT)
ACT710,GUNGAHLIN,GAZETTED LOCALITY,2912,ACT,801041040,Gungahlin
ABS10807,KINLYSIDE,EXTRA LOCALITY,2912,ACT,801041117,Gungahlin - West
ACT126,HACKETT,GAZETTED LOCALITY,2602,ACT,801051056,Hackett
ACT901,HALL,GAZETTED LOCALITY,2618,ACT,801041043,Hall
ACT711,HARRISON,GAZETTED LOCALITY,2914,ACT,801041044,Harrison
ACT711,KENNY,ALIAS LOCALITY,2914,ACT,801041044,Harrison
ACT563,HAWKER,GAZETTED LOCALITY,2614,ACT,801011013,Hawker
ACT567,HALL,ALIAS LOCALITY,2615,ACT,801011014,Higgins
ACT567,HIGGINS,GAZETTED LOCALITY,2615,ACT,801011014,Higgins
ACT447,HOLDER,GAZETTED LOCALITY,2611,ACT,801081094,Holder
ACT568,HOLT,GAZETTED LOCALITY,2615,ACT,801011015,Holt
ACT568,KIPPAX,ALIAS LOCALITY,2615,ACT,801011015,Holt
ACT568,SCOTTSDALE,ALIAS LOCALITY,2615,ACT,801011015,Holt
ACT327,HUGHES,GAZETTED LOCALITY,2605,ACT,801091103,Hughes
ACT802,HUME,GAZETTED LOCALITY,2620,ACT,801031031,Hume
ACT336,ISAACS,GAZETTED LOCALITY,2607,ACT,801091104,Isaacs
ACT612,ISABELLA PLAINS,GAZETTED LOCALITY,2905,ACT,801071081,Isabella Plains
ACT612,TUGGERANONG,ALIAS LOCALITY,2905,ACT,801071081,Isabella Plains
ACT928,JACKA,GAZETTED LOCALITY,2914,ACT,801041118,Jacka
ACT553,KALEEN,GAZETTED LOCALITY,2617,ACT,801011016,Kaleen
ACT601,GLEN EAGLES,ALIAS LOCALITY,2902,ACT,801071082,Kambah
ACT601,GLENEAGLES,ALIAS LOCALITY,2902,ACT,801071082,Kambah
ACT601,KAMBAH,GAZETTED LOCALITY,2902,ACT,801071082,Kambah
ACT217,CARRINGTON,ALIAS LOCALITY,2604,ACT,801061131,Kingston (ACT)
ACT217,KINGSTON,GAZETTED LOCALITY,2604,ACT,801061131,Kingston (ACT)
ACT217,MANUKA,ALIAS LOCALITY,2604,ACT,801061131,Kingston (ACT)
ABS14113,KOWEN,EXTRA LOCALITY,2620,ACT,801031032,Kowen
ACT566,BELCONNEN,ALIAS LOCALITY,2615,ACT,801011017,Latham
ACT566,LATHAM,GAZETTED LOCALITY,2615,ACT,801011017,Latham
ACT580,LAWSON,GAZETTED LOCALITY,2617,ACT,801011018,Lawson
ACT101,KENSINGTON GARDENS,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
ACT101,LYNEHAM,GAZETTED LOCALITY,2602,ACT,801051057,Lyneham
ACT101,LYNEHAM NORTH,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
ACT101,N LYNEHAM,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
ACT101,NORTH LYNEHAM,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
ACT329,LYONS,GAZETTED LOCALITY,2606,ACT,801091105,Lyons (ACT)
ACT329,WODEN VALLEY,ALIAS LOCALITY,2606,ACT,801091105,Lyons (ACT)
ACT606,MACARTHUR,GAZETTED LOCALITY,2904,ACT,801071083,Macarthur
ACT569,MACGREGOR,GAZETTED LOCALITY,2615,ACT,801011019,Macgregor (ACT)
ACT558,JAMISON,ALIAS LOCALITY,2614,ACT,801011020,Macquarie
ACT558,JAMISON CENTRE,ALIAS LOCALITY,2614,ACT,801011020,Macquarie
ACT558,MACQUARIE,GAZETTED LOCALITY,2614,ACT,801011020,Macquarie
ACT251,PIALLIGO,GAZETTED LOCALITY,2609,ACT,801031115,Majura
ACT333,MAWSON,GAZETTED LOCALITY,2607,ACT,801091106,Mawson
ACT333,WODEN VALLEY,ALIAS LOCALITY,2607,ACT,801091106,Mawson
ACT575,MCKELLAR,GAZETTED LOCALITY,2617,ACT,801011021,McKellar
ACT572,MELBA,GAZETTED LOCALITY,2615,ACT,801011022,Melba
ABS14430,CRACE,EXTRA LOCALITY,2912,ACT,801041045,Mitchell
ACT701,MITCHELL,GAZETTED LOCALITY,2911,ACT,801041045,Mitchell
ACT930,MOLONGLO,GAZETTED LOCALITY,2617,ACT,801101137,Molonglo
ACT930,WESTON CREEK,ALIAS LOCALITY,2617,ACT,801101137,Molonglo
ACT937,WHITLAM,GAZETTED LOCALITY,,ACT,801101138,Molonglo - North
ACT603,MONASH,GAZETTED LOCALITY,2904,ACT,801071084,Monash
ACT603,MONASH PARK,ALIAS LOCALITY,2904,ACT,801071084,Monash
ACT603,TUGGERANONG,ALIAS LOCALITY,2904,ACT,801071084,Monash
ACT932,MONCRIEFF,GAZETTED LOCALITY,2914,ACT,801041120,Moncrieff
ABS11488,TENNENT,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS1199,BRACKS,EXTRA LOCALITY,2611,ACT,801111141,Namadgi
ABS13806,BOOTH,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS4385,MOUNT CLEAR,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS8017,TOP NAAS,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS8071,WILLIAMSDALE,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS8726,WILLOWVALE,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS9012,SHANNONS FLAT,EXTRA LOCALITY,2611,ACT,801111141,Namadgi
ABS903,BLUNDELLS FLAT,EXTRA LOCALITY,2611,ACT,801111141,Namadgi
ACT218,CANBERRA CENTRAL,ALIAS LOCALITY,2604,ACT,801061067,Narrabundah
ACT218,NARRABUNDAH,GAZETTED LOCALITY,2604,ACT,801061067,Narrabundah
ACT706,HAZELBROOK,ALIAS LOCALITY,2913,ACT,801041046,Ngunnawal
ACT706,NGUNNAWAL,GAZETTED LOCALITY,2913,ACT,801041046,Ngunnawal
ACT706,PICCADILLY,ALIAS LOCALITY,2913,ACT,801041046,Ngunnawal
ACT708,GINNINDERRA VILLAGE,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
ACT708,GOLD CREEK,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
ACT708,GOLD CREEK VILLAGE,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
ACT708,HARCOURT HILL,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
ACT708,HUNTLEY,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
ACT708,NICHOLLS,GAZETTED LOCALITY,2913,ACT,801041047,Nicholls
ACT103,O'CONNOR,GAZETTED LOCALITY,2602,ACT,801051058,O'Connor (ACT)
ACT103,RESERVOIR,ALIAS LOCALITY,2602,ACT,801051058,O'Connor (ACT)
ACT335,O'MALLEY,GAZETTED LOCALITY,2606,ACT,801091107,O'Malley
ACT623,OXLEY,GAZETTED LOCALITY,2903,ACT,801071086,Oxley (ACT)
ACT623,TUGGERANONG,ALIAS LOCALITY,2903,ACT,801071086,Oxley (ACT)
ACT561,PAGE,GAZETTED LOCALITY,2614,ACT,801011023,Page
ACT709,CENTRAL PARK,ALIAS LOCALITY,2913,ACT,801041048,Palmerston
ACT709,PALMERSTON,GAZETTED LOCALITY,2913,ACT,801041048,Palmerston
ACT709,THE PALMS,ALIAS LOCALITY,2913,ACT,801041048,Palmerston
ACT211,ASPEN ISLAND,ALIAS LOCALITY,2600,ACT,801061068,Parkes (ACT) - South
ACT211,PARKES,GAZETTED LOCALITY,2600,ACT,801061068,Parkes (ACT) - South
ACT213,CAPITAL HILL,GAZETTED LOCALITY,2600,ACT,801061068,Parkes (ACT) - South
ACT331,PEARCE,GAZETTED LOCALITY,2607,ACT,801091108,Pearce
ACT338,PHILLIP,GAZETTED LOCALITY,2606,ACT,801091109,Phillip
ACT338,SWINGER HILL,ALIAS LOCALITY,2606,ACT,801091109,Phillip
ACT338,WODEN,ALIAS LOCALITY,2606,ACT,801091109,Phillip
ACT221,RED HILL,GAZETTED LOCALITY,2603,ACT,801061069,Red Hill (ACT)
ACT221,WODEN VALLEY,ALIAS LOCALITY,2603,ACT,801061069,Red Hill (ACT)
ACT109,REID,GAZETTED LOCALITY,2612,ACT,801051127,Reid
ACT607,RICHARDSON,GAZETTED LOCALITY,2905,ACT,801071087,Richardson
ACT445,RIVETT,GAZETTED LOCALITY,2611,ACT,801081095,Rivett
ACT445,WESTON CREEK,ALIAS LOCALITY,2611,ACT,801081095,Rivett
ACT122,RUSSELL,GAZETTED LOCALITY,2600,ACT,801051128,Russell
ACT564,BELCONNEN,ALIAS LOCALITY,2614,ACT,801011024,Scullin
ACT564,SCULLIN,GAZETTED LOCALITY,2614,ACT,801011024,Scullin
ACT576,SPENCE,GAZETTED LOCALITY,2615,ACT,801011025,Spence
ACT448,STIRLING,GAZETTED LOCALITY,2611,ACT,801081096,Stirling
ACT934,TAYLOR,GAZETTED LOCALITY,2913,ACT,801041121,Taylor
ACT610,THEODORE,GAZETTED LOCALITY,2905,ACT,801071088,Theodore
ACT933,THROSBY,GAZETTED LOCALITY,2914,ACT,801041122,Throsby
ACT332,TORRENS,GAZETTED LOCALITY,2607,ACT,801091110,Torrens
ACT332,TORRENS PARK,ALIAS LOCALITY,2607,ACT,801091110,Torrens
ABS358,BELLVIEW,EXTRA LOCALITY,2900,ACT,801071089,Tuggeranong
ACT105,TURNER,GAZETTED LOCALITY,2612,ACT,801051060,Turner
ACT602,ERINDALE,ALIAS LOCALITY,2903,ACT,801071090,Wanniassa
ACT602,ERINDALE CENTRE,ALIAS LOCALITY,2903,ACT,801071090,Wanniassa
ACT602,WANNIASSA,GAZETTED LOCALITY,2903,ACT,801071090,Wanniassa
ACT442,WARAMANGA,GAZETTED LOCALITY,2611,ACT,801081097,Waramanga
ACT125,PASADENA,ALIAS LOCALITY,2602,ACT,801051061,Watson
ACT125,WATSON,GAZETTED LOCALITY,2602,ACT,801051061,Watson
ACT562,WEETANGERA,GAZETTED LOCALITY,2614,ACT,801011026,Weetangera
ABS11184,PARKWOOD,EXTRA LOCALITY,2617,ACT,801011112,West Belconnen
ACT935,STRATHNAIRN,GAZETTED LOCALITY,2615,ACT,801011112,West Belconnen
ACT936,MACNAMARA,GAZETTED LOCALITY,2615,ACT,801011112,West Belconnen
ACT441,WESTON,GAZETTED LOCALITY,2611,ACT,801081098,Weston
ACT907,WRIGHT,GAZETTED LOCALITY,2611,ACT,801101139,Wright
ACT212,YARRALUMLA,GAZETTED LOCALITY,2600,ACT,801061070,Yarralumla
NSW14,ACACIA GARDENS,GAZETTED LOCALITY,2763,NSW,116021562,Acacia Gardens
NSW16,ADAMSTOWN,GAZETTED LOCALITY,2289,NSW,111031222,Adamstown - Kotara
NSW17,ADAMSTOWN HEIGHTS,GAZETTED LOCALITY,2289,NSW,111031222,Adamstown - Kotara
NSW2223,GARDEN CITY,ALIAS LOCALITY,2289,NSW,111031222,Adamstown - Kotara
NSW2223,KOTARA,GAZETTED LOCALITY,2289,NSW,111031222,Adamstown - Kotara
NSW2224,KOTARA SOUTH,GAZETTED LOCALITY,2289,NSW,111031222,Adamstown - Kotara
NSW2224,SOUTH KOTARA,ALIAS LOCALITY,2289,NSW,111031222,Adamstown - Kotara
NSW2460,MACQUARIE PASS,GAZETTED LOCALITY,2577,NSW,107031136,Albion Park - Macquarie Pass
NSW25,ALBION PARK,GAZETTED LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW25,WOLLONGONG,ALIAS LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW3936,TONGARRA,GAZETTED LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW3995,TULLIMBAR,GAZETTED LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW4536,YELLOW ROCK,GAZETTED LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW765,CALDERWOOD,GAZETTED LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW765,MACQUARIE NORTH,ALIAS LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW765,N MACQUARIE,ALIAS LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW765,NORTH MACQUARIE,ALIAS LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass
NSW26,ALBION PARK RAIL,GAZETTED LOCALITY,2527,NSW,107031137,Albion Park Rail
NSW1360,ALBURY EAST,ALIAS LOCALITY,2640,NSW,109011172,Albury - East
NSW1360,E ALBURY,ALIAS LOCALITY,2640,NSW,109011172,Albury - East
NSW1360,EAST ALBURY,GAZETTED LOCALITY,2640,NSW,109011172,Albury - East
NSW2272,LAKE HUME VILLAGE,GAZETTED LOCALITY,3691,NSW,109011172,Albury - East
NSW3893,THURGOONA,GAZETTED LOCALITY,2640,NSW,109011172,Albury - East
NSW4369,WIRLINGA,GAZETTED LOCALITY,2640,NSW,109011172,Albury - East
NSW1696,GLENROY,GAZETTED LOCALITY,2640,NSW,109011173,Albury - North
NSW1858,HAMILTON VALLEY,GAZETTED LOCALITY,2641,NSW,109011173,Albury - North
NSW3003,ALBURY NORTH,ALIAS LOCALITY,2640,NSW,109011173,Albury - North
NSW3003,N ALBURY,ALIAS LOCALITY,2640,NSW,109011173,Albury - North
NSW3003,NORTH ALBURY,GAZETTED LOCALITY,2640,NSW,109011173,Albury - North
NSW27,ALBURY,GAZETTED LOCALITY,2640,NSW,109011174,Albury - South
NSW3605,ALBURY SOUTH,ALIAS LOCALITY,2640,NSW,109011174,Albury - South
NSW3605,S ALBURY,ALIAS LOCALITY,2640,NSW,109011174,Albury - South
NSW3605,SOUTH ALBURY,GAZETTED LOCALITY,2640,NSW,109011174,Albury - South
NSW3643,SPLITTERS CREEK,GAZETTED LOCALITY,2640,NSW,109011174,Albury - South
NSW4274,ALBURY WEST,ALIAS LOCALITY,2640,NSW,109011174,Albury - South
NSW4274,W ALBURY,ALIAS LOCALITY,2640,NSW,109011174,Albury - South
NSW4274,WEST ALBURY,GAZETTED LOCALITY,2640,NSW,109011174,Albury - South
NSW1030,COOKARDINIA,GAZETTED LOCALITY,2650,NSW,109011175,Albury Region
NSW1030,HOLBROOK,ALIAS LOCALITY,2650,NSW,109011175,Albury Region
NSW1074,COPPABELLA,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW1159,CULCAIRN,GAZETTED LOCALITY,2660,NSW,109011175,Albury Region
NSW1463,ETTAMOGAH,GAZETTED LOCALITY,2640,NSW,109011175,Albury Region
NSW1623,GEROGERY,GAZETTED LOCALITY,2642,NSW,109011175,Albury Region
NSW1623,GEROGERY WEST,ALIAS LOCALITY,2642,NSW,109011175,Albury Region
NSW1681,GLENELLEN,GAZETTED LOCALITY,2642,NSW,109011175,Albury Region
NSW1681,HUON,ALIAS LOCALITY,2642,NSW,109011175,Albury Region
NSW1910,HENTY,GAZETTED LOCALITY,2658,NSW,109011175,Albury Region
NSW1938,COOKARDINIA,ALIAS LOCALITY,2644,NSW,109011175,Albury Region
NSW1938,HOLBROOK,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW2056,JINDERA,GAZETTED LOCALITY,2642,NSW,109011175,Albury Region
NSW2294,CARABOST,ALIAS LOCALITY,2644,NSW,109011175,Albury Region
NSW2294,LANKEYS CREEK,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW2373,LITTLE BILLABONG,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW2737,MOORWATHA,GAZETTED LOCALITY,2640,NSW,109011175,Albury Region
NSW2759,MORVEN,GAZETTED LOCALITY,2660,NSW,109011175,Albury Region
NSW2830,MOUNTAIN CREEK,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW2848,MULLENGANDRA,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW3755,TABLE TOP,GAZETTED LOCALITY,2640,NSW,109011175,Albury Region
NSW3771,TALMALMO,GAZETTED LOCALITY,2640,NSW,109011175,Albury Region
NSW4128,WALBUNDRIE,GAZETTED LOCALITY,2642,NSW,109011175,Albury Region
NSW4133,CASTLESTEAD,ALIAS LOCALITY,2659,NSW,109011175,Albury Region
NSW4133,WALLA WALLA,GAZETTED LOCALITY,2659,NSW,109011175,Albury Region
NSW4172,WANTAGONG,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW43,ALMA PARK,GAZETTED LOCALITY,2659,NSW,109011175,Albury Region
NSW4444,WOOMARGAMA,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW4473,WAGRA,ALIAS LOCALITY,2640,NSW,109011175,Albury Region
NSW4473,WYMAH,GAZETTED LOCALITY,2640,NSW,109011175,Albury Region
NSW4499,YARARA,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW541,BOWNA,GAZETTED LOCALITY,2644,NSW,109011175,Albury Region
NSW541,CUMBOROONA,ALIAS LOCALITY,2644,NSW,109011175,Albury Region
NSW591,BROCKLESBY,GAZETTED LOCALITY,2642,NSW,109011175,Albury Region
NSW698,BUNGOWANNAH,GAZETTED LOCALITY,2640,NSW,109011175,Albury Region
NSW698,BURRUMBUTTOCK,ALIAS LOCALITY,2640,NSW,109011175,Albury Region
NSW729,BURRUMBUTTOCK,GAZETTED LOCALITY,2642,NSW,109011175,Albury Region
NSW820,CARABOST,GAZETTED LOCALITY,2650,NSW,109011175,Albury Region
NSW1540,FISHERMAN BAY,ALIAS LOCALITY,2316,NSW,106031119,Anna Bay
NSW1540,FISHERMANS BAY,GAZETTED LOCALITY,2316,NSW,106031119,Anna Bay
NSW3116,ONE MILE,GAZETTED LOCALITY,2316,NSW,106031119,Anna Bay
NSW430,BOAT HARBOUR,GAZETTED LOCALITY,2316,NSW,106031119,Anna Bay
NSW430,ONE MILE BEACH,ALIAS LOCALITY,2316,NSW,106031119,Anna Bay
NSW434,BOBS FARM,GAZETTED LOCALITY,2316,NSW,106031119,Anna Bay
NSW59,ANNA BAY,GAZETTED LOCALITY,2316,NSW,106031119,Anna Bay
NSW85,ACACIA PARK,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,ARGYLE,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,ARMIDALE,GAZETTED LOCALITY,2350,NSW,110011186,Armidale
NSW85,ARMIDALE WEST,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,BEN VENUE,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,BONA VISTA,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,COMMISSIONERS WATERS,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,MADGWICK,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,NEWLING,ALIAS LOCALITY,2350,NSW,110011186,Armidale
NSW85,NORTH HILL,ALIAS LOCALITY,2350,NSW,110011186,Armidale
