SA4_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
101,0,4,6,49,39,16,12,4,0,130,0,0,3,15,14,29,22,19,9,103,0,4,4,33,15,19,15,0,0,91,9,42,61,478,242,313,327,227,87,1780,327,790,647,1796,962,1211,1144,671,378,7919,6241,13648,11289,27461,16034,17838,15513,8257,3448,119720,0,0,3,22,4,4,0,0,0,37,11922,25832,20906,41936,25135,27143,22700,11041,3914,190530,0,18,11,187,14,6,5,0,0,243,0,0,0,21,8,12,9,12,3,64,0,10,4,79,10,4,3,3,0,113,0,0,4,27,12,3,3,6,0,56,3,23,21,132,81,85,73,28,9,444,0,0,0,38,31,23,35,20,3,158,4,21,34,301,109,90,53,27,3,648,0,0,6,20,22,77,117,124,35,406,0,11,0,41,8,13,22,17,0,122,15,127,178,704,936,1856,2128,1328,405,7685,0,8,23,129,61,41,39,7,0,317,0,8,26,65,35,48,41,19,5,243
102,0,17,20,125,60,24,23,4,0,271,0,9,7,48,42,41,40,52,14,250,0,4,19,56,28,36,13,7,0,164,9,101,114,789,498,495,518,370,149,3046,365,915,810,1919,944,983,1141,1097,765,8934,9413,20739,18857,40945,22793,23597,21797,13850,6619,178618,0,0,0,12,0,0,0,0,0,20,18495,39140,34502,62015,33438,33172,28878,17073,7007,273712,0,14,5,97,3,5,5,0,0,131,0,0,6,18,12,19,13,5,0,73,0,13,15,283,53,16,16,9,0,406,0,6,8,41,17,6,5,0,0,94,4,40,50,225,130,113,77,37,12,681,0,6,10,63,91,63,87,67,8,390,6,57,73,560,344,384,343,100,25,1893,0,3,0,17,28,74,68,87,26,307,3,26,6,90,20,58,88,93,43,424,39,458,643,2346,2222,3284,3220,2590,982,15787,0,13,19,150,84,91,59,24,3,443,4,16,11,122,59,53,53,24,10,346
103,0,3,13,60,21,9,5,4,0,110,0,0,0,4,8,13,19,8,0,56,0,7,6,39,18,20,8,0,0,102,14,42,49,259,121,130,144,80,41,881,341,955,724,1720,950,1005,942,681,391,7711,6036,14028,11361,24768,13355,14006,12259,7516,3417,106759,0,5,3,20,0,5,0,0,0,26,11749,26176,21285,40155,21808,22919,19686,11217,4269,179261,0,12,3,88,7,3,4,0,0,126,0,0,0,8,3,8,3,5,0,33,0,0,3,19,4,0,3,3,0,39,0,5,0,34,5,8,0,0,0,58,5,3,15,81,53,34,17,9,4,224,0,0,0,16,8,8,13,8,0,60,5,17,24,187,100,67,81,37,4,512,0,0,0,4,4,41,30,29,8,122,0,3,3,19,0,3,9,5,0,44,5,58,95,384,453,896,923,724,239,3775,0,7,15,68,41,43,21,6,0,204,0,3,6,53,13,19,20,10,0,117
104,0,0,5,47,8,4,3,0,0,69,0,0,0,5,8,18,20,11,8,65,0,0,3,7,13,13,7,0,0,39,15,70,100,362,172,161,140,95,43,1165,183,500,428,1091,584,663,638,521,298,4902,3577,8589,6921,15858,9471,11056,10399,6036,2718,74634,0,6,23,22,14,6,0,0,0,65,6685,15762,12409,23956,14372,16781,16076,8589,3308,117944,0,0,0,10,3,0,0,0,0,10,0,0,0,5,0,4,0,0,0,10,0,3,0,49,5,6,0,0,0,65,0,0,0,13,0,0,0,0,0,20,0,15,12,94,56,54,57,28,4,316,0,0,0,25,13,8,15,0,0,53,0,11,18,124,49,53,22,7,6,286,0,0,0,5,0,12,9,10,6,41,0,5,0,19,0,0,16,14,4,55,8,98,105,447,546,991,1147,840,297,4464,0,3,0,32,23,28,25,6,3,127,0,0,6,46,12,23,27,13,5,142
105,0,0,5,28,10,3,0,0,0,47,0,0,0,0,0,0,6,0,0,12,0,5,15,31,17,0,0,0,0,75,3,19,16,119,32,37,42,33,17,324,364,848,670,1651,768,783,699,574,308,6662,3708,7460,6079,14548,6852,7663,6204,3973,1761,58251,0,0,0,5,0,0,0,0,0,5,6755,13094,10644,21526,10992,12556,10171,5818,2181,93743,0,11,0,129,9,0,3,0,0,160,0,0,0,0,3,0,3,3,0,16,0,0,0,13,0,0,0,0,0,15,0,3,0,13,0,0,0,0,0,14,0,0,0,32,15,12,5,3,4,70,0,0,0,21,3,0,0,0,0,31,0,9,15,121,44,42,16,3,4,252,0,0,0,0,0,4,7,12,4,30,4,4,0,16,0,3,9,0,0,33,5,27,22,161,119,263,257,201,57,1113,0,12,7,54,26,14,11,0,0,126,0,0,3,23,4,8,8,0,7,50
106,0,8,5,104,28,12,4,0,0,170,0,8,6,28,14,27,31,21,6,141,0,10,10,50,41,11,11,0,0,134,5,46,54,349,175,212,219,132,34,1237,313,794,704,1622,792,828,857,694,424,7033,8573,19075,16239,36225,18448,18866,16575,9129,3668,146804,0,0,0,16,0,0,0,0,0,17,16815,36608,30770,61028,30488,30567,25891,13349,4495,250011,0,5,7,68,18,5,0,0,0,103,0,0,0,9,0,12,10,4,0,30,0,3,6,48,14,0,0,0,0,74,0,0,3,26,11,0,0,0,0,44,0,16,14,113,57,48,52,14,5,321,0,0,0,26,20,22,32,19,0,110,0,31,25,266,130,95,46,26,16,638,0,0,0,11,12,32,37,42,10,149,0,0,10,26,7,11,35,11,0,105,24,156,219,780,914,1556,1761,1252,322,6986,0,8,12,110,58,31,27,17,4,266,0,0,7,65,23,28,25,15,4,164
107,6,27,91,204,111,94,76,22,13,639,0,4,10,31,46,87,69,46,26,319,0,3,11,34,21,13,10,0,0,96,23,201,285,1056,619,764,746,577,331,4593,265,737,758,1634,682,690,744,674,420,6613,8611,18560,19911,39873,20156,20163,16842,10615,5039,159771,0,3,6,20,4,5,4,3,0,57,16975,34772,35371,61350,29672,26897,19794,10782,4307,239913,0,6,36,155,15,12,3,0,0,231,0,0,11,126,56,105,66,47,15,420,0,9,15,162,46,17,10,3,0,271,0,3,6,30,20,14,6,0,0,84,8,46,43,289,125,83,42,12,5,664,0,6,15,98,166,133,170,130,20,741,4,63,233,1023,260,241,155,63,28,2082,0,4,0,119,107,177,206,242,108,969,12,39,15,76,29,30,69,35,19,315,25,308,397,1380,1676,3094,2645,2120,734,12378,0,13,11,127,51,52,39,23,4,328,0,8,12,82,49,57,44,23,7,282
108,0,6,0,60,20,15,6,0,0,115,0,6,3,9,15,16,26,20,5,103,0,0,3,16,13,14,18,3,0,79,9,35,45,220,155,203,232,187,50,1131,290,837,624,1488,888,1172,1283,974,446,7993,5002,12608,10470,21532,14011,18396,18899,11656,5138,117699,0,0,3,4,0,0,0,0,0,3,9491,23338,19498,34212,22049,28140,29281,16630,6461,189107,0,0,3,25,6,0,0,0,0,44,0,0,0,3,0,3,4,3,0,15,0,4,5,66,6,10,3,9,0,103,0,4,0,17,10,6,3,0,0,37,3,24,10,126,56,71,60,22,9,377,0,0,0,16,24,13,26,7,4,88,4,15,16,143,90,72,51,15,11,416,0,0,0,9,6,22,31,33,11,109,0,10,3,25,14,20,23,26,7,128,7,116,120,513,770,1558,2214,1917,662,7874,5,8,7,41,32,42,24,18,4,177,3,7,10,51,33,40,40,26,4,213
109,0,5,6,38,10,3,7,0,0,72,0,0,5,5,4,7,12,8,3,43,0,0,3,8,6,4,4,0,0,28,7,47,54,276,125,102,89,95,32,839,222,491,460,1051,553,701,629,506,210,4828,3486,7335,6560,13993,7584,8737,8014,4889,2032,62639,0,0,0,0,0,0,0,0,0,3,6588,13565,11630,21433,12220,13895,12921,7048,2624,101922,0,7,0,47,15,0,0,0,0,71,0,0,0,0,0,3,7,3,0,12,0,0,0,7,0,0,0,0,0,14,0,3,0,10,0,0,0,0,0,13,3,5,3,28,20,22,7,0,0,104,0,0,0,15,4,10,8,0,0,34,0,11,12,82,56,37,19,4,0,225,0,0,0,0,3,12,16,22,6,60,0,0,0,9,0,3,4,3,0,33,4,32,71,199,244,533,571,470,132,2261,0,0,10,40,23,18,13,4,0,115,0,0,3,13,9,8,4,0,0,41
110,4,44,19,150,22,13,5,0,0,258,0,0,4,4,9,9,8,8,3,42,0,5,3,19,13,11,4,4,0,64,11,60,42,268,89,84,78,58,23,721,408,1167,1211,2084,1099,1187,1002,766,414,9330,5026,12188,10828,21788,11300,12547,10739,6981,2895,94298,0,0,0,9,0,0,0,0,0,5,9690,21474,18272,32516,17954,20219,17492,10459,3640,151716,0,19,4,94,11,3,0,0,0,137,0,0,0,0,0,0,7,5,0,15,0,0,18,55,9,3,0,0,0,89,0,4,0,8,0,0,0,0,0,21,4,11,14,66,26,24,35,13,0,199,0,0,0,10,8,6,3,5,0,32,9,28,22,304,72,69,41,0,3,538,0,0,0,3,8,3,8,7,6,35,0,8,5,26,0,3,7,5,3,61,4,51,75,268,285,573,654,520,145,2561,3,20,26,194,30,21,10,0,0,310,0,4,6,40,6,10,7,11,0,88
111,0,32,52,232,76,40,14,3,3,456,0,0,15,34,36,36,43,29,16,206,0,8,33,72,20,20,18,0,0,175,44,223,261,1013,414,316,335,306,156,3057,285,704,971,1829,752,851,999,886,588,7866,10376,22470,24033,50951,24609,24563,21827,13781,6888,199494,5,72,40,159,18,6,0,0,0,315,20327,42547,43112,81240,39753,38908,32825,19032,8098,325835,4,39,29,252,37,17,5,0,0,389,0,0,0,55,25,55,57,28,3,217,0,14,12,241,36,12,8,4,0,310,0,7,10,53,33,18,21,7,0,149,7,33,56,289,154,98,74,24,3,749,0,6,3,65,29,29,28,11,0,171,6,57,210,993,287,223,180,55,29,2027,0,0,3,28,37,86,49,85,28,319,3,17,6,51,13,26,48,32,6,205,46,341,477,1646,1279,1800,1800,1462,509,9354,0,0,14,100,63,71,49,21,10,321,0,15,18,97,47,37,21,14,3,259
112,3,12,9,63,30,15,3,0,0,141,0,7,3,24,15,30,46,22,15,158,0,0,3,18,30,20,17,3,0,93,10,72,95,869,291,309,272,160,68,2133,391,1115,902,2389,1227,1377,1250,856,606,10129,5978,14824,12258,29374,17344,19570,17945,10213,5124,132624,0,0,0,4,5,0,3,0,0,12,11283,27045,21666,41167,25322,28666,26439,13755,5867,201202,0,5,0,16,10,4,0,0,0,30,0,0,0,6,4,4,10,4,0,28,0,25,34,639,76,19,9,5,0,808,0,6,3,19,3,0,3,0,0,34,9,43,41,288,160,127,89,39,8,800,0,0,0,98,28,23,15,8,0,174,0,22,15,125,72,71,37,15,10,373,0,0,0,10,11,9,20,18,9,74,0,8,0,17,3,13,21,10,10,82,31,230,293,1426,1322,1939,2152,1756,708,9851,0,8,7,51,42,30,32,22,4,201,0,15,30,294,83,77,56,26,14,597
113,0,4,5,34,12,7,3,0,0,62,0,0,3,5,3,6,0,8,0,28,0,3,10,29,18,23,3,4,0,99,10,55,68,321,109,130,82,69,30,867,268,682,620,1268,645,725,674,549,310,5742,5056,10644,10005,19993,9751,10311,8555,5323,2660,82302,0,10,16,41,28,8,0,0,0,114,9492,19074,17496,29754,15467,16643,13749,7776,3190,132633,3,10,6,90,14,9,0,0,0,133,0,0,0,7,0,5,0,4,0,19,0,5,4,38,6,8,3,0,0,60,0,0,0,18,4,0,0,0,0,21,0,7,6,34,19,19,16,9,0,107,0,3,0,23,10,13,9,0,0,61,8,58,42,415,99,61,35,11,7,735,0,0,0,0,7,11,12,7,3,40,0,24,16,63,22,19,22,3,0,165,6,46,78,246,236,457,428,344,111,1951,5,18,45,260,78,62,16,5,0,492,0,0,9,27,13,3,13,10,0,61
114,0,4,10,50,14,3,8,4,0,92,0,0,3,9,13,27,37,36,11,138,0,0,4,11,8,7,8,3,0,47,11,30,35,231,178,208,304,189,73,1247,195,478,431,963,556,694,668,590,365,4936,3897,8845,7360,16244,9816,12184,12922,7720,3093,82094,0,0,0,3,0,0,0,0,0,7,7494,16420,13600,25673,15014,17662,17820,9958,3428,127062,0,5,5,44,6,3,0,0,0,56,0,0,0,0,4,11,4,7,0,33,0,0,0,47,12,8,9,0,0,72,0,0,4,18,0,0,4,0,0,36,5,15,17,74,57,60,60,30,10,329,0,0,0,23,23,34,33,17,3,137,0,26,42,135,85,82,47,22,9,456,0,0,0,9,16,51,73,52,19,220,0,0,0,8,4,19,36,18,8,101,12,115,148,607,787,1636,2168,1700,580,7749,0,4,5,47,30,31,23,10,4,158,4,7,6,41,25,37,38,17,7,174
115,0,14,16,174,140,114,59,16,0,527,0,6,3,12,12,22,19,15,5,101,0,0,27,59,57,39,7,0,0,197,26,239,225,1004,646,599,443,280,133,3594,127,381,280,878,392,358,305,245,125,3097,7055,18946,16157,33716,19362,15885,12546,6844,3020,133529,0,6,13,233,135,115,65,23,7,590,13735,33057,27066,31542,19697,14942,11314,6897,2766,161016,0,28,25,329,147,118,75,9,0,733,0,0,0,32,40,43,12,11,5,132,4,17,24,136,37,33,10,8,7,262,0,4,4,28,40,22,13,0,4,116,5,43,48,139,80,60,41,14,4,432,3,6,15,64,92,85,70,42,6,379,44,676,505,6755,2272,2254,1824,487,219,15034,0,0,3,30,69,125,128,119,38,513,4,169,58,376,145,171,196,86,32,1233,29,409,554,1160,1372,1573,1320,946,381,7742,0,0,24,347,303,253,140,63,20,1147,0,8,10,70,39,38,20,3,6,190
116,0,18,32,289,157,137,105,16,3,767,0,0,0,13,5,14,9,3,0,42,6,14,33,107,39,23,3,3,0,235,49,524,784,2676,1357,1152,878,507,277,8198,703,1560,1254,3402,1096,832,703,449,321,10318,14713,29637,24475,64946,23831,19412,14402,6700,2770,200894,10,122,277,1360,441,351,191,56,13,2827,27855,47759,33284,45126,18706,13519,9196,4409,1405,201256,14,213,173,1832,496,347,141,22,0,3240,0,7,6,136,88,149,86,41,16,529,4,9,11,143,24,28,3,0,0,225,0,3,14,75,48,32,23,12,0,197,10,24,40,115,42,26,25,12,0,294,0,5,16,119,154,113,152,67,32,656,23,133,264,2703,996,1205,788,285,103,6509,0,0,6,96,99,193,234,203,62,891,9,118,222,536,239,317,348,203,53,2050,14,226,228,817,743,1063,929,627,216,4871,4,138,422,2694,1716,1436,787,358,58,7617,0,10,3,54,21,36,17,22,14,171
117,3,39,428,993,397,427,332,94,46,2752,0,5,7,110,31,30,13,13,0,203,0,0,10,53,7,11,6,0,0,96,44,218,697,5406,988,879,925,657,260,10085,272,448,1336,4257,883,723,556,378,192,9047,6556,9328,21216,74521,17551,13673,10113,5585,2297,160839,6,11,3,65,5,9,7,3,0,108,12397,16027,21873,64190,19113,13668,8400,3571,1222,160464,6,42,128,711,230,154,55,9,0,1331,0,0,4,133,26,52,43,27,5,292,9,38,221,2847,171,81,38,16,4,3415,0,0,48,119,25,40,33,14,0,287,24,23,77,932,194,128,70,15,4,1465,5,16,42,588,138,120,128,94,17,1149,53,240,5147,10639,1362,1783,1207,622,295,21349,0,6,3,99,58,78,75,112,41,466,0,7,14,131,39,80,152,143,64,628,63,209,828,7217,2227,1808,1017,499,134,14003,0,7,31,344,150,153,132,49,14,877,6,32,105,1472,188,82,48,24,16,1976
118,5,22,55,226,136,52,53,22,3,580,0,5,5,148,45,22,8,10,9,244,0,0,6,35,42,42,15,17,6,165,42,219,345,3829,1225,1064,1342,922,513,9496,252,511,682,2393,693,519,525,422,317,6316,6484,13156,14426,47101,17501,13750,11289,7641,3986,135328,0,0,0,11,8,4,4,0,0,26,12150,22452,20471,41465,18005,13882,9852,6018,2761,147059,3,9,37,152,55,45,18,4,0,325,0,0,0,59,24,31,29,15,0,162,10,34,255,2970,167,74,33,10,0,3544,0,3,14,21,19,11,10,0,3,89,12,51,59,648,211,137,59,35,12,1215,8,16,29,612,95,83,89,61,10,1006,10,205,912,2306,700,909,564,341,207,6157,0,0,3,57,31,41,66,87,35,321,0,8,13,66,38,78,198,239,102,741,133,661,905,8024,2652,1794,1182,868,291,16515,0,7,16,124,103,100,61,38,8,453,21,187,200,1615,348,142,112,51,34,2688
119,44,222,922,3887,2607,2465,1411,450,236,12244,0,0,6,17,8,9,8,17,7,72,0,3,17,62,27,20,12,0,0,140,98,751,925,5460,2397,2195,1864,1272,519,15488,876,1823,1855,5170,1839,1568,1277,912,662,15992,17677,34848,36456,89638,38350,35109,26240,16349,8839,303505,0,15,49,215,64,46,21,0,0,405,33695,60657,51943,71317,30096,21128,14067,8475,5062,296441,74,440,874,6375,1152,546,163,17,0,9647,0,5,14,284,147,249,124,67,36,926,13,84,179,2122,203,141,46,16,8,2808,0,6,42,132,124,132,98,31,16,579,9,19,42,221,94,57,21,19,3,488,3,31,33,340,242,235,249,149,17,1305,107,792,2533,15793,7353,10088,5970,2497,1534,46660,0,3,3,145,116,278,404,470,168,1587,27,220,225,1342,631,924,1026,695,295,5382,43,215,188,1343,942,1068,925,725,277,5720,3,48,141,1018,695,753,541,221,50,3471,3,14,25,234,89,69,43,22,15,522
120,5,55,311,887,500,382,295,100,42,2584,0,0,4,31,23,13,14,3,0,87,0,3,4,31,37,14,11,5,0,98,34,207,257,2342,841,802,736,529,254,5998,234,455,689,2272,658,565,493,440,455,6262,7583,15010,17481,52143,20774,17608,13458,7902,4294,156267,0,0,0,59,9,7,3,0,0,75,14387,25535,22656,45801,20338,15475,9991,4675,2003,160859,4,25,79,423,63,26,11,0,0,634,0,4,3,67,28,43,32,26,3,206,3,28,36,683,82,58,15,6,0,917,0,4,23,101,67,39,42,18,4,296,17,34,40,325,160,90,52,16,0,736,0,9,13,173,117,92,88,47,9,557,58,450,2096,10521,3144,4044,2321,940,600,24178,4,0,9,46,57,99,154,213,93,669,0,21,23,190,76,169,255,128,53,910,69,436,380,2480,1929,1541,1073,540,163,8607,5,6,29,267,163,181,109,73,18,849,6,12,33,348,100,72,55,16,9,644
121,4,30,73,521,296,143,111,27,9,1212,0,0,8,61,63,54,24,31,11,245,0,10,18,106,73,79,46,10,3,339,44,434,360,3202,1429,1005,852,597,336,8255,247,533,515,1865,733,587,594,561,598,6229,10490,26520,22663,62526,31910,25256,20721,13097,6679,219868,0,0,0,49,29,30,34,9,0,159,19883,42731,33961,50600,28291,23079,18284,12731,5873,235420,0,10,21,250,49,38,18,4,0,386,0,0,0,57,18,22,11,11,3,118,6,65,67,1174,187,50,23,4,5,1582,6,14,18,59,42,19,8,4,0,165,15,100,104,497,349,278,134,77,11,1561,0,9,23,184,101,98,71,58,13,559,146,1934,1966,13837,5171,4492,3488,1443,583,33060,0,4,3,60,57,132,158,148,83,650,4,33,12,131,38,80,148,131,74,640,151,1447,1721,4388,4170,3734,2618,2001,806,21027,4,11,19,221,150,129,114,79,16,739,9,82,78,655,205,119,91,68,23,1324
122,0,5,38,123,95,50,27,5,4,334,0,9,15,87,88,57,31,29,13,324,0,0,5,49,45,46,18,5,0,172,23,176,214,2182,992,703,563,386,196,5440,163,379,350,1083,541,434,369,422,356,4100,6930,16735,14375,33375,20634,16436,12706,8939,4499,134623,0,0,0,19,14,12,17,4,0,57,13386,30114,24431,36353,23519,19247,14632,9786,4412,175873,0,0,4,63,15,8,0,0,0,96,0,0,0,62,34,49,34,20,0,199,7,70,158,2345,307,74,24,8,0,3000,0,4,5,21,15,12,4,0,0,60,10,62,71,516,338,222,104,54,15,1390,3,12,10,180,67,54,31,45,4,401,8,99,224,1155,744,804,423,214,123,3780,0,0,0,79,51,155,183,180,64,717,0,3,7,30,15,46,103,107,36,346,113,1227,1384,5335,4524,3547,2349,1874,686,21036,0,0,10,87,57,69,56,32,3,319,15,86,110,664,279,112,60,36,9,1374
123,0,27,44,375,173,126,81,13,12,847,0,0,0,19,21,31,27,9,7,118,0,5,31,103,31,26,9,5,0,206,17,193,260,1467,966,905,691,353,120,4971,444,1030,798,2004,757,653,575,461,326,7038,10807,21623,18404,43693,18559,16806,12758,6100,2372,151122,0,3,39,209,68,48,30,11,4,410,20867,39030,30853,51669,21684,18212,13577,5878,1892,203669,22,254,366,3305,990,503,173,15,3,5635,0,7,5,131,77,71,38,15,3,333,0,0,3,87,13,14,5,0,0,129,0,12,26,236,118,72,72,20,8,558,5,19,24,95,56,33,20,3,0,252,0,8,15,207,232,269,217,148,21,1112,7,71,113,901,435,527,299,113,36,2507,0,8,9,93,50,166,167,141,23,664,9,53,70,333,144,176,173,76,20,1057,18,153,179,783,1050,1780,1747,1174,333,7216,4,54,132,1271,782,657,345,131,36,3406,0,3,7,31,33,25,24,12,4,143
124,0,18,29,205,91,45,28,11,0,422,0,0,0,14,21,35,42,24,8,150,0,6,21,62,35,17,3,4,0,147,15,142,241,1203,721,672,634,393,154,4181,440,1005,897,2293,904,729,718,660,561,8208,10601,21833,19868,46862,21612,20148,16254,8305,3370,168862,0,28,72,292,82,41,27,7,0,560,20873,40355,35131,65482,29608,25385,18881,8317,2752,246776,5,36,24,338,71,40,24,4,0,544,0,0,0,75,29,49,36,24,6,218,0,3,14,102,17,21,11,5,0,168,0,8,20,88,38,26,22,5,0,204,5,16,20,112,102,83,52,18,6,416,0,0,0,94,84,96,89,54,11,432,0,53,102,755,357,327,244,100,25,1956,0,0,5,47,74,184,172,137,34,657,0,30,60,198,98,142,180,74,20,806,18,172,266,1229,1593,2794,2629,1706,459,10861,5,30,102,621,332,323,191,66,16,1697,0,14,3,78,51,61,47,21,14,296
125,14,78,312,1525,1369,1485,1015,290,140,6220,0,0,0,4,11,6,8,9,3,40,0,4,39,110,31,20,7,0,0,209,101,694,847,3666,1511,1257,996,625,287,9986,837,1776,1673,5071,1414,1250,888,645,388,13934,15915,30113,28817,82183,27662,24695,17808,10057,4676,241931,36,426,1030,4042,1093,635,301,115,28,7696,29068,46287,34879,47946,16837,12296,9683,6195,2990,206180,16,99,172,1470,276,161,72,15,5,2288,0,0,10,207,115,178,118,60,18,696,3,19,37,301,53,39,13,8,0,472,0,3,31,214,198,157,122,60,22,799,8,34,36,171,56,47,27,14,0,390,3,14,22,212,141,155,186,113,23,868,95,843,2332,16548,5950,7053,3867,1647,752,39090,0,4,8,93,104,206,344,341,103,1208,11,138,85,514,122,218,251,151,55,1548,18,158,193,820,530,839,773,574,245,4153,6,40,137,1113,662,709,464,178,52,3363,0,11,18,125,27,32,25,12,3,257
126,10,20,148,404,185,149,87,34,12,1040,0,3,0,9,11,11,14,11,3,64,0,0,22,43,15,11,6,0,0,97,31,221,202,1466,521,486,395,282,184,3783,154,295,328,1170,322,301,253,236,197,3253,5327,11486,11335,32945,12897,11905,9222,5375,3173,103659,0,4,7,120,63,53,47,17,0,310,9781,18555,16031,21298,10632,8995,6507,4186,2579,98562,6,38,168,528,64,25,17,4,0,846,0,0,0,34,22,25,21,7,3,111,3,22,27,371,48,15,5,0,0,496,0,0,9,37,28,15,13,4,0,113,6,14,26,164,66,45,49,15,3,391,0,0,3,66,47,36,48,30,3,240,70,869,1579,12013,3280,3699,2618,977,535,25648,0,0,0,37,38,73,89,80,31,346,6,38,12,153,51,88,87,81,44,567,27,200,266,859,768,765,619,423,169,4093,0,8,12,145,118,114,82,47,16,536,0,21,23,161,45,29,16,11,8,310
