SA4_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
310,27985,39909,16744,1375,86007,20293,3442,109745,752,447,704,72,1971,2950,173,5091,1404,1369,1371,158,4297,2171,446,6916,2155,1812,2079,224,6270,5117,615,12005,130,71,127,18,338,873,52,1260,45,19,33,3,105,197,18,317,25,3,8,0,33,60,0,89,11,0,4,0,13,34,0,49,24,24,22,3,74,57,3,134,227,124,187,23,564,1216,72,1856,48,10,23,0,83,218,17,316,36,5,13,0,55,84,0,142,4,3,0,0,12,8,0,17,22,16,0,0,35,12,7,49,104,36,45,0,181,324,21,522,43,30,27,0,100,154,14,264,30513,41912,19074,1620,93123,27108,4167,124395
311,25739,38618,15496,1231,81083,16123,3136,100337,1136,615,807,75,2637,2673,222,5529,1318,1534,1787,162,4802,3257,392,8455,2452,2154,2601,235,7438,5930,617,13983,302,249,327,36,916,1230,108,2254,58,23,27,5,112,270,16,391,41,17,9,7,71,53,3,132,18,9,4,0,32,35,0,76,75,37,25,0,138,91,5,233,500,326,394,48,1271,1683,133,3086,36,5,4,0,50,105,3,165,32,4,11,0,51,200,0,251,6,5,3,0,20,16,0,33,0,0,4,0,6,3,0,10,82,22,25,0,126,326,7,459,27,37,20,0,89,90,5,190,28800,41154,18537,1519,90008,24149,3892,118053
312,15941,18065,5501,513,40015,10075,1553,51649,780,385,396,44,1609,2107,163,3881,460,226,298,10,1003,1077,149,2228,1242,613,692,56,2609,3184,318,6108,381,166,271,27,843,1164,110,2119,84,33,29,0,153,131,27,309,72,21,4,0,98,68,15,181,75,14,12,0,104,70,12,188,9,4,0,0,16,0,0,17,617,236,319,33,1210,1441,168,2813,171,31,9,0,222,219,14,448,107,17,3,0,135,207,9,356,19,6,3,0,26,18,0,45,11,10,4,0,27,16,6,53,312,66,25,7,407,459,30,900,117,40,21,4,179,202,28,415,18235,19019,6559,611,44420,15363,2096,61880
313,24778,24996,10906,787,61467,14884,2384,78738,1483,412,892,77,2870,3342,231,6441,990,470,936,76,2472,2079,237,4792,2477,881,1831,153,5340,5425,473,11237,508,119,311,26,965,1996,110,3067,247,32,102,3,388,673,36,1100,571,63,98,7,737,688,32,1461,475,61,56,5,599,275,21,890,83,31,25,9,148,109,10,264,1885,312,591,47,2831,3745,205,6784,126,12,9,0,141,281,7,435,89,26,31,7,141,350,14,503,8,3,4,0,12,0,3,18,17,11,6,0,35,18,0,57,240,51,44,3,336,655,23,1012,33,27,21,0,83,74,10,169,29407,26264,13394,987,70061,24778,3094,97938
314,17286,27529,7194,546,52561,8151,1367,62070,773,306,488,44,1613,1987,116,3712,1601,1435,1848,131,5018,2407,429,7848,2371,1738,2342,177,6631,4389,541,11561,99,58,92,9,264,342,43,650,37,13,24,4,76,103,12,194,51,8,21,0,87,111,12,209,0,0,0,0,0,0,0,0,44,29,5,0,82,59,0,145,234,109,144,19,509,622,72,1197,21,0,0,0,24,80,3,106,27,0,8,4,45,122,0,166,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,57,0,11,0,72,197,3,276,17,16,11,0,45,32,0,76,19964,29399,9710,745,59813,13388,1985,75186
315,5186,6471,2927,368,14951,5132,578,20660,351,311,227,24,920,822,74,1816,149,108,42,3,298,200,42,545,499,420,269,36,1218,1021,117,2359,134,79,82,18,311,430,40,789,8,4,0,0,17,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,10,0,17,151,90,86,16,339,457,45,843,188,41,9,0,239,283,12,529,25,9,6,4,50,59,3,109,21,9,6,0,41,223,7,267,23,11,11,3,46,43,0,91,259,68,40,7,375,602,22,1000,143,119,26,3,292,198,20,515,6240,7168,3342,429,17179,7416,785,25379
316,37068,38602,12081,823,88570,18563,3733,110864,3011,636,899,69,4613,4882,309,9804,2845,1265,1358,93,5565,3267,614,9442,5858,1897,2263,159,10180,8149,926,19248,1316,560,833,63,2778,3423,402,6605,1042,270,376,34,1725,1411,252,3385,2124,470,539,59,3192,2152,377,5721,967,104,85,15,1170,712,80,1954,125,60,34,0,224,174,13,405,5581,1464,1861,178,9092,7865,1114,18073,199,29,32,0,262,355,15,629,99,25,37,0,159,222,9,393,4,14,5,0,20,22,6,48,18,9,9,0,34,24,3,62,320,77,76,0,477,622,33,1131,148,67,36,4,252,188,14,457,48968,42117,16309,1171,108566,35390,5818,149772
317,15174,15749,5853,523,37298,10110,1543,48953,1292,591,660,89,2626,3776,289,6693,336,189,235,28,793,887,119,1801,1631,785,888,117,3421,4663,409,8495,356,239,246,42,883,1322,119,2335,9,0,9,0,14,47,0,60,8,0,0,0,17,26,0,44,16,0,0,0,16,19,0,31,4,4,0,0,10,17,0,27,397,245,255,46,942,1427,124,2496,22,4,3,0,25,38,3,64,10,5,7,0,20,20,0,45,0,5,4,0,12,3,0,16,27,8,9,4,41,10,7,56,53,24,19,4,102,75,8,183,34,18,6,0,58,44,0,104,17291,16818,7027,688,41817,16324,2088,60232
318,21143,22221,9136,843,53348,14399,2614,70356,870,290,625,73,1871,3378,230,5476,548,272,412,70,1298,1793,191,3279,1422,563,1039,145,3163,5169,420,8757,320,105,216,23,668,1238,109,2016,319,84,100,28,529,754,156,1442,334,96,62,19,506,464,85,1061,207,42,28,9,281,262,46,592,12,5,0,0,17,7,0,27,1192,331,400,77,2001,2730,401,5129,130,11,18,3,160,238,8,411,72,9,8,4,91,96,7,186,8,3,0,0,16,43,3,58,30,8,6,0,41,23,7,71,235,35,27,8,313,396,21,727,73,37,13,8,132,162,10,312,24065,23189,10628,1072,58953,22862,3473,85284
319,37768,25126,12848,1044,76784,24816,3559,105152,1105,219,503,52,1886,3323,183,5395,400,143,269,25,838,1201,108,2150,1509,366,769,74,2723,4528,295,7544,653,173,336,33,1195,2453,131,3784,56,4,14,3,88,107,10,204,204,21,25,0,255,175,9,437,4,0,0,0,3,0,0,11,9,8,0,0,21,16,4,48,925,215,382,36,1562,2757,159,4475,403,43,39,7,496,757,43,1297,108,22,27,0,160,273,19,449,75,31,15,0,117,67,4,192,43,9,15,0,69,46,10,121,618,108,86,17,833,1150,72,2052,161,65,33,4,259,245,20,525,40984,25878,14126,1169,82162,33493,4099,119749
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,23905,31022,7773,717,63422,15562,2277,81260,3126,2138,1187,138,6591,6522,593,13705,2287,1516,710,127,4650,2876,706,8231,5416,3651,1905,270,11241,9405,1298,21942,2285,1252,735,157,4428,5760,596,10779,404,90,65,33,594,1052,152,1799,798,165,125,57,1155,1440,311,2910,856,164,99,62,1186,1492,481,3159,4,15,4,0,19,13,5,40,4356,1687,1030,311,7382,9758,1546,18684,22,9,4,0,28,60,0,93,4,0,0,0,5,15,0,28,0,0,0,0,0,0,0,0,49,24,13,3,80,59,18,157,72,28,13,3,117,133,21,270,64,47,27,4,134,174,39,348,33806,36422,10748,1310,82296,35036,5175,122507
402,35445,48781,20069,1720,106009,29320,4227,139551,3163,2153,2536,263,8112,8803,720,17637,797,817,680,85,2378,1320,297,3995,3961,2967,3210,347,10489,10121,1020,21628,780,503,351,44,1679,2456,196,4332,92,48,34,12,188,271,59,515,119,55,28,8,210,231,34,478,0,0,0,0,0,0,0,0,14,7,6,0,36,20,0,63,1013,617,419,61,2110,2988,286,5387,64,7,8,0,85,156,7,243,13,0,0,0,17,56,3,77,0,0,0,0,0,0,0,0,8,7,0,0,11,13,5,33,83,17,13,0,111,232,17,357,68,70,26,5,170,174,20,364,40569,52446,23743,2133,118891,42829,5564,167280
403,33671,39738,13925,1129,88461,24370,3268,116093,3940,1902,1703,200,7749,8979,630,17355,1124,882,611,66,2679,1507,287,4475,5065,2780,2314,267,10433,10482,919,21827,1315,539,549,94,2491,4123,327,6939,217,47,55,7,327,461,46,832,259,46,26,8,334,321,23,675,99,16,8,0,127,164,5,292,19,14,8,0,43,28,0,70,1906,665,641,110,3320,5087,405,8814,53,12,8,0,64,124,0,191,39,7,5,0,57,145,7,205,0,0,0,0,0,0,0,4,19,18,12,0,51,58,6,117,110,32,23,4,170,325,15,512,57,41,26,4,130,122,18,262,40809,43252,16939,1508,102508,40387,4616,147512
404,17473,21595,7763,957,47783,14819,2627,65236,3043,2120,1678,269,7109,7299,685,15103,1939,1430,842,122,4334,2193,510,7035,4982,3549,2523,392,11447,9497,1192,22134,1498,844,552,129,3027,4327,443,7796,291,106,69,31,499,620,81,1208,417,134,79,27,657,770,114,1537,84,23,15,0,127,92,13,225,29,26,14,0,67,42,6,115,2325,1126,731,192,4377,5850,657,10886,7,3,0,0,15,13,4,38,0,0,0,0,0,31,0,36,0,0,0,0,0,0,0,0,23,36,20,3,79,55,12,149,40,41,19,4,106,95,15,215,54,43,30,0,127,130,20,275,24869,26363,11067,1545,63841,30389,4515,98750
405,14781,10588,4045,315,29733,12054,901,42693,414,155,235,17,821,1537,50,2402,41,18,6,0,68,20,3,90,453,168,246,18,885,1558,47,2489,32,6,16,0,43,232,10,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,32,6,12,0,47,232,12,295,72,11,7,0,92,120,25,240,28,4,0,0,38,39,5,81,3,4,0,0,8,3,0,14,17,13,3,0,38,29,4,77,122,37,14,4,181,195,36,409,34,21,4,0,66,67,9,139,15427,10817,4323,343,30910,14107,996,46018
406,7814,6775,2554,251,17397,6778,586,24765,843,598,850,68,2360,2395,172,4929,49,24,17,5,89,49,3,145,893,623,868,71,2454,2449,174,5077,137,39,68,14,254,922,41,1223,8,0,0,0,10,29,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,3,0,26,13,0,39,158,49,67,14,291,962,44,1307,35,12,3,0,53,105,9,169,18,6,8,0,28,39,14,83,10,4,3,0,15,12,0,26,15,9,3,0,26,31,5,56,76,31,16,0,122,183,23,333,59,20,15,0,94,94,10,199,8999,7507,3520,335,20364,10466,843,31665
407,24464,16975,6765,571,48775,19044,1588,69406,995,321,526,44,1891,3209,155,5253,100,28,29,0,151,116,15,282,1100,351,555,47,2048,3323,167,5540,184,74,101,24,379,1132,43,1557,14,0,4,0,22,44,0,70,13,0,0,0,18,16,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,212,83,108,24,421,1198,46,1670,71,15,4,0,88,150,9,245,77,8,17,6,109,142,9,254,5,5,3,0,15,15,0,33,39,38,7,4,84,46,5,131,191,66,25,11,292,351,24,664,100,43,11,0,152,135,6,297,26067,17511,7468,649,51695,24053,1835,77577
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,20444,19306,6798,476,47026,13802,1643,62464,962,319,438,27,1745,2935,129,4809,224,118,71,4,411,305,41,767,1182,436,509,30,2159,3241,173,5577,125,49,42,7,219,435,22,670,10,8,13,5,35,65,5,104,18,0,0,0,18,13,0,30,20,4,0,0,17,12,0,32,12,11,0,0,24,23,0,51,185,72,55,6,312,545,32,891,105,19,17,4,149,242,8,398,97,18,4,0,119,191,13,324,14,9,3,0,23,29,0,54,13,16,6,0,36,20,3,57,231,60,26,7,322,479,30,831,48,37,9,0,92,99,10,200,22090,19909,7400,521,49914,18165,1882,69965
502,11668,10239,4462,296,26674,7948,817,35441,1002,163,251,27,1444,2223,70,3736,324,87,114,8,536,518,37,1085,1323,243,374,36,1973,2737,105,4824,73,17,29,5,122,290,14,431,90,22,18,0,125,62,5,189,82,14,17,0,121,77,3,197,86,16,7,4,114,46,0,155,10,3,4,5,21,20,0,39,340,77,71,15,506,487,31,1017,49,6,12,0,72,156,3,230,44,5,5,0,48,105,0,156,5,4,0,0,9,11,0,16,0,0,0,0,0,9,0,8,102,12,14,3,132,273,4,415,14,0,7,0,21,24,0,45,13452,10582,4930,349,29308,11472,957,41734
503,9829,14946,2721,313,27810,5850,1336,34991,1064,807,361,61,2294,1929,241,4461,1944,1234,618,108,3896,2334,541,6767,3008,2042,979,162,6191,4261,779,11231,1063,434,249,67,1806,2420,339,4566,1777,524,293,77,2677,3869,524,7067,2422,681,378,93,3566,4423,638,8624,1968,605,247,87,2907,2662,500,6071,8,13,0,0,22,16,3,37,7243,2256,1157,313,10973,13387,2002,26364,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,7,0,38,25,15,79,19,13,7,0,38,28,15,77,14,11,11,0,29,62,0,95,20113,19262,4869,794,45033,23592,4130,72762
504,22856,31968,10129,1031,65980,16100,2446,84526,1618,1188,1020,111,3930,4201,339,8471,695,418,331,48,1491,1348,225,3066,2308,1608,1343,157,5422,5547,564,11539,387,135,138,34,694,1109,95,1897,183,57,71,15,331,561,60,949,102,40,29,8,179,342,23,548,83,25,13,3,124,182,24,325,28,18,5,0,49,55,0,109,782,276,259,57,1377,2249,202,3826,22,4,0,0,33,39,0,74,32,3,3,0,42,103,0,146,0,3,0,0,3,4,0,7,9,7,3,3,19,14,0,41,70,16,14,3,98,163,6,269,23,25,13,3,64,51,6,117,26043,33900,11754,1247,72943,24102,3232,100273
505,44440,68091,18942,1705,133170,28669,4034,165877,6753,4507,3191,360,14812,13375,1337,29523,2158,1533,828,93,4609,2647,499,7752,8906,6045,4019,451,19422,16017,1835,37275,1023,343,299,59,1721,2793,208,4725,325,92,94,22,529,766,87,1384,379,86,91,18,575,631,79,1284,62,19,7,0,87,60,17,159,46,36,15,5,102,88,0,194,1833,574,501,100,3014,4338,393,7746,47,5,9,0,67,175,0,243,9,0,0,0,11,20,0,35,16,4,0,0,19,15,0,37,16,8,0,0,24,11,10,39,93,21,14,3,127,222,15,360,28,20,6,5,57,63,5,128,55295,74748,23478,2259,155787,49311,6281,211386
506,38791,59514,17029,2100,117426,28861,5363,151648,3930,3091,1885,342,9246,8545,1098,18880,2117,1235,570,200,4121,2767,685,7577,6040,4325,2454,549,13362,11315,1783,26458,818,579,284,66,1738,2012,226,3975,559,192,101,59,909,1345,176,2426,684,171,88,43,989,1181,149,2326,717,180,88,36,1022,849,128,2009,50,40,18,7,112,94,8,213,2836,1164,576,206,4781,5479,692,10952,48,7,11,0,64,180,9,255,100,6,14,0,124,202,4,323,0,11,5,0,10,12,0,18,50,32,14,3,99,50,10,155,196,50,37,3,289,439,25,753,46,37,26,3,112,115,10,239,47909,65086,20120,2854,135972,46211,7864,190049
507,35661,51807,15883,1330,104675,24507,3778,132967,3057,1863,1554,164,6634,7117,529,14277,1235,824,501,66,2629,1858,241,4727,4290,2685,2056,225,9256,8979,766,19004,558,167,239,45,1008,2157,135,3302,471,156,183,25,836,1387,120,2344,1052,228,148,21,1456,1564,124,3143,195,30,38,4,262,300,17,584,61,41,25,4,126,76,7,213,2328,619,640,104,3689,5493,403,9581,46,0,8,0,56,89,3,155,119,5,20,3,146,256,12,414,0,4,0,0,4,3,0,9,33,3,0,4,43,41,3,98,199,16,28,8,252,395,13,666,47,35,11,0,93,97,6,195,42519,55159,18611,1669,117964,39468,4982,162413
509,16278,12524,4376,373,33556,12861,1112,47530,373,149,164,16,701,1389,51,2147,42,12,7,0,58,85,3,144,413,165,174,16,761,1479,54,2297,21,12,9,0,48,109,0,154,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,9,3,0,0,13,11,0,34,40,13,15,0,66,121,8,192,63,10,12,0,84,175,4,263,55,4,5,0,64,143,4,211,17,6,4,0,27,35,5,59,24,7,9,0,35,28,0,66,162,28,23,0,213,378,12,602,72,45,11,6,132,113,5,248,16956,12772,4600,401,34723,14949,1194,50866
510,4423,7774,2365,311,14871,3538,597,19013,489,440,272,47,1251,1028,92,2374,180,138,53,0,373,276,47,689,679,572,323,55,1617,1305,139,3064,145,71,55,5,273,359,44,677,55,11,7,4,76,95,6,173,32,17,4,0,53,58,6,114,32,10,5,0,40,85,6,137,0,0,0,0,3,4,0,9,264,108,68,12,448,601,63,1107,237,45,23,0,314,320,28,655,15,0,0,0,21,33,0,52,12,11,0,3,29,35,3,66,42,21,8,6,73,24,10,109,311,82,37,13,434,405,37,883,100,48,17,5,169,191,18,374,5771,8585,2806,386,17542,6039,850,24437
511,10480,10486,3849,370,25181,8417,982,34576,598,363,338,54,1343,2020,139,3509,206,120,54,8,392,261,32,685,807,478,392,61,1742,2283,171,4191,102,43,33,5,184,439,22,647,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,10,5,19,102,44,40,5,192,465,23,681,229,43,26,5,301,337,19,654,48,9,7,4,75,125,5,203,19,7,7,0,32,29,0,59,22,20,5,0,51,35,6,89,324,81,37,9,455,522,29,1009,97,67,28,7,189,178,13,382,11805,11151,4342,446,27754,11867,1220,40843
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,23280,24153,10451,881,58765,19082,2995,80846,571,260,303,37,1169,1898,181,3240,715,316,228,37,1288,1004,233,2530,1280,575,532,72,2456,2901,415,5768,1309,562,553,66,2483,3074,401,5960,252,62,39,15,375,569,91,1030,162,35,43,11,254,276,63,593,14,0,0,0,12,16,0,31,44,22,13,4,83,59,9,147,1774,681,648,94,3204,4000,561,7759,27,9,4,0,37,55,0,97,31,10,6,0,42,56,3,101,5,0,0,0,5,3,0,8,52,34,15,7,104,62,21,194,110,51,26,3,185,180,27,396,47,33,15,0,98,97,6,205,26496,25494,11669,1053,64705,26263,4007,94980
602,16687,13971,6102,487,37246,13615,1563,52432,516,219,294,23,1054,1815,118,2986,291,180,113,13,598,331,69,1003,809,402,404,38,1650,2145,190,3989,568,180,279,25,1050,1971,137,3160,17,15,8,0,40,65,6,112,8,0,0,0,8,18,5,31,6,0,0,0,4,3,0,9,25,12,11,0,49,62,7,118,619,204,300,24,1147,2127,155,3431,32,4,6,0,46,119,4,166,21,5,0,0,25,17,3,43,3,9,0,0,9,9,0,19,38,18,15,0,71,67,13,150,95,33,27,0,149,211,24,385,25,27,6,0,55,61,4,123,18237,14631,6844,550,40257,18158,1938,60352
603,5608,3900,1489,122,11116,4228,334,15674,33,8,10,0,53,122,8,183,9,0,0,0,9,5,0,13,39,8,11,0,63,125,8,195,11,5,10,0,23,49,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,11,6,10,0,22,50,3,84,21,5,0,0,23,44,0,71,22,5,0,0,31,40,5,72,9,0,0,0,10,10,0,14,10,5,0,3,16,12,0,34,62,14,7,3,83,103,8,196,18,9,0,0,23,30,0,59,5732,3941,1508,124,11308,4543,356,16209
604,13845,10772,5024,361,29999,11592,1018,42613,460,109,294,25,888,2104,64,3057,69,23,39,5,140,234,21,388,530,135,330,32,1028,2337,89,3447,40,20,11,0,71,119,8,193,0,0,0,0,4,42,0,43,8,0,3,0,16,30,0,46,0,0,0,0,0,0,0,0,0,3,3,0,8,6,0,18,55,24,18,0,96,194,10,302,46,5,11,0,65,130,6,199,38,9,11,3,60,69,3,130,0,3,0,0,3,7,0,13,18,12,7,0,37,26,5,65,98,28,32,3,166,231,16,410,31,20,5,0,54,51,3,103,14561,10976,5408,397,31341,14401,1132,46876
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
