SA4_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
213,19330,24195,43526,14276,17420,31699,61,69,128,6066,6173,12241,197,178,377,95734,104791,200532,379,415,791,16284,16753,33030,1146,1419,2563,1274,1354,2627,861,1108,1969,2784,2884,5664,2324,2555,4874,4238,4886,9121,3018,3755,6778,263,363,625,701,840,1547,4212,5498,9708,14084,15580,29666,234,233,463,168117,186287,354407,33389,29268,62664,31888,29426,61310,243,230,471,8,8,13,17328,14569,31896,1264,1572,2836,18604,16143,34746,120529,111146,231676,1051,724,1780,455,623,1075,122035,112495,234530,33256,28140,61394,426866,426189,853054
214,1039,1764,2806,14678,18851,33528,6,6,11,1506,1853,3359,8,7,12,25729,29681,55408,194,273,471,2764,2705,5471,463,574,1033,370,399,771,367,452,817,139,124,265,355,474,828,833,1066,1897,2472,3035,5503,136,209,347,146,165,313,3157,4598,7756,2838,3557,6396,100,116,216,56267,68125,124399,922,888,1812,765,719,1481,345,342,686,6,9,19,200,174,375,396,588,989,605,770,1380,77960,73938,151895,520,489,1003,263,560,823,78742,74983,153720,11024,10910,21939,149718,158508,308226
215,1106,1132,2236,6402,7785,14178,0,0,0,687,699,1387,176,174,352,13105,14620,27728,369,479,844,420,400,821,150,224,371,110,108,211,1654,1862,3518,28,18,48,247,229,477,663,757,1418,1362,1519,2883,146,219,368,264,291,556,5400,6671,12067,1499,1640,3133,53,72,118,32742,37742,70487,522,399,920,1179,905,2080,25,22,42,8,5,15,383,334,720,142,201,344,536,541,1084,33220,30112,63331,146,117,263,72,124,197,33440,30345,63787,8110,6825,14937,77653,77914,155568
216,533,669,1204,6669,7845,14512,0,0,0,520,590,1110,113,109,225,14881,16269,31152,80,126,206,540,494,1028,158,229,387,82,94,178,147,182,332,50,45,94,188,192,372,611,681,1292,1721,1882,3604,91,162,249,55,72,128,3268,4264,7531,1316,1447,2770,22,37,59,30514,34717,65230,630,562,1188,2492,2208,4705,19,21,45,13,9,18,886,738,1626,129,201,330,1027,950,1973,26687,24388,51071,132,98,229,74,112,190,26895,24599,51493,6230,5558,11785,68342,69282,137618
217,338,438,778,4843,6114,10956,0,0,0,721,788,1514,84,83,170,13178,14601,27779,95,113,205,199,179,374,123,199,323,31,45,74,886,1061,1946,24,24,50,91,106,190,405,448,852,2364,2582,4943,84,138,224,59,82,142,3336,4172,7511,1136,1315,2460,31,41,75,27693,32081,59782,228,186,414,156,146,296,34,42,80,5,7,13,75,61,134,105,161,266,179,230,412,28900,26590,55492,150,119,267,49,110,162,29105,26819,55921,5401,4982,10385,63143,64926,128069
297,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,24,3,27,36,6,38
299,64,63,128,160,162,322,0,0,0,21,25,46,0,0,0,401,371,772,6,9,12,40,35,74,3,11,17,16,7,22,0,9,16,4,6,10,13,15,30,13,20,30,45,29,68,9,5,21,0,6,3,62,66,129,114,101,212,10,4,11,922,872,1797,49,29,78,104,100,211,15,8,21,0,0,4,13,3,15,25,23,48,39,24,68,1584,1297,2880,18,12,28,15,14,25,1614,1323,2937,2361,1494,3854,5170,3915,9089
301,894,1432,2330,14119,17043,31161,3,9,14,2635,2890,5523,190,184,368,22422,25684,48103,113,142,253,1054,1101,2152,435,566,994,407,438,845,813,1038,1853,28,25,53,457,518,980,1220,1491,2710,2710,3061,5769,229,286,519,243,326,571,4170,5700,9871,3196,3857,7050,249,277,530,54678,64649,119323,1044,1070,2112,520,509,1028,96,93,186,11,10,16,375,359,733,289,452,736,666,823,1485,51996,47341,99339,375,303,677,191,330,524,52567,47977,100545,6664,6152,12819,117124,122696,239817
302,1156,1793,2949,9228,11458,20681,5,3,11,2093,2581,4676,9,8,17,25956,30104,56062,89,92,175,686,731,1421,327,465,794,204,205,408,549,724,1276,160,154,311,456,514,971,1193,1528,2723,1959,2228,4185,186,265,452,178,242,420,3119,4383,7502,2573,3087,5663,144,150,295,49114,58919,108032,3966,3743,7713,1059,1043,2103,67,72,142,15,13,20,1695,1515,3216,381,475,859,2092,2007,4103,44645,41257,85905,426,363,785,150,257,402,45223,41875,87096,6616,5849,12463,109298,115298,224598
303,5943,7765,13702,11365,13192,24561,0,0,3,2997,3464,6459,82,113,192,31512,36496,68010,164,207,380,4290,4485,8775,504,654,1158,763,854,1613,932,1177,2107,431,437,867,1105,1182,2284,2470,2964,5431,3318,3746,7064,165,199,367,607,783,1394,4172,5679,9850,5506,6555,12055,207,215,423,70577,82412,152991,7172,6427,13602,7719,7303,15022,202,201,398,13,22,31,3224,2750,5973,771,934,1701,4003,3707,7705,75105,70016,145123,723,563,1287,238,375,612,76063,70954,147021,10737,9840,20583,182420,188606,371026
304,1643,2253,3895,8849,10906,19761,0,3,5,2036,2298,4333,5,8,18,17522,19893,37416,109,148,259,607,674,1286,164,185,349,125,142,264,781,1006,1785,55,52,103,571,643,1217,673,769,1442,1810,1993,3798,78,101,174,76,100,180,3230,4347,7577,2052,2371,4423,163,195,357,38898,45849,84743,2511,2428,4942,1247,1245,2494,196,221,416,7,10,14,219,236,453,345,416,762,571,663,1232,42292,39166,81458,488,343,830,137,225,362,42910,39732,82648,4646,4202,8846,92626,96586,189213
305,2505,3696,6202,11769,13147,24923,6,4,9,1200,1447,2650,20,21,39,29470,33261,62730,53,77,138,1808,1927,3738,223,279,506,200,191,390,530,665,1199,63,64,128,382,462,842,775,1000,1781,1942,2160,4098,76,79,150,166,168,339,2816,3661,6474,2260,2823,5079,140,133,276,53909,61571,115482,3437,2880,6317,1756,1521,3280,284,271,557,14,16,27,306,287,595,589,618,1213,909,922,1834,69715,65901,135614,908,776,1683,259,465,722,70881,67140,138026,10966,9584,20550,144652,147592,292245
306,1315,2146,3457,12965,14727,27695,0,0,0,1217,1343,2563,16,12,28,24094,26913,51010,94,137,230,524,572,1091,698,998,1691,214,300,521,604,749,1356,72,75,148,434,526,958,1615,2068,3680,2640,2814,5449,128,183,310,687,836,1526,3336,4129,7470,3086,3531,6613,56,79,132,52481,59993,112479,922,893,1814,519,502,1016,106,108,211,33,36,68,1057,869,1921,542,669,1212,1626,1577,3203,53424,48680,102100,351,292,640,224,340,565,53996,49310,103309,15053,13203,28255,126014,127735,253748
307,190,314,501,11065,12237,23298,0,0,0,833,866,1698,105,86,193,12970,13726,26698,226,264,491,56,72,131,274,370,643,103,119,217,1504,1538,3041,0,0,0,198,173,369,732,770,1504,2354,2344,4705,134,156,294,230,262,495,3072,3432,6507,2016,2158,4171,66,60,127,35943,38636,74581,186,143,332,111,114,219,22,10,31,10,8,21,70,64,134,112,222,336,195,299,487,20254,18055,38311,106,96,203,73,107,181,20440,18256,38696,7268,6495,13760,64356,64264,128622
308,661,944,1601,14125,15976,30106,0,0,0,1847,2038,3884,21,29,53,21508,23672,45177,92,114,205,208,219,427,438,594,1032,193,203,396,864,986,1846,6,8,18,444,511,955,1230,1480,2712,3108,3172,6282,284,417,707,205,258,463,4666,5835,10496,2949,3178,6130,121,109,233,52316,58792,111119,836,701,1538,485,365,854,21,27,45,21,27,41,176,158,333,249,406,660,448,595,1038,46794,41408,88200,283,226,513,137,213,349,47210,41841,89054,13443,9544,22993,115421,112823,228246
309,3554,5662,9212,34330,41931,76258,9,9,22,3364,3748,7115,21,21,42,53407,62660,116066,361,450,814,2994,3256,6251,1318,1670,2985,1362,1399,2758,1654,2043,3697,342,307,650,1109,1256,2369,3820,4574,8391,5812,6791,12604,295,367,659,621,774,1396,7922,10460,18374,9167,10931,20095,416,427,846,128335,153063,281398,3587,3132,6717,3189,2930,6118,691,724,1418,31,23,50,1482,1201,2684,980,1396,2374,2488,2623,5109,142323,134986,277314,991,731,1717,630,1107,1741,143946,136830,280777,25369,24672,50036,311152,329627,640778
310,4014,5308,9326,15740,18805,34546,0,0,0,3471,3732,7203,116,97,210,28335,32461,60795,456,555,1014,830,875,1700,810,1069,1878,1943,2105,4046,2370,2722,5087,375,361,740,1074,1147,2219,2915,3390,6304,3146,3431,6576,457,626,1080,769,867,1635,5673,7038,12707,6448,7380,13831,697,792,1492,75616,87455,163064,3431,3310,6740,3642,3582,7227,91,100,188,24,37,59,1589,1352,2941,673,952,1625,2288,2336,4625,74711,68009,142716,530,428,959,236,389,633,75480,68826,144306,18061,13592,31652,182621,184504,367126
311,2257,3074,5336,15478,18695,34177,6,11,14,4036,4301,8341,22,20,41,25072,28475,53547,200,252,454,1367,1346,2709,1113,1409,2520,1853,1992,3841,1220,1545,2773,177,197,370,979,1145,2120,3309,3878,7190,3171,3688,6857,229,281,508,1172,1360,2533,4374,5781,10151,7057,8152,15211,332,383,715,71173,82902,154070,2134,1956,4093,7071,6509,13579,83,85,171,22,12,34,2016,1721,3737,745,1016,1765,2781,2760,5536,75573,69388,144963,477,357,832,287,454,741,76334,70199,146535,15782,14672,30452,177600,182174,359767
312,456,712,1170,9927,11016,20941,0,0,0,781,844,1627,7,8,20,19027,20197,39225,92,94,190,119,164,286,348,466,815,101,110,211,576,687,1263,11,7,25,317,326,646,821,976,1796,1717,1634,3359,92,124,220,378,473,850,4620,5459,10073,2076,2269,4343,212,209,423,41234,45082,86316,457,424,883,303,262,566,21,32,59,9,4,19,145,124,268,166,263,425,325,390,710,36206,31725,67936,202,172,368,105,146,255,36515,32046,68556,13399,9238,22637,92710,88188,180894
313,782,1387,2166,15246,18514,33763,0,0,5,2517,2815,5333,111,104,212,19906,23389,43297,130,160,292,458,510,967,749,939,1688,553,659,1212,987,1278,2264,30,31,59,733,816,1554,1421,1653,3074,2739,3184,5925,247,379,622,495,616,1114,4165,5551,9717,3878,4582,8461,309,351,663,54674,65539,120221,488,509,997,370,318,684,63,74,136,21,30,44,173,139,311,420,763,1182,614,930,1537,60002,56665,116665,408,295,700,207,409,612,60615,57367,117983,11462,9566,21026,129066,135684,264752
314,699,1087,1786,10044,12233,22280,0,0,0,2968,3171,6139,19,17,34,19024,21210,40234,99,151,252,459,484,943,471,570,1041,404,429,834,689,937,1619,145,159,307,680,750,1434,1739,2026,3765,2181,2429,4611,181,276,455,376,445,820,3351,4545,7889,3930,4356,8292,291,321,613,47063,54507,101570,2052,2005,4053,617,573,1190,61,65,127,12,17,32,1124,1019,2141,301,446,751,1436,1477,2918,48535,44968,93503,380,315,695,123,252,378,49036,45544,94582,5982,5497,11483,106946,110751,217700
315,141,211,352,6153,6483,12635,0,0,0,474,515,984,213,253,462,7051,7360,14403,31,48,76,71,49,119,202,260,463,103,114,215,740,788,1528,5,6,11,147,116,266,1256,1404,2660,652,613,1262,54,66,117,116,154,268,1568,1855,3426,982,981,1962,25,40,65,19842,21086,40931,137,112,250,112,80,190,8,6,17,185,169,352,38,34,76,59,107,167,286,310,591,13814,11819,25641,68,57,123,54,73,125,13939,11945,25884,6936,4687,11622,41390,38443,79827
316,1577,2427,4001,21742,27292,49041,3,0,9,3416,3837,7257,102,103,209,28491,34074,62564,231,295,525,602,658,1261,1015,1275,2284,466,506,976,1631,2112,3746,49,49,100,625,712,1340,2577,3127,5709,3830,4512,8339,233,334,570,321,396,711,6056,8414,14469,5798,7052,12853,170,209,381,77369,94955,172327,1240,1199,2439,471,442,907,205,222,428,15,7,24,443,383,831,452,707,1157,912,1104,2016,94084,90956,185031,706,529,1238,419,815,1239,95201,92303,187509,15029,14182,29210,192005,206834,398840
317,680,900,1582,10020,12392,22407,0,0,0,1167,1339,2506,169,139,306,14939,17224,32166,611,767,1378,160,186,343,351,478,827,153,168,315,2228,2719,4940,44,63,106,284,346,626,1141,1321,2462,1835,2117,3949,107,181,295,363,443,804,2757,3757,6513,3779,4460,8240,228,265,493,40331,48353,88678,1282,1160,2446,1007,860,1867,30,30,62,9,8,13,366,302,666,1267,1430,2704,1639,1738,3378,27260,25518,52775,216,156,366,103,134,231,27574,25803,53383,5590,5081,10670,78137,83917,162059
318,687,1019,1707,12704,14758,27465,9,0,9,1312,1534,2845,14,18,30,27016,29944,56954,52,67,115,611,641,1251,360,504,866,143,170,312,483,587,1072,72,69,142,515,567,1081,1391,1650,3039,2655,2838,5490,252,302,554,308,400,714,4199,5460,9666,2498,2980,5478,113,131,253,54704,62625,117325,771,685,1449,566,525,1091,47,50,97,24,32,51,209,198,409,365,485,847,591,718,1307,46067,41258,87322,346,278,621,113,171,282,46524,41700,88225,13248,9820,23071,117138,117144,234283
319,878,1413,2296,20688,23744,44430,0,3,3,2577,3027,5604,280,304,577,21008,24473,45478,293,354,654,253,230,483,969,1284,2258,368,419,789,2331,2676,5006,43,49,89,1004,1097,2101,1526,1844,3366,3926,4148,8074,396,508,902,457,533,989,7543,9718,17265,4506,5090,9598,287,334,624,68443,79848,148291,534,513,1051,462,399,866,57,56,116,33,16,42,150,136,286,413,771,1188,595,927,1520,64941,59092,124028,403,300,700,263,392,648,65605,59779,125383,15142,13091,28231,151711,156032,307745
397,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,11,4,17,110,28,135,149,28,183
399,42,80,126,650,592,1245,0,0,0,59,64,125,0,3,7,757,748,1504,0,0,4,32,19,46,13,30,43,16,15,31,23,39,62,0,0,6,28,28,58,70,76,147,132,133,268,18,20,37,19,26,53,200,188,385,197,205,398,16,10,26,2238,2198,4435,28,16,46,39,38,76,8,9,14,0,0,0,5,8,18,27,48,75,36,57,91,3084,2724,5804,43,26,72,31,34,68,3161,2785,5943,2313,1617,3935,7861,6807,14670
401,3002,3939,6940,10067,12969,23030,0,0,0,2113,2429,4539,75,79,147,26305,30487,56791,190,270,459,4660,4971,9635,416,514,929,249,250,504,2892,3690,6581,194,175,372,448,488,938,1246,1456,2705,992,1122,2113,115,161,280,151,199,349,5279,7484,12762,3238,3888,7130,323,373,698,58960,71000,129957,4081,3599,7678,2537,2290,4829,211,225,433,5,14,17,1296,1181,2481,677,869,1549,1985,2070,4056,71193,68072,139265,703,528,1236,290,471,758,72186,69067,141256,8987,8237,17227,151952,160429,312377
402,5731,6841,12568,13227,16704,29930,5,4,8,3953,4458,8412,18,19,43,32003,36020,68025,339,490,832,3910,3904,7817,780,1024,1804,391,471,859,3211,4089,7300,241,219,461,964,1072,2036,3201,3773,6973,1312,1549,2861,451,663,1116,517,585,1106,6817,9547,16361,6543,7504,14045,633,674,1307,78519,92769,171287,8853,7763,16612,12019,10579,22600,75,73,148,28,18,43,4273,3619,7891,1304,1651,2953,5601,5290,10892,100427,91948,192377,730,497,1234,275,466,737,101431,92911,194343,14433,12820,27253,226664,229035,455707
403,1656,2419,4076,13398,17404,30802,0,0,0,2832,3303,6132,188,209,397,23223,28085,51306,400,616,1017,3103,3371,6472,473,625,1099,292,363,651,2506,3338,5844,175,187,361,597,737,1335,1687,2052,3736,1084,1307,2392,181,257,440,246,271,525,7233,10276,17511,4809,5837,10648,433,502,931,62877,78742,141616,3124,2921,6052,2255,2151,4409,126,163,291,18,13,33,836,764,1600,748,1035,1780,1602,1814,3419,98926,93866,192794,771,552,1321,306,533,843,100004,94947,194951,10467,9591,20054,182112,192742,374859
404,3453,4471,7922,5975,7429,13408,0,0,0,1273,1506,2782,3,3,12,25050,28679,53726,151,227,374,7740,8380,16117,299,376,678,116,124,243,1265,1672,2931,376,381,757,379,496,878,1068,1230,2301,532,644,1174,92,132,223,78,133,220,3259,4741,8002,2490,2992,5484,96,121,216,50238,59273,109515,3599,3036,6630,3587,3174,6765,75,73,149,22,13,30,2188,1874,4064,394,473,863,2598,2362,4962,48742,45751,94501,409,324,733,182,329,511,49336,46410,95743,6703,5967,12671,119593,124756,244347
405,168,295,465,4207,4913,9123,0,0,0,523,627,1146,4,3,5,6570,7397,13973,132,160,295,294,251,542,162,237,397,58,59,119,4142,4578,8716,4,0,7,146,158,309,520,652,1171,379,344,725,88,133,217,63,85,149,5099,6096,11191,1278,1365,2642,91,80,170,23759,27145,50900,98,84,181,114,90,196,7,15,20,12,4,17,46,32,74,121,213,335,180,246,428,27685,24667,52352,165,116,284,60,126,186,27916,24915,52830,4995,4473,9466,57223,57265,114487
406,190,272,455,2818,3190,6006,0,0,0,366,409,774,28,47,78,5209,5704,10912,60,96,159,291,241,529,88,156,242,51,52,104,1245,1570,2817,9,3,19,149,132,283,385,511,893,357,401,760,83,121,209,70,89,156,2479,3099,5581,944,1035,1977,16,21,37,14646,16886,31530,228,166,392,148,114,264,17,14,27,134,136,273,146,123,270,83,119,196,364,370,734,21168,18585,39754,104,66,167,60,81,138,21329,18736,40064,5260,3918,9179,42179,40472,82646
407,563,762,1328,7059,8430,15494,0,0,0,1155,1263,2423,46,51,92,9565,11270,20832,295,397,694,818,741,1564,360,521,881,155,159,312,4238,4841,9080,19,9,29,299,276,572,1134,1310,2444,1462,1538,2998,210,229,440,203,234,439,5814,7469,13285,2456,2659,5114,263,265,526,35548,41659,77210,322,215,536,741,466,1203,36,36,77,12,19,35,455,417,870,225,417,642,695,850,1546,49021,44574,93598,286,214,505,177,251,428,49483,45047,94526,9600,7684,17284,96986,96720,193709
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
499,19,19,38,96,79,169,0,0,0,12,10,21,0,0,0,135,142,274,0,0,0,12,6,19,4,3,8,5,0,5,14,22,35,0,0,0,6,5,5,14,16,26,6,14,15,0,5,6,3,11,18,52,53,106,33,39,74,0,3,8,407,395,796,6,10,18,19,16,33,0,0,0,0,0,0,0,3,10,15,19,31,18,21,34,836,682,1521,7,5,19,9,12,24,857,700,1560,550,342,893,1873,1506,3377
501,546,970,1522,10867,13561,24429,0,0,0,1404,1499,2907,5,5,11,14048,16150,30201,274,340,612,245,271,512,500,714,1218,242,277,519,194,241,436,16,14,31,331,388,720,455,544,1005,1007,1117,2121,99,153,254,293,344,637,1649,2274,3926,2549,2914,5464,98,117,210,34288,40933,75222,341,314,653,549,497,1049,44,42,85,4,19,19,143,116,254,235,388,623,383,518,902,47784,44689,92476,272,191,456,129,223,353,48184,45100,93287,8925,7105,16029,93269,95483,188747
502,318,653,969,7488,9480,16969,0,0,0,954,1140,2095,6,12,22,7544,8946,16481,92,104,195,134,169,309,381,501,880,167,184,354,132,188,316,3,6,17,242,300,538,472,604,1073,777,837,1615,75,114,193,56,84,139,834,1280,2117,1485,1726,3211,42,61,103,20897,25730,46632,254,275,529,184,212,393,26,19,46,0,3,3,94,73,163,159,287,446,251,368,615,25320,24205,49527,141,108,254,84,183,268,25549,24503,50053,4497,3908,8404,51979,55660,107641
503,2406,3203,5609,9103,10856,19959,4,0,0,652,732,1382,0,0,0,16112,18700,34814,220,264,482,1472,1747,3216,130,152,279,37,28,67,198,241,442,71,55,129,341,439,783,375,491,868,843,1026,1874,38,53,96,66,60,131,1413,1959,3370,1735,2257,3988,45,58,97,32855,39121,71977,1937,1911,3839,1353,1260,2610,468,463,932,0,4,9,155,147,304,406,450,852,565,599,1163,42884,39513,82396,516,366,889,135,213,346,43540,40089,83633,6902,5596,12501,90025,92241,182267
504,2952,4108,7060,11242,13771,25015,0,0,0,1975,2202,4175,100,92,190,26720,29405,56118,364,462,825,1649,1674,3325,498,615,1113,266,362,631,245,304,547,192,181,376,809,941,1751,1391,1659,3049,1240,1381,2616,166,239,403,289,352,642,1321,1825,3145,4543,5222,9762,190,206,399,53193,60890,114085,3457,3228,6684,4391,4153,8539,350,387,739,12,9,18,1670,1548,3218,485,684,1173,2171,2244,4406,59298,54636,113933,471,349,817,197,321,514,59961,55303,115262,11634,8158,19796,138101,138478,276573
505,5903,8044,13947,26267,33166,59437,14,13,27,4640,5164,9805,17,15,40,56116,64459,120573,673,884,1560,5407,5742,11155,981,1320,2298,778,912,1691,488,602,1093,691,695,1391,1683,2028,3710,3213,3847,7058,3149,3623,6766,213,307,516,366,482,847,3378,4833,8211,9085,10838,19930,255,277,534,117433,139216,256651,6130,5675,11799,8018,7734,15755,1446,1597,3044,11,12,20,1570,1450,3023,1019,1355,2372,2601,2818,5414,122056,112849,234903,880,628,1512,369,589,955,123301,114067,237366,18230,15087,33316,283068,294235,577297
506,8051,10101,18152,19490,24066,43560,0,3,4,4596,5193,9787,402,366,766,43766,48382,92150,583,723,1307,1204,1285,2484,788,1032,1822,499,558,1051,461,590,1053,521,505,1029,1631,1848,3478,3313,3873,7186,4260,4705,8965,216,317,534,1018,1258,2272,3189,4331,7521,9919,11415,21335,392,476,867,96251,110924,207174,10754,9999,20754,15973,14648,30626,150,150,296,26,18,42,4871,4298,9171,889,1297,2189,5782,5614,11397,105685,96398,202080,835,607,1441,293,443,735,106813,97445,204258,20373,16439,36811,264141,265325,529466
507,2815,4455,7266,19544,24394,43934,0,0,0,3025,3583,6607,118,140,257,42894,48939,91835,396,521,913,1522,1723,3244,812,1054,1863,445,478,923,434,584,1017,135,149,286,1192,1329,2519,2137,2453,4588,3136,3433,6569,199,310,508,338,381,723,2779,3916,6689,6700,7955,14652,223,264,490,86039,101595,187636,3045,3011,6051,2479,2493,4972,171,200,375,12,14,30,1122,988,2103,810,1111,1921,1946,2113,4055,103266,97653,200920,736,564,1297,362,625,991,104365,98838,203202,17006,12839,29844,217864,225539,443407
509,327,562,891,8861,10071,18929,0,0,0,1606,1711,3315,272,262,539,8333,9149,17485,287,310,600,131,130,259,344,461,801,94,101,198,198,284,481,18,16,38,270,318,583,277,316,597,1030,1115,2149,116,175,294,303,321,623,1818,2201,4022,2121,2440,4566,62,66,129,26152,29449,55603,178,156,328,408,351,758,32,28,58,22,9,25,50,34,86,192,333,527,262,381,644,33188,29404,62597,185,116,296,107,185,292,33480,29708,63191,8780,6923,15707,69616,67561,137175
510,387,671,1058,2386,2328,4712,0,0,0,552,565,1114,5,0,6,7915,7813,15728,64,77,135,135,119,256,120,141,260,92,90,178,145,156,305,13,3,17,684,751,1436,436,524,963,309,247,560,18,33,54,157,200,359,538,612,1144,1356,1432,2788,31,38,63,14962,15122,30082,424,321,746,565,434,999,23,20,45,356,334,693,58,49,108,105,105,209,520,492,1009,20459,17238,37699,99,70,176,41,57,95,20603,17369,37972,10635,7586,18217,48124,41999,90128
511,404,696,1102,5882,6347,12229,0,0,0,656,698,1352,11,9,19,10054,10705,20754,267,333,603,128,101,231,242,339,583,148,176,325,272,325,600,17,10,26,313,354,666,471,558,1030,621,623,1242,69,98,173,299,347,646,1007,1278,2284,1908,2130,4041,57,69,127,22422,24503,46925,354,290,643,524,473,994,16,23,44,117,113,224,70,66,135,134,181,319,318,361,682,27478,23351,50826,130,91,224,62,97,154,27666,23540,51204,9870,7294,17164,61579,57177,118758
597,5,3,11,16,3,20,0,0,0,8,0,8,0,0,0,70,11,77,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,112,14,124,4,0,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,21,144,0,0,0,0,0,0,123,21,144,196,23,227,455,58,514
599,27,16,48,212,179,396,0,0,0,25,26,50,0,0,0,306,315,617,0,5,4,3,4,8,3,7,10,8,9,9,8,10,20,0,0,0,17,10,25,21,21,45,30,28,62,6,5,10,6,9,10,37,49,92,88,89,178,3,0,7,772,780,1550,17,8,23,33,27,57,10,7,14,0,4,5,0,5,6,16,18,30,17,24,40,1412,1177,2591,21,11,30,9,9,23,1452,1197,2652,2311,1361,3674,4639,3416,8055
601,1361,1803,3166,15344,19606,34943,0,0,0,754,872,1630,135,126,258,15780,19116,34893,100,143,248,888,923,1816,261,382,640,223,237,456,227,272,504,102,107,217,306,395,702,894,1055,1947,1286,1560,2849,147,201,352,181,230,413,1678,2696,4373,2354,2723,5074,139,186,323,40808,50831,91638,3620,2901,6522,1786,1326,3106,102,104,203,14,5,17,890,657,1546,360,523,884,1262,1184,2448,62867,60385,123247,479,368,846,142,275,413,63480,61019,124503,8101,7397,15495,120521,126562,247086
