SA4_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
506,1375,1903,3280,510,652,1156,604,1657,2260,743,3317,4057,1990,7308,9303,2371,4916,7289,6503,3203,9703,6089,4223,10309,7780,5056,12833,9219,4171,13393,7508,3616,11126,7963,2658,10621,17771,4640,22414,13596,708,14304,11470,1219,12692,7165,306,7462,19532,1603,21138,12576,1585,14159,1218,1336,2553,135972,54080,190049
507,1046,1403,2444,466,542,1003,524,1387,1915,586,2754,3346,1702,6487,8187,2066,4160,6226,5526,2681,8202,5137,3334,8470,6040,3852,9893,6844,3286,10126,5785,2960,8745,6132,2319,8449,14106,3984,18091,11315,487,11800,10375,1011,11381,6838,167,7002,20417,1385,21804,12055,1084,13147,1009,1173,2181,117964,44447,162413
509,383,501,884,192,214,409,188,614,804,208,1132,1346,771,3174,3945,796,1813,2610,2735,1084,3820,2148,1449,3599,2454,1448,3893,2761,941,3702,1844,825,2666,2074,572,2646,4088,925,5017,2992,67,3063,2212,198,2416,1235,28,1265,2936,274,3210,4133,197,4327,578,680,1260,34723,16139,50866
510,89,167,254,57,59,112,111,232,344,138,336,478,325,321,646,284,201,485,495,221,715,477,289,764,601,447,1053,585,538,1126,504,614,1120,654,602,1255,1714,1272,2992,1559,112,1672,1849,385,2236,1286,67,1353,4299,543,4837,2179,202,2383,341,284,626,17542,6891,24437
511,279,414,694,118,148,260,168,471,632,166,874,1040,525,1919,2446,539,1101,1637,1570,751,2327,1311,964,2275,1373,1092,2464,1621,872,2492,1293,836,2125,1418,699,2117,3355,1278,4632,2637,102,2737,2353,334,2681,1429,56,1492,3663,373,4029,3454,271,3721,490,541,1034,27754,13087,40843
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,463,722,1187,197,285,476,251,893,1143,319,1885,2200,1099,5249,6347,1418,3269,4694,3744,2316,6063,3692,2628,6325,4561,2853,7411,5482,2049,7529,3985,1855,5835,4124,1287,5413,8668,1866,10531,6430,365,6786,4877,486,5361,3225,143,3364,7407,651,8058,4233,599,4825,537,873,1407,64705,30271,94980
602,328,496,824,188,240,427,185,733,923,286,1553,1843,927,4250,5179,1066,2511,3577,3611,1539,5151,3040,1880,4919,3287,1751,5041,3743,1176,4916,2557,885,3440,2532,649,3184,5170,786,5956,3367,162,3532,2461,171,2634,1401,53,1450,2882,291,3174,2761,248,3010,459,721,1177,40257,20094,60352
603,111,132,240,69,66,133,63,179,245,87,434,520,305,1228,1533,326,546,876,1101,383,1488,899,444,1343,994,407,1400,1054,232,1279,711,214,925,741,136,874,1300,158,1454,925,17,948,572,36,604,311,0,312,605,49,653,974,52,1017,159,189,345,11308,4892,16209
604,250,383,626,145,169,315,162,602,763,223,1300,1519,776,3669,4445,869,1965,2831,3260,1088,4347,2408,1341,3749,2510,1285,3797,2898,774,3671,2005,667,2669,1983,506,2487,3835,596,4435,2578,65,2639,1749,90,1842,976,20,998,1821,173,2001,2464,152,2620,435,688,1120,31341,15536,46876
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,184,354,542,59,104,171,116,282,398,170,694,865,350,1066,1419,416,688,1099,865,623,1493,873,977,1847,1307,1207,2517,1651,1190,2843,1454,1160,2616,1673,1005,2681,4442,1811,6251,3658,303,3962,3273,439,3710,2478,161,2645,6465,696,7159,3825,610,4437,296,339,638,33581,13710,47297
702,84,142,226,170,82,249,302,250,548,184,291,476,608,491,1104,392,320,708,850,322,1173,879,454,1330,997,643,1637,1074,621,1696,814,597,1415,814,471,1284,1760,903,2663,1469,93,1569,1271,208,1483,836,58,889,1925,279,2201,1843,223,2069,384,259,646,16660,6703,23364
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,542,1016,1560,239,375,612,248,951,1198,319,1881,2195,855,4175,5022,1096,2726,3818,2531,2657,5190,2737,3318,6055,4041,4107,8147,5688,4349,10036,5113,4773,9881,5486,4131,9613,14033,8230,22261,12128,968,13098,12033,1954,13983,9814,574,10390,33714,3176,36892,6046,1094,7136,544,753,1293,117214,51188,168400
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,8,16,22,7,12,16,6,14,18,12,36,43,20,80,99,21,45,67,50,46,94,55,51,103,64,52,116,72,39,118,63,31,91,72,36,101,127,30,157,97,0,98,75,14,88,57,0,54,94,9,105,97,3,101,26,18,46,1008,525,1533
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
