SA4_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
124,0,11,21,126,68,56,23,12,0,324,0,30,10,158,99,98,112,74,17,600,0,4,7,53,35,109,184,146,47,589,0,12,4,14,14,6,6,0,0,64,0,8,24,121,59,47,21,11,4,294,0,12,13,153,113,118,73,45,4,530,0,10,12,76,69,42,54,16,3,289,0,0,5,33,36,135,328,183,44,770,0,0,0,29,22,36,42,16,7,151,4,0,0,26,13,18,13,3,0,78,0,15,68,347,36,16,10,0,0,495,0,4,8,23,31,75,177,102,27,447,24,216,296,980,558,486,282,79,10,2933,0,0,0,17,15,34,24,17,6,110,10,62,68,280,70,64,24,10,0,579,0,0,6,20,24,18,7,0,3,78,6,144,225,916,423,338,222,64,9,2332,0,7,0,48,41,40,63,21,9,227,4,18,51,121,82,74,35,10,0,387,0,9,15,78,103,213,218,117,27,785
125,6,104,211,951,571,436,115,35,7,2432,0,12,9,146,51,48,65,43,11,386,3,12,23,135,71,165,245,265,179,1095,5,10,28,64,30,20,9,9,4,179,34,184,484,2884,1188,893,423,226,46,6363,41,129,273,2159,1777,1803,1432,725,139,8466,17,80,184,949,265,200,204,104,17,2016,0,0,0,15,15,45,248,294,89,705,0,0,8,76,24,48,48,24,13,235,0,5,32,249,144,118,99,31,10,683,14,44,2922,4515,237,49,22,6,0,7819,0,7,6,24,19,11,44,38,18,165,22,205,467,1004,441,378,209,61,12,2801,0,0,0,29,16,26,32,20,0,121,74,430,648,2761,358,186,77,13,0,4538,0,0,11,25,20,10,10,0,0,75,24,159,312,1711,610,475,290,97,20,3695,0,3,9,93,53,64,98,30,23,374,0,14,24,78,63,65,32,8,0,282,0,3,11,44,34,57,74,52,17,288
126,4,7,6,33,24,20,16,6,0,114,0,10,12,99,65,68,31,28,10,333,0,11,14,150,59,108,247,219,156,961,5,21,29,74,51,37,20,12,0,249,17,143,314,1581,710,453,264,134,23,3637,0,0,5,84,93,117,117,83,30,539,3,38,99,508,212,173,194,98,10,1339,0,0,0,0,0,6,21,17,3,59,0,0,4,25,9,15,21,5,0,77,0,0,9,34,19,12,22,16,0,116,0,4,141,364,24,10,4,0,0,542,0,5,16,25,34,19,22,22,12,150,10,78,118,363,233,224,139,60,17,1246,0,0,0,9,10,8,14,10,4,49,14,73,44,339,38,30,14,0,0,552,0,0,3,16,27,24,12,4,0,86,14,101,106,791,180,110,93,21,3,1416,0,3,7,67,22,32,43,10,4,189,0,0,0,0,3,0,0,0,0,14,3,6,7,36,49,58,48,47,12,264
127,31,1644,2462,6958,3349,2741,1599,709,184,19666,0,23,11,98,32,38,45,24,7,277,6,8,15,128,189,461,802,839,492,2937,0,11,13,18,4,3,9,4,0,51,0,4,13,69,33,27,9,8,5,173,51,154,152,1091,851,746,506,201,40,3796,5,27,70,346,88,100,82,30,7,756,0,0,4,13,23,116,321,252,73,791,0,0,17,66,39,73,82,46,8,326,0,4,6,83,29,33,18,0,3,182,0,21,148,970,115,26,8,7,0,1301,0,0,0,15,3,15,34,24,16,114,42,403,700,1303,386,297,160,35,6,3329,0,11,19,200,181,228,286,116,20,1058,16,157,205,745,284,147,55,10,0,1610,0,0,6,10,14,4,0,0,0,42,9,102,232,1208,518,594,434,105,18,3215,0,5,7,79,63,108,147,53,18,479,3,78,110,308,234,283,126,26,0,1160,0,3,11,33,37,71,62,41,16,274
128,0,0,0,18,7,8,4,0,0,39,0,20,22,205,121,60,43,29,12,508,0,6,0,88,39,94,154,133,77,603,0,5,11,25,17,13,8,0,0,75,4,6,9,42,18,14,11,4,3,107,5,3,0,43,74,89,85,46,11,355,0,5,13,53,41,54,48,23,6,249,0,0,0,11,9,27,60,51,14,174,0,0,0,14,9,22,19,6,0,75,0,0,0,18,6,5,4,0,0,30,0,6,29,93,20,0,0,0,0,152,0,5,7,30,18,31,55,59,29,229,11,46,110,504,361,309,180,83,15,1623,0,4,3,46,60,97,90,39,7,349,0,4,0,22,6,6,5,3,0,45,0,0,3,13,33,14,14,4,3,77,4,27,48,175,73,41,38,5,3,421,0,3,3,67,44,29,49,13,11,221,0,0,0,7,4,4,0,0,0,25,0,12,13,76,88,88,96,90,21,490
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,8,0,0,0,0,0,13,0,0,0,5,0,3,0,4,0,12,0,0,3,8,0,7,5,0,0,16,0,0,4,6,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,4,18,7,5,0,0,0,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,5,0,6,3,5,0,22,0,6,0,40,22,20,18,3,0,105,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,6,9,10,3,0,0,0,0,26,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,17
201,0,7,0,15,5,3,0,0,0,32,0,4,16,40,23,21,30,15,13,154,0,0,0,28,6,29,65,39,13,189,0,0,5,14,6,5,0,4,0,32,0,0,7,21,3,3,0,0,0,28,0,0,0,12,6,5,0,0,0,20,0,7,17,47,22,19,20,4,3,145,0,0,0,5,9,27,64,28,0,136,0,0,0,14,4,4,0,4,0,29,0,0,0,3,0,0,0,0,4,11,0,0,30,111,0,0,0,0,0,144,0,0,3,14,14,36,140,141,43,382,3,27,41,179,176,184,120,45,10,791,0,0,0,4,3,9,12,6,0,31,6,13,12,84,8,0,0,0,0,127,0,0,0,10,14,3,0,0,0,24,10,42,47,148,35,6,8,0,0,299,0,0,0,10,14,10,14,0,0,46,0,0,0,0,0,0,0,0,0,7,0,7,8,32,34,64,92,59,9,305
202,0,0,0,9,0,0,3,0,0,12,0,0,6,37,26,22,23,12,7,134,0,5,0,9,14,26,69,36,15,170,0,3,5,5,7,0,0,0,0,20,0,8,3,21,0,0,0,0,0,32,0,0,0,9,6,5,4,0,0,28,0,6,21,86,25,20,19,3,0,177,0,0,0,0,3,8,48,17,0,77,0,0,4,6,3,4,5,0,0,22,0,5,37,194,68,38,24,15,4,379,0,0,3,57,7,3,0,0,0,73,0,0,0,10,19,20,80,74,12,231,3,32,47,173,177,161,108,35,9,749,0,0,0,6,0,3,3,0,0,14,0,5,7,49,9,0,0,0,0,70,0,0,3,10,27,3,0,0,0,38,0,37,49,164,49,10,8,4,0,324,0,0,0,7,4,4,10,4,0,31,0,0,0,6,0,0,0,0,0,5,0,3,7,39,38,57,79,47,21,283
203,0,21,25,53,28,13,9,3,0,157,3,23,28,153,76,70,57,33,20,455,0,3,12,85,45,130,296,220,134,925,0,3,5,18,16,5,3,0,0,54,0,9,14,49,10,0,0,0,0,93,4,0,3,19,15,24,12,9,0,79,0,29,44,141,51,31,33,12,3,343,0,0,0,7,7,62,125,72,14,277,0,7,23,33,14,10,0,3,4,88,0,0,34,139,39,26,18,10,0,268,0,3,21,150,5,0,0,0,0,184,0,6,13,33,32,64,309,218,71,761,13,81,132,614,351,285,218,90,11,1799,0,0,0,25,39,85,118,53,19,343,7,58,90,329,34,4,8,0,0,528,0,5,0,15,25,11,5,0,0,59,11,50,115,356,125,59,29,4,0,751,0,0,3,28,23,28,53,21,16,170,0,4,4,19,8,5,0,0,0,26,0,11,19,108,97,186,229,144,41,833
204,0,0,0,3,6,0,0,0,0,11,0,5,11,52,21,28,26,22,3,159,0,6,8,18,13,48,151,157,66,461,0,4,3,8,3,0,3,0,0,27,0,0,4,12,5,0,0,0,0,21,0,7,0,5,4,10,5,0,0,27,3,17,5,35,21,30,8,4,4,128,0,0,0,4,3,7,32,16,3,67,0,0,0,8,3,8,0,0,0,23,0,0,0,7,0,0,0,0,0,17,4,15,32,91,3,0,0,0,0,147,0,4,3,20,29,47,154,111,24,385,0,21,45,176,169,173,163,54,14,820,0,0,0,0,4,6,7,3,0,21,4,6,3,33,0,0,0,0,0,48,0,0,0,18,22,16,3,0,0,58,4,50,43,147,36,16,11,0,0,311,0,0,0,4,0,8,14,10,5,45,0,0,3,7,5,0,0,0,0,13,0,4,3,35,33,79,86,76,16,332
205,0,3,0,14,8,0,3,0,0,29,0,9,0,48,38,55,61,53,9,279,0,5,10,33,21,97,297,199,107,776,0,4,3,13,11,0,6,0,0,43,0,0,6,22,4,0,0,0,0,31,0,0,0,6,3,4,3,8,0,21,0,9,19,105,32,22,17,8,0,213,0,0,3,4,8,47,125,75,26,291,0,4,0,24,11,15,36,8,0,97,0,5,3,46,19,8,4,0,0,82,0,7,10,49,5,0,0,0,0,64,0,0,7,36,45,116,426,349,86,1069,8,64,83,411,282,370,345,133,22,1703,0,0,0,0,0,8,10,5,0,20,0,5,10,49,13,12,3,0,0,92,0,4,3,3,15,10,10,0,0,49,11,56,68,225,56,24,22,3,3,471,0,0,0,22,12,16,53,20,6,138,0,0,0,35,5,3,6,0,0,47,0,8,8,52,50,150,236,172,44,728
206,0,6,9,118,32,45,28,8,5,245,8,24,64,1507,216,150,108,44,18,2143,0,26,84,1106,216,528,872,886,648,4370,12,44,120,380,117,57,30,9,0,771,14,31,153,1115,90,24,3,6,0,1444,0,0,17,155,131,214,227,119,31,892,10,51,950,2721,407,259,229,72,11,4719,0,0,0,20,16,76,102,81,40,340,0,0,42,246,32,46,23,17,6,413,5,0,109,98,11,16,12,6,0,256,0,8,724,823,24,3,0,0,0,1595,4,19,39,254,78,81,92,69,16,655,27,111,538,4157,1117,697,358,136,24,7177,0,7,10,99,58,63,77,31,8,353,9,22,112,518,42,20,8,0,0,726,0,4,8,46,52,17,17,0,0,139,11,71,218,1375,162,85,41,11,6,1990,0,6,8,213,66,106,147,61,39,641,0,4,0,19,5,6,0,0,0,37,7,20,44,631,244,234,169,85,18,1445
207,0,12,9,54,29,17,4,3,0,130,3,19,14,122,53,57,42,35,20,355,0,16,19,159,94,247,590,651,459,2227,10,32,41,77,41,28,22,12,0,261,8,64,117,418,206,87,38,12,7,948,0,4,11,37,55,73,79,36,18,305,9,208,637,1934,858,701,747,332,66,5484,0,0,0,3,5,24,32,49,15,128,0,0,20,72,27,22,21,11,7,176,0,0,14,23,11,15,9,7,6,88,0,6,81,165,10,3,3,0,0,270,0,12,28,40,45,24,86,68,51,348,10,155,270,687,367,363,214,106,34,2209,0,0,6,16,21,38,59,33,12,189,3,49,124,406,69,33,17,10,8,714,0,4,3,13,43,16,5,0,6,91,3,58,75,371,107,57,44,11,4,730,0,4,0,39,24,41,73,47,28,257,0,0,0,4,0,0,0,0,0,7,0,13,18,73,88,92,99,104,33,520
208,0,0,3,32,11,11,10,6,0,74,0,33,48,648,162,120,86,64,23,1186,0,20,16,200,126,200,347,321,231,1469,15,83,51,140,78,41,26,0,0,435,0,38,71,247,78,33,15,6,0,492,0,3,4,46,54,56,55,25,3,252,5,37,115,564,175,161,153,46,17,1268,0,0,0,6,10,24,54,36,11,142,0,0,13,152,53,68,45,29,15,380,0,0,5,15,15,15,10,3,0,71,0,0,172,286,23,4,4,0,0,491,9,25,31,80,63,58,108,78,39,486,21,154,235,1137,677,554,300,129,21,3226,0,0,4,16,14,20,19,3,0,86,0,10,15,121,18,11,13,3,0,193,0,0,3,12,38,20,0,0,3,77,6,44,71,442,122,74,44,13,6,823,0,7,6,131,83,141,335,146,105,948,0,0,0,8,7,5,3,0,0,18,0,38,57,245,227,246,212,132,43,1208
209,4,112,159,639,405,299,101,36,8,1760,7,36,21,253,119,96,81,47,23,685,3,39,49,413,307,887,1874,1595,883,6049,3,22,22,59,36,22,9,4,0,175,3,14,38,172,53,15,14,3,0,317,6,24,59,395,370,409,268,136,28,1691,9,80,162,714,206,219,215,64,9,1671,0,0,0,20,31,132,294,215,50,743,0,10,40,166,41,64,56,12,4,399,0,0,6,34,9,13,8,0,0,67,7,25,349,1153,73,22,9,0,0,1634,0,11,17,47,49,44,100,78,29,379,33,310,380,1297,591,444,197,71,15,3341,5,33,64,569,462,775,1050,488,134,3583,14,123,150,811,122,43,22,7,0,1293,0,0,11,25,39,19,3,0,0,95,9,142,228,931,301,197,153,35,7,1982,6,0,8,66,42,56,82,33,14,301,0,10,26,94,63,70,27,13,0,306,0,17,22,156,108,154,165,122,20,763
210,18,730,1014,3013,1521,1023,506,170,49,8037,0,15,16,172,56,59,43,42,16,420,0,23,36,267,191,784,1364,1336,796,4794,0,6,14,25,15,6,3,0,0,73,0,3,16,78,19,8,3,4,0,138,31,98,147,1113,672,588,392,154,28,3213,8,40,60,305,75,73,53,17,4,627,0,4,7,29,36,129,400,325,115,1049,0,3,16,97,35,37,27,16,7,225,0,5,4,21,8,9,18,3,3,66,8,55,799,1975,81,18,18,0,0,2951,0,4,3,27,22,19,73,52,20,214,45,428,484,1061,386,302,117,48,13,2873,0,3,5,66,83,101,89,45,15,421,43,357,574,2390,341,110,35,5,0,3857,0,0,8,21,18,15,3,3,0,65,11,114,217,831,300,242,159,39,3,1914,0,7,0,61,37,60,98,42,25,330,6,42,60,171,139,119,57,13,0,603,0,5,12,98,77,109,121,89,28,533
211,0,3,8,37,30,21,17,8,0,124,5,29,26,148,100,89,115,87,31,633,5,7,18,120,83,262,578,441,211,1716,7,24,31,40,35,17,20,7,0,175,9,57,97,318,191,80,24,9,0,782,3,0,8,43,39,60,47,24,4,235,30,298,347,1218,590,558,455,179,34,3692,0,0,0,10,9,30,93,57,14,214,0,3,14,83,35,79,64,23,5,307,6,89,334,874,237,94,54,20,5,1712,0,3,69,218,34,14,3,0,0,338,0,6,16,63,99,148,474,399,162,1378,12,167,270,830,632,548,333,139,26,2953,0,0,0,18,15,19,27,10,10,104,7,27,69,333,40,32,19,5,0,533,0,0,0,27,49,22,7,3,0,115,7,81,132,492,223,135,103,19,5,1199,0,0,0,94,57,108,151,51,36,502,0,0,0,10,10,12,5,5,0,40,0,10,26,110,157,260,312,208,63,1145
212,0,68,97,231,124,110,43,25,10,720,3,62,28,208,90,110,92,83,42,727,5,26,34,240,138,440,848,906,503,3144,17,47,76,104,69,22,27,3,0,364,10,91,196,761,337,144,48,22,4,1612,8,15,38,184,193,212,167,95,14,926,26,301,854,2827,708,713,595,236,43,6300,0,0,3,11,22,65,146,156,39,427,4,26,168,808,361,621,509,255,96,2849,0,20,82,605,206,92,45,23,8,1086,0,22,202,615,52,26,4,4,0,926,0,10,21,66,73,115,379,337,126,1126,107,902,1270,2440,1031,828,437,179,38,7220,0,0,10,230,180,186,160,77,18,859,87,671,818,2323,410,234,98,28,0,4675,0,3,6,26,25,14,5,0,0,84,44,347,747,2298,1016,606,240,58,12,5362,3,10,23,229,155,276,360,128,50,1241,3,61,136,319,214,235,97,25,5,1089,4,26,44,167,198,338,341,258,84,1469
213,11,251,198,577,224,143,80,24,3,1508,8,32,34,425,139,94,86,61,15,894,0,23,36,307,206,722,1013,852,443,3607,4,28,36,95,41,9,6,0,0,209,3,37,53,362,106,35,25,13,3,632,15,40,79,660,384,314,200,71,15,1780,31,341,260,1364,342,250,194,55,7,2845,0,12,33,142,208,665,1706,1111,266,4139,0,14,44,344,95,86,74,21,8,693,3,95,451,1536,480,205,102,29,11,2922,5,27,443,1284,100,23,21,4,0,1910,6,18,19,67,59,59,155,110,31,521,197,1512,1678,3794,1344,881,354,94,15,9871,3,19,38,478,490,668,991,387,80,3148,77,532,537,3222,455,132,86,15,3,5061,0,7,22,39,60,16,0,5,0,149,35,485,1149,3719,1820,1212,666,154,21,9257,0,10,14,219,151,203,265,111,43,1009,14,99,163,469,302,230,94,16,0,1391,4,16,53,237,179,312,268,162,50,1278
214,0,0,7,10,14,8,5,3,4,45,0,29,43,173,116,92,106,56,32,644,0,7,9,80,50,134,330,291,106,1013,0,9,6,7,7,0,6,0,0,44,0,3,12,31,6,0,4,4,0,59,0,0,0,21,26,29,22,13,0,117,0,8,17,79,51,47,39,19,5,270,0,0,0,4,5,19,51,54,11,156,0,0,8,63,28,60,56,20,7,237,0,0,0,22,3,5,8,3,0,35,0,3,6,46,3,4,0,0,0,61,0,8,9,30,44,69,244,187,91,693,12,110,202,756,558,489,341,147,40,2651,0,0,0,12,13,16,19,12,0,78,0,0,3,40,3,9,5,6,0,69,0,0,4,14,22,23,7,0,0,68,6,52,87,234,84,43,33,9,0,547,0,5,0,43,37,62,81,34,10,277,0,0,7,21,11,14,6,0,0,52,0,32,63,142,192,272,287,232,67,1291
215,0,0,3,9,12,4,0,0,0,35,0,3,0,15,4,7,10,6,3,56,0,0,0,20,7,50,142,115,78,421,0,0,0,0,0,0,0,0,0,4,0,4,3,22,0,4,0,0,0,34,0,0,0,8,0,0,0,0,0,14,10,29,150,741,145,40,14,0,0,1114,0,0,0,0,0,6,14,0,0,29,0,0,0,12,3,0,9,0,0,18,0,0,16,66,29,13,3,3,0,124,0,3,4,84,4,0,0,0,0,95,0,0,0,17,13,17,66,42,13,172,7,33,36,149,113,112,84,26,5,567,0,0,0,0,0,0,6,0,0,8,0,11,10,49,9,7,0,0,0,93,0,0,0,3,9,0,4,0,0,19,6,39,61,207,60,12,0,0,0,389,0,0,0,7,3,6,4,9,0,27,0,3,20,72,12,8,9,0,0,119,0,3,0,16,15,40,40,28,8,150
216,0,21,29,121,49,44,15,0,0,276,0,8,3,21,8,15,21,5,0,78,0,0,0,17,12,60,179,192,96,555,0,0,0,7,3,0,0,0,0,11,0,0,4,9,0,5,0,0,0,19,0,0,0,4,0,3,0,0,0,14,3,38,43,339,57,30,12,0,0,514,0,0,0,3,0,0,26,9,0,37,0,0,6,6,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,10,0,3,9,58,6,0,0,0,0,84,0,0,6,15,11,23,78,70,12,205,4,54,93,162,118,128,97,54,7,711,0,0,0,5,0,3,20,10,5,52,4,35,24,87,14,3,3,0,0,171,0,0,0,3,9,3,3,0,0,20,0,67,48,254,57,12,3,0,0,451,0,0,0,0,5,0,7,0,0,15,0,5,16,28,14,9,6,0,0,79,0,0,5,11,14,35,63,46,6,178
217,0,0,0,6,0,0,0,0,0,4,0,5,12,42,20,19,22,20,3,134,0,0,0,11,0,3,33,19,9,83,0,0,0,7,4,3,0,0,0,14,0,0,4,24,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,5,32,12,7,8,3,0,61,0,0,0,0,0,11,23,9,0,48,0,0,0,3,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,4,64,6,0,0,0,0,70,0,0,4,16,16,16,101,72,29,257,4,43,74,237,157,196,110,34,7,866,0,0,0,0,3,5,4,0,0,9,0,0,0,12,5,0,0,0,0,21,0,0,0,6,0,3,5,0,0,14,6,29,39,132,28,10,0,0,0,243,0,0,0,8,3,3,10,3,0,21,0,0,4,24,0,0,0,0,0,30,0,3,4,19,18,34,57,38,9,183
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,6,0,0,0,0,8,0,0,3,27,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,4,7,0,9,0,0,9,36,17,11,5,0,0,87,0,0,0,4,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,5,3,0,0,18
301,0,0,0,5,3,0,0,3,0,13,6,34,38,287,109,64,52,31,12,631,3,10,8,35,23,26,69,64,38,275,0,10,15,9,9,0,12,0,0,61,0,12,17,60,24,9,5,4,0,130,0,0,3,14,8,0,3,3,0,36,0,0,10,47,48,40,24,11,0,187,0,0,0,0,0,17,26,14,5,61,0,0,0,10,9,6,12,4,0,38,0,0,0,5,3,0,3,5,0,21,0,0,4,43,5,4,0,0,0,59,0,9,6,36,43,41,133,112,37,420,34,309,575,1747,1252,1108,764,264,45,6111,0,0,0,7,3,4,0,0,0,16,0,4,0,30,8,4,0,0,0,46,0,6,18,53,88,65,52,5,0,285,5,39,105,200,131,71,26,4,5,595,0,3,8,27,17,21,23,18,6,120,0,7,4,20,15,13,7,0,0,68,0,22,55,113,165,190,176,119,36,871
302,0,31,25,51,20,19,8,0,0,154,3,31,14,214,61,41,31,27,7,437,0,7,8,89,41,66,150,146,105,614,4,22,26,35,21,15,10,0,0,131,0,17,26,161,42,9,4,4,0,276,0,0,6,6,5,5,5,0,0,36,6,24,31,152,61,58,43,21,4,390,0,0,0,8,5,3,13,8,3,39,0,0,0,9,6,7,6,6,0,34,0,3,9,94,26,18,6,7,0,158,0,19,189,570,39,10,0,0,0,824,0,9,7,27,36,16,54,36,23,209,27,240,375,1478,778,632,398,142,38,4103,0,0,0,8,0,8,0,3,0,18,0,11,10,79,13,6,3,0,0,130,0,18,73,141,121,81,43,12,7,506,14,98,198,534,282,163,57,9,6,1359,0,0,3,35,16,23,32,10,8,126,0,5,10,63,28,43,30,11,0,193,4,10,27,119,97,93,86,57,19,510
