SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
310,32,115,504,923,1731,3048,3214,1987,539,12093,3449,2276,2244,2158,1729,1528,1129,555,120,15188,39,54,123,190,413,1007,1423,1067,271,4587,5,0,9,17,20,66,183,332,198,830,56,148,293,797,1660,2735,2752,1446,297,10184,109,72,144,280,794,1940,2482,1779,567,8167,47,37,69,111,177,333,402,326,136,1638,91,53,71,163,372,854,1132,766,195,3697,1416,2237,2835,2740,2659,2261,1405,518,142,16213,16,14,32,70,185,384,555,411,148,1815,2533,1285,1469,1838,2188,2450,1800,849,277,14689,31262,16634,16742,15289,12128,8045,4119,1434,328,105981,3924,2770,3770,3266,2471,1668,974,539,206,19588,41799,24464,26543,25406,22548,19438,13735,6831,1858,182622,59,214,648,1383,3129,4761,5214,3436,1262,20106,2574,2532,3552,3406,3151,2845,2186,1105,309,21660,37,46,138,368,780,1223,1273,844,263,4972,4,0,4,8,23,51,181,380,414,1065,45,154,402,803,1489,2296,2207,1283,356,9035,76,78,149,253,531,987,1443,1338,689,5544
311,43,124,372,822,1620,2757,3394,2033,534,11699,3466,2092,2269,2176,1742,1429,1139,583,99,14995,32,47,99,205,442,829,1363,1013,249,4279,0,0,4,13,32,57,228,440,250,1024,70,146,300,725,1637,2485,2878,1551,287,10079,91,89,116,268,799,1702,2676,1842,521,8104,43,38,69,113,200,303,478,421,149,1814,94,51,78,141,354,771,1148,869,196,3702,1269,2072,2487,2342,2291,1797,1257,579,180,14274,16,13,40,68,173,366,567,478,142,1863,2353,1279,1401,1671,1997,2166,1876,971,319,14033,30111,16932,16704,14969,12050,8058,4276,1448,231,104779,4494,2592,2624,2464,2181,1609,1007,530,222,17723,40988,24402,24992,23821,21812,18468,14290,7091,1726,177590,38,156,597,1207,2894,4595,5622,3350,1176,19635,2505,2341,3250,3184,3004,2601,2100,1034,284,20303,27,48,153,373,743,1160,1408,815,240,4967,3,4,10,8,22,50,186,486,461,1230,67,136,405,731,1499,2114,2347,1266,318,8883,62,81,118,189,504,1010,1670,1345,674,5653
312,14,44,142,283,658,1382,1633,938,264,5358,1266,700,846,847,730,606,499,205,58,5757,22,16,49,104,220,534,811,477,154,2387,0,3,0,5,13,26,92,161,154,454,21,45,109,253,623,1155,1316,715,144,4381,42,27,48,89,413,950,1371,894,294,4128,16,12,32,45,77,141,211,180,80,794,36,15,35,67,167,452,517,378,92,1759,338,649,795,829,933,875,568,262,91,5340,0,3,7,40,78,150,257,198,78,811,801,391,447,578,796,951,741,321,138,5164,14058,7415,7998,7689,6976,5689,2849,978,192,53844,2058,1689,2551,2350,2413,1980,995,449,136,14621,18395,10749,12604,12539,12753,12347,8433,3855,1032,92707,23,61,202,503,1107,2062,2234,1479,628,8299,881,887,1200,1218,1164,1115,798,372,121,7756,19,24,58,172,320,598,636,340,126,2293,4,3,6,0,3,36,87,232,282,653,34,53,125,215,498,832,843,576,205,3381,30,36,64,100,254,547,736,679,386,2832
313,22,96,316,624,1415,2514,3866,2660,742,12255,2247,1368,1384,1369,1343,1227,1299,660,163,11060,34,38,71,137,330,869,1829,1479,380,5167,9,3,9,3,19,61,239,450,362,1155,41,96,193,422,1078,1935,2751,1741,348,8605,69,55,89,214,661,1675,3078,2511,764,9116,37,37,37,59,143,267,505,498,213,1796,79,36,47,134,332,760,1316,1081,328,4113,1120,1707,1751,1925,2011,1869,1543,735,193,12854,9,8,19,41,145,302,560,545,174,1803,1869,1068,951,1134,1659,2046,2025,1123,371,12246,17594,10240,9089,8702,8759,6745,4625,1846,359,67959,2388,1764,1996,1842,1681,1278,998,605,230,12782,24532,15588,14770,14953,16417,15878,15552,8917,2460,129067,40,138,474,1103,2444,4347,6286,4198,1554,20584,1651,1542,2126,2323,2411,2356,2407,1209,326,16351,18,28,97,265,650,1159,1715,1146,388,5466,3,0,6,4,12,53,199,478,601,1356,36,115,214,475,931,1596,2136,1391,400,7294,44,65,102,162,432,946,1843,1743,856,6193
314,10,57,255,545,975,1360,1693,1035,275,6205,1729,1164,1302,1444,1147,806,595,282,77,8546,25,31,60,145,284,573,884,645,162,2809,0,0,5,8,7,28,117,183,121,469,39,69,156,450,831,1220,1377,733,119,4994,46,27,62,201,513,1035,1608,1081,294,4867,24,22,32,53,102,143,217,212,74,879,64,31,38,94,155,336,463,451,112,1744,807,1390,1650,1714,1539,1014,718,296,79,9207,10,4,11,34,95,166,248,248,64,880,1644,878,858,1140,1373,1272,1036,512,144,8857,19357,10030,9530,10089,8766,5295,2596,916,147,66726,1583,997,1011,998,998,633,430,196,98,6944,24717,14051,14004,15500,14770,10977,8060,3943,926,106948,22,110,320,722,1614,2356,2939,1847,684,10614,1272,1351,1874,2050,1831,1394,1094,505,141,11512,22,33,104,257,569,758,851,573,183,3350,0,0,7,0,5,23,87,253,336,711,45,82,193,380,693,1000,1113,632,177,4315,44,54,78,124,270,534,890,800,388,3182
315,4,13,46,78,204,489,523,296,81,1734,465,240,296,276,234,265,186,84,24,2070,7,6,15,33,63,169,238,149,39,719,0,0,0,0,10,22,48,67,55,202,7,32,72,168,379,635,499,239,44,2075,38,37,40,65,180,435,459,284,66,1604,5,3,16,22,57,86,104,74,27,394,28,5,10,18,54,169,191,123,27,625,85,149,256,221,265,285,181,64,20,1526,0,4,6,7,29,79,94,62,25,306,279,125,141,208,281,404,255,118,56,1867,7012,3870,4203,3204,2896,2338,1192,380,60,25155,1295,929,1370,1076,990,868,469,235,44,7276,9151,5339,6325,5171,5170,5148,3285,1480,326,41395,7,22,61,124,354,681,591,389,127,2356,273,323,461,429,416,432,315,134,31,2814,5,6,22,39,117,204,168,107,29,697,0,6,0,0,4,16,44,71,68,209,13,33,113,242,423,610,455,231,52,2172,30,49,69,87,148,275,230,192,88,1168
316,21,100,306,719,1556,3333,4774,3696,1235,15740,2300,1530,1582,1854,1798,1649,1554,915,250,13432,38,47,90,205,482,1333,2516,2152,674,7537,3,3,3,11,20,78,267,693,557,1635,61,139,141,315,841,1653,2628,1955,509,8242,48,63,87,172,669,1889,3701,3503,1333,11465,40,24,44,81,140,246,446,504,253,1778,74,39,48,109,248,715,1297,1226,415,4171,953,1692,1723,2218,2405,2412,1831,932,328,14494,15,21,27,53,138,351,688,798,360,2451,1803,1098,972,1355,1970,2670,2626,1679,713,14886,27198,15242,14007,15137,15826,12669,9021,3472,746,113318,3009,1992,1920,2202,2489,2042,1596,949,478,16677,34895,21235,20068,22828,25728,25156,23846,13883,4371,192010,43,139,408,1064,2566,5404,7855,5964,2632,26075,1623,1756,2016,2615,2698,2772,2855,1661,586,18582,35,43,121,345,990,1698,2279,1680,596,7787,3,0,3,9,17,62,223,683,1027,2027,62,91,178,303,639,1246,1726,1431,547,6223,69,61,67,141,302,940,2017,2301,1487,7385
317,17,48,158,330,710,1311,1776,1272,467,6089,1388,967,929,860,744,685,540,323,95,6531,16,24,43,95,177,435,799,704,206,2499,3,0,0,4,6,27,98,217,183,538,27,64,109,236,591,963,1268,828,185,4271,31,32,44,96,300,762,1371,1177,435,4248,21,13,22,51,77,139,211,213,92,839,28,14,28,61,138,290,468,394,151,1572,578,1032,1118,1064,1112,1027,733,344,106,7114,12,6,7,29,66,143,246,272,111,892,879,559,549,654,866,995,944,519,181,6146,12480,7422,7282,5971,5085,3886,2360,994,247,45727,1249,942,904,795,836,721,538,333,147,6465,16275,10646,10562,9371,9192,8738,7499,4431,1430,78144,15,67,218,484,1195,2215,2987,2413,1128,10722,1020,1058,1367,1294,1235,1238,1096,686,224,9218,18,28,69,154,327,589,790,595,234,2804,0,0,4,6,11,38,93,299,390,841,32,61,136,274,547,871,1013,747,259,3940,24,33,48,89,230,464,829,937,628,3282
318,17,74,303,575,1124,2018,2447,1526,431,8515,1606,1111,1145,940,871,864,677,332,60,7606,20,37,61,131,238,746,1254,851,213,3551,0,5,7,7,7,77,183,319,215,820,28,70,152,328,904,1575,1865,1018,216,6156,66,57,88,148,554,1305,1979,1367,413,5977,30,25,42,40,89,196,367,285,103,1177,41,25,41,75,196,505,796,576,132,2387,583,1101,1413,1540,1676,1496,1050,442,97,9398,9,13,17,47,91,228,343,287,108,1143,1232,744,805,934,1296,1477,1155,643,223,8509,17394,11393,10618,8618,8039,6231,3578,1199,260,67330,2390,2563,2463,2102,1982,1526,941,490,156,14613,22956,16720,16295,14281,14767,14144,11078,5452,1455,117148,15,105,299,686,1632,3106,3462,2466,1026,12797,1089,1387,1681,1650,1655,1563,1247,588,176,11036,24,38,63,219,514,841,1049,616,222,3586,4,0,0,7,16,49,164,369,470,1079,32,92,188,374,827,1292,1362,895,267,5329,65,62,74,171,334,778,1136,1058,559,4237
319,25,103,274,662,1695,4135,6499,4247,1079,18719,2155,1288,1232,1337,1442,1779,1789,1040,223,12285,23,44,72,126,375,1233,2666,2053,522,7114,4,3,4,14,23,104,316,629,410,1507,54,115,182,407,1083,2508,3980,2517,510,11356,47,60,84,200,718,2245,4370,3447,1042,12213,20,27,42,72,155,374,659,747,242,2338,58,36,45,145,442,1295,2240,1696,387,6344,1067,1697,1718,1987,2600,3000,2481,1063,283,15896,0,15,27,52,167,458,874,819,281,2693,1728,1009,826,1195,1897,3032,2972,1558,452,14669,18476,10340,8858,8211,9218,8937,7233,3132,606,75011,2789,1863,1785,1780,2098,2167,1926,1145,372,15925,25608,15714,14100,14404,18044,22370,24311,13708,3445,151704,28,134,379,1057,2795,6174,8875,5830,2152,27424,1549,1557,1835,2166,2508,3094,3151,1519,401,17780,26,33,90,235,715,1451,2181,1450,463,6644,0,0,0,9,22,83,247,619,781,1761,60,111,239,445,1027,2043,2776,1786,535,9022,62,55,99,145,471,1293,2468,2364,1223,8180
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,0,0,0,0,39,0,9,24,40,31,3,0,0,0,107,0,4,37,55,42,3,3,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,3,3,15,39,65,175,248,69,3,620,51,47,71,75,54,73,70,6,4,451,0,0,0,15,11,46,107,31,5,215,0,0,0,0,0,5,12,4,3,24,0,0,14,15,47,87,142,47,0,352,0,3,6,15,33,101,188,48,3,397,0,0,4,6,4,12,24,11,0,61,0,3,4,9,27,56,82,26,4,211,40,83,151,169,148,156,102,15,0,864,0,0,0,5,7,25,33,12,0,82,49,49,49,72,94,144,130,21,0,608,502,339,647,445,330,472,408,90,3,3236,136,238,421,469,419,341,224,40,3,2291,753,719,1301,1194,1042,1297,1253,283,23,7865,0,3,21,36,96,266,236,48,10,716,30,65,114,84,81,118,99,23,0,614,0,0,3,8,34,61,56,13,0,175,0,0,0,0,0,6,6,4,3,19,0,0,9,22,30,79,60,16,7,223,0,4,6,7,18,57,62,29,7,190
401,17,72,200,419,904,1752,2587,2004,946,8901,1622,1483,1500,1420,1342,1115,998,590,224,10294,38,39,89,156,298,774,1528,1251,520,4693,0,3,4,9,18,53,154,421,510,1172,41,106,148,403,951,1567,2132,1519,533,7400,42,47,65,152,486,1327,2423,2173,1055,7770,28,29,35,53,110,169,289,316,176,1205,37,29,46,52,126,338,560,581,303,2072,316,1333,1765,1616,1860,1611,1040,561,267,10369,13,9,17,16,93,231,402,454,270,1505,1121,832,874,1147,1605,1880,1861,1137,507,10964,21062,15719,15332,14021,12622,9881,6162,2436,629,97864,1324,1248,1313,1240,1298,1110,801,538,266,9138,25351,20354,20544,19588,19748,18354,15626,8954,3430,151949,19,97,268,557,1460,2986,4833,4209,2485,16914,1024,1519,1756,1812,1814,1726,1766,1094,490,13001,26,37,76,253,642,1099,1519,1119,543,5314,3,0,5,0,5,32,171,581,1102,1899,38,84,177,309,616,1074,1520,1316,661,5795,46,37,54,94,223,566,1280,1530,1339,5169
402,35,115,476,983,1963,3652,4270,3151,1126,15771,3609,2540,2828,2698,2166,2006,1572,861,274,18554,31,50,96,217,439,1140,1803,1449,528,5753,0,3,12,17,24,85,271,614,522,1548,86,187,435,1216,2217,3698,4237,2497,661,15234,76,77,159,306,1025,2382,3453,2751,1080,11309,77,50,87,125,190,365,497,472,220,2083,87,57,91,140,391,915,1269,1077,350,4377,1025,2351,3334,3263,3137,2764,1759,758,295,18686,11,5,28,78,191,448,684,607,288,2340,2766,1537,1682,2120,2638,3123,2471,1273,596,18206,35301,21769,24001,20812,15612,11091,5843,2291,604,137324,3434,2261,2533,2403,2161,1651,1104,624,332,16503,45504,29783,33827,31580,27595,25199,19080,10533,3569,226670,45,199,691,1493,3565,6367,7606,5846,2670,28482,2533,2736,3902,3719,3468,3470,2915,1687,556,24986,27,47,145,359,859,1411,1806,1311,505,6470,6,11,5,18,26,85,286,763,1029,2229,71,188,494,1020,1905,2995,3393,2221,899,13186,76,78,160,231,633,1231,1897,2038,1343,7687
403,22,77,335,693,1465,2800,4066,2902,1266,13626,2458,1927,2166,2256,1894,1687,1549,785,249,14971,45,53,103,210,398,1098,2161,1589,616,6273,0,0,9,13,20,69,248,530,552,1441,60,122,222,577,1290,2479,3439,2131,657,10977,69,68,87,210,728,1951,3464,2851,1300,10728,51,49,50,77,139,262,452,447,243,1770,81,26,64,106,214,580,1100,882,386,3439,728,1884,2461,2465,2531,2230,1697,723,319,15038,6,5,22,48,180,338,698,658,328,2283,1873,1207,1180,1649,2082,2656,2521,1330,582,15080,25559,16137,16263,15716,14265,10822,6903,2637,627,108929,2023,1422,1447,1449,1532,1406,1031,605,275,11190,32317,22094,23077,23593,23546,22516,20143,10946,3897,182129,28,131,479,1131,2612,5039,7465,5363,2984,25232,1732,2090,2779,3076,2716,2888,2771,1492,617,20161,32,49,102,317,817,1463,2080,1318,664,6842,4,4,5,6,21,56,258,692,1218,2264,55,126,266,594,1098,1906,2606,1716,784,9151,50,56,92,158,347,993,1943,1979,1595,7213
404,18,65,196,393,837,1868,2215,1581,846,8019,1310,1103,1397,1233,1039,947,756,412,172,8369,26,27,75,131,248,670,1095,850,402,3524,0,5,0,4,12,55,146,376,471,1069,35,80,168,414,930,1761,2003,1338,523,7252,26,45,57,109,467,1245,1895,1537,907,6288,35,37,36,66,114,224,288,255,179,1234,33,17,32,61,158,453,620,493,274,2141,287,1007,1514,1476,1612,1490,920,486,293,9085,9,10,13,27,97,274,380,371,235,1416,962,616,776,905,1246,1724,1407,808,490,8934,15246,10998,14471,11330,9398,7382,3875,1645,511,74856,1163,1005,1182,1053,1111,1047,563,335,158,7617,18834,14537,19172,16161,15350,15181,11238,6287,2831,119591,17,90,250,498,1390,2938,3987,3357,2190,14717,814,1179,1719,1612,1511,1512,1383,845,420,10995,19,23,72,193,468,863,1062,803,423,3926,0,6,0,5,17,35,154,566,1029,1812,36,69,201,344,724,1293,1567,1284,718,6236,27,35,47,75,214,583,1069,1270,1215,4535
405,14,28,91,222,610,1500,2015,1326,440,6246,877,560,551,611,629,796,709,372,107,5212,12,8,20,35,128,367,839,643,190,2242,0,0,3,0,8,22,88,202,143,466,24,40,65,156,442,1061,1600,972,260,4620,22,14,24,54,235,844,1431,1120,403,4147,15,7,15,35,73,126,179,191,77,718,24,9,21,33,122,382,603,426,126,1746,211,495,607,650,876,1036,832,313,101,5121,3,0,9,9,46,139,229,240,93,768,493,305,290,381,656,990,877,410,169,4571,7442,3986,3503,3486,3813,3984,2862,1154,243,30473,868,558,477,540,635,735,620,360,128,4921,9804,5766,5336,5657,6985,9062,8663,4609,1332,57214,20,49,137,352,945,2087,2760,1965,893,9208,614,582,721,828,884,1121,1063,588,182,6583,8,10,24,88,233,487,679,450,159,2138,0,0,0,3,3,21,98,234,342,701,20,27,67,160,356,828,1105,754,284,3601,12,10,14,45,152,395,677,669,434,2408
406,3,15,85,168,361,811,915,611,195,3164,598,445,481,411,377,436,363,185,44,3340,6,9,26,31,76,246,412,332,108,1246,0,0,0,0,8,28,42,138,93,309,15,37,75,120,357,730,833,537,146,2850,19,15,23,49,179,474,712,521,216,2208,6,4,9,24,33,76,117,105,49,423,13,8,19,25,84,222,322,226,70,989,107,294,425,384,471,491,287,130,42,2631,0,3,4,9,32,97,137,117,55,454,317,209,234,248,449,562,397,234,82,2732,5994,3098,3561,3087,3021,2751,1628,619,122,23881,853,605,905,764,780,685,433,251,91,5367,7808,4596,5557,4970,5458,5990,4623,2443,723,42168,10,33,119,223,581,1123,1303,993,403,4788,471,449,630,601,616,681,523,319,99,4389,4,11,28,53,135,281,342,258,84,1196,0,0,0,0,7,17,56,137,167,384,24,36,122,185,347,586,621,458,144,2523,30,31,36,64,118,271,340,399,218,1507
407,11,48,149,352,860,2041,3175,2207,739,9582,1367,887,866,876,953,1042,1000,579,154,7724,16,19,32,86,202,623,1373,1098,341,3790,0,0,0,5,13,34,169,342,290,853,27,63,100,225,696,1504,2429,1560,405,7009,21,39,55,86,410,1221,2408,2011,721,6972,19,21,24,39,69,195,308,276,107,1058,25,18,26,64,191,517,848,668,245,2602,391,838,967,1089,1319,1462,1226,503,162,7957,0,4,13,19,89,239,471,410,181,1426,861,487,471,617,1011,1542,1482,731,288,7490,11976,6930,6466,6121,6800,6452,5030,2037,461,52273,1404,1028,1212,1324,1341,1345,1151,669,235,9709,15756,9955,9832,10039,12035,14148,14666,8115,2432,96978,18,86,198,512,1354,3140,4457,3409,1519,14693,944,1011,1200,1226,1404,1646,1717,929,292,10369,16,22,45,152,367,777,1121,850,271,3621,0,0,0,3,9,45,134,411,592,1194,30,68,110,268,619,1157,1660,1200,487,5599,18,27,46,87,214,618,1199,1282,791,4282
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,10,6,21,32,37,13,0,119,21,26,28,21,19,12,9,4,0,140,0,0,0,0,6,10,19,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,32,34,6,0,102,5,0,3,0,0,17,33,8,0,66,0,0,0,0,0,5,4,0,0,9,0,0,0,0,4,13,11,3,0,31,11,40,53,45,52,46,19,3,0,269,0,0,4,0,3,4,3,0,0,14,9,14,14,20,36,42,25,5,0,165,127,89,143,124,101,92,54,17,0,747,42,43,97,94,96,101,53,7,0,533,208,182,320,289,299,311,214,40,7,1870,0,4,15,12,14,46,47,8,0,146,17,40,34,37,22,18,24,0,0,192,0,0,0,0,0,11,12,0,0,23,0,0,0,0,0,4,0,4,0,8,0,0,3,0,8,12,12,7,0,42,0,0,4,0,8,7,13,0,3,35
501,14,57,139,362,769,1620,2300,1425,434,7120,1518,752,755,864,806,723,691,342,92,6543,16,19,38,92,205,599,1077,760,222,3028,0,0,4,4,6,37,111,231,180,573,36,58,96,230,622,1095,1615,944,241,4937,23,24,40,86,326,856,1628,1257,468,4708,20,10,22,33,77,139,203,223,89,816,26,16,34,35,111,348,643,489,129,1831,452,790,933,1071,1162,1161,839,351,106,6865,6,3,13,8,65,166,334,274,108,977,858,512,391,614,807,1154,1148,597,217,6298,14147,6891,6526,7506,7401,6157,4233,1534,297,54692,1662,992,1235,1396,1558,1245,942,480,188,9698,18437,9760,9749,11545,12512,12506,11501,5652,1602,93264,27,78,217,594,1464,2754,3599,2295,1051,12079,966,847,992,1289,1252,1247,1235,563,204,8595,14,12,65,185,394,746,1000,632,205,3253,0,0,4,6,10,41,107,284,396,848,25,56,130,231,480,864,1206,700,297,3989,19,18,24,58,167,430,846,781,506,2849
502,11,24,66,183,392,909,1571,1287,377,4820,707,425,397,430,447,408,469,280,77,3640,11,11,29,59,106,369,788,730,212,2315,0,0,0,4,4,16,67,155,115,361,16,37,50,131,351,694,1179,850,216,3524,15,12,34,52,186,608,1290,1135,373,3705,8,6,3,17,29,79,168,232,111,653,18,8,11,25,59,209,479,436,146,1391,267,499,580,597,628,613,568,300,74,4126,8,4,7,24,42,99,243,267,96,790,563,301,241,324,483,672,769,451,158,3962,7214,3968,3435,3563,3621,3256,2349,1056,218,28680,852,562,602,715,765,633,533,353,180,5195,9471,5634,5171,5653,6312,6760,7166,4504,1301,51972,9,44,118,311,750,1554,2521,2023,811,8141,541,494,603,686,663,812,858,511,152,5320,8,13,37,85,222,430,650,516,165,2126,0,0,0,0,3,16,75,167,196,457,17,46,60,147,261,574,843,602,209,2759,8,13,15,41,97,307,632,690,378,2181
503,6,28,137,201,428,773,1092,887,375,3927,683,841,1037,934,745,596,475,276,94,5681,23,28,51,83,181,453,765,665,266,2515,0,3,0,0,4,25,89,234,207,562,23,41,78,192,338,506,783,583,213,2757,11,17,41,64,257,647,1167,1042,462,3708,4,14,16,44,51,78,97,163,82,549,20,18,17,31,52,134,263,249,118,902,208,873,1361,1096,915,710,482,249,83,5977,0,9,9,18,51,98,159,252,115,711,544,479,570,606,789,939,898,485,259,5569,11979,8486,11265,9460,7724,5816,3382,1294,316,59722,726,863,1527,1100,958,803,597,337,176,7087,14065,11370,15555,13230,11574,10124,8013,4440,1644,90015,19,79,175,247,624,1296,1983,1586,1033,7042,468,895,1184,915,856,825,637,367,176,6323,11,23,61,151,363,654,698,536,262,2759,0,0,0,3,5,27,82,265,519,901,32,53,88,116,202,364,542,409,241,2047,11,24,31,41,88,253,499,626,551,2124
504,23,60,223,479,924,1681,2043,1347,453,7233,1820,1302,1433,1492,1170,969,731,385,121,9423,30,31,65,168,287,619,1002,783,245,3230,0,0,0,7,17,40,118,269,240,691,40,87,213,563,1066,1754,1958,1146,271,7098,47,40,56,139,518,1251,1848,1395,460,5754,30,15,39,74,111,200,263,261,123,1116,48,27,38,63,182,422,667,534,205,2186,566,1273,1807,1755,1541,1264,735,324,120,9385,7,11,11,33,89,236,336,348,145,1216,1390,836,920,1079,1391,1579,1285,652,269,9401,22217,12222,14048,13573,10653,7791,4055,1527,304,86390,2046,1521,2319,2285,1961,1479,763,407,190,12971,27785,16832,20355,20498,17925,15859,11344,5771,1725,138094,30,101,341,714,1609,2906,3515,2541,1135,12892,1276,1369,2038,1975,1841,1657,1257,688,211,12312,18,19,98,264,584,881,1037,669,247,3817,0,0,5,4,11,29,126,360,518,1053,38,58,204,423,878,1377,1560,1014,384,5936,21,30,49,102,258,582,995,1048,625,3710
