SA4_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
111,42710,85538,638,3521,3886,17874,1170,5280,23113,89449,28806,116120,2074,8688,3421,11644,8205,26191,13698,46519,42506,162639,200,908,1168,3975,722,2607,6872,17845,8960,25340,671,2091,1704,3748,7022,15308,9394,21151,18358,46491,1678,3490,105250,298163
112,29885,59758,372,2086,2250,10342,825,3826,13092,51457,16546,67711,938,3880,1776,5883,4975,15770,7687,25526,24235,93239,153,718,865,2862,483,1760,4661,12267,6165,17610,382,1203,1123,2377,4827,10405,6334,13985,12498,31598,927,1953,67549,186542
113,17471,34831,430,2488,1706,7986,624,2942,9355,37502,12111,50919,734,3037,1068,3460,3095,9842,4900,16334,17011,67253,88,415,485,1741,305,1146,2969,8307,3842,11603,223,711,453,951,2335,5062,3005,6718,6847,18317,601,1286,41934,121688
114,22138,44323,264,1475,1474,6858,515,2385,8191,32210,10450,42933,622,2585,1118,3686,3161,10025,4907,16295,15351,59231,96,437,449,1584,275,1007,2458,6717,3280,9744,203,645,533,1164,2816,6118,3555,7927,6835,17678,537,1118,44864,122343
115,23351,47167,624,3533,4668,21535,822,3780,21179,83543,27288,112390,2998,13011,4470,16096,8257,27501,15723,56605,43013,168995,97,430,569,1858,183,627,2243,5879,3087,8800,489,1607,953,2270,3022,6860,4467,10734,7550,19537,547,1164,74456,236872
116,26949,55230,1120,6809,5797,27366,1518,7389,33271,129521,41708,171091,3135,13790,4387,15664,10021,33909,17539,63363,59253,234448,374,1897,1149,4436,702,2697,6074,17396,8302,26422,808,2788,1346,3203,6903,16045,9058,22032,17358,48463,1742,3799,105312,341939
117,42915,85902,127,685,1528,6726,229,1027,15304,54789,17185,63222,748,3152,2004,6752,3135,10220,5888,20126,23078,83349,52,237,436,1375,169,581,3102,7199,3757,9390,327,1037,1301,2871,3537,7744,5157,11655,8917,21049,2259,4750,77158,195048
118,27848,55610,198,1076,2811,12571,262,1158,16438,61821,19717,76622,1236,5227,3213,11319,3714,11863,8166,28412,27879,105035,45,187,589,1826,93,309,2938,6850,3668,9175,341,1064,1294,2866,3130,6708,4763,10644,8434,19815,1193,2479,65351,182938
119,49457,101186,1504,9114,7225,35350,1635,7987,38149,150707,48516,203155,4801,21457,6612,23803,16601,56273,28012,101532,76527,304688,429,2130,1584,5914,716,2767,7388,20601,10110,31407,1442,5047,2783,6643,12060,27837,16288,39523,26401,70937,3420,7440,155806,484253
120,32804,66275,260,1439,3033,13604,337,1481,20389,75681,24016,92209,1701,7361,3806,13323,5823,19160,11335,39851,35343,132061,69,318,627,1982,162,558,3178,7583,4025,10443,437,1417,1663,3739,4566,10056,6675,15216,10702,25661,1894,4044,80741,228035
121,44467,88990,359,1954,6220,27837,468,2006,32721,123503,39764,155303,2873,12196,7659,26943,7750,24829,18286,63969,58046,219271,76,302,1053,3271,152,491,4613,11049,5901,15107,622,1969,2541,5746,4702,10128,7860,17835,13763,32952,1542,3238,117818,344447
122,26993,54201,386,2060,3860,17403,524,2328,19437,75446,24211,97239,2199,9331,4027,14289,5714,18591,11941,42215,36150,139451,81,326,631,1940,166,555,2743,6584,3621,9406,458,1481,1208,2743,3296,7237,4963,11461,8589,20867,713,1485,72448,216008
123,23900,48557,991,5928,3892,18695,1461,7063,21543,85453,27892,117137,2208,9707,2595,9097,8046,26941,12841,45746,40734,162884,305,1459,983,3667,717,2736,5422,15320,7424,23184,600,2037,1070,2481,5268,12071,6941,16585,14360,39767,1079,2308,80068,253519
124,30798,62295,843,4922,3893,18458,1444,6878,21787,85548,27970,115808,2227,9663,2820,9745,8230,27201,13273,46608,41242,162419,250,1230,1047,3713,639,2398,6262,17080,8200,24425,595,1944,1398,3124,6281,14029,8279,19095,16474,43515,1237,2608,89750,270840
125,39015,79586,1195,7383,5686,27813,1244,6204,36138,139690,44268,181095,3314,14877,5003,17861,10981,37308,19303,70043,63568,251145,324,1668,1151,4268,497,1962,5552,15279,7521,23175,947,3319,2042,4825,8217,18952,11207,27089,18729,50265,2797,6099,124115,387095
126,20484,41187,210,1157,2517,11332,247,1060,15187,57308,18152,70851,1476,6301,3125,11097,4568,14953,9169,32351,27323,103208,31,149,384,1241,93,311,2034,5002,2548,6697,301,969,1011,2320,2686,5906,3996,9191,6544,15891,1000,2079,55344,162362
127,30284,62377,1884,11433,6804,33787,1968,9829,30478,124200,41132,179243,4683,21357,4761,17421,15233,53196,24677,91973,65806,271220,514,2553,1726,6724,882,3439,7122,21184,10251,33898,1389,5025,2094,5213,10349,25147,13837,35386,24087,69281,2201,4825,122374,407701
128,23653,47529,459,2512,3070,14059,579,2649,16368,63895,20481,83117,2157,9307,2800,10004,6451,21390,11409,40696,31884,123813,84,358,579,1893,202,725,2580,6384,3445,9361,437,1382,945,2114,3564,7845,4941,11341,8386,20704,651,1343,64570,193389
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,19664,39272,292,1623,1832,8537,497,2287,9691,38256,12312,50703,765,3185,1397,4654,3187,10116,5348,17955,17656,68659,118,543,562,1894,310,1163,3210,8577,4198,12175,260,823,700,1504,2904,6274,3868,8606,8073,20777,641,1338,46033,130052
202,19054,38083,315,1777,1759,8157,440,2014,9691,38028,12208,49983,810,3443,1384,4643,3075,9731,5266,17811,17477,67789,125,561,594,2001,252,902,3018,8028,3981,11493,243,765,661,1402,2690,5799,3594,7961,7580,19455,658,1374,44770,126705
203,36084,72109,537,3017,3502,16159,773,3529,21031,81899,25842,104603,1748,7383,3105,10621,6303,20221,11163,38221,37007,142828,178,826,1044,3472,419,1479,4857,12684,6499,18455,586,1859,1351,3004,4927,10802,6863,15669,13368,34126,1198,2471,87654,251539
204,23193,46209,320,1776,1802,8324,450,2044,9991,39327,12559,51477,844,3495,1332,4366,3444,10794,5622,18652,18189,70130,107,484,558,1962,277,990,3002,7960,3949,11399,243,779,684,1487,2896,6155,3821,8426,7770,19818,596,1228,49743,137379
205,38074,75897,577,3201,2768,12967,866,3926,15470,61194,19685,81289,1275,5363,2110,6953,5898,18629,9280,30941,28962,112231,184,860,845,2995,489,1762,5127,13887,6648,19507,429,1368,1058,2267,4665,10029,6156,13664,12803,33172,977,2028,80813,223319
206,74609,148602,322,1821,3821,17133,326,1431,29205,106428,33674,126812,2033,8589,5356,18457,6137,19752,13526,46796,47193,173609,98,450,1060,3339,216,729,6024,13881,7392,18408,637,2000,2839,6182,6369,13650,9847,21834,17239,40249,4634,9568,143673,372031
207,37070,74408,345,1885,5504,24669,417,1767,23745,90672,30015,118996,3111,13219,7261,26006,8295,26840,18666,66063,48678,185059,76,331,1132,3595,170,552,3899,9546,5275,14020,746,2356,2604,5981,4976,10796,8326,19137,13602,33156,1797,3765,101146,296395
208,42350,84811,463,2494,6094,27458,484,2142,29531,112801,36572,144890,3122,13200,7319,26159,7956,25662,18393,65022,54958,209910,96,409,1132,3459,198,670,4810,11373,6242,15917,764,2366,2673,6040,5760,12395,9192,20798,15440,36712,1629,3404,114372,334842
209,48673,98181,1001,5713,6783,31486,1262,5861,40352,155729,49396,198799,4300,18689,5999,21519,13550,44934,23856,85135,73257,283931,267,1252,1499,5108,561,2050,7131,18609,9453,27018,1210,4012,2456,5654,9521,21452,13186,31112,22642,58130,2381,5058,146944,445305
210,34270,69374,1228,7452,5756,28045,1208,5915,31948,125580,40141,166990,3565,15878,4110,14796,10670,36191,18343,66870,58480,233858,314,1533,1219,4441,522,1916,5540,15156,7597,23051,1061,3618,1648,3918,7718,17791,10429,25330,18025,48382,1815,3907,112590,355523
211,52235,105087,906,5069,6564,30008,1220,5577,36145,139252,44841,179906,4575,19708,6613,23487,14207,46488,25396,89684,70230,269590,207,903,1489,4944,542,1861,6282,15937,8525,23645,1231,3946,2560,5838,8891,19633,12687,29420,21212,53061,1777,3743,145449,431486
212,70370,143096,2211,13570,12063,57076,2407,11490,63780,248213,80462,330354,6618,29071,10306,36503,20643,68742,37572,134313,118031,464663,586,2937,2415,8709,991,3752,11454,31111,15451,46511,1938,6613,3910,9124,13933,31782,19783,47520,35232,94032,3951,8563,227579,710361
213,65659,133507,1948,11963,10784,51334,2221,10870,69482,268695,84429,342864,5547,24349,8517,30233,17828,59645,31893,114229,116327,457092,695,3656,2792,10375,1167,4511,13194,36295,17846,54843,1930,6639,3625,8530,13659,31278,19215,46456,37060,101297,4162,9087,223211,700980
214,34237,68679,497,2753,3308,15112,798,3603,18426,71372,23029,92842,1825,7714,2892,9945,6668,21456,11386,39113,34416,131955,177,784,1064,3469,463,1609,5076,13115,6780,18982,639,2033,1457,3271,5641,12303,7741,17609,14516,36584,1041,2168,84216,239388
215,18355,36610,281,1556,1521,7162,421,1954,8011,32034,10234,42709,612,2527,1026,3283,2973,9336,4611,15144,14844,57854,81,385,475,1660,273,995,2615,7286,3444,10327,184,581,460,1007,2315,4998,2961,6580,6402,16905,654,1395,40253,112762
216,15890,31724,309,1780,1434,6939,447,2096,7200,28900,9388,39713,698,2995,927,3088,2796,8891,4422,14973,13807,54684,89,427,459,1618,249,913,2423,6713,3228,9673,214,677,410,913,2129,4596,2752,6178,5978,15854,462,955,36141,103216
