SA4_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
213,29933,30221,14611,7997,9807,6144,3457,102174,3985,3610,1970,1225,1603,719,401,13506,4084,3534,1691,1019,1214,648,302,12483,14823,13886,8033,5290,6354,2997,1362,52743,246,265,111,72,35,27,9,766,53067,51512,26406,15610,19015,10529,5527,181675,2474,3928,2535,1868,2517,1645,1049,16007,765,1013,653,429,607,246,130,3838,471,690,456,363,460,198,109,2744,2651,3885,2629,1825,2282,884,448,14609,273,358,170,124,89,42,21,1074,6630,9868,6438,4613,5953,3016,1754,38274,59698,61381,32848,20221,24967,13543,7288,219951
214,1246,1597,1014,705,1002,535,269,6370,1317,1399,891,591,773,285,135,5389,1373,1382,830,483,624,256,134,5084,9585,9158,5298,3478,4221,1610,770,34118,49,57,33,25,8,8,3,176,13566,13596,8067,5276,6625,2690,1311,51134,111,205,165,148,258,122,75,1080,236,348,311,235,336,114,48,1630,117,281,180,147,218,99,39,1082,1464,2432,1632,1224,1503,534,238,9034,77,94,60,34,36,8,5,315,2008,3370,2349,1797,2344,877,398,13141,15575,16970,10422,7070,8967,3564,1710,64282
215,732,710,366,242,297,79,28,2455,211,204,112,68,87,19,9,704,336,282,158,90,98,12,4,983,5147,5152,3256,2117,2541,576,157,18951,33,32,17,8,12,0,0,109,6458,6378,3916,2530,3032,693,197,23202,78,76,65,41,46,24,8,334,78,106,53,51,53,11,0,358,22,50,32,38,35,10,0,187,1159,1632,1068,823,838,175,43,5743,55,54,40,29,11,4,0,196,1393,1917,1266,974,995,222,51,6816,7850,8293,5178,3505,4026,915,246,30014
216,1114,1124,630,373,476,157,62,3933,228,207,109,86,91,29,12,753,293,246,118,96,94,25,14,884,4055,4359,2788,1897,2311,606,166,16182,34,33,11,12,6,0,0,102,5728,5975,3654,2457,2976,819,247,21858,64,102,71,41,76,28,15,402,86,111,61,38,49,9,4,369,35,57,47,44,37,7,3,226,980,1505,999,726,809,156,45,5221,54,59,33,17,14,6,0,189,1228,1839,1216,863,985,208,66,6402,6954,7813,4868,3323,3961,1028,315,28267
217,287,328,179,115,142,48,10,1106,245,257,156,90,106,29,7,886,281,328,166,98,121,33,7,1030,4294,4473,2839,2072,2467,568,157,16875,18,18,21,16,8,4,0,79,5115,5397,3360,2393,2850,678,184,19978,14,56,34,24,44,6,0,187,57,125,71,49,68,6,3,379,31,51,42,43,30,5,0,205,703,1123,799,600,661,149,39,4062,26,48,30,20,8,0,0,126,835,1391,967,729,818,177,40,4961,5953,6795,4332,3121,3666,849,228,24939
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1948,2463,1520,983,1412,660,317,9296,1319,1391,912,564,756,264,99,5315,1347,1244,737,470,610,235,91,4733,6403,6641,4339,2896,3553,1339,487,25660,39,42,25,17,11,0,0,142,11058,11785,7539,4930,6339,2499,994,45141,118,266,205,177,240,95,47,1148,241,339,239,192,227,66,27,1333,128,232,204,140,194,67,31,996,976,1682,1207,891,1140,330,143,6370,69,71,32,23,10,0,0,204,1524,2599,1890,1422,1817,553,249,10051,12589,14383,9428,6351,8152,3051,1243,55192
302,3213,3131,1655,992,1280,679,328,11279,1246,1133,612,386,517,216,71,4174,1353,1190,593,314,433,175,56,4119,5808,5426,3174,2106,2793,1222,464,20993,28,30,10,8,10,0,0,84,11653,10912,6044,3803,5032,2292,918,40648,193,350,264,174,301,137,74,1502,194,343,218,156,180,54,33,1183,99,228,149,100,160,65,35,839,737,1228,871,645,859,325,133,4796,60,69,29,15,7,4,0,192,1285,2215,1539,1090,1513,590,280,8509,12937,13123,7582,4891,6545,2875,1202,49153
303,8857,9603,4610,2704,3553,2077,1168,32572,1797,1730,992,615,798,353,154,6452,2081,1944,992,596,709,374,122,6822,6259,6380,4036,2754,3687,1799,738,25659,83,81,41,15,16,5,3,237,19084,19738,10670,6687,8767,4609,2189,71740,584,1084,779,602,826,530,294,4696,296,429,309,201,265,104,47,1654,177,313,259,162,193,88,38,1229,825,1374,987,728,997,373,175,5452,107,76,43,31,27,7,4,300,1986,3275,2375,1723,2312,1102,557,13327,21067,23014,13042,8414,11080,5709,2744,85071
304,2359,3553,2078,1259,1633,921,432,12233,1060,1328,839,564,675,327,102,4892,1082,1362,798,482,583,283,131,4721,4166,4810,3162,2168,2890,1444,555,19203,35,29,16,11,16,6,0,108,8699,11079,6889,4487,5800,2978,1213,41153,114,334,290,235,335,193,100,1605,98,214,184,130,156,81,35,903,61,158,151,95,134,88,34,729,318,632,615,472,693,284,153,3168,13,20,13,16,4,3,0,68,606,1354,1253,942,1333,648,329,6463,9305,12437,8144,5426,7130,3633,1542,47618
305,2772,2634,1420,869,1045,512,251,9502,1321,1238,749,501,641,368,137,4954,1395,1275,767,443,611,317,113,4927,5086,5297,3461,2267,3261,1872,694,21937,33,45,14,10,3,0,0,101,10611,10488,6410,4084,5564,3069,1196,41418,181,354,298,226,326,214,97,1702,161,254,197,141,216,109,48,1130,114,208,172,114,133,78,42,865,363,790,629,489,744,411,211,3630,40,45,15,8,11,3,0,127,863,1655,1309,985,1429,819,404,7460,11469,12143,7723,5068,6993,3888,1597,48878
306,1679,1903,1048,713,900,215,78,6530,725,799,529,365,423,71,19,2934,1215,1241,733,475,559,81,17,4332,5895,6583,4234,2885,3260,473,153,23476,69,57,49,25,19,0,3,220,9590,10580,6594,4457,5163,842,266,37492,129,283,251,172,251,74,28,1192,194,316,245,163,206,27,15,1172,156,325,261,195,208,29,21,1190,1888,2786,1879,1356,1457,197,61,9616,118,135,76,58,16,0,0,408,2487,3851,2716,1943,2136,325,122,13581,12074,14427,9308,6402,7296,1171,388,51073
307,272,327,177,113,144,30,8,1069,204,210,126,87,96,7,8,743,298,278,169,78,97,14,9,936,4581,5008,3267,2006,2244,244,58,17406,30,19,19,12,0,4,0,87,5385,5844,3755,2289,2587,296,76,20242,29,40,27,20,25,8,3,150,48,94,54,38,44,4,0,280,29,61,43,27,36,0,0,204,1177,1617,1036,757,665,69,19,5338,42,59,35,19,6,0,0,168,1325,1872,1209,865,774,77,20,6139,6710,7718,4961,3159,3362,376,98,26386
308,865,1085,746,441,603,141,35,3911,500,537,330,251,253,27,12,1912,673,676,340,214,244,29,9,2176,8374,9178,5503,3476,3894,493,164,31089,50,69,52,26,7,0,0,200,10462,11542,6966,4410,5000,689,217,39289,48,94,89,98,87,15,5,434,171,196,142,92,95,13,7,722,85,143,112,78,90,13,4,525,2188,2833,1862,1312,1350,166,35,9744,87,83,55,31,21,4,0,279,2568,3353,2257,1621,1647,211,50,11705,13034,14890,9220,6027,6646,902,268,50993
309,6510,7396,4507,2900,3825,1571,849,27557,3643,3540,1968,1273,1517,530,221,12694,3658,3675,2090,1242,1528,550,210,12953,13691,14049,8536,5704,7041,2459,889,52372,141,138,81,39,30,12,3,442,27641,28805,17182,11165,13951,5113,2168,106020,563,1198,963,781,1054,428,224,5206,724,1118,755,511,628,182,70,3991,464,849,619,395,565,189,78,3147,2512,3934,2798,2128,2566,749,332,15030,157,159,117,55,49,10,4,549,4424,7263,5251,3871,4855,1554,707,27930,32069,36069,22424,15034,18804,6665,2879,133945
310,5869,6116,3517,2205,2749,1234,603,22294,1640,1476,807,512,648,205,70,5359,1783,1565,836,462,571,158,58,5436,10076,10084,5884,3809,4314,1181,374,35718,121,144,76,36,25,8,0,410,19484,19390,11118,7024,8309,2781,1101,69216,840,1191,808,644,847,320,188,4836,537,677,390,300,331,75,25,2330,249,432,281,199,233,56,38,1482,2991,4171,2633,1906,1836,377,133,14050,182,194,119,76,59,10,0,643,4798,6666,4231,3117,3296,841,390,23340,24283,26056,15348,10143,11607,3625,1492,92551
311,6107,6299,3713,2371,2965,1207,620,23281,1871,1753,1041,674,768,220,86,6410,1848,1696,975,565,715,184,95,6072,8852,8892,5247,3477,3931,968,332,31705,106,122,65,44,27,6,4,372,18785,18762,11049,7132,8404,2577,1133,67842,796,1113,757,594,765,255,150,4438,646,760,466,310,350,91,46,2667,328,474,373,248,292,70,20,1808,2997,3764,2438,1693,1755,313,124,13087,206,178,92,70,39,8,3,593,4967,6292,4127,2922,3205,735,349,22593,23754,25056,15179,10053,11609,3311,1483,90439
312,739,867,563,361,456,78,35,3103,471,468,268,175,180,30,3,1602,727,677,334,199,246,22,9,2215,6485,6771,4194,2603,3011,329,80,23474,30,19,22,19,10,0,0,104,8455,8809,5382,3354,3902,460,127,30485,40,105,76,41,63,12,0,347,107,140,91,52,62,4,0,464,83,131,79,67,78,11,0,454,1233,1804,1246,842,897,80,29,6125,32,39,30,23,12,0,0,131,1498,2214,1526,1026,1117,104,33,7519,9958,11019,6908,4380,5018,565,160,38002
313,1171,1536,1138,769,1017,317,129,6076,995,1061,648,411,506,129,38,3797,984,1005,622,372,458,125,44,3604,6994,7288,4565,2977,3447,856,325,26449,72,89,44,18,19,5,0,245,10211,10982,7019,4548,5450,1422,541,40168,144,282,219,156,230,94,33,1149,355,447,281,213,265,61,21,1641,181,284,205,163,195,48,19,1100,2230,3095,2018,1443,1560,272,124,10743,109,116,56,44,31,5,0,362,3018,4221,2786,2022,2283,472,197,14996,13228,15196,9805,6569,7727,1895,733,55165
314,2774,3196,1855,1206,1501,667,281,11473,1199,1225,755,514,631,211,77,4610,1284,1191,623,422,492,197,72,4284,6709,7127,4496,2814,3512,1264,444,26364,37,40,21,19,8,0,0,119,11999,12776,7746,4973,6146,2340,877,46856,178,365,261,172,265,104,48,1401,294,409,254,172,226,77,20,1456,139,244,182,120,141,40,31,901,1164,1854,1250,890,1071,293,115,6636,58,41,25,11,22,9,0,161,1826,2918,1966,1372,1729,520,224,10560,13829,15694,9716,6344,7873,2855,1099,57413
315,333,307,150,93,116,19,5,1022,149,133,72,32,31,0,0,417,258,231,97,51,56,9,0,708,3190,3236,1748,968,875,74,16,10112,42,41,26,15,3,0,0,127,3975,3946,2094,1158,1093,106,23,12388,12,23,22,15,25,3,0,107,35,47,25,7,18,3,0,127,27,53,16,8,10,0,0,115,1167,1402,826,472,355,22,4,4260,47,59,38,23,6,0,0,172,1292,1583,927,528,416,26,3,4780,5268,5526,3018,1685,1511,132,28,17165
316,2158,2705,1786,1192,1506,419,151,9917,1798,1999,1249,779,976,236,90,7130,1930,2078,1155,720,880,227,72,7067,9673,10904,7094,4700,5819,1463,507,40160,63,67,51,29,15,4,0,224,15628,17743,11331,7421,9201,2349,823,64502,148,323,276,199,312,97,32,1396,317,521,388,280,413,93,42,2051,192,391,319,250,297,58,34,1546,1527,2734,2134,1547,1941,402,183,10463,64,96,59,38,26,5,7,290,2247,4078,3176,2321,2991,648,294,15747,17876,21824,14512,9740,12191,2996,1110,80252
317,1357,1485,832,472,665,226,106,5141,388,443,258,178,228,43,18,1554,435,433,241,144,220,30,15,1517,5328,5382,3526,2376,2860,517,161,20157,31,29,25,5,6,0,0,102,7543,7771,4881,3178,3984,824,299,28478,146,223,155,113,147,85,41,909,104,156,100,79,95,22,12,572,61,95,76,62,74,9,4,375,1171,1704,1178,951,1008,143,43,6204,54,50,33,24,5,0,0,169,1534,2234,1549,1230,1330,259,102,8234,9077,10002,6432,4402,5310,1081,405,36705
318,954,1166,673,458,633,226,89,4197,596,609,352,222,301,71,22,2179,724,698,383,237,309,75,28,2457,7497,7847,4756,3074,3677,765,245,27866,32,34,28,14,17,0,0,126,9810,10359,6194,4004,4938,1143,380,36821,109,178,115,111,132,46,38,727,144,257,163,111,130,31,8,847,93,196,149,86,132,25,10,693,1901,2838,1862,1362,1422,264,95,9735,84,94,59,39,16,0,4,293,2326,3560,2347,1711,1839,365,151,12305,12139,13913,8537,5717,6778,1513,538,49125
319,616,758,499,334,441,84,32,2769,516,634,403,300,352,41,8,2261,679,758,518,316,378,58,17,2721,7483,8718,5737,4128,4648,594,163,31469,69,76,32,33,11,3,0,231,9364,10945,7194,5114,5828,786,223,39446,43,111,69,67,83,17,9,401,171,289,213,156,175,19,6,1032,103,203,164,134,135,19,0,751,2620,3733,2622,1914,1933,199,62,13079,119,128,87,61,37,4,6,432,3061,4458,3153,2335,2361,246,78,15696,12424,15403,10344,7449,8189,1034,299,55143
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,3212,4065,2179,1325,1684,916,497,13879,965,1081,724,514,690,412,206,4589,1223,1214,735,437,595,324,196,4727,7165,7872,4997,3471,4645,2491,1344,31978,36,51,16,13,4,9,0,133,12596,14282,8648,5762,7619,4149,2242,55300,183,439,347,274,426,244,158,2069,160,264,209,140,212,111,92,1186,88,164,128,91,153,93,49,765,622,1204,987,793,1051,506,291,5451,36,31,16,19,13,8,0,130,1098,2099,1686,1318,1846,970,586,9601,13692,16384,10333,7077,9463,5116,2830,64900
402,8427,8454,4250,2541,3330,2109,1271,30386,1168,1227,721,540,706,335,205,4896,1352,1206,695,420,514,259,153,4595,11588,11318,6564,4299,5034,1746,793,41344,97,81,45,42,22,9,9,312,22633,22294,12279,7834,9606,4457,2424,81541,702,1039,758,520,775,462,339,4590,381,520,313,217,333,117,69,1945,166,304,246,172,225,96,57,1273,3369,4573,3071,2137,2288,720,317,16474,161,160,97,81,55,9,4,566,4780,6588,4487,3129,3665,1405,789,24845,27413,28887,16766,10968,13276,5860,3215,106381
403,3021,3360,1877,1213,1767,1015,634,12890,1372,1515,917,579,777,377,191,5730,1530,1476,761,535,694,295,173,5462,10236,10412,6086,3996,4952,2046,1073,38803,37,39,32,15,12,0,0,146,16197,16814,9670,6337,8203,3734,2076,63033,149,337,289,224,311,181,140,1634,229,457,318,236,324,126,71,1752,162,296,238,162,216,94,56,1216,1565,2762,1955,1418,1752,620,310,10380,67,84,67,33,22,3,4,285,2177,3927,2859,2071,2620,1029,575,15267,18378,20741,12530,8407,10824,4763,2652,78297
404,3130,3123,1572,989,1384,890,547,11633,813,676,382,241,366,198,101,2783,942,751,392,216,263,148,86,2798,5603,5012,2914,1983,2505,1236,657,19917,35,33,17,11,7,0,0,108,10526,9598,5275,3437,4533,2477,1395,37237,239,412,283,243,346,211,171,1905,174,223,155,105,156,80,48,945,105,163,122,89,102,45,44,664,843,1281,991,745,904,330,224,5313,68,52,36,33,14,3,3,204,1422,2131,1584,1218,1520,674,493,9046,11949,11730,6858,4659,6054,3150,1886,46282
405,156,174,113,73,99,22,10,649,147,180,107,83,98,27,5,649,205,188,123,78,84,25,12,709,3741,4168,2674,1762,1955,364,108,14771,26,31,21,13,12,4,0,102,4275,4741,3040,2009,2246,448,129,16892,8,13,12,9,13,4,0,66,47,62,47,41,44,4,0,244,12,40,20,31,45,5,3,157,750,1093,750,584,635,98,30,3930,34,40,31,18,8,0,0,136,850,1248,853,683,750,119,36,4541,5127,5991,3900,2697,2996,558,165,21429
406,212,242,117,60,84,9,4,730,118,110,71,36,63,3,5,401,176,179,71,51,39,8,0,517,2917,3018,1845,1139,1236,153,30,10337,26,29,15,11,11,0,0,90,3453,3572,2116,1305,1431,177,38,12085,6,19,17,10,22,9,3,84,23,41,37,20,34,3,0,147,13,23,33,16,25,0,0,107,822,1096,688,488,473,65,13,3646,28,48,22,20,11,0,0,132,892,1227,797,548,564,78,17,4118,4343,4801,2909,1854,1992,251,50,16205
407,570,606,366,238,320,82,34,2217,237,326,230,152,185,43,10,1185,449,394,213,140,179,43,8,1432,5673,6207,3910,2606,2956,507,150,22011,43,37,22,14,7,6,0,129,6973,7565,4746,3148,3661,683,206,26981,54,58,50,29,47,18,7,269,86,122,88,70,73,16,6,461,39,108,64,43,71,9,3,337,1194,1786,1240,893,1037,197,45,6396,53,61,47,29,17,4,0,214,1427,2141,1491,1072,1259,241,58,7678,8399,9710,6232,4223,4913,919,265,34663
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1118,1178,819,523,656,88,43,4421,726,810,510,337,405,37,11,2838,877,1012,561,336,394,47,16,3234,5331,6133,3748,2544,2840,273,87,20955,31,58,31,22,13,0,0,158,8081,9196,5664,3751,4300,442,153,31599,74,120,99,81,114,21,3,510,139,254,182,125,137,12,6,858,102,189,139,111,149,11,0,699,1036,1582,1171,905,959,75,21,5749,38,59,29,31,16,0,0,177,1393,2200,1623,1245,1378,123,27,7986,9471,11398,7291,5002,5672,565,186,39587
502,712,866,632,427,614,201,113,3569,430,399,230,165,199,65,21,1493,552,504,265,201,214,53,15,1799,2497,2558,1627,1040,1125,267,104,9217,23,32,25,10,8,0,0,91,4205,4359,2778,1839,2155,589,249,16175,59,134,115,80,136,41,20,583,135,195,133,59,72,22,11,637,98,147,85,71,72,23,7,500,758,1104,710,507,514,99,43,3728,32,29,25,16,7,0,0,106,1083,1615,1060,735,795,180,83,5552,5289,5968,3838,2571,2950,767,334,21725
503,2215,2396,1424,895,1122,679,379,9106,913,1031,647,421,556,355,157,4075,984,1140,640,424,538,289,144,4162,3118,3224,2192,1411,1974,1193,482,13599,25,15,16,10,6,0,0,60,7250,7806,4924,3158,4192,2515,1161,31006,97,256,231,175,223,145,119,1245,85,153,125,108,156,95,38,768,52,129,94,84,119,80,33,590,170,369,313,266,397,191,134,1840,16,21,6,4,0,0,0,60,424,933,773,639,892,512,322,4495,7674,8732,5702,3799,5083,3028,1484,35500
504,5319,5237,2691,1684,2277,1201,691,19097,1603,1482,799,554,656,254,118,5466,1729,1450,772,489,586,215,115,5358,6407,5710,3361,2242,2648,808,353,21524,73,66,51,27,16,8,0,237,15124,13952,7679,4986,6184,2485,1282,51689,417,636,469,340,461,232,137,2686,280,452,277,216,235,72,35,1563,179,279,196,165,185,60,36,1111,1230,1777,1143,849,992,251,124,6366,60,83,48,21,18,4,0,241,2168,3237,2137,1585,1884,622,339,11969,17288,17184,9812,6569,8067,3112,1619,63656
505,11456,11926,7064,4746,6470,3352,1993,47010,3928,3589,1953,1217,1615,651,337,13285,3810,3655,1899,1206,1450,559,279,12854,11286,11091,6513,4206,5082,1887,961,41032,131,148,73,41,24,7,3,424,30605,30411,17501,11413,14642,6459,3574,114609,882,1533,1132,877,1295,647,472,6828,522,858,583,457,567,184,108,3274,439,715,484,356,445,149,104,2698,1665,2747,1913,1343,1614,521,282,10078,144,157,76,52,32,12,8,479,3645,6012,4186,3085,3949,1508,972,23356,34256,36417,21689,14502,18593,7968,4549,137971
506,13710,14254,7454,4439,5725,3293,1986,50861,2473,2286,1359,963,1156,419,205,8865,2702,2548,1319,879,1016,375,212,9061,9573,9127,5434,3584,4142,1362,625,33847,141,123,69,49,19,11,4,411,28598,28336,15643,9912,12067,5455,3036,103047,743,1261,905,669,1010,554,405,5545,478,676,458,315,356,124,91,2503,320,490,362,254,317,114,78,1940,2024,2799,1903,1430,1510,360,211,10226,133,151,108,45,47,13,12,507,3692,5368,3726,2719,3244,1169,785,20715,32294,33708,19371,12633,15312,6625,3824,123762
507,6675,7412,4208,2747,3623,1826,1034,27525,2807,2630,1416,888,1135,440,226,9542,3146,2835,1501,934,1069,435,226,10152,10504,9920,6074,4006,4706,1649,811,37675,73,99,50,31,10,5,4,264,23208,22895,13253,8610,10540,4358,2296,85157,417,792,660,506,692,296,210,3570,552,709,530,354,418,149,73,2773,282,538,356,288,341,109,69,1978,1940,2875,1966,1484,1624,411,231,10532,114,113,70,30,23,9,5,378,3312,5026,3577,2666,3096,977,580,19241,26517,27924,16832,11274,13636,5331,2881,104396
509,528,612,392,287,362,60,28,2263,367,417,244,166,201,27,9,1423,603,549,322,212,198,27,7,1921,3912,4360,2584,1484,1491,155,27,14012,33,33,21,26,11,0,0,129,5436,5969,3563,2175,2266,261,67,19748,39,63,53,27,59,8,9,252,64,121,76,59,69,4,3,390,53,103,91,65,75,6,0,387,717,1104,765,547,590,36,16,3775,47,60,28,29,10,0,0,172,920,1446,1000,727,801,65,20,4980,6358,7413,4562,2902,3068,327,92,24730
510,767,702,368,197,245,19,5,2301,388,298,136,67,66,4,0,952,521,486,225,105,84,4,0,1429,3376,3454,1846,1034,827,49,9,10592,35,34,13,17,4,0,0,109,5083,4974,2585,1423,1229,76,16,15385,26,39,25,23,38,0,0,170,27,44,33,23,26,0,0,153,30,51,27,24,21,0,0,150,769,1050,660,431,336,24,0,3267,43,59,35,20,3,0,0,160,889,1245,784,518,429,36,3,3894,5970,6222,3368,1936,1654,108,18,19280
511,756,845,467,297,327,38,24,2755,362,393,211,126,128,13,0,1228,549,503,229,144,153,9,4,1586,3621,3621,2074,1351,1367,105,23,12162,32,33,11,9,0,0,0,85,5328,5398,2994,1922,1974,160,56,17827,56,87,73,42,71,7,0,330,85,128,79,51,56,8,4,420,54,81,59,47,53,9,0,299,826,1122,788,519,505,38,12,3811,38,63,26,30,11,0,0,174,1064,1483,1026,686,701,54,15,5019,6387,6880,4019,2606,2672,213,71,22851
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1973,1417,686,381,550,211,125,5342,616,718,453,311,388,161,73,2725,680,754,448,252,297,126,52,2601,6775,7162,4515,2982,3533,1186,473,26631,29,33,25,15,13,0,0,117,10071,10083,6131,3940,4783,1682,722,37415,113,163,130,92,126,54,44,716,136,215,166,124,185,55,26,905,49,115,85,62,101,45,25,487,1692,2538,1761,1276,1449,439,186,9343,72,79,61,31,24,5,0,276,2068,3107,2205,1591,1883,604,283,11736,12143,13189,8338,5531,6666,2284,1002,49152
