SA4_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
306,360,473,769,787,943,1423,2378,1258,304,8694,297,459,872,891,982,1383,2468,1657,793,9806,339,701,1471,1486,1521,1585,1645,882,326,9952,201,848,1821,1746,1725,1530,1071,486,123,9553,129,908,2166,1939,2028,1686,775,264,73,9970,51,552,1883,1872,2004,1613,586,157,31,8759,13,282,1240,1377,1475,1111,308,70,25,5909,0,156,1088,1180,1226,899,272,69,27,4922,0,58,624,889,984,658,171,36,16,3431,3,49,648,1095,1346,839,181,38,10,4203,5,3,80,165,201,124,38,20,0,636,4,14,84,227,254,186,91,47,16,918,787,759,1956,1606,1497,1420,1229,921,541,10715,7291,6251,16321,17012,17999,17260,13429,6814,2569,104950,5087,750,1234,1207,1379,2312,1775,649,194,14588,3289,350,345,431,435,757,770,318,99,6795,1858,903,980,937,1080,1536,1760,859,226,10129,694,879,1298,1279,1660,2569,4524,2697,664,16267,629,826,1363,1340,1597,2377,4578,2854,1202,16763,796,1291,2174,2117,2287,2651,3221,1737,528,16794
307,179,187,378,437,565,877,1634,976,204,5436,150,213,461,472,621,814,1389,1105,602,5824,187,367,748,789,794,856,819,470,212,5243,151,452,872,800,877,840,495,263,70,4807,97,443,878,867,877,837,343,152,41,4543,37,288,795,745,873,748,259,96,26,3870,14,230,484,500,501,461,151,37,14,2391,8,97,404,413,489,322,124,63,19,1933,0,35,226,262,348,249,73,23,6,1226,0,41,220,353,425,295,72,23,3,1440,3,0,28,61,61,51,14,5,0,215,4,5,59,87,96,95,62,34,9,448,409,338,732,682,795,796,747,677,391,5574,3562,3112,7198,7289,8361,8886,7452,4458,1756,52074,2264,265,569,535,785,1350,982,377,113,7234,1538,132,228,196,287,411,456,168,85,3501,792,376,472,466,551,926,996,504,140,5231,318,340,619,655,954,1542,3118,2069,469,10088,336,360,690,744,1026,1398,2671,1938,873,10035,475,589,1040,1063,1166,1423,1633,883,313,8585
308,352,396,688,749,805,1214,1923,1159,257,7540,312,412,819,861,881,1176,1897,1457,717,8527,394,730,1366,1243,1234,1279,1153,715,249,8362,304,858,1508,1507,1365,1197,726,349,85,7893,154,894,1767,1613,1537,1264,530,190,56,7998,72,584,1585,1550,1543,1231,370,106,23,7072,24,449,1236,1149,1115,845,227,54,13,5110,12,231,991,1003,946,658,156,64,19,4079,7,104,608,742,734,513,91,27,8,2834,7,122,720,1006,1062,621,120,30,8,3697,0,12,139,152,174,99,29,8,3,612,4,14,95,179,233,131,79,25,6,766,608,587,1239,1168,1160,1095,846,768,517,7989,6853,6276,14744,14850,14651,14486,10048,5618,2180,89710,4769,659,1472,1329,1411,2601,1524,468,139,14382,2905,247,402,415,390,672,647,242,73,5988,1716,746,919,849,855,1455,1351,594,152,8652,649,719,1120,1102,1337,2078,3684,2406,587,13670,650,682,1220,1223,1348,1959,3432,2349,1047,13902,839,1212,1832,1611,1653,1937,2307,1260,378,13042
309,1204,1731,2033,1925,2151,2957,5536,3595,876,22014,852,1721,2320,2191,2343,2931,5958,4623,2110,25042,792,2736,4152,3603,3553,3827,4555,2716,987,26916,496,2992,5036,4507,4081,3615,2676,1259,399,25048,244,2763,6015,5088,5133,3960,2018,771,238,26237,91,1859,5917,5217,5192,3890,1632,483,167,24452,29,842,4067,3803,3614,2580,900,270,67,16167,7,386,3196,3301,3175,2017,739,208,88,13114,3,134,1845,2383,2419,1435,475,134,27,8865,0,102,1873,3393,3476,1936,580,167,35,11565,4,19,268,597,669,403,182,65,17,2216,9,23,293,898,1041,658,315,169,42,3455,1165,1588,3620,2935,2708,2330,2230,2204,1986,20757,18368,20482,45507,45150,44722,39655,33817,19327,7881,274915,13743,2919,4195,4105,4121,6055,4575,1920,609,42241,8500,1232,937,1045,1139,1621,1812,833,240,17355,4901,3009,2343,2051,2195,3022,3869,2217,592,24205,2090,3097,3458,2922,3424,4854,10132,7387,1872,39234,1632,3035,3663,3123,3529,4684,9845,7396,3131,40035,1800,4756,6194,5009,5157,5859,8060,4886,1550,43277
310,639,918,1435,1207,1375,1892,3008,1634,332,12440,487,942,1609,1401,1519,1856,3111,2321,1007,14254,514,1425,2554,2159,1858,1794,1861,1035,384,13593,312,1527,3075,2614,2202,1689,1018,474,129,13036,200,1681,3666,3011,2573,1841,663,256,76,13969,99,1119,3369,2912,2579,1824,474,105,37,12512,31,591,2457,2149,1887,1143,272,40,13,8577,7,234,1844,1992,1627,969,184,59,20,6939,5,88,1025,1367,1238,686,110,14,10,4537,0,67,896,1755,1605,776,116,24,6,5250,0,4,99,203,182,96,19,7,0,610,11,25,86,246,227,133,61,28,16,830,833,896,2013,1677,1356,1077,895,792,539,10080,11783,11659,27590,25978,23317,19968,14458,7809,2874,145446,10121,1765,2731,2488,2532,3654,2119,674,206,26286,4319,688,673,692,649,899,835,296,77,9128,2863,1912,1735,1444,1499,1921,1847,927,246,14396,1147,1756,2479,1983,2273,3314,5630,3417,745,22744,922,1650,2458,2144,2428,3038,5250,3688,1461,23041,1111,2362,3617,2990,2755,2845,3386,1849,559,21482
311,620,982,1450,1234,1349,1862,3370,1691,371,12921,464,923,1567,1397,1453,1772,3083,2092,752,13505,505,1368,2555,2208,1889,1887,2059,1131,362,13966,332,1551,2946,2546,2227,1629,1157,440,117,12941,204,1687,3552,2992,2698,1898,700,210,78,14021,77,1021,3181,2909,2689,1850,526,106,35,12388,19,422,2060,2089,1792,1224,279,41,7,7935,9,194,1488,1669,1382,865,191,53,21,5881,6,72,793,1107,1034,576,114,16,4,3723,0,48,675,1351,1285,649,109,14,0,4139,0,9,62,159,167,82,25,6,7,517,5,17,62,192,206,113,65,23,10,688,949,1008,2244,1862,1519,1074,1070,956,750,11420,11570,11571,26309,24975,22783,19586,15658,7719,2756,142933,10237,1819,2913,2518,2512,3580,2283,787,238,26882,4069,709,667,650,606,801,807,242,69,8622,2780,1948,1817,1513,1503,1754,2090,824,128,14359,1098,1719,2457,2049,2283,3066,6263,3720,772,23424,904,1563,2439,2081,2238,2812,5171,3442,1106,21756,1130,2367,3609,3032,2724,2851,3585,1935,548,21778
312,241,212,503,519,526,799,1374,793,197,5159,223,256,658,628,596,806,1208,930,510,5814,334,490,975,1063,906,982,885,453,164,6264,210,705,1286,1156,1236,970,566,232,54,6426,145,848,1472,1360,1315,1060,420,128,30,6756,67,630,1375,1283,1334,987,261,63,21,6026,32,350,952,947,870,648,162,50,4,4020,18,189,827,803,779,528,143,33,15,3329,5,104,509,520,620,363,81,17,4,2209,3,135,707,846,809,457,103,25,6,3094,0,17,111,179,144,89,21,10,0,571,6,14,114,170,198,123,64,20,8,705,504,688,1539,1203,1197,1099,763,592,346,7934,5019,5178,12635,12089,11826,11269,7565,3887,1549,71016,3127,462,1161,980,1048,1945,1249,398,116,10486,2190,179,294,277,240,492,437,186,55,4338,1107,364,594,554,501,896,1045,495,167,5732,451,380,732,725,800,1300,2591,1676,400,9059,474,444,843,816,850,1250,2269,1565,742,9251,739,839,1243,1281,1194,1476,1684,865,267,9587
313,462,604,795,781,988,1712,3801,2077,427,11645,405,620,932,929,1198,1714,3497,2629,1122,13046,337,889,1647,1483,1585,1764,2480,1419,506,12113,254,1082,2036,1786,1735,1601,1272,686,185,10646,126,988,2104,1980,2008,1666,820,347,91,10133,53,679,1919,1861,2034,1579,596,174,60,8949,15,284,1185,1405,1395,1029,306,71,20,5709,9,130,868,1110,1211,806,180,84,34,4429,7,50,468,738,837,548,133,31,9,2818,6,28,400,965,1170,628,139,33,14,3375,0,3,45,126,172,88,30,9,5,483,7,9,61,134,192,133,75,42,10,667,532,513,1045,1003,1016,886,1023,972,833,7825,7680,6982,15268,16227,17644,17693,17413,9744,3617,112255,5911,806,1321,1372,1544,2851,1991,704,207,16707,3111,358,391,447,514,827,866,405,92,7016,2034,1124,1085,940,1029,1552,2217,1104,231,11318,853,1119,1470,1301,1709,2811,6899,4354,948,21467,762,1056,1454,1433,1839,2765,5870,4256,1741,21168,820,1538,2254,1980,2306,2766,4397,2547,768,19364
314,472,507,618,645,571,763,1625,901,186,6296,293,527,778,713,742,820,1547,1196,514,7135,322,817,1232,1175,1145,933,1223,625,204,7673,203,949,1626,1520,1239,985,721,310,75,7637,103,976,1986,1748,1622,1115,536,177,42,8302,59,721,2130,1971,1887,1286,407,89,26,8577,13,389,1605,1633,1535,903,251,38,14,6367,4,154,1229,1450,1349,725,144,43,8,5119,0,48,699,1116,1010,552,83,6,9,3522,0,32,738,1669,1667,713,85,21,0,4928,0,6,76,275,240,97,22,4,0,719,5,3,69,272,348,132,43,16,10,891,266,285,693,635,535,361,377,392,362,3909,7133,6442,15176,16768,15627,11850,8897,4479,1604,87990,5780,815,1251,1389,1386,1954,1284,382,81,14310,3243,368,382,428,407,622,614,249,40,6353,1933,992,820,709,620,850,1148,520,125,7724,831,924,1060,928,884,1214,2911,1881,387,11027,562,955,1141,981,1062,1232,2443,1848,730,10950,701,1415,1700,1564,1492,1388,2076,1158,298,11786
315,104,204,361,306,339,412,424,246,42,2442,96,165,368,308,253,348,450,343,151,2482,92,207,523,422,339,315,263,90,47,2304,113,249,493,417,400,317,159,55,12,2215,91,322,546,454,412,372,150,33,6,2392,63,285,569,455,452,399,94,19,6,2337,15,220,500,326,341,274,70,14,5,1771,5,120,449,328,321,248,52,24,0,1555,0,71,295,239,234,170,47,8,0,1069,3,55,379,395,392,274,63,4,0,1562,0,7,40,75,61,45,11,8,0,247,0,3,58,78,72,62,29,19,8,320,375,343,764,591,615,625,410,249,88,4067,2268,2661,6071,5040,4855,4627,2686,1299,416,29910,1482,304,452,345,394,606,442,138,52,4212,632,76,124,141,131,147,124,52,18,1446,598,491,752,583,613,612,398,185,32,4263,201,357,653,536,569,764,880,528,106,4592,163,237,491,455,430,640,956,673,219,4272,220,334,727,622,569,533,501,215,69,3790
316,806,820,1059,1111,1277,2314,4462,2967,681,15496,561,855,1228,1386,1642,2392,4621,3632,1818,18138,552,1333,2135,2232,2371,2854,3644,2280,879,18280,348,1663,2583,2623,2697,2691,2336,1155,379,16483,167,1474,2935,2809,3277,2753,1652,690,202,15960,60,916,2693,2951,3255,2824,1287,435,133,14573,18,347,1867,2159,2380,1803,703,219,54,9563,7,149,1470,1863,2111,1515,537,204,73,7931,5,62,859,1325,1657,1126,331,92,31,5491,3,45,926,1776,2219,1341,357,122,36,6820,0,3,129,339,432,271,99,45,17,1333,3,11,131,525,653,447,239,113,33,2166,665,653,1480,1457,1504,1486,1510,1403,1330,11492,11357,9769,21865,25539,28402,29122,26219,15322,6296,173886,7299,923,1640,1999,2271,3991,2887,1037,356,22397,5938,474,503,683,674,1369,1474,654,218,11997,3095,1366,1286,1232,1334,2514,3145,1801,475,16248,1354,1428,1713,1669,2019,3611,7987,5951,1531,27267,1122,1511,1844,1952,2421,3766,7621,5840,2756,28839,1328,2350,3044,2964,3305,4398,6349,4055,1365,29163
317,307,398,563,436,478,760,1619,1094,261,5926,253,384,616,501,582,846,1526,1451,841,7010,269,604,1002,884,815,872,1180,824,359,6812,170,778,1250,1068,921,852,711,379,128,6259,135,794,1616,1213,1138,895,518,229,83,6624,43,531,1388,1218,1197,1011,391,137,34,5945,9,310,1040,901,858,650,201,55,28,4047,9,162,876,783,768,497,157,65,19,3340,3,58,447,544,642,423,120,26,7,2277,0,43,457,743,853,524,99,30,21,2763,0,3,51,100,128,94,28,8,7,428,3,8,43,151,168,103,63,32,11,574,290,347,588,509,450,466,513,511,378,4046,5427,5233,11159,10210,10102,9727,8571,5473,2458,68358,3754,560,871,777,793,1321,973,357,159,9568,2566,268,260,270,261,450,480,228,95,4877,1457,708,715,614,555,725,1032,523,185,6525,563,726,952,749,857,1236,2801,2200,583,10654,489,662,917,780,894,1353,2530,2289,1170,11086,588,1043,1475,1273,1168,1338,2030,1380,516,10814
318,426,637,680,558,735,1030,1919,1255,259,7488,372,548,721,704,747,1027,1882,1493,815,8317,393,837,1278,1150,1120,1319,1378,798,298,8572,280,1016,1660,1395,1341,1214,878,413,119,8311,177,1131,1966,1659,1681,1439,653,232,74,9006,61,829,2011,1870,1730,1402,511,129,28,8569,29,585,1608,1343,1357,1003,263,59,17,6258,14,259,1304,1319,1212,814,209,63,15,5212,9,90,783,893,1004,621,131,21,3,3555,3,93,774,1263,1303,780,158,19,6,4401,0,4,78,153,157,108,31,15,3,544,3,11,88,201,270,177,61,29,11,848,645,707,1441,1272,1186,945,810,700,501,8206,7689,8053,15873,15174,15303,14366,10938,5955,2401,95753,4993,908,1116,989,1119,2053,1502,473,182,13337,3380,469,345,341,306,561,656,251,65,6380,1884,1121,932,792,831,1156,1475,645,191,9020,767,1080,1173,949,1223,1803,3619,2500,575,13694,728,956,1110,1038,1189,1708,3349,2450,1135,13659,829,1473,1845,1555,1575,2041,2577,1491,421,13806
319,454,531,939,939,1424,3074,6388,3385,655,17782,368,583,1101,1131,1591,2773,4969,3647,1800,17943,450,883,1775,1746,1912,2526,2912,1689,593,14492,270,1020,1870,1832,2044,2024,1612,878,232,11780,132,948,2015,1961,2231,1962,993,422,130,10801,65,543,1598,1675,1979,1792,647,186,46,8539,16,288,910,1120,1267,1080,345,77,26,5138,5,150,717,961,1128,834,257,147,54,4249,3,48,399,698,794,540,125,43,15,2661,3,40,396,756,1034,636,162,51,10,3086,4,9,47,87,124,84,26,24,5,411,9,13,68,145,195,173,97,47,25,770,663,538,1195,1143,1452,1677,1887,1583,824,10972,8083,6584,14704,15977,19668,24430,24345,13548,4810,132150,6031,665,1112,1213,1782,4020,2589,777,232,18423,3253,318,374,414,655,1318,1358,472,132,8287,2131,1079,1270,1231,1664,3220,3407,1520,375,15902,829,1017,1755,1667,2619,5397,12177,7360,1511,34335,787,1074,1763,1802,2757,4834,9180,6347,2665,31214,1008,1548,2607,2530,2935,4254,5569,3155,951,24558
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
399,25,52,83,93,111,181,229,42,5,804,16,30,63,68,83,117,167,38,8,589,10,46,127,79,76,94,85,14,3,538,5,46,120,53,44,70,66,11,0,415,3,50,159,54,57,63,34,6,0,427,0,26,110,53,38,47,20,0,0,298,0,12,52,28,28,37,6,5,0,170,0,7,48,33,20,23,4,0,0,135,0,0,33,17,16,15,4,0,0,81,0,0,26,27,13,10,0,0,0,88,0,3,6,7,9,3,0,0,0,24,0,0,9,14,10,9,0,6,0,41,53,122,325,207,187,175,113,26,3,1213,291,493,1345,885,887,1170,870,160,25,6127,182,57,176,136,161,307,115,22,6,1149,50,27,47,32,38,80,33,8,0,309,104,104,157,168,172,203,147,28,0,1085,41,99,185,229,232,334,490,119,4,1729,29,59,118,148,183,237,416,97,16,1303,26,64,192,133,128,201,226,35,0,1013
401,553,1141,899,764,787,1160,2114,1704,625,9745,338,919,904,842,941,1264,2557,2430,1560,11766,237,1262,1622,1347,1255,1511,2117,1556,819,11724,141,999,1669,1475,1446,1434,1645,915,407,10132,67,1064,2286,1880,1771,1589,1337,617,268,10880,34,968,2828,2247,2124,1982,1180,452,175,11989,17,499,2271,1900,1803,1509,746,277,82,9103,7,218,1848,1854,1770,1336,566,237,82,7927,0,72,1079,1449,1518,1130,408,141,58,5868,4,61,1334,2353,2597,1693,601,212,70,8926,6,20,211,526,581,386,141,60,26,1963,3,21,191,906,1145,819,352,149,82,3666,356,455,888,661,701,669,772,837,972,6311,9066,10838,20652,20730,20641,19746,17732,11090,5804,136278,7950,2741,2368,1879,1680,2502,2119,804,393,22436,4427,1192,587,553,575,910,1093,476,142,9962,2353,2400,1341,982,935,1458,1852,1174,409,12893,955,2120,1603,1245,1391,1945,3578,3133,1249,17221,638,1780,1601,1282,1534,2077,4001,3596,2207,18711,585,2382,2776,1964,1889,2378,3574,2516,1130,19196
402,754,1372,2030,1739,1906,2853,4701,2868,738,18960,497,1246,2052,1942,1959,2649,4670,3875,2019,20913,458,1754,3427,2854,2501,2497,2651,1713,778,18630,230,1574,3651,3230,2671,2286,1576,821,279,16319,119,1765,4271,3722,3081,2535,979,435,149,17071,55,1394,4334,3811,3329,2482,670,178,50,16310,17,678,2803,2606,2303,1622,347,73,27,10465,7,248,2081,1982,1738,1161,259,89,30,7603,6,70,1071,1389,1262,759,141,18,5,4728,3,44,884,1711,1545,876,168,21,11,5270,4,8,85,169,178,102,31,15,9,596,8,35,91,188,237,124,61,43,11,805,701,705,1696,1413,1243,1081,1106,1165,1001,10117,12833,14386,33671,31216,27790,26664,21282,12799,5557,186196,11386,2601,3874,3076,2779,4469,2760,785,271,32001,5231,1231,998,929,830,1261,1201,433,98,12215,3804,3321,2888,2442,2306,2893,2696,1319,361,22020,1333,2673,3632,2998,3369,4973,8546,5794,1542,34862,1017,2322,3284,3018,3269,4353,7587,5960,2927,33738,1114,3303,5181,4083,3689,3916,4734,2968,1191,30172
403,606,1158,1193,1081,1186,2001,3999,2469,690,14395,432,987,1249,1282,1332,2131,4242,3403,2112,17174,391,1554,2179,2077,1899,2142,3083,1893,1053,16265,188,1374,2318,2400,2123,2040,2067,1015,489,14020,99,1249,2861,2771,2528,2363,1439,582,286,14178,49,1033,3367,3138,3085,2700,1103,318,119,14919,17,512,2600,2425,2374,1877,564,155,66,10593,3,198,2074,2170,2070,1513,463,141,68,8711,4,73,1160,1592,1601,1018,248,63,21,5769,0,43,986,2104,2211,1363,302,79,25,7115,3,14,113,311,353,194,80,25,9,1105,3,13,108,391,536,349,144,77,43,1678,391,440,903,885,818,858,954,945,897,7086,10392,11045,23736,25353,24597,24956,22829,12801,6486,162191,8531,1571,1932,1832,1792,3216,2288,778,376,22326,5032,993,650,712,715,1279,1511,522,142,11553,3097,2405,1645,1318,1313,2161,2810,1368,435,16562,1085,2144,2186,1829,2091,3290,7070,4863,1452,26009,835,1873,2070,1965,2185,3371,6939,5273,3004,27510,963,2832,3354,2848,2757,3353,5362,3303,1523,26301
404,364,819,881,707,935,1500,2366,1664,592,9825,228,756,931,809,946,1405,2613,2540,1817,12039,192,980,1579,1257,1243,1412,1622,1000,629,9916,95,945,1806,1450,1357,1319,1058,523,282,8838,45,910,2269,1632,1622,1365,727,341,158,9082,27,800,2687,2028,1871,1610,570,184,62,9849,6,510,2164,1567,1417,1125,337,62,39,7221,6,202,1705,1441,1260,915,223,65,46,5871,3,54,976,1075,951,632,129,29,15,3866,0,24,981,1461,1396,853,182,43,13,4963,0,5,106,231,206,113,38,11,7,707,0,10,82,243,278,165,87,32,13,903,215,350,778,660,579,570,549,571,507,4782,5825,8198,19037,16428,15807,15794,12810,8146,4690,106759,4910,1256,1706,1380,1295,2230,1552,596,347,15278,2779,704,413,419,422,707,742,294,95,6575,1774,1719,1192,925,1082,1530,1576,864,400,11050,631,1495,1640,1272,1683,2651,4239,3189,1275,18079,457,1405,1598,1303,1630,2557,4296,3769,2559,19576,468,1892,2618,1850,1887,2297,2906,1774,905,16602
405,141,184,338,354,496,964,1924,1059,247,5697,120,232,426,424,589,947,1614,1362,798,6516,145,308,613,655,688,914,947,563,258,5093,86,326,633,732,731,787,686,345,99,4427,38,276,672,727,841,784,405,163,50,3948,19,243,593,665,857,724,314,86,29,3531,6,149,396,445,506,475,179,46,17,2228,4,56,294,334,417,371,133,60,15,1681,3,25,176,230,310,234,79,10,3,1070,0,8,161,333,396,328,99,29,3,1357,0,0,16,44,44,40,19,13,0,172,0,11,24,67,87,88,37,28,13,357,229,143,348,367,485,574,625,529,329,3620,2833,2353,5351,6073,7307,8997,8383,4797,1977,48067,2138,262,400,396,582,1271,844,252,62,6207,1314,137,167,160,238,455,462,161,34,3138,697,414,466,435,547,1128,1080,503,124,5393,259,357,550,590,903,1735,3640,2290,538,10861,277,396,663,683,946,1762,3005,2265,1206,11197,361,536,881,913,1017,1469,1876,1095,387,8536
406,105,160,328,309,355,509,857,561,141,3326,83,154,361,267,364,505,844,691,340,3613,105,246,526,466,440,517,503,265,128,3184,67,254,553,485,481,457,355,186,61,2895,38,260,558,515,523,492,195,94,34,2717,25,178,573,486,582,508,164,51,14,2570,3,128,413,359,418,329,107,17,12,1787,7,63,394,311,363,238,67,28,7,1483,3,44,203,228,229,157,29,9,0,910,5,32,207,230,319,219,44,11,0,1067,6,4,31,45,60,32,20,3,0,192,0,13,29,50,56,58,19,14,7,242,251,180,472,389,469,456,403,314,183,3121,2117,2034,5319,4716,5303,5505,4329,2553,1032,32906,1499,209,384,355,407,772,468,164,61,4317,877,75,134,141,153,244,178,98,39,1947,546,353,558,446,507,697,595,299,78,4074,192,315,579,500,670,975,1646,1169,309,6360,201,267,542,425,592,921,1590,1163,512,6210,264,408,768,625,627,849,1008,496,193,5239
