SA4_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
303,0,4,5,0,0,0,10,8,4,33,0,0,4,29,9,5,8,3,5,64,0,7,9,50,17,23,15,11,0,136,0,8,150,395,15,11,3,0,0,579,3,14,10,60,25,28,63,63,21,276,41,420,799,2005,1079,771,455,165,51,5784,0,0,5,36,30,32,25,8,3,137,18,112,104,475,70,34,33,4,0,844,0,30,95,215,212,160,99,53,22,897,6,80,286,1291,453,419,284,63,24,2917,0,6,3,103,34,52,56,37,24,318,0,0,19,67,55,48,43,18,3,257,4,17,14,105,82,120,117,79,45,584,9,48,100,283,110,85,77,20,3,737,5,88,243,593,370,264,126,65,15,1766,9,60,139,464,216,176,106,44,15,1236,37,144,234,2122,496,490,394,88,16,4020,4,39,80,399,138,54,40,7,0,764,0,8,3,46,20,22,3,3,0,114,15,68,103,295,97,62,59,17,0,718
304,0,0,0,5,0,0,6,6,4,22,0,0,5,12,3,6,6,0,0,40,0,0,5,22,11,16,4,3,4,71,0,5,48,131,9,4,3,0,0,202,0,10,12,41,38,35,75,54,14,264,10,129,253,668,491,421,239,133,38,2384,0,0,0,12,3,11,9,5,0,40,0,17,6,59,12,3,0,0,0,104,0,13,38,95,124,74,42,20,8,413,3,18,65,308,130,107,79,24,0,731,0,0,0,60,35,34,44,7,16,197,0,0,0,4,10,7,0,0,0,28,3,36,48,90,114,112,101,52,43,585,9,53,74,147,69,49,47,11,0,464,11,153,287,613,479,253,200,68,20,2090,3,25,52,206,112,142,90,38,14,681,0,28,32,217,80,69,63,7,0,506,5,26,56,143,82,21,22,3,0,357,0,10,0,26,11,4,3,0,0,57,25,105,143,241,118,90,64,22,5,821
305,0,0,0,4,5,3,7,8,6,34,0,0,4,26,0,7,6,4,0,50,0,0,13,38,10,7,4,0,0,77,0,13,290,504,9,5,0,0,0,823,4,18,26,90,36,42,58,26,8,310,18,124,497,1675,811,600,369,142,23,4255,0,0,0,12,9,7,6,3,3,39,0,9,9,84,3,5,4,0,0,117,0,7,103,183,160,103,34,0,8,600,11,55,217,886,201,154,100,23,8,1651,0,0,3,140,42,30,32,15,15,278,0,0,0,19,9,8,6,3,0,44,4,16,59,228,128,140,86,46,17,726,8,54,147,242,65,30,32,4,3,586,9,33,176,689,221,121,89,31,11,1372,6,30,61,206,74,28,34,12,6,453,8,30,128,611,118,58,44,3,3,998,4,23,127,688,118,39,23,4,0,1031,0,7,0,85,11,10,4,3,0,121,41,143,185,600,141,101,66,26,3,1298
306,0,0,0,0,5,13,21,15,9,62,0,0,0,12,5,9,8,11,4,53,0,0,5,54,11,6,0,0,0,81,0,49,110,131,4,0,5,0,0,305,6,3,6,71,52,55,115,59,18,385,22,123,197,767,660,732,512,161,40,3217,0,0,0,3,0,4,0,0,0,4,0,6,6,20,3,4,0,0,0,46,13,108,182,508,394,264,177,34,6,1682,5,97,134,742,377,404,233,50,6,2047,0,6,0,51,20,18,36,8,0,146,0,0,3,16,14,20,20,5,4,77,0,6,18,83,79,122,115,67,13,511,0,9,7,30,28,24,19,7,3,122,5,24,70,194,123,80,58,29,4,581,0,3,9,56,25,28,18,11,3,153,4,6,6,212,20,10,3,0,0,255,0,37,61,344,197,83,35,10,0,767,6,0,0,10,6,4,0,0,0,35,8,26,38,208,72,81,99,40,6,572
307,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,13,0,0,3,21,0,0,0,0,0,27,0,0,0,17,9,14,49,31,8,130,0,23,48,203,178,240,153,61,14,927,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,12,0,0,7,18,29,23,5,0,0,93,6,90,90,341,153,112,61,11,0,867,0,0,0,4,9,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,30,24,18,4,103,0,4,0,3,9,3,0,0,0,20,4,20,23,99,56,44,21,13,3,275,0,0,3,9,3,3,0,0,0,19,0,3,4,74,0,8,3,0,0,94,0,0,8,38,21,10,3,0,0,83,0,0,0,0,0,0,0,0,0,5,0,0,5,28,17,19,28,6,3,119
308,0,0,0,0,0,0,5,5,0,18,0,0,0,4,0,0,0,0,0,12,0,0,0,19,4,4,3,0,0,27,0,4,26,109,7,4,0,0,0,152,0,0,4,17,15,33,60,28,9,165,12,110,207,688,531,506,312,102,23,2482,0,0,0,3,0,0,0,0,0,4,3,13,3,32,3,4,0,0,0,54,0,5,21,59,66,49,7,0,0,213,5,144,180,641,302,220,138,26,7,1656,0,0,0,18,7,6,12,3,0,43,0,0,3,5,3,0,3,0,0,16,0,0,7,52,31,68,51,43,8,263,6,6,6,5,16,11,7,0,0,54,14,77,122,301,196,95,43,23,0,876,3,19,21,72,25,5,7,0,0,163,0,7,0,37,3,0,3,0,0,54,0,13,26,150,76,33,11,4,0,313,0,0,0,0,0,0,0,0,0,8,0,19,11,66,38,52,43,10,0,245
309,0,0,0,7,6,40,99,93,24,274,0,0,17,63,30,43,43,18,12,219,0,0,3,36,25,21,6,8,0,97,0,4,90,352,5,4,0,0,0,465,4,9,25,109,78,120,278,219,94,934,112,1072,2237,6652,4353,3906,2876,1356,398,22976,0,0,3,45,24,40,28,8,6,162,4,18,33,128,40,14,9,0,0,243,0,12,54,137,194,133,81,21,5,636,17,127,291,1679,713,693,390,101,21,4024,4,5,16,204,98,104,182,75,42,711,0,6,10,30,42,41,36,16,4,185,0,45,84,277,257,375,395,280,101,1816,6,44,50,159,101,112,97,16,5,585,16,225,496,1392,913,708,399,198,54,4396,0,23,59,144,63,61,66,22,3,440,15,35,69,564,161,92,79,17,9,1034,16,80,134,799,331,160,62,7,5,1595,0,10,7,56,54,40,36,15,5,219,19,161,181,601,189,216,171,56,10,1606
310,0,0,0,0,0,16,23,22,5,83,0,0,3,16,3,10,9,5,0,47,0,6,5,47,14,9,12,9,0,92,0,6,36,230,10,7,6,0,0,305,0,0,8,45,36,61,153,108,30,446,75,860,1324,3226,1496,1008,583,216,41,8825,0,0,0,8,9,4,9,4,0,35,0,31,21,146,18,9,12,0,0,239,0,17,47,133,135,67,30,18,3,454,14,136,276,1088,553,386,211,68,18,2733,0,0,5,49,29,36,46,24,10,197,7,75,162,436,356,334,162,63,13,1603,0,15,18,114,84,156,142,95,29,654,0,17,24,74,35,44,16,0,0,225,0,51,104,432,224,163,74,46,11,1103,0,29,49,274,123,67,58,19,0,620,9,6,7,202,30,24,14,0,0,297,0,18,31,251,108,51,24,6,0,497,0,0,0,14,16,4,3,3,0,43,13,49,51,174,55,63,65,10,3,489
311,0,0,0,6,8,12,24,15,6,78,0,0,0,11,10,20,11,8,11,71,4,43,136,499,139,74,51,25,4,973,0,0,6,37,3,0,0,0,0,44,0,0,7,33,41,57,156,113,43,452,111,936,1620,4419,2201,1745,1044,391,70,12544,0,0,0,20,10,14,16,4,0,55,6,103,115,354,51,28,17,4,0,689,6,25,45,189,208,142,97,35,13,762,6,112,205,954,505,478,284,77,19,2640,0,0,0,50,34,43,52,16,10,211,0,41,105,336,258,259,144,54,8,1210,4,7,28,90,98,198,167,101,38,726,0,0,22,59,49,43,27,8,0,206,0,34,122,437,255,197,143,54,24,1264,0,16,26,142,46,38,43,33,8,338,3,18,31,330,81,83,61,12,7,614,3,126,154,421,108,51,22,4,0,893,0,3,8,47,33,11,13,0,0,118,7,34,41,163,40,55,51,13,0,411
312,0,0,0,4,3,14,55,52,20,144,0,0,0,5,0,0,7,0,0,14,0,0,0,17,5,3,0,0,0,26,0,6,10,42,0,3,0,0,0,62,0,0,5,23,18,26,36,27,9,150,12,98,172,709,451,455,278,77,14,2257,0,0,0,0,0,0,0,0,0,0,0,5,0,21,5,3,0,0,0,38,0,14,17,57,52,29,11,0,0,176,9,132,163,667,300,198,125,20,3,1613,0,0,4,30,10,3,5,4,0,54,0,0,0,7,6,4,3,0,0,18,0,3,8,31,39,60,56,15,12,223,0,0,0,14,11,0,4,0,0,31,11,60,102,316,183,108,34,6,0,822,0,11,8,42,12,10,0,3,0,85,0,6,8,80,0,0,0,0,0,93,0,17,25,136,100,46,5,4,0,332,0,0,0,5,3,0,0,0,0,3,0,9,17,101,30,29,29,11,0,210
313,0,0,0,0,3,14,28,22,4,71,0,0,0,7,13,23,19,16,0,72,0,0,0,5,4,4,0,0,0,16,0,8,5,22,0,0,0,0,0,38,0,5,12,27,36,67,159,111,49,469,37,339,602,1714,1284,1157,958,410,110,6619,0,0,0,0,4,8,0,3,0,13,0,0,0,13,0,8,3,6,0,28,0,17,41,117,114,117,80,14,5,507,13,119,156,745,326,348,224,73,10,2018,0,0,3,34,12,21,39,13,7,131,0,22,30,78,79,58,48,21,0,333,0,11,21,69,73,143,194,162,52,719,0,3,3,18,24,26,19,8,0,109,0,49,107,292,210,150,139,50,13,1012,0,0,8,34,14,19,27,12,9,124,7,4,24,336,13,3,4,0,0,391,0,19,40,202,98,51,19,6,0,427,0,0,0,3,3,5,0,0,0,15,10,26,32,101,56,80,90,21,0,409
314,0,0,0,4,0,3,8,8,0,24,0,0,0,5,10,3,12,3,0,44,0,0,5,58,18,18,12,0,0,112,0,12,33,192,16,9,0,0,0,262,0,5,6,29,41,46,53,44,26,259,39,426,637,1803,1013,726,395,152,42,5246,0,3,0,12,3,3,5,0,0,24,0,4,0,38,0,4,0,0,0,56,5,11,34,108,131,79,32,12,4,416,9,97,164,677,373,231,122,18,3,1689,0,4,7,48,12,26,19,11,6,130,0,13,40,88,74,59,42,9,0,315,0,22,44,110,97,106,97,60,23,553,0,6,15,40,27,23,13,6,0,137,9,161,234,649,458,222,123,49,11,1915,0,18,14,93,37,41,25,8,11,246,0,3,11,74,13,8,4,0,0,112,0,26,51,190,68,33,11,0,0,377,0,4,0,3,3,3,0,0,0,12,6,39,44,124,57,43,35,17,3,368
315,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,8,0,0,6,10,0,0,0,0,0,19,0,0,0,5,5,5,14,6,0,34,8,44,68,258,151,161,66,15,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,4,14,18,58,47,48,15,0,0,214,0,31,45,188,87,92,45,14,0,507,0,0,0,0,0,0,0,0,4,10,0,0,0,9,5,0,5,0,0,29,0,0,0,14,9,16,8,3,0,51,0,0,4,7,3,0,0,0,0,16,8,19,19,100,32,27,10,0,0,207,0,5,0,17,3,3,0,0,0,28,0,0,0,18,0,0,0,0,0,23,0,6,12,42,20,10,0,0,0,91,0,0,0,4,0,0,0,0,0,3,0,0,7,33,8,9,9,3,0,76
316,0,0,0,8,5,17,43,30,11,123,0,0,9,18,3,17,16,7,3,76,0,0,0,12,11,5,6,9,0,37,0,10,99,313,3,0,3,0,0,429,0,15,27,95,94,100,245,176,86,839,43,364,581,1997,1675,1770,1481,705,207,8823,0,0,0,0,4,5,3,0,3,23,0,6,4,24,0,4,0,0,0,46,0,8,19,86,162,118,86,13,8,498,10,75,81,564,238,224,125,28,10,1362,0,6,6,90,45,34,55,33,7,277,0,3,5,15,11,0,3,7,0,44,0,39,51,176,170,248,297,186,70,1244,3,33,13,45,35,43,27,5,0,208,10,154,251,713,545,381,270,122,36,2487,0,8,6,67,27,17,11,8,3,151,0,6,5,148,14,4,3,0,0,190,7,47,47,298,200,72,26,7,0,705,0,0,0,9,3,0,4,0,0,30,31,89,110,403,166,177,165,78,13,1231
317,0,0,0,0,0,3,5,0,0,10,0,0,0,4,0,0,3,0,0,11,0,0,7,22,4,0,0,0,0,34,0,4,112,246,7,3,3,0,0,383,0,0,3,19,14,24,64,49,15,196,16,53,78,322,276,213,172,73,19,1226,0,0,0,0,0,3,0,0,0,4,0,12,9,35,6,5,3,0,0,73,0,8,37,71,80,40,18,5,5,260,3,51,103,374,157,109,75,18,0,894,0,0,0,8,4,11,5,3,6,39,0,0,4,10,0,6,0,0,0,23,0,4,3,27,23,39,48,51,15,218,3,15,27,44,10,19,7,3,0,125,4,23,81,165,116,76,45,20,9,530,3,20,21,106,43,16,13,12,0,230,3,11,17,271,11,3,9,0,0,328,0,12,6,77,36,15,6,0,0,147,9,8,0,5,3,5,0,0,0,27,3,20,28,72,31,31,43,18,0,246
318,0,0,0,4,0,3,15,8,0,33,0,5,0,10,3,3,0,0,0,21,0,0,6,28,8,5,4,0,0,55,0,5,15,77,4,0,0,0,0,98,0,0,14,32,18,26,64,40,11,203,14,93,196,632,445,493,311,109,31,2331,0,0,0,0,0,4,0,0,0,4,0,11,4,23,3,4,4,0,0,54,0,9,92,155,165,70,58,16,7,568,12,67,171,558,300,273,150,33,0,1560,0,0,0,20,15,8,13,6,0,57,0,3,0,6,5,9,6,3,0,37,0,10,15,65,56,93,75,46,17,369,0,3,6,23,17,12,4,0,0,64,9,34,90,214,121,73,36,17,3,597,0,8,28,55,21,19,17,7,4,168,0,7,8,30,3,0,0,0,0,45,3,23,27,123,86,46,15,0,0,330,0,0,0,4,4,0,0,0,0,8,6,20,50,165,52,40,48,11,0,398
319,0,0,0,0,0,11,31,29,8,76,0,0,0,7,5,3,6,9,5,22,0,0,0,27,0,0,3,0,0,38,0,0,49,129,6,5,0,0,0,188,0,0,3,22,40,90,200,131,52,534,8,73,159,606,705,980,903,396,89,3913,0,0,0,0,0,3,0,0,0,6,0,4,7,28,5,5,0,0,0,49,0,3,21,44,93,75,43,8,4,298,13,65,83,538,331,400,310,65,11,1818,0,0,0,15,11,18,24,13,4,82,0,0,3,21,8,0,8,0,0,42,0,6,9,39,55,121,216,157,42,649,0,0,9,12,26,17,22,5,0,87,6,48,59,170,159,131,98,43,18,744,3,10,7,43,12,9,13,4,0,110,0,3,20,168,4,7,0,0,0,203,0,30,28,204,125,55,12,3,0,465,0,5,0,7,7,0,4,3,0,31,3,26,19,94,45,76,82,29,15,382
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,6,4,5,8,11,3,0,32,3,0,21,68,46,56,63,13,0,265,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,3,0,8,3,4,3,0,0,22,0,4,10,18,4,4,4,0,0,40,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,14,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,3,7,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,34,0,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,4,0,0,0,22
401,0,0,0,3,4,13,40,24,14,101,0,0,5,16,4,10,0,3,0,39,0,0,12,22,7,5,8,4,3,61,3,3,104,345,8,0,5,0,0,460,0,4,15,32,38,49,187,108,46,482,9,54,79,285,203,237,186,95,34,1187,0,0,0,6,3,0,3,0,0,16,8,69,51,226,34,6,9,3,0,408,0,5,4,25,49,22,15,0,0,129,5,48,121,561,150,107,87,30,7,1127,0,0,3,108,64,82,87,61,32,441,0,0,3,4,0,0,0,0,0,9,0,24,27,99,99,141,204,113,70,774,6,59,118,202,84,66,64,25,9,629,11,70,98,297,177,116,95,48,14,921,13,130,116,445,164,52,45,29,11,1003,5,20,36,215,38,38,16,3,0,372,3,28,54,222,87,25,26,0,0,451,4,6,3,23,19,10,16,12,5,98,22,73,107,248,85,99,86,54,7,785
402,0,0,0,7,11,27,82,79,22,231,0,4,0,11,7,7,3,5,0,28,0,53,172,458,121,39,17,10,0,865,7,156,296,635,30,17,4,0,0,1149,0,0,10,27,39,89,269,181,89,698,10,90,125,378,272,231,150,63,20,1346,0,0,0,6,0,18,15,12,0,61,31,264,289,499,51,16,7,3,0,1167,0,3,5,17,47,21,9,4,3,98,8,157,353,1384,616,536,310,84,23,3467,0,0,10,151,100,188,221,85,65,818,0,0,0,10,0,0,5,0,0,22,0,12,17,97,112,393,436,384,142,1597,0,25,29,70,48,43,30,9,0,252,5,50,94,227,152,112,49,32,7,734,8,66,83,405,110,45,37,12,5,763,0,8,13,181,17,13,12,0,0,241,8,28,41,388,136,67,19,6,0,704,0,3,7,48,18,15,8,4,0,111,3,43,58,177,55,61,48,13,9,463
403,0,0,0,5,5,9,45,42,11,119,0,0,7,23,6,5,0,0,3,48,0,0,0,25,7,4,6,5,0,44,3,31,179,771,15,18,0,0,0,1018,6,11,19,79,50,101,320,201,103,887,10,63,109,449,321,333,267,97,30,1682,0,0,0,3,0,0,4,0,0,15,3,34,52,185,60,29,20,0,0,385,0,3,6,41,59,21,12,3,3,153,4,69,121,696,341,287,173,62,11,1774,0,3,16,173,96,174,182,67,46,753,0,0,0,0,3,3,6,0,0,10,0,32,89,233,256,412,388,267,134,1812,5,23,64,117,73,47,48,10,0,390,12,137,180,447,317,152,107,49,14,1414,7,28,48,194,66,37,21,18,11,429,0,4,7,108,20,10,5,0,0,152,7,27,30,242,109,37,22,6,0,468,0,7,5,11,11,4,6,3,3,43,9,65,67,230,86,94,86,43,9,690
404,0,0,0,3,0,8,75,48,26,164,0,0,0,11,0,3,0,0,0,17,0,0,3,25,5,4,0,3,0,43,3,12,191,612,3,6,0,0,0,825,0,3,4,31,22,31,88,61,22,250,7,37,80,272,164,156,117,37,3,864,0,0,0,12,14,10,15,28,12,91,14,71,50,231,18,9,7,0,4,408,0,0,9,23,16,3,4,0,0,58,9,89,183,753,303,239,153,39,16,1789,0,3,9,109,54,77,122,88,99,561,0,0,0,0,0,0,0,0,0,8,0,20,34,93,76,146,155,115,41,682,0,17,24,80,30,25,18,3,0,195,7,44,64,218,105,63,28,18,0,549,0,15,19,133,33,9,9,5,0,218,0,5,13,138,15,15,4,0,0,187,0,31,38,242,89,34,16,0,0,448,4,6,7,19,9,5,4,0,4,54,9,30,30,147,33,49,25,4,0,325
405,0,0,0,0,0,8,9,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,15,0,0,0,0,0,14,0,8,3,8,16,28,98,52,12,215,0,15,8,74,60,84,70,27,3,355,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,13,0,0,0,5,3,11,3,0,4,31,3,22,28,135,54,60,48,13,4,355,0,0,0,0,12,10,9,3,0,37,0,0,0,0,0,0,0,0,0,0,4,9,6,23,30,69,70,51,19,269,0,0,0,3,8,6,3,0,0,27,0,4,17,49,38,18,15,8,0,151,0,0,4,11,4,5,0,0,0,25,0,0,4,12,0,0,0,0,0,23,0,3,6,31,41,14,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,10,12,22,14,25,26,5,0,112
406,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,33,0,0,0,9,14,17,54,27,11,122,4,7,24,86,55,68,42,16,0,301,0,0,0,0,0,0,0,0,6,7,0,0,0,12,0,0,0,0,0,17,0,0,7,11,8,6,0,0,0,28,0,29,29,181,81,70,58,15,5,470,0,0,0,9,0,0,6,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,8,19,27,88,85,80,24,329,0,0,0,8,3,3,0,0,0,17,0,20,11,44,39,13,17,6,0,158,0,0,0,47,0,5,3,0,0,64,0,0,0,10,0,0,0,0,0,11,0,8,3,36,24,5,5,0,0,81,0,0,0,0,0,0,0,0,0,3,0,4,0,12,9,14,12,5,0,59
407,0,0,0,0,0,3,15,3,0,29,0,0,0,0,0,5,0,0,0,8,0,3,16,58,27,12,0,4,0,119,0,0,5,38,0,0,0,0,0,49,0,3,0,16,27,46,222,125,40,484,5,26,66,204,160,221,121,55,21,873,0,0,0,0,4,0,3,0,0,8,3,10,9,22,0,0,0,0,0,45,0,0,0,9,21,11,6,0,0,46,11,66,90,361,183,161,77,25,0,976,0,0,0,8,12,8,22,9,15,71,0,0,0,0,0,0,0,0,0,0,0,7,14,24,33,108,166,104,39,489,0,0,4,10,12,10,9,0,0,36,5,38,36,102,49,43,35,14,3,325,0,4,3,36,11,3,0,0,0,59,0,0,4,70,5,0,0,0,0,80,3,32,42,104,50,16,7,0,0,249,0,0,0,3,8,3,12,0,0,33,0,11,4,62,32,43,49,12,4,221
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,6,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
