SA4_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
302,2984,524,53,24,2444,233,6257,2534,1246,142,62,2608,380,6973,4960,5331,1025,398,4263,979,16955,4054,6447,1907,704,2987,791,16891,3643,5579,1443,525,2554,613,14360,2791,4107,1195,477,2571,448,11586,1491,2661,1181,554,2382,390,8658,705,1254,614,357,1677,336,4934,252,334,131,108,923,238,1979,23416,27480,7689,3220,22402,4400,88597,3039,695,80,24,1913,190,5942,2436,2046,352,160,1831,323,7146,3474,6410,2282,1833,3034,811,17849,2078,6027,3737,2960,1935,614,17359,2063,5886,3118,1743,1806,432,15056,1748,4273,2449,1448,2104,393,12419,873,2519,2105,1524,2391,386,9799,645,1367,1055,907,2178,447,6596,423,475,260,189,1768,574,3686,16777,29705,15433,10787,18975,4176,95851,6022,1219,131,42,4361,421,12203,4969,3290,488,223,4435,700,14116,8436,11740,3305,2234,7298,1788,34804,6130,12477,5641,3667,4925,1406,34255,5702,11469,4564,2271,4358,1043,29413,4532,8383,3640,1921,4679,845,24008,2363,5181,3284,2082,4769,777,18455,1350,2620,1668,1265,3853,778,11532,675,804,389,299
303,5054,975,91,33,4234,411,10794,5001,2508,317,118,5672,822,14438,8881,8351,1510,603,9982,1877,31212,6793,9979,2969,1101,6527,1324,28691,5610,8496,2252,831,4429,993,22606,4174,6151,1769,754,4104,755,17710,2352,3779,1746,769,3562,552,12765,1044,1691,911,448,2434,368,6905,307,367,167,113,1228,187,2369,39217,42291,11739,4765,42177,7289,147481,5130,1263,161,49,3475,409,10490,4801,3744,641,255,4005,697,14142,6396,9884,3404,2884,7327,1552,31438,3299,9308,5946,5352,4786,1178,29873,2700,8341,5134,3251,3372,776,23576,2240,6327,3857,2472,3518,687,19099,1251,3506,3133,2328,3529,512,14265,782,1633,1369,1166,2816,488,8254,429,579,283,179,2281,428,4184,27037,44589,23920,17932,35112,6728,155320,10181,2242,253,83,7712,816,21283,9805,6258,960,372,9682,1516,28582,15279,18235,4919,3488,17307,3428,62651,10091,19286,8913,6457,11313,2502,58565,8308,16840,7385,4082,7796,1774,46177,6418,12483,5626,3224,7622,1442,36808,3608,7277,4880,3101,7097,1068,27025,1835,3322,2281,1609,5252,862,15159,736,947,454,293
304,3860,602,38,21,2669,169,7364,3046,1325,115,49,2412,347,7303,3185,3432,692,219,2475,460,10472,2975,5319,1712,569,1802,413,12794,3229,5702,1563,488,1499,364,12846,2284,3961,1173,415,1402,317,9555,1435,2780,1261,490,1370,244,7583,754,1336,660,348,1149,184,4435,209,246,144,71,665,118,1444,20979,24699,7357,2679,15450,2620,73781,3720,778,63,25,2233,174,6990,2688,1789,253,98,1578,211,6622,2256,4003,1367,1130,1644,393,10802,1409,4775,3451,2924,1232,392,14174,1483,5552,3488,1959,1081,279,13836,1167,4005,2468,1349,1070,254,10307,744,2452,2272,1560,1450,247,8715,452,1118,1082,862,1381,235,5124,287,360,195,132,1312,241,2527,14207,24832,14640,10035,12972,2414,79104,7588,1381,104,49,4900,343,14353,5735,3116,374,146,3995,559,13919,5448,7436,2065,1349,4122,856,21274,4382,10094,5165,3491,3032,803,26964,4711,11251,5053,2445,2576,645,26684,3453,7969,3639,1767,2471,568,19864,2177,5237,3534,2049,2818,487,16295,1209,2452,1739,1216,2531,418,9557,493,600,337,200
305,3822,738,55,34,2855,330,7830,5021,2916,337,153,5001,869,14299,10134,9578,1391,431,8770,2367,32663,6185,8478,2044,719,4161,1487,23072,5112,7447,1777,578,2971,1095,18971,3691,5192,1346,473,2473,771,13944,1815,2963,1049,375,2185,557,8945,705,1141,484,212,1371,326,4236,168,208,94,48,633,154,1308,36648,38667,8573,3017,30412,7945,125263,3973,1087,102,38,2446,391,8043,5494,4798,712,213,4161,991,16375,8643,11582,2570,1582,6362,2081,32815,3584,7745,4006,3195,2664,1148,22337,2943,7421,3809,2202,1795,776,18947,2198,5403,2665,1314,1643,640,13863,1006,2798,1968,1185,1800,472,9229,468,1039,857,608,1387,351,4712,275,312,162,94,1099,268,2206,28577,42189,16846,10436,23361,7117,128533,7795,1831,156,70,5304,720,15874,10521,7713,1047,368,9164,1858,30667,18775,21159,3958,2014,15127,4451,65488,9767,16229,6050,3912,6827,2636,45413,8056,14870,5581,2781,4763,1870,37922,5888,10593,4010,1787,4114,1411,27803,2815,5759,3016,1559,3988,1027,18169,1169,2182,1344,813,2755,677,8943,443,520,255,152
306,3201,669,59,39,2972,870,7804,2022,969,136,71,2473,852,6527,3929,3582,815,430,4306,2106,15156,3554,4631,1355,719,3184,1730,15177,4060,5328,1494,750,3593,1827,17059,3662,5172,1757,919,4029,1631,17176,2274,3662,1790,1096,3960,1376,14152,877,1333,795,662,2403,772,6843,224,272,126,106,887,314,1927,23797,25625,8334,4794,27807,11471,101817,3128,841,107,56,2412,743,7291,1666,1476,333,231,1779,763,6251,2736,4614,1860,2031,3174,1906,16321,1972,5284,3046,2786,2359,1565,17012,2349,6370,3315,2064,2450,1445,17999,2096,5575,3159,2123,2980,1322,17260,1121,3096,2598,2409,3109,1095,13429,533,1159,1012,1116,2249,745,6814,228,297,165,148,1294,438,2569,15827,28706,15604,12970,21808,10026,104950,6326,1511,164,95,5386,1611,15096,3687,2447,471,304,4252,1619,12780,6662,8195,2675,2455,7478,4010,31475,5530,9916,4402,3502,5544,3296,32189,6408,11702,4813,2813,6044,3271,35054,5757,10747,4919,3045,7015,2948,34431,3398,6756,4389,3504,7065,2474,27588,1408,2493,1803,1776,4656,1514,13655,448,566,291,257
307,1553,392,50,28,1439,417,3879,1139,578,104,49,1133,418,3424,1775,1789,460,210,1880,892,7005,1697,1963,595,301,1369,709,6634,2054,2345,630,369,1787,809,7995,2068,2455,775,443,2329,886,8955,1341,1927,931,704,2409,748,8059,608,806,512,426,1530,489,4369,145,171,92,79,552,198,1232,12375,12433,4151,2593,14423,5574,51552,1459,522,61,32,1097,393,3562,757,827,268,216,728,321,3112,847,1974,1021,1491,1123,739,7198,604,2234,1523,1557,727,645,7289,811,2841,1663,1248,1077,721,8361,858,2591,1839,1445,1457,700,8886,472,1498,1541,1657,1654,632,7452,366,716,640,841,1367,532,4458,172,197,119,104,877,289,1756,6337,13393,8672,8590,10111,4976,52074,3006,918,106,57,2535,813,7446,1897,1403,368,265,1855,745,6530,2618,3767,1485,1700,3002,1636,14203,2301,4196,2123,1851,2090,1359,13919,2870,5186,2299,1614,2866,1527,16348,2923,5048,2612,1888,3786,1586,17837,1817,3426,2467,2360,4067,1385,15512,975,1522,1155,1271,2899,1025,8831,319,364,213,184
308,3112,590,67,37,2981,704,7494,1964,1138,183,76,2369,805,6536,3537,3879,921,455,3834,1968,14602,3354,4588,1319,642,2936,2048,14896,3537,4512,1210,578,3185,1858,14878,3164,4311,1427,754,3906,1641,15211,1690,2722,1376,936,3266,984,10972,680,1002,554,493,1883,535,5141,184,204,105,99,649,237,1477,21239,22942,7152,4081,25010,10787,91214,2865,878,129,51,2333,600,6853,1501,1731,450,385,1648,565,6276,1902,4319,2202,2726,2381,1211,14744,1324,4735,3020,2898,1711,1158,14850,1634,5255,2676,1923,2066,1096,14651,1444,4358,2867,2172,2609,1024,14486,734,1988,2011,2065,2474,775,10048,479,907,778,918,1930,609,5618,208,238,125,125,1083,396,2180,12095,24407,14262,13278,18227,7437,89710,5977,1469,197,89,5315,1301,14351,3469,2867,632,458,4019,1371,12816,5440,8204,3122,3185,6214,3186,29341,4679,9324,4341,3546,4642,3209,29745,5169,9767,3889,2507,5251,2955,29532,4612,8673,4295,2934,6520,2666,29700,2425,4715,3386,3006,5744,1750,21026,1159,1905,1330,1409,3808,1145,10759,400,436,230,230
309,8177,1357,107,60,8100,1151,18946,6750,2884,355,162,7839,1447,19441,11875,10596,2106,915,12968,3717,42176,10619,13919,3834,1628,8706,3016,41714,10620,14103,3742,1627,8748,2790,41625,8673,11296,3265,1538,8981,2204,35961,5543,8469,3691,1756,9081,1919,30460,2586,3879,2041,1139,6594,1436,17675,648,681,387,259,2432,775,5189,65491,67181,19528,9083,73448,18460,253192,8274,2021,226,71,6663,1109,18368,6603,4984,968,513,5913,1499,20482,8265,13841,5298,5213,9331,3559,45507,5100,14281,8974,8018,5953,2817,45150,5588,15931,8826,5696,6168,2523,44722,5014,12940,7541,4669,7367,2129,39655,2880,8184,6883,5073,8880,1922,33817,1732,3554,2928,2472,6810,1823,19327,783,879,447,374,3820,1580,7881,44230,76625,42091,32096,60909,18964,274915,16448,3379,333,133,14762,2262,37315,13355,7863,1324,675,13752,2951,39925,20140,24436,7403,6131,22302,7277,87681,15716,28199,12808,9652,14657,5836,86865,16207,30033,12569,7319,14914,5307,86348,13687,24241,10806,6205,16344,4331,75612,8424,16658,10571,6826,17960,3833,64273,4323,7438,4965,3611,13402,3260,37005,1428,1557,837,632
310,4741,1215,128,57,5119,945,12206,3695,1916,271,133,4892,1351,12255,6357,6979,1582,777,7454,3391,26543,5232,8057,2467,1163,5719,2771,25406,5066,7231,2003,870,5462,1912,22548,4152,5745,1881,975,5449,1243,19438,2197,3333,1785,1202,4376,847,13735,899,1337,794,630,2605,567,6831,253,262,140,89,858,252,1858,32593,36079,11049,5891,41933,13274,140826,4678,1590,238,113,4342,823,11783,2973,2928,766,623,3503,864,11659,3604,8150,3797,4381,5640,2019,27590,2379,7737,5109,4878,4151,1712,25978,2570,7873,4309,3154,4134,1285,23317,2214,5931,3732,2833,4253,1007,19968,1085,3081,2748,2761,3964,812,14458,739,1308,1147,1108,2804,715,7809,308,362,187,142,1420,460,2874,20551,38961,22044,19997,34207,9694,145446,9418,2808,367,172,9464,1766,23991,6662,4847,1038,756,8396,2221,23919,9964,15129,5379,5155,13090,5410,54131,7611,15797,7581,6043,9866,4483,51386,7633,15101,6309,4023,9605,3194,45864,6364,11679,5616,3807,9707,2245,39407,3286,6410,4534,3957,8341,1660,28192,1640,2640,1938,1735,5405,1284,14646,565,627,326,238
311,4600,1168,122,59,5477,1039,12469,3683,1843,270,135,4999,995,11933,6124,6328,1484,722,8101,2234,24992,5322,7369,2172,984,5968,2006,23821,5103,6653,1874,885,5656,1639,21812,4129,5410,1714,840,5200,1176,18468,2298,3597,1719,1064,4806,813,14290,957,1396,825,536,2855,518,7091,191,192,101,77,949,208,1726,32398,33965,10294,5316,44017,10628,136608,4430,1561,194,109,4354,921,11570,2781,2833,793,606,3624,938,11571,3400,7100,3657,4324,5618,2212,26309,2267,7343,4672,4806,4070,1824,24975,2554,7524,4042,2982,4234,1448,22783,2119,5752,3676,2746,4270,1027,19586,1263,3260,2981,2666,4552,938,15658,707,1262,1073,953,3023,695,7719,264,256,123,108,1575,428,2756,19785,36888,21207,19302,35313,10434,142933,9034,2734,317,172,9837,1958,24043,6464,4675,1066,745,8621,1936,23503,9524,13428,5136,5050,13713,4447,51304,7590,14706,6847,5791,10041,3830,48793,7656,14173,5916,3864,9890,3088,44589,6250,11160,5389,3584,9470,2212,38061,3554,6859,4699,3734,9359,1749,29951,1660,2665,1904,1492,5876,1211,14808,461,449,227,184
312,2258,461,36,22,2046,548,5381,1563,779,108,63,1993,869,5368,2892,3091,629,291,3344,2362,12604,2861,3769,925,493,2434,2063,12539,2893,3628,896,442,2820,2076,12753,2633,3374,981,521,3100,1735,12347,1298,2013,984,666,2573,905,8433,494,724,404,359,1392,483,3855,122,112,65,66,503,162,1032,17005,17951,5027,2923,20212,11198,74315,2161,593,85,28,1661,498,5019,1301,1318,292,225,1359,673,5178,1677,3479,1626,2094,2228,1534,12635,1123,3892,2320,2187,1385,1185,12089,1380,4172,2161,1381,1590,1137,11826,1104,3357,2156,1623,2026,1007,11269,494,1447,1468,1599,1908,643,7565,315,556,524,673,1363,445,3887,149,187,95,85,791,229,1549,9721,19016,10726,9896,14316,7342,71016,4422,1054,122,55,3710,1044,10398,2864,2098,396,282,3355,1547,10543,4568,6568,2256,2380,5574,3890,25239,3984,7664,3247,2679,3814,3244,24629,4276,7793,3049,1827,4418,3212,24580,3736,6735,3132,2143,5123,2743,23611,1794,3459,2453,2263,4481,1541,15993,809,1283,931,1033,2757,927,7740,276,307,164,153
313,3483,677,62,26,3336,546,8131,2422,1097,167,63,2988,718,7455,3795,3778,941,425,4122,1704,14770,3594,4673,1444,667,3129,1454,14953,4015,5385,1554,658,3580,1229,16417,3522,4910,1606,826,4111,906,15878,2437,4244,2126,1240,4648,856,15552,1193,1933,1106,733,3269,680,8917,295,332,172,149,1224,281,2460,24757,27031,9176,4791,30414,8368,104531,3470,945,121,49,2590,504,7680,1965,1683,460,356,2029,484,6982,2087,4484,2243,2663,2746,1039,15268,1581,5294,3255,3168,1957,983,16227,2132,6307,3393,2282,2583,949,17644,2022,5646,3435,2403,3383,811,17693,1293,3873,3695,3200,4484,873,17413,877,1716,1458,1437,3505,757,9744,369,406,202,167,1932,547,3617,15788,30350,18262,15710,25207,6938,112255,6960,1623,180,70,5924,1051,15811,4387,2781,630,419,5017,1200,14440,5888,8258,3182,3089,6875,2739,30033,5171,9968,4698,3832,5089,2433,31179,6150,11697,4945,2934,6165,2174,34059,5543,10558,5039,3228,7493,1714,33568,3729,8117,5817,4440,9131,1731,32966,2066,3646,2562,2168,6775,1435,18666,663,736,378,316
314,3641,622,42,21,2802,300,7426,2542,1027,132,82,2537,307,6625,4080,4249,947,363,3598,766,14004,3765,5936,1746,702,2655,702,15500,3719,5810,1543,591,2506,596,14770,2584,4020,1259,559,2133,419,10977,1317,2486,1255,663,2029,307,8060,602,944,557,358,1280,199,3943,127,130,65,50,441,109,926,22379,25227,7540,3394,19980,3708,82229,3547,862,101,41,2324,261,7133,2148,1714,406,224,1679,270,6442,2477,5037,2304,2266,2399,690,15176,1633,5722,3726,3286,1788,625,16768,1954,6147,3252,2085,1715,482,15627,1406,4210,2461,1618,1811,340,11850,728,2098,1971,1740,2054,308,8897,424,834,734,682,1512,291,4479,193,207,83,55,841,222,1604,14498,26834,15038,12001,16136,3486,87990,7192,1489,140,59,5131,557,14561,4689,2742,538,300,4216,578,13072,6556,9289,3251,2635,6001,1458,29186,5400,11659,5461,3985,4441,1323,32269,5673,11955,4794,2679,4216,1082,30394,3996,8225,3723,2178,3946,758,22820,2037,4586,3222,2409,4082,618,16960,1021,1780,1295,1040,2793,492,8423,324,339,150,107
315,876,225,49,40,945,394,2537,776,408,79,70,938,539,2804,1489,1403,309,178,1618,1322,6325,1126,1349,360,233,1098,1000,5171,1175,1188,361,238,1313,891,5170,1097,1214,357,271,1438,772,5148,569,669,290,218,1100,443,3285,172,238,134,112,583,242,1480,47,36,15,11,161,49,326,7330,6726,1954,1370,9189,5670,32237,714,328,76,43,777,332,2268,652,675,171,161,667,328,2661,1036,1683,678,833,1119,717,6071,659,1523,747,835,726,561,5040,686,1424,710,567,870,598,4855,667,1292,639,555,908,575,4627,274,501,363,433,770,331,2686,128,202,127,181,461,205,1299,39,50,33,26,203,66,416,4854,7677,3540,3638,6499,3701,29910,1590,554,123,85,1722,734,4804,1424,1083,247,232,1611,871,5463,2532,3087,987,1013,2741,2044,12397,1778,2869,1109,1072,1821,1563,10209,1865,2609,1073,812,2179,1486,10021,1759,2500,995,825,2344,1344,9773,849,1171,658,652,1868,773,5970,304,435,254,293,1039,448,2775,87,87,50,38
316,5608,876,65,36,4542,639,11764,3506,1574,190,85,3459,659,9473,5798,5703,1203,504,5321,1529,20068,5409,8343,2502,1028,3900,1638,22828,6219,9454,2794,1148,4396,1716,25728,5701,8669,2923,1336,5130,1400,25156,4081,7438,3645,1895,5510,1278,23846,2023,3497,1955,1170,4305,926,13883,546,662,361,292,1963,540,4371,38899,46221,15637,7494,38529,10330,157110,5646,1178,111,50,3752,622,11357,3313,2494,555,290,2508,616,9769,3856,6911,3067,3121,3509,1395,21865,2620,8353,5615,5163,2406,1372,25539,3421,10910,6151,3610,2942,1369,28402,3577,10023,6127,3714,4320,1350,29122,2042,6780,6130,4632,5378,1257,26219,1265,2955,2692,2444,4795,1171,15322,619,731,437,399,3111,999,6296,26366,50327,30898,23425,32723,10141,173886,11258,2048,181,79,8292,1262,23120,6818,4067,744,372,5963,1270,19242,9653,12613,4273,3628,8832,2925,41927,8031,16704,8121,6195,6303,3013,48364,9637,20365,8950,4757,7339,3082,54134,9279,18691,9051,5051,9447,2745,54274,6126,14216,9779,6529,10885,2535,50066,3292,6450,4647,3620,9100,2096,29199,1164,1393,798,692
317,2370,459,38,25,2317,345,5561,1689,931,130,52,1929,350,5085,2874,3028,658,258,2989,750,10562,2259,3182,937,411,2021,559,9371,2305,3228,804,316,1953,580,9192,2096,2890,835,391,2040,492,8738,1252,2132,1018,586,2070,435,7499,645,1035,590,406,1448,312,4431,172,202,106,82,708,152,1430,15666,17097,5122,2526,17478,3969,61863,2455,681,93,34,1880,291,5427,1434,1382,380,214,1476,349,5233,1700,3417,1597,1785,2069,582,11159,1009,3311,2159,1888,1354,490,10210,1262,3828,1992,1247,1352,422,10102,1119,3267,1936,1302,1678,428,9727,616,1948,1852,1703,1996,455,8571,455,925,870,923,1875,419,5473,245,304,175,163,1305,273,2458,10287,19064,11052,9255,14990,3711,68358,4827,1142,135,59,4198,634,10992,3121,2310,509,267,3406,706,10312,4574,6451,2263,2045,5056,1334,21719,3271,6493,3096,2297,3375,1053,19577,3564,7059,2793,1560,3305,1001,19294,3210,6156,2774,1693,3719,916,18465,1869,4086,2870,2284,4070,893,16065,1098,1955,1460,1333,3325,733,9907,420,505,284,245
318,3030,679,50,39,3146,768,7713,2521,1428,176,92,3360,1422,9005,4087,4380,881,410,4360,2174,16295,3115,4585,1278,618,2916,1766,14281,3441,4688,1219,577,3254,1589,14767,3011,4242,1312,705,3618,1251,14144,1663,2854,1472,867,3368,850,11078,707,1068,656,501,2012,506,5452,189,167,102,88,718,192,1455,21777,24095,7143,3903,26750,10530,94185,3236,887,106,55,2772,632,7689,2225,2179,497,281,2155,712,8053,2555,5001,2033,2049,2796,1434,15873,1661,5074,2944,2429,1846,1224,15174,1848,5448,2795,1763,2306,1137,15303,1622,4578,2721,1902,2669,877,14366,819,2337,2093,2161,2834,700,10938,525,945,894,976,2086,524,5955,238,301,185,99,1238,337,2401,14730,26744,14283,11718,20696,7578,95753,6265,1569,158,91,5917,1401,15403,4751,3605,669,377,5518,2132,17056,6642,9381,2919,2461,7153,3606,32165,4781,9654,4223,3047,4763,2990,29457,5291,10138,4014,2340,5564,2724,30071,4634,8818,4032,2607,6282,2132,28512,2482,5192,3565,3026,6197,1552,22014,1233,2017,1555,1476,4094,1033,11404,428,468,285,192
319,3630,808,91,33,3450,809,8821,2187,1170,215,121,2531,666,6891,3554,3606,931,505,3960,1548,14100,3334,4481,1352,773,3001,1472,14404,4183,5420,1685,934,4123,1707,18044,4477,6355,2429,1513,5863,1741,22370,3376,6019,3447,2458,7247,1764,24311,1728,2635,1694,1432,5014,1202,13708,424,419,275,218,1700,411,3445,26892,30905,12121,7982,36894,11316,126106,3496,1035,130,67,2683,670,8083,1667,1723,466,396,1834,504,6584,1910,4126,2168,2632,2688,1174,14704,1483,5129,3263,3168,1859,1080,15977,2300,6875,3613,2736,2820,1327,19668,2517,7086,4933,4024,4356,1517,24430,1583,4788,5058,5252,6049,1621,24345,1043,2092,2007,2323,4760,1321,13548,460,531,303,294,2580,647,4810,16459,33371,21935,20888,29624,9864,132150,7133,1839,219,104,6135,1472,16904,3853,2888,682,520,4361,1173,13476,5462,7725,3100,3137,6652,2720,28800,4816,9606,4609,3939,4864,2549,30385,6481,12289,5298,3661,6949,3036,37716,6993,13445,7363,5530,10216,3257,46806,4958,10812,8500,7705,13300,3382,48658,2775,4723,3704,3760,9770,2525,27252,889,952,578,510
397,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,5,30,37,6,0,0,0,10,45,55,0,3,0,0,6,31,42,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,28,108,149,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,13,13,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,0,0,0,0,0,0,0,3,0,0,0,0,14,16,0,0,0,0,10,34,49,6,0,0,0,10,52,64,0,3,0,0,6,32,45,0,0,0,0,0,8,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
399,80,11,4,3,104,71,272,83,39,10,3,149,152,444,244,174,43,41,390,406,1301,180,172,55,42,283,461,1194,147,163,50,19,267,402,1042,241,253,77,43,362,312,1297,179,269,98,45,446,210,1253,35,40,15,13,124,49,283,5,0,0,0,6,6,23,1198,1130,348,211,2143,2076,7108,87,33,7,3,97,61,291,94,96,20,17,131,127,493,244,228,89,105,314,370,1345,113,193,86,101,119,271,885,155,193,87,68,164,217,887,194,310,149,88,243,193,1170,111,204,123,78,237,118,870,19,23,15,14,65,28,160,0,0,0,0,16,4,25,1022,1277,585,479,1385,1392,6127,163,47,13,3,206,134,566,179,133,30,20,277,284,934,491,402,131,146,704,776,2649,292,362,136,140,402,734,2077,297,350,138,90,431,620,1929,430,565,229,133,613,510,2468,298,475,225,121,681,330,2124,56,70,30,27,188,74,444,10,3,0,0
