SA4_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
206,20,0,3,6,11180,11202,333,27,15,16,26248,26641,11606,567,776,48,67319,80322,20857,1368,2836,65,25857,50981,17214,1628,3877,183,12484,35375,14297,1336,4548,399,7438,28011,10948,843,3328,692,3444,19248,6452,322,1382,972,1281,10415,2065,59,263,1072,344,3804,83787,6164,17026,3452,155582,266006,27,0,5,0,12190,12229,652,54,34,7,29929,30675,14758,916,1477,55,67997,85196,20899,1582,3655,187,23799,50110,17420,1820,5258,418,11703,36623,13972,1327,5985,1143,6675,29097,10107,817,4749,2686,3234,21595,4805,262,1954,4415,1008,12443,926,48,470,4285,351,6077,83570,6816,23586,13195,156890,284057,44,0,8,8,23369,23434,983,79,52,28,56173,57314,26363,1482,2252,101,135314,165518,41754,2953,6484,253,49654,101098,34632,3451,9132,599,24186,72005,28268,2658,10535,1541,14110,57113,21058,1664,8075,3372,6677,40849,11257,583,3330,5393,2288,22859,2995,107,730,5352,692,9883,167362,12979,40605,16639,312472,550062
207,7,0,0,3,12098,12109,144,3,0,6,13856,14010,6027,153,310,14,17866,24376,15609,509,1006,22,5529,22670,17385,846,1680,116,3603,23630,15920,644,2050,243,2325,21188,12629,407,1331,526,1223,16112,8436,213,719,1022,461,10853,3005,57,156,1377,170,4758,79166,2836,7248,3325,57134,149715,3,0,0,0,11596,11605,240,12,10,0,12794,13055,7935,254,494,18,15696,24394,17537,769,1590,73,5224,25194,19084,1139,2825,282,3522,26853,15998,800,3557,815,2334,23503,12296,473,2734,2232,1400,19137,6742,216,1393,4580,753,13688,1478,39,425,5144,421,7512,81312,3710,13022,13148,53740,164939,11,5,0,5,23691,23713,384,20,14,10,26657,27065,13960,409,803,30,33569,48770,33146,1278,2600,96,10754,47868,36471,1982,4498,398,7129,50484,31923,1451,5603,1052,4659,44690,24923,876,4068,2754,2620,35247,15172,428,2116,5609,1209,24535,4491,97,571,6524,592,12274,160475,6548,20273,16480,110880,314649
208,14,4,0,0,12753,12769,123,5,9,4,12293,12430,6072,162,237,6,19095,25576,18020,650,1248,53,7754,27721,20210,1103,2554,142,5454,29467,16627,918,3037,358,3416,24358,12997,625,2441,661,1782,18507,7625,258,1072,1087,634,10679,2543,57,274,1321,221,4420,84231,3776,10886,3631,63400,165927,3,0,0,0,12333,12339,257,8,8,4,11692,11979,8407,299,434,20,17621,26776,19694,989,1908,114,7714,30426,21133,1585,3970,357,5508,32552,16180,1208,4718,1009,3393,26501,12173,733,4220,2581,1855,21564,5861,250,2018,4621,769,13521,1315,49,568,5634,344,7908,85034,5123,17839,14339,61232,183563,16,4,0,0,25087,25117,383,14,16,7,23980,24406,14482,462,667,30,36716,52356,37717,1643,3154,164,15464,58144,41351,2682,6528,494,10965,62017,32805,2125,7753,1362,6812,50866,25174,1357,6663,3243,3641,40065,13491,503,3096,5712,1401,24201,3858,106,840,6956,566,12330,169260,8902,28723,17971,124634,349489
209,10,0,3,0,15766,15777,271,11,13,0,17069,17366,12016,386,490,24,26588,39505,26337,1149,1815,63,11252,40614,22413,1709,3344,178,7011,34656,18975,1383,3732,435,3982,28513,15558,870,2452,929,1581,21396,8693,305,871,1351,453,11676,2407,50,182,1300,127,4066,106680,5874,12900,4296,83821,213566,22,6,4,4,14594,14632,791,42,40,4,14984,15866,16471,712,761,35,22423,40405,26958,1655,2700,171,10116,41601,22008,1997,4929,549,6598,36074,18767,1566,5609,1519,3536,30997,14383,865,3769,3606,1333,23962,6321,260,1456,5178,413,13627,1205,36,281,4783,132,6438,106932,7136,19553,15843,74132,223604,31,9,8,3,30356,30410,1069,55,48,10,32059,33231,28487,1097,1253,60,49009,79907,53298,2802,4516,234,21369,82221,44419,3706,8273,727,13605,70726,37741,2955,9342,1954,7515,59510,29945,1742,6221,4537,2908,45359,15013,566,2330,6530,869,25301,3608,94,466,6079,261,10509,213611,13012,32450,20136,157960,437166
210,18,0,3,0,12927,12944,428,19,11,3,13747,14211,11824,444,504,22,20407,33196,21851,1050,1423,58,7430,31808,16886,1271,2590,126,4636,25501,14774,1114,2797,367,2667,21714,10674,628,1703,620,1046,14669,6299,260,614,949,319,8437,1842,43,94,1025,92,3093,84591,4831,9730,3171,63255,165579,30,3,0,4,11960,11992,1129,70,35,0,11542,12776,16290,787,747,45,15425,33290,21560,1501,2134,149,6454,31796,16694,1654,3757,491,4140,26741,13781,1278,3866,1325,2341,22592,9755,642,2468,2933,865,16667,4466,190,862,4295,257,10075,827,33,195,3580,80,4717,84522,6171,14072,12821,53064,170650,43,3,3,3,24884,24940,1558,89,45,5,25291,26989,28109,1233,1251,59,35834,66484,43410,2556,3558,208,13880,63605,33578,2927,6345,614,8777,52242,28555,2390,6658,1696,5007,44310,20430,1271,4173,3553,1912,31338,10764,453,1476,5250,574,18511,2668,82,288,4609,172,7813,169112,10998,23796,15996,116316,336226
211,13,7,4,4,16104,16127,163,12,6,0,15496,15671,9471,260,334,21,21321,31399,22945,929,1486,48,9130,34537,22614,1532,3212,168,6786,34313,21699,1261,4003,457,3841,31261,18071,825,2932,1013,1499,24332,10213,320,1276,1466,450,13721,2638,72,272,1434,117,4532,107826,5208,13520,4604,74734,205898,11,5,4,0,14660,14681,331,13,9,3,14060,14421,12589,503,604,49,18490,32234,24816,1364,2276,147,8233,36842,23235,2032,4995,494,5998,36762,21620,1540,6193,1376,3057,33787,16860,910,5026,3627,1310,27731,7788,297,2178,5636,459,16357,1377,46,457,5228,176,7282,108632,6719,21738,16567,66449,220103,27,10,4,4,30761,30811,490,19,14,6,29555,30089,22059,767,935,66,39813,63632,47758,2294,3767,197,17358,71380,45851,3569,8208,658,12780,71072,43329,2800,10196,1832,6898,65046,34931,1732,7957,4632,2814,52068,18000,620,3453,7104,906,30085,4014,116,727,6664,291,11817,216460,11928,35262,21169,141181,425997
212,29,5,16,11,26491,26552,799,36,16,19,31079,31952,24079,858,1073,59,42858,68929,45230,1845,3090,132,13840,64140,36039,2242,4799,307,8509,51892,30040,1974,5497,678,4876,43062,22676,1266,3647,1264,1958,30810,13223,520,1547,2066,630,17994,3880,110,270,1909,160,6328,175991,8852,19964,6447,130402,341651,57,6,5,6,24917,24988,2015,120,66,17,26552,28762,31905,1376,1621,126,31418,66444,45424,2679,4409,437,11069,64012,35024,2904,7437,1060,6938,53359,28249,2218,7885,2684,3645,44674,20629,1254,5490,5578,1543,34490,9703,386,2138,8044,517,20783,1923,70,482,7090,206,9768,174926,11003,29530,25028,106796,347284,90,14,18,15,51408,51538,2814,153,79,35,57631,60714,55984,2228,2699,186,74277,135372,90655,4521,7500,570,24905,128149,71057,5147,12239,1365,15441,105254,58278,4190,13385,3363,8523,87733,43305,2518,9141,6836,3499,65298,22930,907,3689,10111,1149,38777,5798,176,755,8997,370,16090,350915,19857,49487,31479,237199,688939
213,34,6,6,6,24178,24223,713,38,22,6,27441,28223,24206,966,1133,60,44440,70814,50290,2257,3439,130,17366,73482,33112,2626,5292,278,10208,51521,25740,2118,5577,604,5337,39381,19325,1394,3552,1367,2113,27746,9134,443,1184,1600,607,12961,2102,66,187,1334,127,3818,164667,9926,20387,5390,131807,332176,47,0,4,3,23021,23082,1838,119,56,11,23087,25110,34310,1607,1761,106,34419,72199,48235,3246,4897,399,14856,71635,31044,3303,7821,1025,8999,52192,24104,2391,7596,2765,4340,41202,16833,1324,4832,5434,1598,30017,6013,332,1554,6367,432,14698,1080,38,328,4847,153,6447,163511,12364,28848,20953,110901,336570,82,9,12,11,47195,47305,2554,161,79,19,50527,53336,58516,2575,2893,175,78861,143011,98533,5507,8337,521,32224,145115,64158,5929,13113,1303,19207,103717,49843,4512,13172,3367,9680,80576,36161,2716,8380,6802,3706,57764,15147,770,2738,7963,1028,27656,3185,105,510,6184,278,10261,328179,22286,49235,26341,242710,668748
214,6,0,0,0,9151,9155,56,3,3,0,7875,7944,3945,194,169,13,12157,16476,9920,651,965,43,6374,17951,11389,1163,2414,114,4908,19988,11593,1062,3303,310,2873,19136,11955,728,2692,750,1245,17371,7562,325,1191,1202,373,10652,2106,70,238,1159,94,3666,58528,4198,10978,3584,45042,122334,4,0,5,0,8278,8283,130,16,6,3,7301,7452,5379,333,327,33,11087,17164,11038,963,1515,124,5946,19583,11763,1422,3651,319,4445,21605,11825,1162,4696,950,2362,20994,11366,710,4168,2394,1025,19666,5969,273,1881,3938,356,12419,1150,40,371,3671,148,5380,58628,4923,16609,11433,40944,132541,9,3,5,0,17426,17441,190,22,10,5,15171,15401,9321,528,495,43,23242,33635,20955,1612,2478,162,12325,37531,23151,2585,6066,434,9355,41592,23422,2225,7995,1260,5234,40137,23322,1437,6861,3144,2269,37037,13533,595,3072,5138,729,23071,3254,113,605,4832,241,9042,117154,9124,27587,15022,85992,254875
215,0,0,0,5,4378,4384,109,11,0,5,4024,4144,2786,150,112,15,6494,9561,4700,400,457,19,2884,8461,5155,524,1044,86,2388,9196,6644,621,1765,221,1854,11104,6294,480,1506,465,1005,9746,3628,161,563,647,335,5336,1027,25,71,670,111,1897,30341,2370,5534,2121,23469,63831,4,0,0,0,3955,3956,181,23,0,5,3543,3752,3403,255,182,26,5591,9459,4838,535,605,53,2607,8635,5510,645,1406,191,1841,9593,6642,559,1955,626,1164,10947,5785,341,1431,1399,462,9415,2778,96,504,2370,168,5917,537,17,98,2318,71,3033,29679,2470,6180,6977,19399,64712,4,3,0,5,8331,8340,290,31,4,8,7569,7898,6192,408,298,36,12087,19014,9535,933,1066,71,5490,17096,10662,1170,2450,271,4232,18791,13288,1182,3724,845,3013,22053,12077,825,2937,1862,1463,19161,6408,256,1065,3017,499,11254,1564,38,169,2988,181,4936,60022,4842,11710,9104,42865,128539
216,3,0,0,3,4231,4240,90,9,0,4,3480,3583,2228,153,110,8,5257,7754,4189,336,432,15,2327,7293,4788,514,985,76,2120,8476,5578,549,1447,185,1390,9148,5593,404,1302,422,667,8378,3396,172,529,645,262,5007,874,22,103,535,57,1592,26744,2155,4908,1885,19794,55482,4,0,3,0,3732,3741,183,16,3,9,3217,3426,2887,223,152,20,4811,8095,4458,488,575,68,2214,7796,5008,597,1333,163,1534,8627,5691,580,1721,519,942,9453,5230,325,1438,1188,366,8547,2600,83,546,1825,131,5183,457,9,108,1748,51,2383,26515,2324,5885,5543,16994,57259,14,0,3,3,7960,7982,270,25,14,12,6699,7014,5112,378,265,28,10065,15849,8647,821,1000,78,4543,15095,9791,1112,2312,238,3651,17103,11272,1130,3175,708,2335,18610,10823,727,2733,1607,1029,16928,6000,252,1082,2475,393,10196,1333,34,213,2278,110,3977,53262,4477,10796,7430,36785,112743
217,3,0,5,0,3806,3816,43,5,0,4,3052,3103,1827,105,70,11,4942,6951,3626,255,363,23,2456,6722,4516,412,889,51,2032,7902,5518,457,1317,173,1591,9056,5768,373,1236,371,774,8525,2978,112,488,543,263,4387,792,16,55,469,74,1413,25078,1732,4427,1645,18990,51875,4,0,0,3,3535,3542,89,6,0,0,2742,2837,2303,167,134,11,4340,6956,4081,361,516,29,2208,7198,4787,518,1230,152,1682,8374,5766,497,1742,485,1148,9634,5289,278,1322,1162,507,8560,2318,85,480,1849,179,4906,392,15,107,1807,61,2384,25024,1926,5534,5502,16403,54393,6,0,5,7,7341,7353,132,12,3,5,5796,5941,4128,273,205,25,9281,13911,7706,618,879,54,4662,13918,9304,934,2119,201,3712,16268,11283,956,3060,655,2736,18691,11057,651,2563,1534,1284,17082,5296,194,969,2386,445,9292,1191,31,163,2279,135,3801,50107,3656,9959,7143,35395,106267
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,3,5,3,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,7,5,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,0,8,38
299,0,0,0,0,234,234,9,0,0,0,337,345,92,35,27,0,783,939,241,98,84,0,575,1008,195,137,156,4,417,912,215,82,166,14,164,644,169,51,115,20,38,392,39,7,28,14,8,90,9,0,4,4,0,15,963,416,581,56,2551,4576,0,0,0,0,231,229,13,0,0,0,304,321,119,58,20,7,682,878,166,60,79,16,412,730,103,65,116,14,185,479,157,39,119,32,79,429,96,13,66,13,28,224,19,6,11,17,6,58,5,4,0,10,0,19,676,246,425,103,1924,3373,0,0,0,0,461,459,18,0,0,3,641,671,207,93,52,7,1467,1819,409,162,165,11,992,1736,300,203,272,18,600,1393,371,123,283,49,243,1074,269,66,180,36,62,613,59,8,45,33,12,152,9,4,7,13,0,29,1642,658,1005,165,4474,7946
301,0,3,0,4,7846,7856,96,6,3,0,6501,6606,3779,172,196,9,8070,12230,9233,547,898,23,4299,15006,10460,778,1951,76,2959,16227,10197,682,2321,226,1682,15110,8823,460,1876,541,762,12464,4794,167,738,742,224,6664,1145,36,161,643,65,2045,48529,2849,8138,2261,32409,94193,5,0,0,6,7129,7141,180,16,3,0,5627,5825,5122,302,304,25,7225,12987,10348,786,1401,90,3887,16509,10928,1058,2705,272,2760,17719,10091,783,3291,727,1461,16354,8139,484,2661,1790,608,13680,3500,131,1140,2641,214,7626,575,20,259,2371,82,3314,48890,3591,11767,7923,28988,101156,6,0,0,8,14977,14997,278,24,7,5,12125,12431,8903,482,492,32,15297,25213,19584,1337,2293,114,8185,31512,21389,1828,4656,353,5718,33944,20288,1469,5614,950,3143,31466,16965,950,4539,2330,1368,26149,8293,302,1877,3376,439,14286,1722,52,420,3010,145,5357,97413,6443,19908,10188,61396,195353
302,4,0,0,4,6253,6257,117,4,3,0,6838,6973,4974,230,256,8,11486,16955,10244,555,941,33,5120,16891,8742,734,1570,84,3239,14360,7023,565,1865,157,1976,11586,5604,379,1388,386,904,8658,3334,152,566,554,327,4934,1113,34,104,631,102,1979,41150,2645,6700,1849,36250,88597,6,4,0,0,5932,5942,315,20,10,3,6796,7146,6672,349,394,16,10416,17849,10612,756,1362,73,4555,17359,8642,815,2325,214,3049,15056,6815,654,2729,577,1643,12419,4974,405,2165,1374,881,9799,2710,127,929,2441,393,6596,590,19,250,2557,271,3686,41342,3145,10162,7257,33946,95851,16,3,0,4,12188,12203,430,26,13,6,13639,14116,11650,575,646,22,21907,34804,20859,1312,2301,107,9671,34255,17387,1542,3893,302,6292,29413,13840,1211,4596,738,3622,24008,10577,787,3553,1760,1786,18455,6047,278,1501,2994,724,11532,1698,52,353,3189,372,5665,82497,5795,16862,9106,70188,184450
303,11,0,5,4,10774,10794,303,22,5,7,14103,14438,9171,335,494,12,21191,31212,18672,783,1426,51,7750,28691,15040,904,2193,89,4375,22606,11957,758,2265,207,2516,17710,9003,489,1703,449,1114,12765,4917,214,679,752,341,6905,1360,42,139,726,103,2369,70438,3546,8908,2312,62284,147481,12,0,6,3,10471,10490,667,32,15,4,13419,14142,11967,599,715,37,18121,31438,19525,1149,2110,127,6962,29873,14898,1200,3171,368,3938,23576,11666,860,3463,901,2209,19099,8122,512,2631,1929,1072,14265,3583,147,1056,3049,415,8254,703,36,262,3034,149,4184,71146,4539,13427,9458,56750,155320,23,3,4,3,21246,21283,965,57,25,15,27520,28582,21144,934,1209,52,39314,62651,38196,1931,3543,176,14714,58565,29936,2100,5361,461,8318,46177,23628,1623,5726,1115,4725,36808,17122,1005,4331,2377,2189,27025,8500,360,1735,3800,753,15159,2059,77,394,3762,253,6553,141579,8084,22333,11764,119035,302801
304,4,0,0,0,7359,7364,72,4,0,5,7216,7303,2934,103,119,3,7315,10472,9000,342,558,21,2872,12794,9469,485,1081,44,1763,12846,7111,311,1045,106,976,9555,5926,176,782,207,481,7583,3459,81,323,398,163,4435,864,13,69,458,39,1444,38837,1522,3988,1251,28187,73781,3,0,0,0,6986,6990,137,8,0,4,6471,6622,4041,162,213,10,6369,10802,10086,533,890,43,2623,14174,9524,653,1701,155,1813,13836,6905,409,1700,370,928,10307,5566,222,1462,971,492,8715,2550,86,724,1565,195,5124,443,6,146,1826,104,2527,39247,2081,6842,4943,25982,79104,7,0,0,0,14340,14353,210,11,3,7,13689,13919,6974,262,334,16,13687,21274,19081,878,1446,64,5496,26964,18991,1139,2786,195,3577,26684,14015,723,2750,479,1906,19864,11491,402,2247,1181,970,16295,6013,173,1050,1963,358,9557,1304,21,211,2284,141,3973,78082,3609,10829,6189,54174,152886
305,8,3,4,3,7814,7830,189,16,8,3,14078,14299,5528,329,397,22,26390,32663,11030,699,1486,36,9818,23072,10677,1037,2362,83,4809,18971,8110,682,2335,165,2649,13944,5475,341,1535,317,1282,8945,2658,114,547,413,494,4236,674,26,77,411,119,1308,44358,3246,8740,1460,67454,125263,3,0,0,0,8034,8043,365,31,13,7,15955,16375,7203,457,627,27,24502,32815,11502,844,1857,77,8057,22337,10700,1012,2954,216,4073,18947,7600,631,2954,536,2150,13863,4754,316,2132,1081,947,9229,1907,108,820,1508,370,4712,315,16,184,1553,136,2206,44344,3417,11543,5014,64221,128533,7,3,8,4,15848,15874,555,49,17,14,30033,30667,12735,787,1019,48,50892,65488,22532,1542,3347,112,17871,45413,21374,2046,5314,298,8879,37922,15707,1306,5294,700,4800,27803,10225,659,3659,1397,2228,18169,4568,217,1364,1929,864,8943,991,43,256,1963,255,3515,88703,6662,20284,6472,131676,253794
306,10,4,0,0,7786,7804,130,23,7,5,6375,6527,3467,224,202,19,11243,15156,7218,594,938,42,6389,15177,8788,887,2078,102,5190,17059,9258,916,2997,298,3709,17176,8298,719,2746,636,1750,14152,4283,242,1027,753,532,6843,1025,52,158,579,107,1927,42482,3663,10158,2437,43084,101817,11,3,0,4,7274,7291,237,17,12,4,5988,6251,4683,413,335,38,10846,16321,8521,885,1385,107,6114,17012,9229,1122,2854,359,4437,17999,9174,950,3535,945,2658,17260,7257,566,2692,1956,962,13429,3006,145,966,2461,239,6814,476,19,162,1854,57,2569,42592,4114,11943,7731,38560,104950,20,6,0,6,15063,15096,362,38,10,13,12358,12780,8151,635,543,58,22091,31475,15736,1483,2323,148,12501,32189,18017,2007,4936,468,9626,35054,18437,1863,6532,1242,6365,34431,15558,1284,5437,2595,2713,27588,7294,387,1990,3213,771,13655,1502,71,321,2437,161,4493,85076,7778,22099,10169,81639,206767
307,0,0,0,0,3881,3879,117,10,0,0,3285,3424,2204,146,117,10,4525,7005,3862,286,427,20,2036,6634,4768,479,910,60,1774,7995,5534,492,1406,187,1337,8955,5239,447,1306,395,672,8059,2903,155,493,563,259,4369,677,24,71,395,70,1232,25300,2050,4737,1620,17837,51552,4,0,0,0,3553,3562,197,18,4,0,2892,3112,2741,223,145,22,4070,7198,4270,453,523,70,1969,7289,5143,520,1095,165,1442,8361,5710,473,1415,509,783,8886,4627,253,1126,1102,342,7452,2144,91,412,1673,140,4458,325,6,67,1302,59,1756,25155,2035,4794,4841,15245,52074,7,0,0,0,7434,7446,316,30,5,0,6173,6530,4943,369,262,35,8597,14203,8132,742,950,88,4013,13919,9909,995,2009,224,3217,16348,11239,962,2822,691,2120,17837,9863,706,2434,1497,1018,15512,5044,246,908,2235,389,8831,1001,36,137,1691,123,2990,50455,4084,9530,6465,33090,103622
308,6,3,0,0,7485,7494,201,20,4,3,6308,6536,4542,330,256,14,9461,14602,8344,694,973,32,4849,14896,8462,914,1892,121,3490,14878,9143,860,2478,289,2445,15211,7052,565,1867,560,928,10972,3372,175,651,636,305,5141,746,28,103,522,75,1477,41881,3588,8224,2180,35343,91214,6,3,0,0,6837,6853,373,28,12,0,5868,6276,5679,477,382,22,8184,14744,8596,905,1187,101,4060,14850,8589,939,2203,256,2669,14651,8873,807,2674,782,1350,14486,6010,403,1678,1519,439,10048,2525,110,609,2204,175,5618,369,12,118,1597,86,2180,41017,3685,8856,6479,29667,89710,16,6,0,0,14321,14351,574,47,18,4,12176,12816,10224,804,632,30,17647,29341,16944,1596,2159,131,8907,29745,17048,1855,4094,374,6154,29532,18012,1670,5153,1071,3794,29700,13063,972,3544,2084,1369,21026,5900,286,1258,2842,473,10759,1120,38,222,2117,165,3660,82894,7277,17083,8658,65014,180921
309,13,0,3,4,18923,18946,348,15,9,15,19060,19441,10364,543,632,43,30593,42176,23049,1665,2649,82,14269,41714,24480,2285,5285,228,9347,41625,22333,1725,6298,528,5071,35961,20255,1388,5521,1152,2133,30460,12159,557,2422,1827,716,17675,2846,111,430,1592,205,5189,115849,8297,23263,5459,100318,253192,27,3,3,0,18333,18368,685,64,6,7,19716,20482,14276,1099,1049,50,29036,45507,25487,2391,4088,226,12950,45150,25413,2940,7710,733,7922,44722,22113,2214,9386,1900,4048,39655,18716,1335,7556,4522,1685,33817,8691,449,3257,6409,519,19327,1376,62,736,5535,172,7881,116787,10556,33806,19391,94379,274915,43,3,11,4,37260,37315,1030,81,16,22,38776,39925,24635,1643,1685,95,59629,87681,48538,4055,6740,308,27223,86865,49896,5226,12994,962,17269,86348,44441,3939,15683,2429,9116,75612,38970,2726,13079,5676,3821,64273,20850,1008,5682,8236,1228,37005,4221,171,1170,7128,382,13071,232634,18855,57070,24850,194696,528109
310,28,12,4,3,12170,12206,411,41,17,11,11783,12255,8402,634,510,40,16960,26543,14198,1401,1613,63,8133,25406,13007,1491,2722,163,5161,22548,11866,1179,3169,383,2845,19438,8997,684,2276,687,1087,13735,4567,284,840,831,309,6831,1038,29,123,578,89,1858,62509,5758,11274,2744,58540,140826,29,0,0,0,11752,11783,690,71,22,6,10872,11659,10739,1034,827,48,14939,27590,14890,1789,2166,201,6930,25978,12919,1729,3846,563,4261,23317,11171,1281,4207,1190,2112,19968,7880,618,2982,2216,757,14458,3308,172,1061,3002,263,7809,478,15,184,2095,104,2874,62101,6714,15298,9334,51993,145446,52,6,3,5,23923,23991,1101,112,36,19,22659,23919,19143,1666,1332,92,31895,54131,29084,3190,3787,268,15064,51386,25924,3221,6570,727,9427,45864,23036,2458,7382,1573,4960,39407,16875,1310,5258,2903,1844,28192,7876,458,1902,3829,573,14646,1523,44,307,2669,189,4732,124610,12474,26578,12082,110524,286265
311,11,3,0,6,12449,12469,437,23,12,3,11457,11933,7983,533,428,27,16027,24992,13423,1182,1450,58,7707,23821,12610,1339,2693,167,4998,21812,11529,1105,3073,346,2416,18468,9643,741,2361,729,826,14290,4815,273,907,861,236,7091,923,43,132,578,49,1726,61373,5248,11051,2775,56167,136608,23,9,0,0,11529,11570,804,52,13,5,10689,11571,10323,954,695,60,14281,26309,14106,1650,1997,220,7004,24975,12712,1693,3583,543,4248,22783,11115,1254,4203,1244,1773,19586,8689,724,3150,2514,587,15658,3216,199,1208,2912,178,7719,464,19,256,1946,68,2756,61450,6564,15106,9462,50353,142933,37,16,3,3,23975,24043,1245,76,25,13,22150,23503,18298,1491,1125,86,30305,51304,27529,2831,3451,279,14710,48793,25323,3026,6280,714,9246,44589,22638,2362,7274,1596,4193,38061,18335,1466,5505,3239,1410,29951,8034,476,2116,3774,410,14808,1387,70,388,2525,121,4487,122820,11810,26165,12232,106518,279545
