SA4_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
128,41699,26111,25499,29843,31138,27733,22095,13427,6193,223743,12,18,10,10,16,13,14,20,15,137,457,535,587,430,409,316,302,253,197,3489,4,0,15,9,5,6,6,0,0,46,5,18,12,0,19,28,32,10,3,133,0,0,6,0,0,0,0,0,0,9,0,4,4,0,3,11,3,3,0,32,0,0,0,0,0,0,3,5,0,12,4,0,0,0,0,0,0,0,0,5,0,7,3,6,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,471,567,628,447,448,365,355,274,200,3760,490,583,644,458,465,383,372,294,219,3895,42187,26691,26141,30304,31599,28113,22468,13721,6411,227639
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,13,0,0,0,0,8,4,0,0,0,14,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32,0,0,0,4,18,8,3,0,0,32,0,0,0,4,18,8,3,0,0,32
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,30441,18724,19864,19885,21752,21861,19769,10699,4097,167090,29,35,18,23,30,49,74,61,21,332,8,18,19,19,10,20,10,5,5,111,583,926,717,575,592,592,493,262,162,4905,6,14,16,10,23,24,21,0,0,111,0,8,6,0,3,9,11,0,0,36,4,4,6,3,8,7,5,0,0,48,0,0,0,0,0,3,3,0,0,14,0,7,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,611,972,759,608,637,655,544,276,173,5230,636,1009,780,634,669,703,617,328,191,5565,31079,19735,20644,20513,22419,22559,20388,11029,4290,172656
202,29579,17409,18716,19317,20661,21462,19362,10695,4314,161505,20,18,14,27,23,37,51,50,20,254,8,32,12,11,11,27,32,15,4,142,443,909,750,513,534,615,468,234,156,4622,3,14,21,14,13,18,25,0,0,103,0,10,3,7,7,10,14,8,0,67,0,7,7,3,4,13,7,0,3,47,5,7,0,4,0,7,8,0,0,33,0,4,0,5,0,3,0,0,0,12,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,466,984,796,558,573,691,551,263,158,5037,479,1001,810,579,599,723,602,311,182,5287,30053,18409,19535,19898,21257,22182,19963,11009,4493,166797
203,58068,36136,42085,41000,39534,37603,33738,18770,7588,314522,49,44,45,53,53,79,111,71,33,540,25,73,40,19,29,37,20,4,0,239,1032,1687,1408,965,1003,1223,1071,534,262,9189,15,22,15,19,26,33,28,0,0,163,9,17,4,13,8,16,16,5,0,80,8,12,5,13,7,5,0,4,0,48,0,4,10,8,5,6,11,0,0,52,3,9,4,0,3,0,6,0,0,31,0,6,0,3,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,1085,1831,1494,1030,1081,1324,1153,559,265,9825,1137,1881,1536,1083,1132,1401,1264,637,303,10368,59204,38018,43624,42082,40675,39001,35002,19405,7891,324890
204,30930,18156,18677,19767,22573,25489,23213,12774,4740,176320,69,66,27,22,48,78,74,41,26,453,73,215,159,86,92,106,58,26,6,810,1183,1579,1267,1115,1159,1094,828,332,170,8727,26,216,137,45,36,43,53,5,0,557,13,132,66,18,25,22,25,0,0,312,7,52,22,17,10,12,9,3,0,133,8,33,17,10,12,12,11,0,0,97,4,8,11,8,0,6,0,0,0,40,6,5,3,6,4,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1307,2246,1680,1286,1346,1308,986,377,183,10715,1381,2315,1701,1315,1394,1381,1059,418,209,11169,32305,20469,20385,21079,23974,26868,24271,13189,4946,187480
205,49886,28300,31309,31471,34677,41360,40146,21587,7549,286288,67,50,48,56,86,124,142,99,33,700,18,44,40,30,31,33,39,10,4,258,1173,1541,1523,1088,1215,1633,1399,693,353,10622,16,22,48,30,36,48,23,7,0,236,7,9,10,6,8,15,18,5,0,69,3,10,14,9,10,23,16,0,0,83,0,9,7,4,11,11,6,4,0,44,0,4,8,4,0,8,4,0,0,33,3,8,3,6,4,12,5,3,0,38,0,0,0,0,0,0,0,0,0,0,1216,1649,1652,1177,1309,1780,1507,724,360,11375,1285,1699,1702,1227,1389,1904,1651,820,398,12074,51170,30002,33009,32698,36064,43262,41802,22407,7944,298359
206,65085,77052,159116,97405,69304,54172,38332,21684,9395,591542,61,106,101,98,93,80,83,62,38,717,61,316,375,184,190,198,107,33,3,1469,1288,2971,4244,2683,2087,1908,1431,762,426,17801,32,267,209,103,104,120,87,20,6,936,17,61,87,56,31,51,34,12,6,362,9,95,72,35,62,58,39,11,0,385,15,51,78,38,38,41,40,15,8,321,12,33,15,13,8,13,0,0,0,105,6,42,22,14,7,9,9,0,0,114,0,0,0,0,0,0,0,0,0,0,1444,3836,5103,3127,2518,2410,1746,854,443,21486,1503,3947,5201,3223,2609,2488,1832,920,480,22196,66593,80993,164315,100625,71914,56660,40162,22606,9878,613743
207,57810,49129,47259,46793,49373,43239,33828,23614,11810,362856,20,19,25,23,24,26,35,34,44,260,19,75,42,27,23,35,28,17,5,260,661,1055,1133,794,683,697,627,493,301,6452,8,14,18,13,16,20,34,9,3,133,0,12,11,8,3,4,7,3,0,52,0,13,13,3,4,5,6,6,4,49,0,18,20,4,5,0,8,3,5,69,0,10,3,0,0,0,0,0,0,19,0,13,5,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,693,1201,1237,857,746,770,716,530,314,7057,716,1220,1260,884,771,794,747,564,363,7313,58521,50350,48524,47677,50145,44034,34575,24179,12166,370169
208,71746,47916,50690,56880,60571,49031,38089,23151,11800,409874,55,25,23,23,30,39,60,57,82,395,12,50,51,22,25,40,32,13,0,250,824,1040,1180,838,801,778,671,542,388,7077,3,20,17,6,17,39,45,16,3,167,3,6,12,3,7,7,12,0,0,53,0,5,9,5,5,15,20,6,0,63,3,0,3,4,0,29,16,11,0,69,0,0,7,3,0,0,0,0,0,14,0,9,5,5,6,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,844,1138,1284,887,865,906,800,593,403,7718,898,1162,1309,906,895,952,862,654,483,8118,72643,49074,51998,57785,61474,49984,38946,23801,12285,417990
209,102140,61932,77805,80717,69350,57857,43629,24393,10080,527898,43,62,57,44,66,78,78,74,37,549,18,61,51,39,30,22,30,10,6,266,1090,1457,1705,1189,1028,972,744,579,400,9173,12,47,33,24,21,26,29,5,7,204,4,25,22,8,5,10,10,6,0,92,0,12,19,7,9,11,15,0,0,80,3,12,8,7,12,14,12,3,4,72,0,9,9,6,4,3,4,0,0,31,0,0,9,5,0,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,1141,1619,1845,1293,1113,1073,841,601,416,9945,1181,1682,1904,1339,1178,1157,923,679,460,10497,103323,63615,79709,82050,70526,59009,44553,25072,10535,538391
210,87104,50922,65054,62525,51306,43233,30280,17903,7500,415826,44,19,47,47,46,44,68,67,30,407,15,25,43,19,20,30,19,7,0,174,754,892,1118,786,682,627,434,256,145,5693,14,17,31,43,35,31,32,11,3,218,0,12,32,20,7,12,8,4,3,98,7,6,15,8,9,9,5,0,0,63,0,3,19,14,12,14,12,3,0,72,0,0,15,7,5,0,4,0,0,26,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,794,968,1269,894,770,714,519,281,150,6359,836,980,1323,940,811,752,589,346,180,6764,87941,51903,66371,63461,52121,43987,30867,18253,7686,422596
211,90811,58965,61774,69966,69574,63151,49684,28863,11361,504139,13,34,29,21,47,69,65,50,35,364,11,34,27,13,20,30,33,9,0,175,1147,1582,1439,1039,894,762,718,510,379,8469,0,17,24,18,22,33,40,15,3,175,0,10,11,5,15,9,10,3,0,58,0,4,8,6,10,15,7,3,0,49,5,10,4,4,4,5,4,4,0,36,0,0,4,0,4,0,6,0,0,15,0,8,0,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,1163,1659,1514,1089,971,862,810,546,387,9002,1185,1696,1544,1107,1013,930,880,597,425,9365,91988,60655,63321,71074,70584,64078,50560,29460,11791,513509
212,169259,109498,132427,126177,103517,85721,63086,37475,15503,842658,71,72,93,93,92,76,117,109,30,752,27,61,73,30,45,33,27,19,8,319,1778,2270,2515,1731,1348,1265,945,724,477,13044,25,35,37,22,32,49,32,11,7,248,20,17,27,16,11,24,9,4,0,132,17,25,15,17,11,16,10,3,0,117,3,21,20,7,0,6,16,5,0,76,0,12,9,0,5,8,0,0,0,27,4,3,11,10,3,0,0,6,0,38,0,0,0,0,0,0,0,0,0,0,1870,2443,2699,1845,1453,1402,1045,769,487,14011,1938,2512,2797,1936,1541,1477,1161,875,521,14761,171196,112007,135223,128114,105066,87198,64252,38350,16023,857421
213,182251,98342,139889,142955,101840,78706,55974,26834,9954,836749,84,66,91,84,93,103,134,86,37,786,28,49,74,45,55,70,41,7,0,371,1705,1833,2400,1600,1305,1048,778,483,239,11380,23,24,47,34,39,58,42,12,0,275,9,21,22,11,18,14,21,9,0,121,16,14,23,16,9,22,6,3,0,114,10,6,25,15,15,11,10,3,0,92,4,6,7,4,8,6,5,0,0,41,5,0,7,5,3,5,6,0,0,38,0,0,0,0,0,0,0,0,0,0,1788,1953,2602,1738,1454,1236,906,512,242,12435,1873,2018,2694,1820,1549,1348,1039,597,283,13219,184124,100359,142585,144776,103384,80054,57019,27430,10241,849967
214,52201,31508,32474,36485,40395,38164,34295,21676,8607,295806,31,35,30,41,44,58,77,69,41,430,17,72,41,20,19,20,38,11,0,236,1251,1350,1225,971,1125,1198,1135,683,355,9286,9,76,28,25,17,34,33,7,0,224,7,8,11,10,6,5,9,0,0,52,5,27,22,4,9,13,10,4,0,97,0,9,3,5,3,13,3,3,0,35,0,8,9,0,0,3,3,0,0,24,0,13,4,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1286,1548,1341,1040,1179,1291,1219,707,366,9966,1311,1578,1370,1080,1227,1350,1300,774,405,10392,53515,33088,33842,37559,41622,39514,35595,22451,9012,306204
215,26522,15349,18181,16517,18066,20984,17971,10749,4728,149056,43,46,44,32,43,57,75,40,18,400,28,50,55,30,44,40,31,12,0,299,412,795,776,546,629,884,696,299,143,5181,4,7,21,9,28,44,17,3,0,135,12,42,18,18,29,31,26,4,0,187,0,5,4,6,7,5,17,0,0,55,0,0,8,0,5,13,8,3,0,33,0,5,3,0,4,8,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,919,875,612,752,1026,800,328,146,5914,508,962,921,644,791,1086,874,365,164,6318,27036,16316,19097,17167,18853,22063,18837,11117,4895,155374
216,24442,14275,15248,14633,16554,17725,15583,9563,3819,131842,33,42,21,36,27,54,55,45,19,330,32,53,59,19,25,39,29,20,8,276,356,724,682,404,531,588,478,220,95,4076,3,8,13,7,13,15,10,4,0,75,3,7,11,4,8,6,0,3,0,33,3,0,4,3,0,3,10,3,0,32,3,5,3,0,4,7,9,6,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,407,788,759,435,582,660,540,251,103,4534,444,828,782,474,614,716,591,298,122,4867,24886,15104,16028,15103,17170,18443,16175,9864,3941,136709
217,21328,12648,13318,13397,15689,17721,15774,8680,3579,122133,9,22,21,28,41,49,66,50,28,311,4,12,11,4,12,8,20,3,0,71,406,636,710,473,512,706,484,243,173,4347,8,7,16,9,11,38,22,5,0,109,4,37,13,10,15,18,14,7,5,121,8,0,3,6,4,11,7,0,0,33,0,0,0,0,0,7,10,0,0,27,0,0,0,0,7,3,7,0,0,18,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,426,697,757,500,567,789,561,256,180,4731,440,718,780,528,603,837,621,305,206,5042,21766,13366,14100,13924,16295,18559,16395,8983,3786,127176
297,0,0,6,16,3,14,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,31,0,0,26,57,107,77,12,0,0,270,0,0,0,15,9,14,0,0,0,37,0,0,0,13,12,8,0,0,0,27,0,0,10,3,9,0,0,0,0,25,0,4,11,32,26,46,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,129,176,145,12,0,0,525,0,9,45,129,176,145,16,0,0,524,0,9,52,140,182,158,16,0,0,565
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,43845,26419,24267,30622,32886,29949,24848,13786,5150,231765,25,29,34,26,32,44,58,42,18,314,23,34,39,32,36,59,87,37,16,356,8,12,23,13,24,24,60,26,4,192,545,781,685,491,525,624,432,239,149,4473,0,0,3,4,0,4,9,3,4,30,0,0,0,0,7,12,13,4,0,38,4,0,0,0,6,11,14,4,0,42,0,9,0,0,3,9,4,0,0,24,0,5,0,0,5,10,13,7,0,42,0,0,0,0,0,0,0,0,0,0,584,841,759,551,597,756,630,317,175,5213,612,868,790,581,634,803,683,361,195,5524,44457,27293,25056,31197,33518,30751,25529,14141,5340,237288
302,39538,25320,33458,33273,28554,23024,17695,11160,5419,217439,9,18,24,14,22,30,30,29,19,195,42,37,73,48,26,61,67,22,12,394,14,12,29,18,43,26,31,4,7,188,544,797,846,596,589,632,462,326,252,5044,0,0,5,7,4,13,5,0,0,41,0,4,10,5,11,11,12,0,0,54,5,0,6,0,16,27,24,3,6,91,4,10,9,7,6,3,3,0,0,39,0,4,9,9,5,14,14,0,0,47,0,0,0,0,0,0,0,0,0,0,614,865,991,688,698,789,632,363,267,5899,620,880,1018,706,720,819,661,388,287,6090,40161,26204,34472,33975,29268,23842,18351,11551,5701,223533
303,67293,48194,60548,57262,45028,35543,26092,14695,6310,360957,34,26,44,33,28,45,27,32,19,289,32,55,81,50,49,83,77,39,6,480,23,34,58,27,25,18,31,14,3,238,694,1201,1396,837,767,806,717,493,249,7153,0,8,13,11,7,14,18,5,0,74,4,5,10,3,11,15,11,9,0,67,5,4,0,4,3,7,16,4,0,39,3,0,4,5,3,4,5,0,0,30,5,5,10,10,5,8,9,8,0,47,0,0,0,0,0,0,0,0,0,0,766,1312,1576,954,865,968,877,556,258,8133,803,1343,1619,986,891,1004,909,590,278,8418,68093,49537,62166,58249,45917,36546,27001,15284,6585,369375
304,35838,26884,20357,26273,25951,18962,15595,9217,3822,182897,5,42,12,13,17,15,21,24,3,160,17,73,48,26,27,38,51,18,17,311,7,17,30,23,21,19,30,17,7,168,278,1017,462,321,241,256,228,121,61,2976,0,9,3,0,0,5,17,7,3,41,6,10,7,9,3,5,11,6,0,57,0,7,5,0,3,7,13,0,0,36,7,16,11,10,0,0,6,0,0,44,0,9,5,4,5,3,8,0,4,42,0,0,0,0,0,0,5,0,0,3,318,1161,561,382,301,331,364,163,85,3682,326,1204,577,402,318,349,383,191,92,3841,36164,28088,20932,26670,26268,19316,15978,9406,3915,186738
305,37682,44335,62470,43751,36513,26303,17081,8521,3362,280011,19,61,77,48,41,55,65,43,7,415,146,229,469,285,316,266,138,46,18,1922,43,87,254,159,102,133,95,26,10,913,946,2225,2605,1721,1665,1501,994,619,288,12560,3,23,33,42,15,29,23,8,0,179,15,36,46,54,43,36,10,0,0,243,4,4,3,9,6,29,13,12,0,94,13,12,27,11,24,10,10,4,0,117,4,10,27,23,30,24,16,8,0,155,0,0,0,0,0,0,4,0,0,4,1174,2630,3476,2311,2206,2039,1303,731,314,16178,1190,2688,3548,2359,2245,2088,1368,772,323,16595,38872,47026,66020,46111,38757,28389,18453,9293,3676,296605
306,45825,26203,29538,30628,33129,32279,25970,13119,4328,241017,56,57,68,77,65,109,84,50,27,601,174,156,268,210,272,675,1043,371,43,3218,186,111,210,202,216,854,1672,628,62,4145,1368,1700,2194,1359,1729,2271,2178,805,179,13773,23,39,41,39,43,183,397,169,24,963,43,57,84,53,56,156,174,58,5,694,59,17,46,64,100,189,229,86,14,800,41,54,82,62,66,50,31,15,0,399,39,28,72,57,77,108,126,57,8,570,3,0,0,3,0,0,0,0,0,6,1926,2159,3000,2051,2568,4494,5855,2190,330,24570,1987,2217,3068,2121,2635,4609,5938,2238,358,25171,47809,28419,32606,32751,35764,36887,31910,15352,4684,266185
307,24367,12821,13275,13224,15352,16596,14512,8342,2850,121344,43,42,46,26,60,53,94,58,12,427,49,66,88,80,99,192,283,60,10,934,9,3,35,22,21,84,208,70,3,468,494,1025,1280,1170,1347,1378,931,313,88,8024,8,0,16,16,15,16,30,10,0,114,0,3,22,5,9,6,14,0,0,66,0,3,3,0,16,19,41,12,0,107,0,3,3,5,6,3,0,0,0,26,0,0,0,4,5,16,18,7,0,49,0,0,0,0,0,0,0,0,0,0,560,1117,1451,1308,1530,1722,1532,477,101,9793,606,1157,1496,1333,1585,1770,1627,534,111,10220,24970,13980,14769,14561,16936,18369,16146,8880,2956,131561
308,46186,25353,27321,27752,27132,26967,19565,10188,3444,213904,52,59,48,59,46,83,67,60,24,490,72,48,136,136,160,413,722,192,21,1893,47,29,56,54,131,446,1037,391,32,2220,1172,1644,2292,2278,2820,3177,2068,620,179,16248,5,10,6,5,28,54,141,47,4,303,11,9,29,12,22,39,60,0,0,188,13,9,8,7,20,62,100,22,4,233,9,14,10,5,9,3,3,0,0,57,9,4,8,5,3,29,26,13,0,102,0,0,0,0,0,0,0,0,0,0,1340,1762,2541,2511,3194,4226,4159,1286,234,21244,1396,1823,2593,2563,3235,4307,4220,1346,259,21733,47577,27180,29915,30313,30364,31269,23785,11535,3702,235640
309,110947,74207,84249,84187,83413,72209,61234,35738,12685,618867,68,80,72,64,63,101,92,94,38,673,302,415,474,365,368,617,800,341,111,3793,82,136,200,194,180,552,1257,870,161,3633,1636,2446,2502,1896,1865,2068,1670,871,348,15298,8,29,20,11,25,51,99,56,15,315,18,32,20,16,28,28,54,20,0,229,4,14,17,11,15,66,184,79,23,421,17,9,14,15,15,19,10,0,0,102,51,19,63,33,32,88,113,50,10,451,0,0,0,0,0,0,0,0,0,8,2132,3104,3313,2544,2528,3488,4190,2300,665,24249,2199,3183,3386,2609,2591,3589,4280,2390,701,24923,113147,77391,87636,86796,86000,75794,65512,38132,13386,643791
310,79531,46150,52242,49904,44404,37931,27034,14119,4475,355792,57,55,61,64,58,63,86,95,84,619,25,52,45,40,45,85,58,36,13,395,7,20,34,24,23,33,46,23,0,206,1139,1549,1301,936,843,889,664,308,185,7818,3,5,3,0,11,7,7,4,0,48,0,9,12,9,3,16,4,5,0,54,0,0,4,0,4,9,13,4,0,31,0,5,9,6,8,5,4,0,0,27,0,6,4,5,9,9,8,0,0,39,0,0,0,0,0,3,3,0,0,4,1183,1640,1408,1022,940,1052,806,383,195,8631,1239,1696,1467,1083,1001,1116,889,470,285,9252,80770,47847,53705,50982,45403,39047,27926,14598,4762,365039
311,78929,45998,49567,47502,43252,36692,28795,14358,4310,349397,58,55,50,49,55,51,85,46,19,467,31,33,42,38,36,67,80,36,8,372,15,18,21,12,11,34,46,15,8,194,1013,1238,1190,784,689,618,518,265,96,6421,3,3,0,5,0,8,15,8,0,49,5,5,0,3,11,7,4,6,0,50,10,6,11,0,0,5,20,4,0,50,3,5,9,5,13,9,4,0,0,50,0,0,5,0,5,9,6,0,0,33,0,0,0,0,0,0,0,0,0,0,1084,1315,1284,854,770,756,689,345,120,7209,1144,1366,1329,901,827,806,774,386,145,7674,80074,47362,50902,48394,44078,37501,29567,14743,4451,357075
312,34772,19405,23158,22682,22274,21295,14798,7350,2458,168199,63,145,145,88,92,103,94,41,8,778,83,115,185,185,203,538,799,270,17,2391,81,65,129,92,118,540,936,350,21,2327,774,1739,3593,3652,4109,4047,2059,615,136,20726,18,13,31,26,26,77,145,49,0,387,11,24,53,44,53,61,71,12,0,327,10,14,29,25,21,87,123,27,4,348,6,3,24,10,7,11,14,5,0,75,6,5,28,9,16,14,44,19,3,140,0,0,0,0,0,0,0,0,0,0,987,1974,4070,4040,4547,5380,4191,1348,183,26720,1054,2120,4210,4127,4646,5484,4277,1384,193,27501,35826,21523,27371,26810,26916,26782,19085,8736,2647,195698
313,47059,28991,28866,30068,32710,31915,31273,18027,5885,254798,54,37,30,26,37,55,92,66,16,429,18,25,35,26,31,74,84,46,15,362,8,16,43,20,35,68,126,70,6,398,818,987,881,738,721,795,762,295,135,6137,0,5,9,0,6,9,29,6,0,64,0,7,5,15,8,17,14,5,0,74,0,0,13,0,12,17,14,18,6,72,0,4,0,7,3,5,7,4,0,24,0,0,3,3,0,9,10,0,0,33,0,0,0,0,0,0,0,0,0,0,863,1050,987,810,814,988,1043,452,156,7156,915,1086,1022,841,852,1043,1135,520,171,7583,47972,30081,29881,30912,33565,32954,32413,18548,6058,262387
314,46839,26647,28132,31412,29502,21887,16191,8164,2434,211212,22,14,18,16,11,18,25,22,13,172,11,20,29,14,15,34,54,24,5,210,9,13,15,15,17,7,24,6,5,115,480,706,575,349,370,276,272,144,55,3233,3,3,4,0,9,3,12,0,0,34,7,0,6,0,0,3,7,0,0,26,0,4,5,0,0,18,15,0,0,38,0,0,5,3,3,6,0,0,0,21,4,0,3,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,509,744,642,389,422,348,390,186,67,3697,528,757,658,410,435,366,422,207,81,3864,47366,27406,28789,31824,29941,22252,16611,8371,2513,215074
