SA4_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
124,13,108,111,534,138,100,55,16,3,1075,0,0,6,37,55,49,24,3,5,176,22,247,458,2257,1040,896,634,143,35,5718,0,5,4,115,85,106,138,47,34,536,4,32,117,245,166,139,75,23,5,810,0,18,28,145,212,426,449,254,61,1593,7,36,28,83,60,53,42,13,4,321,0,37,77,357,281,201,167,85,19,1228,6,35,71,465,171,206,139,49,15,1161,3,6,12,97,17,17,19,0,0,165,11,42,52,419,157,114,34,4,4,839,0,6,4,90,91,93,46,16,6,356,15,64,81,299,129,175,152,64,9,987,4,33,59,316,149,78,46,7,7,707,0,0,3,21,63,78,91,43,11,317,0,7,36,105,67,42,15,5,0,286,30,264,480,2321,1396,1320,1224,738,250,8025,893,2017,1905,4538,1870,1533,1376,1155,814,16098,22020,44777,40996,91553,42308,38760,31058,15357,5235,332056
125,125,857,981,4464,566,309,128,26,3,7463,0,3,15,44,47,30,24,5,0,163,34,314,668,4046,1499,1286,883,274,58,9060,0,8,12,192,95,156,219,78,72,832,0,32,50,164,130,135,55,19,0,589,0,7,17,71,63,109,136,130,44,578,23,134,126,319,154,130,123,40,15,1059,7,46,101,416,258,155,122,49,25,1178,23,171,415,2618,1276,1238,798,377,149,7082,8,24,88,1088,191,113,123,18,3,1659,11,70,180,1073,236,149,88,22,5,1825,20,55,118,1057,1131,1110,678,391,58,4621,44,233,143,331,97,82,60,18,9,1015,18,144,545,2553,2430,2885,1822,541,245,11181,0,0,4,17,23,20,27,20,7,111,0,15,56,201,69,37,13,0,0,391,209,1380,1687,7639,3051,2597,1890,1262,497,20214,1754,3700,3719,11115,3129,2597,1802,1193,653,29662,32892,61601,61222,172200,55620,48592,34513,19004,7867,493515
126,31,132,74,606,57,42,28,9,0,970,0,0,0,29,50,37,30,16,3,169,24,203,222,1841,433,349,263,68,21,3422,0,3,7,142,62,78,84,28,15,421,0,0,0,4,11,6,3,4,0,20,3,16,11,78,77,100,102,94,32,505,11,141,113,289,168,104,101,41,12,983,3,63,97,408,254,148,143,73,53,1244,13,54,89,573,279,342,291,125,48,1814,16,64,80,779,215,115,135,51,0,1460,8,32,73,539,154,70,47,19,3,948,3,8,10,129,46,50,35,16,3,298,40,166,142,322,112,97,66,39,10,992,16,48,239,658,336,274,149,53,14,1783,0,4,3,30,23,32,30,20,7,150,0,7,36,83,37,14,20,3,0,200,68,500,408,2800,1006,933,694,503,305,7217,312,630,658,2335,669,618,476,407,295,6397,10759,23661,23284,64340,24919,22731,17441,9771,5131,202038
127,24,284,367,1487,479,235,98,16,0,2992,3,0,11,25,26,9,3,3,0,80,13,207,478,2792,1241,1463,1100,238,68,7615,0,12,10,174,140,248,296,116,68,1066,9,144,242,636,529,548,247,53,12,2414,0,5,11,75,64,131,131,95,41,544,5,42,31,105,47,59,67,11,4,373,6,39,62,274,181,117,114,47,11,862,0,26,39,274,130,165,142,58,16,850,4,12,24,160,70,40,47,8,0,356,16,71,129,1398,317,253,134,30,8,2342,13,117,69,367,377,275,191,113,14,1542,27,115,116,266,51,41,35,10,3,654,107,853,2254,11466,9669,9113,4918,1456,696,40534,0,3,7,9,16,20,29,18,0,98,0,17,146,270,143,60,3,9,3,652,180,1775,2439,8703,5803,6107,4792,2499,855,33149,1598,3538,3171,7384,2917,2658,1868,1113,491,24745,32111,66887,64803,133474,59513,54724,37252,18477,7189,474430
128,3,5,5,48,11,17,7,7,4,99,0,0,6,29,58,37,21,5,5,161,12,49,93,576,233,200,159,35,11,1377,0,8,7,200,98,79,100,36,22,549,0,0,0,13,15,11,10,0,0,51,0,20,24,154,156,175,208,180,39,959,8,30,35,63,53,61,59,14,0,320,4,73,84,442,300,222,174,103,21,1420,0,3,4,51,36,37,24,10,0,169,0,3,8,73,22,25,24,0,0,159,0,44,43,328,117,45,16,4,0,602,0,3,0,50,33,38,21,6,3,155,33,76,87,310,149,134,82,35,5,919,0,20,26,181,147,104,87,26,0,590,0,12,11,80,46,60,41,36,7,289,0,0,9,45,26,17,6,0,0,113,27,243,252,2018,1130,1016,799,567,204,6262,313,658,551,1772,838,668,648,621,379,6437,13283,29130,26918,56843,31812,28471,22879,13841,6432,229604
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,3,0,0,0,16,0,6,8,32,6,6,3,3,0,50,0,0,0,7,4,0,3,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,3,9,9,7,0,0,35,0,0,0,4,0,0,3,0,0,10,0,0,9,19,10,13,11,0,0,55,0,0,0,7,0,0,0,0,0,12,0,0,0,38,0,0,0,0,0,43,0,0,0,10,6,6,0,0,0,12,0,0,0,0,0,0,3,0,0,10,7,6,6,27,15,0,4,0,0,64,0,0,3,16,11,5,3,0,0,34,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,14,28,117,37,26,24,13,3,260,172,340,422,1386,559,435,176,54,13,3545,460,798,1357,4044,1678,1648,1055,277,49,11371
201,0,17,22,130,15,0,0,0,0,194,0,0,4,14,35,6,6,0,0,55,16,72,84,403,120,74,67,10,0,843,0,0,0,28,15,18,20,6,9,102,0,0,0,4,0,5,0,4,0,24,0,12,14,65,64,117,194,139,35,649,0,6,15,34,33,16,15,0,0,113,5,20,27,120,86,63,47,15,4,391,4,13,27,175,43,23,18,6,0,300,0,4,3,46,10,3,0,0,0,62,0,21,35,91,42,19,7,0,0,211,0,0,0,8,4,6,4,0,0,32,5,39,38,138,79,77,90,25,0,489,0,7,29,110,27,19,11,4,0,209,0,4,0,23,16,31,33,21,4,134,0,7,9,39,20,11,14,6,5,108,15,67,110,503,272,287,318,212,93,1871,435,1105,1070,2294,1371,1383,1408,940,450,10446,9323,21757,19625,41214,22505,22951,21034,11207,4317,173937
202,0,9,12,81,15,0,0,0,0,120,0,0,3,24,55,20,4,0,0,109,3,67,98,418,157,76,56,15,0,889,0,0,0,9,9,14,21,9,9,73,0,0,0,11,0,0,6,0,0,13,0,6,14,58,76,119,144,99,34,548,4,6,9,23,10,15,9,0,0,70,5,19,54,135,88,62,48,24,6,441,6,23,31,141,42,35,24,15,3,324,0,5,7,119,5,0,0,3,0,132,9,195,325,236,25,20,4,0,0,818,0,0,0,10,9,3,5,3,0,34,9,26,41,91,80,65,78,27,3,420,0,9,13,108,45,20,5,0,0,211,0,4,0,17,25,30,32,15,8,126,0,3,6,39,22,11,8,3,0,88,20,81,100,366,208,198,229,166,46,1417,425,1079,955,2286,1349,1491,1291,974,531,10375,9144,20919,18181,39368,21340,22501,20611,11184,4517,167764
203,14,103,153,462,46,9,17,3,0,806,0,6,3,28,59,24,16,0,4,147,15,103,230,943,364,253,149,35,4,2096,0,0,3,93,60,67,120,51,61,459,0,3,0,26,7,5,0,0,0,47,0,35,29,219,181,379,457,321,102,1721,0,32,48,96,56,55,53,3,3,357,6,66,122,379,224,183,129,54,16,1176,7,29,125,476,83,48,59,20,6,854,0,6,4,76,6,9,0,0,0,114,7,167,233,320,98,45,13,0,0,880,0,5,3,39,45,33,24,31,5,185,29,90,102,366,154,122,131,50,3,1040,3,21,90,307,142,101,41,12,7,720,0,10,11,51,58,75,88,56,11,362,0,3,25,120,44,26,23,4,0,253,33,290,372,1576,723,893,923,761,316,5900,606,1718,1672,3920,1951,1898,2022,1394,599,15783,18936,40257,37910,85997,40725,39586,36603,19915,7951,327878
204,4,13,9,60,3,0,4,0,0,84,0,0,4,29,42,22,11,5,0,108,6,90,80,421,131,104,82,10,3,929,0,4,0,15,11,15,27,18,18,99,0,0,3,15,0,6,3,0,0,31,0,6,3,75,64,153,176,143,40,668,3,7,0,13,26,8,8,3,0,76,0,18,42,121,90,72,45,26,8,417,0,17,10,90,43,20,22,6,3,211,0,3,9,75,5,5,0,0,0,101,3,25,26,120,66,17,6,3,0,264,0,0,0,12,4,8,0,0,0,24,12,25,29,120,52,70,89,25,0,429,5,46,34,149,28,11,6,0,0,290,0,4,5,16,19,35,32,35,3,150,0,10,13,35,20,13,10,4,0,97,17,146,184,476,302,330,395,333,134,2319,448,1402,1280,2786,1677,2041,1819,1219,562,13225,9364,22291,19268,40162,23472,26908,24963,13515,4995,184935
205,0,23,17,85,21,17,7,0,0,163,0,6,5,24,46,23,15,3,0,134,27,105,127,714,270,270,156,40,10,1710,0,0,3,34,39,43,100,38,17,281,0,0,0,43,3,3,6,0,0,50,0,10,26,102,112,330,498,389,104,1565,0,14,14,45,29,19,17,0,5,129,5,48,68,219,180,162,127,53,9,866,0,18,38,244,74,68,67,35,6,552,3,5,10,155,4,8,3,4,0,197,12,49,69,218,95,40,18,0,0,496,0,8,0,21,17,14,3,6,0,65,8,55,59,157,100,111,176,50,9,721,8,27,26,264,95,69,24,4,0,522,0,3,6,22,30,69,82,49,11,284,0,6,15,56,41,30,25,8,0,182,17,113,155,776,413,625,729,535,182,3537,928,2347,1887,4921,2733,3338,3371,2160,982,22669,15659,35369,29655,65251,36176,44190,43532,23088,7929,300848
206,14,32,147,746,65,39,17,9,0,1063,0,5,23,111,118,40,23,0,0,325,25,124,526,3333,463,282,215,56,8,5027,0,9,31,546,177,230,319,159,123,1589,0,3,0,32,18,15,9,3,0,82,4,31,110,1178,425,403,306,186,37,2684,24,144,493,1697,325,174,136,32,11,3042,4,44,280,1747,444,269,269,77,23,3152,9,27,290,1478,264,215,186,74,25,2574,13,40,220,1608,131,76,66,5,5,2161,18,80,416,2658,310,106,51,9,0,3651,4,22,45,698,356,364,214,136,16,1853,168,395,646,3169,705,489,338,131,20,6065,17,177,1264,2681,1453,1363,930,343,152,8388,0,4,22,286,76,73,57,32,11,561,0,3,79,327,72,48,21,4,0,572,162,779,2403,16291,3212,2347,2055,1519,736,29502,1011,1806,4234,14494,3704,3056,2241,1491,819,32855,24369,42583,80744,266612,72005,57113,40849,22859,9883,617018
207,10,94,165,638,112,71,38,4,9,1131,0,4,11,25,74,39,20,0,4,184,8,109,172,975,297,198,168,34,13,1975,0,3,7,114,69,107,164,122,85,680,0,0,0,14,9,9,4,0,0,27,0,16,38,138,160,176,207,212,107,1064,36,286,333,760,409,330,303,122,24,2604,17,128,224,637,472,357,253,155,41,2286,4,102,442,1464,558,502,440,216,117,3840,17,109,125,1173,332,220,282,61,12,2334,18,50,121,543,165,71,42,18,0,1028,3,16,11,117,102,111,39,34,13,460,87,354,315,492,266,212,127,67,10,1929,5,125,469,1210,1077,992,652,200,70,4802,0,3,11,40,40,56,36,35,12,233,0,4,32,135,47,63,27,13,0,319,72,525,661,2781,1312,1206,1147,1014,557,9269,390,941,1425,3284,1419,1155,1177,1063,803,11650,15744,43076,50778,96640,50484,44690,35247,24535,12274,373472
208,3,15,22,197,32,24,22,0,0,319,0,0,3,26,86,51,16,0,0,184,14,90,154,1180,357,312,194,53,12,2370,0,14,21,348,213,340,722,317,337,2309,0,0,5,17,5,7,8,3,3,49,4,70,108,523,407,467,423,301,128,2429,26,214,214,451,199,126,118,52,9,1407,30,335,495,1893,1574,1047,736,376,145,6630,4,33,99,885,379,432,423,235,114,2601,6,11,25,359,65,37,28,6,0,532,14,79,119,602,176,77,32,7,0,1095,0,39,22,233,165,202,145,88,25,921,119,433,375,866,455,384,236,86,20,2971,6,102,240,866,513,299,208,50,15,2295,0,18,16,109,97,65,56,36,11,422,0,0,12,154,90,77,42,22,3,403,138,917,981,6145,3679,3115,3295,2136,1030,21436,473,1341,1191,3744,1689,1375,1467,1165,775,13217,21261,51881,49514,110496,62017,50866,40065,24201,12330,422639
209,24,214,213,1411,190,94,40,18,0,2217,0,7,11,51,84,38,10,5,0,208,19,260,417,2274,793,641,480,97,24,5019,6,3,7,185,110,132,177,83,37,735,0,26,67,169,135,132,61,21,3,607,3,31,53,290,212,320,325,235,65,1535,19,145,145,456,207,135,99,27,10,1236,8,91,209,683,434,233,100,70,12,1853,16,188,470,2558,885,720,519,235,70,5656,7,21,21,353,63,46,20,8,5,535,10,81,128,698,215,103,38,8,4,1285,3,17,32,349,329,327,189,85,27,1366,39,180,186,607,239,168,139,41,5,1605,28,192,459,2253,1440,1308,707,201,67,6660,0,7,15,64,63,56,59,26,19,312,4,27,111,337,168,74,20,7,3,749,155,1064,1362,6462,2726,2462,1968,1116,459,17766,1037,2349,2326,6290,2602,2242,2001,1542,975,21365,34396,69100,63637,162124,70726,59510,45359,25301,10509,540664
210,101,711,801,3923,538,161,69,14,0,6321,0,3,13,45,43,35,8,3,0,142,24,210,432,2047,834,725,462,110,15,4863,0,4,5,165,87,137,208,105,86,798,6,74,135,344,292,239,109,22,0,1233,0,6,20,179,131,215,246,182,66,1052,6,83,91,250,118,107,49,8,3,719,3,42,71,302,164,104,73,24,7,790,17,249,451,1985,918,812,368,158,47,5001,3,7,8,150,18,19,11,0,0,215,13,71,94,561,163,74,18,4,0,1005,24,178,276,2225,2324,2179,1013,560,87,8860,25,137,105,325,113,101,63,24,9,897,14,83,158,1087,810,804,443,126,89,3616,0,3,0,44,29,31,33,20,11,166,0,6,39,155,73,23,14,0,0,322,140,1396,1533,5953,2685,2461,1844,1181,466,17656,1198,2703,2263,6515,2513,1992,1497,1146,597,20430,30088,58011,51930,130087,52242,44310,31338,18511,7813,424328
211,4,61,93,565,76,60,50,15,3,925,0,3,0,63,121,65,19,6,0,278,20,158,257,1353,625,498,326,88,22,3344,3,10,12,210,161,243,345,116,98,1188,0,3,4,29,21,19,11,0,0,87,0,23,54,236,284,540,631,462,169,2403,18,220,328,590,361,315,254,65,36,2179,19,114,291,915,756,537,435,195,46,3310,8,172,423,2236,952,965,798,328,106,5981,6,49,50,554,151,97,86,18,0,1012,14,121,205,707,219,112,38,9,3,1429,0,9,4,65,71,62,38,22,9,296,30,165,204,514,270,227,183,63,12,1681,9,79,123,845,736,702,466,130,49,3133,0,3,11,59,63,124,105,68,41,473,0,7,29,143,93,87,35,5,0,400,51,363,611,2559,1612,1743,1646,1364,660,10604,667,1634,1617,4195,2098,1988,1784,1495,866,16345,28822,63475,60902,135016,71072,65046,52068,30085,11817,518301
212,145,1289,1504,4229,683,370,178,41,6,8441,0,3,21,62,62,36,15,0,0,194,76,729,1516,5482,2341,1695,818,216,64,12925,5,16,40,492,325,652,776,302,174,2785,8,123,293,622,480,455,167,55,17,2217,8,52,91,300,376,666,693,567,230,2992,31,382,606,923,478,412,274,72,19,3195,23,219,451,1195,989,634,490,258,80,4326,120,1363,2987,13869,5022,3843,2871,1273,417,31762,15,59,91,1067,172,134,132,13,4,1686,34,248,457,1825,462,184,98,30,9,3352,8,31,58,435,547,530,338,205,61,2206,52,316,326,552,250,177,117,54,8,1852,63,464,1384,6562,4624,4521,2559,732,351,21264,0,9,19,91,77,108,84,71,23,488,7,47,186,584,225,89,43,0,0,1185,179,1408,2896,10333,5589,5542,4284,2734,1128,34100,2282,4758,4849,12448,4277,3614,2893,2177,1213,38514,56450,114670,112253,263524,105254,87733,65298,38777,16090,860060
213,142,1024,803,5414,671,248,176,30,10,8518,0,19,37,101,106,33,17,9,0,314,69,970,2286,8738,4145,3054,1729,453,117,21553,0,12,19,471,344,451,604,270,181,2355,10,200,366,946,591,415,188,45,5,2784,4,42,98,453,324,621,584,342,141,2619,40,379,337,847,420,245,140,38,3,2441,32,250,338,1125,586,349,151,83,21,2928,38,305,649,3266,1200,777,432,168,51,6887,8,29,37,499,80,61,55,4,0,774,44,539,954,1625,407,163,71,24,4,3826,0,18,47,436,393,340,186,102,16,1548,81,354,292,790,294,168,117,32,7,2132,131,885,2501,13667,9037,7928,4192,1184,473,39997,0,10,28,111,80,90,59,32,16,427,0,31,113,512,173,60,21,5,0,918,288,2284,4123,16313,7650,5948,4430,2480,885,44407,2938,6116,5157,15434,4879,3729,2881,1892,957,43990,62990,121310,100641,288127,103717,80576,57764,27656,10261,853054
214,0,0,5,59,15,18,8,8,3,126,0,0,4,49,59,53,23,3,0,191,16,114,173,761,337,246,159,41,7,1850,0,5,4,120,88,115,176,73,33,612,0,5,10,31,22,26,17,4,0,109,0,43,112,301,368,589,634,500,204,2757,6,26,22,60,47,53,36,9,3,261,6,90,148,476,409,282,231,113,30,1783,0,3,30,234,124,172,158,91,19,834,0,0,3,69,12,20,11,0,0,111,3,81,70,322,141,54,12,0,0,679,0,0,3,45,48,54,36,13,4,212,20,78,91,303,194,166,184,60,15,1115,0,19,32,179,73,54,17,10,0,384,0,20,29,90,104,96,112,80,25,546,0,4,26,60,51,37,16,10,0,210,19,222,310,1453,1005,973,1053,747,289,6084,668,1704,1532,3775,2267,2111,2052,1635,867,16612,16525,36829,32838,71165,41592,40137,37037,23071,9042,308226
215,0,33,19,77,14,7,0,0,0,152,0,0,0,3,18,16,8,3,0,49,13,85,113,527,175,107,71,17,3,1105,0,0,0,10,6,8,15,8,4,47,0,3,26,114,22,14,9,0,0,177,0,4,6,24,36,80,74,74,18,312,0,0,0,20,6,8,6,0,0,40,9,39,56,122,66,48,33,8,3,376,4,15,5,107,25,9,6,6,7,178,6,7,20,278,8,0,0,0,0,313,4,41,81,293,68,37,10,0,0,537,0,5,13,56,81,84,40,31,5,318,0,12,10,56,36,29,41,10,0,192,4,59,46,320,105,154,59,13,0,760,0,0,0,6,3,17,15,6,5,49,0,4,4,38,24,19,13,3,0,97,16,88,101,673,259,226,206,125,58,1758,446,1366,1173,2819,1513,1854,1624,1190,643,12634,8465,18561,16235,36111,18791,22053,19161,11254,4936,155568
216,9,68,46,155,15,7,5,0,0,307,0,0,9,14,15,6,4,0,0,49,3,115,105,589,176,135,74,12,0,1211,0,0,0,5,7,7,12,0,4,39,3,13,28,50,30,13,8,0,0,137,0,0,7,36,21,73,120,82,16,348,0,0,0,12,12,4,0,0,0,38,5,16,30,67,41,27,12,6,3,211,4,28,16,148,42,24,10,6,0,281,0,0,12,189,3,6,4,0,0,209,4,17,18,140,58,36,13,3,0,285,0,0,3,51,82,63,37,18,7,268,0,18,13,47,24,30,35,4,5,178,0,4,3,87,29,6,5,0,0,141,0,4,0,10,13,12,18,11,0,65,0,0,5,21,19,10,0,0,0,61,32,183,234,655,225,236,206,145,52,1969,451,1151,993,2373,1269,1441,1423,1056,515,10670,7500,17379,14995,30941,17103,18610,16928,10196,3977,137618
217,0,0,0,17,3,0,0,0,0,26,0,0,0,5,9,9,6,0,0,35,5,60,69,342,110,63,38,10,0,694,0,0,0,12,3,6,12,5,3,43,0,0,4,34,0,0,0,0,0,37,0,8,8,49,43,85,109,80,29,402,0,0,5,8,7,12,3,4,0,33,3,35,24,105,64,41,17,11,3,311,0,8,9,111,25,15,13,3,0,190,0,0,11,196,0,0,0,0,0,218,5,19,18,94,31,23,5,5,0,199,0,0,0,9,3,6,6,0,0,21,0,13,17,61,33,39,53,15,0,228,7,20,16,96,18,5,0,0,0,167,0,3,0,9,8,8,21,6,3,63,0,4,3,42,14,14,7,0,0,77,5,47,56,354,132,158,128,78,38,988,333,893,781,1819,1096,1287,1249,846,431,8749,6433,15360,13297,27832,16268,18691,17082,9292,3801,128069
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,9,0,0,0,27,0,0,0,17,3,14,4,0,0,38
299,0,0,3,9,5,0,0,0,0,22,0,0,0,4,0,0,0,0,0,4,0,6,3,24,11,3,0,0,0,46,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,5,10,7,3,0,0,26,0,3,0,9,3,0,0,0,0,12,0,0,5,12,8,9,0,0,0,28,0,0,0,14,8,4,0,0,0,33,0,0,3,16,0,0,0,0,0,15,0,0,6,8,0,0,0,0,0,13,0,0,0,8,3,3,4,0,0,25,3,6,4,18,9,0,0,0,0,36,0,0,6,13,5,10,3,0,0,38,0,0,0,5,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,3,18,32,105,31,18,17,3,3,233,146,300,363,1421,586,371,178,34,11,3416,414,730,1131,3553,1393,1074,613,152,29,9089
301,0,6,9,47,15,5,5,4,0,94,3,17,40,134,205,145,111,22,8,677,4,80,227,666,398,310,184,40,15,1918,0,6,8,83,50,46,77,38,15,328,0,6,9,34,21,32,18,10,0,137,0,54,101,239,326,386,358,245,99,1808,4,28,25,51,62,57,34,5,0,268,20,311,523,1292,934,612,276,133,47,4145,0,14,44,155,87,75,60,31,5,466,3,22,23,150,40,34,36,10,0,312,4,46,65,226,108,57,16,0,0,529,0,0,0,24,12,11,0,3,0,62,18,71,94,241,144,144,114,42,6,877,0,23,31,153,123,88,49,14,3,478,0,24,37,95,88,74,63,43,15,434,0,8,20,129,119,139,61,16,5,486,24,232,265,1300,839,812,786,423,222,4890,318,876,757,1911,1098,1097,1022,719,429,8227,13082,31384,27424,56728,33944,31466,26149,14286,5357,239817
302,0,14,21,149,35,11,3,0,3,242,4,59,144,323,295,182,104,41,15,1169,15,213,399,1437,734,586,269,88,13,3755,0,6,4,103,41,49,75,30,31,333,0,13,16,106,79,104,60,14,4,401,3,18,44,220,175,156,171,117,43,940,12,41,46,148,80,44,31,14,4,419,14,97,201,770,360,202,113,54,17,1821,0,34,62,308,125,114,110,47,19,827,7,19,22,308,31,21,27,0,3,443,0,79,142,319,105,66,21,3,5,745,0,5,5,38,13,8,0,0,0,68,20,66,113,335,108,88,74,26,3,823,0,25,44,200,129,96,61,25,9,594,0,10,9,68,46,36,31,32,8,234,0,8,45,163,71,41,32,6,0,363,30,315,466,2381,811,654,406,281,109,5446,337,664,843,2466,890,753,674,607,583,7819,13509,26634,26322,69055,29413,24008,18455,11532,5665,224598
