SA4_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
403,182112,192742,374859,9811,9360,19171,22503,21190,43693,10911,10392,21302,11183,11045,22229,23077,23736,46809,23593,25353,48951,23546,24597,48143,22516,24956,47464,20143,22829,42973,10946,12801,23747,3897,6486,10381,174316,186148,360464,7803,6595,14397,2473,2603,5074,75,76,152,88,70,154,2632,2756,5386,133412,139616,273027,42242,46904,89142,153805,161876,315685,21819,24730,46545,162454,171740,334199,2900,2688,5585,21610,20357,41970,8460,8584,17047,4264,5204,9470,6065,9649,15714,82768,93983,176755,26928,25399,52325,21763,23529,45292,6762,6910,13671,4372,5057,9429,609,681,1292,171638,182132,353770,7300,8829,16130
404,119593,124756,244347,6383,6139,12519,12449,11861,24309,6220,5825,12052,8317,8198,16525,19172,19037,38206,16161,16428,32592,15350,15807,31160,15181,15794,30976,11238,12810,24047,6287,8146,14441,2831,4690,7525,115057,120746,235804,4535,4007,8539,2120,2175,4296,63,69,129,74,62,135,2250,2311,4567,80552,82961,163514,34454,37487,71945,82246,84742,166987,32688,35643,68330,102301,107356,209661,1760,1662,3424,11847,11321,23169,4887,4903,9792,3558,4072,7634,4903,6972,11873,58595,62551,121145,15287,14220,29506,12414,12903,25322,4184,4595,8781,4562,6229,10792,1048,1684,2727,113029,118030,231053,5246,5754,10999
405,57223,57265,114487,2806,2680,5491,6997,6522,13519,3136,2833,5968,2631,2353,4985,5336,5351,10690,5657,6073,11731,6985,7307,14294,9062,8997,18061,8663,8383,17043,4609,4797,9401,1332,1977,3306,53591,54299,107889,3635,2965,6601,1468,1592,3062,40,36,80,28,32,62,1540,1665,3199,47971,47582,95552,5255,5913,11166,52174,52172,104345,1465,1721,3185,52289,52335,104618,655,629,1283,6488,6052,12542,2120,2068,4179,411,699,1111,655,1688,2339,15836,19868,35707,10965,9896,20866,10036,9004,19036,3792,3088,6875,3034,2625,5653,126,122,253,51918,52173,104089,4966,5024,9991
406,42179,40472,82646,2425,2398,4820,5387,5168,10552,2367,2117,4487,2224,2034,4259,5557,5319,10875,4970,4716,9685,5458,5303,10764,5990,5505,11494,4623,4329,8955,2443,2553,4997,723,1032,1759,38958,37939,76893,3220,2533,5752,4642,4764,9414,65,51,118,63,80,150,4772,4897,9670,34200,32738,66936,4313,4587,8908,34671,33983,68658,3298,3540,6834,36419,35797,72217,564,596,1164,4861,4671,9528,1406,1373,2781,222,360,584,564,1332,1898,11123,13550,24670,7830,6650,14478,7277,5834,13108,2328,1897,4222,2059,1773,3830,164,143,309,36277,36302,72581,11772,6217,17988
407,96986,96720,193709,4609,4435,9039,11147,10634,21783,5365,4861,10226,4590,4070,8662,9832,9551,19380,10039,10023,20059,12035,11996,24037,14148,14523,28670,14666,14571,29238,8115,8516,16630,2432,3549,5989,91032,91632,182668,5960,5082,11040,2768,2542,5318,53,55,108,66,48,118,2894,2651,5540,78123,77284,155408,12053,13020,25070,84291,85533,169818,5374,5501,10878,85350,86772,172121,1053,1018,2076,10308,9876,20186,3498,3481,6985,615,954,1564,1359,3081,4439,27782,34162,61943,17235,16369,33608,17850,15166,33017,6294,5047,11337,5016,4420,9436,548,392,944,86517,87937,174454,9515,8047,17559
497,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
499,1873,1506,3377,77,56,140,128,139,262,74,112,186,108,95,206,320,305,627,289,245,534,299,178,478,311,197,513,214,141,359,40,26,64,7,10,11,0,0,0,1873,1506,3377,199,180,376,0,0,0,7,3,6,203,180,384,1248,1010,2262,282,249,530,1230,1034,2261,148,167,314,1267,1065,2335,10,13,25,96,110,200,33,61,92,18,22,39,39,54,94,435,417,850,280,228,509,291,256,543,113,70,185,64,31,95,10,6,21,0,0,0,0,0,0
501,93269,95483,188747,5256,4976,10232,13184,12274,25456,5592,5373,10963,4170,3777,7948,9749,10211,19963,11545,12489,24032,12512,13035,25548,12506,13371,25879,11501,11586,23091,5652,5999,11650,1602,2381,3986,84426,89224,173645,8842,6259,15100,2580,2556,5136,42,42,88,52,50,105,2672,2647,5324,69634,70872,140508,17090,19058,36146,80567,83346,163920,5845,6745,12588,80635,83567,164202,1384,1310,2696,12229,11374,23598,3750,3736,7490,625,819,1443,1341,3468,4810,30344,37320,67661,8991,9315,18314,21976,20043,42020,4573,3782,8354,2410,2191,4602,300,215,511,81463,86518,167984,8570,7585,16158
502,51979,55660,107641,2866,2800,5672,6601,6562,13159,3015,2971,5986,2623,2686,5306,5171,5715,10886,5653,6255,11904,6312,6833,13147,6760,7565,14327,7166,7731,14903,4504,4746,9248,1301,1794,3095,46784,52294,99072,5199,3363,8559,1450,1522,2967,36,36,73,18,31,52,1508,1590,3097,35488,37662,73150,12909,14969,27879,45485,48827,94318,2924,3793,6715,44688,48255,92950,791,772,1565,6175,6118,12299,2041,2180,4221,561,789,1350,808,1974,2781,16834,20086,36927,5080,5646,10720,12389,12996,25383,2921,2733,5658,1586,1507,3092,141,119,264,45947,51101,97049,2408,2875,5283
503,90025,92241,182267,4233,3930,8158,9836,9407,19246,5030,5143,10172,6339,6927,13265,15555,15671,31226,13230,12980,26204,11574,11778,23348,10124,10317,20445,8013,8401,16415,4440,4927,9364,1644,2769,4406,84650,87890,172537,5370,4354,9725,644,697,1344,20,18,40,9,18,25,679,732,1411,53311,54198,107511,31805,34012,65814,67967,68087,136054,16931,19855,36791,72555,74183,146740,1394,1218,2620,9469,9064,18530,4470,4625,9094,3581,4090,7670,4551,6027,10580,57806,60295,118109,4101,4013,8111,6111,7037,13145,1720,1657,3378,838,1180,2010,235,346,583,79956,83278,163236,10343,9582,19917
504,138101,138478,276573,9414,8738,18158,18377,16983,35364,8253,7566,15820,8574,7993,16571,20355,20893,41245,20498,20243,40744,17925,18368,36289,15859,16277,32139,11344,12181,23530,5771,6469,12238,1725,2763,4488,129938,133405,263347,8159,5070,13233,4108,3696,7807,107,81,185,123,93,219,4342,3874,8212,87146,86004,173150,43992,46890,90886,101083,101354,202437,27807,30812,58614,115685,117657,233343,2705,2404,5112,17325,15998,33321,6055,5864,11918,2669,2948,5622,3921,6603,10523,59202,65372,124574,11142,10592,21737,23934,21675,45607,4873,4525,9398,3112,3660,6775,927,1143,2072,125819,130751,256574,7695,6048,13741
505,283068,294235,577297,18341,17456,35798,38981,36779,75758,17773,16665,34435,17578,16927,34506,38421,40983,79404,41088,43031,84122,38118,39387,77506,31802,33981,65784,24220,27168,51388,12573,15091,27668,4162,6762,10928,267151,284235,551384,15914,9999,25912,3573,3790,7365,130,108,243,98,100,200,3800,4003,7802,163502,167855,331349,106801,115964,222764,213998,220381,434382,55525,62410,117941,238908,249543,488447,5413,5174,10588,37109,35024,72134,13823,13628,27451,6664,7422,14086,8272,13850,22123,134923,149110,284033,21425,21026,42455,40821,40999,81823,8817,8759,17579,5220,6743,11968,1730,2277,4001,263014,278923,541932,9907,11070,20976
506,264141,265325,529466,17366,16559,33926,35682,33560,69242,15601,14847,30444,18590,17408,35999,40243,40585,80825,40310,40074,80385,33073,32455,65525,27636,28644,56276,21303,23153,44457,10792,12428,23222,3540,5616,9154,250536,256327,506866,13607,8993,22605,5801,5850,11651,131,105,233,148,137,281,6076,6083,12162,148433,146743,295176,102092,106865,208956,175286,175081,350367,72855,77085,149942,209401,210922,420320,4741,4478,9217,33658,31598,65263,11851,11896,23747,7630,7868,15499,9470,14097,23566,122271,130498,252766,19115,18558,37670,39891,37824,77719,8903,8165,17066,5313,5881,11196,1840,2166,3998,243088,249577,492667,14153,13073,27220
507,217864,225539,443407,14476,13415,27888,30049,28828,58876,13464,12995,26454,13576,13401,26979,29517,30801,60317,31073,32489,63557,28818,29928,58745,24857,26356,51211,18600,20661,39261,10027,11331,21356,3417,5338,8752,203849,216930,420778,14020,8616,22628,4642,4281,8924,100,97,195,148,119,274,4892,4497,9392,137381,140795,278175,69046,75710,144752,171403,177065,348470,33311,38885,72198,183154,191794,374947,4237,3869,8102,28425,27336,55762,10068,10300,20363,4628,5529,10154,5945,10558,16507,96719,109519,206240,17519,16922,34443,35400,34421,69826,7378,7274,14657,4048,4749,8798,787,921,1705,198345,212103,410452,11576,10634,22206
509,69616,67561,137175,3633,3442,7079,8603,8222,16828,3866,3451,7320,3099,2607,5712,7044,6776,13823,7586,7693,15284,9033,9105,18137,10696,10511,21212,9744,9010,18757,4891,4831,9724,1416,1888,3308,63210,62806,126013,6406,4763,11168,2932,2856,5786,37,38,76,37,35,71,3003,2925,5931,51111,49037,100151,11518,12513,24031,58721,57872,116589,3680,4035,7717,58607,57919,116529,831,790,1621,7676,7340,15017,2362,2362,4717,378,487,866,771,2128,2905,21829,25262,47088,6019,6297,12320,16506,14002,30511,3653,2855,6512,2414,1714,4131,294,246,536,58420,58974,117390,11001,7824,18830
510,48124,41999,90128,3738,3408,7142,7085,6805,13889,2526,2308,4829,2731,2534,5265,8719,8365,17080,8683,7284,15963,6944,5377,12321,5191,3837,9031,1923,1524,3443,508,448,949,91,113,204,45050,39266,84314,3074,2735,5807,10699,10711,21411,204,166,370,322,325,650,11229,11205,22433,31830,28704,60535,7756,7203,14955,31360,27939,59297,7431,7579,15016,35365,31993,67352,815,730,1540,5880,5612,11491,1197,1158,2354,217,270,489,865,1681,2544,14014,15280,29291,4457,3514,7967,8169,5560,13729,1665,1203,2872,1042,800,1841,304,230,534,34583,34161,68746,43144,20934,64074
511,61579,57177,118758,3775,3628,7403,8109,7631,15741,3438,3120,6553,3514,3161,6674,8276,7681,15956,7976,7608,15584,8504,7762,16262,8448,7475,15931,5993,5369,11367,2813,2732,5542,734,1015,1749,56505,53460,109964,5073,3715,8787,5539,5603,11141,65,50,116,90,79,166,5692,5735,11421,43483,40686,84169,9761,10115,19880,47559,45067,92630,5294,5673,10968,48417,46180,94593,818,893,1713,6982,6594,13578,1896,1841,3742,396,504,900,1033,2082,3118,17339,19912,37250,5919,5665,11580,13675,10731,24406,3054,2318,5372,1871,1475,3350,258,229,488,49216,49060,98276,27857,15536,43391
597,455,58,514,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,455,57,511,3,0,5,7,3,9,0,0,0,0,0,0,7,3,9,131,24,151,132,14,148,206,29,232,60,4,66,189,29,216,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,143,30,174,38,0,38,59,6,61,13,0,16,0,0,0,3,0,3,10,4,15,2846,390,3234
599,4639,3416,8055,149,153,300,244,230,473,118,147,261,295,256,562,822,692,1512,926,613,1543,842,468,1313,667,477,1144,444,316,758,118,38,155,14,16,30,0,0,0,4639,3416,8055,786,677,1464,11,0,11,13,5,19,819,683,1495,2708,2061,4775,775,656,1431,2185,1896,4079,243,244,486,2120,1823,3943,22,17,34,163,164,327,38,44,76,26,33,62,63,106,169,997,1029,2024,239,218,457,620,423,1036,143,100,241,80,36,118,10,14,30,0,0,0,0,0,0
601,120521,126562,247086,6632,6216,12856,14715,14013,28727,6871,6453,13323,7479,7341,14817,19920,19834,39761,15407,16250,31656,14213,15439,29653,14272,15666,29934,12337,13805,26145,6566,8028,14594,2116,3516,5631,115100,121355,236459,5419,5205,10626,5026,5167,10188,252,251,507,251,273,525,5530,5690,11216,92113,97107,189218,22909,23785,46696,98971,105054,204029,15677,16015,31693,101674,108437,210112,1765,1706,3474,13889,13229,27113,5207,5067,10275,2738,2917,5653,6168,7856,14019,53669,58756,112427,7709,8182,15897,23234,24193,47424,5547,5889,11436,3149,3262,6414,495,528,1022,112094,118198,230287,7714,7740,15452
602,74337,76859,151195,3899,3715,7610,8988,8425,17411,4228,4015,8241,4364,4115,8480,9763,9528,19292,8160,8816,16981,9054,9909,18961,10113,10821,20938,9300,9645,18944,4995,5601,10599,1467,2274,3742,70503,73368,143870,3837,3492,7326,2593,2780,5375,119,141,264,99,129,228,2818,3048,5865,59435,61854,121279,10491,10787,21280,64933,67772,132706,5434,5341,10773,65503,68502,134000,957,960,1910,8415,7856,16276,2999,3009,6007,1072,1272,2346,2280,3352,5630,24070,28162,52237,5119,5926,11043,20006,19028,39033,5020,4630,9649,2629,2389,5020,400,401,799,68358,71141,139501,5380,5339,10722
603,21322,20414,41734,984,924,1908,2289,2241,4533,1141,933,2076,939,804,1742,1970,2044,4013,2269,2393,4662,2766,2721,5484,3623,3611,7233,3445,3040,6486,1559,1300,2862,333,394,733,19950,19195,39145,1370,1220,2590,1499,1481,2981,51,55,111,54,53,108,1606,1590,3198,16828,16035,32864,2707,2719,5418,19029,18180,37212,725,820,1538,18964,18230,37192,211,219,425,2065,2046,4115,713,665,1380,150,176,321,448,744,1194,6737,7695,14440,1511,1572,3085,5741,4821,10566,1604,1222,2830,813,501,1311,56,29,83,19094,18382,37479,2111,1907,4022
604,56814,59349,116156,2991,2882,5869,6954,6646,13596,3243,3093,6336,2958,2901,5864,6570,6795,13363,5954,6499,12453,7166,7723,14892,8259,8823,17082,7484,7781,15263,4095,4469,8560,1138,1744,2887,53393,56353,109747,3418,2990,6411,4366,4688,9054,164,177,343,190,177,363,4717,5039,9760,47044,49420,96464,5904,6202,12111,51187,53739,104929,2203,2402,4604,51074,53778,104853,698,668,1367,6413,6137,12553,2229,2289,4517,488,668,1156,1188,2082,3266,14337,17787,32125,4271,5036,9304,17556,16897,34452,4581,4355,8935,2390,2114,4503,173,148,325,51835,54568,106404,4393,4238,8627
697,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,6,12,0,11,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,72,366
699,758,616,1377,21,19,42,50,36,92,43,48,95,71,53,119,135,92,228,99,97,198,130,78,203,104,98,199,90,72,163,18,13,31,0,4,3,0,0,0,758,616,1377,86,55,143,0,0,0,3,3,5,93,64,150,551,428,973,76,82,161,525,459,978,33,41,74,521,463,985,6,0,6,36,34,68,12,22,36,9,11,24,18,32,50,161,214,374,56,39,94,185,130,314,46,28,75,37,16,50,3,0,8,0,0,0,0,0,0
701,70739,69161,139902,4900,4653,9555,9532,9209,18738,3914,3735,7651,4903,4144,9046,12750,13199,25950,10821,11286,22108,9359,9043,18400,7494,7139,14637,4858,4513,9374,1830,1776,3608,370,465,833,66061,65841,131901,4678,3318,7997,6323,6315,12638,273,227,499,703,697,1400,7299,7243,14539,45999,43262,89266,18462,20422,38891,47425,45853,93277,15635,17339,32976,54925,53895,108818,1287,1244,2532,8591,8291,16884,2482,2616,5101,1092,1350,2440,3126,5390,8522,29484,33056,62538,6663,5664,12327,9931,7611,17542,2369,1981,4354,1672,1590,3263,396,468,868,61798,63473,125278,15258,12623,27875
702,44877,44220,89103,3457,3048,6503,7089,6568,13655,3375,3057,6424,3326,3225,6550,7872,8392,16263,6512,6607,13120,5358,5597,10954,4487,4514,8995,2507,2299,4809,780,722,1499,123,198,326,42163,41463,83626,2713,2760,5477,22036,22633,44669,95,82,179,217,227,445,22342,22948,45289,35160,34987,70155,5595,5739,11338,19445,18864,38314,20329,21465,41795,36964,37477,74436,805,751,1562,6145,5690,11842,1310,1255,2562,188,291,482,991,1779,2771,11579,13804,25377,4272,4363,8641,7338,6284,13628,2938,2655,5597,3024,2813,5843,722,757,1477,38411,39351,77767,16663,13244,29912
797,83,15,99,0,0,0,0,0,0,4,0,4,6,3,6,16,4,23,22,0,22,18,3,19,17,0,17,0,0,0,0,0,0,0,0,0,84,15,95,0,0,0,11,0,8,0,0,0,0,0,0,10,0,9,45,8,56,23,0,22,53,5,63,10,0,11,48,8,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,3,29,9,0,8,19,6,21,5,0,5,0,0,0,0,0,0,8,0,12,407,65,470
799,1826,1675,3500,89,69,164,166,122,285,30,64,95,84,99,183,292,364,661,305,268,573,311,280,591,300,279,579,205,114,318,33,17,49,6,4,7,0,0,0,1826,1675,3500,637,606,1247,14,8,18,8,3,7,658,617,1276,1102,1001,2106,243,250,492,861,745,1605,253,298,551,1180,1078,2256,4,8,11,104,72,180,12,12,20,6,7,13,19,41,56,368,442,805,123,127,255,266,208,473,108,67,173,74,55,127,9,12,28,0,0,0,0,0,0
801,224022,229869,453890,13746,12907,26660,29005,27230,56236,13386,12899,26286,17042,17132,34174,38637,38992,77634,34275,35006,69285,27785,28342,56126,21866,23462,45328,16625,19022,35639,8781,10556,19340,2868,4315,7180,216056,222200,438251,7963,7668,15636,4265,4121,8383,120,107,229,137,159,298,4519,4391,8908,152375,154157,306525,62957,67579,130535,160228,163226,323454,53983,57592,111578,191965,197631,389596,4017,3861,7872,27766,26038,53804,10855,10748,21598,8275,8985,17260,12458,15753,28207,134620,140613,275232,8517,7973,16494,19821,22010,41830,5316,5788,11105,3558,4233,7785,818,1022,1840,208970,215447,424415,14221,13671,27889
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,336,273,605,18,9,19,13,13,25,23,37,58,44,40,82,60,53,108,62,33,104,53,30,77,38,35,78,21,10,34,6,8,10,0,0,4,0,0,0,336,273,605,20,20,41,0,0,0,0,0,0,26,20,44,201,176,384,56,62,121,201,196,400,35,43,81,219,199,417,3,0,7,4,10,19,12,28,42,16,14,29,7,12,21,106,143,253,20,19,44,58,41,94,13,7,23,7,6,11,0,0,0,0,0,0,0,0,0
901,2511,2263,4778,132,109,243,313,268,587,88,103,189,108,108,218,335,240,577,328,310,638,347,316,665,378,382,765,318,267,587,120,135,257,36,34,62,2376,2129,4505,136,139,275,97,116,212,5,4,0,3,0,6,100,120,219,1356,1322,2673,774,607,1382,969,980,1948,979,966,1944,1720,1703,3421,40,30,66,260,224,486,53,66,115,11,23,38,43,70,113,738,908,1651,129,138,269,410,345,761,84,56,142,95,62,157,56,63,119,1809,1844,3647,1079,696,1771
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,3,0,4,0,0,0,3,0,4,10,4,12,0,0,0,5,0,5,3,3,5,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
