SA4_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
201,289,1290,1848,1493,1596,1773,1800,907,245,11239,183,1397,2629,1978,2164,2066,1335,504,202,12462,77,982,2947,2505,2549,2383,1101,338,55,12935,22,468,2120,1863,1929,1657,615,171,46,8890,8,193,1749,1715,1754,1399,444,148,56,7477,3,75,1028,1370,1355,934,273,64,18,5126,8,68,1249,2155,2308,1507,382,58,13,7744,0,12,162,433,488,324,86,29,11,1543,9,29,191,654,904,601,253,96,19,2747,738,665,1367,1285,1569,1461,1620,1279,885,10889,10126,9501,20702,20511,22505,22951,21034,11207,4317,142855
202,284,1140,1678,1473,1549,1763,1708,907,257,10757,147,1322,2558,2023,2013,2100,1397,598,157,12318,74,912,2606,2285,2428,2357,1221,380,95,12351,14,465,2035,1809,1816,1577,716,198,47,8656,11,210,1736,1844,1740,1401,545,162,62,7709,0,92,1023,1328,1417,974,305,85,25,5247,6,68,1193,2135,2355,1575,405,97,27,7862,0,15,142,451,543,322,102,17,7,1601,5,9,157,604,805,534,216,76,40,2452,699,651,1505,1422,1529,1579,1538,1280,1014,11212,9392,8790,19470,19900,21340,22501,20611,11184,4517,137698
203,424,2448,3395,2746,2590,2881,3242,1732,456,19923,269,2564,4813,3638,3556,3471,2655,1039,267,22273,111,1954,6142,4532,4261,4086,2338,707,178,24310,30,1008,4997,3857,3611,3000,1325,395,86,18303,11,428,4311,3989,3569,2586,1019,335,100,16345,4,151,2755,3107,2943,1931,625,153,46,11714,9,118,3637,5951,5197,3280,834,241,60,19320,4,23,513,1244,1214,786,210,73,20,4095,10,43,577,1919,2262,1408,565,184,62,7025,1116,1292,2837,2513,2359,2132,2496,2122,1730,18599,18372,19539,43726,42274,40725,39586,36603,19915,7951,268681
204,394,1210,1746,1530,1806,2148,2145,1063,257,12296,325,1461,2595,2190,2385,2708,1748,666,166,14240,206,1127,3034,2668,2947,2988,1559,411,109,15050,51,528,2124,2128,2191,2050,857,244,39,10213,17,227,1670,1835,1917,1646,667,183,56,8217,11,96,1030,1308,1450,1161,336,95,19,5516,0,78,1077,1958,2290,1671,462,110,26,7680,0,14,135,326,406,323,119,37,6,1371,8,21,161,456,624,584,246,122,36,2264,990,794,1514,1555,1785,1995,1987,1638,1120,13382,10563,8704,19590,20571,23472,26908,24963,13515,4995,153276
205,459,1874,2909,2620,2865,3370,3547,1798,466,19908,276,2099,3954,3247,3508,3779,2696,989,288,20842,136,1410,4397,3639,3959,4086,2323,727,152,20830,44,737,3242,2860,2874,2693,1276,337,79,14140,13,386,2733,2565,2554,2361,873,289,80,11864,9,151,1562,1900,1935,1702,571,119,41,7985,6,135,1832,2876,3272,2643,672,138,35,11616,4,13,306,584,726,601,191,57,11,2501,10,32,339,843,1175,1063,418,166,58,4108,1472,1169,2902,3012,2973,3385,3680,2784,1758,23142,15913,13743,32721,32526,36176,44190,43532,23088,7929,249821
206,439,5359,10068,3933,2786,2767,2889,1423,436,30095,278,5411,13930,5333,3831,3434,2924,1246,350,36743,130,5557,20068,7845,5063,4406,2938,1107,266,47377,35,3191,19839,7733,4630,3600,2149,735,152,42064,26,1551,18673,8908,5426,3982,1882,627,145,41227,13,612,13082,8334,4926,3403,1406,469,98,32348,27,600,21509,20054,11767,7234,2349,730,143,64416,15,109,3791,5891,4083,2289,774,239,83,17271,19,205,4357,12204,11440,6501,2428,833,215,38193,1305,3771,10466,6186,4366,3519,2796,2230,1708,36358,23434,57314,165518,101098,72005,57113,40849,22859,9883,550062
207,246,2312,3033,2200,2442,2494,2787,2120,867,18496,134,2347,4468,2899,2968,3004,2694,1666,600,20786,71,2355,6260,3871,3732,3596,2711,1401,452,24445,26,1359,5756,3462,3149,2832,1848,890,299,19619,16,632,5099,3762,3477,2956,1587,755,259,18537,9,214,3323,3334,3061,2520,1145,502,177,14293,6,195,5057,7867,7249,5205,1887,703,248,28417,16,53,931,2628,2745,1738,570,228,77,8982,13,59,1057,5801,8474,4890,1557,493,207,22550,766,1254,2458,1824,1928,1652,1515,1639,1694,14721,23713,27065,48770,47868,50484,44690,35247,24535,12274,314649
208,328,2321,2939,2358,2769,2900,3234,1922,797,19581,211,2432,4606,3379,3779,3671,3108,1468,598,23254,108,2268,6648,4546,4680,4617,3135,1267,405,27665,33,1288,6654,4526,4432,3672,2251,796,255,23911,23,603,6101,4936,4804,3686,1701,655,236,22743,8,265,4238,4494,4154,3087,1347,470,161,18210,20,189,6670,10893,10009,6148,2046,654,248,36877,6,46,1253,3553,3533,2054,678,207,71,11403,12,78,1393,7787,10545,5299,1643,535,222,27518,884,1044,2570,2367,2347,1915,2118,2129,2266,17632,25117,24406,52356,58144,62017,50866,40065,24201,12330,349489
209,565,3639,5801,5078,4567,4184,3581,1843,604,29861,336,3993,8668,6944,6173,5056,2823,1116,294,35394,186,3310,11088,8952,7452,5853,2752,787,169,40541,60,1621,9391,7620,6136,4590,1662,425,78,31586,33,752,7870,7663,6149,3983,1328,351,86,28195,7,300,4868,6098,4743,2998,792,191,39,20034,7,201,6618,11644,8827,4984,1192,196,60,33737,3,35,957,2602,2274,1196,268,61,12,7412,13,41,767,3448,3686,2032,545,144,43,10722,1526,1927,4400,3790,3322,2817,2652,2234,1813,24482,30410,33231,79907,82221,70726,59510,45359,25301,10509,437166
210,458,2924,4891,4164,3402,2881,2296,1244,333,22587,277,3246,7321,5600,4557,3662,1786,721,237,27400,138,2525,8791,6607,5533,4320,1636,398,118,30065,42,1368,6973,5534,4278,3203,966,212,55,22633,14,626,5945,5366,4088,2834,696,171,49,19801,10,234,3752,4149,3110,1999,448,79,13,13794,6,209,5031,7790,5409,3130,600,106,22,22312,5,41,664,1682,1286,720,143,33,12,4582,9,46,610,2037,1919,1018,277,73,21,6022,1645,1884,4626,3920,3125,2453,1958,1704,1244,22561,24940,26989,66484,63605,52242,44310,31338,18511,7813,336226
211,631,3467,4504,4398,4523,4496,4425,2549,727,29716,399,3922,6986,5804,6113,5807,3836,1612,439,34922,175,3247,9180,7484,7709,6934,3452,1096,293,39574,39,1683,7790,6558,6458,5195,2035,535,131,30427,25,702,6889,6705,6405,4844,1519,447,148,27675,11,285,4277,5510,4990,3528,983,177,45,19807,8,171,5781,11091,9629,6057,1387,271,61,34457,0,26,834,2587,2451,1448,324,69,27,7768,7,43,710,3049,3769,2233,591,190,75,10660,1184,1335,2877,2772,2909,2645,2480,2601,2288,21105,30811,30089,63632,71380,71072,65046,52068,30085,11817,425997
212,978,6316,10917,9234,7759,6351,4489,2543,788,49379,688,7410,17171,13517,11098,8428,3999,1549,529,64394,277,5902,19858,15765,12703,9379,3323,996,264,68469,77,2888,14846,12309,9367,6599,2008,504,154,48748,47,1208,11219,10845,8274,5343,1540,444,160,39075,14,469,6581,8035,6095,3606,941,223,66,26025,11,345,7883,13692,10369,5748,1178,296,74,39593,9,62,1112,3096,2276,1301,273,66,26,8224,19,77,974,3396,3483,1864,514,213,81,10614,2863,3928,9078,6856,5546,4551,3856,3623,2878,43183,51538,60714,135372,128149,105254,87733,65298,38777,16090,688939
213,846,5703,10759,9014,6928,5440,3758,1624,440,44510,564,6429,16352,13308,9992,7120,2860,884,318,57824,274,5163,19040,15906,11545,7883,2590,490,116,63008,82,2612,14803,13302,8819,5650,1569,259,53,47150,30,1094,11997,12256,8203,4924,1155,230,65,39940,9,469,7436,9634,6277,3560,702,102,34,28225,11,328,10315,18693,11139,5261,931,97,21,46798,8,50,1641,4461,2584,1207,212,33,8,10204,15,99,1400,5226,4060,1711,376,93,30,13012,3251,4454,11932,9767,6406,4642,3837,2710,1819,48818,47305,53336,143011,145115,103717,80576,57764,27656,10261,668748
214,480,2012,2576,2506,2664,2972,3188,1885,558,18836,348,2213,3927,3326,3885,3710,2565,1180,357,21510,185,1652,4665,4128,4749,4272,2393,921,196,23157,43,773,4094,3482,3736,3114,1474,490,126,17332,18,343,3408,3491,3521,2726,1116,395,129,15143,6,130,2050,2704,2747,1985,706,212,56,10586,9,114,2654,4811,4946,3339,1104,299,75,17354,0,14,378,1041,1149,737,288,106,22,3734,16,19,390,1610,2187,1613,763,315,103,7011,1147,969,2174,2343,2672,2334,2463,2388,1943,18428,17441,15401,33635,37531,41592,40137,37037,23071,9042,254875
215,282,1124,1859,1500,1573,1791,1523,820,252,10721,177,1308,2619,1943,2123,2272,1181,465,162,12252,99,921,2841,2172,2246,2392,1037,312,95,12102,21,434,1761,1492,1590,1576,584,162,38,7658,9,221,1406,1266,1336,1298,418,176,69,6195,3,78,712,843,958,857,261,76,27,3802,8,48,799,1243,1377,1121,366,95,27,5084,0,6,99,180,248,205,97,27,11,875,3,18,150,302,412,396,192,85,35,1597,917,721,1795,1721,1802,1947,1964,1500,1076,13448,8340,7898,19014,17096,18791,22053,19161,11254,4936,128539
216,281,1000,1498,1311,1404,1543,1510,736,212,9487,146,1083,2149,1744,1874,1806,1053,452,142,10450,57,857,2345,1898,2106,1977,871,284,50,10437,21,390,1560,1366,1490,1346,513,115,31,6826,6,189,1279,1178,1244,1098,345,117,49,5504,3,69,608,839,929,701,221,51,25,3452,0,47,673,1100,1412,1030,247,55,26,4595,4,9,100,206,253,180,74,19,5,849,10,18,93,277,405,330,146,72,27,1369,756,586,1436,1326,1404,1460,1531,1296,746,10532,7982,7014,15849,15095,17103,18610,16928,10196,3977,112743
217,286,861,1242,1158,1283,1505,1536,728,246,8842,177,1022,1842,1486,1758,1816,1213,511,130,9945,85,787,2291,1715,2068,2100,1022,313,76,10455,20,350,1499,1361,1461,1429,579,185,40,6920,15,146,1121,1123,1267,1150,454,141,52,5463,3,61,625,807,924,748,269,69,8,3513,4,39,597,1214,1407,1103,346,98,29,4843,0,10,90,192,265,202,88,30,8,885,5,24,149,344,483,438,221,114,33,1806,673,429,988,1047,1154,1260,1366,1016,666,8593,7353,5941,13911,13918,16268,18691,17082,9292,3801,106267
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
299,9,31,110,51,56,36,29,5,0,332,13,37,129,52,48,48,16,8,0,344,9,34,116,59,48,36,13,0,0,323,0,18,61,34,27,31,17,0,0,189,5,3,69,37,31,22,6,6,0,180,0,7,39,21,16,19,3,0,0,107,0,0,48,42,26,13,5,0,0,141,0,0,3,17,6,8,3,0,0,41,0,0,15,35,21,12,0,0,0,85,174,214,655,823,616,405,194,37,14,3132,459,671,1819,1736,1393,1074,613,152,29,7946
301,525,1661,1881,1859,1956,2158,2136,1135,307,13625,291,1896,2985,2623,2822,2675,1726,698,205,15929,148,1484,3581,3532,3774,3377,1558,496,114,18062,33,769,3030,3090,3234,2655,1022,252,60,14145,26,384,2649,3147,3160,2400,664,185,47,12663,8,140,1735,2701,2615,1786,461,96,18,9566,3,98,2223,4882,5017,3034,585,113,43,16000,0,19,323,1120,1191,713,156,50,16,3593,5,20,294,1519,2143,1200,347,106,28,5666,567,586,1165,1321,1421,1237,1338,1214,1260,10109,14997,12431,25213,31512,33944,31466,26149,14286,5357,195353
302,322,1835,2541,1873,1504,1561,1532,920,375,12466,204,2066,3812,2741,2371,2037,1340,624,217,15416,88,1693,4767,3607,3106,2560,1258,424,139,17654,31,1029,4244,3290,2716,2044,765,204,84,14423,9,493,3778,3386,2725,1833,524,170,52,12961,5,166,2500,2840,2362,1536,374,92,37,9913,9,164,3678,6106,4893,2489,496,98,33,17956,0,14,609,1385,1157,531,120,24,12,3854,5,18,532,1959,1936,881,212,81,33,5655,473,719,1800,1389,1141,918,893,932,997,9253,12203,14116,34804,34255,29413,24008,18455,11532,5665,184450
303,512,3119,4916,3514,2587,2227,2036,1139,327,20380,328,3416,7117,4869,3675,2916,1902,842,275,25343,168,2898,8519,6218,4580,3575,1719,572,157,28402,39,1733,6758,5317,3821,2747,1061,268,74,21810,15,837,6004,5253,3879,2506,832,237,88,19654,12,338,3839,4551,3508,2095,543,152,41,15079,11,228,5627,9160,7294,3790,796,209,59,27172,3,46,879,2119,1692,840,179,47,20,5825,8,55,859,3373,3320,1734,447,148,46,9980,855,1512,3391,2482,1876,1602,1244,1201,1199,15367,21283,28582,62651,58565,46177,36808,27025,15159,6553,302801
304,312,1401,1314,1166,1003,1067,1389,869,240,8763,206,1338,1866,1536,1538,1357,1264,668,192,9961,80,1246,2497,2138,2020,1639,1302,550,152,11628,51,890,2478,2199,1913,1416,902,329,88,10270,18,383,2444,2468,2167,1444,771,267,85,10045,6,118,1676,2345,2215,1370,522,184,40,8475,7,116,2466,5530,5198,2855,855,259,63,17355,8,20,359,1461,1543,789,256,81,18,4527,0,17,385,2509,3749,2020,642,193,70,9592,389,604,912,809,763,641,595,630,779,6108,14353,13919,21274,26964,26684,19864,16295,9557,3973,152886
305,451,3461,4353,1840,1348,1298,1389,742,228,15106,259,3540,6275,2656,1854,1625,1448,597,144,18402,144,3534,8288,3659,2462,2176,1467,488,113,22326,57,2266,7486,3385,2388,1842,1036,316,87,18857,20,1182,7104,3691,2730,1925,861,272,66,17858,12,391,4795,3579,2670,1758,695,233,37,14164,16,407,7816,8498,6774,4020,1033,297,81,28946,11,69,1468,2544,2396,1222,351,118,19,8199,9,92,1555,6075,7232,3976,1081,347,92,20456,754,1898,4488,2664,1968,1490,1137,895,625,15915,15874,30667,65488,45413,37922,27803,18169,8943,3515,253794
306,527,1703,2957,2601,2620,2575,2063,1014,246,16296,327,1905,4184,3436,3631,3224,1712,572,159,19145,125,1247,4062,3809,4003,3563,1598,423,78,18906,34,644,2788,2938,3129,2505,840,191,46,13128,18,341,2296,2604,2716,2143,663,179,54,11017,5,139,1414,1959,2185,1556,431,108,31,7811,6,135,1787,2915,3422,2261,563,118,22,11238,5,13,257,534,637,466,119,43,9,2081,16,24,262,695,893,774,292,111,29,3093,1685,1618,4074,3395,3405,3166,2678,1788,911,22721,15096,12780,31475,32189,35054,34431,27588,13655,4493,206767
307,390,848,1278,1103,1297,1373,1053,581,132,8052,258,1031,1713,1470,1559,1671,863,355,71,8983,122,796,1847,1640,1842,1839,740,239,51,9123,49,506,1273,1153,1241,1155,436,116,28,5945,19,244,1036,1065,1137,938,330,123,48,4929,6,121,677,714,844,631,210,59,16,3278,6,126,822,1142,1305,901,228,55,11,4598,3,11,143,246,262,170,51,14,3,895,17,22,166,294,393,322,169,71,9,1467,853,779,1653,1440,1696,1779,1584,1275,633,11683,7446,6530,14203,13919,16348,17837,15512,8831,2990,103622
308,669,1531,2132,1915,1788,1788,1478,750,173,12221,417,1786,3008,2436,2291,2226,1233,434,108,13935,225,1370,3216,2882,2784,2580,1044,293,52,14442,92,997,2595,2303,2192,1955,653,140,27,10949,59,603,2410,2342,2208,1737,481,138,37,10015,18,319,1780,2020,1935,1484,326,50,15,7951,19,450,2909,3934,3957,2719,489,91,17,14583,0,41,639,1029,1034,734,140,27,5,3655,9,33,474,1079,1263,926,264,79,14,4143,1315,1413,3238,3263,3102,2833,1963,1434,832,19392,14351,12816,29341,29745,29532,29700,21026,10759,3660,180921
309,1167,5530,8070,6394,5940,5697,4977,2662,701,41141,658,5678,11368,8637,8635,7160,4109,1659,449,48361,286,3957,12563,10595,10089,8149,3886,1340,322,51194,80,1867,8826,8243,7658,5756,2239,734,145,35538,43,874,6961,7635,7105,4891,1835,583,181,30106,21,358,4371,5834,5604,3554,1215,366,66,21381,14,306,5390,9789,9656,5547,1696,506,95,32994,10,53,885,2079,2202,1337,538,144,44,7288,19,88,1058,3347,4138,2712,1135,450,103,13041,2354,3156,7408,6047,5747,4729,4357,3925,2983,40713,37315,39925,87681,86865,86348,75612,64273,37005,13071,528109
310,771,2839,4605,3769,3218,2819,2038,1036,260,21356,547,3594,6969,5387,4525,3626,1567,550,143,26908,253,2594,7465,6220,5471,4183,1326,343,73,27933,86,1380,5593,5001,4163,2885,818,127,27,20077,20,586,4379,4587,3785,2473,591,142,45,16608,10,233,2637,3491,2962,1750,318,38,12,11456,8,187,2738,5048,4578,2553,390,60,9,15578,3,22,329,829,687,395,70,18,0,2356,16,52,337,873,998,577,172,61,28,3114,1802,2295,5391,4428,3328,2479,1833,1413,837,23802,23991,23919,54131,51386,45864,39407,28192,14646,4732,286265
311,831,3054,4640,3712,3226,2686,2204,940,227,21519,599,3730,7158,5446,4874,3615,1601,503,137,27663,259,2449,7331,6518,5752,4366,1487,319,66,28550,74,1134,5065,4902,4319,3142,796,150,18,19601,32,506,3669,4088,3479,2412,603,128,31,14953,11,218,2205,2887,2648,1627,344,42,12,9991,3,166,2261,4130,3764,2152,417,45,9,12936,3,27,291,641,620,373,94,24,11,2078,12,40,239,727,788,475,182,59,19,2540,1997,2053,4547,3907,3245,2345,2046,1650,1105,22899,24043,23503,51304,48793,44589,38061,29951,14808,4487,279545
312,526,1252,1796,1448,1558,1454,1193,496,100,9826,379,1597,2521,1969,2006,1827,947,289,64,11603,182,1276,2729,2294,2324,2195,849,198,34,12091,85,767,2039,1928,1791,1532,515,115,18,8796,48,484,1911,1886,1848,1520,420,83,25,8222,16,329,1526,1542,1632,1184,288,47,6,6569,14,490,2755,3416,3207,2202,434,71,14,12600,0,53,652,1085,1018,659,139,24,3,3641,6,44,514,1116,1203,720,222,58,12,3894,1056,1592,3931,3297,3352,2946,1727,1175,559,19635,10398,10543,25239,24629,24580,23611,15993,7740,2586,145327
313,577,2074,3007,2449,2424,2500,2564,1445,365,17404,367,2241,3910,3315,3421,3100,1876,771,181,19193,153,1557,4271,3858,4189,3601,1648,513,113,19900,30,696,2863,3085,3118,2414,865,230,44,13345,26,335,2133,2565,2728,2013,617,234,68,10714,9,131,1278,1862,2067,1429,377,80,16,7247,5,96,1388,2945,3380,2059,461,106,17,10462,6,14,207,529,653,410,92,31,7,1957,15,36,209,554,823,591,225,89,25,2577,1123,1262,2787,2535,2326,1883,2002,1797,1253,16964,15811,14440,30033,31179,34059,33568,32966,18666,6077,216792
314,463,1815,2412,2048,1713,1532,1439,680,142,12253,282,2062,3666,2917,2659,1983,1175,386,71,15208,140,1592,4348,3900,3475,2630,1151,280,51,17572,43,883,3549,3413,3021,1961,659,152,21,13705,14,361,2959,3150,2884,1686,463,110,25,11652,6,133,1732,2583,2389,1359,250,33,12,8497,0,102,2105,4768,4574,2355,371,48,8,14326,0,15,322,1004,1018,500,89,11,3,2960,13,11,266,1143,1623,736,166,51,12,4019,552,634,1474,1346,1189,809,725,632,514,7880,14561,13072,29186,32269,30394,22820,16960,8423,2531,170216
315,229,435,739,602,639,533,331,139,22,3674,200,587,963,739,722,707,308,88,11,4329,150,589,1121,800,841,847,291,71,7,4716,38,435,961,680,663,590,217,27,5,3610,24,279,940,710,726,572,158,40,3,3454,17,191,710,583,539,436,124,25,0,2624,8,216,1290,1210,1150,868,180,19,3,4941,0,15,185,290,265,216,45,11,0,1025,3,19,151,299,233,230,91,47,9,1089,845,901,2132,1599,1534,1481,929,526,176,10124,4804,5463,12397,10209,10021,9773,5970,2775,739,62149
316,852,3083,3941,3591,3887,4265,4408,2384,718,27126,463,3047,5495,4747,5366,5040,3576,1584,426,29748,175,2058,5961,5909,6281,5783,3239,1216,271,30898,56,857,4267,4538,4943,3901,1849,617,130,21150,27,388,3368,4299,4500,3409,1449,540,143,18119,17,166,2120,3226,3694,2560,917,275,71,13055,7,141,2678,5247,6039,3852,1137,358,79,19546,3,26,483,1166,1415,943,302,112,34,4488,12,35,545,1970,2652,1851,791,308,76,8235,1379,1374,3046,3165,3337,3019,2933,2464,2018,22730,23120,19242,41927,48364,54134,54274,50066,29199,10669,330997
317,433,1431,1966,1499,1341,1317,1377,756,231,10357,317,1688,3022,2057,1880,1697,1071,463,134,12321,123,1213,3146,2467,2245,2117,974,323,68,12683,32,674,2333,1920,1854,1435,553,127,45,8976,16,361,1876,1725,1662,1228,399,135,44,7442,13,154,1167,1305,1364,1069,281,72,16,5430,7,106,1371,2119,2288,1466,303,68,30,7770,0,12,177,374,423,306,74,27,12,1409,11,12,170,554,643,440,177,66,32,2111,620,687,1305,1080,1073,977,998,880,570,8194,10992,10312,21719,19577,19294,18465,16065,9907,3892,130221
318,606,1845,2423,1879,1900,1922,1706,854,212,13355,412,2273,3525,2666,2698,2606,1455,512,134,16296,185,1943,4159,3409,3274,3025,1396,338,56,17771,108,1561,3676,2768,2713,2317,731,197,28,14092,35,710,3261,2832,2760,1987,624,150,28,12402,20,274,1976,2138,2288,1568,370,66,15,8714,12,267,2386,3593,3683,2331,479,66,21,12839,0,29,289,628,644,472,101,27,9,2195,7,29,297,785,1015,712,201,73,20,3146,1437,2132,3638,3072,2841,2254,1772,1308,773,19228,15403,17056,32165,29457,30071,28512,22014,11404,3857,189937
319,672,1904,2931,2677,3027,3398,3424,1912,448,20404,377,2066,3937,3436,3932,3833,2292,1031,247,21149,186,1284,3719,3551,4131,4059,1953,696,105,19680,40,637,2154,2506,2759,2487,923,272,58,11849,21,322,1650,2068,2460,2072,714,319,100,9715,14,127,1001,1562,1814,1449,355,104,29,6448,6,133,1288,2183,2760,1896,487,115,18,8884,11,20,194,380,461,347,102,46,12,1567,11,35,224,515,710,591,290,134,46,2549,1523,1244,2824,2649,3255,3623,3837,3001,1331,23283,16904,13476,28800,30385,37716,46806,48658,27252,8257,258256
397,0,5,3,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,52,36,8,0,0,0,136,0,16,49,64,45,5,3,0,0,183
399,12,79,182,98,85,130,143,27,5,765,12,103,303,112,106,131,103,12,0,886,9,47,230,115,95,119,70,12,0,690,0,17,126,90,66,93,28,0,0,421,0,16,105,75,46,70,26,6,0,351,0,3,52,48,42,46,17,0,0,217,0,12,75,94,58,63,13,0,0,310,0,3,14,19,16,12,0,0,0,64,0,0,21,36,29,29,3,6,0,121,113,243,661,545,470,410,298,70,13,2817,566,934,2649,2077,1929,2468,2124,444,44,13234
401,325,2069,2993,2208,2153,2245,2928,1721,656,17294,178,2234,4427,3175,2997,2794,2598,1319,478,20187,115,2015,5882,4164,3854,3693,2579,1128,343,23772,31,1081,4670,3721,3336,3000,1790,699,179,18510,12,501,3863,3761,3413,2725,1459,534,176,16445,14,194,2490,3136,3065,2366,1006,384,114,12778,15,157,3323,6181,6237,4309,1604,565,144,22532,3,39,575,1526,1649,1179,428,173,56,5625,13,46,683,2932,4123,3080,1281,422,141,12719,687,994,2024,1597,1557,1436,1462,1401,1434,12604,18294,21957,41193,40315,40385,38099,33358,20042,9235,262885
402,615,3432,6079,5004,4168,3749,3081,1743,549,28417,409,4035,8946,7261,5978,4971,2295,1025,331,35249,178,3148,10193,8700,7165,5830,2124,585,128,38050,58,1580,7110,6398,5349,3986,1106,250,56,25901,26,618,5209,5168,4229,3062,798,201,68,19372,14,241,2805,3749,3151,2126,446,65,9,12610,8,147,2921,5235,4699,2913,576,73,19,16594,4,19,316,716,733,457,107,24,15,2388,19,74,327,749,857,612,188,93,30,2930,1447,1617,3741,3266,2809,2308,2129,2008,1506,20831,26643,30363,67498,62792,55385,51867,40363,23332,9116,367357
403,482,2757,3864,3425,3120,3307,3849,2054,812,23671,262,2680,5558,4623,4342,4286,3055,1408,541,26752,113,2146,7169,6035,5875,5338,2916,1034,270,30902,36,1027,5467,5122,4723,3921,1746,486,132,22656,19,456,4426,4724,4367,3384,1191,377,136,19090,4,185,2667,3833,3560,2480,744,200,54,13714,4,132,3059,6047,6122,4002,919,236,56,20568,3,25,413,1147,1211,759,243,73,22,3907,6,41,376,1598,2146,1489,496,181,81,6412,821,948,1974,1890,1835,1837,1830,1596,1340,14069,21302,22229,46809,48951,48143,47464,42973,23747,10381,311995
