SA4_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
404,249,1937,3128,2268,2049,2184,1899,1058,471,15235,134,1992,4642,3086,2999,2670,1556,674,284,18038,85,1660,5704,4114,3702,3366,1447,485,141,20698,18,975,4493,3346,2964,2355,860,205,80,15305,26,417,3635,3033,2673,2064,653,192,80,12778,7,156,2241,2493,2040,1512,354,94,36,8932,5,103,2739,3960,3639,2352,560,114,35,13515,0,16,360,762,729,454,119,35,4,2487,6,45,359,972,1078,746,257,104,28,3594,502,747,1736,1406,1292,1305,1031,983,771,9779,12052,16525,38206,32592,31160,30976,24047,14441,7525,207522
405,220,680,991,1009,1122,1320,1408,735,179,7665,113,701,1340,1214,1417,1524,999,410,109,7818,61,563,1422,1385,1698,1746,896,249,48,8070,18,330,1027,1077,1200,1214,560,132,32,5584,15,148,791,976,1097,1007,370,136,36,4570,3,59,482,684,777,692,210,49,9,2959,3,53,605,1037,1191,1014,279,75,19,4268,0,11,99,163,221,178,57,25,0,746,0,15,77,212,311,313,124,58,21,1133,498,338,730,806,1022,1229,1224,967,511,7336,5968,4985,10690,11731,14294,18061,17043,9401,3306,95480
406,152,478,874,699,703,758,754,410,105,4929,109,535,1023,842,889,919,511,210,75,5116,64,424,1209,948,1098,1099,435,149,23,5439,25,268,912,766,881,787,335,47,18,4034,15,149,850,746,790,709,229,66,14,3561,9,112,560,584,673,534,105,28,5,2614,6,116,888,1010,1079,765,156,34,8,4059,6,20,141,249,246,167,47,12,0,886,15,22,133,259,274,248,82,31,6,1071,525,508,1315,1098,1180,1040,826,625,309,7424,4487,4259,10875,9685,10764,11494,8955,4997,1759,67276
407,408,1221,1912,1818,2096,2397,2391,1337,386,13966,257,1464,2794,2478,2692,2884,1835,800,203,15401,126,1003,2729,2603,2984,3031,1600,507,124,14708,34,443,1689,1744,2122,1872,844,237,44,9031,18,191,1269,1453,1637,1453,630,252,68,6965,5,75,735,937,1151,1002,389,108,21,4420,5,83,749,1298,1666,1351,449,149,34,5774,3,11,106,216,289,247,140,32,7,1058,5,33,172,336,490,543,320,135,29,2066,915,687,1732,1794,1958,2102,2130,1686,926,13928,10226,8662,19380,20059,24037,28670,29238,16630,5989,162889
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
499,5,13,37,35,12,30,26,4,0,169,3,6,46,28,25,27,13,6,0,162,0,13,44,23,25,25,7,5,0,141,0,3,20,10,8,14,9,0,0,66,0,0,23,13,14,11,0,0,0,66,0,0,14,13,9,11,0,0,0,51,0,0,25,35,15,5,3,0,0,79,0,0,0,7,8,0,0,0,0,19,0,0,4,13,7,7,0,0,0,29,33,35,127,126,107,98,61,8,3,599,186,206,627,534,478,513,359,64,11,2975
501,488,1027,1583,1703,1800,1812,1911,931,258,11516,295,1261,2123,2097,2168,2074,1420,563,160,12155,130,960,2363,2483,2634,2401,1358,407,82,12829,37,527,1775,1920,2027,1803,707,195,44,9044,32,323,1433,1899,1971,1603,539,162,62,8030,13,177,1117,1495,1757,1329,323,84,16,6315,11,233,1788,2978,3236,2375,535,96,26,11286,4,32,355,703,824,567,148,34,10,2683,11,29,281,838,1073,733,291,81,28,3363,789,610,1724,1932,2012,1798,1625,1138,704,12318,10963,7948,19963,24032,25548,25879,23091,11650,3986,153058
502,177,577,787,828,757,855,1208,751,207,6149,113,610,951,893,975,906,827,406,112,5801,61,468,1099,1036,1197,1229,689,268,51,6092,38,283,836,763,933,904,380,143,25,4305,17,199,711,795,870,823,297,105,40,3865,10,116,554,697,859,665,180,47,4,3131,15,204,1145,1628,1936,1505,316,52,15,6807,0,13,263,456,456,354,76,17,3,1648,4,25,214,508,701,513,171,61,32,2228,375,413,835,952,993,868,918,833,629,6814,5986,5306,10886,11904,13147,14327,14903,9248,3095,88811
503,176,1136,1809,970,735,847,1141,701,284,7801,111,1087,2444,1340,1059,1041,1238,681,266,9260,50,1161,3284,1864,1374,1366,1188,663,223,11174,28,751,3115,1676,1296,1237,927,378,131,9544,28,451,3201,1892,1503,1358,811,360,113,9716,8,216,2471,1787,1414,1188,603,238,72,8009,6,244,4354,4485,3676,2746,1175,430,136,17254,5,45,1086,1582,1479,1056,416,137,48,5863,13,45,1223,4730,5691,3718,1392,450,116,17381,387,870,2332,1521,1184,1067,1030,823,688,9905,10172,13265,31226,26204,23348,20445,16415,9364,4406,154860
504,469,1825,2688,2467,1994,1899,1715,888,265,14210,322,2054,4127,3287,2986,2477,1456,501,144,17344,178,1869,5410,4254,3801,3430,1349,326,74,20696,63,1067,4429,3920,3259,2633,807,172,39,16385,29,552,3718,3510,3108,2481,710,151,40,14293,17,266,2558,2870,2622,1747,441,57,13,10586,18,318,3880,5594,4932,3273,669,99,17,18795,0,41,787,1362,1189,724,173,29,0,4310,10,43,620,1583,1713,952,244,67,10,5255,857,1184,3254,2917,2441,1837,1253,1096,828,15679,15820,16571,41245,40744,36289,32139,23530,12238,4488,223065
505,874,3683,5260,4726,4251,4016,4109,2300,792,30012,597,4186,7683,6140,5865,4928,3390,1406,450,34655,271,3575,10121,8280,7614,6534,3273,951,264,40879,110,2128,8839,7574,6628,5243,2122,526,124,33292,56,1175,7883,7491,6600,4935,1621,398,113,30266,22,518,5545,6204,5644,3807,988,177,44,22951,22,565,8323,12930,11614,7396,1559,265,65,42742,7,82,1574,3431,3208,1861,432,99,21,10717,8,59,1569,5122,5888,3114,749,190,52,16746,1456,1909,4843,4423,3906,3084,2398,2132,1867,26019,34435,34506,79404,84122,77506,65784,51388,27668,10928,465735
506,861,3782,5643,4599,3650,3205,3221,1661,554,27163,592,4246,8291,6360,5265,4284,2743,1067,372,33225,324,3601,10565,8817,6832,5539,2601,665,173,39119,115,2043,8525,7286,5737,4482,1668,363,79,30306,59,1121,7065,7106,5484,4199,1248,284,92,26663,25,501,4518,5556,4400,3043,903,142,38,19112,32,606,6881,10713,8779,5558,1291,182,49,34088,5,98,1346,2711,2283,1335,352,52,9,8188,18,80,1189,3486,3602,2262,607,199,60,11491,1603,2440,5894,5076,4041,3191,2425,2222,1999,28894,30444,35999,80825,80385,65525,56276,44457,23222,9154,426298
507,741,2830,3802,3439,3072,2938,3035,1647,540,22038,509,2984,5280,4525,4031,3582,2533,1056,341,24835,285,2715,7157,5938,5548,4744,2400,767,210,29758,120,1812,6337,5380,4793,3809,1578,407,82,24316,57,991,5918,5466,5031,3827,1259,297,140,22971,30,434,4214,4645,4165,2979,826,164,64,17527,29,580,6668,9960,9206,5943,1389,223,79,34069,5,99,1409,2652,2437,1517,349,91,30,8590,15,66,1178,3930,4363,2821,756,239,50,13424,1283,1847,4450,3992,3347,2599,2097,1936,1697,23241,26454,26979,60317,63557,58745,51211,39261,21356,8752,356647
509,329,708,1048,1076,1176,1362,1342,705,207,7950,231,855,1360,1344,1584,1702,1124,443,149,8791,141,725,1739,1665,1862,2143,1069,336,72,9750,44,388,1179,1266,1406,1475,621,164,39,6576,30,225,1064,1134,1427,1368,510,165,48,5969,13,99,690,907,1088,1024,345,93,23,4281,8,123,927,1495,1952,1695,505,99,26,6828,0,26,188,357,419,407,124,33,13,1567,3,20,169,413,604,537,276,93,33,2150,772,655,1684,1759,2026,2107,1830,1253,678,12771,7320,5712,13823,15284,18137,21212,18757,9724,3308,113275
510,162,277,572,494,380,280,153,38,3,2360,153,407,857,655,477,376,171,37,8,3139,138,521,1254,943,747,587,188,30,0,4419,71,458,1205,941,803,590,146,18,0,4227,43,289,1350,1093,842,618,138,15,5,4389,22,205,1158,1045,806,604,151,3,0,3992,27,328,2387,2676,2078,1305,214,14,0,9036,0,70,786,886,698,443,78,3,0,2966,6,41,759,1345,894,515,88,16,0,3670,896,1111,3486,3016,2414,1768,647,194,60,13598,4829,5265,17080,15963,12321,9031,3443,949,204,69087
511,324,676,962,815,852,847,727,367,101,5664,241,758,1197,1050,1115,1114,582,203,63,6328,131,660,1494,1258,1455,1445,636,156,37,7270,84,495,1209,1161,1186,1002,392,91,15,5634,50,404,1322,1131,1274,1077,307,85,31,5681,27,260,1052,1042,1092,874,272,47,11,4665,22,335,1857,2240,2347,1764,404,68,14,9053,0,44,459,617,592,428,84,20,3,2254,9,29,335,614,718,499,179,57,7,2452,920,1093,2549,2372,2259,2019,1413,872,382,13875,6553,6674,15956,15584,16262,15931,11367,5542,1749,95614
597,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,4,3,5,7,5,0,0,0,27,0,6,8,4,9,0,0,0,0,20,0,0,10,5,7,0,0,0,0,22,0,3,3,9,4,3,0,0,0,25,0,3,17,32,15,12,0,0,0,80,0,3,3,14,0,0,0,0,0,26,0,0,9,17,16,4,0,0,0,49,5,16,46,74,48,21,8,0,0,217,6,31,116,170,109,62,18,0,0,516
599,4,50,91,42,25,42,28,7,0,289,4,36,102,48,37,47,29,11,5,316,4,30,121,61,45,55,23,0,0,341,0,11,62,52,36,32,18,0,0,205,0,15,48,51,36,31,8,0,0,196,0,5,46,35,21,23,9,0,0,124,0,3,69,72,54,25,4,0,0,234,0,0,17,23,13,11,0,0,0,56,0,6,16,39,18,12,4,0,0,98,52,137,389,422,407,323,201,42,18,1991,261,562,1512,1543,1313,1144,758,155,30,7285
601,295,1694,3704,2372,1881,2040,2452,1291,473,16213,198,1782,5012,3135,2484,2568,1994,923,327,18429,87,1505,5898,4015,3381,3364,1966,719,189,21130,24,821,3992,3142,2833,2466,1113,321,86,14798,10,330,2868,2877,2832,2289,818,269,85,12362,10,114,1808,2211,2311,1588,481,125,30,8678,3,60,1949,3633,3814,2578,625,159,51,12876,3,15,236,556,700,485,161,60,14,2232,14,38,310,927,1275,910,354,136,39,4004,738,806,2198,1612,1353,1324,1421,1221,893,11573,13323,14817,39761,31656,29653,29934,26145,14594,5631,205506
602,270,1079,1979,1440,1501,1613,1552,872,216,10522,149,1244,2570,1815,1883,1952,1080,441,143,11265,52,869,2924,2128,2264,2249,973,301,74,11837,16,403,1831,1618,1660,1413,505,153,28,7613,9,188,1363,1321,1444,1202,402,145,41,6112,7,64,760,1060,1138,973,247,55,11,4321,0,44,770,1425,1686,1191,316,68,16,5515,0,7,111,248,285,219,83,22,12,987,16,12,127,393,533,427,193,84,33,1811,523,601,1123,901,977,1160,1218,1001,679,8179,8241,8480,19292,16981,18961,20938,18944,10599,3742,126171
603,65,203,378,408,444,541,484,211,27,2764,47,242,508,516,524,582,355,116,30,2913,23,221,591,568,683,686,316,96,11,3192,3,66,383,439,470,410,163,50,4,1989,0,39,260,380,389,404,135,49,11,1663,3,15,129,244,266,244,83,3,0,986,0,8,127,271,337,308,106,29,8,1201,0,0,17,51,68,69,34,8,3,250,0,0,22,76,92,104,73,25,4,401,207,142,356,336,379,535,537,313,140,2949,2076,1742,4013,4662,5484,7233,6486,2862,733,35295
604,215,828,1371,1034,1146,1261,1116,623,195,7788,126,930,1751,1306,1447,1523,823,351,86,8349,51,656,1785,1500,1736,1690,771,186,45,8428,15,368,1220,1154,1216,1148,385,90,19,5608,8,158,963,1064,1099,997,292,89,30,4697,3,87,649,734,846,736,182,31,0,3265,0,70,692,1014,1233,947,194,40,13,4201,0,11,67,152,193,148,50,13,0,650,6,14,101,216,324,289,113,47,5,1119,464,370,851,786,968,1008,1078,839,437,6806,6336,5864,13363,12453,14892,17082,15263,8560,2887,96692
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,0,19
699,0,10,17,15,15,10,3,0,0,65,3,5,22,13,15,6,4,0,0,65,0,3,11,15,9,6,8,0,0,56,0,4,7,0,9,7,4,0,0,35,0,0,8,0,5,3,0,0,0,16,0,0,0,3,7,0,0,0,0,15,0,0,6,3,9,10,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,16,18,34,24,32,52,64,4,0,247,95,119,228,198,203,199,163,31,3,1248
701,278,812,1512,970,690,646,609,257,68,5837,254,1083,2481,1508,1169,975,704,235,35,8453,193,1332,3581,2327,1798,1426,669,179,22,11516,76,1118,3080,2194,1636,1121,450,98,14,9794,29,521,2876,2364,1827,1279,382,89,16,9375,3,222,1946,1863,1586,1028,282,48,5,6995,9,145,2463,3697,3365,2088,453,67,6,12292,0,12,315,684,684,478,124,12,0,2323,7,19,273,868,1025,681,218,35,8,3137,758,1098,2947,2350,1891,1343,892,378,145,11800,7651,9046,25950,22108,18400,14637,9374,3608,833,111611
702,160,342,641,547,391,349,234,81,20,2763,174,472,1028,629,512,416,249,73,25,3581,107,465,1468,886,753,701,257,46,3,4684,38,340,1246,842,683,551,187,23,0,3912,13,194,1109,848,720,599,155,19,0,3649,6,79,749,643,588,458,145,15,0,2680,5,73,888,1178,1147,916,214,18,0,4447,0,12,150,235,206,183,46,8,0,837,4,5,112,269,284,255,74,12,0,1012,1040,867,2171,1710,1385,1151,614,219,32,9210,6424,6550,16263,13120,10954,8995,4809,1499,326,68943
797,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,5,4,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,7,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,6,4,7,3,0,0,0,25,4,6,23,22,19,17,0,0,0,94
799,0,9,38,25,16,25,16,3,0,136,0,19,46,23,28,15,5,0,0,130,0,9,47,24,20,21,14,0,0,127,0,7,27,20,8,14,5,0,0,84,0,5,27,8,10,11,0,0,0,62,0,0,18,17,13,7,6,0,0,54,0,0,22,29,19,10,0,0,0,88,0,0,3,9,3,0,0,0,0,12,0,0,4,11,0,7,0,0,0,26,24,50,147,89,108,130,70,9,0,625,95,183,661,573,591,579,318,49,7,3052
801,833,3259,4353,2362,1775,2064,2813,1783,611,19866,744,3921,6620,3784,2735,2808,3162,1761,601,26132,350,4185,9483,5654,4052,3895,3426,1601,475,33128,141,3522,9717,5851,3977,3605,2720,1093,339,30971,54,1841,10223,7031,5170,3990,2352,911,237,31804,16,566,6990,6934,5186,3606,1628,508,140,25561,24,431,10619,16857,14130,7881,2249,637,167,52988,3,54,1264,3371,3188,1869,553,139,45,10489,14,61,1371,5581,6332,3876,1016,269,96,18609,1322,2158,4043,2880,2119,1691,1583,1282,1038,18125,26286,34174,77634,69285,56126,45328,35639,19340,7180,370996
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,4,4,3,8,4,0,0,0,29,0,7,5,3,6,6,4,4,0,33,0,7,16,3,0,4,0,0,0,41,0,4,8,0,4,3,0,0,0,19,0,8,7,0,0,4,0,0,0,15,0,0,3,3,5,4,0,0,0,13,0,0,6,6,10,0,0,0,0,24,0,0,0,4,0,4,0,0,0,7,0,0,4,0,0,3,0,0,0,11,7,7,17,27,26,20,10,5,0,121,58,82,108,104,77,78,34,10,4,560
901,13,16,38,46,45,59,47,11,3,277,8,35,52,50,77,82,31,8,5,343,4,17,70,58,76,71,34,4,0,340,3,12,42,50,47,50,24,3,3,225,0,6,25,46,41,57,23,5,0,200,0,3,31,41,36,35,20,3,0,163,0,3,33,66,68,64,20,0,0,260,0,0,7,3,18,20,11,0,0,58,0,0,3,4,9,12,7,3,0,41,35,52,209,155,134,107,70,44,7,813,189,218,577,638,665,765,587,257,62,3953
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,11
