SA4_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
123,0,0,0,0,54,128,112,67,9,0,13,7,3,8,10,410,0,0,0,10,122,987,2731,1023,207,140,122,127,58,42,72,5635,0,0,12,22,27,54,70,24,7,8,8,5,6,0,4,252,4,19,31,32,301,394,858,392,83,92,77,119,40,9,63,2507,5,41,297,91,45,114,30,7,9,0,4,0,0,0,19,664,25,35,74,44,170,190,222,207,31,12,11,16,6,0,21,1057,4,3,21,117,879,911,819,300,49,62,64,59,30,8,75,3406,131,216,121,68,67,57,81,23,0,4,5,3,12,0,24,813,0,54,227,66,37,19,13,43,0,0,0,0,0,0,17,483,0,5,6,36,116,113,57,37,13,11,6,4,7,7,0,424,8,12,63,132,303,857,3087,1697,303,286,315,347,116,19,110,7659,4,10,7,49,130,230,307,105,33,15,17,30,16,3,16,966,0,0,3,23,55,57,104,96
124,0,0,0,0,32,103,217,124,19,26,13,11,12,0,4,560,0,0,4,7,15,60,227,129,13,14,18,34,8,4,11,544,5,9,45,66,60,70,83,55,7,3,5,0,0,0,12,416,7,44,27,38,171,264,663,353,101,61,61,76,18,3,57,1956,7,35,336,129,43,76,10,11,3,0,0,0,3,0,15,657,10,41,93,66,167,123,135,109,8,4,9,5,5,0,19,806,6,3,22,102,385,436,315,196,51,24,47,31,14,0,55,1697,262,291,245,124,132,89,94,49,4,10,6,3,7,3,33,1349,14,102,257,66,24,15,16,25,4,9,0,0,0,0,17,551,11,6,20,39,54,67,39,30,0,0,3,7,7,0,9,284,11,12,130,205,296,598,2867,1799,370,314,339,369,119,36,98,7548,6,18,12,34,78,111,139,68,11,9,9,12,4,3,12,549,0,3,7,39,81,74,94,181
125,0,0,0,8,225,1104,2353,2247,306,332,363,386,152,75,150,7696,0,0,0,15,50,312,799,525,137,126,132,103,47,12,30,2288,0,4,22,32,46,54,76,53,15,15,22,30,17,0,12,390,15,138,195,357,4172,6079,13024,6588,1532,2126,1830,1518,376,96,1039,39090,4,86,585,184,94,129,34,19,0,3,6,5,0,0,44,1208,22,48,186,116,210,186,275,190,58,68,79,41,26,3,37,1548,7,0,30,218,944,811,680,242,48,51,96,104,29,7,87,3363,130,135,97,54,63,91,112,47,10,17,11,6,3,5,34,813,11,240,637,165,36,22,8,17,5,0,0,0,0,3,39,1206,0,7,59,346,1360,1777,875,440,115,80,105,91,74,21,79,5447,14,14,146,259,643,2161,9731,8699,3768,4518,5617,6124,2184,618,675,45165,0,6,20,140,351,625,722,260,86,39,62,77,37,3,50,2483,0,0,17,85,306,660,1113,2221
126,0,0,0,11,76,130,56,15,3,8,0,4,4,5,3,310,0,0,0,11,26,50,147,166,55,111,87,119,62,5,3,846,0,0,30,56,46,54,78,45,15,8,6,20,11,4,6,391,37,83,96,214,2401,3766,8644,4987,1203,1046,976,1251,435,80,438,25648,0,32,149,60,27,39,15,12,0,0,0,0,0,0,9,346,7,39,105,69,85,52,38,41,10,34,18,24,22,0,19,567,5,12,26,73,155,112,82,26,3,9,6,11,9,0,15,536,77,69,56,35,54,52,96,53,13,18,12,21,7,3,22,583,4,131,239,56,20,8,7,37,13,0,0,5,6,4,22,556,13,26,83,437,1717,1986,656,376,125,150,130,150,153,53,100,6151,13,15,90,137,515,1027,1540,1430,631,766,991,1200,487,150,128,9128,4,8,31,79,240,461,470,221,55,65,73,102,50,7,25,1892,0,0,41,134,369,272,393,643
127,0,0,0,0,42,134,291,121,28,23,19,6,0,21,10,696,0,0,0,14,55,280,855,406,64,70,63,51,26,12,26,1916,0,3,5,16,38,48,65,29,10,15,12,5,5,5,0,251,16,38,109,248,1543,1370,1781,822,157,234,160,159,41,10,293,6977,19,164,1184,479,147,935,398,31,8,4,8,5,3,0,120,3493,25,52,175,158,292,393,539,414,105,63,59,46,25,3,59,2407,0,4,15,285,2290,2513,2216,717,155,123,146,159,65,9,183,8889,183,197,111,74,48,94,102,29,9,3,12,12,8,0,39,923,9,149,597,209,77,103,72,89,10,0,3,0,6,3,65,1399,0,6,19,87,306,218,118,55,16,16,7,13,10,0,33,907,10,5,58,133,379,1273,3570,1878,344,393,404,449,129,30,119,9178,0,10,6,114,262,466,482,163,41,25,33,29,16,7,28,1682,0,0,56,193,479,334,508,544
128,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,6,7,29,43,13,0,3,0,5,0,0,0,109,4,0,29,54,56,81,140,79,24,6,19,22,10,3,3,531,16,35,41,48,537,737,1167,523,82,75,59,104,37,7,55,3509,0,49,237,32,31,48,7,3,3,0,0,0,0,0,5,426,46,94,220,114,128,131,103,50,3,11,3,12,0,7,22,942,0,7,14,69,135,76,51,16,0,5,0,0,0,0,0,394,103,173,102,74,74,73,132,68,10,12,12,4,0,0,30,878,18,250,574,114,30,19,21,49,8,5,7,4,0,0,41,1133,6,12,31,109,256,236,100,39,9,16,9,9,11,3,10,861,7,20,62,91,104,174,289,192,45,33,30,49,10,0,18,1141,3,7,13,48,106,133,113,50,16,12,10,8,13,0,11,541,0,0,4,4,30,14,67,56
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,0,5,6,4,6,0,26,0,0,0,0,4,5,11,17,3,8,11,17,8,0,0,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,23,3,0,0,0,6,0,4,0,0,0,0,8,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,5,0,7,6,0,5,0,3,5,0,32,0,0,0,3,0,5,12,9,9,3,4,12,0,16,5,78,0,0,0,0,3,0,4,3,0,0,6,11,5,0,0,32,0,0,0,0,0,3,4,13
201,0,0,0,0,0,3,5,13,0,0,0,0,0,0,4,19,0,0,0,4,5,0,42,25,0,3,0,0,3,0,0,95,0,0,31,34,34,37,54,20,4,7,6,9,0,0,0,232,0,0,8,3,17,28,269,171,40,36,45,82,23,0,14,749,0,52,90,25,3,11,3,0,0,0,0,0,0,0,9,196,8,12,8,0,3,6,20,4,3,0,4,0,0,0,5,67,3,0,4,8,21,11,17,15,0,0,5,6,0,0,10,99,92,182,72,55,66,31,45,20,5,0,5,5,4,0,20,599,0,40,49,17,0,0,0,0,0,0,0,0,0,0,10,117,0,0,0,13,14,14,20,17,3,6,0,3,6,0,0,90,4,4,22,33,28,38,572,418,131,117,186,246,95,19,58,1980,0,7,6,6,3,11,25,27,3,0,0,7,3,0,0,115,0,0,0,0,11,0,24,19
202,0,0,0,0,0,0,7,47,14,11,9,0,0,0,0,87,0,0,0,3,0,7,27,24,0,4,4,0,5,0,0,69,0,5,12,33,19,20,63,29,12,0,3,3,3,4,3,204,3,0,6,0,20,27,172,91,15,16,31,23,4,3,26,431,0,10,54,16,4,10,0,0,0,0,0,0,0,0,0,98,4,4,8,5,9,6,21,21,0,0,4,6,6,0,7,98,0,0,0,5,11,10,29,10,0,0,0,0,0,0,3,65,71,143,70,46,50,31,31,12,0,8,0,5,0,0,16,475,3,25,40,12,4,0,0,3,0,0,0,0,0,0,14,110,0,4,9,9,9,7,13,13,9,0,0,4,0,0,6,82,5,6,24,26,7,31,422,314,112,89,114,120,51,12,37,1386,4,4,6,3,7,13,32,21,10,4,4,9,8,0,0,127,0,0,0,0,0,0,18,26
203,0,0,0,0,5,10,52,364,59,31,9,59,17,10,3,611,0,0,0,0,0,8,62,54,4,26,12,15,4,0,0,172,0,13,35,55,49,71,137,97,25,22,18,33,10,9,12,577,9,8,79,18,52,110,530,378,100,117,124,151,42,11,34,1748,6,212,617,184,71,172,53,15,0,0,0,3,0,0,50,1390,11,30,38,17,3,15,35,18,7,3,12,13,11,11,10,245,0,0,4,12,32,26,38,46,6,0,0,9,6,5,4,193,315,534,162,77,97,69,127,62,25,18,16,15,10,0,64,1591,11,125,266,80,13,14,7,6,3,5,0,0,0,0,29,565,0,7,14,12,32,37,63,49,15,12,18,12,24,0,8,290,12,14,57,49,51,65,1181,1097,360,443,605,804,326,20,108,5203,0,17,9,4,27,56,84,51,9,16,29,24,23,4,11,364,0,0,3,3,35,33,63,260
204,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,13,0,0,0,0,0,5,14,13,0,0,0,0,0,0,0,40,4,4,22,32,35,32,48,38,9,8,9,11,4,0,5,258,0,3,3,0,13,19,119,58,20,20,34,124,9,0,17,442,4,38,108,24,12,11,0,0,0,0,0,0,0,0,7,200,0,7,10,0,0,0,17,0,0,0,5,0,0,0,0,50,5,3,6,6,21,19,21,13,0,3,0,0,0,0,4,94,181,401,143,69,65,44,55,21,5,10,0,9,8,4,39,1054,4,32,53,13,4,10,0,0,0,0,0,0,0,0,7,130,0,5,0,6,12,14,15,8,3,3,7,8,4,0,4,92,10,6,12,23,17,17,348,242,58,80,82,95,31,4,29,1050,5,6,3,7,9,15,22,6,5,14,5,4,6,0,0,108,0,0,0,0,3,0,6,16
205,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,5,4,0,22,16,3,4,3,6,0,0,0,64,3,10,35,57,44,43,72,43,12,5,13,15,4,3,9,381,11,10,19,3,30,58,199,134,49,28,22,50,14,3,43,674,9,29,95,61,13,15,0,3,0,0,0,0,0,0,16,237,3,31,31,6,3,7,18,4,8,4,0,0,0,4,5,135,3,4,12,13,34,27,40,13,4,0,0,14,9,0,0,184,276,550,241,91,142,57,82,39,9,11,0,9,4,0,59,1574,6,68,132,46,12,0,0,0,0,0,0,0,0,0,24,298,0,3,5,10,20,12,18,17,3,3,0,10,4,5,16,127,14,15,49,41,51,60,497,349,69,88,125,148,73,5,39,1637,8,12,7,8,19,27,35,30,0,16,13,24,17,0,3,231,0,0,0,0,5,5,8,21
206,0,0,0,0,14,54,76,60,0,0,0,7,5,36,3,263,0,0,0,3,11,52,114,137,48,55,66,58,32,11,7,598,0,15,54,151,176,261,416,457,112,122,180,205,106,42,26,2328,21,36,76,133,1171,1985,4829,5461,2049,2363,2283,2587,975,136,399,24507,10,80,354,115,60,157,46,37,5,0,7,9,0,0,13,895,25,144,208,108,110,106,87,103,41,38,37,22,17,13,26,1070,6,10,19,57,154,112,92,64,9,14,5,28,8,9,14,603,240,291,160,134,218,274,504,375,116,121,155,180,73,31,41,2913,43,1346,4483,885,201,78,66,205,43,36,18,34,15,5,320,7770,3,31,80,182,574,586,604,574,194,169,195,224,148,64,60,3682,20,21,240,283,388,658,2332,2552,1254,1788,2600,3312,1297,305,233,17286,8,18,28,59,149,529,924,775,337,477,507,640,298,30,66,4836,0,0,7,32,143,129,380,654
207,0,0,0,0,26,26,17,20,5,0,0,0,0,0,3,94,0,0,0,15,13,32,73,88,10,12,21,27,19,0,0,323,0,16,40,95,100,88,154,101,30,18,31,27,10,0,7,717,29,129,202,306,3444,4775,12275,8799,2246,2516,2320,2671,1007,225,761,41719,5,122,266,55,21,35,12,4,0,0,0,0,0,0,16,546,27,148,191,102,130,131,147,113,13,39,40,33,13,10,24,1157,7,10,23,64,172,93,61,24,6,3,8,7,9,0,3,493,226,279,165,90,113,87,139,73,12,15,10,17,12,7,32,1276,71,1424,2875,539,135,64,38,147,35,14,4,14,11,0,129,5507,14,54,156,590,1792,1608,958,639,168,202,224,212,235,79,121,7049,36,25,210,351,598,940,2496,1566,537,723,982,1221,454,77,153,10381,8,16,53,75,212,602,512,205,46,53,70,92,65,12,21,2037,0,4,5,58,428,274,826,1438
208,0,0,0,0,21,38,22,18,3,3,0,0,0,3,0,119,0,0,4,7,17,24,85,35,17,18,27,19,13,0,0,272,0,15,72,130,146,150,279,204,37,34,42,42,11,3,20,1174,26,77,55,102,1044,1497,4056,2897,782,809,805,1149,373,76,227,13969,7,85,308,70,53,127,20,23,0,0,3,0,0,0,18,723,31,165,267,90,95,68,45,44,12,11,0,14,5,0,29,876,4,7,14,52,139,84,61,42,7,10,8,9,4,4,5,444,329,468,234,157,192,204,344,196,23,26,38,59,26,15,62,2373,49,982,2817,679,134,60,54,177,15,20,23,12,8,0,163,5186,0,16,52,144,306,253,284,193,50,68,60,75,58,27,37,1624,34,34,324,407,594,907,2729,1881,684,940,1246,1230,387,101,166,11656,13,19,18,49,76,312,325,143,22,30,53,49,59,10,11,1189,3,0,3,5,91,47,176,236
209,0,0,0,0,31,106,107,94,24,10,9,14,7,0,12,427,0,0,0,6,16,51,304,204,36,38,29,28,17,0,4,746,0,10,28,74,81,114,170,148,34,32,26,22,10,3,8,747,10,29,44,66,949,1368,4315,2200,470,553,675,541,164,19,234,11642,0,86,698,230,77,161,52,12,3,3,0,0,3,0,47,1386,24,147,282,109,214,197,252,221,25,18,43,12,13,4,36,1582,0,3,16,52,276,215,279,128,21,30,32,37,7,0,18,1119,232,300,170,98,124,140,249,113,23,33,22,14,9,8,45,1559,89,1208,3868,951,330,153,102,437,27,52,25,18,12,4,196,7472,6,14,35,85,266,273,224,153,44,46,34,36,30,4,14,1256,10,15,128,220,491,977,8709,4875,1342,1570,2178,2423,738,117,394,24180,4,14,11,38,119,241,371,168,42,61,36,30,35,6,16,1191,0,3,5,11,145,194,788,1956
210,0,0,0,0,8,63,184,177,17,17,18,28,5,3,22,540,0,0,0,12,41,138,365,209,34,45,29,33,22,5,23,960,5,3,14,60,45,58,120,93,14,17,9,4,7,5,9,461,8,13,32,35,337,406,983,479,124,124,81,90,27,3,47,2790,0,148,748,248,89,112,23,13,4,0,0,0,0,0,29,1420,36,256,336,134,186,161,243,196,36,41,55,28,13,11,41,1786,0,5,6,63,347,274,390,167,27,42,33,38,13,0,20,1438,280,339,110,63,84,68,134,48,8,12,8,12,5,0,31,1199,32,519,1478,399,176,74,64,148,18,7,10,0,3,0,97,3025,3,0,7,39,124,101,104,65,11,12,9,6,9,0,6,488,8,10,214,267,429,770,8140,4480,1121,1263,1571,1836,507,118,324,21045,0,6,11,17,55,123,238,115,28,36,18,24,12,0,13,695,0,0,29,61,132,88,285,743
211,0,0,0,6,47,130,104,35,3,4,0,6,0,0,7,333,0,0,6,9,16,77,89,37,13,6,14,3,4,0,5,268,0,19,47,109,101,123,181,100,18,15,19,17,4,5,7,770,11,39,51,128,1049,1875,8471,5067,1017,984,817,1141,289,84,268,21288,5,86,298,102,45,75,16,0,0,0,0,4,0,0,21,644,24,110,154,91,122,100,178,117,6,16,24,13,12,0,18,982,0,11,19,54,208,118,125,33,9,5,4,10,0,0,10,605,358,930,492,231,304,154,244,108,13,3,11,15,11,0,122,2991,15,303,786,202,67,28,24,48,3,12,3,5,0,0,54,1548,7,17,52,191,861,1036,851,383,80,112,94,93,90,24,50,3944,36,28,262,354,627,1150,4113,2288,545,531,639,567,187,53,137,11519,10,38,35,82,129,362,519,175,42,32,25,41,30,7,18,1546,0,3,8,31,187,221,632,1080
212,0,0,0,27,302,1788,6162,6278,1075,1218,874,1287,486,388,312,20193,0,0,0,24,83,283,779,510,114,154,123,139,67,7,16,2297,5,8,28,81,96,121,180,86,20,23,24,33,24,0,15,751,18,69,230,212,2570,3727,11556,7415,1764,1979,1885,2440,716,191,623,35382,6,128,916,410,159,598,297,24,8,6,6,5,0,0,87,2644,25,154,423,192,256,286,677,437,64,72,49,41,17,3,64,2764,3,7,19,96,798,849,1022,362,64,84,66,73,35,14,60,3544,264,747,409,192,210,212,234,109,19,26,17,13,8,0,61,2531,43,1021,4161,1329,380,153,138,668,77,66,53,50,15,0,374,8520,10,15,49,234,924,952,680,387,130,113,134,156,98,50,94,4026,58,35,605,984,2059,4138,24656,12619,3393,3612,4944,5458,1941,361,933,65787,6,24,34,114,324,769,1298,538,135,137,156,251,124,10,74,3990,0,3,3,12,162,188,630,1628
213,0,0,0,0,60,184,328,488,42,88,69,54,25,13,40,1398,0,0,0,20,51,250,1928,1040,211,182,197,146,73,28,37,4174,0,4,40,50,88,119,230,167,24,36,35,46,12,6,15,882,0,17,26,82,841,1376,5142,2804,643,575,562,671,197,30,237,13206,13,256,1948,677,269,575,166,65,4,0,4,7,5,0,109,4099,16,157,285,211,305,323,675,425,55,47,85,58,31,7,79,2754,0,4,7,79,500,515,798,429,100,77,112,116,47,16,42,2851,579,624,264,125,182,182,328,154,27,27,18,26,10,0,69,2620,45,837,2397,654,179,83,70,201,31,14,10,20,0,4,217,4763,3,7,23,61,433,532,437,278,54,37,45,66,24,8,33,2034,12,15,312,485,869,2332,27399,17932,5025,5348,6894,8031,2237,547,1180,78617,0,9,9,56,223,862,1271,466,119,111,105,120,82,11,75,3510,3,5,6,22,77,75,327,1025
214,0,0,0,0,39,64,32,14,4,6,0,0,0,0,0,164,0,0,0,4,0,8,18,6,3,3,5,4,0,0,0,56,0,5,53,83,76,86,141,87,19,15,13,19,9,4,20,629,12,12,11,13,102,135,502,318,77,76,77,123,30,8,29,1522,0,62,217,83,38,78,32,5,0,0,0,6,0,0,18,550,28,87,93,21,22,15,32,27,0,0,3,0,0,0,16,348,3,6,9,29,82,66,111,10,12,6,0,5,4,0,11,360,168,440,283,128,190,102,178,79,12,14,10,0,13,0,51,1661,18,226,535,158,50,16,25,67,3,3,3,5,0,0,63,1177,0,12,13,30,60,41,40,29,4,12,41,18,20,0,0,332,26,18,121,122,132,168,796,348,84,59,91,113,37,20,49,2166,0,10,13,17,31,42,78,40,9,9,12,16,14,0,11,302,0,4,5,4,26,12,40,59
215,0,0,0,0,0,8,87,152,10,18,31,20,12,10,24,369,0,0,0,0,0,9,20,17,0,4,5,7,0,0,0,66,0,0,8,11,13,12,32,14,0,5,0,3,0,0,3,103,0,3,4,3,17,21,93,81,23,55,84,64,15,0,14,481,3,24,42,9,9,5,0,0,0,0,0,0,0,0,11,107,0,3,9,5,7,0,4,6,4,0,6,5,0,0,4,43,0,0,0,12,29,17,39,17,4,11,10,11,11,0,5,162,60,109,25,28,28,10,29,10,0,3,3,5,0,0,16,329,0,52,86,24,5,7,0,0,0,0,0,0,0,0,12,191,0,0,0,3,14,3,10,24,3,8,11,18,10,0,7,101,5,4,16,10,9,29,404,291,99,148,136,166,62,11,38,1439,0,3,4,0,3,9,35,35,4,9,16,33,8,0,12,177,0,0,0,0,5,0,9,19
216,0,0,0,0,0,38,235,271,46,47,27,41,17,12,14,743,0,0,0,0,5,8,20,6,8,0,0,5,5,0,0,53,0,3,6,11,12,7,27,15,3,6,4,0,0,0,3,92,0,0,0,6,17,25,76,73,42,26,38,37,8,0,13,367,4,16,36,6,0,19,3,0,0,0,0,0,0,0,6,84,4,3,3,0,0,0,15,14,3,3,8,8,4,0,0,74,0,0,4,3,6,20,21,21,0,11,14,18,14,0,0,135,46,98,34,16,11,10,30,12,7,0,0,5,0,5,10,299,13,69,64,7,3,4,4,8,3,0,0,4,0,0,10,190,0,0,0,4,12,9,11,21,0,3,3,5,6,7,5,76,9,0,5,21,22,79,850,488,121,125,177,234,88,18,54,2300,0,0,0,0,3,9,34,26,6,10,11,10,0,0,5,113,0,0,5,0,0,5,31,54
217,0,0,0,0,4,0,7,12,4,3,0,0,0,0,0,33,0,0,0,0,0,0,9,3,3,3,3,0,0,0,0,24,0,0,9,8,17,11,28,21,5,0,3,0,3,0,6,121,0,0,5,3,10,12,97,42,32,74,118,75,7,0,16,482,0,5,17,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,3,6,0,13,4,0,0,10,0,0,0,0,50,0,0,3,3,8,16,16,4,0,0,0,0,0,0,0,44,31,86,33,22,25,12,36,19,4,3,4,4,0,3,9,295,0,14,19,4,0,3,0,6,0,0,0,0,0,0,3,61,0,0,0,6,5,0,3,6,0,0,6,4,5,0,0,26,0,5,13,3,11,17,104,100,27,36,56,50,18,11,19,479,0,0,4,0,4,7,22,22,7,3,10,10,5,0,3,98,0,0,0,0,0,0,5,6
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,6,0,0,0,21,0,0,0,0,4,5,13,6,0,4,7,8,0,4,5,57,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,0,0,3,0,0,0,0,0,9,0,0,6,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,6,20,12,0,11,6,4,4,24,3,90,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,15,0,0,0,0,0,0,0,12
301,0,0,0,0,7,3,9,10,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,0,3,0,0,0,0,0,4,15,0,8,33,66,81,91,135,73,14,13,15,21,7,0,10,567,3,33,23,14,77,126,472,262,81,70,67,59,46,3,29,1363,0,24,72,28,8,38,19,3,0,0,0,0,0,0,10,210,10,19,11,8,7,3,22,11,0,4,0,0,5,0,7,102,0,0,19,53,162,168,189,62,20,9,3,0,0,5,17,713,137,185,110,75,171,87,166,65,13,8,11,16,12,0,37,1084,3,41,64,29,14,4,11,13,0,3,0,0,0,0,5,190,3,5,22,33,67,63,62,31,8,6,5,15,16,3,8,340,12,14,53,42,56,119,773,330,62,58,90,80,36,3,32,1764,9,37,16,22,25,48,61,28,15,3,7,15,8,0,15,305,0,3,4,8,30,29,75,103
