SA4_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
205,0,24,..,768,63,826,4,832,..,697,109,806,11,816,..,57,18,76,0,75,..,38,14,53,0,53,..,36,7,51,0,51,..,13,3,19,0,19,..,231,14,251,7,259,..,15,0,16,0,16,..,115,22,136,0,138,..,41,3,44,0,44,..,85,9,92,0,92,..,16,6,15,0,15,..,64,11,73,0,73,..,348,10,358,3,364,..,75,12,84,4,84,..,319,15,333,0,334,..,142,10,151,0,155,..,888,45,926,8,939,..,235,29,262,0,269,..,77,5,92,0,94,..,205,63,266,6,269,..,32,7,36,0,36,..,186,94,276,7,280,..,1405,194,1599,38,1641,..,6940,1024,7962,109,8067,..,383,43,433,9870,10300,134649,7328,1066,8391,9973,153015,264484,..,..,..,..,264484,..,267,10,275,0,277,..,268,25,293,11,304,..,67,4,76,0,72,..,196,72,269,0,269,..,732,268,997,4,1000
206,4,688,..,6750,225,6984,54,7039,..,6070,1340,7405,42,7453,..,1443,197,1641,15,1656,..,160,15,174,0,174,..,1483,334,1822,10,1830,..,540,73,609,3,610,..,471,16,488,0,488,..,874,74,952,0,951,..,715,65,787,7,791,..,1148,66,1214,12,1228,..,1135,407,1540,13,1558,..,54,0,54,0,51,..,582,75,657,0,658,..,893,5,897,5,905,..,2057,87,2141,15,2159,..,1035,16,1048,3,1052,..,658,25,681,3,688,..,4637,132,4774,28,4803,..,4805,414,5221,47,5265,..,833,44,881,9,888,..,1701,380,2079,5,2087,..,1088,290,1382,16,1395,..,4082,1587,5668,46,5713,..,7798,1136,8938,177,9115,..,79781,14130,93919,724,94637,..,1021,159,1181,15622,16806,205627,80806,14292,95103,16346,317072,407221,..,..,..,..,407221,..,379,3,383,0,386,..,5992,973,6968,36,6999,..,121,0,119,4,123,..,7907,1781,9694,54,9746,..,25874,5340,31213,157,31371
207,0,415,..,5295,243,5538,27,5562,..,3315,423,3743,18,3761,..,607,65,678,3,679,..,92,36,130,0,130,..,1097,298,1399,14,1405,..,370,49,420,5,418,..,362,16,377,0,377,..,1948,291,2237,10,2250,..,317,20,336,5,338,..,217,7,231,4,232,..,310,36,345,0,345,..,30,0,30,0,30,..,193,26,215,0,215,..,329,4,336,0,335,..,887,62,956,5,964,..,439,9,448,0,449,..,270,9,277,0,277,..,1928,87,2015,6,2020,..,975,74,1051,3,1052,..,825,29,855,8,863,..,476,79,560,0,560,..,246,34,285,0,285,..,1981,413,2394,11,2407,..,2730,349,3083,89,3164,..,62461,14376,76835,543,77385,..,659,99,760,5506,6264,110019,63121,14477,77594,6050,193669,216411,..,..,..,..,216411,..,335,4,337,0,337,..,2854,243,3099,19,3116,..,18,0,18,0,25,..,16128,4143,20267,144,20414,..,38041,13906,51946,447,52396
208,3,370,..,4181,200,4373,31,4405,..,2108,238,2347,17,2364,..,947,135,1082,14,1096,..,154,46,197,0,199,..,531,116,651,0,646,..,140,17,156,0,158,..,285,12,292,0,298,..,340,45,387,0,393,..,953,82,1036,4,1044,..,485,35,522,8,527,..,3657,684,4342,32,4362,..,25,0,25,0,25,..,551,50,606,7,614,..,440,9,444,3,446,..,512,40,553,3,562,..,531,9,540,3,543,..,189,13,204,4,207,..,1672,69,1738,14,1753,..,1612,105,1719,18,1741,..,666,35,706,4,714,..,497,84,586,3,591,..,484,81,568,11,572,..,1179,198,1379,4,1387,..,5909,497,6401,126,6525,..,45173,6831,52002,454,52456,..,721,102,819,6632,7451,159382,45890,6933,52823,7087,219288,310343,..,..,..,..,310343,..,610,3,615,4,619,..,1391,125,1510,7,1521,..,24,0,28,0,28,..,3250,632,3882,37,3918,..,13095,3751,16840,139,16980
209,9,473,..,14041,1234,15275,143,15422,..,8368,1695,10060,65,10127,..,496,45,544,3,548,..,194,101,293,4,300,..,346,100,450,6,452,..,5183,1224,6405,50,6458,..,1669,93,1766,20,1789,..,1400,292,1690,18,1712,..,388,36,423,0,423,..,408,61,471,0,471,..,325,37,366,0,372,..,539,32,572,0,572,..,634,119,756,11,759,..,997,18,1014,4,1019,..,532,53,587,4,591,..,1180,35,1215,5,1219,..,466,31,504,3,509,..,3170,144,3315,20,3336,..,1494,147,1634,13,1652,..,1616,161,1777,16,1801,..,613,106,718,8,721,..,1060,276,1343,7,1345,..,3327,1450,4774,33,4805,..,7127,1160,8285,196,8480,..,75488,14723,90209,850,91061,..,1264,268,1536,9842,11373,171343,76754,14994,91742,10694,273777,339916,..,..,..,..,339916,..,452,5,461,3,461,..,13981,2556,16541,119,16662,..,125,6,127,7,133,..,3469,1201,4666,34,4705,..,10044,4734,14777,154,14927
210,6,373,..,17334,1874,19214,239,19457,..,6771,1386,8156,47,8207,..,246,22,268,5,272,..,41,13,56,0,60,..,160,52,218,3,222,..,622,93,716,9,726,..,892,54,941,10,948,..,393,107,501,9,508,..,436,53,492,3,494,..,311,35,343,0,351,..,184,17,200,4,201,..,1056,72,1132,17,1146,..,427,87,520,0,519,..,988,34,1017,11,1027,..,340,31,366,7,374,..,1189,45,1229,11,1236,..,387,30,419,6,419,..,2902,129,3033,24,3049,..,1274,181,1454,6,1464,..,624,59,687,9,699,..,496,103,602,0,605,..,6761,2105,8864,54,8918,..,1665,783,2449,14,2463,..,10913,3678,14587,199,14788,..,72356,15413,87765,835,88604,..,1530,475,2008,9479,11487,113298,73889,15884,89775,10312,213385,226091,..,..,..,..,226091,..,191,0,191,0,193,..,23503,5302,28804,225,29028,..,41,0,43,0,43,..,1455,562,2013,15,2029,..,2706,824,3532,40,3567
211,6,481,..,6925,473,7396,56,7453,..,1994,270,2266,17,2276,..,445,44,491,8,495,..,317,162,483,5,490,..,819,243,1067,16,1084,..,174,19,194,4,192,..,595,33,632,0,636,..,1312,230,1545,16,1565,..,605,70,673,8,683,..,160,5,170,7,172,..,362,42,403,5,408,..,55,0,60,0,55,..,306,57,363,0,363,..,609,13,625,0,623,..,703,51,756,8,760,..,788,16,803,3,810,..,293,13,307,4,313,..,2394,93,2488,16,2506,..,958,111,1075,11,1087,..,1011,72,1083,14,1096,..,647,92,738,0,738,..,174,33,207,3,207,..,1169,424,1586,18,1604,..,5176,1529,6703,172,6877,..,47486,10037,57521,636,58160,..,978,184,1164,7845,9007,197588,48464,10221,58684,8479,264753,390047,..,..,..,..,390047,..,696,13,699,0,701,..,2067,198,2271,21,2286,..,51,8,63,0,61,..,9603,2641,12243,98,12346,..,20660,6953,27610,325,27932
212,6,1579,..,38445,3322,41763,394,42163,..,3634,736,4373,32,4407,..,794,95,894,12,907,..,4377,2993,7368,47,7417,..,1536,533,2067,9,2076,..,405,91,492,0,492,..,3715,241,3956,47,4002,..,1610,427,2033,9,2046,..,1306,283,1589,8,1597,..,470,45,521,4,522,..,1195,262,1456,7,1460,..,1830,151,1980,19,1997,..,2177,650,2827,22,2855,..,2538,83,2625,21,2638,..,1751,212,1965,25,1992,..,3070,96,3167,17,3183,..,1580,319,1897,14,1910,..,8941,710,9646,70,9718,..,3019,518,3538,27,3566,..,5634,579,6219,64,6289,..,1119,339,1463,5,1469,..,1447,415,1869,9,1881,..,8917,5137,14051,78,14129,..,25009,7271,32276,456,32733,..,156861,37827,194693,1735,196424,..,2989,1032,4020,17634,21657,212313,159854,38864,198716,19367,430395,427355,..,..,..,..,427355,..,842,10,856,0,856,..,9155,1161,10314,71,10384,..,60,5,62,0,62,..,11959,4093,16053,101,16150,..,32720,12809,45534,385,45917
213,23,1515,..,41160,3970,45133,547,45677,..,4753,851,5600,29,5639,..,633,63,692,9,699,..,255,91,341,0,347,..,701,201,901,5,905,..,3925,1023,4949,34,4987,..,1763,124,1886,17,1906,..,699,137,835,14,844,..,1277,234,1506,3,1512,..,749,111,860,9,865,..,575,78,664,0,663,..,2358,156,2522,28,2550,..,1911,439,2352,15,2367,..,4225,125,4352,34,4390,..,1544,174,1716,35,1751,..,5725,180,5904,28,5932,..,1125,83,1203,17,1223,..,12615,552,13175,116,13288,..,4059,691,4743,35,4776,..,3009,295,3304,29,3342,..,1119,253,1372,12,1385,..,1748,446,2198,8,2204,..,18371,11076,29447,227,29678,..,27744,6082,33826,540,34363,..,157549,34640,192189,1932,194125,..,2574,735,3308,20664,23969,208094,160120,35373,195493,22598,426189,418544,..,..,..,..,418544,..,762,13,779,10,785,..,14638,2176,16815,128,16941,..,121,13,137,0,134,..,7653,2985,10642,68,10704,..,12516,5008,17526,206,17732
214,0,42,..,737,62,802,13,813,..,1018,85,1104,8,1112,..,151,7,163,0,163,..,78,25,107,0,107,..,75,21,97,0,97,..,72,9,78,0,84,..,319,11,329,4,328,..,82,7,90,0,86,..,281,29,306,4,305,..,107,16,120,0,121,..,396,87,479,3,485,..,101,3,99,0,99,..,191,15,211,0,210,..,332,11,345,4,355,..,146,3,157,0,157,..,446,18,462,0,463,..,105,3,113,0,113,..,1036,37,1071,8,1080,..,562,53,610,3,612,..,165,15,181,3,184,..,349,60,411,0,412,..,106,21,124,0,129,..,224,54,280,0,280,..,1843,265,2108,37,2146,..,11691,1561,13249,143,13393,..,461,42,500,7698,8204,136923,12150,1599,13752,7837,158508,267079,..,..,..,..,267079,..,384,0,385,3,390,..,665,76,738,12,753,..,31,7,33,0,33,..,461,108,565,8,572,..,1292,540,1833,14,1852
215,0,13,..,667,68,738,4,744,..,532,113,653,4,654,..,47,0,50,0,50,..,38,41,84,0,84,..,39,6,46,0,46,..,11,0,11,0,11,..,179,12,190,4,195,..,16,3,22,0,22,..,20,3,22,0,22,..,16,0,16,0,16,..,15,4,15,0,18,..,59,4,67,0,67,..,18,8,21,0,21,..,195,10,204,0,204,..,54,16,66,0,68,..,221,7,231,0,229,..,318,111,428,5,433,..,784,151,929,9,941,..,81,5,86,0,86,..,62,6,71,0,71,..,131,88,218,4,223,..,133,94,224,0,228,..,192,248,443,9,449,..,980,310,1292,23,1318,..,5056,1672,6732,84,6817,..,241,47,291,5370,5658,65444,5303,1719,7019,5449,77914,129262,..,..,..,..,129262,..,182,4,188,0,190,..,139,32,174,9,176,..,62,3,68,0,67,..,166,105,266,0,268,..,753,888,1642,29,1666
216,0,35,..,1173,199,1370,13,1384,..,662,116,776,15,793,..,17,6,22,0,22,..,14,12,23,0,23,..,17,6,24,0,24,..,78,19,95,0,95,..,252,20,272,8,280,..,29,24,50,0,50,..,17,0,24,0,23,..,18,0,23,0,23,..,10,0,6,0,6,..,95,3,103,0,103,..,18,3,28,0,28,..,252,7,259,0,258,..,42,8,51,0,52,..,248,12,254,9,258,..,198,66,260,0,268,..,738,94,828,12,839,..,61,7,63,0,63,..,94,3,96,0,101,..,132,44,179,0,179,..,178,59,237,0,237,..,53,24,82,4,84,..,1166,363,1531,32,1559,..,6035,1512,7546,96,7646,..,237,41,279,4568,4846,56793,6273,1553,7822,4667,69282,112315,..,..,..,..,112315,..,87,0,91,0,92,..,1099,388,1491,19,1512,..,100,0,104,5,108,..,128,55,182,5,189,..,516,394,911,19,925
217,0,3,..,261,13,276,6,278,..,68,0,73,0,76,..,45,3,49,0,53,..,3,4,5,0,5,..,21,9,25,0,25,..,3,0,3,0,3,..,70,0,70,0,70,..,11,0,16,0,16,..,19,0,19,0,20,..,15,0,15,0,15,..,18,5,24,0,21,..,3,0,3,0,3,..,7,0,8,0,8,..,139,0,141,0,144,..,49,3,50,0,50,..,114,6,120,0,120,..,62,12,72,0,72,..,359,21,385,0,385,..,79,4,80,0,84,..,19,0,16,0,16,..,96,26,120,0,123,..,9,0,9,0,13,..,62,30,94,3,95,..,416,50,468,14,473,..,2193,348,2544,49,2596,..,151,13,165,3798,3954,58376,2346,359,2708,3845,64926,114940,..,..,..,..,114940,..,142,0,140,0,139,..,111,11,117,4,126,..,29,0,33,0,33,..,56,9,67,0,71,..,388,342,728,12,743
297,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,0,0,0,0,3,6,13,..,..,..,..,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
299,0,0,..,37,0,41,0,41,..,7,3,14,0,14,..,3,0,4,0,4,..,0,0,3,0,3,..,0,3,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,12,0,13,0,14,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,4,4,7,0,7,..,3,5,7,0,7,..,7,4,12,0,12,..,7,3,7,0,11,..,3,0,3,0,3,..,3,0,8,0,8,..,23,9,30,0,33,..,25,0,27,0,27,..,3,0,3,0,3,..,8,0,8,0,8,..,10,7,14,0,14,..,14,7,21,0,21,..,85,25,108,0,112,..,388,94,482,7,492,..,13,0,16,1371,1385,2041,406,94,496,1374,3915,4485,..,..,..,..,4485,..,10,0,10,0,10,..,60,4,66,0,66,..,0,0,0,0,0,..,15,7,22,0,22,..,69,44,111,0,108
301,3,72,..,1233,95,1325,16,1340,..,329,23,355,5,360,..,251,26,273,0,273,..,10,8,19,0,19,..,198,41,238,0,235,..,14,0,20,0,20,..,108,5,111,4,112,..,152,16,162,0,162,..,176,18,197,0,197,..,199,21,223,5,226,..,229,25,260,0,258,..,85,8,87,0,87,..,99,7,104,0,104,..,358,5,361,9,362,..,84,7,88,0,88,..,449,6,453,0,454,..,97,3,97,0,103,..,985,23,1002,8,1013,..,581,59,636,9,651,..,87,11,95,0,98,..,274,48,323,3,322,..,44,4,51,0,50,..,248,71,322,0,319,..,1742,210,1952,36,1989,..,10306,1087,11395,128,11520,..,420,27,443,3851,4295,106881,10726,1116,11838,3978,122696,210212,..,..,..,..,210212,..,1359,20,1382,9,1390,..,310,20,335,5,341,..,121,3,128,0,129,..,518,161,678,5,679,..,1494,354,1844,18,1865
302,0,218,..,4423,388,4812,35,4844,..,938,100,1039,6,1045,..,425,40,473,4,475,..,20,7,27,0,27,..,358,82,440,0,442,..,26,3,29,0,29,..,702,28,735,4,740,..,339,57,394,8,402,..,184,26,208,0,212,..,341,31,376,4,385,..,217,31,248,0,247,..,337,12,351,4,356,..,45,3,49,0,49,..,650,29,676,0,685,..,172,23,188,0,194,..,973,30,1004,4,1005,..,193,7,202,0,202,..,1990,80,2070,11,2080,..,812,78,884,13,898,..,263,23,286,4,293,..,337,68,405,0,405,..,39,8,47,0,47,..,288,68,360,4,368,..,2410,395,2805,65,2872,..,17997,2203,20196,196,20397,..,493,67,564,3648,4204,90701,18491,2268,20755,3842,115298,177613,..,..,..,..,177613,..,457,9,467,3,468,..,702,154,862,11,873,..,168,4,176,0,171,..,1290,338,1629,10,1639,..,2223,556,2775,35,2809
303,3,430,..,9254,786,10040,96,10138,..,747,94,835,12,849,..,1063,154,1213,8,1226,..,135,53,193,0,193,..,2577,953,3528,33,3556,..,150,18,167,0,167,..,1078,54,1134,9,1146,..,511,119,636,7,641,..,318,29,349,4,352,..,497,41,539,10,547,..,490,85,580,3,585,..,473,36,507,0,516,..,616,85,701,4,708,..,744,18,766,7,771,..,542,52,598,8,607,..,1251,24,1277,9,1286,..,347,13,359,3,360,..,2890,111,3001,18,3021,..,1674,225,1894,14,1905,..,748,41,796,5,797,..,506,99,602,5,609,..,146,32,177,4,178,..,2164,802,2971,18,2986,..,5312,994,6303,152,6457,..,54456,11665,66120,651,66772,..,886,210,1087,6186,7272,114562,55340,11868,67206,6840,188606,227519,..,..,..,..,227519,..,806,8,816,9,818,..,2917,429,3353,28,3374,..,218,18,233,7,248,..,8702,2500,11200,74,11281,..,25562,8588,34153,318,34467
304,0,168,..,2254,118,2374,9,2389,..,312,24,336,0,334,..,597,78,671,5,674,..,20,3,19,0,19,..,546,136,684,3,692,..,51,5,58,0,58,..,229,7,233,4,237,..,606,72,677,4,681,..,191,13,206,4,209,..,343,27,370,4,373,..,283,22,305,3,312,..,38,7,42,0,42,..,101,6,114,0,114,..,183,6,184,0,184,..,265,8,274,0,273,..,243,5,247,0,246,..,164,5,166,0,166,..,848,17,868,3,873,..,906,78,974,7,986,..,432,24,458,3,464,..,205,36,243,0,246,..,69,0,66,0,66,..,820,221,1048,5,1058,..,1731,178,1908,41,1945,..,16499,1916,18413,148,18570,..,262,39,291,2219,2518,75504,16759,1953,18707,2370,96586,149060,..,..,..,..,149060,..,867,7,877,4,876,..,645,63,712,7,721,..,64,0,64,0,64,..,1712,267,1976,12,1987,..,5508,961,6468,60,6526
305,5,200,..,2984,123,3100,27,3133,..,1126,138,1259,8,1271,..,783,104,886,4,890,..,38,7,45,0,45,..,963,267,1231,7,1238,..,60,4,68,0,68,..,215,10,226,3,232,..,510,40,550,8,556,..,262,14,282,3,282,..,1227,70,1301,10,1310,..,478,37,513,3,517,..,72,5,78,4,74,..,167,20,186,0,188,..,409,5,418,3,424,..,315,10,328,0,328,..,598,7,601,7,608,..,230,4,231,0,231,..,1550,28,1582,9,1596,..,2555,258,2814,15,2826,..,236,8,247,6,248,..,683,154,843,8,846,..,120,14,137,0,137,..,899,147,1043,0,1049,..,2679,237,2913,65,2978,..,26579,2888,29462,259,29723,..,443,57,500,6746,7246,110623,27018,2938,29963,7008,147592,221264,..,..,..,..,221264,..,580,0,590,5,588,..,1059,111,1175,11,1185,..,135,11,147,0,150,..,2493,328,2820,20,2839,..,7971,1308,9280,59,9337
306,0,23,..,1451,386,1842,23,1862,..,934,127,1052,15,1070,..,1330,200,1527,9,1535,..,37,10,45,0,45,..,345,131,477,8,479,..,9,0,9,0,9,..,272,19,291,8,297,..,29,4,33,0,33,..,85,12,98,0,99,..,164,8,177,0,181,..,117,12,131,0,131,..,103,12,116,0,121,..,36,0,33,0,33,..,450,23,474,3,479,..,188,12,198,6,205,..,676,25,702,11,710,..,171,9,184,0,183,..,1485,73,1559,21,1580,..,537,28,563,3,570,..,59,5,67,0,66,..,426,92,520,0,521,..,21,3,24,0,24,..,220,62,283,5,286,..,5158,584,5742,141,5886,..,15534,2089,17619,267,17879,..,830,117,944,10408,11355,98498,16362,2203,18562,10673,127735,196896,..,..,..,..,196896,..,394,4,401,0,401,..,195,3,197,0,207,..,3857,163,4021,114,4137,..,503,132,635,4,635,..,1083,281,1364,13,1376
307,0,0,..,202,18,217,0,216,..,133,20,152,0,155,..,23,8,28,0,28,..,4,3,5,0,5,..,26,26,51,0,51,..,0,0,0,0,0,..,23,0,25,0,25,..,3,0,8,0,8,..,14,7,18,0,18,..,53,23,71,3,77,..,21,8,31,0,31,..,0,0,0,0,0,..,21,0,20,0,20,..,273,13,282,0,282,..,13,0,12,0,18,..,289,13,303,0,307,..,60,3,64,0,68,..,630,32,669,6,670,..,125,5,131,0,131,..,9,0,11,0,11,..,37,10,47,0,47,..,0,0,0,0,0,..,30,15,40,0,40,..,364,45,407,16,423,..,2240,302,2543,36,2575,..,166,11,176,5284,5467,56220,2413,312,2724,5321,64264,112167,..,..,..,..,112167,..,290,0,296,0,295,..,35,11,44,0,44,..,148,8,159,3,163,..,51,15,75,0,74,..,214,101,321,4,318
308,0,22,..,779,61,844,7,848,..,76,5,81,0,89,..,68,8,74,0,74,..,23,0,24,0,24,..,60,8,68,0,68,..,5,0,5,0,5,..,139,6,147,0,147,..,27,8,35,0,35,..,41,6,50,0,50,..,79,30,110,0,110,..,73,10,86,0,86,..,19,3,22,0,22,..,17,0,19,0,19,..,450,15,469,4,469,..,65,13,73,0,73,..,620,29,647,3,645,..,115,5,117,0,121,..,1249,57,1307,5,1316,..,167,17,182,0,182,..,121,20,136,0,142,..,202,39,244,0,244,..,11,0,11,0,11,..,163,114,285,3,290,..,989,119,1106,27,1131,..,5578,729,6309,61,6369,..,316,43,360,7587,7943,98508,5898,773,6669,7647,112823,196601,..,..,..,..,196601,..,925,17,943,5,944,..,117,10,124,4,128,..,285,18,298,10,308,..,125,38,165,0,165,..,555,315,871,9,879
