SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
308,15,22,46,53,91,177,239,287,151,1081,42,17,38,104,277,699,792,528,174,2671,542,1998,2376,2246,2210,1957,969,456,217,12971,8,5,19,62,111,213,253,263,140,1074,877,674,1067,1326,1492,1729,1139,694,393,9391,18054,8360,8878,8615,7556,6121,3099,1172,265,62120,2432,1412,1437,1470,1449,1344,862,536,283,11225,23116,13129,14744,14850,14651,14486,10048,5618,2180,112822,34,142,479,1145,2710,5207,5770,3804,1408,20699,3188,2347,2850,2841,2693,2638,1932,1017,243,19749,41,50,147,354,752,1512,1960,1261,416,6493,4,6,5,10,25,93,214,518,536,1411,95,175,349,723,1632,2776,3093,1800,477,11120,95,82,164,325,866,2094,2907,2263,974,9770,40,44,80,99,201,379,542,550,283,2218,94,40,88,191,530,1383,1685,1076,339,5426,1202,3136,3667,3572,3557,3313,1799,780,318,21344,18,13,38,92,209,450,596,569,247,2232,2279,1334,1680,2141,2538,3136,2163,1191,608,17070,36123,18018,18385,17763,15757,12910,6683,2355,501,128495
309,31,54,88,159,220,352,551,735,543,2733,84,51,87,169,452,1270,2085,1664,632,6494,1401,5301,5830,5308,5259,4281,2795,1488,944,32607,14,18,22,97,194,404,639,775,446,2609,1854,2219,3083,3587,4357,4722,4268,2664,1643,28397,44206,26102,30053,29110,26361,19501,12655,4976,1152,194116,4692,3569,4232,3829,3614,3157,2451,1603,989,28136,54707,38852,45507,45150,44722,39655,33817,19327,7881,329618,118,376,1082,2685,6212,11243,15777,11599,4415,53507,6933,5937,7172,7458,6782,5651,5324,3037,922,49216,89,155,380,936,2161,3993,6176,4621,1631,20142,10,5,13,31,61,186,742,1963,2142,5153,189,393,696,1306,2847,4865,6624,4696,1384,23000,178,193,281,579,1564,3907,7274,6898,3244,24118,82,95,163,287,476,721,1224,1519,923,5490,194,111,193,382,901,2202,3811,3223,1134,12151,3061,8039,9025,8782,8923,7182,4887,2539,1358,53796,41,32,60,183,441,934,1603,1802,838,5934,4829,3972,4843,5945,7458,8279,7642,4711,2471,50150,89088,54143,60215,57511,52082,37911,23946,9717,2117,386730
310,43,53,95,126,211,273,319,335,187,1642,84,34,81,169,469,1014,1140,806,252,4049,1110,3894,5067,4239,4010,3195,1706,740,315,24276,15,16,35,64,183,324,400,356,178,1571,1629,1500,2405,2727,3073,3019,2140,1186,535,18214,30534,14779,16345,14746,11421,7721,4186,1485,407,101624,3651,2186,2321,2118,1718,1363,909,637,343,15246,39056,23446,27590,25978,23317,19968,14458,7809,2874,184496,88,325,1161,2310,4859,7807,8433,5421,1803,32207,6020,4809,5798,5560,4877,4381,3317,1664,427,36853,76,99,261,563,1194,2222,2698,1910,533,9556,10,8,19,21,48,118,363,706,611,1904,107,304,698,1601,3149,5026,4958,2729,652,19224,185,153,293,530,1318,2924,3927,3121,1252,13703,85,92,165,239,386,605,724,658,325,3279,178,89,152,329,844,1868,2272,1572,449,7753,2522,6127,7902,6979,6674,5454,3112,1254,460,40484,30,24,67,136,364,713,955,763,328,3380,4163,2784,3876,4568,5262,5470,3937,2037,813,32910,61788,31410,33087,30028,23547,15768,8303,2926,734,207591
311,33,40,84,147,188,273,402,412,182,1761,68,41,59,157,501,966,1253,829,259,4133,1011,3607,4335,3866,3681,2822,1631,772,379,22104,8,11,38,85,173,323,486,383,182,1689,1531,1406,2052,2439,2860,2897,2319,1253,638,17395,30469,14722,15853,14219,11084,7811,4579,1481,291,100509,4153,2360,2502,2305,1934,1379,1044,679,415,16771,39242,23146,26309,24975,22783,19586,15658,7719,2756,182174,81,279,970,2029,4513,7348,9022,5379,1707,31328,5974,4437,5520,5365,4746,4030,3238,1611,379,35300,64,93,252,576,1192,1991,2777,1828,484,9257,9,7,14,26,56,109,412,920,707,2260,131,283,708,1453,3129,4604,5227,2820,604,18959,151,169,238,456,1308,2715,4342,3190,1194,13763,74,74,148,265,388,577,881,833,332,3572,160,91,141,299,853,1737,2407,1690,454,7832,2284,5681,6819,6206,5973,4623,2894,1348,557,36385,28,23,77,150,350,687,1057,864,329,3565,3889,2686,3450,4107,4856,5062,4191,2222,958,31421,60583,31655,32562,29189,23132,15873,8857,2925,521,205297
312,12,19,34,47,59,128,175,211,111,796,23,9,15,62,171,420,487,274,105,1566,355,1247,1599,1499,1389,1245,606,292,175,8407,4,8,22,29,77,117,171,144,90,662,490,478,701,913,1045,1165,782,397,223,6194,13568,6515,7862,7180,6451,5128,2602,933,250,50489,1943,1388,1709,1453,1421,1262,711,437,173,10497,17173,10195,12635,12089,11826,11269,7565,3887,1549,88188,36,104,342,791,1758,3445,3868,2411,889,13644,2147,1587,2050,2069,1896,1723,1300,582,179,13533,40,45,113,280,542,1134,1446,813,290,4703,6,7,0,10,16,67,176,395,430,1107,53,99,230,474,1115,1982,2166,1288,351,7758,74,70,115,183,670,1493,2108,1566,685,6964,37,28,68,94,135,267,376,391,189,1585,60,25,51,133,336,875,1006,651,202,3339,691,1892,2390,2329,2321,2126,1170,549,264,13732,3,12,32,66,155,265,430,343,166,1472,1291,871,1146,1488,1844,2117,1524,718,360,11359,27628,13925,15861,14873,13428,10819,5447,1907,443,104331
313,22,31,83,111,142,241,417,505,265,1817,70,25,53,158,422,928,1456,1071,330,4513,935,2786,3164,3120,3230,2931,1967,861,385,19379,9,9,26,68,151,268,428,413,195,1567,1141,993,1415,1838,2284,2782,2582,1444,707,15186,17852,8873,8572,8690,8499,6986,5128,1980,427,67007,2235,1352,1295,1316,1356,1136,1041,681,409,10821,23426,14659,15268,16227,17644,17693,17413,9744,3617,135691,66,234,787,1726,3860,6864,10147,6853,2287,32824,3897,2915,3510,3689,3756,3582,3707,1871,483,27410,49,63,170,401,981,2030,3536,2625,765,10620,4,5,14,11,33,110,436,928,968,2509,85,215,403,897,2019,3524,4887,3135,752,15917,120,120,189,376,1095,2620,4924,4253,1620,15317,59,60,120,168,290,508,926,1003,481,3615,146,61,105,297,755,1687,2775,2156,655,8637,2061,4488,4915,5046,5241,4806,3513,1595,578,32243,24,14,46,113,300,569,992,959,367,3384,3015,2055,2367,2970,3938,4832,4607,2571,1080,27435,35441,19114,17665,17384,17261,13737,9749,3828,791,134970
314,21,16,50,64,110,121,182,203,104,871,56,17,49,93,212,427,612,448,117,2031,670,2549,3062,2630,2438,1593,941,414,230,14527,6,13,22,41,90,138,196,169,103,778,1027,1071,1469,1781,1938,1629,1379,681,323,11298,18514,8559,8956,10029,8379,5241,2793,1013,202,63686,1500,890,944,941,874,596,451,293,191,6680,22762,13583,15176,16768,15627,11850,8897,4479,1604,110746,25,173,577,1270,2589,3714,4634,2879,955,16816,3003,2515,3180,3490,2977,2201,1695,784,217,20062,49,64,163,403,847,1325,1737,1214,339,6141,0,0,6,8,14,50,206,444,459,1187,90,150,347,828,1523,2219,2488,1366,295,9306,88,82,135,322,781,1563,2497,1881,684,8033,45,36,83,118,206,265,406,417,178,1754,119,50,86,186,367,765,1071,905,231,3780,1475,3940,4715,4350,3975,2604,1658,712,306,23735,16,21,35,78,182,302,444,420,162,1660,2672,1949,2329,2925,3309,2902,2419,1193,467,20165,37872,18595,18478,20121,17150,10537,5393,1929,345,130420
315,5,7,12,26,52,87,82,83,36,390,16,4,8,24,42,134,146,81,28,483,55,306,456,401,401,361,132,66,21,2199,0,4,3,12,21,57,42,48,25,212,174,153,231,303,377,402,224,155,57,2076,6817,3536,4159,3139,2594,1999,915,331,67,23557,1167,626,780,651,656,628,351,175,67,5101,8529,4923,6071,5040,4855,4627,2686,1299,416,38446,11,33,106,208,564,1171,1110,683,212,4098,738,558,759,709,656,697,499,215,54,4885,17,15,44,72,176,370,407,258,70,1429,0,0,0,0,10,34,94,143,121,402,24,70,178,410,807,1242,951,474,98,4254,71,84,110,150,328,711,697,476,154,2781,9,10,25,43,106,169,189,162,62,775,46,8,16,42,92,300,334,203,55,1096,148,460,713,614,666,649,313,127,42,3732,0,4,14,18,42,137,140,107,49,511,448,280,375,507,656,804,485,273,113,3941,13829,7407,8363,6340,5488,4336,2106,710,131,48710
316,18,25,50,87,117,218,353,453,315,1636,44,24,37,112,341,922,1533,1258,494,4765,829,3147,3338,3526,3749,3489,2258,1140,720,22196,10,15,30,72,164,271,540,618,429,2149,1237,1178,1617,2168,2935,3756,3374,2116,1164,19545,26744,14050,14008,15950,16523,14198,9755,3889,864,115981,2726,1828,1836,2014,2162,2116,1706,1156,820,16364,32954,21126,21865,25539,28402,29122,26219,15322,6296,206845,62,234,710,1785,4132,8744,12633,9658,3870,41828,3922,3288,3600,4472,4494,4423,4409,2577,834,32019,73,96,208,554,1472,3027,4804,3829,1277,15340,10,3,10,18,48,136,491,1378,1583,3677,132,228,322,613,1476,2897,4355,3390,1058,14471,113,128,156,310,970,2827,5714,5806,2821,18845,56,49,93,161,260,460,798,956,562,3395,117,67,88,214,588,1640,2829,2487,910,8940,1782,4845,5060,5751,6157,5896,4090,2070,1052,36703,26,33,55,124,299,622,1235,1415,793,4602,3045,2278,2581,3519,4909,6431,6005,3798,1871,34437,53941,29291,28020,31083,32349,26860,18775,7362,1610,229291
317,10,20,28,48,89,124,190,196,146,851,18,15,24,54,149,342,464,423,188,1677,469,1899,2044,1787,1669,1451,902,474,257,10952,13,4,15,32,66,127,223,234,169,883,574,665,1002,1139,1229,1296,1175,730,386,8196,12458,6779,6820,5848,5169,4064,2694,1205,367,45404,1190,901,758,728,697,673,564,383,199,6093,15558,10658,11159,10210,10102,9727,8571,5473,2458,83916,31,111,386,816,1903,3527,4761,3676,1592,16803,2407,2025,2292,2152,1982,1920,1633,1003,319,15733,41,48,114,246,505,1021,1591,1298,442,5306,3,0,4,10,16,63,190,515,569,1370,61,124,246,512,1142,1833,2278,1572,445,8213,56,64,89,180,530,1222,2199,2116,1061,7517,29,36,55,97,167,263,401,413,241,1702,51,31,54,109,282,627,935,814,333,3236,1046,2932,3165,2846,2783,2487,1636,820,361,18076,20,5,21,58,126,271,467,509,277,1754,1461,1221,1552,1790,2099,2295,2113,1251,564,14346,24935,14202,14098,11818,10245,7944,5058,2200,615,91115
318,9,29,33,71,131,203,258,284,174,1192,34,23,30,96,243,623,759,557,177,2542,494,2194,2553,2388,2291,1932,1081,505,272,13710,8,13,23,30,104,186,252,244,169,1029,773,875,1157,1390,1676,1832,1306,788,463,10260,16839,10225,9573,8683,7854,6045,3582,1307,377,64485,2294,1642,1684,1557,1474,1159,807,501,240,11358,21394,15744,15873,15174,15303,14366,10938,5955,2401,117148,26,184,596,1264,2758,5128,5912,3989,1459,21316,2696,2498,2829,2590,2524,2427,1919,921,238,18642,42,72,132,349,754,1591,2296,1466,436,7138,3,3,9,12,23,121,350,681,685,1887,63,165,341,703,1726,2870,3231,1912,473,11484,134,115,170,319,883,2083,3113,2420,968,10205,39,54,74,114,221,397,625,564,271,2359,73,46,67,170,439,1126,1549,1128,307,4905,1073,3298,3966,3926,3971,3422,2133,947,372,23108,14,30,41,79,199,411,595,528,273,2170,2006,1621,1960,2322,2976,3304,2461,1434,680,18764,34226,21617,20192,17306,15891,12276,7163,2498,637,131806
319,11,27,43,88,143,315,590,598,348,2163,48,32,65,149,503,1463,2114,1478,384,6236,888,2593,2866,2986,3604,4007,2631,1122,511,21208,6,8,29,85,203,418,624,641,307,2321,1014,961,1245,1684,2452,3567,3207,1814,835,16779,18127,8933,8411,8602,9433,9683,7285,2861,704,74039,2644,1492,1387,1403,1774,1906,1878,1211,521,14216,23884,14665,14704,15977,19668,24430,24345,13548,4810,156031,54,232,660,1723,4490,10310,15373,10076,3235,46153,3699,2853,3068,3504,3947,4869,4939,2556,627,30062,46,77,163,357,1086,2681,4849,3507,985,13751,5,7,11,18,50,185,568,1245,1184,3273,120,226,425,848,2107,4551,6758,4307,1042,20384,106,117,191,344,1190,3539,6841,5808,2264,20400,36,55,82,154,300,688,1247,1343,593,4498,107,66,111,290,950,2754,4351,3177,768,12574,1959,4287,4592,4973,6205,7002,5115,2183,793,37109,12,27,57,136,365,877,1498,1459,588,5019,2743,1970,2062,2875,4349,6607,6183,3378,1287,31454,36601,19275,17265,16818,18649,18622,14520,5990,1302,149042
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,13,5,0,0,0,0,0,22,0,9,13,7,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,10,0,0,0,0,41
399,0,0,3,0,8,14,16,0,7,48,0,0,7,6,23,63,61,8,5,173,25,165,216,170,181,179,104,6,6,1052,0,0,0,5,10,17,14,8,3,57,21,59,86,87,109,176,115,11,0,664,490,364,652,343,312,422,304,47,0,2934,124,199,380,267,232,217,127,28,5,1579,680,777,1345,885,887,1170,870,160,25,6799,3,7,33,80,160,444,484,117,13,1341,87,109,187,160,137,194,172,25,5,1076,0,6,4,19,45,106,163,45,3,391,0,0,0,0,0,8,11,8,6,33,0,0,20,32,74,163,204,70,6,569,0,5,9,24,49,165,249,80,13,594,0,0,7,7,13,21,40,10,3,101,0,3,11,17,45,116,139,31,3,365,68,248,363,339,327,333,202,25,6,1911,0,0,0,10,18,38,44,18,8,136,65,107,137,162,204,318,253,33,3,1282,990,705,1300,787,642,893,711,136,10,6174
401,30,24,46,58,77,108,195,230,226,994,23,23,24,55,138,344,652,645,373,2277,358,2685,2976,2372,2459,2114,1484,940,741,16129,3,6,12,15,83,131,282,365,337,1234,745,1184,1572,1708,2080,2372,2497,1590,1073,14821,20874,14171,14314,14225,12769,10464,6984,2921,861,97583,1200,1137,1088,1023,1113,1059,928,666,475,8689,24146,19899,20652,20730,20641,19746,17732,11090,5804,160440,43,160,473,972,2365,4737,7427,6213,3427,25817,2641,3008,3257,3234,3157,2850,2762,1687,711,23307,62,72,166,408,938,1868,3048,2363,1068,9993,5,3,11,8,28,85,326,1006,1608,3080,73,193,326,714,1566,2641,3644,2841,1199,13197,87,80,121,241,707,1892,3706,3702,2396,12932,55,52,80,112,189,278,482,548,400,2196,61,52,66,103,269,681,1216,1225,675,4348,668,4021,4743,3991,4322,3725,2533,1504,1009,26516,19,15,28,37,173,368,684,820,613,2757,1858,2017,2444,2852,3680,4251,4361,2726,1575,25764,41934,29891,29652,28239,25397,20349,13151,5360,1492,195465
402,46,60,104,118,193,312,445,437,314,2029,50,31,62,177,499,1108,1401,1074,414,4816,1033,4258,5651,4771,4634,4050,2440,1268,743,28848,15,17,39,73,178,338,447,528,360,1995,1757,1616,2683,3166,3578,4021,3093,1872,1143,22929,34816,18066,21531,18947,13982,10861,6439,2592,684,127918,3136,1940,2094,1946,1806,1528,1153,828,544,14975,42844,27220,33671,31216,27790,26664,21282,12799,5557,229043,74,311,1164,2472,5523,10022,11871,8996,3797,44230,6148,5275,6735,6415,5638,5470,4487,2545,827,43540,57,95,238,573,1297,2552,3610,2762,1031,12215,6,15,15,33,52,174,552,1378,1555,3780,149,375,933,2232,4124,6686,7624,4717,1565,28405,153,157,315,534,1656,3616,5352,4794,2417,18994,116,111,190,243,382,677,946,909,531,4105,138,92,150,316,882,2023,2668,2153,762,9184,2052,6613,8985,8035,7764,6815,4195,2028,1043,47530,32,19,64,153,370,782,1126,1129,646,4321,4524,3153,4364,5287,6216,7143,5562,3140,1735,41124,70118,39837,45527,39768,29598,21952,12285,4884,1282,265251
403,39,32,49,104,134,204,392,384,294,1632,57,28,46,106,312,787,1261,1024,497,4118,685,3732,4342,4030,3682,3344,2243,1096,836,23990,11,13,29,58,133,298,453,533,471,1999,1225,1514,2200,2619,3068,3599,3278,1783,1271,20557,25256,14038,14866,15370,13573,11325,7606,3026,924,105984,1853,1253,1222,1342,1372,1385,1116,743,438,10724,30553,21431,23736,25353,24597,24956,22829,12801,6486,192742,51,208,815,1823,4076,7840,11532,8260,4246,38851,4189,4012,4942,5334,4604,4580,4320,2272,867,35120,77,95,208,521,1211,2565,4234,2910,1273,13094,5,3,8,17,40,123,502,1220,1770,3688,117,252,489,1169,2387,4381,6048,3847,1439,20129,120,124,180,379,1080,2946,5410,4831,2898,17968,82,90,107,183,270,464,845,831,539,3411,141,57,107,213,526,1371,2367,1899,887,7568,1420,5616,6801,6497,6208,5574,3939,1818,1155,39028,14,22,49,104,306,633,1149,1188,798,4263,3105,2719,3378,4264,5149,6250,5802,3111,1852,35630,50808,30176,31124,31089,27841,22142,14514,5667,1557,214918
404,19,22,45,72,100,165,218,249,228,1118,21,13,33,71,198,447,648,532,329,2292,257,1867,2665,2031,2011,2017,1299,773,785,13705,4,9,13,34,87,151,267,357,298,1220,570,823,1448,1438,1743,2159,1830,1227,1099,12337,15253,9871,13162,10806,9286,7457,4504,1882,627,72848,1143,869,988,975,951,887,681,481,233,7208,17998,14032,19037,16428,15807,15794,12810,8146,4690,124742,36,155,449,897,2225,4808,6200,4939,3034,22743,2126,2284,3119,2847,2547,2468,2140,1261,587,19379,44,52,150,320,716,1525,2154,1648,825,7434,3,8,4,10,32,91,296,938,1496,2878,70,150,372,759,1663,3055,3570,2631,1238,13508,50,76,106,185,686,1832,2961,2811,2131,10838,48,62,79,134,209,387,506,510,412,2347,46,34,66,126,357,904,1265,1031,602,4431,543,2873,4181,3503,3625,3503,2219,1262,1080,22789,14,20,30,63,186,430,650,733,528,2654,1534,1442,2222,2342,2986,3883,3238,2036,1597,21280,30498,20865,27634,22131,18682,14839,8380,3526,1140,147695
405,13,19,12,32,50,82,153,144,87,592,13,3,9,40,144,379,508,368,124,1588,211,842,1106,1057,1213,1337,866,408,278,7318,0,3,13,21,37,104,145,181,105,609,339,320,465,603,814,1103,950,515,376,5485,7283,3298,3075,3437,3810,3794,2858,1157,315,29027,822,429,410,452,580,683,597,415,213,4601,9202,5185,5351,6073,7307,8997,8383,4797,1977,57272,38,74,226,577,1552,3589,4772,3287,1331,15446,1492,1147,1276,1436,1513,1921,1778,954,291,11808,19,16,42,121,355,851,1520,1094,350,4368,0,4,3,6,15,45,183,438,486,1180,45,61,140,315,796,1896,2706,1729,545,8233,38,19,41,103,388,1239,2109,1790,834,6561,24,29,27,65,121,211,329,336,160,1302,37,13,30,74,266,758,1114,791,255,3338,416,1336,1719,1705,2095,2374,1692,724,382,12443,3,11,23,32,86,247,376,422,197,1397,831,620,756,991,1469,2093,1833,923,543,10059,14729,7279,6580,6920,7630,7777,5718,2318,553,59504
406,3,3,18,23,48,87,88,98,41,409,12,12,14,32,105,224,264,186,70,919,101,571,760,636,714,680,374,183,70,4089,4,6,4,21,42,70,73,94,46,360,227,204,335,387,491,605,439,254,147,3089,5936,2654,3302,2727,2829,2397,1534,617,172,22168,840,429,512,446,495,492,371,240,132,3957,7559,4157,5319,4716,5303,5505,4329,2553,1032,40473,14,46,207,393,941,1927,2217,1605,603,7953,1066,897,1109,1015,993,1120,886,501,136,7723,10,11,50,82,209,523,748,587,193,2413,0,0,4,4,11,43,101,274,265,702,37,71,196,300,700,1322,1454,996,293,5369,48,42,60,105,297,744,1047,921,435,3699,7,8,34,45,78,163,202,208,83,828,23,20,38,56,192,442,589,410,144,1914,210,866,1182,1022,1176,1168,664,313,114,6715,8,5,9,25,78,163,214,211,100,813,545,408,566,633,934,1162,837,489,228,5802,11928,5755,6868,5817,5844,5150,3165,1238,295,46060
407,16,17,15,47,67,130,238,227,152,909,18,22,26,71,228,526,819,641,231,2582,332,1458,1797,1679,1906,2073,1358,679,362,11644,3,4,19,40,88,157,268,318,203,1100,522,521,787,973,1409,1854,1666,925,505,9162,12045,5630,5733,5824,6318,6395,5156,2185,558,49844,1338,772,742,766,1006,1093,1085,711,394,7907,15064,8928,9551,10023,11996,14523,14571,8516,3549,96721,33,132,343,863,2215,5184,7634,5616,2254,24274,2311,1898,2065,2103,2354,2691,2723,1504,442,18091,33,42,82,240,572,1396,2493,1946,614,7418,0,3,0,7,24,77,305,757,880,2053,55,132,213,501,1312,2663,4090,2759,894,12619,35,62,95,177,624,1844,3608,3289,1511,11245,33,35,39,85,134,324,541,500,261,1952,44,42,52,129,425,1046,1660,1318,480,5196,724,2293,2765,2764,3227,3535,2588,1183,523,19602,5,11,32,53,178,395,743,730,382,2529,1387,1006,1263,1588,2415,3391,3146,1656,789,16641,24022,12561,12197,11950,13121,12849,10184,4221,1019,102124
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
499,0,0,0,0,0,0,4,0,0,4,0,7,3,5,7,13,14,0,0,49,17,65,77,59,39,34,20,6,0,317,0,0,0,3,8,3,0,0,0,14,5,23,34,17,20,33,21,4,0,157,125,83,123,75,60,79,39,6,5,595,42,37,73,79,46,37,22,3,0,339,197,214,305,245,178,197,141,26,10,1513,0,5,17,21,40,74,81,19,5,262,41,69,65,51,48,31,31,9,0,345,0,0,0,4,7,19,29,4,3,66,0,0,0,0,0,0,0,4,0,4,0,0,8,4,31,37,49,8,0,137,5,0,6,0,9,28,36,9,4,97,0,0,0,0,5,7,8,0,0,20,0,7,3,7,7,24,24,6,0,78,28,104,132,103,92,75,38,6,0,578,0,0,3,4,9,7,11,0,0,34,15,43,48,31,63,76,42,8,0,326,248,170,265,197,167,172,97,21,4,1341
