SA4_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
603,..,17,432,975,1212,1724,1845,871,137,7205,..,135,504,480,528,475,280,75,8,2481,..,5,33,69,118,92,44,29,11,397,3001,..,..,..,..,..,..,..,..,3001,..,627,..,..,..,..,..,..,..,627,..,800,372,163,127,47,6,0,0,1504,..,83,39,43,39,65,52,25,9,360,..,49,55,26,32,28,14,3,0,208,..,41,71,49,57,73,91,28,6,416,..,41,173,182,355,659,655,333,79,2472,50,102,74,84,69,89,77,40,5,587,3049,1899,1755,2076,2527,3237,3058,1404,253,19261,..,35,606,1086,1364,1887,1643,549,62,7242,..,187,574,543,460,423,202,26,0,2422,..,48,196,282,277,175,83,69,25,1157,2900,..,..,..,..,..,..,..,..,2900,..,628,..,..,..,..,..,..,..,628,..,430,208,70,42,31,4,0,0,792,..,44,15,10,28,74,73,50,24,314,..,56,47,11,16,13,10,0,5,157
604,..,91,1604,2660,3363,4342,4341,2567,523,19485,..,505,1654,1029,970,842,420,129,7,5568,..,22,97,279,347,207,96,61,24,1132,9211,..,..,..,..,..,..,..,..,9211,..,1880,..,..,..,..,..,..,..,1880,..,2190,920,368,320,134,26,0,0,3960,..,266,155,71,117,133,87,45,24,886,..,168,236,73,56,36,24,12,0,600,..,179,478,114,154,200,165,77,15,1378,..,218,605,676,1060,1476,1423,774,291,6525,177,217,231,136,133,142,161,62,7,1263,9388,5735,5978,5399,6517,7510,6742,3721,901,51887,..,172,2090,3162,3754,4525,4100,1835,234,19871,..,771,1811,986,1041,759,320,71,8,5774,..,180,834,1146,1075,503,269,203,137,4353,8816,..,..,..,..,..,..,..,..,8816,..,2051,..,..,..,..,..,..,..,2051,..,1376,456,145,144,96,27,0,0,2255,..,187,62,42,78,209,170,136,52,943,..,170,142,42,25,36,15,10,0,444
697,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
699,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,41,56,67,46,48,27,20,8,0,310,41,56,67,46,48,27,20,8,0,310,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
701,..,100,2986,5028,4262,3445,2361,963,140,19282,..,689,2543,1626,1225,814,343,85,3,7327,..,27,110,294,366,265,132,49,16,1262,13080,..,..,..,..,..,..,..,..,13080,..,2294,..,..,..,..,..,..,..,2294,..,2225,1103,425,211,71,3,0,0,4045,..,449,420,138,164,176,155,88,31,1626,..,310,667,187,134,115,61,13,4,1499,..,623,1345,433,354,318,207,65,7,3352,..,324,970,813,1031,1150,959,353,79,5676,202,184,256,172,147,130,82,21,8,1198,13287,7231,10400,9113,7899,6474,4301,1632,287,60634,..,272,4285,5579,4338,3201,1888,546,41,20161,..,983,2907,1780,1186,711,254,45,4,7856,..,162,764,1231,1128,580,279,151,67,4354,12554,..,..,..,..,..,..,..,..,12554,..,2360,..,..,..,..,..,..,..,2360,..,1438,587,208,109,65,9,0,0,2420,..,369,315,90,172,349,377,189,81,1949,..,316,512,138,74,62,20,11,0,1137
702,..,522,2089,2639,2074,1770,989,295,32,10415,..,355,1258,913,708,443,177,30,4,3891,..,35,117,183,212,158,107,31,13,855,9574,..,..,..,..,..,..,..,..,9574,..,989,..,..,..,..,..,..,..,989,..,2093,889,320,135,34,4,0,0,3474,..,1064,634,471,390,317,161,57,16,3115,..,142,208,78,50,50,18,9,0,542,..,166,386,167,151,135,69,20,0,1093,..,171,565,466,576,641,481,154,21,3071,220,215,222,150,119,92,75,21,0,1124,9793,5745,6375,5385,4425,3646,2074,617,97,38146,..,714,2568,2739,2089,1557,720,164,12,10570,..,481,1438,903,720,367,102,21,4,4043,..,292,860,923,739,439,229,102,21,3608,8742,..,..,..,..,..,..,..,..,8742,..,963,..,..,..,..,..,..,..,963,..,1618,655,235,135,26,3,0,0,2671,..,837,452,351,445,499,362,122,32,3097,..,118,162,54,48,31,14,9,0,441
797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,47,24,47,34,30,26,23,8,0,239,47,24,47,34,30,26,23,8,0,239,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
801,..,283,10210,20130,16690,13218,10881,5849,1388,78645,..,1896,8659,4489,3006,1853,896,248,31,21087,..,22,244,886,1310,740,280,143,88,3718,40853,..,..,..,..,..,..,..,..,40853,..,10396,..,..,..,..,..,..,..,10396,..,6593,3858,1228,780,323,55,0,0,12842,..,1198,1309,389,310,341,272,150,87,4057,..,1103,2132,493,231,161,47,21,3,4197,..,3156,4882,1166,654,533,289,98,22,10798,..,899,3965,3253,3060,2998,2409,1356,628,18550,408,697,774,500,368,301,230,102,32,3411,41260,26248,36028,32529,26413,20464,15354,7969,2290,208552,..,679,13827,21012,16175,12663,9898,4300,663,79213,..,2776,8926,4234,2809,1591,670,172,19,21205,..,210,1532,3362,3940,2113,865,560,356,12933,38318,..,..,..,..,..,..,..,..,38318,..,10185,..,..,..,..,..,..,..,10185,..,4710,2363,660,388,211,65,0,0,8393,..,1024,967,298,282,698,830,605,270,4975,..,993,1393,257,116,76,36,10,7,2892
897,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
899,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,23,30,23,20,7,11,4,0,132,9,23,30,23,20,7,11,4,0,132,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
901,..,6,54,121,126,156,151,59,13,693,..,12,35,27,39,48,13,9,0,187,..,0,0,9,11,9,6,3,0,35,374,..,..,..,..,..,..,..,..,374,..,41,..,..,..,..,..,..,..,41,..,60,25,15,3,0,0,0,0,103,..,11,4,8,4,8,4,3,7,51,..,0,3,0,0,0,0,0,0,7,..,5,0,4,0,12,3,0,0,24,..,11,22,23,37,72,52,21,4,239,6,5,0,6,6,16,14,0,6,59,387,144,160,212,233,310,250,98,32,1828,..,9,69,142,128,174,114,48,0,694,..,16,46,44,39,34,11,0,0,195,..,4,12,23,37,14,11,6,4,105,318,..,..,..,..,..,..,..,..,318,..,57,..,..,..,..,..,..,..,57,..,42,11,9,9,4,0,0,0,71,..,11,7,3,5,9,6,11,3,54,..,3,4,0,0,0,0,0,0,9
997,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
999,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
