SA3_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
11601,0,0,0,7,6,74,218,144,56,510,0,0,3,19,17,26,31,22,10,129,0,3,17,108,76,39,41,7,7,288,5,21,114,544,38,26,15,0,0,755,0,5,0,3,4,7,18,29,18,83,21,118,226,486,204,143,76,17,4,1294,0,0,0,5,9,8,21,8,0,43,4,43,54,303,51,59,19,7,0,541,0,0,3,8,12,4,3,0,0,36,13,154,328,1590,779,834,655,199,63,4622,0,0,0,34,32,49,70,38,80,311,0,3,19,53,46,38,28,8,0,183,0,0,0,6,13,34,43,25,8,132,0,18,8,23,3,25,14,8,0,97,0,5,21,76,34,36,34,14,6,225,6,52,89,615,233,212,120,64,23,1403,0,4,4,61,10,9,10,0,0,103,0,13,20,125,54,24,16,0,0,260,0,7,11,116,87,104,50,21,4,395,5,19,24,39,13,21,6,8,0,132
11602,0,0,0,3,14,53,91,69,23,253,0,0,6,31,18,21,21,10,4,113,4,0,3,36,17,20,11,9,4,102,0,17,72,614,44,39,11,6,0,796,0,3,0,21,9,0,17,13,0,64,13,136,218,396,174,126,58,15,0,1142,0,0,0,9,5,5,8,0,0,20,7,112,71,532,90,54,40,8,0,922,0,0,0,0,13,6,0,0,0,21,9,138,302,1571,774,626,347,89,36,3886,0,0,3,36,18,23,29,10,0,121,0,0,13,29,28,23,21,3,5,121,0,4,6,20,23,28,20,9,6,117,10,69,33,52,31,19,10,4,0,223,7,69,91,261,164,85,50,16,3,742,4,71,73,548,229,197,128,26,17,1292,0,5,0,70,11,12,17,0,0,109,0,5,11,117,42,21,6,5,0,211,0,5,6,39,32,17,17,6,0,117,12,50,35,101,25,15,8,0,0,250
11603,0,0,4,10,6,45,103,70,23,256,0,0,5,14,14,32,25,5,5,102,0,0,0,44,30,13,10,6,0,104,5,11,24,267,5,11,5,0,0,323,0,0,0,0,8,3,23,21,3,58,5,178,286,797,242,133,82,16,9,1762,0,0,0,12,7,10,15,9,6,54,20,203,150,750,193,95,37,7,0,1462,0,3,3,3,14,3,3,0,0,23,9,154,454,1779,1076,1182,696,181,75,5594,0,0,0,7,17,16,21,10,4,81,0,59,69,224,183,170,99,38,3,845,0,0,0,10,11,30,45,27,15,140,0,10,3,9,5,10,6,3,0,54,3,0,3,39,20,26,25,8,0,134,0,8,15,129,54,56,39,23,5,330,0,0,0,13,0,7,4,0,0,29,0,11,17,79,32,17,7,0,0,170,0,7,10,61,57,49,45,23,3,242,0,21,16,24,11,8,4,3,0,81
11701,0,0,0,5,0,9,29,34,11,90,0,0,4,11,3,7,3,0,0,34,0,0,4,14,7,4,0,0,0,27,0,0,27,39,0,0,0,0,0,65,0,0,0,5,7,3,4,0,0,18,3,10,50,159,100,80,33,16,9,453,0,0,0,8,3,7,7,6,0,33,5,3,6,35,7,3,6,0,0,58,0,0,0,13,3,3,4,0,0,23,0,27,50,323,139,101,88,23,3,765,0,0,0,35,10,13,15,7,0,84,0,0,0,3,3,3,0,0,0,13,0,0,6,38,15,14,20,8,0,97,0,3,10,51,11,10,7,0,0,89,0,0,10,61,44,30,18,10,0,177,0,0,7,26,11,13,8,0,0,60,0,3,8,77,10,9,4,0,0,109,0,9,24,265,54,24,15,0,0,392,0,0,0,33,53,49,42,26,7,206,5,5,9,53,13,8,3,0,0,102
11702,0,0,0,0,0,5,11,8,8,31,0,0,0,4,0,3,4,5,0,14,0,0,0,11,4,8,3,3,0,24,0,0,27,58,3,0,0,0,0,90,0,0,3,17,7,5,3,0,0,39,3,7,31,230,118,89,53,9,0,536,0,0,0,10,3,18,31,23,15,105,0,0,0,9,6,0,0,0,0,12,0,0,0,7,14,3,3,0,0,32,0,3,11,157,44,36,40,9,3,297,0,0,0,33,6,3,3,6,0,52,0,0,0,0,0,0,9,0,0,7,0,0,3,28,17,16,10,11,0,89,0,3,8,41,9,13,4,0,0,86,0,0,10,78,33,8,3,0,0,138,0,0,0,32,6,3,3,0,0,47,0,0,4,36,5,0,0,0,0,50,0,6,15,173,40,26,19,3,0,281,0,0,3,25,14,16,10,10,0,80,12,15,23,158,28,18,9,4,0,267
11703,0,0,0,7,0,8,16,22,5,65,0,0,9,36,5,8,6,3,4,73,0,0,46,57,15,8,8,4,0,137,0,0,68,80,3,0,4,0,0,161,0,7,17,129,18,12,15,11,7,212,10,17,271,1120,418,380,194,85,19,2504,0,0,0,34,14,15,16,15,4,99,3,0,8,69,7,10,0,0,0,103,0,0,5,18,29,21,12,0,0,89,0,17,94,832,165,113,91,26,8,1347,0,3,10,242,36,28,55,21,17,417,0,0,0,7,7,0,0,0,0,19,0,5,31,235,61,63,46,22,9,468,11,14,100,313,68,44,41,6,4,595,0,4,87,351,87,58,62,14,0,671,0,3,24,144,25,16,12,5,0,239,0,9,63,474,61,36,29,11,0,683,10,33,244,3149,310,95,32,4,0,3881,0,9,5,144,35,34,21,6,0,250,40,60,157,807,151,100,59,37,4,1410
11801,0,0,0,3,3,8,8,20,6,48,0,0,3,11,7,9,4,0,0,31,0,0,0,4,0,0,4,0,6,18,0,0,6,13,3,0,0,0,0,23,0,14,6,92,20,9,20,19,11,185,10,16,109,631,283,250,193,114,28,1632,0,0,0,13,3,8,7,0,0,30,0,0,5,5,0,3,0,0,0,19,0,0,0,6,19,21,9,0,0,56,4,3,30,283,87,81,40,12,4,536,0,0,3,103,41,29,69,39,36,316,0,0,0,0,0,0,0,4,0,7,0,0,16,135,42,36,28,25,13,297,3,62,34,72,32,33,40,20,4,301,3,42,130,753,550,515,408,240,107,2741,0,0,0,20,19,8,6,6,6,68,0,8,0,54,16,15,17,0,0,102,0,16,23,159,44,29,13,6,0,284,0,6,5,33,18,4,4,6,3,77,53,156,111,576,128,89,57,23,11,1205
11802,0,0,0,0,0,14,50,42,21,126,0,0,4,24,10,13,12,7,0,65,0,0,11,14,0,0,8,0,0,41,0,0,19,49,3,0,0,0,0,75,0,6,8,59,15,8,15,13,12,142,4,26,87,455,227,199,144,64,11,1221,0,0,0,13,4,3,0,0,0,27,3,0,10,28,9,7,5,0,0,62,0,0,0,12,19,18,10,9,5,66,3,16,54,365,143,132,89,26,7,845,0,0,9,128,48,41,75,25,21,347,0,0,0,0,0,10,0,0,0,14,0,5,9,153,70,61,45,20,12,384,3,25,62,95,37,33,47,12,3,319,4,22,75,269,256,117,78,79,31,927,0,0,11,53,19,16,18,4,3,122,0,8,17,95,26,23,34,3,3,212,0,12,26,225,80,48,41,0,0,441,0,0,0,44,16,27,16,5,0,111,29,65,62,342,83,45,22,10,4,655
11901,0,0,0,0,7,12,57,59,15,155,0,0,3,20,12,41,40,16,12,150,0,0,7,36,22,10,11,4,0,91,0,0,72,242,16,19,4,0,0,352,0,0,0,8,0,0,3,13,10,45,3,68,164,370,175,153,63,21,11,1026,0,0,10,91,119,183,212,115,42,770,13,98,99,559,137,49,22,3,0,978,0,0,0,11,4,9,7,0,0,35,0,32,96,441,219,212,136,41,7,1191,0,0,4,22,14,25,32,38,27,171,0,0,20,46,49,40,28,10,0,190,0,0,0,9,9,15,21,17,12,79,0,7,18,27,16,25,17,7,4,114,0,12,6,45,22,31,22,16,0,157,0,6,10,35,30,37,30,16,9,167,0,5,12,78,19,18,10,4,0,138,3,6,14,182,67,37,26,6,0,344,3,3,3,35,44,27,28,14,0,170,8,16,28,48,20,13,10,5,0,140
11902,0,0,0,0,3,7,20,25,13,73,0,0,0,19,11,22,20,26,10,112,0,15,50,153,57,40,15,7,0,332,6,20,403,892,37,23,6,0,0,1387,0,0,0,10,6,0,6,4,0,25,3,31,77,234,130,87,52,11,0,633,0,0,0,28,26,34,40,26,6,155,17,113,92,519,97,36,14,0,0,887,0,0,3,3,8,0,6,6,7,31,0,32,93,590,212,257,136,36,12,1367,0,0,0,27,9,8,12,14,8,70,0,0,5,11,21,15,19,0,0,79,0,0,0,3,5,8,9,9,4,43,0,3,13,38,15,16,10,3,0,102,0,5,10,29,26,14,5,10,0,97,0,4,0,39,5,14,17,5,6,82,0,0,6,58,18,17,7,0,3,116,0,10,22,246,85,61,36,7,0,464,0,4,4,30,33,22,18,5,3,128,3,10,16,53,10,9,0,3,0,108
11903,0,0,0,0,0,10,25,29,12,81,0,0,3,18,8,16,13,10,0,71,0,0,4,14,8,18,8,5,0,59,5,19,990,1939,46,19,8,0,0,3023,0,0,3,4,4,0,9,6,4,39,6,29,125,277,143,138,72,32,11,843,3,5,13,105,113,187,185,86,33,723,0,7,4,53,15,6,0,0,0,90,0,0,0,8,5,7,6,5,0,32,0,50,77,582,216,196,143,37,13,1325,0,0,0,33,15,13,24,4,5,88,0,0,0,7,10,8,9,0,0,32,0,0,0,9,17,21,21,15,13,94,0,8,21,49,25,24,32,9,0,167,0,5,12,54,38,34,22,13,0,175,0,3,3,31,19,13,13,3,8,98,0,6,5,133,37,25,29,6,0,249,0,14,27,258,81,37,31,4,0,449,0,5,4,14,11,8,4,9,0,53,4,18,18,54,9,24,15,6,3,156
11904,0,0,0,3,3,21,64,50,34,171,0,0,0,19,5,8,7,10,0,58,0,0,5,10,13,7,8,3,0,50,3,38,761,1827,58,30,13,0,0,2729,0,0,0,10,6,5,9,6,5,48,5,29,75,296,212,181,98,28,6,926,0,15,14,234,177,386,482,266,111,1690,0,4,9,63,8,10,3,0,0,106,0,0,0,13,6,6,3,0,0,41,4,58,104,940,291,286,159,43,19,1906,4,0,4,107,35,22,26,8,6,209,0,0,4,5,9,10,3,0,0,31,0,0,0,39,17,28,36,20,6,138,0,6,24,65,28,28,27,6,0,180,0,9,16,87,31,43,28,12,5,228,0,0,7,45,9,11,11,8,0,91,0,4,11,153,32,31,25,0,0,257,8,8,48,579,119,72,34,10,0,872,0,3,3,49,47,35,30,23,0,198,15,23,28,94,20,20,14,0,4,211
12001,0,0,0,0,3,6,28,17,10,67,0,0,0,14,4,10,11,9,3,50,0,0,4,18,8,4,3,0,0,41,0,0,82,84,6,0,0,0,0,165,0,3,4,10,6,6,6,7,0,53,3,17,35,159,132,103,61,39,9,563,0,0,0,8,8,14,3,0,0,38,0,11,11,50,10,7,8,3,0,90,0,0,0,7,15,0,4,0,0,25,0,14,29,316,80,70,68,11,5,585,0,3,0,41,16,13,20,10,7,108,0,0,0,7,4,0,0,0,0,9,0,0,6,28,31,26,26,21,4,137,0,15,20,49,20,22,16,8,5,167,5,9,15,108,45,49,25,10,0,268,0,0,11,73,32,44,28,16,6,206,0,0,6,104,13,27,12,5,0,171,0,13,13,162,58,10,13,5,0,262,0,4,3,47,32,45,17,15,5,164,14,21,16,76,33,24,23,7,4,216
12002,0,0,0,0,0,7,20,11,12,50,0,0,0,7,0,7,3,0,0,13,0,0,5,5,4,0,3,0,0,19,0,0,0,14,0,0,0,0,0,20,0,6,5,22,17,10,12,6,0,74,0,6,30,215,181,164,105,29,6,738,0,0,3,9,7,3,5,0,4,27,0,0,0,9,0,0,0,0,0,11,0,0,0,6,11,7,3,0,0,29,0,3,8,119,30,28,23,7,0,227,0,0,0,29,12,6,13,7,3,71,0,0,0,0,0,0,0,0,0,0,0,0,5,44,52,38,33,16,4,196,5,17,13,33,23,12,9,0,0,107,0,0,16,117,38,26,24,4,0,235,0,0,0,26,13,8,6,0,0,60,0,0,3,28,12,6,5,3,0,57,0,4,3,100,28,15,6,0,0,160,0,0,0,18,10,6,7,6,0,43,14,37,20,142,64,35,31,8,0,358
12003,0,0,0,6,8,5,30,27,6,82,0,0,3,24,18,12,12,7,4,81,0,0,20,37,35,40,11,11,5,155,4,29,1597,1798,32,19,3,0,0,3480,0,0,9,13,3,5,13,9,3,54,6,28,96,319,161,158,95,31,10,906,0,0,3,7,8,10,11,4,0,45,0,14,18,107,27,15,14,0,0,190,0,0,0,13,25,16,19,6,0,78,3,51,91,828,229,206,189,39,17,1660,0,0,0,67,27,26,44,20,23,218,0,0,3,4,10,4,9,0,0,32,0,0,4,30,28,33,25,19,12,149,0,16,38,110,19,35,29,13,6,276,0,4,21,86,43,28,15,22,0,220,0,23,40,217,109,174,148,71,55,838,0,9,28,385,43,38,29,5,4,528,6,20,54,631,135,59,30,8,0,939,0,4,0,44,45,38,37,21,11,208,7,37,47,176,38,28,20,6,5,360
12101,0,0,0,0,0,0,3,3,3,15,0,0,0,18,3,4,4,4,0,31,0,0,9,18,10,4,9,3,3,45,0,0,91,199,8,0,0,0,0,302,0,11,5,29,12,10,11,11,9,93,3,42,74,242,232,184,136,50,17,985,0,0,3,13,12,6,5,12,9,50,0,10,6,56,10,11,9,0,0,106,0,0,3,11,43,34,23,31,20,167,4,36,69,522,148,106,82,17,3,988,0,4,3,99,23,28,42,11,10,223,0,0,0,0,0,0,0,0,0,0,0,4,5,37,34,31,28,15,10,171,13,66,44,129,68,47,45,21,9,442,8,36,39,235,129,76,70,43,12,634,0,7,6,91,22,29,23,11,4,189,4,21,20,339,102,59,92,8,4,650,5,20,39,362,75,42,26,3,0,574,0,6,5,33,15,11,6,5,8,97,22,105,55,178,81,49,30,14,6,536
12102,0,0,0,0,0,4,4,4,3,14,0,0,3,12,4,5,6,0,0,29,0,0,3,17,11,7,9,7,0,61,0,10,175,528,23,12,3,0,0,750,3,6,0,10,8,11,15,13,16,88,3,31,48,159,136,123,81,36,13,620,0,0,0,0,0,6,0,0,0,8,0,22,0,94,13,15,8,4,0,160,0,0,5,5,22,6,6,0,0,51,3,52,69,514,188,125,86,26,8,1077,0,0,0,38,27,32,39,11,4,155,0,0,0,0,0,4,0,0,0,8,0,9,6,16,28,39,18,23,12,154,3,29,31,54,28,24,23,7,3,198,0,44,50,157,121,75,73,33,15,564,0,12,12,111,51,29,33,22,3,274,0,7,6,85,28,26,27,6,0,186,0,6,18,157,53,37,11,6,0,291,0,4,0,7,9,9,0,0,0,23,0,31,44,77,42,29,24,8,0,244
12103,0,0,0,0,6,7,9,3,0,20,0,0,0,6,6,10,8,3,4,40,0,0,0,5,14,10,3,4,9,38,0,0,17,31,9,0,0,0,0,55,0,11,17,12,21,14,26,33,14,151,5,51,111,144,235,215,147,102,51,1052,0,0,0,0,9,3,3,0,0,15,0,8,0,42,12,14,8,0,0,96,0,0,0,10,44,30,23,23,6,132,8,16,29,194,84,74,56,10,9,470,0,3,0,36,19,33,30,12,8,141,0,0,0,5,5,0,0,0,0,3,0,9,26,20,44,70,47,32,26,271,16,87,64,101,67,53,49,18,4,458,13,125,177,425,465,348,218,124,37,1923,4,3,14,106,87,79,57,30,10,393,6,29,17,228,112,59,80,13,0,543,0,12,18,122,50,20,12,6,0,239,0,7,3,21,10,13,0,0,3,55,18,107,101,112,81,65,52,21,6,563
12104,0,0,0,3,0,4,7,4,0,21,0,0,0,10,4,7,3,0,0,31,0,0,0,7,6,7,6,4,0,23,0,3,50,100,6,3,0,0,0,151,0,5,5,44,17,13,20,24,6,145,3,31,60,369,261,249,181,85,25,1262,0,0,4,10,3,7,11,6,4,31,0,0,0,20,7,5,8,0,4,41,0,0,0,8,26,20,12,3,0,78,3,8,30,303,78,44,62,6,3,544,0,9,8,130,21,29,28,15,14,254,0,0,0,0,0,0,0,0,0,0,0,6,9,79,54,61,39,32,16,303,9,54,38,76,37,29,18,11,8,275,7,25,33,342,150,127,139,40,9,884,0,0,0,66,30,27,26,14,0,157,0,10,9,101,41,22,16,0,0,198,0,14,29,221,76,31,11,0,0,380,0,11,0,44,15,9,0,6,0,85,22,100,82,274,133,108,57,28,7,816
12201,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,3,8,3,52,21,13,4,11,5,130,0,19,27,193,115,100,63,29,9,568,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,9,0,0,4,38,0,5,0,55,18,18,13,0,5,117,0,0,0,39,9,3,5,3,0,63,0,0,0,0,3,0,0,0,0,5,0,0,9,64,40,42,18,15,3,193,3,26,17,27,13,5,6,0,0,92,0,22,26,147,93,54,19,14,4,378,0,0,0,4,10,9,0,3,0,23,0,0,6,19,3,10,3,0,0,35,0,3,3,32,7,6,3,0,0,66,0,0,0,0,6,0,8,4,0,26,24,52,42,237,74,53,22,9,0,502
12202,0,0,0,0,0,7,3,4,0,13,0,0,0,5,0,8,0,0,0,12,0,0,0,0,0,4,4,0,0,10,0,0,8,13,0,0,0,0,0,12,0,5,9,14,31,20,35,48,12,170,5,14,27,119,121,158,104,46,16,601,0,0,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,5,3,0,38,0,0,9,70,34,33,15,4,3,170,0,0,0,27,14,14,15,3,3,67,0,0,0,4,3,0,0,0,0,5,0,0,12,22,37,45,43,38,17,213,0,16,5,8,10,15,6,0,0,52,0,19,38,120,93,75,37,27,14,430,0,0,0,3,3,8,0,3,0,25,0,0,0,6,3,0,0,0,0,17,0,9,5,47,29,13,10,4,0,107,0,0,3,7,0,5,4,0,0,22,9,31,29,80,62,60,51,13,0,351
12203,0,0,0,0,7,6,11,14,0,43,0,0,0,8,3,4,8,4,0,32,0,0,0,10,3,0,3,0,0,17,3,8,129,261,9,0,0,0,0,413,3,19,16,64,52,47,39,50,49,340,5,37,87,467,403,332,184,85,38,1641,0,0,0,4,13,10,9,9,0,36,0,0,3,19,8,0,5,0,0,30,0,0,0,10,36,25,8,3,5,78,0,27,63,366,174,162,101,34,7,938,0,0,5,107,32,32,39,13,9,238,0,0,0,5,6,9,3,0,0,25,0,13,18,98,108,110,67,66,25,514,0,31,16,37,35,28,23,10,3,184,9,62,82,409,301,144,96,51,13,1169,0,0,0,14,12,8,11,9,0,54,0,4,0,30,11,15,15,4,0,78,3,5,29,197,111,58,21,3,0,438,0,0,0,20,22,18,16,6,9,97,23,69,65,309,137,64,45,26,0,741
12301,0,0,6,6,4,23,42,19,7,109,0,0,3,13,4,11,7,8,0,50,0,0,0,0,0,6,0,0,0,9,0,0,7,27,5,0,0,0,0,38,0,0,0,3,0,11,18,9,3,42,3,21,44,146,111,81,40,11,7,461,0,0,0,8,11,4,3,0,0,31,0,3,12,44,16,8,5,0,0,78,0,0,0,0,11,8,0,0,0,24,0,7,13,149,59,71,27,4,6,337,0,0,3,24,17,14,18,0,3,85,0,0,3,22,18,7,9,5,0,65,0,4,7,25,29,50,32,28,10,177,0,4,0,8,3,3,0,0,0,27,4,7,21,62,45,25,18,6,0,190,0,4,5,28,15,15,4,4,3,75,0,0,0,20,6,3,0,0,0,25,0,0,10,73,30,11,6,0,0,133,0,0,0,13,7,0,3,0,0,30,0,10,4,33,10,6,5,0,0,73
12302,0,0,0,0,4,22,48,23,8,118,0,0,6,37,32,67,44,27,16,227,0,0,6,22,9,12,7,3,0,65,10,48,158,1408,74,70,27,3,0,1795,0,0,0,4,5,18,40,14,10,95,28,178,376,911,325,237,132,50,12,2244,0,0,5,33,30,20,34,10,0,130,4,111,69,428,97,44,18,3,0,781,0,0,9,17,16,16,7,0,0,61,12,90,218,1034,548,589,356,111,27,2971,0,0,7,45,45,49,70,29,12,255,3,48,96,222,215,214,99,38,3,940,0,8,0,26,32,104,119,68,16,367,0,11,10,28,16,12,12,6,0,93,0,15,14,120,93,89,85,32,9,457,5,26,34,116,57,51,38,16,5,353,0,0,0,32,9,12,4,0,0,65,0,17,29,295,104,72,42,6,0,565,0,4,10,20,14,8,9,7,0,74,5,12,21,74,23,22,19,0,5,179
12303,0,0,0,8,0,19,32,16,0,72,0,0,0,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,21,10,4,48,0,5,16,53,64,46,42,10,0,244,0,0,0,0,0,3,0,0,0,10,0,0,0,3,3,0,0,0,0,4,0,0,0,6,0,9,5,0,0,14,0,0,3,36,15,18,15,0,0,93,0,0,0,8,0,3,8,0,0,15,0,0,0,5,0,0,0,0,0,5,0,0,0,20,15,27,30,16,3,106,0,0,0,4,0,3,4,0,0,9,0,0,9,23,16,7,9,5,0,66,0,0,4,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15,5,4,0,0,41,0,0,0,3,0,0,3,0,0,6,0,3,10,22,9,13,13,0,4,61
12401,0,0,0,0,0,6,17,12,4,48,0,0,0,0,0,10,4,6,0,19,0,0,0,0,0,0,0,0,0,11,0,0,4,14,0,0,0,0,0,21,0,0,0,15,26,16,53,36,13,157,0,0,17,115,121,171,104,58,17,606,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,4,4,0,0,11,0,0,0,3,14,15,10,0,0,40,0,13,11,101,46,36,33,10,0,249,0,0,0,25,16,26,32,9,5,119,0,0,0,0,5,0,3,0,0,6,0,11,7,22,31,58,76,40,15,256,0,5,4,3,8,6,8,0,0,41,0,4,12,49,49,30,25,11,5,188,0,0,0,14,3,9,6,0,0,40,0,0,0,7,0,0,0,0,0,14,0,3,4,64,18,23,3,0,0,122,0,0,0,4,4,3,0,0,0,12,0,18,13,73,39,55,52,23,9,291
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,0,20,25,74,134,96,24,367,0,0,4,20,9,20,26,3,3,79,0,0,0,28,0,0,4,0,0,41,0,14,49,240,16,27,9,3,0,355,0,0,0,7,10,31,67,41,18,178,12,79,153,438,238,174,112,17,13,1226,0,0,0,3,4,9,9,7,0,35,3,27,26,146,40,22,15,3,0,279,0,0,0,6,11,6,4,0,0,31,8,45,125,723,323,267,181,37,14,1719,0,0,0,23,12,28,26,17,12,120,0,3,29,47,34,27,12,7,0,163,0,0,3,35,46,98,100,67,10,374,0,3,8,32,18,16,7,3,0,91,0,7,21,104,67,41,30,24,5,294,0,18,24,143,50,55,30,11,0,331,0,0,0,39,4,5,7,0,0,54,0,17,24,173,71,48,12,4,0,344,0,0,0,10,14,14,13,3,0,53,0,10,22,59,16,23,20,3,3,148
