SA3_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
20703,19,138,2028,11348,8050,2086,358,214,24243,15,284,3143,2024,339,48,8,68,5925,12,56,787,1920,860,112,14,43,3798,33,335,3932,3943,1193,159,18,113,9724,100,288,1026,334,54,9,5,24,1837,66,420,729,77,4,0,4,22,1317,58,610,891,48,0,0,0,17,1626,5,416,1035,42,0,0,0,17,1513,0,7,3,3,6,4,0,0,27,225,1741,3684,502,67,11,5,83,6319,0,0,10,4,0,0,0,0,18,0,0,15,7,8,0,0,4,42,275,2223,9667,15810,9321,2258,383,408,40344
20801,9,112,2138,9353,9058,2549,320,193,23722,6,260,2565,1435,159,16,3,46,4494,0,62,738,2308,898,64,6,34,4115,8,317,3309,3750,1056,82,9,77,8612,32,291,1295,441,37,7,0,32,2140,14,185,832,294,14,0,0,20,1362,23,487,900,127,5,0,0,17,1559,0,50,165,26,0,0,0,3,240,0,5,3,3,0,0,0,0,18,65,1020,3193,892,64,7,0,77,5317,0,34,160,45,4,0,0,6,253,0,5,8,14,4,0,0,0,36,80,1484,8811,14050,10187,2646,330,349,37936
20802,21,135,2956,12724,10026,2517,465,253,29101,26,440,4722,3174,359,40,15,87,8858,9,58,1179,2988,1447,117,11,35,5836,35,499,5898,6161,1802,150,27,124,14694,51,3261,4819,1314,221,17,17,128,9834,9,526,2166,236,13,0,3,31,2984,29,846,2463,218,9,0,3,28,3610,0,169,200,13,0,0,0,5,385,0,3,10,10,11,0,0,0,38,91,4810,9649,1792,256,24,22,195,16846,6,44,100,40,7,4,0,4,208,0,15,23,19,4,0,0,0,66,158,5502,18629,20734,12096,2694,509,586,60906
20803,25,137,2141,12767,9189,1759,253,228,26492,6,552,4272,2434,255,13,8,78,7615,0,73,1268,3065,786,74,16,44,5321,8,620,5544,5498,1042,89,20,122,12936,32,926,3664,1417,118,12,10,100,6278,0,120,611,56,13,0,0,11,810,6,304,754,74,0,0,0,14,1150,0,76,261,6,0,0,0,0,346,0,4,0,3,5,0,0,0,12,39,1424,5294,1557,131,18,10,130,8600,0,90,142,34,0,0,0,7,273,0,15,5,12,9,0,0,0,36,68,2286,13122,19858,10376,1862,283,479,48335
20804,0,30,580,2776,3073,983,127,61,7622,3,88,957,764,96,11,3,30,1960,0,26,323,798,268,18,3,8,1440,3,119,1278,1554,365,30,7,36,3396,5,573,1491,329,23,6,0,61,2489,21,420,947,185,9,12,3,18,1616,21,294,411,111,3,0,0,10,852,0,71,139,10,0,0,0,0,224,0,0,0,3,0,0,0,0,0,47,1356,2995,631,35,19,11,94,5185,8,90,125,36,9,0,0,8,281,0,0,4,11,6,0,0,0,20,65,1598,4988,5008,3479,1028,136,195,16501
20901,33,212,3683,18483,10919,2225,351,288,36197,15,477,2431,1161,103,8,4,52,4252,3,86,1127,1862,345,20,6,42,3493,19,563,3556,3021,449,27,8,98,7746,12,329,1139,366,29,0,3,25,1895,0,83,333,54,5,0,0,9,476,8,284,561,62,4,0,0,15,932,0,181,99,15,0,0,0,0,299,0,11,12,0,0,6,0,0,29,21,878,2146,498,34,4,7,47,3636,0,0,19,16,0,0,0,0,40,0,5,23,10,9,0,0,0,49,68,1675,9433,22025,11407,2258,367,439,47666
20902,23,270,3916,12176,4808,903,196,294,22592,10,833,3716,1173,99,18,5,130,5984,7,244,2311,1830,246,19,8,58,4721,20,1078,6033,3000,339,35,8,189,10709,28,362,720,133,21,5,0,27,1298,47,259,344,51,10,0,0,11,713,31,433,1109,62,0,0,3,16,1646,0,143,185,10,0,0,0,0,344,0,10,8,5,0,4,0,0,22,107,1197,2360,264,31,12,3,51,4023,7,45,95,48,17,0,0,0,219,0,8,5,0,0,0,0,10,26,152,2593,12410,15491,5200,949,219,549,37564
20903,30,205,1118,8087,8801,2174,392,154,20958,7,45,147,91,18,4,0,4,311,0,0,117,255,46,8,0,3,428,7,46,264,342,60,7,0,7,736,0,27,239,224,30,4,0,4,528,0,10,30,0,0,0,0,0,40,0,4,20,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,13,0,54,284,234,28,4,0,4,609,5,0,0,4,0,0,0,0,8,0,5,3,0,0,0,0,0,9,42,310,1678,8662,8895,2186,392,167,22333
20904,60,224,2724,32267,31862,3720,557,1052,72461,11,145,1839,1825,700,45,7,63,4647,0,49,1182,2068,420,60,3,59,3845,13,201,3022,3891,1121,103,12,126,8496,3,125,660,361,24,0,0,15,1188,0,120,278,17,5,0,0,7,421,0,96,389,18,0,0,0,4,518,0,0,0,0,0,0,0,0,0,0,9,11,3,0,0,4,0,32,12,353,1337,396,32,0,3,33,2161,0,0,7,12,5,0,0,5,25,0,0,12,13,14,7,0,7,57,86,781,7103,36571,33025,3829,578,1228,83197
21001,14,64,1078,9172,5460,1094,155,197,17224,3,78,932,1107,93,8,6,35,2259,0,18,570,1553,668,73,5,28,2911,3,93,1505,2660,758,81,7,64,5169,0,0,81,58,4,0,0,0,148,0,0,7,0,0,0,0,0,14,0,57,49,0,0,0,0,3,117,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10,0,66,149,61,4,0,0,0,285,0,9,17,28,3,0,0,3,54,0,3,0,4,0,0,0,0,15,20,234,2748,11916,6228,1172,163,265,22754
21002,15,105,546,3960,4799,903,182,109,10616,0,62,194,206,25,3,0,4,493,0,0,10,15,0,0,0,0,26,0,61,204,227,21,3,0,4,525,0,5,0,16,0,0,0,0,27,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,0,0,9,0,7,7,32,7,0,0,0,49,0,14,6,0,0,0,0,0,22,0,0,0,5,0,0,0,4,15,19,191,761,4220,4831,905,188,118,11227
21003,26,163,2586,10740,3927,694,119,265,18529,6,250,2320,779,44,5,0,52,3452,5,56,2980,2679,324,7,0,77,6134,13,305,5296,3456,369,17,6,132,9587,21,186,633,138,6,0,0,15,998,0,33,175,9,0,0,0,0,224,4,14,61,0,0,0,0,3,81,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,25,22,236,874,158,6,6,0,25,1322,0,13,28,22,6,0,0,0,65,0,7,10,8,0,0,0,0,32,66,721,8804,14379,4316,714,123,415,29537
21004,13,41,442,6566,6311,898,144,141,14551,4,26,260,223,21,4,0,10,543,0,0,42,133,12,0,0,0,189,4,26,305,356,39,4,0,12,733,8,73,565,347,11,0,0,20,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,73,570,345,17,0,0,20,1033,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,23,147,1316,7268,6364,901,142,175,16329
21005,48,273,1797,24745,22142,3305,479,922,53718,6,200,1292,1655,306,15,3,84,3552,4,41,1073,1307,202,15,4,54,2694,4,241,2361,2953,508,32,8,135,6248,0,79,427,475,31,11,3,22,1045,0,0,0,0,0,0,0,0,0,17,21,70,17,0,0,0,3,128,0,0,0,0,0,0,0,0,0,0,12,3,4,0,0,0,0,34,14,111,506,499,29,12,5,25,1210,7,90,12,4,5,0,0,7,122,0,8,7,24,11,8,0,5,61,84,731,4683,28226,22698,3351,486,1089,61344
21101,27,252,2944,22179,17526,3873,612,455,47865,9,372,2675,1468,356,38,8,99,5021,0,37,956,1530,335,46,9,15,2931,9,408,3634,2998,686,83,21,117,7959,12,147,321,170,0,0,6,17,671,0,89,258,23,0,0,0,7,385,0,61,169,15,0,0,0,3,243,0,79,85,3,0,0,0,0,170,0,16,21,6,8,6,0,0,56,15,388,859,219,6,6,4,34,1531,0,5,24,12,10,0,0,0,47,0,8,6,9,7,0,0,3,37,45,1060,7463,25419,18238,3961,639,603,57431
21102,9,25,366,2457,3606,1267,291,48,8065,0,52,204,54,8,0,0,9,325,0,0,11,49,40,3,0,0,109,0,55,216,103,50,4,0,9,434,0,9,39,24,10,0,0,0,84,0,7,24,7,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,10,0,17,68,36,12,0,0,0,136,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,4,101,647,2595,3663,1278,296,59,8641
21103,32,311,6004,17245,11005,2125,305,320,37348,16,285,1433,588,104,24,4,54,2508,0,33,428,643,112,6,0,11,1225,16,317,1856,1227,217,28,7,66,3734,0,38,251,107,18,0,0,7,420,0,80,486,43,4,0,0,0,618,0,107,385,71,0,0,0,9,575,0,12,55,5,0,0,0,4,74,0,4,7,5,8,3,0,0,28,0,234,1197,233,24,3,0,18,1711,0,0,11,8,0,0,0,0,23,0,11,9,16,3,0,0,0,40,53,871,9080,18725,11248,2159,316,411,42858
21104,13,74,1241,7524,6350,1258,213,124,16795,3,420,1903,1413,120,16,7,122,4001,0,30,265,902,271,19,0,16,1504,3,447,2168,2315,396,36,8,142,5508,0,3,40,30,0,0,0,0,78,0,18,77,26,0,0,0,0,116,0,189,253,24,0,0,0,11,483,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,3,0,20,0,213,374,89,4,0,3,7,697,0,0,4,3,0,0,0,0,8,0,0,0,3,0,0,0,0,14,16,734,3791,9937,6748,1293,222,274,23020
21105,85,698,4692,25047,16367,3726,906,524,52046,10,384,1167,437,34,3,3,31,2067,0,58,390,355,30,3,0,14,849,10,444,1560,787,62,7,3,38,2919,0,73,114,41,6,0,5,3,245,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,3,4,0,0,50,0,97,143,46,10,10,5,5,313,17,98,61,17,6,0,0,4,210,0,6,16,28,8,6,3,0,71,119,1340,6465,25929,16460,3750,918,575,55559
21201,28,229,2047,14788,15835,2245,495,455,36125,8,54,1291,641,140,16,8,60,2213,0,4,197,528,67,3,3,10,821,8,59,1494,1171,209,20,6,71,3028,10,44,164,76,4,0,0,5,301,0,4,5,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,3,0,0,0,17,10,55,177,86,5,0,0,7,340,5,84,39,6,6,0,0,0,140,0,0,7,17,10,0,0,0,37,47,428,3765,16064,16061,2263,505,535,39673
21202,35,156,1880,17853,15409,3010,529,486,39362,6,261,1273,1178,351,43,9,86,3209,0,10,232,915,345,89,20,13,1631,12,270,1509,2089,700,131,25,102,4838,0,0,202,90,8,0,0,5,307,0,0,15,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,6,0,0,4,24,0,6,220,104,12,0,0,10,358,8,56,43,4,0,0,0,0,110,0,4,6,12,3,0,0,3,28,55,492,3656,20071,16121,3145,558,607,44695
21203,51,209,2199,23431,31353,4145,565,830,62780,5,48,1376,1522,804,58,7,77,3898,0,22,226,728,227,37,0,16,1259,5,71,1602,2244,1035,97,11,97,5159,0,23,461,81,17,4,0,14,596,0,16,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,31,0,53,481,81,18,4,0,11,653,0,0,0,0,0,0,0,0,12,4,3,8,17,14,0,0,5,60,64,336,4292,25786,32426,4244,578,940,68665
21204,59,323,3749,24872,13026,2953,588,702,46276,15,792,4456,1933,170,16,9,167,7550,6,45,1382,2100,588,41,7,88,4252,23,837,5831,4032,757,58,8,251,11801,22,785,2842,757,105,7,4,136,4663,7,115,439,34,0,0,0,10,609,4,168,373,20,0,0,0,6,570,0,0,0,0,0,0,0,0,0,0,7,6,12,7,5,3,0,42,28,1082,3664,820,112,16,10,158,5881,32,139,41,18,4,0,0,14,245,7,14,20,13,8,0,5,5,69,151,2395,13298,29766,13902,3019,606,1131,64274
21205,45,179,2685,18898,16828,4652,804,471,44568,10,148,1933,1814,526,66,23,84,4600,5,45,611,2442,1668,165,53,47,5045,7,196,2550,4260,2192,236,73,135,9647,21,533,2253,2484,555,52,9,70,5972,12,199,646,94,3,0,0,11,968,31,620,1007,99,25,0,0,30,1807,0,234,648,48,0,0,0,16,951,0,14,15,3,3,0,0,0,41,69,1600,4562,2733,586,58,10,128,9745,0,5,17,5,0,0,0,0,30,0,10,15,13,5,0,4,3,50,128,1989,9828,25910,19611,4945,893,737,64036
21301,59,325,2649,28428,14334,2345,383,855,49382,10,175,1576,2454,393,29,3,100,4741,0,59,858,2057,664,83,11,81,3821,10,230,2431,4515,1057,114,13,182,8557,13,550,1080,557,28,0,0,58,2295,0,34,94,4,0,0,0,4,141,0,50,90,0,0,0,0,6,145,0,35,59,0,0,0,0,0,91,0,21,17,9,0,0,0,8,61,9,697,1337,574,33,4,6,72,2726,7,31,15,23,13,0,0,3,87,0,7,13,23,8,0,3,4,62,89,1284,6446,33560,15441,2467,404,1116,60809
21302,20,131,2788,13108,5399,830,100,231,22603,9,322,1650,1181,194,15,0,49,3425,5,70,1094,2405,805,67,5,36,4490,12,385,2744,3582,1001,89,10,85,7913,13,311,840,249,17,3,3,26,1470,4,111,136,17,0,0,0,10,273,0,94,287,20,0,0,0,0,401,4,66,55,20,0,0,0,8,150,0,4,0,0,0,0,0,0,7,19,580,1319,310,17,7,8,51,2305,0,11,23,17,6,3,0,0,62,0,6,12,13,3,0,0,4,42,56,1116,6880,17034,6424,925,120,369,32922
21303,21,183,3666,8523,3399,622,128,194,16731,17,511,1279,607,68,4,7,57,2558,11,123,1743,2851,659,104,12,67,5563,28,633,3027,3457,731,109,15,120,8118,14,822,1803,193,20,0,8,47,2898,17,467,1078,194,12,0,0,18,1787,52,683,1423,162,3,0,0,42,2360,28,612,746,112,8,0,0,20,1525,0,8,11,10,3,0,0,6,38,107,2589,5064,665,48,0,8,126,8613,0,42,86,38,19,4,4,3,197,0,14,18,5,7,0,0,0,42,154,3462,11846,12694,4200,737,151,452,33695
21304,43,135,1425,21658,27833,3707,565,833,56202,0,274,1487,1275,358,23,8,77,3505,0,12,148,1067,168,23,3,23,1452,0,284,1640,2343,525,47,9,101,4956,0,37,74,102,5,0,0,3,218,0,4,70,6,0,0,0,0,74,0,18,126,7,0,0,0,6,156,0,0,0,0,0,0,0,0,0,0,4,14,9,8,3,0,0,33,0,67,282,113,9,0,0,9,482,17,101,12,13,3,0,0,3,158,0,3,7,10,28,5,0,3,59,70,591,3368,24138,28407,3766,572,952,61861
21305,48,208,2458,29846,41354,4803,575,1289,80583,4,150,1727,2537,1301,89,6,118,5934,0,9,567,1566,510,103,12,38,2813,3,159,2297,4107,1810,195,14,156,8741,0,86,886,522,29,6,3,29,1560,0,0,13,0,0,0,0,0,23,0,91,362,24,0,0,0,3,479,0,0,0,0,0,0,0,0,0,0,15,3,0,0,4,3,0,30,0,188,1272,545,31,12,4,37,2089,9,45,19,7,3,0,0,14,98,0,7,10,10,25,3,0,4,50,69,607,6052,34509,43231,5006,597,1487,91560
21401,86,312,2864,22867,13097,2166,393,499,42288,13,659,3858,2013,195,14,4,126,6872,14,71,758,1168,166,21,3,24,2219,26,723,4615,3176,357,32,9,148,9090,47,272,520,33,6,0,6,25,914,0,13,140,28,0,0,0,0,180,4,9,92,4,0,0,0,4,116,10,14,0,0,0,0,0,0,24,0,18,13,4,5,5,0,0,50,60,333,770,65,13,5,5,32,1284,23,156,81,17,15,0,0,14,307,6,16,12,15,3,0,0,3,50,206,1539,8338,26145,13484,2201,401,698,53019
21402,58,426,5571,26322,17593,3802,776,654,55205,6,318,2876,1816,126,13,4,129,5290,0,17,330,1097,283,20,3,16,1766,6,336,3203,2909,408,33,7,144,7055,3,136,953,502,27,0,0,28,1661,0,20,70,30,0,0,0,4,129,0,0,34,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,13,16,0,3,0,3,6,51,3,178,1077,547,35,8,3,38,1886,17,140,237,43,7,5,0,15,450,0,12,9,17,6,0,0,3,52,82,1095,10094,29834,18057,3843,788,853,64650
21501,41,338,3054,12219,5595,786,171,402,22599,7,243,527,104,19,0,0,38,933,0,10,4,12,3,0,0,0,20,7,245,527,113,16,0,0,37,956,0,174,331,41,11,0,3,22,579,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,174,340,46,8,0,3,22,587,15,45,27,22,16,5,6,7,145,0,6,10,13,3,0,6,3,43,60,805,3960,12410,5639,786,187,469,24334
21502,26,207,1818,10045,4967,656,121,334,18178,15,189,820,493,21,4,0,51,1586,0,0,20,42,6,0,0,0,72,15,189,842,536,32,4,4,53,1662,9,201,707,123,3,0,3,36,1085,0,4,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,204,724,123,3,0,3,36,1106,30,131,57,26,20,0,0,13,281,0,12,16,22,3,0,0,3,57,79,738,3457,10752,5022,666,126,440,21283
21503,26,178,1450,7145,3554,477,110,279,13215,7,114,384,103,28,4,0,22,656,0,3,5,7,5,0,0,0,21,7,116,392,112,29,3,0,24,676,0,182,213,29,0,0,0,23,444,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,179,215,29,0,0,0,19,454,19,89,23,37,15,5,6,30,225,4,9,22,13,7,6,3,8,70,52,577,2099,7327,3613,485,121,367,14635
21601,25,164,1490,7068,3936,582,106,267,13638,13,223,739,166,10,4,3,50,1205,0,0,0,11,0,0,0,0,21,13,223,738,183,10,4,3,50,1224,8,15,9,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,9,13,0,0,0,0,37,24,64,58,35,3,0,0,15,200,6,0,4,7,7,0,0,0,31,67,474,2301,7302,3955,587,111,332,15130
21602,20,116,1151,5743,3032,431,95,223,10801,9,150,503,136,11,4,0,36,856,0,0,7,15,10,0,0,0,36,9,150,513,149,22,4,0,36,890,0,0,12,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,11,8,0,0,0,0,30,12,66,61,17,12,0,0,9,176,0,0,0,13,5,0,0,0,17,42,339,1736,5927,3058,431,97,274,11917
21603,31,165,2100,11374,6775,841,155,404,21839,8,394,1385,220,57,6,3,67,2143,0,9,34,38,17,0,0,5,102,8,406,1422,256,69,6,3,72,2241,0,25,12,4,0,0,0,5,48,0,5,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,36,19,0,0,0,0,5,66,28,156,269,30,10,0,0,39,528,0,6,6,14,12,0,0,3,44,63,777,3814,11666,6870,847,160,525,24727
21701,23,209,1724,7668,3461,569,118,227,14000,3,156,419,75,16,3,0,19,689,0,3,29,5,4,0,0,0,46,3,157,450,79,22,4,0,18,739,0,62,88,14,0,0,0,3,173,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,67,86,21,0,0,0,6,185,21,33,32,16,8,0,0,5,111,0,10,5,4,7,0,0,0,25,50,474,2298,7793,3492,570,122,263,15056
21703,39,214,1690,7531,3697,548,143,243,14116,6,206,413,138,12,0,0,40,819,3,0,21,25,4,0,0,5,61,9,202,435,160,16,0,4,45,878,0,12,13,12,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,12,20,0,0,0,0,51,14,51,10,16,13,0,0,6,106,0,3,5,17,6,3,0,0,35,66,494,2151,7743,3730,559,152,294,15185
21704,23,190,1989,9131,5260,884,172,235,17872,16,171,976,175,24,0,0,31,1390,0,23,181,135,23,3,0,8,372,15,196,1156,305,47,6,0,37,1762,3,128,369,50,10,0,0,16,571,0,32,8,5,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,159,377,57,6,0,0,16,626,6,18,48,34,15,4,0,0,132,0,4,9,4,9,0,3,4,33,49,568,3578,9533,5335,889,176,288,20425
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,16,130,554,8494,9981,2514,503,185,22381,12,230,626,333,25,5,0,24,1255,21,41,734,986,46,0,0,15,1839,29,274,1366,1316,64,12,0,39,3097,0,100,289,143,9,0,0,12,556,12,3,17,8,0,0,0,0,42,0,0,56,35,6,0,0,0,98,0,0,0,0,0,0,0,0,0,3,6,24,0,10,7,3,0,52,15,109,383,183,26,12,3,11,752,9,55,33,5,3,0,0,9,114,0,10,9,3,5,0,0,0,27,70,575,2350,10007,10083,2536,505,243,26373
30102,54,347,2337,8291,13904,3295,552,348,29133,45,304,1092,600,120,12,0,42,2209,0,53,323,983,137,3,0,23,1523,46,358,1411,1584,263,11,0,65,3729,6,207,370,328,22,3,0,22,965,0,3,169,118,0,0,0,5,301,0,44,281,159,18,4,0,7,514,0,0,0,0,0,0,0,0,0,0,7,18,5,4,0,3,0,40,13,267,836,611,46,11,3,33,1823,13,8,15,13,5,0,0,0,54,3,14,10,7,5,0,0,0,43,131,997,4600,10508,14223,3315,559,447,34786
30103,33,182,1292,8371,8490,2092,307,183,20948,0,83,542,356,11,3,0,31,1022,0,112,528,2236,137,6,4,31,3051,5,195,1066,2594,145,6,4,60,4078,39,397,265,59,9,0,4,19,799,0,69,360,81,7,3,0,10,533,0,23,231,77,6,0,3,0,341,0,0,11,5,0,0,0,0,15,3,11,11,4,0,0,0,0,35,50,495,876,224,19,4,6,31,1713,18,44,39,16,3,0,0,0,120,4,9,6,10,0,0,0,0,23,104,920,3283,11211,8656,2108,314,286,26887
