SA3_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
12503,237,4646,511,5391,336,5455,756,6547,810,11187,1731,13729,1073,9225,1424,11716,1132,7389,953,9473,944,6623,688,8252,567,4944,504,6025,288,2584,333,3217,87,819,212,1122,5474,52876,7114,65469,279,4245,469,4995,450,4764,512,5728,1218,10157,1324,12703,1722,8283,1122,11124,1738,6958,763,9457,1460,6358,637,8457,766,4909,447,6116,283,2795,386,3460,50,1278,399,1734,7971,49736,6067,63769,519,8890,979,10387,786,10221,1272,12272,2029,21340,3060,26432,2797,17504,2543,22842,2867,14348,1716,18924,2406,12977,1325,16710,1333,9849,951,12144,574,5378,721,6672,136,2100,618,2852,13446,102615,13180,129241
12504,130,2992,192,3306,207,4596,459,5261,659,13614,1410,15688,1204,13204,1083,15494,850,6743,518,8107,764,5136,398,6296,436,3843,247,4533,276,2227,161,2662,86,749,123,958,4615,53112,4588,62314,162,2746,167,3083,237,4073,349,4660,843,13238,1170,15251,1365,11137,921,13423,1306,6142,430,7877,1060,5239,346,6639,664,4277,281,5218,325,2690,259,3268,63,1227,204,1489,6017,50763,4136,60914,294,5734,358,6392,438,8669,808,9918,1506,26848,2582,30934,2571,24339,2008,28922,2156,12885,947,15987,1818,10372,745,12934,1096,8121,527,9750,597,4924,423,5936,149,1977,321,2452,10627,103877,8721,123226
12601,66,1483,43,1587,96,1535,52,1685,173,2956,161,3288,311,3525,158,3990,466,2941,99,3505,481,2521,103,3103,281,2061,63,2406,137,1034,66,1236,61,387,41,498,2060,18447,784,21287,61,1541,36,1639,97,1494,59,1646,223,3167,165,3555,485,3764,153,4403,634,2979,94,3706,704,2582,77,3357,406,2107,75,2588,184,1250,66,1494,43,600,77,714,2821,19483,796,23104,123,3028,82,3227,192,3023,113,3328,393,6125,327,6842,794,7284,314,8397,1097,5921,185,7206,1180,5102,179,6460,686,4171,138,4994,318,2281,131,2728,107,988,118,1209,4887,37932,1581,44393
12602,168,3438,128,3735,246,4462,234,4941,565,11185,727,12475,958,10097,580,11637,1106,7054,362,8523,1173,6224,321,7725,710,4865,236,5814,328,2602,230,3157,130,1107,230,1465,5381,51045,3048,59476,150,3106,110,3367,223,4228,229,4680,759,11612,665,13036,1304,10115,525,11950,1653,7222,312,9190,1726,6512,315,8547,1015,5323,296,6632,413,3149,322,3885,108,1850,506,2461,7351,53118,3274,63745,319,6542,239,7101,472,8690,461,9618,1320,22798,1394,25511,2265,20218,1112,23590,2758,14279,676,17711,2901,12738,637,16274,1729,10191,528,12449,734,5756,548,7042,233,2959,733,3920,12735,104164,6321,123220
12701,191,4539,331,5052,282,4255,278,4815,743,9050,619,10411,1023,9031,650,10702,975,6938,432,8345,723,5864,446,7036,428,3613,261,4301,164,1562,187,1919,31,379,127,535,4564,45225,3327,53112,277,4232,288,4796,297,4120,299,4720,1221,9926,681,11831,1731,8620,649,11000,1541,6580,455,8584,1293,5523,357,7171,582,3712,291,4580,165,1646,179,1990,28,537,80,643,7146,44890,3276,55312,463,8770,620,9851,582,8375,574,9538,1965,18973,1295,22244,2754,17650,1303,21702,2519,13519,890,16927,2020,11383,798,14207,1016,7323,549,8881,335,3209,366,3908,57,915,202,1179,11708,90116,6598,108424
12702,308,6199,492,7003,451,6129,479,7058,1154,10628,944,12733,1286,8749,896,10930,1570,9791,882,12240,1456,10715,892,13057,812,7785,582,9178,387,3699,425,4511,111,1209,274,1603,7534,64910,5875,78318,329,5760,441,6536,528,5768,388,6677,1363,10129,893,12388,2027,9452,877,12358,2660,9905,811,13375,2433,10192,798,13419,1284,8147,573,10009,450,4108,521,5081,81,1888,478,2452,11150,65349,5789,82287,636,11966,934,13538,976,11892,868,13743,2521,20758,1837,25122,3312,18199,1778,23288,4226,19687,1696,25610,3883,20905,1685,26474,2094,15935,1158,19190,836,7805,946,9592,195,3100,756,4051,18685,130255,11663,160601
12703,174,4016,337,4527,248,4193,396,4837,683,8450,892,10026,1051,8251,845,10148,997,6825,554,8375,806,5792,459,7057,436,3675,322,4433,201,1833,277,2307,53,524,157,730,4644,43554,4247,52446,219,3705,283,4211,330,3910,330,4578,1053,8666,896,10616,1490,8067,766,10323,1491,6601,514,8602,1168,5387,432,6983,655,3762,331,4750,213,2149,313,2678,44,865,323,1228,6669,43116,4179,53965,393,7720,621,8735,581,8106,725,9410,1738,17118,1790,20641,2537,16324,1609,20472,2484,13427,1063,16980,1970,11178,889,14042,1096,7430,654,9182,413,3979,584,4980,100,1383,477,1966,11312,86673,8423,106411
12801,150,3225,131,3513,152,3031,115,3303,364,6193,380,6935,620,6372,355,7351,973,6567,337,7878,1276,5708,255,7240,747,4681,210,5644,348,2903,186,3432,160,1180,139,1478,4794,39871,2109,46768,164,3023,120,3301,225,2934,112,3266,515,6398,350,7256,926,6607,324,7852,1691,6320,290,8296,1819,5540,215,7573,1007,5032,218,6255,432,3508,286,4223,128,1952,329,2413,6910,41305,2236,50448,316,6247,253,6813,380,5960,228,6573,875,12590,730,14190,1547,12977,679,15203,2663,12892,624,16171,3097,11254,464,14811,1756,9713,429,11899,778,6409,472,7656,285,3135,466,3890,11699,81175,4345,97216
12802,151,3474,90,3721,149,3079,100,3322,366,5390,198,5950,641,6427,220,7289,1029,6290,218,7535,1114,5292,188,6594,626,4509,154,5290,327,2383,173,2886,95,704,173,972,4496,37547,1512,43558,164,3220,84,3469,173,2782,64,3020,460,5542,198,6205,1166,6619,215,8002,1653,6265,187,8102,1719,5193,146,7061,895,4607,181,5690,334,2732,234,3298,59,1064,449,1575,6635,38031,1762,46424,315,6700,175,7186,321,5858,165,6343,827,10937,390,12152,1807,13046,437,15291,2678,12557,404,15642,2837,10486,335,13658,1524,9123,335,10979,663,5109,408,6182,157,1766,620,2542,11133,75580,3270,89982
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,11,151,97,253,20,255,135,411,51,689,423,1164,72,541,491,1108,67,500,442,1010,84,544,317,949,54,465,138,648,15,122,40,166,0,11,4,19,372,3273,2085,5734,17,172,90,279,18,265,132,418,76,616,339,1022,70,392,285,749,93,365,210,666,95,464,147,698,41,301,59,404,8,77,22,104,0,19,12,32,417,2663,1300,4381,28,326,184,532,34,518,274,829,124,1303,757,2187,143,933,782,1859,156,872,646,1678,181,1005,463,1648,92,760,194,1055,19,193,58,277,3,25,16,49,787,5945,3382,10112
20101,166,3262,204,3631,203,3200,234,3635,535,6790,466,7793,771,5660,365,6797,1042,5396,342,6780,1091,5015,318,6424,782,4506,299,5589,377,2412,265,3054,94,780,159,1030,5055,37021,2657,44734,197,3112,219,3528,279,3206,226,3707,923,6585,446,7954,1365,5873,353,7597,1852,5292,320,7465,1907,5032,289,7227,1222,4973,321,6517,464,2939,317,3719,93,1453,308,1851,8301,38464,2799,49562,360,6369,431,7163,479,6407,458,7344,1456,13374,907,15741,2137,11537,723,14392,2891,10685,665,14251,2994,10050,613,13656,2008,9481,614,12107,843,5353,577,6773,184,2230,467,2878,13353,75480,5458,94299
20102,48,737,65,852,49,473,47,567,98,1064,103,1264,207,1407,136,1751,331,1768,171,2271,417,1933,177,2526,299,1854,171,2324,118,838,109,1065,27,186,61,274,1601,10265,1033,12896,41,643,58,742,43,411,31,481,167,1061,119,1346,344,1354,135,1831,490,1679,164,2335,689,1765,167,2620,435,1656,168,2252,134,753,129,1010,10,324,77,414,2354,9635,1043,13035,93,1378,126,1596,97,882,75,1048,263,2127,221,2608,558,2757,271,3585,822,3446,334,4600,1103,3696,345,5145,733,3505,337,4575,255,1593,232,2079,37,514,140,689,3953,19898,2073,25926
20103,43,583,94,720,43,493,54,592,98,932,144,1170,151,922,185,1259,295,1317,242,1859,335,1540,213,2085,287,1748,221,2257,133,946,147,1225,23,250,45,322,1405,8735,1348,11485,51,514,85,651,62,407,45,514,164,936,86,1182,238,930,106,1275,420,1211,160,1795,521,1404,139,2059,356,1580,157,2093,117,894,120,1131,15,358,61,433,1951,8243,948,11142,92,1102,182,1373,104,898,100,1107,260,1866,223,2355,386,1851,292,2534,721,2530,401,3654,854,2943,353,4154,647,3329,378,4352,249,1843,266,2361,42,608,103,750,3354,16980,2294,22630
20201,124,2674,188,2984,180,2823,196,3196,483,5789,448,6723,696,4927,357,5982,857,4559,350,5766,1000,4324,326,5649,761,4163,286,5212,366,2302,243,2909,114,814,149,1081,4578,32380,2534,39492,184,2634,181,2996,256,2885,152,3295,890,5945,412,7259,1224,5001,375,6600,1515,4537,323,6367,1744,4516,309,6563,1140,4453,294,5887,458,2701,288,3449,83,1367,278,1728,7495,34050,2611,44151,307,5304,368,5980,437,5704,348,6489,1375,11739,863,13979,1921,9929,726,12582,2371,9094,672,12136,2741,8842,633,12212,1901,8615,576,11096,824,5004,527,6354,197,2188,425,2812,12077,66426,5145,83646
20202,83,1206,142,1428,79,833,106,1016,174,1734,359,2267,337,2265,344,2945,558,2832,324,3724,603,3054,299,3953,452,3060,291,3800,189,1580,198,1960,42,406,100,547,2515,16963,2166,21639,85,1145,113,1344,84,670,68,823,245,1790,160,2198,558,2397,202,3154,927,2715,249,3884,1068,2860,244,4173,675,2889,259,3827,245,1494,223,1960,27,563,205,792,3913,16525,1723,22157,162,2355,258,2774,165,1502,175,1842,420,3523,516,4463,893,4663,552,6101,1482,5543,573,7608,1670,5907,541,8128,1125,5949,552,7624,435,3074,418,3923,64,973,308,1340,6423,33481,3888,43799
20203,17,265,40,318,11,191,32,233,33,402,42,480,73,452,72,603,96,622,104,814,185,793,121,1102,122,783,103,1011,60,340,70,468,7,106,33,145,613,3949,620,5186,22,256,32,317,24,178,25,229,61,437,49,548,125,424,72,619,199,500,88,783,252,701,110,1057,170,603,95,874,62,305,70,436,3,165,51,216,915,3562,590,5074,39,518,76,635,35,366,54,457,101,837,91,1027,200,883,140,1215,294,1114,195,1603,440,1493,231,2160,300,1387,201,1887,119,647,144,899,12,272,86,371,1530,7511,1214,10254
20301,33,678,51,770,27,466,28,522,86,1037,69,1193,162,1215,94,1470,236,1267,92,1587,272,1104,71,1446,172,952,77,1203,58,390,50,498,16,79,18,112,1057,7186,545,8790,30,654,56,742,21,391,26,444,124,1002,62,1190,310,1260,98,1667,370,1118,77,1567,395,965,81,1445,215,827,58,1089,53,343,49,449,12,149,42,195,1528,6702,556,8785,67,1327,116,1509,51,863,50,967,211,2040,133,2385,469,2468,193,3131,600,2382,171,3152,665,2072,156,2896,382,1773,131,2289,114,734,103,943,24,226,59,307,2585,13890,1100,17578
20302,261,5587,352,6205,392,6518,582,7493,999,13973,1396,16361,1364,10905,1030,13299,1905,9805,807,12521,1954,8906,623,11478,1298,7793,509,9596,704,4378,395,5472,197,1576,243,2013,9068,69438,5935,84444,329,5330,312,5971,516,6297,407,7224,1589,13568,823,15974,2364,10921,705,13990,3244,9494,593,13336,3410,8740,488,12636,1960,8566,608,11138,807,5470,573,6849,125,2777,431,3327,14348,71160,4946,90450,594,10912,668,12177,912,12816,990,14716,2584,27532,2219,32338,3729,21823,1738,27287,5152,19308,1402,25859,5364,17646,1111,24118,3259,16360,1116,20738,1513,9839,969,12319,319,4350,674,5340,23417,140599,10876,174895
20303,93,2194,143,2433,86,1811,95,1989,257,3861,193,4318,531,4805,270,5597,758,4521,287,5565,969,4454,308,5733,897,5287,413,6596,341,2594,265,3198,81,702,137,922,4015,30229,2111,36359,98,2006,147,2251,116,1660,90,1869,440,4031,221,4691,883,5092,280,6257,1393,4499,256,6149,1772,4748,314,6836,1257,5343,381,6978,447,2697,310,3454,54,1079,244,1380,6472,31144,2242,39860,194,4198,294,4687,202,3475,181,3855,702,7892,418,9005,1411,9887,549,11854,2149,9027,544,11717,2743,9206,624,12569,2154,10625,798,13583,790,5289,572,6650,140,1783,380,2302,10482,61379,4353,76217
20401,82,1457,170,1708,86,1336,152,1570,204,2522,265,2996,344,2466,285,3103,512,2876,320,3713,650,3510,410,4565,527,3611,361,4499,218,1884,220,2321,52,520,66,638,2680,20180,2245,25103,109,1283,186,1572,114,1016,119,1253,313,2476,256,3043,568,2452,264,3283,891,2723,318,3928,1009,3330,371,4712,748,3178,340,4263,282,1767,207,2246,38,812,129,980,4076,19031,2182,25285,187,2742,355,3284,203,2349,263,2819,518,4999,520,6040,917,4921,548,6382,1402,5598,636,7638,1658,6839,782,9277,1275,6788,703,8764,497,3643,422,4568,92,1330,199,1622,6756,39210,4420,50389
20402,69,1189,130,1388,52,889,79,1029,191,1984,184,2360,296,1952,171,2424,432,2259,194,2886,583,2592,218,3397,437,2705,249,3388,241,1535,167,1948,58,492,88,636,2367,15598,1485,19449,77,1140,123,1348,78,877,75,1028,319,1982,165,2469,511,1969,181,2661,773,2266,206,3241,994,2493,227,3720,633,2623,195,3452,279,1623,239,2142,44,802,151,992,3716,15773,1563,21055,153,2331,253,2734,130,1768,156,2059,512,3967,350,4828,812,3921,354,5081,1210,4522,398,6129,1578,5089,448,7116,1074,5326,443,6839,526,3160,407,4093,101,1289,238,1632,6086,31378,3044,40503
20403,116,2101,200,2417,120,1719,159,1995,306,3699,345,4348,475,3510,336,4328,646,3720,314,4675,769,4011,325,5109,582,3779,299,4658,277,1830,185,2289,72,522,79,673,3366,24884,2243,30494,125,1848,161,2129,149,1533,147,1831,510,3575,286,4375,886,3614,281,4782,1191,3562,270,5022,1279,3867,265,5412,839,3601,265,4702,335,2001,240,2574,54,868,153,1077,5372,24468,2059,31891,246,3939,362,4546,270,3252,306,3828,820,7271,634,8716,1365,7128,616,9113,1838,7279,580,9705,2043,7878,589,10517,1420,7383,562,9363,610,3824,426,4856,123,1387,229,1745,8736,49348,4300,62386
20501,62,1417,111,1600,105,1259,92,1464,240,2958,196,3391,374,2582,236,3196,451,2642,221,3310,615,2771,215,3596,427,2836,199,3454,235,1555,150,1944,51,419,66,537,2558,18444,1485,22491,99,1401,118,1620,129,1241,72,1441,425,3089,247,3768,650,2530,214,3395,857,2568,198,3623,1051,2751,201,4005,637,2791,194,3622,237,1593,178,2007,26,684,102,817,4119,18657,1530,24301,166,2815,232,3217,233,2502,167,2901,663,6047,441,7161,1021,5113,454,6589,1310,5215,416,6936,1660,5522,415,7599,1060,5629,390,7080,478,3153,323,3953,80,1105,173,1359,6672,37095,3018,46790
20502,70,990,146,1213,56,805,83,942,180,1733,188,2104,252,1673,206,2126,412,1990,229,2625,591,2849,299,3733,520,3575,337,4427,275,1956,239,2470,70,469,104,644,2428,16042,1821,20296,96,873,127,1095,81,718,80,874,288,1807,196,2286,447,1721,206,2380,723,2047,232,3001,954,2798,283,4033,701,3250,321,4273,292,1882,236,2406,44,654,177,875,3627,15748,1856,21233,174,1868,276,2315,140,1521,160,1819,468,3537,384,4389,701,3397,411,4510,1139,4033,457,5626,1541,5651,581,7770,1222,6823,651,8702,563,3838,476,4878,115,1120,283,1518,6055,31791,3677,41521
20503,87,1517,179,1786,96,1167,95,1357,250,2495,212,2950,405,2860,279,3548,604,3329,303,4237,895,4205,366,5468,791,4725,432,5941,363,2343,315,3020,69,631,158,858,3562,23275,2330,29166,125,1442,174,1747,118,1003,82,1197,403,2624,245,3270,656,2887,302,3846,1049,3191,281,4517,1526,4182,368,6076,1021,4644,433,6092,396,2359,333,3091,61,974,183,1215,5336,23312,2397,31044,211,2965,357,3536,216,2174,173,2557,651,5120,455,6226,1057,5747,586,7392,1649,6523,579,8750,2421,8385,738,11542,1808,9367,859,12038,757,4703,643,6106,132,1602,344,2074,8903,46584,4723,60212
20504,86,1922,226,2235,141,1810,181,2133,340,4011,404,4751,489,3420,357,4267,656,3466,373,4496,791,3928,371,5094,605,3633,333,4573,320,1827,237,2383,76,560,120,754,3505,24575,2609,30688,132,1787,191,2107,174,1781,190,2147,632,4006,407,5038,878,3319,382,4574,1140,3341,327,4808,1338,3834,364,5531,792,3610,343,4744,350,2037,285,2674,39,963,190,1192,5467,24672,2680,32821,222,3706,418,4342,320,3593,376,4286,966,8011,810,9789,1363,6740,741,8845,1798,6807,701,9304,2127,7764,737,10630,1394,7242,679,9318,671,3866,520,5057,112,1525,313,1948,8978,49249,5290,63505
20505,87,1083,126,1291,61,953,152,1172,178,2016,546,2736,278,1870,495,2641,393,1961,304,2654,486,2524,268,3279,395,2612,261,3268,162,1201,120,1486,29,326,56,417,2072,14544,2324,18941,87,1026,116,1219,79,840,83,1006,265,1958,201,2425,451,1895,208,2557,658,2028,216,2901,863,2325,184,3372,549,2352,231,3127,191,1267,157,1616,31,503,83,620,3174,14194,1482,18850,169,2104,241,2515,140,1797,235,2175,443,3973,747,5161,726,3768,706,5195,1048,3990,519,5555,1354,4848,453,6652,940,4965,490,6397,350,2469,279,3101,68,828,139,1036,5238,28736,3808,37785
20601,95,1523,51,1672,184,2972,128,3288,614,9335,480,10427,667,6659,304,7632,963,4301,203,5474,829,2972,156,3953,382,2029,131,2547,198,1236,109,1542,88,578,61,726,4031,31604,1629,37258,107,1526,64,1689,226,3385,152,3770,844,10104,464,11419,988,6678,261,7930,1532,3979,178,5689,1295,2880,142,4316,616,2307,124,3043,281,1605,123,2011,66,996,75,1130,5960,33455,1583,40992,202,3049,109,3362,415,6363,279,7059,1460,19445,945,21846,1658,13336,569,15561,2497,8277,387,11163,2120,5850,298,8269,998,4332,251,5590,480,2847,231,3551,146,1573,133,1854,9991,65055,3209,78253
20602,53,1143,31,1227,83,1245,81,1409,279,4376,191,4848,379,3664,165,4206,638,2976,132,3743,574,1986,96,2663,237,1339,80,1658,130,814,70,1009,57,350,55,470,2425,17885,908,21222,55,1147,49,1248,125,1325,55,1506,450,5069,200,5722,608,3800,163,4571,1009,2945,117,4069,859,1983,98,2936,392,1483,89,1965,163,1027,106,1293,46,557,113,720,3703,19331,988,24027,107,2287,76,2467,209,2576,131,2918,728,9448,390,10564,980,7464,331,8777,1647,5916,248,7816,1433,3961,194,5591,623,2829,169,3623,295,1840,180,2306,103,905,173,1182,6131,37222,1898,45248
20603,75,1585,71,1730,131,2146,121,2397,331,5302,323,5958,460,4280,248,4988,724,3595,228,4543,805,2865,191,3862,430,2157,115,2699,154,1021,70,1248,53,408,48,512,3156,23351,1417,27931,85,1535,70,1683,193,2194,126,2509,470,5579,387,6439,646,4421,253,5323,1171,3518,199,4889,1226,2737,165,4134,579,2209,117,2909,213,1261,102,1573,37,842,78,949,4628,24290,1491,30411,154,3117,142,3410,325,4330,250,4910,801,10886,706,12396,1103,8706,502,10311,1898,7111,424,9435,2035,5601,359,7991,1008,4360,233,5602,368,2278,178,2820,96,1242,124,1461,7788,47641,2913,58337
20604,102,2489,230,2815,291,10579,923,11789,871,23442,2259,26569,733,10485,1129,12347,630,4762,558,5949,602,3557,398,4558,363,2581,259,3203,163,1239,149,1553,32,357,70,464,3782,59499,5971,69249,114,3125,256,3493,408,11965,1018,13392,989,23301,2101,26392,875,9082,861,10819,884,4446,462,5794,908,3428,342,4679,580,2528,277,3384,198,1243,140,1590,27,600,99,726,4985,59718,5552,70258,217,5611,483,6311,694,22541,1946,25180,1864,46748,4354,52964,1604,19568,1991,23165,1510,9211,1012,11739,1508,6983,740,9233,941,5111,533,6588,362,2487,295,3141,55,965,164,1188,8767,119216,11525,139506
20605,75,1494,87,1659,147,2305,205,2654,508,9607,884,10994,706,7592,643,8947,976,5649,562,7185,1095,4271,431,5799,465,3167,302,3932,206,1645,209,2052,51,440,105,597,4223,36166,3431,43821,89,1461,78,1631,174,2511,213,2898,682,10577,865,12126,947,7753,644,9343,1487,5582,426,7501,1467,3982,349,5808,725,3163,235,4123,266,1719,226,2212,60,612,207,876,5903,37363,3240,46509,165,2953,169,3288,319,4819,416,5551,1191,20183,1744,23122,1650,15343,1288,18287,2467,11230,988,14680,2560,8261,784,11602,1189,6336,533,8052,469,3360,436,4268,109,1048,313,1468,10120,73530,6675,90328
20606,43,801,74,915,111,1895,120,2128,392,7530,487,8402,346,4252,305,4902,476,2601,211,3294,541,2134,179,2854,312,1840,140,2292,170,1268,131,1565,48,430,77,562,2440,22749,1724,26907,58,942,75,1071,166,2549,199,2914,466,8138,528,9135,480,4009,282,4766,730,2545,235,3513,806,2070,163,3036,526,2149,168,2840,264,1542,137,1952,55,673,147,875,3541,24613,1939,30098,93,1740,151,1982,279,4445,316,5044,864,15668,1013,17543,825,8261,583,9668,1204,5143,448,6802,1344,4202,337,5886,836,3981,306,5128,435,2808,274,3515,108,1104,229,1438,5982,47359,3663,57008
20607,54,1063,78,1190,184,2579,210,2966,624,11751,748,13122,615,6860,484,7952,747,4129,326,5200,746,3276,300,4323,344,2392,187,2925,154,1198,91,1441,50,384,44,487,3519,33630,2464,39611,65,1271,76,1417,225,3262,198,3685,895,12376,699,13972,786,6177,405,7372,1121,3787,266,5173,1092,2880,226,4195,624,2529,186,3341,214,1472,120,1805,40,710,52,801,5069,34459,2237,41763,118,2331,157,2608,416,5834,405,6654,1515,24123,1447,27093,1401,13037,883,15326,1866,7916,592,10373,1843,6151,531,8523,970,4924,374,6265,373,2671,215,3247,90,1096,102,1288,8586,68092,4705,81376
20701,279,5637,181,6100,361,5665,202,6229,607,9342,474,10424,927,8203,345,9469,1832,8794,384,11016,2119,7496,301,9915,1213,5966,241,7420,551,3587,205,4347,204,1483,134,1820,8091,56176,2466,66732,275,5391,184,5853,414,5452,202,6075,805,9399,416,10620,1471,9104,362,10937,3105,9316,377,12800,3257,7286,293,10831,1840,6349,309,8499,765,4422,293,5479,163,2676,304,3143,12102,59396,2735,74237,555,11026,364,11950,773,11123,409,12306,1410,18742,889,21044,2395,17308,705,20408,4936,18111,764,23812,5373,14784,593,20747,3059,12309,550,15917,1314,8013,502,9829,366,4160,431,4961,20199,115566,5201,140967
20702,139,2561,99,2794,196,2699,102,3000,380,5049,258,5686,669,5367,255,6292,1034,4706,215,5953,1101,4369,164,5640,621,3787,145,4552,496,3137,180,3815,201,1295,119,1615,4846,32970,1539,39357,112,2338,69,2520,184,2347,78,2616,466,5042,250,5758,1028,5667,257,6953,1570,4774,213,6555,1660,4630,193,6478,998,4461,190,5647,602,3780,218,4606,136,1857,195,2192,6746,34903,1665,43313,251,4899,165,5320,382,5051,183,5613,848,10095,503,11449,1693,11044,515,13247,2598,9480,434,12510,2759,8997,358,12114,1619,8245,336,10197,1100,6918,400,8421,339,3153,309,3807,11590,67868,3203,82669
20703,136,2973,107,3217,219,4259,313,4782,420,7229,612,8267,612,5993,305,6903,1076,5322,258,6661,1040,4425,173,5637,592,3378,174,4138,415,2146,133,2690,166,1029,127,1325,4670,36745,2212,43629,150,2971,107,3230,247,3842,273,4362,516,7004,499,8014,943,6083,286,7312,1714,5558,230,7502,1581,4405,209,6192,981,3816,199,4994,458,2955,186,3604,119,1820,237,2181,6703,38461,2223,47385,281,5943,222,6446,462,8101,582,9154,939,14230,1112,16286,1554,12073,587,14215,2794,10885,485,14161,2622,8821,384,11831,1570,7194,370,9132,866,5099,322,6292,285,2851,368,3502,11373,75205,4435,91012
