SA3_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
10102,72,1670,99,1837,87,1618,92,1794,232,4097,329,4653,489,3826,257,4566,607,3834,231,4679,650,3321,287,4251,342,2260,176,2779,127,1020,64,1215,40,242,37,320,2651,21887,1566,26103,85,1504,85,1679,119,1452,97,1668,422,4135,294,4850,653,3738,245,4642,900,3632,203,4736,883,2922,215,4019,458,2062,151,2665,199,1038,100,1337,25,388,57,464,3728,20872,1453,26046,158,3172,189,3517,204,3069,185,3457,656,8229,625,9502,1146,7562,504,9210,1504,7468,441,9411,1528,6244,504,8276,799,4323,325,5446,322,2058,167,2548,66,629,90,784,6376,42758,3022,52153
10103,28,513,47,593,23,503,58,591,66,1157,201,1423,96,896,173,1163,178,1133,140,1455,210,1222,128,1560,112,1041,102,1252,62,540,62,661,17,159,20,203,797,7160,934,8897,18,495,51,560,23,460,48,534,113,1049,122,1279,171,902,83,1162,266,1063,104,1427,293,1076,104,1474,145,869,95,1113,71,513,66,649,10,228,35,274,1114,6653,703,8471,52,1005,100,1151,52,968,109,1122,178,2207,323,2702,272,1803,254,2325,443,2194,245,2878,507,2302,235,3034,255,1909,191,2362,131,1052,129,1311,26,391,54,474,1907,13817,1643,17367
10104,90,1618,241,1949,83,1169,140,1387,245,2521,266,3029,359,2670,252,3284,541,3441,368,4353,964,4837,463,6264,796,5823,486,7108,365,2815,312,3490,112,801,142,1051,3562,25690,2676,31925,112,1408,193,1715,98,1033,114,1245,348,2585,259,3188,632,2701,291,3624,1013,3414,348,4776,1499,5110,447,7055,1070,5478,422,6970,417,2858,345,3621,71,1223,239,1535,5263,25806,2665,33732,205,3026,433,3666,183,2200,253,2636,591,5103,529,6219,993,5369,552,6911,1563,6852,713,9128,2465,9946,910,13323,1862,11303,911,14074,786,5668,653,7112,185,2021,383,2586,8826,51495,5338,65655
10105,66,938,106,1118,60,875,120,1054,185,1835,337,2352,255,1637,248,2137,343,1768,266,2380,407,2133,226,2768,270,1875,175,2321,135,1025,114,1272,38,318,50,412,1767,12400,1645,15814,70,847,85,1003,68,774,55,891,278,1811,158,2249,405,1614,164,2189,534,1740,140,2404,576,1945,166,2689,371,1855,173,2403,153,1090,122,1369,29,532,61,623,2478,12212,1123,15818,137,1789,191,2119,132,1647,174,1944,458,3640,504,4603,658,3254,413,4324,874,3510,400,4786,987,4080,398,5458,644,3731,354,4723,292,2118,235,2637,71,849,112,1034,4247,24612,2770,31629
10106,61,1037,94,1199,53,732,61,848,130,1506,151,1794,232,1646,133,2004,349,2008,199,2549,390,2087,201,2680,300,1836,164,2290,117,1029,119,1266,21,284,41,351,1648,12171,1168,14991,67,998,75,1137,81,722,63,868,249,1548,134,1932,404,1789,156,2346,607,1943,146,2693,585,1837,170,2597,432,1759,174,2368,155,1005,125,1284,28,462,57,554,2603,12064,1102,15773,124,2040,165,2329,135,1453,126,1719,381,3053,284,3720,634,3433,293,4355,954,3950,344,5242,981,3928,369,5281,729,3596,336,4660,270,2031,244,2550,50,749,102,902,4256,24231,2273,30759
10201,205,4801,278,5284,247,4109,236,4589,564,7895,579,9042,1035,8874,505,10415,1458,9319,583,11358,1631,9021,547,11200,1134,8253,522,9902,665,5160,475,6299,179,1578,368,2126,7115,59009,4091,70212,240,4469,233,4944,295,3970,230,4487,867,7908,493,9269,1747,9013,557,11318,2433,9074,485,11985,2744,9256,512,12504,1817,9153,592,11558,744,5879,678,7307,165,2717,760,3646,11044,61440,4537,77025,447,9269,514,10231,536,8076,466,9075,1430,15807,1073,18308,2778,17890,1062,21730,3890,18396,1063,23351,4378,18278,1054,23708,2942,17400,1113,21460,1410,11043,1155,13606,344,4295,1126,5769,18160,120446,8635,147240
10202,258,4644,336,5237,284,4231,270,4791,665,8289,627,9579,965,7888,645,9501,1303,8112,617,10029,1421,8171,496,10087,989,7479,519,8992,642,4376,534,5550,143,1309,351,1802,6673,54503,4397,65572,276,4235,299,4812,352,3991,280,4614,1127,8460,641,10239,1834,7719,579,10130,2303,7980,521,10803,2401,8200,486,11088,1564,8064,607,10237,688,5116,741,6544,116,2135,722,2972,10660,55892,4886,71437,535,8871,636,10045,638,8225,549,9408,1792,16751,1270,19816,2801,15602,1222,19628,3605,16093,1145,20839,3822,16372,980,21178,2552,15549,1129,19226,1328,9493,1279,12096,255,3442,1081,4781,17330,110398,9283,137009
10301,75,1445,137,1654,76,1333,253,1662,183,2488,544,3219,265,2223,479,2972,415,2271,316,3002,455,2368,238,3063,302,2169,195,2661,166,1140,127,1436,49,330,40,418,1991,15770,2328,20084,80,1339,94,1509,96,1279,95,1468,313,2511,181,3005,456,2144,174,2766,705,2223,199,3118,714,2229,162,3100,405,2097,170,2681,188,1209,131,1524,31,653,64,742,2990,15672,1259,19929,155,2790,233,3169,172,2610,347,3134,503,4995,729,6227,724,4366,651,5738,1124,4493,511,6121,1166,4596,395,6162,708,4270,364,5343,359,2350,253,2957,77,984,98,1156,4980,31444,3583,40011
10302,67,1369,200,1641,61,1160,148,1372,193,2352,277,2825,304,2188,295,2788,435,2406,310,3150,544,2953,362,3859,424,2831,298,3553,210,1651,223,2083,66,526,86,677,2317,17431,2204,21948,90,1210,177,1478,102,1068,132,1302,345,2313,281,2937,559,2066,278,2904,719,2311,259,3291,832,2578,295,3702,574,2572,234,3377,222,1769,235,2228,55,886,138,1076,3500,16778,2024,22296,159,2583,375,3118,166,2230,276,2675,541,4667,559,5763,862,4258,575,5694,1152,4718,567,6437,1386,5522,657,7563,1000,5395,533,6926,437,3418,458,4311,125,1412,218,1757,5814,34206,4223,44247
10303,59,1197,155,1412,72,966,121,1164,180,2165,341,2686,272,2046,311,2627,404,2346,266,3015,489,2683,284,3456,338,2499,254,3092,154,1436,172,1763,38,361,36,435,1999,15701,1945,19644,70,1012,109,1201,69,844,75,986,296,2168,198,2663,433,1972,207,2613,676,2185,219,3080,733,2469,221,3421,428,2291,225,2947,178,1484,188,1842,27,632,82,741,2908,15060,1530,19493,133,2210,265,2613,137,1811,197,2149,472,4337,538,5353,704,4020,516,5237,1080,4530,483,6090,1217,5148,500,6873,768,4792,481,6035,334,2916,355,3604,60,995,121,1178,4907,30759,3469,39139
10304,67,1755,150,1972,72,1410,125,1613,183,3132,226,3547,354,2964,232,3555,479,2948,257,3684,517,2793,224,3535,319,2552,206,3082,173,1370,143,1692,53,433,69,557,2230,19365,1625,23224,97,1606,124,1824,124,1367,111,1595,418,3317,248,3976,595,3066,234,3898,799,2844,218,3869,867,2704,211,3783,501,2571,188,3261,199,1541,175,1919,45,686,134,856,3644,19692,1642,24976,169,3357,272,3796,191,2777,238,3212,594,6446,476,7524,956,6034,465,7452,1280,5792,475,7551,1390,5498,430,7318,821,5120,399,6343,373,2910,324,3612,91,1120,201,1414,5873,39054,3270,48201
10401,83,1220,157,1457,59,953,219,1236,180,1867,575,2621,278,1919,484,2681,437,2290,395,3118,687,3067,359,4112,511,3415,272,4194,248,1858,187,2291,61,544,69,681,2543,17146,2717,22403,83,1042,129,1256,92,930,101,1123,309,1969,261,2542,490,1901,277,2665,731,2352,256,3340,1029,2921,264,4209,751,3097,243,4093,310,1874,214,2399,54,874,144,1070,3851,16961,1882,22697,164,2264,288,2715,153,1880,317,2356,491,3837,832,5158,765,3823,765,5351,1165,4643,648,6459,1713,5990,621,8325,1262,6513,515,8287,554,3732,398,4693,119,1426,213,1754,6391,34106,4597,45096
10402,126,2298,217,2637,108,1792,150,2053,326,4054,421,4791,484,4152,407,5048,711,4407,401,5521,948,4756,372,6080,768,4951,329,6049,332,2547,287,3164,107,805,161,1075,3914,29761,2749,36422,141,2246,204,2598,141,1671,139,1955,568,4121,388,5075,888,4313,375,5577,1274,4502,354,6134,1568,4928,349,6847,1061,4891,359,6315,445,2819,384,3642,76,1240,323,1641,6169,30733,2868,39775,267,4542,423,5235,252,3468,290,4012,895,8174,803,9868,1372,8462,782,10621,1991,8907,755,11650,2513,9688,726,12929,1826,9839,690,12358,774,5359,669,6806,188,2048,484,2720,10083,60495,5614,76197
10501,16,462,146,621,34,442,96,572,68,988,234,1287,96,793,210,1096,140,923,213,1275,219,1143,267,1630,97,989,211,1294,58,487,136,681,19,127,25,169,744,6356,1532,8629,30,439,119,588,34,405,108,547,125,1117,240,1481,158,780,230,1169,228,877,244,1349,293,966,226,1483,142,740,182,1056,61,473,155,686,14,191,74,280,1083,5982,1576,8639,48,902,269,1209,69,843,200,1114,190,2107,471,2771,255,1569,445,2273,367,1801,452,2620,515,2107,494,3117,234,1726,394,2353,117,957,283,1362,33,318,98,451,1822,12337,3113,17273
10502,17,479,92,581,24,438,72,532,73,954,141,1173,98,810,136,1043,160,881,122,1171,211,1087,113,1410,129,1036,115,1286,65,487,64,614,25,161,35,218,796,6335,894,8029,24,429,66,521,21,406,56,481,141,1004,134,1282,179,800,118,1099,221,826,105,1154,331,1035,116,1484,194,935,90,1224,100,582,110,793,24,293,91,398,1241,6303,889,8435,45,905,156,1105,45,841,128,1011,216,1955,282,2451,280,1612,253,2139,388,1707,227,2321,538,2120,233,2889,322,1974,212,2510,164,1067,177,1405,40,453,122,618,2039,12640,1784,16461
10503,120,1778,308,2198,94,1531,304,1929,281,4003,837,5121,368,3191,642,4198,527,3085,552,4168,618,3417,486,4523,389,3063,385,3836,218,1746,267,2234,63,523,128,719,2679,22336,3915,28930,112,1674,236,2025,120,1601,199,1920,539,4034,577,5149,740,3114,516,4368,899,3018,433,4349,1068,3221,412,4699,610,2950,363,3926,274,1902,324,2498,47,848,182,1076,4402,22360,3245,30004,227,3445,544,4228,213,3132,504,3849,818,8041,1410,10267,1107,6304,1160,8568,1425,6103,984,8515,1687,6636,894,9219,1004,6010,750,7765,486,3648,594,4733,113,1368,315,1794,7085,44693,7159,58936
10601,162,2782,269,3213,137,2556,377,3067,450,5353,869,6673,605,4745,741,6088,768,4837,586,6188,936,4732,485,6155,665,4011,367,5042,229,1930,223,2380,45,519,59,630,4000,31474,3962,39432,173,2435,218,2826,246,2311,167,2727,805,5356,353,6514,1109,4543,315,5967,1367,4502,313,6182,1416,4421,283,6114,842,3873,252,4965,244,1992,199,2432,47,916,123,1083,6249,30339,2213,38796,337,5214,485,6037,385,4869,540,5789,1257,10707,1225,13192,1717,9289,1056,12058,2133,9337,897,12364,2353,9152,760,12270,1507,7887,616,10008,473,3922,418,4808,96,1434,179,1710,10251,61811,6171,78236
10602,120,2438,139,2699,119,2374,129,2630,363,5367,310,6042,617,4805,284,5708,671,4213,206,5092,703,3602,188,4497,534,3052,165,3747,239,1552,111,1904,51,397,67,516,3436,27804,1594,32838,127,2388,114,2632,218,2320,124,2664,673,5523,273,6471,1092,4645,259,5998,1215,4118,167,5498,1180,3662,175,5021,710,3230,168,4114,249,1853,158,2259,44,759,133,934,5516,28505,1569,35586,254,4830,254,5332,347,4697,257,5291,1038,10884,586,12511,1714,9456,540,11711,1884,8336,374,10592,1884,7267,363,9515,1250,6287,334,7868,485,3406,270,4163,101,1155,198,1452,8949,56311,3167,68430
10603,107,2049,156,2310,103,1629,108,1839,243,2905,249,3399,434,3018,232,3682,617,3665,265,4539,773,4431,293,5492,679,4719,300,5701,391,2811,297,3497,76,657,130,862,3416,25878,2026,31322,122,1789,127,2035,136,1474,107,1719,418,2841,203,3458,784,2968,199,3951,1079,3528,216,4826,1341,4234,238,5811,980,4696,305,5983,439,2790,338,3566,56,957,230,1241,5349,25279,1956,32588,226,3835,279,4341,236,3103,209,3549,656,5747,454,6854,1214,5984,433,7634,1696,7196,485,9372,2110,8658,529,11303,1656,9417,605,11681,831,5602,633,7066,132,1612,357,2101,8764,51152,3991,63908
10604,34,867,81,975,43,669,83,795,126,1609,244,1981,170,1555,212,1945,205,1573,193,1959,269,1571,148,1991,143,1317,127,1583,77,644,100,814,24,191,37,248,1093,9985,1218,12299,47,767,83,893,35,664,45,749,221,1623,144,1991,287,1453,137,1877,344,1465,134,1944,382,1427,109,1924,221,1189,110,1520,77,716,79,876,14,329,69,409,1625,9645,911,12179,83,1632,165,1876,80,1334,126,1547,345,3229,390,3964,460,3009,355,3823,542,3038,321,3900,655,3005,261,3914,366,2507,236,3104,155,1361,183,1690,32,524,104,659,2723,19628,2129,24478
10701,134,2234,146,2514,143,2161,120,2427,381,4245,291,4915,578,3991,258,4822,805,3806,224,4838,849,3810,208,4871,528,3150,177,3855,265,1949,171,2380,82,664,99,842,3764,26002,1699,31467,122,2057,144,2329,215,2015,108,2337,603,4147,295,5044,938,3880,260,5080,1141,3660,203,5005,1272,3502,191,4965,726,3233,190,4148,288,2384,199,2873,61,1143,203,1408,5359,26014,1795,33173,253,4289,291,4840,354,4174,228,4757,983,8383,589,9956,1516,7868,512,9897,1946,7472,429,9843,2119,7311,404,9835,1254,6378,371,8003,552,4337,364,5256,145,1801,298,2249,9120,52022,3498,64634
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
10703,114,2798,148,3061,157,2526,153,2835,385,4911,293,5586,554,4865,286,5707,822,4858,262,5944,1056,4879,256,6198,737,4462,283,5475,378,2406,250,3032,115,646,252,1015,4314,32358,2196,38864,163,2718,146,3027,205,2363,133,2708,650,5038,302,5994,1009,4824,273,6107,1358,4879,246,6483,1752,4898,238,6886,939,4700,287,5929,365,2736,298,3397,65,1097,294,1455,6514,33259,2215,41983,282,5516,294,6090,359,4895,289,5548,1036,9947,593,11578,1562,9693,563,11815,2178,9734,514,12433,2810,9778,497,13081,1672,9161,568,11401,743,5144,547,6432,180,1746,548,2471,10826,65614,4405,80850
10704,178,3732,214,4123,261,4996,324,5571,553,8354,500,9405,769,7095,392,8266,1265,6676,384,8332,1473,6148,299,7914,789,5071,275,6138,425,3025,265,3716,140,1018,178,1330,5848,46104,2839,54790,208,3621,236,4072,332,4830,283,5449,729,7900,435,9059,1223,6986,377,8588,1923,6429,317,8668,2108,5934,272,8314,1151,5323,291,6767,466,3529,348,4342,90,1683,396,2176,8251,46235,2957,57441,391,7347,460,8196,588,9824,606,11024,1284,16250,933,18467,1994,14085,773,16854,3187,13101,703,16993,3582,12075,570,16232,1942,10393,569,12909,895,6551,613,8052,231,2702,572,3503,14094,92336,5800,112228
10801,34,662,81,778,38,473,51,566,88,937,85,1112,149,1099,106,1351,260,1442,153,1857,353,2013,176,2538,364,2533,243,3143,188,1570,190,1951,60,477,104,633,1535,11208,1180,13918,42,605,79,729,41,425,43,514,144,1016,111,1276,264,1118,114,1501,435,1354,119,1910,626,2030,153,2805,509,2464,247,3225,217,1582,220,2017,45,698,224,971,2333,11289,1321,14941,79,1266,161,1509,82,901,98,1078,233,1948,201,2385,414,2220,225,2854,693,2800,271,3760,977,4038,322,5343,874,5006,492,6366,405,3153,408,3967,102,1173,323,1599,3874,22499,2500,28862
10802,73,1175,204,1451,77,870,219,1161,196,1693,525,2410,308,1643,423,2377,430,2092,319,2845,600,3024,349,3978,506,3389,314,4206,249,1736,185,2165,56,509,64,626,2492,16129,2599,21212,90,1065,167,1326,86,819,95,994,333,1741,254,2324,544,1687,237,2476,702,2090,252,3046,988,2990,294,4275,676,3074,267,4023,250,1749,237,2237,42,757,148,948,3708,15975,1967,21644,156,2241,378,2780,154,1681,308,2153,530,3434,776,4738,860,3332,665,4852,1133,4186,572,5892,1591,6013,646,8243,1185,6461,580,8231,495,3485,418,4399,100,1266,217,1579,6198,32100,4564,42862
10803,0,4,0,4,0,8,0,8,0,25,0,29,0,30,6,38,0,18,0,17,7,33,4,39,4,20,9,29,3,13,4,17,0,8,0,11,14,152,17,187,0,4,0,4,0,4,0,4,3,37,4,35,7,25,3,29,6,14,3,25,11,24,9,44,0,17,5,23,3,17,3,22,0,3,0,3,31,147,15,193,0,4,0,4,0,6,0,6,4,57,5,64,7,61,6,69,6,39,0,43,16,58,11,82,11,40,5,56,7,26,3,38,0,10,0,15,45,297,34,379
10804,133,2191,177,2504,104,1655,137,1899,271,3120,251,3643,432,3422,254,4108,697,3976,240,4908,865,4418,273,5551,738,5333,315,6386,516,3324,264,4104,153,1015,199,1377,3903,28458,2110,34472,127,2170,134,2437,166,1683,120,1967,511,3268,221,3999,869,3448,230,4544,1259,4076,210,5537,1579,4689,261,6528,1180,5308,317,6805,515,3695,367,4585,126,1581,339,2042,6325,29916,2203,38444,255,4369,314,4938,272,3343,255,3865,781,6386,472,7637,1303,6871,484,8655,1953,8045,448,10452,2447,9106,532,12081,1916,10640,637,13190,1035,7021,635,8692,282,2598,538,3414,10229,58371,4314,72918
10805,78,1286,167,1532,85,1019,109,1206,205,1952,204,2365,326,1902,223,2445,489,2430,246,3168,647,3328,328,4301,590,3947,335,4867,299,2137,244,2683,77,564,110,749,2799,18556,1965,23313,72,1217,152,1445,91,874,80,1046,364,1987,231,2586,558,1982,224,2754,836,2422,237,3493,1143,3346,261,4746,793,3713,321,4822,319,2210,261,2792,54,948,181,1177,4225,18694,1941,24865,150,2505,320,2978,177,1895,185,2254,571,3938,443,4950,882,3880,440,5203,1330,4854,478,6659,1783,6668,591,9040,1383,7655,654,9693,614,4351,513,5477,127,1509,289,1926,7023,37250,3904,48177
10901,86,1821,179,2092,97,1680,143,1925,273,3474,295,4045,433,3163,284,3885,555,3050,281,3887,637,3174,273,4086,421,2977,227,3622,232,1567,147,1950,66,466,66,596,2802,21386,1893,26082,103,1773,166,2047,151,1679,134,1971,479,3448,263,4191,755,3190,269,4213,921,3031,237,4185,1080,3053,251,4386,691,2948,223,3862,283,1812,233,2320,51,855,103,1017,4526,21792,1879,28191,190,3594,350,4132,252,3363,278,3896,754,6922,558,8236,1193,6359,553,8100,1478,6075,512,8069,1722,6228,525,8468,1118,5927,448,7487,506,3378,384,4274,119,1327,167,1611,7331,43175,3771,54274
10902,25,276,68,369,20,290,48,359,44,584,116,738,58,526,112,701,106,616,129,852,145,770,122,1039,90,642,120,860,48,332,51,425,11,91,20,127,545,4134,790,5466,24,247,70,338,27,230,36,292,77,545,102,730,121,455,108,674,179,540,95,815,238,636,98,971,116,538,95,753,56,322,58,434,0,136,25,166,847,3641,688,5170,48,523,139,706,50,521,90,659,122,1127,220,1475,176,981,213,1369,285,1154,225,1667,384,1411,214,2010,210,1183,214,1606,101,648,112,860,11,230,41,288,1387,7774,1477,10636
10903,58,962,124,1152,45,729,94,867,138,1618,202,1953,208,1553,182,1941,319,1946,219,2485,416,2489,254,3162,361,2988,311,3656,200,1598,212,2016,61,483,119,661,1814,14366,1715,17893,64,942,103,1104,74,664,72,807,218,1597,200,2023,367,1613,184,2159,517,1880,188,2588,756,2364,262,3378,502,2633,264,3400,215,1640,279,2136,42,658,151,855,2760,13988,1704,18449,123,1901,230,2253,116,1392,163,1672,355,3217,399,3976,583,3162,361,4106,839,3828,407,5078,1171,4856,514,6542,865,5618,578,7063,414,3241,493,4148,108,1139,267,1514,4572,28355,3415,36343
11001,76,1029,192,1300,73,1028,208,1314,178,1764,243,2178,218,1579,161,1949,256,1617,159,2033,386,1834,184,2399,252,1626,145,2030,154,923,133,1207,36,241,55,333,1624,11635,1484,14746,82,1155,264,1504,88,1042,226,1357,233,1869,237,2339,320,1543,177,2041,478,1614,171,2265,599,1740,167,2508,327,1632,147,2110,148,1086,164,1396,33,423,111,566,2308,12113,1666,16086,161,2183,457,2800,162,2077,429,2672,412,3633,480,4518,537,3121,334,3993,731,3228,338,4301,976,3571,357,4900,579,3261,296,4141,303,2009,301,2610,70,666,166,897,3936,23750,3149,30827
11002,58,846,144,1048,57,721,117,897,147,1431,242,1814,193,1379,238,1817,333,1670,267,2273,435,2139,275,2849,301,2343,280,2924,159,1316,202,1676,36,344,63,442,1716,12185,1835,15739,92,883,139,1115,74,639,73,798,248,1436,195,1879,350,1376,207,1929,544,1659,252,2449,697,1977,248,2919,444,2114,248,2809,189,1371,196,1764,30,592,111,732,2662,12050,1673,16381,148,1729,285,2158,134,1366,195,1698,396,2862,436,3694,543,2749,448,3746,872,3331,516,4723,1128,4117,521,5768,745,4456,529,5731,348,2688,396,3436,66,928,178,1176,4378,24238,3508,32125
11003,32,500,115,645,36,569,147,744,96,1189,256,1541,121,1011,267,1398,179,1099,281,1559,196,1271,294,1763,111,955,212,1279,65,508,103,680,15,140,30,183,853,7234,1709,9801,38,504,136,677,36,533,125,701,145,1213,271,1634,208,986,245,1437,273,977,259,1514,320,1109,278,1708,178,849,173,1203,69,531,109,706,13,212,50,278,1284,6913,1652,9852,70,1003,253,1327,75,1096,273,1443,239,2404,531,3175,326,1997,513,2839,452,2078,540,3066,522,2382,573,3474,287,1802,391,2482,140,1037,211,1386,29,346,81,457,2140,14148,3360,19647
11004,121,2361,291,2771,106,1884,215,2210,351,4268,491,5107,477,3773,427,4684,634,3802,435,4866,735,3913,382,5027,500,3725,376,4604,302,2040,255,2602,70,600,147,817,3299,26371,3025,32688,154,2097,248,2493,159,1836,191,2189,589,4422,444,5452,830,3835,415,5076,1099,3584,388,5071,1257,3793,364,5413,781,3485,354,4619,344,2421,351,3116,66,1048,214,1329,5291,26518,2959,34769,278,4455,538,5271,273,3723,407,4401,940,8690,935,10560,1311,7606,843,9762,1733,7387,820,9937,1986,7710,746,10440,1279,7214,734,9223,653,4456,605,5713,141,1649,355,2144,8585,52890,5978,67450
11101,134,3513,178,3825,188,3193,168,3544,446,6026,353,6815,771,6474,341,7583,1126,6546,317,7984,1379,6106,289,7778,966,5594,302,6863,480,3340,261,4083,152,1005,172,1336,5651,41801,2373,49825,169,3225,139,3536,228,2901,132,3266,780,6033,317,7137,1400,6378,292,8070,1882,6158,259,8297,2242,5974,266,8486,1413,5986,328,7727,594,3973,386,4950,122,1844,320,2285,8837,42469,2436,53753,309,6735,317,7361,419,6096,301,6816,1225,12063,665,13956,2173,12844,631,15650,3007,12706,573,16282,3625,12081,558,16266,2382,11580,633,14591,1075,7310,645,9036,278,2849,492,3617,14488,84269,4816,103573
11102,132,2195,123,2457,136,2220,114,2469,359,4290,235,4873,484,4022,264,4771,715,4031,212,4964,886,4040,231,5163,689,4039,238,4970,378,2391,225,2992,106,774,146,1027,3888,27998,1795,33682,136,2124,120,2386,174,1975,108,2260,579,4334,224,5140,886,3889,224,4997,1225,3796,198,5217,1396,4044,206,5641,975,4136,289,5398,382,2721,318,3417,81,1284,248,1602,5824,28303,1929,36054,269,4324,247,4837,308,4199,223,4726,937,8625,459,10014,1376,7910,485,9773,1940,7829,415,10181,2281,8083,438,10800,1663,8180,524,10368,763,5111,542,6413,184,2056,386,2625,9713,56303,3720,69737
11103,205,4632,318,5164,292,6550,536,7380,808,12472,820,14097,1140,9693,601,11442,1480,8599,554,10635,1660,7784,482,9930,1122,6453,442,8013,518,3603,341,4462,150,1225,253,1632,7377,61013,4357,72748,250,4518,335,5098,417,6642,428,7494,1148,12126,647,13923,1713,9458,510,11681,2385,8268,445,11093,2646,7376,417,10436,1545,6685,465,8699,631,4296,481,5408,118,2271,615,3003,10854,61639,4351,76841,454,9152,654,10265,707,13194,967,14866,1955,24597,1474,28022,2854,19154,1114,23119,3865,16865,1000,21725,4306,15161,902,20370,2667,13138,910,16713,1154,7895,825,9872,269,3495,871,4635,18225,122656,8709,149592
