SA3_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
30305,7,10,1962,1974,50,181,1778,2014,1791,853,2142,4791,3848,484,1031,5366,2629,283,778,3687,2207,173,605,2985,1637,85,424,2147,702,19,188,914,119,0,81,204,12995,2088,8984,24074,0,20,1853,1875,114,269,1446,1826,2518,892,1759,5166,3946,487,1280,5706,2601,271,1147,4022,2047,147,1111,3304,1432,65,880,2376,447,14,492,957,46,0,237,283,13155,2156,10194,25503,4,26,3813,3850,166,441,3225,3830,4308,1748,3896,9955,7793,971,2308,11073,5236,550,1925,7705,4253,320,1721,6291,3077,149,1302,4520,1152,39,679,1867,167,0,317,484,26157,4246,19179,49586
30306,0,4,1334,1334,32,123,1737,1888,1172,555,2363,4094,2295,298,1049,3635,1727,198,651,2573,1666,120,579,2367,1485,53,409,1947,740,27,233,997,141,0,93,239,9258,1376,8449,19080,0,12,1309,1320,75,168,1340,1589,1601,570,1685,3854,2421,290,941,3647,1732,173,877,2779,1643,91,864,2604,1282,39,770,2085,515,14,480,1008,67,0,243,315,9334,1362,8503,19201,0,19,2638,2654,104,292,3082,3480,2768,1127,4046,7945,4708,586,1988,7281,3456,371,1523,5354,3312,216,1449,4975,2767,86,1177,4033,1252,45,710,2009,209,3,338,551,18588,2740,16953,38278
30401,0,3,1086,1089,10,56,723,795,500,342,717,1560,1585,248,372,2204,1527,190,371,2090,1476,128,285,1887,1289,69,212,1562,623,17,132,771,112,0,67,175,7114,1055,3972,12136,0,3,987,990,24,96,627,743,716,397,556,1677,1777,238,379,2396,1622,199,531,2354,1439,111,527,2073,1174,43,522,1741,408,7,397,811,58,0,210,270,7214,1103,4745,13060,0,6,2068,2081,36,156,1350,1541,1212,743,1279,3233,3365,484,757,4602,3152,392,903,4452,2906,239,818,3961,2460,113,734,3303,1030,24,527,1582,165,0,279,450,14333,2158,8718,25198
30402,0,6,1897,1903,7,53,1185,1248,466,278,723,1470,2210,330,378,2913,2875,301,372,3546,2104,186,327,2619,1676,86,235,1994,990,24,199,1215,225,7,109,333,10549,1268,5422,17237,0,8,1590,1597,16,66,941,1027,713,329,598,1641,2628,348,451,3432,2901,300,661,3858,2017,161,563,2743,1556,67,603,2224,762,14,553,1326,102,3,300,405,10693,1293,6268,18255,0,14,3490,3499,23,116,2129,2274,1181,612,1322,3108,4837,677,835,6346,5774,594,1030,7404,4123,345,889,5363,3237,152,835,4222,1757,38,754,2541,325,10,408,745,21251,2564,11687,35500
30403,0,10,1648,1665,22,273,2436,2725,816,854,1962,3634,2268,402,714,3387,2103,241,578,2917,1479,180,469,2125,1198,82,392,1678,742,34,217,983,171,6,113,290,8802,2083,8524,19407,0,24,1615,1639,40,366,2224,2626,1137,868,1600,3608,2492,349,863,3708,2050,231,975,3265,1376,141,779,2299,1171,63,809,2039,526,17,611,1152,72,3,376,455,8873,2058,9851,20783,7,40,3257,3304,57,638,4654,5352,1958,1721,3561,7237,4763,756,1576,7094,4151,476,1555,6180,2858,315,1246,4419,2373,144,1205,3716,1264,53,823,2138,250,6,493,746,17677,4143,18376,40190
30404,0,7,1806,1815,16,141,1224,1381,871,887,1093,2857,2456,562,606,3634,2525,425,687,3634,1609,194,521,2320,1362,93,380,1828,804,17,243,1064,164,5,112,280,9806,2332,6678,18811,0,18,1670,1685,39,233,1033,1301,1215,982,962,3167,2755,538,819,4113,2467,391,1059,3916,1587,166,890,2645,1286,62,825,2176,584,19,695,1295,86,4,406,493,10016,2409,8360,20788,0,27,3471,3498,51,375,2255,2683,2094,1865,2060,6022,5209,1102,1427,7744,4991,818,1745,7555,3196,358,1413,4960,2638,156,1207,4002,1390,34,940,2359,252,6,513,773,19824,4743,15038,39601
30501,0,54,1457,1512,48,823,3167,4033,1396,3303,5919,10612,2290,1338,2688,6314,1928,646,1768,4348,1662,402,1292,3358,1241,173,777,2192,632,44,347,1025,148,5,102,261,9354,6784,17524,33659,0,87,1397,1483,83,1130,3434,4654,1889,3221,5469,10581,2303,1020,2400,5723,1929,502,1833,4270,1589,280,1426,3295,1103,97,1069,2276,417,10,595,1020,64,3,268,338,9373,6355,17896,33627,0,139,2855,3001,128,1953,6609,8684,3283,6524,11381,21198,4590,2357,5088,12042,3860,1152,3606,8609,3250,682,2718,6655,2348,266,1848,4465,1049,54,945,2051,217,13,371,596,18729,13140,35420,67295
30502,0,5,1139,1143,18,213,1247,1478,680,1143,1613,3435,1912,693,805,3410,1847,379,696,2923,1306,217,542,2066,743,95,328,1161,280,24,144,450,81,3,66,153,6869,2769,6579,16221,0,14,1110,1122,22,325,1272,1616,991,1195,1563,3754,2069,595,967,3634,1825,355,959,3142,1196,180,780,2155,613,47,589,1249,228,13,316,554,22,0,202,219,6963,2724,7753,17451,0,21,2247,2272,42,537,2517,3089,1675,2342,3172,7189,3982,1291,1772,7046,3671,733,1657,6062,2502,397,1325,4220,1355,139,921,2414,507,32,461,1003,101,3,268,370,13836,5501,14336,33667
30503,0,55,2232,2287,62,754,3206,4022,1822,3200,4966,9986,3511,1374,2271,7153,3367,741,1747,5856,2549,417,1389,4352,1649,198,861,2710,862,48,429,1345,189,10,150,345,14013,6794,17257,38066,0,89,2252,2348,132,972,3652,4753,2331,3181,4683,10193,3712,1044,2295,7054,3442,597,2186,6225,2331,302,1723,4356,1418,137,1316,2867,616,25,926,1567,85,3,507,590,14065,6350,19531,39948,0,141,4488,4634,197,1729,6856,8777,4152,6381,9654,20185,7224,2420,4564,14208,6810,1339,3940,12085,4889,711,3109,8707,3068,334,2178,5573,1475,71,1358,2905,271,10,656,936,28081,13141,36794,78012
30504,0,12,1747,1761,24,343,2404,2770,783,1457,2526,4767,2300,637,939,3878,2614,451,848,3911,1760,227,641,2632,1190,105,411,1711,532,30,223,785,101,4,95,202,9305,3266,9838,22405,0,26,1737,1763,39,467,2527,3035,1048,1502,2264,4823,2575,576,1002,4156,2616,382,1020,4024,1686,205,913,2805,1009,78,780,1862,382,19,518,921,51,0,287,341,9410,3254,11055,23718,0,42,3482,3522,62,816,4931,5806,1830,2953,4792,9585,4876,1210,1943,8033,5235,832,1871,7936,3447,428,1558,5435,2197,183,1193,3571,920,45,737,1707,153,3,384,539,18714,6517,20890,46125
30601,0,18,1646,1659,12,205,892,1113,644,870,994,2513,1907,740,746,3394,2227,650,840,3719,2095,470,877,3438,1647,212,681,2540,718,55,308,1082,125,5,90,218,9372,3226,7069,19676,0,26,1568,1590,22,280,793,1095,981,1042,1010,3034,2290,775,1019,4085,2385,620,1343,4341,2006,401,1230,3630,1370,156,992,2518,466,19,531,1017,60,3,197,260,9579,3331,8677,21580,0,44,3205,3252,36,485,1686,2207,1622,1916,2007,5549,4197,1522,1764,7484,4613,1265,2182,8062,4099,865,2102,7067,3016,371,1666,5057,1182,74,836,2100,184,10,287,479,18950,6554,15744,41253
30602,0,49,2771,2823,62,455,1988,2503,1348,1741,2763,5853,2544,1104,1900,5547,2958,901,2059,5919,2744,630,1970,5345,2306,281,1519,4109,1204,75,686,1954,247,8,231,494,13412,5243,15888,34543,3,73,2568,2649,105,645,1771,2524,1872,1950,2735,6551,3122,1133,2310,6567,3141,857,2472,6468,2626,486,2346,5457,2005,179,1975,4159,796,54,1230,2086,109,5,520,634,13782,5370,17934,37082,6,120,5345,5468,171,1101,3755,5028,3215,3690,5494,12404,5662,2239,4213,12122,6098,1755,4529,12383,5368,1113,4314,10797,4314,455,3493,8262,2005,125,1916,4046,357,15,755,1125,27196,10613,33818,71626
30603,0,19,899,920,13,125,623,758,374,406,839,1613,730,301,499,1542,916,278,659,1856,1264,295,856,2417,1285,162,690,2137,672,36,320,1029,151,11,108,268,5415,1624,5498,12540,3,26,798,831,30,173,390,596,568,463,649,1672,877,315,517,1708,1042,294,642,1971,1382,257,748,2381,1134,122,647,1903,478,24,474,976,52,4,258,316,5555,1678,5129,12362,4,47,1704,1753,41,295,1022,1355,937,862,1484,3284,1611,620,1016,3251,1959,571,1300,3827,2644,550,1606,4801,2415,280,1338,4037,1148,59,792,2011,207,10,366,588,10973,3300,10627,24896
30604,0,4,248,251,3,27,162,192,82,191,236,510,240,163,164,565,333,159,231,724,424,131,289,850,370,78,266,709,203,22,96,324,39,4,24,66,1691,780,1714,4190,0,6,200,206,10,49,120,166,124,225,220,569,319,178,169,669,363,139,233,732,439,116,291,836,330,56,237,620,135,5,135,274,15,0,50,59,1733,775,1644,4149,0,6,450,454,9,78,275,365,208,419,453,1076,562,344,328,1234,695,300,460,1459,860,245,580,1684,700,129,499,1333,343,31,230,604,54,5,74,128,3424,1555,3359,8336
30605,0,14,1095,1110,12,107,572,691,414,456,798,1670,868,365,523,1759,1150,357,718,2231,1414,356,855,2625,1624,213,840,2674,1007,77,429,1510,243,3,162,415,6740,1956,5998,14692,4,34,968,1000,33,158,445,637,591,509,772,1866,1080,384,616,2078,1330,416,843,2586,1581,366,978,2927,1511,153,936,2606,727,45,724,1503,99,4,348,449,6952,2067,6624,15648,4,42,2065,2106,44,261,1018,1323,1004,967,1569,3533,1943,750,1139,3836,2482,778,1565,4825,2993,725,1828,5552,3138,372,1775,5283,1734,120,1154,3016,338,9,510,863,13689,4022,12627,30340
30701,0,44,975,1013,32,267,685,980,691,599,888,2178,1195,318,517,2025,1395,281,663,2346,1396,233,848,2480,1209,118,667,2000,639,33,315,993,123,4,110,233,6679,1899,5666,14245,4,76,839,918,46,340,587,971,944,636,854,2432,1419,384,603,2408,1495,295,588,2379,1431,198,701,2328,1051,74,635,1764,471,25,528,1025,57,0,235,299,6924,2037,5560,14518,4,123,1804,1929,80,605,1268,1953,1633,1233,1739,4608,2616,703,1120,4439,2892,577,1255,4720,2821,427,1553,4808,2264,194,1299,3764,1109,66,843,2020,183,3,346,529,13601,3935,11224,28766
30702,0,18,1219,1239,50,186,703,936,624,458,779,1859,1159,248,515,1919,1358,281,694,2335,1610,199,741,2556,1474,108,635,2218,861,31,355,1245,189,0,118,303,7323,1533,5757,14624,0,41,1029,1073,79,258,556,887,834,473,729,2036,1318,300,552,2176,1571,310,655,2538,1680,166,704,2554,1353,90,634,2070,633,17,585,1240,88,0,275,367,7560,1649,5722,14939,0,60,2246,2310,124,441,1261,1822,1463,928,1510,3895,2478,548,1067,4093,2937,587,1349,4874,3294,373,1449,5116,2824,195,1266,4289,1491,53,946,2490,275,6,391,671,14886,3188,11478,29555
30703,0,13,1016,1032,23,157,645,828,527,412,722,1658,914,250,508,1671,1236,249,631,2117,1633,252,710,2595,1841,171,741,2753,1005,64,430,1499,218,8,133,360,7395,1579,5546,14522,0,25,987,1008,49,220,448,715,678,417,687,1790,1117,258,547,1922,1434,289,738,2462,1816,250,804,2869,1662,149,928,2738,742,46,745,1531,83,0,361,448,7575,1659,6246,15477,0,41,2000,2040,73,380,1097,1551,1204,831,1411,3447,2031,509,1054,3596,2668,537,1365,4575,3443,503,1519,5463,3502,325,1666,5490,1750,109,1178,3035,296,12,500,803,14971,3238,11786,29998
30801,0,26,773,798,20,207,477,714,524,495,615,1638,1007,268,389,1662,969,204,435,1606,826,127,444,1404,478,45,271,794,195,13,111,318,33,0,32,59,4048,1389,3554,8988,0,52,645,701,46,315,389,742,736,529,585,1851,1189,277,364,1829,942,176,379,1499,821,110,360,1281,391,38,226,657,138,3,170,318,6,0,65,71,4266,1497,3190,8952,0,74,1419,1496,61,525,868,1455,1256,1022,1210,3485,2190,549,758,3496,1915,382,813,3103,1646,239,804,2688,870,83,500,1449,334,11,284,634,40,0,93,129,8316,2883,6747,17941
30803,3,63,3370,3440,83,591,2267,2937,1876,1652,2581,6105,3341,936,1782,6060,3272,762,1859,5894,3829,616,2027,6479,3601,284,1579,5460,1883,89,794,2765,413,21,347,778,18299,5008,16603,39913,4,111,3019,3131,176,838,1958,2971,2619,1839,2414,6880,3932,1004,1974,6909,3839,797,2195,6828,4208,610,2295,7113,3203,207,2033,5449,1436,67,1647,3154,185,8,816,1008,19600,5483,18359,43441,6,175,6390,6570,261,1428,4220,5910,4494,3486,4996,12984,7274,1944,3756,12971,7116,1551,4054,12725,8041,1225,4323,13592,6802,489,3610,10905,3316,158,2442,5915,597,29,1160,1787,37908,10491,34966,83353
30804,0,3,356,358,17,88,209,309,280,183,279,744,503,106,198,807,474,72,219,765,494,70,226,790,365,27,173,563,217,10,85,314,34,3,35,71,2382,563,1775,4721,0,15,272,284,27,112,171,318,408,174,200,787,525,121,169,816,517,68,151,744,494,55,175,729,321,23,131,478,150,11,149,314,21,0,88,110,2460,591,1527,4581,0,19,625,642,49,196,383,632,685,360,484,1529,1026,227,372,1621,989,147,370,1507,993,129,405,1519,686,55,307,1043,368,25,239,630,54,3,122,176,4842,1158,3300,9298
30805,0,35,1805,1841,35,335,1050,1413,996,977,1284,3257,1938,646,935,3520,2201,549,1108,3858,2256,403,1210,3872,1670,146,850,2665,677,42,334,1050,119,7,112,238,9895,3137,8690,21718,0,64,1724,1785,82,477,822,1382,1404,1082,1150,3631,2252,659,984,3893,2403,548,1088,4037,2267,365,1010,3648,1422,113,790,2327,478,26,542,1050,50,0,196,249,10358,3339,8308,22002,0,100,3523,3627,112,815,1871,2802,2401,2064,2430,6892,4195,1299,1920,7410,4602,1098,2199,7896,4525,767,2222,7514,3092,261,1635,4989,1158,64,874,2103,170,8,311,489,20252,6474,16990,43722
30901,0,11,1409,1418,15,200,1370,1583,743,1433,2125,4305,1959,857,1139,3948,2177,569,1206,3958,1945,366,1067,3375,1905,241,880,3020,1169,96,451,1714,291,18,210,521,10196,3789,9857,23844,0,17,1393,1414,31,340,1558,1932,1070,1628,2329,5032,2229,764,1277,4274,2209,529,1385,4124,1950,343,1470,3763,1845,153,1420,3418,849,62,1115,2032,150,12,653,809,10330,3856,12613,26797,0,27,2807,2838,43,544,2928,3516,1812,3067,4456,9333,4190,1619,2414,8218,4388,1100,2592,8074,3893,709,2536,7139,3746,391,2299,6438,2016,158,1571,3746,440,26,863,1333,20530,7644,22465,50636
30902,0,10,1496,1511,14,147,1053,1217,622,1092,1473,3189,1777,727,776,3281,1844,488,1032,3363,1769,323,1018,3119,1781,195,828,2801,951,53,429,1433,260,9,224,500,9026,3051,8331,20411,0,11,1295,1311,34,261,1180,1465,918,1252,1534,3706,2032,676,1076,3786,1901,510,1156,3570,1897,315,1392,3608,1610,133,1323,3064,703,36,960,1692,137,8,564,706,9237,3195,10471,22900,0,18,2798,2815,48,407,2230,2683,1536,2348,3006,6895,3806,1405,1848,7065,3749,999,2186,6933,3669,647,2410,6727,3389,326,2153,5866,1658,87,1388,3130,398,19,790,1204,18260,6247,18802,43307
30903,0,18,1492,1505,28,215,1455,1696,770,963,1698,3431,1728,572,1141,3440,2040,539,1288,3873,2319,466,1255,4038,2517,250,1061,3830,1853,106,700,2659,375,24,260,653,11629,3156,10345,25130,0,29,1435,1467,61,355,1268,1685,1124,1023,1527,3674,1979,556,1346,3889,2276,584,1779,4637,2378,381,2029,4784,2476,217,2217,4907,1315,66,1585,2970,157,9,703,871,11770,3215,13892,28878,6,40,2926,2973,87,569,2722,3382,1894,1987,3225,7104,3712,1128,2487,7326,4320,1128,3067,8512,4694,845,3282,8821,4992,464,3282,8742,3166,169,2283,5620,533,33,961,1527,23399,6374,24237,54005
30904,0,0,526,525,6,29,304,342,210,176,298,687,600,221,222,1051,851,210,302,1364,885,177,336,1394,829,88,270,1184,420,32,158,608,55,0,52,115,3852,941,2472,7268,0,3,508,515,10,33,273,322,297,227,252,770,743,212,243,1192,923,217,325,1467,953,164,396,1513,726,65,396,1185,278,18,272,567,27,0,117,140,3953,938,2782,7676,0,3,1031,1040,13,65,581,663,504,402,556,1461,1347,437,465,2244,1768,425,628,2830,1839,339,733,2904,1559,146,661,2364,697,47,431,1176,81,6,172,252,7808,1879,5261,14945
30905,0,6,1261,1263,19,63,710,790,414,357,622,1398,1496,366,338,2201,1831,306,426,2558,1363,158,351,1875,1061,125,277,1461,527,26,165,714,90,0,66,156,6793,1422,4216,12429,0,11,1158,1177,23,109,706,847,616,423,613,1658,1755,377,552,2679,1861,297,607,2763,1318,184,566,2066,939,71,494,1504,353,13,339,710,32,0,160,195,6913,1481,5200,13594,0,21,2417,2442,42,174,1424,1634,1039,778,1234,3055,3252,741,893,4881,3693,596,1038,5324,2681,342,916,3937,1998,196,769,2965,884,45,504,1425,125,8,225,352,13706,2899,9410,26022
30906,0,22,2138,2156,33,195,1665,1889,1074,1015,1654,3732,2538,813,1028,4376,2699,604,1086,4396,2436,349,960,3736,1918,202,747,2870,1170,81,428,1675,248,12,199,453,12118,3276,9895,25291,0,31,2013,2039,54,284,1326,1662,1515,1164,1459,4134,2813,799,1202,4804,2847,559,1446,4846,2370,325,1386,4073,1753,160,1262,3176,856,42,903,1807,94,7,448,551,12307,3356,11440,27103,0,48,4149,4192,90,479,2992,3555,2590,2171,3109,7873,5346,1611,2223,9185,5552,1156,2531,9242,4799,673,2336,7815,3673,362,2013,6046,2030,121,1332,3481,342,16,650,1002,24421,6635,21336,52393
30907,0,44,4979,5026,99,788,3644,4532,3102,3002,3673,9785,6410,1885,2083,10381,6175,1292,1874,9338,4860,701,1399,6961,3758,335,1012,5109,1935,109,506,2551,293,8,170,480,26644,8176,19342,54164,5,73,4804,4885,199,1106,3299,4597,4308,3309,3471,11086,7000,1787,2572,11352,6293,1176,2686,10157,4560,664,2255,7472,3461,225,1863,5554,1284,61,1180,2522,133,3,442,579,27243,8403,22563,58205,6,121,9784,9907,296,1891,6944,9134,7411,6312,7146,20874,13408,3674,4654,21736,12471,2470,4559,19492,9421,1362,3646,14431,7227,560,2879,10667,3217,174,1685,5073,430,17,617,1058,53881,16581,41906,112372
30908,0,13,1502,1517,14,204,1387,1600,708,951,1545,3209,1847,621,821,3288,1912,371,696,2983,1637,259,570,2462,1540,155,400,2096,1002,49,287,1339,208,14,117,345,8876,2636,7322,18833,0,21,1444,1467,35,319,1388,1747,1024,1014,1461,3502,2100,547,1134,3785,1967,367,1283,3618,1627,234,1121,2979,1453,111,1070,2629,722,40,735,1495,82,3,392,477,9011,2663,10018,21689,0,35,2949,2984,52,525,2767,3345,1737,1963,3003,6704,3947,1166,1956,7069,3885,737,1977,6595,3264,489,1689,5442,2994,268,1466,4727,1722,90,1021,2840,292,17,508,816,17893,5293,17340,40525
30909,0,25,1562,1591,45,376,2110,2528,942,1234,2521,4697,1694,612,1208,3515,1774,436,1277,3489,1646,295,1098,3042,1521,175,829,2526,983,61,512,1553,229,13,209,454,8835,3240,11315,23390,0,47,1544,1591,84,500,1990,2573,1256,1281,2132,4666,1882,588,1298,3770,1875,411,1590,3877,1630,241,1618,3490,1387,109,1366,2862,716,38,1072,1818,93,8,576,676,8930,3219,13179,25319,3,75,3101,3177,130,881,4094,5100,2198,2510,4650,9361,3579,1202,2504,7284,3652,847,2868,7365,3275,539,2715,6533,2906,282,2198,5386,1699,101,1580,3377,327,20,781,1126,17760,6455,24491,48709
30910,0,12,862,878,29,174,1008,1206,517,821,1715,3052,1049,466,902,2412,1228,321,962,2507,1372,286,870,2526,1487,220,775,2478,938,83,399,1423,184,18,134,337,6796,2405,7627,16827,0,28,815,842,46,289,937,1267,719,874,1351,2944,1219,394,859,2475,1389,294,944,2631,1424,255,1005,2687,1340,144,1005,2489,652,51,755,1457,74,4,285,362,6862,2334,7960,17160,0,42,1674,1716,74,467,1941,2476,1234,1694,3066,5993,2257,863,1761,4882,2614,612,1908,5138,2797,539,1877,5210,2821,368,1781,4970,1590,136,1156,2884,261,22,418,705,13655,4740,15582,33981
31001,0,19,2339,2364,73,263,2180,2521,1593,1120,2465,5183,2782,571,1287,4637,2585,405,1244,4238,2257,230,1143,3635,1485,116,692,2288,773,31,368,1172,204,3,163,368,11761,2767,11877,26401,3,36,2273,2322,180,381,1816,2383,2251,1161,2200,5607,3097,562,1525,5185,2578,391,1703,4674,1901,194,1629,3725,1206,84,1321,2611,547,22,975,1538,99,5,466,564,11867,2832,13906,28604,4,59,4614,4679,252,650,3998,4905,3845,2277,4667,10786,5885,1132,2812,9827,5167,794,2953,8912,4160,425,2770,7356,2691,205,2006,4900,1316,55,1336,2701,303,7,624,935,23624,5604,25780,55004
31002,0,26,1848,1873,38,244,1169,1452,877,749,1187,2812,1779,548,872,3195,2259,571,1093,3925,2677,430,1175,4280,2519,202,1056,3781,1293,63,546,1892,201,5,174,385,11646,2837,9116,23597,4,52,1789,1846,82,334,994,1412,1190,835,1101,3126,2076,593,973,3645,2540,577,1178,4290,2784,413,1219,4415,2309,156,1161,3622,900,36,838,1770,70,3,339,410,11947,2986,9601,24533,4,76,3635,3714,122,581,2159,2864,2065,1581,2284,5933,3857,1142,1843,6842,4794,1145,2276,8218,5457,841,2400,8698,4825,359,2217,7402,2193,91,1384,3662,272,10,516,799,23588,5822,18714,48128
31003,0,56,3431,3492,78,711,2527,3319,2241,2063,2951,7252,3546,1148,2111,6803,3537,858,2084,6476,3505,511,1913,5927,2692,213,1218,4121,1446,59,610,2113,338,13,234,587,17388,5626,17082,40097,3,101,3271,3377,151,971,2204,3328,2893,2213,2989,8097,3940,1098,2242,7280,3693,829,2612,7140,3415,454,2416,6284,2445,139,2000,4581,1122,50,1462,2631,153,7,686,847,17816,5865,19890,43572,7,154,6705,6863,232,1690,4731,6650,5131,4279,5939,15353,7483,2244,4356,14084,7231,1689,4704,13619,6921,962,4333,12211,5139,351,3218,8705,2566,109,2067,4746,495,16,923,1431,35205,11493,36974,83668
31004,0,45,3352,3403,88,600,2582,3277,2527,2068,2838,7435,4666,1129,1779,7576,3470,667,1448,5583,2549,341,1039,3928,1576,113,682,2368,676,19,295,994,99,0,70,171,15655,4983,14094,34729,4,90,3254,3349,188,839,2354,3378,3516,2187,2791,8494,4916,1084,2113,8109,3293,600,1923,5817,2295,275,1611,4178,1309,92,1172,2568,431,17,637,1083,41,4,236,281,15993,5184,16083,37255,9,140,6606,6749,274,1441,4939,6653,6048,4254,5631,15931,9578,2207,3896,15681,6762,1267,3373,11397,4845,622,2647,8108,2884,200,1854,4937,1108,34,935,2074,142,9,301,447,31650,10167,30178,71985
31101,0,12,383,390,8,52,237,296,168,153,239,558,337,113,199,648,443,128,271,837,503,98,285,890,554,46,274,875,295,18,147,461,53,0,47,105,2369,618,2080,5068,0,16,398,414,22,77,186,282,213,179,238,632,414,134,276,822,463,128,350,944,530,92,320,953,528,35,311,869,202,8,235,448,30,0,103,133,2412,661,2421,5494,0,24,783,808,29,127,425,574,387,329,477,1192,748,246,472,1467,908,256,619,1778,1036,191,610,1842,1081,81,583,1746,500,22,380,909,84,0,157,237,4779,1284,4500,10557
31102,0,15,1242,1264,62,319,1062,1442,944,856,1344,3135,1246,473,888,2604,1177,316,924,2415,1187,214,727,2134,1121,73,586,1788,700,44,292,1027,125,7,119,253,6561,2316,7184,16065,6,33,1138,1170,111,437,865,1410,1158,916,1220,3298,1348,420,932,2699,1255,303,1067,2617,1168,177,994,2342,1071,72,928,2071,503,32,680,1213,54,6,277,340,6681,2387,8099,17157,7,47,2379,2432,167,750,1925,2848,2096,1773,2562,6434,2596,884,1824,5306,2426,621,1985,5029,2365,391,1722,4474,2204,148,1515,3853,1200,71,968,2241,183,13,400,591,13238,4704,15281,33219
31103,0,46,3059,3107,116,556,2467,3138,1923,1537,2946,6412,3058,824,1545,5427,2885,598,1298,4777,2858,395,1200,4455,2019,151,758,2929,848,37,337,1219,155,0,93,244,13852,4143,13708,31705,3,77,2817,2902,221,746,2124,3087,2605,1633,2501,6742,3266,823,1825,5912,2925,584,1725,5239,2712,340,1676,4726,1722,105,1305,3127,565,34,795,1389,64,0,284,344,14078,4341,15053,33467,3,124,5881,6007,337,1298,4591,6227,4528,3174,5453,13151,6318,1649,3366,11338,5811,1181,3022,10015,5571,731,2880,9177,3740,256,2066,6058,1419,67,1127,2616,211,0,377,591,27932,8486,28761,65171
