SA3_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
10704,0,24,26,52,16,19,6,4,0,144,0,12,15,39,52,23,23,15,4,179,0,5,9,37,30,83,177,171,128,633,0,4,15,20,6,4,3,0,0,57,0,9,12,51,9,18,3,0,0,99,3,5,5,28,19,43,29,16,9,146,3,3,30,49,19,19,15,10,0,143,0,0,0,3,6,8,15,9,3,47,0,0,0,0,3,4,3,3,0,16,0,5,5,43,18,5,7,7,0,88,0,0,25,120,6,0,0,0,0,158,0,3,4,14,20,23,70,80,20,239,5,33,78,220,152,134,86,42,8,756,0,0,5,30,56,133,157,108,39,525,9,13,36,187,14,9,3,0,0,270,0,0,0,11,8,4,6,0,0,27,3,22,27,130,33,20,5,8,0,249,0,0,0,17,11,13,26,10,0,82,0,0,0,4,0,0,0,0,0,8,0,5,5,43,52,108,91,68,21,394
10801,0,0,0,0,0,3,0,0,0,8,0,0,0,4,3,3,6,6,4,22,0,0,0,0,0,6,14,7,3,40,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,0,0,5,3,3,3,3,0,0,10,0,0,0,0,0,3,14,11,3,32,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,36,0,0,0,0,0,8,13,26,4,57,0,5,4,16,49,45,56,31,3,206,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,5,7,0,0,14,0,7,3,16,0,0,0,3,0,33,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,29,11,9,66
10802,0,0,0,5,0,0,0,0,0,8,0,0,0,0,4,0,6,0,0,17,0,0,0,0,0,4,11,4,11,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,0,3,0,16,0,0,0,10,3,10,3,0,0,21,0,0,0,0,0,0,6,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,31,0,0,0,4,0,8,30,17,7,57,0,3,7,38,37,73,51,24,8,246,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,5,8,0,0,17,3,7,14,13,7,0,0,0,0,44,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,23,28,9,4,71
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,0,0,0,5,0,0,0,0,0,10,0,7,0,21,15,13,23,23,4,109,0,0,0,9,4,16,30,16,5,69,0,3,0,3,5,0,3,0,0,18,0,0,0,17,0,0,0,0,0,23,0,0,0,0,4,0,0,6,0,11,0,5,0,13,10,19,0,6,0,43,0,0,0,0,0,3,20,12,4,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,8,54,0,0,0,0,0,63,0,0,0,10,4,13,39,54,12,133,0,13,16,94,109,103,126,82,21,568,0,0,0,0,0,0,0,0,0,3,0,0,0,22,3,0,0,0,0,23,0,0,0,4,16,6,0,0,0,27,4,6,12,56,17,13,6,0,0,111,0,4,0,3,4,0,9,4,0,26,0,0,0,3,0,0,0,0,0,3,0,12,5,8,18,32,63,59,7,206
10805,0,0,0,4,0,0,0,0,0,3,0,0,0,8,7,0,12,12,4,42,0,0,0,0,0,6,24,17,3,54,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,0,3,0,0,8,0,0,0,4,0,4,3,4,0,12,0,0,0,0,0,6,10,3,0,23,0,0,0,0,0,3,3,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,4,16,0,0,0,0,0,20,0,0,0,0,4,11,46,35,6,105,0,8,3,32,39,60,72,33,4,255,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,5,4,36,10,5,5,0,0,63,0,0,0,0,0,4,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,22,32,28,3,87
10901,0,0,0,6,0,0,0,0,0,5,0,0,4,13,5,3,4,7,0,43,0,0,0,10,3,3,19,8,3,53,0,3,0,3,3,0,0,0,0,6,0,0,0,16,0,0,0,0,0,20,0,0,0,6,6,0,0,0,0,15,0,0,8,7,6,3,0,0,0,25,0,0,0,0,0,0,5,3,0,7,0,0,0,3,5,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,20,59,89,5,0,0,0,0,174,0,0,0,8,0,11,43,43,3,107,0,17,14,106,59,66,61,21,3,348,0,0,0,0,0,0,0,0,0,4,0,3,5,27,0,0,0,0,0,44,0,0,0,0,8,5,3,0,0,20,0,14,33,78,27,10,7,4,0,166,0,0,0,0,0,4,6,0,0,14,0,0,0,0,5,0,0,0,0,12,0,0,3,4,16,19,27,24,7,94
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,20,12,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,13,0,0,0,4,0,0,4,3,0,10,4,0,3,12,8,10,12,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8
10903,0,0,0,6,4,0,0,0,0,9,0,0,0,9,0,0,6,3,0,19,0,0,0,7,0,4,24,18,9,54,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,21,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,5,3,6,29,21,3,64,0,0,10,36,31,43,36,15,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,7,12,39,9,4,4,0,0,77,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,28,12,3,67
11001,13,79,84,65,19,9,5,0,0,270,0,0,0,6,9,0,0,4,0,23,0,0,0,0,0,0,0,4,0,13,0,4,0,4,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,7,9,3,8,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,12,99,3,0,0,0,0,125,0,4,0,0,3,4,13,10,0,38,0,6,21,43,25,39,40,19,6,194,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,4,5,3,3,6,0,0,13,0,12,3,38,6,4,0,0,0,59,0,0,0,0,0,0,0,3,0,9,0,0,0,7,0,0,0,0,0,6,0,0,3,4,8,14,9,13,0,61
11002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,3,0,17,0,0,0,0,0,0,3,8,6,20,0,0,0,5,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,3,9,0,3,0,0,0,21,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,23,0,0,0,0,0,8,15,6,3,33,0,4,7,24,27,43,51,17,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,4,0,0,6,0,3,0,0,20,0,18,15,18,17,8,0,0,0,70,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,13,0,0,0,0,3,10,14,8,6,42
11003,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,8,3,0,9,0,4,0,12,20,19,19,0,3,78,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,6,0,4,4,17,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6
11004,0,0,0,3,0,0,0,0,0,4,0,3,0,10,4,5,5,4,0,30,0,6,0,4,0,4,5,6,3,24,0,3,0,4,0,0,0,0,0,8,0,0,8,8,4,0,0,0,0,21,0,0,0,0,5,4,6,6,0,11,0,4,5,19,17,0,0,0,0,51,0,0,0,0,0,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,25,5,0,4,0,0,37,0,0,5,105,0,0,0,0,0,116,0,0,0,3,5,0,16,23,3,52,0,11,15,68,61,57,52,23,3,280,0,0,0,0,0,0,0,0,0,0,0,4,9,38,3,0,0,0,0,52,0,0,0,4,9,8,6,0,0,30,3,43,55,116,55,7,0,0,0,280,0,0,0,0,0,0,5,0,0,7,0,0,0,4,0,0,0,0,0,5,0,9,3,3,7,19,19,9,4,72
11101,3,3,0,7,0,0,0,0,0,20,0,5,10,39,26,24,19,11,0,134,0,0,4,7,6,22,33,49,21,142,0,9,3,6,0,0,3,0,0,24,0,5,8,34,4,5,0,0,0,58,0,0,0,6,0,3,4,0,0,13,0,0,3,31,19,27,28,9,0,108,0,0,0,0,0,8,12,7,3,36,0,0,0,6,0,4,3,0,0,9,0,0,0,4,0,5,0,0,0,8,0,0,7,55,0,0,0,0,0,63,0,3,6,5,7,4,60,35,20,137,0,36,45,161,155,128,95,38,9,670,0,0,0,0,6,9,35,18,7,83,0,5,0,25,0,0,4,0,0,36,0,3,0,11,16,7,0,0,0,38,5,11,14,53,18,9,4,0,0,110,0,0,0,5,3,8,10,6,3,41,0,0,0,7,4,6,7,4,0,28,0,7,7,31,40,47,71,54,16,281
11102,0,0,0,4,0,0,0,0,0,11,0,5,6,14,6,8,18,10,7,71,0,3,0,6,6,10,18,16,7,72,0,0,0,0,3,0,0,0,0,3,0,0,0,25,9,0,0,0,0,33,0,0,0,3,3,6,3,0,0,16,0,0,0,16,8,10,7,3,0,48,0,0,0,0,0,5,20,14,3,47,0,0,0,0,0,4,5,3,0,24,0,0,0,0,0,0,0,0,0,5,0,0,5,46,5,0,0,0,0,59,0,5,0,8,13,20,37,33,13,121,0,25,32,141,99,144,115,75,15,653,0,0,0,0,0,5,3,0,0,11,0,4,0,22,6,0,0,0,0,38,0,0,3,9,9,14,7,0,0,37,5,11,19,46,16,10,4,0,0,107,0,0,0,10,6,7,13,5,0,37,0,0,4,11,3,3,6,0,0,33,0,9,3,10,22,41,44,32,10,157
11103,0,6,8,17,6,0,3,0,0,52,0,19,8,74,41,19,20,10,3,188,0,0,3,34,10,28,73,68,73,289,4,9,15,25,3,5,8,0,0,64,3,15,22,111,32,14,3,4,0,200,0,7,0,6,3,4,5,0,0,35,0,7,45,90,35,20,13,8,0,225,0,0,0,0,0,3,11,7,0,17,0,0,0,8,0,3,0,0,0,22,0,3,4,12,5,0,0,0,0,25,0,8,55,206,7,0,0,0,0,275,0,5,3,15,13,9,22,37,11,116,6,47,80,318,192,158,110,38,13,956,0,0,0,16,26,78,112,66,27,327,3,23,85,236,11,0,4,3,0,376,0,0,3,10,14,7,9,0,0,52,6,33,59,175,48,13,8,6,0,344,0,0,0,25,14,13,30,10,16,102,0,0,9,15,9,14,5,0,0,50,0,10,10,54,36,61,59,43,18,301
11201,0,0,0,0,0,0,0,0,0,0,0,7,0,40,24,14,16,4,3,116,0,3,9,119,15,15,19,17,13,213,0,3,10,55,10,0,6,0,0,94,0,0,3,17,0,0,0,0,0,24,0,0,0,0,0,7,0,0,0,13,0,3,0,10,3,10,7,3,0,38,0,0,0,0,0,6,3,0,0,19,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,29,0,6,4,24,10,15,39,29,9,129,0,29,33,242,155,171,149,42,7,824,0,0,0,0,3,5,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,0,0,12,28,13,11,0,0,61,0,6,5,28,9,6,0,0,0,63,0,0,0,7,4,5,6,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,3,23,21,29,41,27,4,152
11202,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,8,8,3,3,43,0,4,0,12,3,9,22,26,22,96,0,0,4,10,0,6,0,0,0,17,0,0,5,10,0,3,0,0,0,18,0,0,0,0,0,6,0,0,0,3,0,0,4,16,5,9,5,0,0,33,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,6,30,0,0,0,0,0,39,0,0,3,6,12,11,18,18,6,81,0,7,14,75,79,125,87,19,5,416,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,11,0,0,4,12,15,6,6,0,0,38,0,14,7,31,3,0,0,0,0,64,0,0,0,0,3,4,5,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,5,10,9,22,22,11,3,83
11203,0,0,0,0,0,0,0,0,0,3,0,4,4,35,19,11,12,19,10,107,0,0,0,27,6,7,35,28,12,117,0,9,0,24,15,4,7,0,0,63,0,0,3,3,5,0,0,0,0,17,0,0,0,0,0,0,4,0,0,7,0,0,3,6,10,17,14,5,0,50,0,0,0,0,0,5,12,12,3,35,0,0,0,0,0,5,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,32,0,0,0,9,8,13,56,46,16,148,3,29,60,305,248,233,238,135,39,1282,0,0,0,0,0,5,3,0,0,4,0,0,0,9,0,0,0,0,0,13,0,0,3,7,24,21,0,3,0,67,0,28,23,64,19,7,8,0,0,151,0,0,0,8,4,0,12,7,4,32,0,0,0,8,5,0,0,0,0,8,0,4,3,10,27,39,65,58,27,242
11301,0,0,0,0,0,0,0,0,0,7,0,0,0,16,5,4,0,0,0,29,0,4,6,31,15,49,144,160,96,489,0,0,0,0,0,0,0,0,0,3,0,0,5,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,6,9,31,134,24,24,4,0,0,231,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,15,0,5,0,0,0,22,0,0,0,0,0,3,6,6,0,28,3,39,56,94,42,29,26,0,0,291,0,0,0,0,0,0,0,0,0,0,0,7,17,58,27,7,0,0,0,119,0,0,0,3,0,0,0,0,0,9,6,33,35,141,42,15,3,0,0,272,0,0,0,0,0,0,0,0,0,4,0,3,21,18,18,16,8,0,0,89,0,0,0,4,3,7,0,4,5,31
11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,22,0,0,14,31,25,21,21,6,0,111,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,0,0,0,0,21,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,14
11303,10,101,101,115,45,13,8,3,0,393,0,11,3,11,14,9,3,10,0,57,0,5,0,8,4,10,22,8,3,56,0,0,3,3,3,0,0,0,0,15,0,3,3,18,0,3,0,0,0,26,0,0,0,6,3,3,5,0,0,14,3,32,3,38,13,14,5,0,0,113,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,8,0,7,8,78,17,6,0,0,0,119,0,0,16,84,3,0,0,0,0,106,0,0,4,3,6,8,25,17,9,72,6,18,19,120,61,67,49,20,7,370,0,0,0,0,0,0,0,0,0,0,0,9,5,38,10,4,0,0,0,77,0,0,4,11,8,4,0,0,0,34,0,32,33,124,42,4,0,0,0,248,0,0,0,3,0,5,0,3,0,8,0,0,3,35,5,0,4,0,0,47,0,0,3,14,9,18,19,17,3,89
11401,0,0,0,11,0,3,4,0,0,18,0,4,0,16,19,21,22,24,5,101,0,0,0,8,15,20,75,55,19,200,0,0,3,7,4,0,0,0,0,17,0,5,8,23,4,0,0,0,0,42,0,0,0,5,5,4,3,0,0,23,0,0,0,8,7,15,5,0,0,40,0,0,0,0,0,23,53,31,13,127,0,0,0,4,0,6,6,11,3,33,0,0,0,0,0,0,0,0,0,6,0,0,3,71,3,0,0,0,0,85,0,0,0,3,8,16,73,68,16,194,0,17,31,114,118,126,158,72,13,652,0,0,0,0,0,7,9,7,0,21,0,11,3,19,0,0,0,0,0,33,0,0,0,0,15,10,6,0,0,28,5,22,20,80,19,7,3,0,0,150,0,0,0,3,4,4,20,6,4,45,0,0,0,8,3,3,0,0,0,14,0,0,0,17,21,60,82,74,21,270
11402,0,0,0,3,0,4,6,0,0,5,0,3,0,20,16,16,16,20,0,90,0,0,7,14,13,19,40,26,13,125,0,0,0,0,0,3,6,0,0,13,0,0,0,12,3,0,0,0,0,24,0,0,0,4,7,4,0,4,0,16,0,6,0,9,3,12,5,3,0,35,0,0,0,0,0,4,12,13,0,34,0,0,0,0,0,4,6,0,5,17,0,0,0,0,0,3,0,0,0,4,0,5,16,192,3,0,0,0,0,217,0,0,0,6,6,10,33,23,8,87,0,10,10,57,73,85,89,54,7,380,0,0,0,3,8,4,5,0,0,21,0,0,0,17,0,3,0,0,0,25,0,0,0,0,8,0,0,0,0,16,0,12,12,54,9,3,0,0,0,97,0,0,0,4,0,5,15,5,0,35,0,0,0,0,0,0,0,0,0,0,0,4,5,10,24,35,59,44,9,185
11501,0,0,6,30,24,17,13,0,0,88,0,6,22,66,45,48,31,17,0,243,0,0,4,36,33,80,162,86,37,442,0,16,15,11,19,7,0,5,0,81,4,111,160,414,410,207,114,57,14,1487,0,0,13,56,90,88,77,43,3,371,3,54,83,250,159,173,214,112,17,1056,0,0,0,3,6,22,46,38,9,120,0,0,3,13,10,16,17,9,4,78,0,0,6,29,19,9,19,3,0,86,0,0,17,73,36,5,5,0,0,148,4,5,13,6,14,30,35,35,23,174,9,70,151,223,178,182,99,48,10,968,0,0,0,7,0,8,4,3,0,23,3,82,50,267,90,51,35,9,5,600,0,0,0,5,17,17,6,0,0,42,0,21,74,254,143,150,166,36,12,859,0,4,0,30,32,43,69,12,9,194,0,0,0,4,5,0,0,0,0,9,0,10,13,31,43,39,52,40,14,239
11502,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,9,11,9,0,57,0,0,0,8,9,24,62,70,35,205,0,0,0,0,0,0,0,0,0,0,0,5,10,14,17,14,3,0,0,58,0,0,4,27,33,49,36,27,7,183,0,5,6,6,13,16,8,6,0,72,0,0,0,0,5,11,16,10,4,44,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,11,11,11,3,42,3,3,10,35,38,54,23,15,4,182,0,0,0,0,0,3,0,0,0,7,0,0,0,15,4,8,0,0,0,26,0,0,0,3,0,3,0,0,0,10,0,0,3,11,13,12,4,0,0,40,0,0,0,6,0,5,7,0,0,20,0,0,0,13,0,0,0,0,0,14,0,0,0,11,3,11,11,8,5,48
11503,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9,4,8,0,44,0,0,0,0,3,11,21,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,6,5,6,0,0,25,0,0,0,0,4,0,0,0,0,11,0,0,0,7,10,29,45,20,8,113,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,20,12,3,49,0,4,3,28,40,29,14,10,0,133,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,8,0,4,0,0,17,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,6,10,8,0,39
11504,0,0,0,13,3,10,4,0,0,36,0,0,12,39,14,11,5,8,4,93,0,0,0,12,14,17,32,21,16,109,0,9,3,5,0,0,0,0,0,16,0,16,21,86,57,13,12,6,0,217,0,0,0,20,18,31,7,3,3,76,0,11,16,62,37,27,13,5,0,171,0,0,0,12,8,27,81,46,14,187,0,0,0,9,6,4,4,0,0,29,0,0,0,7,7,0,5,0,0,20,0,3,9,105,15,0,5,0,0,139,0,0,0,9,5,3,14,7,0,30,4,35,52,101,68,61,25,15,0,358,0,0,0,0,4,5,4,0,0,6,3,56,34,195,36,41,8,3,5,378,0,0,0,9,7,3,0,0,0,13,0,37,59,276,145,118,66,10,3,712,0,0,0,8,6,8,14,0,0,31,0,0,0,7,5,0,0,0,0,8,0,4,6,13,16,20,16,9,0,90
11601,3,12,22,63,45,19,14,6,0,180,0,4,0,30,11,23,22,16,5,115,0,0,3,22,18,47,94,97,38,320,0,3,9,3,5,0,0,0,0,23,0,14,47,159,102,104,69,35,8,529,0,12,14,122,106,128,119,48,10,550,0,10,18,103,35,40,44,22,3,269,0,0,0,11,23,62,216,144,48,502,0,0,8,21,16,19,35,18,0,109,0,3,15,80,66,50,31,18,4,271,0,26,112,557,63,15,11,4,0,783,0,4,0,4,4,11,35,30,16,110,18,112,226,458,219,176,86,12,0,1313,0,0,0,3,5,6,12,10,4,40,5,51,87,377,62,68,38,9,3,692,0,5,3,11,6,4,3,0,0,30,20,145,313,1287,638,581,450,126,16,3574,0,0,0,23,17,35,63,26,23,197,0,11,16,60,47,33,16,7,0,191,0,0,0,13,11,26,41,32,9,127
