SA3_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
12503,19,136,397,1527,336,204,84,16,8,2719,5488,9298,7265,8549,2796,2053,1629,779,322,38190,0,5,33,171,41,13,12,3,0,285,0,0,0,47,26,41,22,18,4,153,0,0,0,22,0,4,4,0,0,34,0,0,10,49,48,42,37,15,3,198,0,4,0,14,4,3,4,0,0,31,0,0,3,43,26,43,38,24,7,186,9,41,221,1158,453,642,349,145,79,3093,0,0,0,22,23,45,69,74,18,255,5,9,16,117,38,47,60,27,12,330,0,8,14,47,54,119,112,80,29,462,0,12,35,246,136,143,94,46,4,718,0,0,0,5,4,3,6,0,4,17,0,0,4,22,15,5,36,37,3,126,0,0,3,15,14,28,67,78,39,249,3,3,18,98,26,71,54,16,5,292,17,113,321,1404,273,156,108,52,22,2463,0,15,16,97,49,29,28,10,0,238,0,52,127,615,100,68,28,15,6,1017
12504,0,14,26,209,53,35,29,20,4,399,4442,6247,4319,7182,3040,2124,1569,1050,370,30344,0,29,41,328,73,50,17,5,0,549,0,0,3,25,15,21,8,4,0,82,0,0,10,34,6,0,7,0,0,57,0,0,5,20,5,11,7,0,0,44,4,7,12,32,6,16,5,0,0,79,0,3,7,41,29,14,14,16,0,127,0,106,203,1229,416,672,451,169,90,3347,0,0,0,14,19,25,17,33,13,125,0,19,6,57,12,23,29,33,4,194,4,33,38,175,137,181,172,122,47,914,0,11,25,184,83,87,57,15,5,469,0,0,0,27,7,8,10,0,0,46,0,4,3,29,16,6,27,23,4,116,0,0,0,7,5,21,36,67,39,171,3,11,33,199,59,122,76,21,3,527,461,1786,1648,12776,1370,484,297,96,21,18940,0,9,34,102,32,26,32,14,0,247,6,41,60,527,162,113,61,19,4,990
12601,0,0,0,9,0,3,5,0,0,18,1165,2844,2306,2308,1325,1229,995,634,265,13070,0,3,12,47,21,3,4,4,0,102,0,0,0,0,0,0,0,0,0,0,0,5,0,23,7,0,0,0,0,33,0,0,0,6,5,5,0,0,0,14,0,4,10,17,3,8,10,0,0,52,0,4,0,0,3,5,4,7,0,26,15,220,209,1452,520,476,334,125,63,3415,0,0,0,0,0,4,5,0,0,11,0,0,0,10,0,0,10,4,5,36,6,25,57,94,148,108,97,69,33,629,0,0,3,11,13,9,7,4,0,53,0,0,0,19,12,0,3,0,0,40,0,0,7,10,7,7,11,15,8,62,0,0,0,3,0,5,4,10,3,25,4,58,66,307,129,244,213,28,10,1051,35,252,81,961,263,183,88,25,14,1910,0,0,6,48,24,12,14,6,0,116,0,0,3,111,28,27,23,9,0,214
12602,0,0,4,58,24,24,19,12,0,142,3750,6657,6025,8808,3952,3272,2164,1182,585,36386,0,13,86,237,18,3,5,0,0,371,0,0,0,11,10,9,9,7,3,46,0,8,6,143,22,5,4,0,0,195,0,0,3,14,13,0,6,0,0,43,3,0,13,65,26,15,19,9,0,147,0,0,0,21,10,18,15,12,0,79,23,266,594,3665,775,1154,802,304,197,7781,0,0,0,20,10,32,37,42,11,148,0,20,4,71,22,39,35,39,19,262,10,72,83,365,353,311,231,148,40,1613,0,3,0,44,40,47,27,12,6,182,0,8,13,76,21,11,4,6,0,139,3,3,6,64,39,16,46,39,14,227,0,0,8,20,15,35,51,77,38,253,9,69,116,700,240,320,289,67,21,1828,46,162,223,1845,258,163,119,61,18,2902,7,24,83,287,96,76,64,32,10,670,3,23,36,639,117,113,98,39,23,1088
12701,0,0,0,60,11,14,6,0,0,96,5976,9984,7637,10472,3093,2082,987,453,119,40803,0,17,8,228,43,19,10,0,0,332,0,0,5,113,48,47,42,16,0,270,0,0,0,17,4,0,3,0,0,28,4,17,37,246,173,122,95,17,3,705,0,6,3,11,5,0,0,0,0,31,0,0,5,98,91,104,86,39,7,434,0,17,27,191,127,149,95,33,13,641,0,0,0,75,53,80,85,54,17,360,0,35,21,98,44,44,40,20,5,308,3,44,32,117,85,140,98,60,10,582,0,21,87,675,389,382,211,55,13,1835,0,0,3,17,4,7,6,0,0,36,0,0,6,23,16,13,29,19,3,118,0,6,9,24,9,42,36,36,9,164,0,0,7,39,9,14,7,4,0,78,5,105,102,1009,259,110,67,21,0,1680,0,9,18,63,28,13,14,4,0,145,0,13,21,137,54,55,26,20,5,333
12702,3,6,28,85,19,9,4,0,0,154,4591,9558,9322,9107,2447,2172,1262,520,159,39135,0,0,0,25,3,5,0,0,0,38,0,0,5,113,73,108,80,38,9,429,0,0,0,6,0,0,3,0,0,14,8,63,148,774,680,793,541,214,57,3282,0,0,6,16,0,6,0,0,0,32,0,3,15,67,116,103,178,115,11,601,0,33,62,354,225,330,266,147,132,1544,0,0,3,85,75,173,223,205,77,849,0,4,6,38,19,35,42,24,16,179,7,12,6,29,41,118,124,71,32,436,0,16,19,170,111,133,92,22,10,570,0,0,6,14,3,3,7,0,0,46,0,4,3,21,14,17,47,66,9,189,0,10,21,18,10,24,48,52,14,191,0,0,3,80,18,40,35,3,3,199,0,10,33,135,52,39,42,14,7,327,0,0,9,73,28,21,28,10,0,168,0,21,52,205,88,112,73,50,27,617
12703,0,0,4,73,17,12,7,0,0,118,4790,8019,6417,8293,2958,1985,1134,654,202,34449,0,21,27,338,105,65,37,10,0,600,0,5,7,168,81,135,73,39,3,522,0,0,3,29,5,5,3,0,0,51,3,4,13,110,61,37,27,19,4,284,0,7,5,19,14,3,0,0,0,52,0,0,4,67,47,65,48,37,6,273,0,25,42,383,128,176,132,41,15,944,0,0,5,105,77,100,96,66,21,467,4,72,54,250,98,126,72,54,10,742,0,32,24,94,99,138,104,75,36,600,5,36,77,607,383,378,182,76,12,1757,0,5,0,19,9,0,0,0,0,36,0,6,11,25,17,14,32,19,19,134,0,4,9,42,26,60,77,95,24,336,0,6,7,68,30,26,26,0,0,161,14,148,281,1265,515,342,143,47,11,2766,3,12,30,183,47,49,49,19,0,383,0,13,24,150,29,31,7,6,0,262
12801,0,0,0,0,0,0,0,0,0,0,3279,6613,6091,10602,5777,5189,3837,2183,961,44541,0,0,5,11,9,9,0,0,0,31,0,0,0,15,17,18,16,8,0,74,0,8,3,179,7,5,4,0,0,216,0,0,5,13,4,0,3,4,0,26,10,4,7,44,28,21,9,3,0,122,0,7,0,17,24,20,13,9,0,92,0,27,42,288,104,191,130,40,20,844,0,0,0,15,7,28,26,34,10,120,0,9,8,47,23,49,65,61,13,286,15,111,108,512,405,394,355,255,99,2238,0,3,0,26,13,17,13,5,0,74,0,4,0,24,11,10,12,8,0,75,0,5,15,39,28,23,35,50,21,209,0,5,4,21,17,62,98,79,46,335,4,18,16,58,32,44,54,7,4,233,0,6,38,104,42,28,25,15,9,258,0,3,7,33,16,9,11,8,5,107,0,3,7,26,10,9,4,0,0,53
12802,0,0,0,0,0,0,0,0,0,0,3245,7345,6500,10370,5661,4594,3590,1817,615,43735,0,0,0,21,0,6,0,0,0,26,0,0,0,13,10,11,5,3,0,49,5,3,0,65,14,8,4,0,0,94,0,0,0,5,0,6,0,0,0,13,5,7,11,22,27,13,13,4,0,100,0,3,0,23,21,18,17,9,0,97,0,15,21,215,88,131,109,34,13,639,0,0,0,10,12,19,22,30,0,89,0,0,6,31,25,44,55,29,6,188,8,87,103,460,400,443,285,258,66,2120,0,0,0,24,24,14,12,3,0,89,0,3,0,34,18,11,5,3,0,74,0,5,0,26,28,32,45,51,10,195,0,0,0,11,10,44,69,48,17,200,0,8,6,44,15,41,46,5,0,173,0,11,12,138,49,49,31,16,15,319,0,0,9,13,12,16,20,0,5,75,0,3,0,33,4,3,10,0,0,55
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,7,0,0,0,0,0,7,159,198,367,1034,507,518,413,99,10,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,3,18,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,4,4,10,53,21,44,40,10,0,185,0,0,0,8,4,0,0,0,0,14,0,0,7,19,5,4,0,0,0,35,0,0,4,12,0,3,0,0,0,15,0,0,0,3,0,0,0,4,0,8,0,0,0,10,3,0,0,0,0,20,0,0,0,41,0,7,5,0,0,46,0,0,0,15,0,3,0,0,0,19,0,0,0,9,5,5,0,0,0,20
20101,0,0,4,5,4,0,0,0,0,13,3255,7146,6340,11715,5668,5383,4373,2289,746,46910,0,0,8,30,11,0,0,0,0,49,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,0,0,21,12,16,14,4,0,69,0,0,0,3,3,3,0,3,0,17,0,22,33,151,28,33,19,8,0,296,0,0,0,4,4,9,23,22,9,64,0,0,11,4,3,0,4,9,0,36,0,62,51,188,160,233,302,180,54,1232,0,3,5,9,3,3,6,0,0,31,0,3,5,12,0,7,5,0,0,30,0,4,3,9,14,12,66,29,5,148,0,0,0,0,0,0,13,12,5,38,0,5,4,10,8,3,5,0,0,36,6,40,173,654,96,17,17,9,0,1014,0,6,4,14,9,0,3,4,0,38,0,0,0,16,9,0,0,0,0,32
20102,0,0,0,0,0,0,0,0,0,0,676,1693,1282,2444,1766,1885,1630,707,170,12266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,4,0,5,9,4,0,31,0,0,0,4,6,0,4,0,0,7,0,0,0,14,0,4,0,0,0,26,0,0,0,0,4,9,6,4,4,27,0,0,0,0,0,0,0,3,0,10,0,5,11,52,106,159,172,106,27,635,0,0,0,0,3,0,0,0,0,8,0,0,0,3,4,0,7,0,0,11,0,0,0,7,5,11,35,8,0,80,0,0,0,0,0,4,9,4,0,21,0,0,0,4,0,0,3,0,0,11,0,0,0,22,5,5,3,0,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
20103,0,0,0,0,0,0,0,0,0,0,501,1399,1164,2082,1529,1648,1694,865,239,11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,8,0,12,0,0,0,0,0,0,0,0,0,9,0,4,8,14,59,110,142,104,20,457,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,5,0,0,0,4,0,0,0,3,4,11,24,13,5,55,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,20,0,3,0,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
20201,0,6,5,23,3,0,0,0,0,48,2942,6187,5352,10278,4796,4786,4351,2347,886,41928,0,3,5,22,6,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,3,3,8,7,3,7,3,0,37,0,0,0,0,0,0,0,0,0,3,0,7,10,69,20,8,4,4,0,133,0,0,0,0,0,6,6,3,0,18,0,3,8,15,7,5,3,5,0,44,0,18,32,99,120,156,195,128,33,785,0,0,4,9,6,3,0,0,0,23,0,0,5,8,0,0,8,0,0,22,0,0,3,12,9,11,29,22,6,95,0,0,0,0,3,9,5,5,3,28,0,3,3,9,3,0,0,0,0,30,0,55,72,423,59,19,16,6,0,649,0,0,4,3,7,3,0,4,0,21,0,12,3,10,3,0,0,0,0,29
20202,0,0,0,0,0,0,0,0,0,0,1209,2985,2154,4197,2873,3038,2831,1351,369,21013,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,3,19,13,6,6,0,0,50,0,0,0,4,0,7,0,0,0,7,0,3,0,14,3,5,6,0,0,33,0,0,0,0,0,3,5,6,0,26,0,0,4,0,3,3,0,5,0,11,0,32,31,117,188,262,269,187,40,1129,0,0,0,4,0,4,0,0,0,10,0,0,5,16,5,0,0,0,0,35,0,0,0,12,12,12,45,34,8,123,0,0,0,0,0,8,11,4,5,25,0,0,0,3,6,0,0,0,0,14,0,8,8,52,4,3,8,9,0,92,0,0,0,4,5,0,0,0,0,17,0,0,0,7,0,0,0,0,0,10
20203,0,0,0,0,0,0,0,0,0,0,261,621,491,904,657,888,783,322,110,5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,9,10,40,35,26,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,8,4,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,0,0,0,0,0,0,0,0,0,0,720,1686,1200,2332,1317,1149,864,330,74,9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,7,4,0,18,0,0,0,0,0,0,0,0,0,0,0,14,23,44,66,84,100,48,17,391,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,3,26,12,3,48,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20302,0,35,72,186,45,19,4,0,0,355,6064,11180,11079,21360,9703,8546,6558,3294,1152,78942,0,0,11,63,13,9,0,0,0,93,0,0,7,69,22,67,29,21,5,217,0,0,6,30,8,0,3,0,0,44,0,0,4,5,4,4,4,0,0,20,6,11,13,40,23,19,9,5,4,123,0,0,0,16,3,0,3,0,0,24,0,58,106,320,67,62,67,23,4,711,0,3,4,56,51,129,128,150,70,594,5,18,12,39,10,10,6,11,0,97,13,103,137,463,435,624,557,456,156,2940,0,3,8,32,14,7,3,0,0,69,5,8,9,38,12,18,5,0,4,90,3,7,11,34,47,35,159,113,53,459,0,0,7,3,18,24,43,50,22,171,0,21,28,24,5,10,13,0,0,96,17,102,466,2033,123,40,40,22,6,2855,0,8,13,50,12,9,8,0,0,98,3,29,47,119,31,23,3,4,5,262
20303,0,0,0,0,0,0,0,0,0,0,2477,5772,3968,8125,4437,4501,4852,2191,600,36928,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,15,0,0,0,10,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,8,5,42,28,10,11,3,0,106,0,0,0,7,0,0,0,0,0,16,3,5,6,27,9,3,10,0,0,66,0,0,0,6,7,23,18,13,4,64,0,0,0,5,0,5,19,10,3,45,5,76,91,266,278,351,464,286,83,1899,0,0,0,10,6,0,0,0,0,22,0,0,3,29,13,6,5,4,0,63,0,5,0,28,23,13,67,49,15,204,0,0,0,0,9,19,43,34,15,116,0,3,3,8,3,3,0,0,0,23,0,8,23,165,17,14,11,6,0,247,0,0,4,11,4,0,0,0,0,29,0,0,0,13,4,5,0,0,0,22
20401,0,0,0,4,0,0,0,0,0,4,1352,3132,2799,4958,3005,3543,3408,1627,448,24274,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,15,0,3,6,12,4,5,8,4,0,40,0,0,0,0,0,0,0,0,0,4,3,7,77,34,11,5,4,0,0,142,0,0,0,3,0,8,3,9,0,23,0,0,0,0,0,0,6,5,0,16,0,12,32,80,93,203,242,155,46,866,0,0,0,5,0,0,0,0,0,8,0,0,0,7,3,5,5,0,0,18,0,0,0,9,12,26,53,50,13,146,0,0,0,0,6,12,16,8,0,40,0,3,3,8,0,0,0,0,0,16,0,5,11,93,20,10,0,5,0,153,0,0,4,5,0,0,0,3,0,15,0,0,0,3,0,5,0,0,0,7
20402,0,0,0,3,0,0,0,0,0,3,1083,2625,2175,3975,2474,2860,2674,1444,464,19780,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,10,0,0,0,4,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,11,10,0,4,5,0,25,0,0,0,0,0,3,4,3,0,15,0,0,0,9,0,0,0,0,0,5,4,0,9,47,48,98,121,113,31,475,0,0,0,9,5,0,0,0,0,16,0,0,5,6,3,6,4,0,0,20,0,0,0,8,0,23,37,26,6,106,0,0,0,0,4,0,0,7,3,16,0,0,0,3,0,0,0,0,0,4,5,8,15,99,10,3,4,4,0,145,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4
20403,0,0,0,3,0,0,0,0,0,3,1977,4525,3851,7176,3837,4134,3570,1576,438,31088,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,4,0,11,0,0,0,3,0,0,0,0,0,8,0,4,3,3,0,0,0,0,0,16,0,0,4,18,11,8,8,0,0,51,0,0,0,0,0,0,0,0,0,0,0,5,3,24,4,7,5,0,0,47,0,0,0,0,7,10,13,26,8,60,0,0,0,3,3,0,0,0,0,12,0,18,26,107,127,222,242,159,27,929,0,0,0,4,7,5,0,5,0,22,0,0,4,10,6,3,12,4,0,36,0,3,3,9,9,35,105,52,19,240,0,0,0,0,0,3,9,4,0,13,0,0,3,7,8,0,0,0,0,19,0,18,26,161,26,6,11,3,0,259,0,0,0,6,0,0,0,0,0,10,0,0,0,9,0,4,0,0,0,16
20501,0,0,0,4,0,0,0,0,0,4,1681,3545,2755,5394,2679,2851,2540,1268,363,23065,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,3,6,0,42,0,0,0,0,4,0,3,0,0,10,0,9,0,26,3,7,0,0,0,48,0,0,0,0,0,4,7,6,0,25,0,0,0,7,0,0,0,4,0,5,0,20,25,105,117,200,236,171,38,921,0,0,5,0,0,7,0,0,0,15,0,0,0,0,0,0,3,0,0,4,0,5,0,9,6,15,40,46,9,133,0,0,0,0,0,3,6,4,6,19,0,0,0,6,0,0,0,0,0,9,0,11,13,107,24,9,14,6,0,181,0,0,4,14,0,0,5,0,0,27,0,0,0,3,0,0,0,0,0,9
20502,0,0,0,0,0,0,0,0,0,0,1055,2322,1917,3394,2129,2969,3277,1678,421,19164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,4,5,0,36,0,0,0,0,3,0,0,0,0,5,0,4,0,18,3,4,7,0,0,36,0,0,0,0,0,0,6,4,0,7,0,0,0,8,0,3,7,0,0,19,0,11,12,52,71,175,279,246,60,903,0,0,0,3,0,4,0,0,0,18,0,4,5,7,3,0,0,0,0,13,0,0,0,4,7,22,58,42,11,139,0,0,0,0,0,3,15,3,0,24,0,0,4,4,0,0,0,0,0,11,0,0,9,69,4,3,9,8,0,107,0,0,0,3,3,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7
20503,0,0,0,0,0,0,0,0,0,0,1567,3819,2852,5280,3439,4170,4142,1933,539,27744,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,17,6,11,15,0,0,49,0,0,0,3,5,7,7,9,0,28,0,3,0,17,13,12,5,0,0,50,0,0,0,0,0,5,8,10,5,31,0,0,0,0,0,0,17,4,0,18,5,14,34,110,149,324,522,335,87,1577,0,0,0,5,0,5,4,0,0,14,0,0,0,12,3,6,0,3,0,23,0,3,0,18,9,29,65,51,10,177,0,0,0,0,4,6,15,24,8,62,0,0,0,4,3,0,7,0,0,16,0,5,15,105,20,6,15,9,3,173,0,3,0,3,0,3,7,0,0,18,0,0,0,3,0,0,0,0,0,3
20504,0,0,0,6,0,0,0,0,0,5,1986,4390,3819,7343,3659,3994,3093,1385,376,30049,0,0,0,15,0,3,0,0,0,23,0,0,0,0,0,3,5,5,0,18,0,0,0,3,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,6,0,0,0,12,9,9,7,0,0,44,0,0,0,0,7,5,5,3,0,19,0,9,6,31,12,14,7,7,4,85,0,0,0,5,0,8,13,11,0,38,0,0,0,5,0,3,4,0,6,12,0,7,8,74,80,207,299,208,66,956,0,0,0,18,7,0,3,0,0,33,0,0,0,0,0,4,0,0,0,11,0,0,0,14,7,7,100,62,22,209,0,0,0,3,0,8,10,9,5,39,0,0,0,3,0,4,0,3,0,15,10,17,35,168,25,12,12,5,3,283,0,0,0,9,0,0,4,3,0,22,0,0,0,6,0,0,0,0,0,11
20505,0,0,0,0,0,0,0,0,0,0,1136,2493,2186,4312,2147,2591,2437,1045,295,18648,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,3,0,0,0,10,0,0,0,0,4,3,5,5,0,19,0,0,0,0,0,0,3,0,0,10,0,0,0,26,4,4,5,0,0,45,0,0,0,0,5,6,0,7,0,27,0,0,0,6,0,4,4,4,0,16,0,10,9,71,65,145,203,108,32,641,0,0,3,4,5,3,0,0,0,13,0,0,0,7,0,0,0,0,0,11,0,0,0,4,8,10,42,23,5,92,0,0,0,3,3,4,5,0,0,20,0,0,0,9,0,0,0,0,0,14,0,6,13,85,14,0,4,0,0,120,0,0,0,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9
