SA3_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
21703,6280,3739,3957,3894,4682,5416,4815,2745,1092,36630,4,6,6,11,10,24,28,9,9,106,0,9,3,0,7,0,0,0,0,22,110,181,252,150,182,262,155,81,47,1412,0,0,0,0,0,9,12,0,0,28,3,13,0,0,3,5,0,0,0,27,3,0,0,0,0,5,3,0,0,15,0,0,6,0,0,4,4,0,0,9,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,118,201,267,150,203,284,176,85,45,1529,124,208,272,161,215,306,207,95,53,1633,6404,3951,4234,4061,4899,5720,5023,2840,1149,38258
21704,9271,5459,5987,5917,6499,6853,5948,3227,1373,50534,4,4,0,12,5,19,15,15,13,97,4,0,0,0,3,4,12,3,0,24,182,252,273,168,181,252,193,96,95,1694,0,4,5,5,0,8,9,0,0,35,0,5,7,0,0,3,5,0,3,26,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,260,284,179,189,278,228,105,96,1805,188,265,289,189,199,298,243,122,111,1898,9457,5726,6276,6108,6697,7148,6192,3345,1481,52433
29797,0,0,6,16,3,14,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,31,0,0,26,57,107,77,12,0,0,270,0,0,0,15,9,14,0,0,0,37,0,0,0,13,12,8,0,0,0,27,0,0,10,3,9,0,0,0,0,25,0,4,11,32,26,46,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,129,176,145,12,0,0,525,0,9,45,129,176,145,16,0,0,524,0,9,52,140,182,158,16,0,0,565
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,13477,8458,7863,9387,9769,9381,7716,3696,1320,71067,3,5,13,5,9,6,8,15,4,72,4,9,9,4,12,10,22,9,4,84,6,0,5,4,0,3,10,0,0,35,189,219,200,144,122,117,90,51,25,1165,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,5,0,0,0,7,0,0,0,0,0,8,5,3,0,17,0,4,0,0,0,8,0,0,0,11,0,0,0,0,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,198,238,220,155,140,153,138,67,29,1338,204,245,230,161,144,153,151,83,32,1405,13683,8704,8095,9545,9916,9540,7858,3777,1350,72469
30102,15934,10174,8229,10569,12448,12373,11129,6688,2434,89977,13,15,12,14,11,31,37,19,8,166,7,15,17,12,11,18,32,14,8,141,3,8,15,3,9,7,33,16,0,100,210,353,290,207,268,365,248,150,104,2194,0,0,0,3,0,0,0,3,4,13,0,0,0,0,3,7,7,0,0,23,0,0,0,0,6,4,4,0,0,19,0,0,0,0,3,0,5,0,0,12,0,0,0,0,0,4,13,0,0,23,0,0,0,0,0,0,0,0,0,0,222,386,322,228,301,414,344,183,121,2520,236,398,332,234,318,447,380,208,137,2682,16166,10573,8564,10807,12759,12821,11514,6893,2566,92657
30103,14434,7791,8169,10662,10674,8191,5998,3396,1404,70721,6,8,8,16,9,8,8,11,8,82,10,11,10,13,10,31,31,10,5,131,0,0,12,6,5,14,14,12,0,55,146,205,197,145,132,140,87,40,21,1113,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,5,4,5,0,13,0,0,0,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,159,219,220,173,157,197,150,61,24,1354,169,225,227,181,167,201,160,69,32,1440,14603,8015,8401,10848,10839,8394,6157,3476,1433,72160
30201,8732,5475,5886,6713,5969,4831,3810,2375,1072,44861,3,0,0,0,0,0,0,5,0,13,3,4,9,5,0,16,8,4,5,55,0,0,0,0,3,0,3,0,0,13,89,127,134,73,71,74,44,21,29,661,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,94,132,147,85,78,96,66,30,29,760,100,135,148,83,78,97,68,36,29,776,8830,5610,6035,6789,6050,4930,3879,2410,1105,45636
30202,12715,8610,11632,10814,9369,7264,5465,3851,2202,71910,3,7,14,0,5,8,10,6,9,62,18,9,21,16,12,28,19,15,0,142,12,6,10,4,9,9,7,0,4,57,217,260,306,211,227,249,223,168,133,1991,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,3,0,0,0,13,0,0,3,0,0,7,4,0,0,19,4,0,0,0,0,0,3,0,0,14,0,0,4,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,247,276,346,237,247,299,273,182,137,2251,248,286,365,241,252,311,283,189,139,2316,12965,8899,11993,11053,9621,7574,5748,4037,2343,74225
30203,6824,4759,7943,6922,5279,4288,3052,1656,760,41480,0,6,4,4,4,0,0,7,10,37,14,25,28,16,16,20,25,5,0,144,3,12,11,7,24,6,10,0,0,80,102,232,230,190,172,178,88,35,13,1241,0,0,3,0,0,8,4,0,0,14,0,0,4,4,5,8,5,0,0,26,3,0,3,0,15,18,16,3,3,58,0,8,3,0,9,4,0,0,0,15,0,0,0,6,3,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,121,273,300,223,238,246,148,42,20,1595,122,276,301,226,238,243,151,46,24,1634,6951,5030,8246,7149,5516,4537,3201,1704,779,43113
30204,11259,6481,7999,8831,7939,6643,5367,3278,1387,59191,3,3,13,4,8,13,15,13,5,78,7,0,4,7,8,3,14,3,3,59,5,0,5,5,5,6,10,0,0,38,137,180,169,130,123,126,111,100,80,1145,0,0,4,0,0,4,7,0,0,8,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,4,0,0,0,11,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,150,182,191,147,129,151,144,106,81,1292,153,186,205,151,147,166,163,116,85,1375,11418,6666,8206,8982,8084,6813,5531,3396,1472,60559
30301,9973,6467,7423,8162,7299,5759,4239,2414,1040,52780,5,0,4,3,0,4,7,7,4,40,5,8,8,5,6,10,9,11,0,63,13,7,7,13,0,0,7,3,0,54,100,197,175,92,115,120,74,28,20,928,0,0,0,0,0,0,7,0,0,15,0,0,0,0,3,4,4,0,0,11,0,0,0,0,0,3,3,0,0,12,0,0,3,0,0,0,0,0,0,3,5,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,123,213,198,120,129,135,105,47,21,1091,130,213,201,122,133,145,107,51,29,1128,10103,6681,7626,8287,7427,5906,4341,2470,1069,53915
30302,11133,11756,16325,11856,9416,7065,4795,2775,1431,76550,4,0,14,7,4,14,6,7,0,60,11,19,34,19,20,20,28,9,6,162,5,14,16,0,5,3,4,0,0,51,167,344,438,289,263,341,342,300,144,2628,0,0,4,0,0,3,0,0,0,15,0,3,4,0,5,5,7,0,0,18,0,0,0,0,0,3,3,0,0,15,0,0,0,0,3,4,0,0,0,3,0,0,5,0,0,3,0,8,0,16,0,0,0,0,0,0,0,0,0,0,185,383,501,318,295,385,385,320,145,2912,188,386,515,324,299,395,385,333,149,2975,11321,12143,16843,12178,9710,7455,5183,3101,1576,79521
30303,14772,10719,11818,12154,9886,7408,5650,3582,1458,77444,9,3,8,11,8,8,0,8,4,60,8,13,14,10,14,20,18,9,4,93,4,3,10,5,6,5,7,7,0,51,146,245,267,143,130,112,103,55,21,1221,0,3,0,0,0,9,7,0,0,22,0,0,0,4,0,9,0,4,0,17,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,5,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,268,300,167,148,155,132,68,25,1413,162,270,304,178,160,157,135,78,30,1475,14939,10990,12123,12328,10044,7568,5786,3668,1492,78922
30304,7209,5009,6422,6164,5011,3804,2565,1645,747,38575,3,11,14,7,3,6,9,8,3,51,7,15,9,4,5,7,12,5,0,62,0,6,4,0,0,0,6,5,0,23,49,149,142,88,97,72,93,60,29,772,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,55,169,155,92,109,90,118,72,30,893,54,187,162,99,112,96,127,74,35,942,7261,5191,6585,6266,5128,3898,2692,1717,781,39520
30305,14991,7913,10315,11394,7906,6411,4677,2084,814,66496,6,7,7,3,0,6,3,0,0,37,0,3,10,3,10,8,6,3,0,58,4,0,13,7,5,4,4,5,0,42,130,160,198,106,91,95,66,19,15,882,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,144,173,220,125,108,117,85,30,15,1017,149,178,226,133,105,121,91,30,15,1058,15142,8087,10551,11521,8014,6533,4774,2108,827,67548
30306,9216,6334,8242,7532,5513,5094,4165,2197,822,49114,3,4,3,10,4,9,7,3,0,35,0,3,7,11,3,11,0,0,0,42,0,0,3,6,0,4,0,0,0,23,106,106,182,108,72,69,38,25,18,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,105,118,201,129,79,86,46,26,21,807,111,119,206,137,81,90,57,34,22,841,9328,6453,8444,7667,5599,5185,4221,2223,841,49957
30401,6251,3657,3267,4660,4505,4015,3386,1738,688,32159,4,0,0,4,0,0,0,0,0,12,0,8,4,0,6,6,4,0,0,29,4,0,3,6,3,3,4,0,0,21,43,80,63,45,32,43,45,18,18,378,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,4,0,0,6,0,0,0,0,0,0,0,0,0,0,47,88,74,49,38,59,61,29,24,470,54,93,73,55,40,60,61,29,22,480,6302,3748,3341,4712,4542,4071,3437,1758,710,32636
30402,9960,5827,3143,6412,7476,5409,4306,2723,1120,46372,0,0,0,0,7,4,3,10,0,28,4,12,16,3,3,6,11,5,4,67,0,0,10,8,4,3,3,6,0,35,55,153,87,66,59,68,53,37,16,601,0,0,0,0,0,0,7,0,0,14,3,0,0,0,4,0,4,4,0,11,0,0,0,0,0,0,6,0,0,4,4,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,69,171,114,77,66,80,88,54,27,754,72,172,114,78,71,88,96,63,32,785,10026,5995,3264,6491,7551,5493,4404,2782,1151,47157
30403,8650,10716,7646,7282,6297,4496,3815,2231,879,52008,0,34,7,3,4,0,5,11,0,71,3,44,18,11,6,13,13,8,5,123,5,13,14,9,13,9,0,7,0,59,76,585,174,81,80,72,60,29,11,1170,0,4,0,0,0,4,5,0,0,18,0,5,0,4,0,0,3,0,0,16,0,7,0,0,0,4,0,0,0,19,0,9,3,3,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,91,677,211,112,97,99,96,47,21,1444,91,714,214,116,102,99,102,54,21,1517,8740,11425,7856,7395,6403,4589,3923,2289,898,53519
30404,10976,6682,6303,7923,7669,5050,4084,2529,1131,52360,3,3,6,9,4,9,9,0,0,44,8,12,8,9,12,13,22,9,0,93,5,6,12,4,4,5,11,3,0,47,104,205,128,125,74,75,73,30,11,823,0,0,0,0,0,0,3,0,0,7,4,0,3,0,6,3,7,0,0,23,0,0,0,0,0,0,9,0,0,8,0,3,0,0,0,0,0,0,0,4,0,4,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,115,223,161,147,101,94,124,39,19,1023,120,234,168,152,104,102,130,45,22,1061,11093,6916,6471,8071,7772,5158,4215,2574,1152,53429
30501,7006,14468,23699,13287,9484,7281,4944,2363,911,83445,0,19,36,28,23,37,46,25,0,216,105,147,370,220,217,169,76,23,3,1328,39,61,184,116,76,90,46,9,4,628,436,1006,1522,1069,987,820,492,275,135,6741,3,18,24,30,14,25,12,0,0,133,6,21,34,49,33,29,0,0,0,183,4,4,4,9,9,19,5,4,0,58,10,9,28,11,11,4,4,0,0,77,3,8,21,17,17,22,6,6,0,108,0,0,0,0,0,0,0,0,0,0,608,1261,2185,1538,1371,1178,643,328,143,9254,613,1282,2224,1565,1388,1220,682,349,141,9471,7617,15749,25926,14851,10874,8499,5630,2714,1049,92915
30502,7620,5555,7479,7285,6245,4345,2541,1129,480,42685,4,4,5,5,3,4,6,5,0,32,9,13,19,8,9,12,6,4,5,87,8,8,18,9,4,10,23,10,0,78,113,226,171,92,52,64,48,27,12,813,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,127,247,211,109,78,91,86,41,23,1010,134,255,214,115,78,93,87,46,23,1048,7747,5811,7689,7397,6328,4443,2636,1176,506,43728
30503,13289,14371,21315,14921,12629,9107,5897,3219,1309,96060,8,19,24,9,14,7,9,7,4,104,21,46,62,55,74,63,36,11,3,365,0,14,41,24,22,30,13,0,3,157,250,597,635,410,439,447,280,197,76,3340,0,4,6,5,4,9,3,0,0,36,0,8,6,3,0,6,0,0,0,33,0,0,0,0,0,5,12,0,0,17,3,0,0,0,7,5,3,0,0,22,0,3,0,3,3,5,0,0,0,18,0,0,0,0,0,0,4,0,0,4,281,674,758,498,543,561,361,210,83,3982,288,699,780,512,558,571,371,221,93,4080,13576,15064,22096,15431,13186,9678,6263,3444,1398,100140
30504,9763,9944,9974,8262,8152,5565,3695,1806,657,57819,10,16,12,6,6,0,11,0,0,61,12,28,19,9,20,23,19,12,9,143,0,5,15,4,7,9,14,5,3,54,141,398,280,146,182,167,172,120,59,1672,0,0,0,3,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,16,0,0,3,0,0,0,3,9,0,15,0,3,0,0,0,0,4,0,0,13,3,0,5,3,4,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,160,441,321,167,218,198,216,148,67,1934,167,459,331,171,224,204,228,151,67,1993,9928,10398,10308,8427,8375,5769,3920,1958,725,59811
30601,10977,5984,5887,7819,8447,7409,5357,2362,666,54905,9,5,3,8,8,16,18,11,3,78,17,25,36,31,41,92,135,73,12,453,13,10,20,25,34,144,307,155,15,720,186,227,208,155,166,252,255,102,16,1560,0,8,6,3,10,17,84,41,6,180,9,12,9,5,14,28,39,15,0,132,4,4,5,12,12,25,33,38,5,136,4,12,6,9,7,6,4,0,0,49,13,4,0,13,15,13,23,15,0,92,0,0,0,0,0,0,0,0,0,0,257,292,289,241,296,583,884,436,49,3320,261,294,290,255,301,598,900,441,50,3399,11240,6278,6177,8073,8751,8004,6252,2800,724,58303
30602,19486,12001,14502,13569,13625,11857,9111,4608,1635,100390,10,26,24,24,16,30,12,11,9,158,51,74,137,92,106,172,202,85,18,935,28,57,79,63,58,173,275,136,15,879,608,947,1184,726,851,808,635,277,95,6137,3,23,23,18,14,40,54,48,5,238,3,33,47,22,25,45,39,25,0,251,22,3,20,18,50,45,60,20,7,249,17,37,53,31,47,12,12,7,0,210,6,14,33,17,34,38,39,11,0,202,0,0,0,0,0,0,0,0,0,0,744,1189,1576,993,1195,1335,1331,605,141,9102,750,1211,1597,1021,1213,1364,1339,615,146,9258,20235,13212,16097,14585,14833,13220,10456,5224,1784,109653
30603,6275,3371,3694,3598,4165,5151,4330,2178,771,33532,17,13,21,20,19,25,29,11,8,164,32,19,27,26,42,125,279,98,5,642,46,14,30,33,39,184,380,113,12,847,206,175,255,163,236,427,505,165,29,2157,0,0,3,6,0,34,126,45,0,206,11,0,5,9,10,28,29,5,0,97,0,0,3,0,10,31,29,6,5,82,3,0,5,0,4,4,3,0,0,15,5,4,3,0,7,18,13,7,0,58,0,0,0,0,0,0,0,0,0,0,303,213,326,234,344,852,1355,433,50,4102,319,227,346,251,366,880,1383,444,58,4268,6596,3600,4037,3848,4526,6025,5708,2630,829,37801
30604,1788,989,1430,1403,1643,1898,1531,711,171,11568,0,4,3,8,9,5,4,9,0,33,44,30,51,49,48,138,194,77,3,628,70,21,47,61,59,240,486,166,24,1171,109,91,252,107,182,294,215,89,7,1344,9,3,3,4,9,52,73,30,10,193,0,3,11,4,8,23,29,7,0,93,15,0,16,15,21,63,64,16,0,210,6,0,15,16,5,13,9,0,0,72,15,3,30,26,18,30,39,23,0,189,3,0,0,3,0,0,0,0,0,6,270,159,431,290,345,851,1099,404,42,3894,273,164,436,296,356,859,1103,406,42,3931,2060,1149,1863,1701,1997,2754,2633,1119,217,15498
30605,7297,3864,4030,4243,5245,5963,5644,3258,1080,40621,28,12,15,9,18,38,21,10,4,163,27,19,31,21,29,149,232,46,7,559,25,14,37,27,23,120,219,60,5,530,260,259,294,208,294,494,567,173,32,2576,9,0,3,3,7,33,63,20,0,140,15,4,9,8,8,30,34,4,0,121,14,0,0,18,17,27,44,8,0,127,3,10,6,8,7,7,12,0,0,54,0,0,0,0,0,9,16,6,0,36,0,0,0,0,0,0,0,0,0,0,362,303,380,294,384,874,1189,310,49,4145,386,319,395,304,403,912,1209,326,53,4314,7678,4180,4423,4550,5644,6879,6855,3583,1135,44931
30701,8930,4397,5325,4970,5218,5299,4122,2296,763,41326,20,18,20,10,28,19,38,19,3,170,30,39,60,53,54,144,201,51,3,631,4,3,28,15,19,72,168,60,3,370,201,465,799,750,835,838,495,137,24,4551,8,4,16,18,10,11,17,13,0,92,0,0,17,5,3,0,4,0,0,37,0,0,0,6,6,13,35,5,0,71,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,13,5,0,26,0,0,0,0,0,0,0,0,0,0,250,514,922,844,940,1086,939,273,30,5787,268,531,943,853,965,1099,978,293,27,5957,9198,4925,6267,5820,6185,6398,5099,2590,797,47283
30702,8361,4531,4257,4417,5228,5500,4566,2753,1008,40621,16,18,13,10,22,15,28,13,4,130,8,16,27,14,27,34,49,0,0,177,5,0,5,9,4,8,32,3,0,67,137,311,270,253,287,287,219,84,36,1879,0,0,0,3,0,3,8,0,0,20,0,0,0,0,4,3,5,0,0,17,0,0,0,0,8,5,3,0,0,24,0,4,5,0,0,0,0,0,0,9,0,0,0,0,3,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,150,334,306,280,336,347,319,101,38,2210,168,351,318,283,351,357,348,112,43,2340,8528,4884,4574,4705,5586,5859,4917,2862,1047,42961
30703,7074,3893,3697,3842,4900,5795,5820,3294,1074,39394,9,8,15,13,11,24,26,23,3,129,7,10,10,18,17,18,36,3,4,123,0,0,0,0,7,3,11,5,0,30,152,251,208,162,228,254,218,87,31,1594,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,5,4,4,0,0,18,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,164,272,223,183,255,291,273,103,38,1795,167,277,234,194,263,314,303,130,40,1926,7245,4170,3927,4036,5170,6110,6122,3426,1118,41320
30801,6676,3315,4051,3988,3453,2987,1617,727,182,26987,12,4,13,9,7,13,8,7,0,68,4,6,29,33,34,97,143,31,4,381,11,0,4,9,26,88,180,38,5,377,123,341,733,860,1063,1055,553,109,15,4854,0,0,0,0,5,7,27,10,0,51,0,0,0,6,0,10,17,0,0,28,0,0,0,0,5,11,21,0,0,36,0,0,0,0,3,0,0,0,0,5,5,0,0,10,0,8,8,9,0,35,0,0,0,0,0,0,0,0,0,0,157,344,768,913,1131,1274,954,196,25,5771,167,355,783,924,1135,1290,960,208,27,5844,6837,3675,4832,4907,4592,4280,2574,933,206,32830
30803,23154,13791,14190,14010,13575,14318,11501,6451,2363,113358,35,43,20,33,20,33,33,27,20,258,21,20,41,35,49,159,278,73,11,680,17,20,10,24,43,165,444,235,23,985,693,816,740,577,787,997,829,333,138,5904,3,9,0,0,8,27,72,32,0,146,8,7,3,3,8,14,30,0,0,71,3,7,0,0,3,20,29,11,4,84,0,13,3,4,5,3,0,0,0,28,0,4,5,4,0,23,10,8,0,51,0,0,0,0,0,0,0,0,0,0,753,880,807,643,905,1403,1698,691,176,7948,787,922,830,674,927,1438,1728,722,190,8208,23942,14712,15016,14682,14503,15750,13228,7173,2553,121562
30804,3004,1479,1751,1852,1726,1721,1167,744,247,13690,0,4,9,4,6,3,4,18,3,50,3,4,10,13,20,23,46,28,0,151,0,0,4,0,4,11,47,17,0,81,58,150,282,386,424,438,228,46,9,2016,0,0,0,0,0,5,11,0,0,24,0,0,0,0,7,5,0,0,0,8,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,151,300,397,463,478,340,86,9,2303,62,157,311,400,475,483,348,101,11,2352,3062,1639,2062,2255,2202,2200,1510,849,261,16044
30805,13357,6765,7331,7901,8377,7942,5280,2268,656,59868,10,10,9,12,17,26,23,10,0,108,38,24,51,62,58,127,266,59,0,687,20,11,41,18,51,179,368,89,6,774,294,339,541,455,551,695,452,130,15,3476,0,0,0,4,11,23,32,7,0,76,4,7,21,7,7,19,11,0,0,76,8,4,8,8,9,27,43,8,0,109,0,0,0,5,6,0,0,0,0,16,0,0,3,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,368,383,664,557,691,1068,1169,305,25,5218,374,391,669,567,701,1092,1186,315,29,5331,13731,7151,8002,8463,9080,9034,6465,2581,680,65201
