SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
30401,16187,16827,33016,943,804,1741,2388,2187,4575,1122,1026,2156,834,798,1633,1636,1742,3385,2302,2471,4773,2175,2414,4591,1994,2175,4166,1687,1830,3514,855,912,1773,253,465,717,15721,16437,32159,468,390,857,169,193,360,16,12,24,6,4,10,194,207,399,10543,10722,21266,5299,5829,11131,12203,12428,24627,3602,4086,7687,14445,14996,29439,334,281,616,2321,2125,4441,960,920,1876,374,428,802,493,806,1295,9335,9896,19222,804,748,1551,1642,1988,3622,385,361,747,221,344,564,60,75,139,15557,16197,31753,393,495,884
30402,23476,24257,47733,1214,1096,2311,4002,3744,7749,1958,1648,3605,1338,1088,2426,1562,1737,3298,3025,3514,6538,3705,3962,7663,2775,2902,5673,2117,2368,4483,1323,1493,2818,462,703,1169,22744,23627,46372,728,634,1357,127,144,270,10,14,22,16,5,24,148,169,316,15267,15609,30877,7695,8147,15848,19233,19412,38641,3690,4301,7990,20855,21314,42170,457,384,841,3907,3664,7570,1742,1504,3243,729,659,1387,668,1224,1888,14141,14783,28928,981,1006,1994,1746,2073,3822,513,496,1004,239,289,532,38,38,78,22633,23371,46006,465,689,1152
30403,26390,27897,54285,1173,1140,2308,3297,3210,6509,2314,2544,4863,3325,3272,6599,4028,3947,7974,3601,3900,7501,3113,3411,6526,2286,2432,4715,1823,2207,4032,1090,1265,2357,338,574,910,25239,26764,52008,1146,1141,2284,197,199,391,13,20,31,14,15,30,220,230,456,16549,17361,33913,9001,9701,18702,19053,19810,38860,6415,7127,13537,21145,22172,43316,398,398,794,3203,3102,6305,2070,2318,4391,2175,2248,4428,1812,2116,3928,18068,19046,37117,846,882,1726,1416,1897,3315,444,453,904,210,287,496,69,73,150,24106,25341,49451,1920,2152,4071
30404,26584,27597,54179,1706,1554,3258,4122,3757,7881,1968,1774,3743,1807,1459,3260,3240,3373,6615,3868,4284,8148,3849,4049,7902,2501,2809,5309,1959,2312,4270,1171,1453,2622,395,779,1171,25531,26839,52360,1053,764,1814,476,469,946,51,50,100,31,36,70,565,547,1108,20274,21044,41317,5449,5913,11360,23071,23857,46929,2615,3054,5672,24080,24966,49050,567,484,1054,4009,3645,7657,1550,1513,3065,622,681,1310,937,1498,2437,14621,15575,30199,1281,1219,2494,2856,3457,6313,636,653,1290,419,622,1045,71,77,152,24887,26357,51240,1200,989,2184
30501,44130,43341,87467,1222,1179,2401,2360,2400,4760,2048,2155,4206,5113,5852,10964,12541,12274,24814,7370,6490,13856,5152,4777,9925,4027,3748,7772,2678,2653,5327,1255,1245,2505,371,566,934,42035,41405,83445,2092,1928,4023,535,534,1074,49,42,91,53,41,90,639,620,1258,23434,21943,45379,17289,18430,35718,28372,26476,54849,12213,13706,25915,30659,29109,59763,310,315,623,2170,2216,4385,1664,1768,3430,2747,3288,6037,4124,5003,9130,30819,30952,61775,1887,1626,3510,2894,2749,5640,725,599,1327,549,543,1090,191,234,419,37684,37665,75348,9357,8218,17575
30502,21715,22659,44376,1293,1206,2497,2731,2542,5271,1237,1199,2438,1591,1778,3375,3754,4084,7839,3667,3852,7518,3141,3320,6461,2245,2336,4583,1316,1379,2692,540,642,1181,197,317,513,20837,21850,42685,882,809,1685,311,332,643,12,21,25,26,14,43,347,370,717,15495,16297,31794,5323,5495,10818,18258,18944,37199,2521,2810,5327,18589,19510,38101,395,398,791,2621,2443,5064,1046,1043,2085,681,844,1526,1036,1530,2566,13393,14483,27873,942,830,1777,1772,1921,3697,411,431,841,263,346,614,52,56,106,20438,21424,41860,948,923,1871
30503,49065,51001,100063,2220,2184,4401,4514,4651,9165,2495,2732,5226,4466,5333,9804,11144,11203,22349,7856,7596,15451,6482,6623,13108,4817,4790,9604,3043,3174,6217,1550,1813,3366,481,899,1381,47032,49032,96060,2037,1965,4005,620,633,1253,62,60,123,35,43,78,717,738,1455,33607,34852,68466,13093,14032,27121,38997,39813,78812,7577,8875,16457,40255,41665,81923,648,723,1369,4325,4482,8810,2096,2386,4483,2064,2680,4741,3079,4064,7140,32702,34395,67099,2034,1883,3917,3635,4086,7720,885,818,1708,546,649,1198,117,118,235,45252,47299,92552,3826,3766,7593
30504,29739,30598,60333,1434,1421,2856,3629,3478,7099,2051,1960,4005,3123,3404,6529,5222,5259,10481,4183,4401,8586,4193,4222,8420,2849,2989,5841,1911,2029,3932,882,1015,1898,260,427,680,28425,29395,57819,1313,1197,2516,252,278,528,26,22,46,13,12,29,289,316,608,21669,22303,43965,7149,7472,14623,25011,25391,50402,3725,4330,8055,25780,26430,52206,465,479,944,3530,3386,6918,1849,1760,3613,1733,1992,3720,1709,2302,4011,20154,21099,41253,1028,1027,2054,1703,1899,3601,542,440,987,232,294,526,46,50,96,27688,28922,56607,1717,1491,3205
30601,28218,29552,57774,1545,1497,3042,4223,3949,8178,1849,1825,3675,1332,1339,2673,2925,3388,6309,3797,4406,8201,4198,4729,8925,3909,4026,7932,2888,2802,5688,1243,1220,2463,301,385,690,26600,28302,54905,1619,1250,2870,834,907,1742,284,320,602,212,213,427,1329,1448,2769,20116,20329,40444,6429,7801,14233,23524,24220,47748,2836,3694,6539,24350,25139,49490,470,453,922,3950,3727,7678,1332,1416,2738,402,522,926,870,1758,2628,12381,14677,27059,2227,2089,4318,4693,4360,9051,1041,1024,2066,484,486,965,53,70,126,25675,27400,53076,2606,2624,5226
30602,52199,53288,105489,3038,2974,6010,7174,6839,14015,3302,3100,6398,3205,3176,6377,7461,7953,15420,6768,7504,14269,7115,7280,14395,6300,6224,12523,4873,4754,9627,2295,2465,4762,675,1015,1698,49386,51008,100390,2821,2276,5097,3052,3519,6573,1623,1860,3483,1469,1543,3011,6149,6921,13069,36219,35785,72004,10243,12391,22639,38677,38628,77303,7514,9237,16752,42401,42815,85211,719,699,1424,6368,6043,12414,2067,2103,4174,534,867,1405,1530,2999,4529,20064,22865,42934,3707,3413,7121,8933,8483,17413,2111,1907,4023,1553,1606,3166,374,489,859,44896,47155,92055,9256,8345,17604
30603,18112,17219,35333,1012,922,1933,2390,2115,4500,1063,945,2003,869,714,1586,1953,1954,3908,1848,1944,3792,2180,2235,4418,2808,2678,5486,2456,2142,4596,1180,1118,2298,356,457,815,17068,16464,33532,1044,756,1799,2255,2397,4653,268,253,514,368,377,741,2894,3022,5916,13867,13193,27065,2289,2349,4634,13747,13082,26826,2523,2587,5112,15404,14851,30254,215,178,395,2077,1844,3921,591,577,1171,80,109,189,202,530,736,5135,5815,10947,1398,1260,2657,4219,3826,8042,1035,814,1844,1029,869,1900,112,104,219,16093,15613,31703,3160,2940,6095
30604,6218,6031,12252,257,269,526,655,643,1301,292,254,548,268,234,500,745,802,1544,688,796,1484,909,848,1757,1026,1001,2025,880,755,1633,404,343,741,92,88,182,5835,5732,11568,386,298,686,319,376,700,61,46,98,104,94,205,479,520,998,4201,3922,8124,1242,1383,2632,4961,4717,9674,508,630,1135,4969,4768,9741,58,51,107,576,565,1141,172,178,341,33,39,72,116,249,365,2327,2665,4997,547,490,1038,1206,971,2185,288,201,485,201,137,333,22,21,40,5226,5185,10408,2577,2505,5084
30605,21254,21646,42900,1041,892,1935,2860,2679,5538,1304,1169,2466,855,793,1651,2075,2221,4295,2077,2370,4442,2646,2918,5570,3130,3332,6464,3057,2982,6043,1720,1672,3396,498,618,1113,19960,20659,40621,1297,987,2279,1682,1765,3445,147,147,293,221,222,441,2050,2128,4176,15796,16027,31820,3061,3438,6493,17495,17851,35347,1525,1730,3258,18070,18482,36556,203,200,405,2459,2323,4780,773,780,1549,94,145,242,292,723,1012,6757,7994,14745,1449,1395,2852,4673,4637,9313,1128,951,2085,1118,995,2108,111,95,212,18771,19472,38246,3359,3324,6683
30701,22327,21915,44244,1507,1462,2967,3191,3063,6259,1268,1170,2440,1262,1236,2501,2813,2911,5727,2501,2756,5256,2832,2788,5620,3012,2751,5765,2392,2052,4445,1206,1253,2456,325,479,806,20676,20647,41326,1648,1271,2919,1967,2012,3977,41,41,77,49,50,98,2057,2102,4153,18187,17845,36031,1544,1659,3208,18962,18754,37719,840,865,1705,19060,18817,37868,299,318,612,2823,2684,5505,669,684,1350,136,240,370,284,664,944,6380,7978,14361,1202,1197,2397,5047,4248,9292,1284,889,2173,1321,938,2263,84,67,156,19043,19031,38075,5608,3598,9209
30702,21538,21321,42862,1303,1198,2504,3023,3029,6053,1443,1233,2673,1165,1030,2195,2247,2285,4533,2249,2400,4649,2717,2833,5548,2982,2905,5882,2550,2328,4876,1431,1458,2886,430,626,1059,20234,20383,40621,1301,939,2238,1298,1406,2705,34,54,84,43,42,80,1379,1500,2877,17876,17804,35680,1674,1783,3455,18862,18866,37732,794,817,1610,18982,18953,37935,266,256,522,2740,2758,5497,851,835,1686,172,207,376,276,682,959,5896,7340,13237,1230,1247,2481,5437,4752,10189,1367,1032,2397,1396,1047,2447,78,59,138,19040,19296,38337,2645,1976,4627
30703,20495,21025,41520,1040,905,1944,2743,2529,5270,1169,1160,2330,989,847,1838,1945,1996,3947,1885,2141,4021,2444,2742,5186,2951,3233,6184,3120,3070,6190,1731,1751,3484,474,650,1128,19314,20084,39394,1185,942,2126,1003,1078,2081,26,34,64,36,30,67,1068,1150,2216,16824,17145,33969,1920,2178,4101,18120,18599,36720,774,898,1668,18253,18794,37046,220,188,413,2466,2295,4766,682,821,1505,115,184,298,286,720,1008,6138,7365,13507,1255,1299,2553,5121,5120,10238,1285,1136,2420,1230,1049,2275,99,79,178,18417,19040,37459,1959,1899,3863
30801,15003,13853,28849,1063,1084,2150,2385,2315,4702,943,818,1756,969,868,1837,2234,2130,4366,2152,2101,4247,1986,1726,3714,1818,1522,3337,978,794,1769,398,383,781,83,106,191,13850,13137,26987,1149,716,1862,1086,1226,2315,43,30,70,97,86,184,1228,1346,2568,11430,10926,22354,1643,1629,3269,12237,11712,23946,834,836,1672,12129,11632,23758,235,248,489,2135,2090,4225,556,498,1055,84,156,242,256,518,768,4604,5266,9874,997,842,1838,3001,2420,5419,677,489,1164,478,314,794,47,26,79,12507,12388,24891,5495,2445,7936
30803,60741,60624,121360,3657,3362,7025,8595,8158,16749,4089,3683,7776,3552,3445,7002,7641,7663,15307,7625,7581,15203,7356,7573,14927,7830,7969,15806,6210,6046,12260,3159,3629,6783,1020,1509,2528,55611,57745,113358,5126,2881,8004,4062,4053,8120,243,214,460,347,294,646,4661,4562,9219,49632,50341,99973,5889,6281,12169,51660,53434,105097,3093,3277,6368,52230,54091,106323,906,878,1778,7910,7501,15410,2510,2519,5032,606,907,1513,1136,2425,3565,19914,23401,43321,3794,3701,7496,13349,12693,26043,3138,2589,5724,2900,2701,5597,236,184,426,52555,55338,107889,7468,6210,13676
30804,7463,7051,14513,476,477,950,1081,1024,2100,436,369,811,403,415,815,924,918,1846,1012,932,1941,952,874,1825,993,889,1880,704,577,1276,401,398,802,87,177,266,7024,6668,13690,440,382,821,343,337,673,9,7,17,17,24,45,374,369,737,5835,5606,11439,565,560,1129,6119,5903,12028,333,320,658,6153,5963,12114,84,80,170,931,908,1841,228,209,438,29,54,80,72,182,251,2008,2518,4528,449,367,817,1650,1281,2930,420,284,703,435,312,740,21,17,36,6262,6083,12347,2501,1196,3700
30805,32221,31301,63515,2054,1999,4049,4892,4709,9596,2028,1975,4001,1616,1547,3159,3800,4038,7833,4111,4236,8345,4590,4474,9062,4574,4104,8678,3085,2634,5715,1181,1205,2390,293,387,679,30008,29861,59868,2208,1442,3646,1696,1742,3438,75,62,134,175,199,370,1947,1999,3946,25572,24972,50544,4083,4342,8429,28080,27458,55537,1675,1937,3613,28072,27442,55509,524,501,1027,4522,4325,8843,1306,1398,2709,202,299,503,506,1369,1876,10159,11551,21715,2597,2345,4940,7303,6530,13836,1668,1421,3092,1166,986,2154,84,51,136,29003,28992,57990,4199,3004,7208
30901,31846,34551,66400,1607,1463,3064,3312,3211,6521,1504,1526,3033,1788,2207,3997,4954,5690,10647,4414,4696,9107,4435,4463,8899,3851,4231,8082,3398,3795,7194,1958,2262,4215,633,1008,1638,30345,33190,63541,1501,1361,2860,460,461,916,28,33,61,16,9,29,501,513,1013,21783,23043,44825,7969,9388,17356,26307,28131,54438,3349,4271,7623,26103,28131,54241,510,473,979,3079,3023,6105,1125,1224,2357,580,910,1487,1229,2038,3268,16291,18414,34706,2099,2007,4108,4783,5358,10145,999,1090,2093,586,701,1288,77,87,166,29044,31848,60895,3238,3340,6581
30902,27671,29843,57511,1549,1406,2960,3292,3148,6441,1577,1414,2990,1361,1651,3010,3644,4098,7740,3645,4069,7710,3708,3849,7560,3492,3957,7448,3134,3376,6506,1628,1918,3548,640,961,1599,26269,28615,54884,1401,1226,2632,639,649,1290,39,38,80,32,33,58,707,719,1429,21302,22659,43963,4875,5652,10527,24508,26268,50773,1594,1985,3580,24131,25996,50122,489,449,933,3117,2942,6057,1144,1111,2251,410,665,1072,822,1574,2392,12273,14480,26760,1911,1848,3757,5327,5498,10826,1107,1146,2260,592,637,1227,55,37,96,25454,27732,53186,2569,2715,5279
30903,32868,36516,69387,1460,1353,2812,3279,3066,6352,1635,1614,3245,1932,1894,3824,3846,4030,7874,3791,4192,7981,4292,4998,9289,4470,5217,9686,4314,5425,9735,3006,3394,6398,858,1329,2187,31564,35367,66931,1306,1150,2454,581,600,1181,20,22,46,29,34,59,633,655,1292,20476,21990,42464,10335,12292,22628,25925,28314,54235,4789,5801,10595,26434,29339,55775,410,408,815,3023,2832,5857,1152,1211,2363,647,793,1437,1012,1700,2715,14743,16861,31606,2384,2493,4885,6261,7264,13525,1475,1536,3011,895,1232,2126,128,176,301,30120,33623,63746,2403,2744,5149
30904,9946,10176,20113,504,451,960,1301,1213,2521,589,582,1170,394,381,773,811,909,1724,1186,1322,2514,1522,1584,3107,1539,1649,3192,1295,1294,2587,657,611,1273,126,168,299,9489,9859,19343,457,318,770,200,195,393,7,9,15,9,5,16,219,215,432,7194,7307,14503,2111,2284,4396,8888,8996,17889,429,527,954,8691,8801,17488,143,125,270,1182,1120,2302,428,430,859,103,114,219,193,416,610,4248,4898,9151,701,656,1354,1931,1857,3791,432,365,792,221,169,390,14,15,30,9093,9406,18497,944,988,1936
30905,17544,18491,36033,1094,994,2087,2996,2904,5895,1352,1233,2585,873,928,1797,1539,1788,3331,2387,2830,5217,2722,2905,5629,2048,2202,4254,1571,1613,3182,780,783,1564,195,304,494,16917,18018,34926,629,474,1107,341,341,680,18,21,38,17,17,36,372,381,750,12684,13165,25854,4111,4631,8741,15427,16084,31511,1330,1674,3000,15294,16141,31435,400,343,745,2828,2755,5575,1048,1045,2091,300,374,673,432,819,1252,7500,8820,16323,1188,1161,2351,2968,2918,5887,698,627,1327,352,295,649,35,47,79,16560,17590,34150,641,787,1429
30906,34312,35372,69688,2042,1943,3989,4993,4583,9579,2272,2171,4442,2042,1805,3849,4051,4407,8456,4750,5039,9786,4713,5115,9829,4027,4283,8312,3096,3399,6493,1799,1937,3737,521,687,1209,33128,34473,67601,1189,896,2082,794,817,1615,34,22,55,32,62,95,855,900,1759,23852,24115,47970,8901,9794,18695,29109,29658,58770,3601,4257,7862,28641,29657,58292,638,595,1235,4668,4293,8960,1658,1647,3310,587,670,1261,867,1720,2589,14355,16337,30684,2554,2423,4982,6374,6336,12714,1624,1401,3028,748,765,1517,83,93,176,32529,33807,66344,1438,1413,2859
30907,77527,80536,158062,5868,5656,11519,12737,12109,24841,5340,5219,10557,4915,5053,9966,10791,11979,22771,11249,12057,23299,10152,10790,20944,7473,7986,15460,5592,5983,11571,2800,2807,5603,610,907,1519,74932,78550,153484,2594,1987,4583,1982,2048,4029,78,87,166,68,92,165,2130,2231,4359,51617,53024,104641,21908,23584,45493,64549,66477,131028,8629,9789,18417,61878,64514,126394,1808,1721,3530,11790,11308,23099,3773,3957,7732,1287,1710,2997,1915,3994,5911,31862,36196,68056,5707,5520,11224,12912,12980,25899,3238,2980,6224,1490,1366,2853,207,237,445,72722,76086,148812,3912,4067,7977
30908,25375,28528,53903,1403,1231,2635,3257,3339,6597,1695,1701,3395,1801,1985,3783,3511,3784,7298,3516,3998,7517,3207,3812,7015,2635,3142,5773,2300,2867,5166,1521,1761,3287,522,915,1434,24566,27780,52351,803,750,1553,415,444,860,14,13,28,14,14,32,443,474,919,15894,17562,33455,8355,9742,18093,19639,21607,41241,4532,5625,10158,20651,23080,43726,454,389,839,3079,3154,6238,1298,1419,2720,765,937,1705,972,1563,2536,12912,14822,27737,1635,1780,3414,3555,4267,7820,827,892,1720,474,601,1073,89,96,183,23652,26430,50081,1606,2082,3695
30909,31433,33053,64482,1418,1305,2728,3252,2935,6187,1998,1953,3951,2905,3016,5922,5223,5182,10408,3902,4098,7997,3908,4197,8100,3427,3843,7273,2856,3179,6036,1861,2185,4042,679,1160,1834,30382,32023,62404,1053,1024,2073,646,650,1296,28,25,56,32,33,66,705,713,1419,18440,18641,37086,10655,12007,22665,22724,23123,45845,6369,7480,13852,23637,24517,48157,438,370,811,2973,2719,5694,1480,1550,3034,1252,1519,2772,1668,2397,4066,15799,17240,33043,2077,2001,4081,4487,4915,9403,1179,1137,2319,745,792,1541,116,142,255,28117,29798,57915,3490,3579,7068
30910,22630,22568,45197,757,714,1472,1835,1684,3524,982,960,1942,1441,1565,2998,3804,3630,7435,2880,2853,5731,2970,3017,5983,2992,3141,6135,2914,2891,5804,1666,1664,3335,400,447,849,21683,21721,43405,945,844,1793,237,227,463,20,15,35,8,21,33,266,260,528,12096,11721,23822,8127,8551,16678,15338,14946,30284,4862,5297,10159,15972,15764,31740,226,214,443,1654,1523,3178,739,743,1482,561,638,1202,1289,1663,2947,12034,12121,24155,1489,1396,2892,3024,3255,6278,678,680,1360,382,408,791,86,81,167,19549,19723,39274,4485,4435,8920
31001,39963,38747,78711,2912,2604,5513,5460,5173,10630,2646,2490,5135,3037,2615,5648,6750,6139,12898,5913,5595,11511,4978,4933,9903,4035,3954,7989,2498,2810,5302,1292,1707,2997,449,734,1188,38854,37812,76666,1107,937,2049,1594,1188,2784,112,72,188,109,102,212,1822,1368,3185,22956,20409,43362,15061,16420,31477,20148,20379,40529,14618,15937,30554,29361,30269,59632,675,623,1297,4949,4682,9629,1849,1982,3830,900,1085,1985,1266,2081,3350,17700,18234,35931,2023,1894,3915,6311,4837,11147,1221,1352,2574,1457,1785,3239,679,990,1672,34809,36558,71365,5003,2105,7108
31002,33908,33390,67292,1781,1698,3473,4574,4296,8873,2124,2059,4183,1916,1711,3633,3648,3582,7232,3841,3995,7835,4463,4675,9137,4783,4822,9598,4188,3957,8144,2109,1981,4088,476,615,1095,32409,32296,64708,1492,1091,2585,1576,1586,3168,77,53,128,94,111,204,1750,1752,3497,27962,27491,55458,3476,3754,7227,29927,29991,59918,827,1044,1871,29655,29836,59491,442,409,855,4226,3968,8194,1279,1420,2696,268,491,762,431,1098,1530,9921,11959,21878,2122,2144,4266,8822,7717,16542,2186,1728,3916,1902,1624,3531,132,93,231,30174,30759,60935,3370,2586,5956
31003,56803,59110,115913,3974,3624,7596,8764,8145,16910,3816,3661,7477,3685,3656,7343,7982,8729,16709,7466,7816,15281,7077,7588,14662,6423,6738,13167,4485,4949,9432,2382,2986,5365,741,1224,1966,54678,57408,112087,2127,1698,3829,3146,3282,6427,111,123,237,148,160,307,3404,3563,6969,46060,47640,93705,7789,8513,16301,50237,51819,102061,3471,4154,7624,50674,52658,103329,1034,941,1977,8103,7589,15694,2533,2638,5172,677,976,1651,1413,2894,4302,21355,24373,45730,3778,3501,7272,11081,11352,22431,2763,2616,5375,2183,2432,4611,233,214,446,53032,55598,108629,3300,3386,6681
31004,51943,53256,105202,4743,4499,9245,9584,9026,18608,3625,3579,7201,3614,3678,7295,8160,9134,17299,8189,8571,16763,6037,6127,12159,4199,4453,8653,2561,2738,5303,1050,1147,2194,187,301,489,50312,52010,102326,1633,1248,2876,2020,2190,4214,128,112,240,148,151,300,2297,2454,4751,33100,33274,66371,16151,17421,33570,37094,37528,74620,11841,12847,24684,41199,41920,83117,1205,1134,2337,8814,8267,17087,2425,2649,5072,775,1126,1900,1568,2890,4455,21543,23764,45309,3247,3232,6481,7214,7214,14436,1874,1680,3550,1149,1211,2354,295,449,740,49086,50763,99842,2283,2241,4523
31101,7286,7390,14674,377,357,736,1009,936,1947,434,439,877,332,316,648,699,713,1406,798,894,1694,965,1027,1992,1006,1028,2036,986,953,1937,524,510,1034,154,218,369,7016,7159,14177,267,231,501,405,471,877,9,14,30,23,20,42,437,505,945,5896,5934,11827,850,952,1800,6370,6629,12998,184,254,439,6315,6551,12866,91,74,168,918,853,1772,264,308,563,47,75,122,81,221,295,2088,2574,4666,479,485,957,1800,1703,3502,482,398,882,470,398,864,25,22,46,6487,6808,13297,770,573,1348
31102,22751,23569,46316,1618,1570,3186,3266,3099,6361,1385,1313,2706,1620,1576,3189,3528,3658,7181,2930,2965,5895,2679,2868,5553,2344,2533,4872,1952,2225,4180,1123,1341,2464,304,424,735,21948,22915,44868,796,649,1453,959,1059,2021,59,52,110,52,33,88,1067,1153,2214,15538,15898,31439,5445,5934,11377,18427,18973,37401,2517,2842,5363,18117,18860,36971,417,409,823,2858,2758,5617,863,817,1684,280,396,670,484,1023,1507,8127,9063,17188,1635,1544,3178,4422,4623,9045,1239,1127,2368,801,838,1636,125,147,264,20880,21791,42671,1662,1656,3317
31103,46159,47467,93622,3769,3617,7386,7625,7231,14854,3362,3158,6522,3477,3441,6919,7153,7439,14586,5975,6410,12384,5147,5619,10765,4802,5043,9845,3161,3394,6552,1360,1591,2951,326,523,857,44791,46333,91128,1365,1134,2500,1637,1668,3304,99,103,202,124,138,265,1855,1911,3768,29040,29441,58477,13998,14917,28918,32133,32789,64926,10698,11338,22035,35605,36772,72375,856,797,1656,6794,6508,13298,2128,2248,4375,708,949,1654,1085,2081,3167,16987,18949,35941,3107,2896,5998,7939,7953,15890,2127,1891,4022,1424,1511,2933,553,697,1254,42850,44179,87034,2883,3049,5934
31104,30600,31035,61638,2450,2324,4776,5380,5179,10561,2247,2114,4357,1833,1816,3648,3824,4456,8275,4320,4423,8741,4222,4268,8488,3185,3216,6396,2130,2188,4325,882,841,1715,132,214,355,29560,30260,59819,1043,775,1818,1205,1298,2507,48,56,102,53,53,104,1312,1407,2715,23706,23823,47530,5331,5749,11079,26810,27097,53907,2149,2392,4540,26569,27037,53602,655,644,1294,4979,4817,9795,1483,1524,3006,325,510,838,497,1311,1807,10582,12596,23178,2166,2094,4260,6277,5633,11914,1586,1221,2811,713,572,1290,121,159,277,28815,29460,58273,1286,1342,2625
31105,31325,33131,64457,2093,2146,4244,4645,4500,9140,2228,1986,4211,2015,2021,4040,4285,4574,8861,4261,4572,8830,3903,4112,8016,3277,3681,6956,2755,3142,5902,1464,1671,3133,403,719,1122,30405,32217,62627,918,910,1832,1006,1127,2129,66,66,132,86,105,193,1153,1298,2454,20698,21660,42353,8783,9547,18334,24601,25772,50374,4777,5306,10084,25321,26858,52179,570,532,1103,4250,4125,8376,1510,1492,2998,432,646,1088,802,1545,2350,12807,14232,27035,2085,2047,4136,5341,5546,10888,1399,1320,2724,922,1109,2032,262,283,547,29184,30734,59912,1988,2252,4242
31106,39486,39578,79066,2751,2601,5349,6011,5675,11684,2809,2561,5370,2651,2406,5056,5512,5478,10994,5542,5710,11254,4892,4887,9782,3860,4090,7953,3311,3754,7059,1744,1759,3505,405,654,1057,38246,38544,76791,1237,1036,2275,1370,1460,2832,128,118,249,137,151,285,1637,1728,3365,23573,23423,46998,13079,13504,26581,26272,26390,52658,10169,10348,20515,30197,30534,60731,626,587,1210,5368,5112,10485,1873,1890,3759,714,757,1462,1159,1913,3074,15938,16562,32503,2421,2155,4578,5950,6250,12196,1615,1515,3129,1598,1658,3262,670,715,1389,36486,36741,73223,2609,2588,5202
