SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
30306,0,4,5,40,23,12,12,0,3,102,0,15,22,71,37,31,37,10,0,227,0,11,8,53,21,18,16,8,0,132,8,43,72,618,120,100,143,46,5,1145,7,5,4,16,4,4,0,0,0,29,0,0,0,11,3,0,0,0,0,14,4,6,5,14,7,8,0,5,0,58,0,8,41,111,105,84,53,25,10,436,0,0,0,0,0,0,4,8,0,8,0,0,6,38,13,21,10,4,0,92,8,84,147,337,138,136,105,52,11,1019,63,106,130,373,112,98,75,49,16,1021,1563,3201,3390,8231,2707,2498,2087,1097,320,25085,0,3,23,49,22,4,0,0,0,103,1245,2376,1717,1791,847,813,855,583,285,10512,0,13,4,55,8,17,7,0,0,107,0,0,6,33,16,30,17,6,0,102,0,0,0,18,3,0,0,0,0,25,0,0,0,21,21,26,10,4,5,76,0,0,6,17,3,0,0,0,3,30
30401,0,6,12,17,8,6,16,0,0,81,0,14,44,91,66,54,38,16,0,326,0,7,9,40,32,64,34,17,3,207,0,12,8,38,16,10,18,0,0,101,0,4,12,11,4,0,0,0,0,29,0,0,0,3,0,0,0,0,0,4,0,7,14,23,7,11,9,12,0,88,0,11,19,63,83,80,67,18,7,358,0,0,0,4,0,5,3,0,0,24,0,0,3,24,12,18,8,0,0,61,0,17,45,111,79,80,69,37,10,440,18,35,32,93,43,45,50,23,17,346,943,2388,1960,3941,2175,1994,1687,855,253,16187,0,0,0,4,0,0,0,0,0,6,773,1920,1429,2483,1277,1063,983,520,271,10722,0,0,4,9,8,7,0,0,0,31,0,0,0,0,5,0,0,0,0,7,0,9,4,34,10,10,0,0,0,67,0,0,0,7,0,5,5,0,0,12,0,3,0,18,11,11,8,0,0,55
30402,5,18,25,24,24,6,9,7,0,119,3,78,121,244,217,133,102,36,7,935,0,14,15,35,28,38,19,17,0,168,0,10,3,21,12,4,16,0,0,67,0,0,0,0,0,0,4,0,0,13,0,0,0,8,5,9,0,0,0,25,7,39,44,56,30,27,24,4,0,227,0,0,8,12,23,10,9,6,0,64,0,5,5,7,19,15,8,7,0,68,0,0,6,30,40,41,21,8,0,140,5,76,63,178,148,107,74,41,8,704,18,53,57,108,78,65,40,42,46,504,1214,4002,3291,4583,3705,2775,2117,1323,462,23476,0,0,0,0,5,0,0,0,0,0,1039,3101,2022,2864,2189,1597,1423,957,423,15609,0,0,0,14,4,4,0,0,0,23,0,0,0,6,4,0,0,0,0,6,0,5,0,30,10,5,0,0,0,53,0,0,0,0,0,0,3,0,0,6,0,10,8,41,20,20,4,0,0,116
30403,0,26,38,61,11,7,4,5,0,151,0,19,84,125,59,47,29,10,3,374,6,11,25,84,32,14,14,3,3,196,0,11,21,57,21,5,21,0,0,142,0,4,11,25,0,0,0,0,0,40,0,7,5,17,4,3,0,0,0,23,24,39,81,66,30,21,11,8,3,290,8,22,29,90,34,22,12,4,5,222,0,0,6,7,6,6,9,0,0,35,0,0,12,15,4,12,4,3,0,57,14,104,132,398,147,77,49,31,9,962,29,66,178,260,92,71,63,46,25,835,1173,3297,5642,7627,3113,2286,1823,1090,338,26390,0,4,3,3,0,3,0,0,0,12,986,2299,4143,3689,1970,1580,1435,857,412,17361,0,14,0,81,4,0,0,0,0,107,0,0,0,0,0,4,0,0,0,12,0,3,12,63,14,5,0,0,0,87,0,0,0,6,0,0,0,0,0,3,0,17,24,49,22,13,4,3,0,131
30404,0,6,4,5,11,4,0,3,5,31,6,46,47,155,80,46,28,9,0,419,0,3,8,30,5,9,5,12,0,72,0,3,3,9,4,0,0,0,0,20,0,18,19,15,6,0,0,0,0,55,0,0,0,7,7,0,0,0,0,20,6,23,17,38,29,17,16,0,4,148,0,4,3,5,10,7,7,3,0,38,0,3,0,11,10,3,6,7,0,36,0,0,5,21,9,8,5,0,0,50,4,44,68,198,118,75,48,27,5,577,23,56,192,272,102,92,53,30,31,857,1706,4122,3767,7111,3849,2501,1959,1171,395,26584,0,0,0,3,0,0,0,0,0,3,1486,3349,2697,5391,2836,1943,1670,1076,592,21044,0,0,5,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,3,3,33,13,3,0,0,0,58,0,0,0,0,0,3,0,0,0,9,5,9,5,49,19,8,11,6,0,112
30501,0,14,31,85,14,13,8,0,0,175,0,5,44,218,65,36,18,4,0,400,0,11,43,81,37,13,6,0,0,186,4,13,62,220,33,19,7,5,0,362,6,17,52,170,9,3,4,0,0,248,0,0,0,59,10,12,0,0,0,79,8,20,49,189,48,37,25,7,0,383,4,37,66,123,86,46,29,8,5,406,0,0,6,25,13,12,9,0,0,68,0,0,10,43,15,9,6,0,0,94,21,81,294,1683,222,126,88,60,25,2596,68,145,506,1569,406,322,229,119,51,3411,1222,2360,7158,19912,5152,4027,2678,1255,371,44130,0,0,3,18,4,0,0,0,0,27,1018,1675,4270,7690,2554,2227,1555,672,280,21943,0,6,3,25,6,3,0,0,0,40,0,0,0,22,10,5,0,0,0,43,0,15,59,524,32,5,0,0,0,642,0,0,0,11,4,7,0,0,0,26,4,3,26,160,28,18,11,0,0,260
30502,4,19,13,14,3,0,0,0,0,52,0,16,33,146,58,29,11,4,0,290,0,0,0,17,11,4,0,0,0,39,0,5,6,22,3,0,0,0,0,36,0,3,8,27,4,0,4,0,0,38,0,0,0,16,6,3,0,0,0,28,7,15,22,51,21,20,0,3,0,145,0,3,3,13,10,9,7,3,0,55,0,0,0,18,10,7,6,4,0,46,0,0,0,15,4,6,7,0,0,35,10,60,50,346,99,54,43,32,11,702,33,66,94,365,129,104,61,37,12,896,1293,2731,2834,7420,3141,2245,1316,540,197,21715,0,0,0,0,0,0,0,0,0,5,1111,2209,2436,5010,2312,1601,951,454,221,16297,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,5,3,5,0,28,0,4,0,85,18,0,3,5,0,110,0,0,0,0,3,0,0,0,0,7,6,3,4,58,12,12,3,0,0,108
30503,4,34,40,71,11,3,3,0,0,166,6,9,66,238,68,37,21,13,4,462,4,4,13,76,19,30,9,0,7,152,0,7,15,75,15,6,0,8,0,134,0,12,29,49,14,7,0,0,0,114,0,3,6,21,7,4,0,0,0,38,14,35,41,146,38,30,24,9,0,337,0,16,49,70,38,20,8,3,5,203,0,0,9,23,12,9,11,4,0,67,0,0,10,46,18,7,3,0,0,90,26,97,150,1000,199,127,78,35,11,1732,80,112,288,1094,316,210,131,94,47,2364,2220,4514,6958,19000,6482,4817,3043,1550,481,49065,0,0,0,3,0,0,0,0,0,5,1989,3861,5980,10985,4595,3347,2211,1245,645,34852,0,11,0,40,7,0,0,0,0,58,0,0,0,13,8,6,0,0,0,26,0,5,28,333,17,5,3,0,0,395,0,0,0,9,0,0,0,0,0,13,4,13,21,155,34,40,7,4,0,282
30504,3,13,11,45,5,3,5,0,0,91,0,8,46,148,66,36,21,4,0,328,0,0,6,34,11,9,12,0,0,71,0,0,5,44,13,3,3,0,0,72,0,4,14,23,4,0,0,0,0,56,0,0,0,8,6,6,0,0,0,17,10,45,40,96,38,27,14,9,7,290,0,5,23,17,18,6,0,0,0,75,0,0,0,14,15,8,0,0,0,43,0,0,5,42,12,5,0,0,0,60,5,75,91,432,129,92,54,34,13,930,26,66,111,357,135,84,70,43,28,919,1434,3629,5171,9405,4193,2849,1911,882,260,29739,0,0,0,0,0,0,0,0,0,0,1328,3022,4140,6190,3030,2122,1461,719,283,22303,0,0,0,12,4,0,0,0,0,15,0,0,0,8,3,0,0,0,0,5,0,4,9,102,11,7,0,0,0,130,0,4,0,9,0,0,0,0,0,10,0,12,24,81,24,12,8,0,0,168
30601,0,3,3,5,7,4,4,0,0,28,0,23,29,71,57,39,17,10,0,248,0,4,8,16,8,9,6,5,0,55,0,3,3,14,0,0,0,0,0,21,3,14,12,17,14,5,3,0,0,65,0,0,0,3,0,6,0,0,0,9,4,6,14,43,27,25,30,16,5,163,0,3,3,11,12,0,0,0,0,25,0,4,4,12,4,20,11,0,0,55,0,0,4,6,18,9,5,0,0,41,5,28,37,165,114,135,100,55,25,667,66,174,185,443,279,261,159,80,23,1676,1545,4223,3185,6722,4198,3909,2888,1243,301,28218,0,7,0,0,0,0,0,0,0,6,1406,3453,2475,4975,2906,2474,1708,715,215,20329,0,0,5,4,0,0,0,0,0,14,0,0,0,5,0,0,3,0,0,5,0,0,0,39,6,4,0,0,0,57,0,0,0,12,0,0,0,0,0,11,5,10,12,66,25,25,13,5,0,165
30602,0,6,3,15,8,3,4,5,0,35,0,4,21,63,34,19,10,4,0,160,0,4,5,32,15,15,14,4,4,98,0,0,7,49,3,3,3,0,0,64,4,31,31,103,11,3,0,0,0,179,0,0,0,13,7,3,0,3,0,22,0,12,10,59,25,27,17,14,0,166,0,12,24,35,29,11,11,5,0,125,0,0,0,16,6,13,11,9,0,50,0,5,6,16,17,8,5,0,0,56,7,76,102,520,264,242,180,121,34,1543,263,612,733,1896,791,618,493,230,103,5737,3038,7174,6507,14233,7115,6300,4873,2295,675,52199,0,0,0,0,0,0,0,0,0,0,2654,5737,4727,9132,4430,3941,3015,1504,651,35785,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,0,14,0,0,0,62,4,3,3,0,0,78,0,0,0,9,9,0,3,0,0,33,0,0,10,64,26,24,17,10,3,152
30603,0,0,0,0,0,0,0,4,0,10,0,6,6,8,12,5,4,0,0,43,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,8,10,34,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,11,11,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,9,0,0,0,3,9,4,0,0,0,13,0,3,25,210,34,52,43,32,10,417,90,222,174,517,246,309,245,115,40,1958,1012,2390,1931,3799,2180,2808,2456,1180,356,18112,0,0,0,0,0,0,0,0,0,0,838,1871,1424,2676,1662,2008,1584,817,321,13193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,8,9,3,6,4,0,26
30604,0,0,0,0,0,4,0,0,0,8,0,0,0,12,3,4,3,0,0,26,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,18,0,0,39,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,6,3,0,0,10,0,0,0,0,0,4,0,0,0,3,0,4,8,91,12,25,23,16,3,193,27,62,62,205,132,113,123,41,13,775,257,655,555,1436,909,1026,880,404,92,6218,0,0,0,0,0,0,0,0,0,0,239,562,374,832,542,649,468,204,56,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,4,4,0,29
30605,0,0,0,4,0,0,0,0,0,12,0,8,5,15,17,16,11,6,0,74,0,0,0,3,0,0,6,0,0,11,0,0,7,14,0,0,0,0,0,23,0,9,0,10,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,4,0,4,3,6,13,24,29,15,4,94,0,0,0,0,5,4,0,0,0,11,0,0,0,0,4,6,8,0,4,21,0,0,0,7,7,7,8,3,0,32,4,11,32,178,44,51,87,58,22,476,86,297,257,490,337,356,306,187,79,2396,1041,2860,2162,4145,2646,3130,3057,1720,498,21254,0,0,0,0,0,0,0,0,0,0,813,2351,1632,3199,2165,2381,2022,1087,368,16027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,3,0,18,3,10,13,6,0,54
30701,0,0,0,0,0,0,0,0,0,4,3,11,13,35,16,17,4,0,0,105,0,0,0,9,0,0,0,0,0,13,0,0,0,18,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,0,19,0,0,0,5,0,0,0,0,0,8,0,0,0,0,4,3,3,0,0,12,0,0,5,8,4,10,4,0,0,23,0,7,11,102,21,23,10,8,0,186,122,288,294,716,320,363,277,167,53,2593,1507,3191,2533,5318,2832,3012,2392,1206,325,22327,0,0,0,0,0,0,0,0,0,0,1325,2662,2007,4337,2245,2203,1688,1000,378,17845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,21
30702,0,0,0,0,0,0,0,0,0,0,0,9,14,31,20,14,8,6,0,103,0,0,0,3,3,0,0,0,0,5,0,0,0,23,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,6,7,0,33,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,6,3,4,0,10,0,3,3,6,3,6,4,3,0,33,0,4,8,42,19,13,22,19,5,128,88,195,245,463,264,326,210,137,63,1989,1303,3023,2606,4498,2717,2982,2550,1431,430,21538,0,0,0,0,0,0,0,0,0,0,1130,2740,1969,3788,2326,2320,1900,1136,490,17804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,17,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,0,22
30703,0,5,0,0,0,4,0,0,0,3,0,3,0,9,12,12,11,0,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,11,4,3,0,44,0,0,0,0,3,0,0,0,0,10,0,0,0,7,0,3,0,3,0,7,0,0,0,0,3,4,3,3,0,17,0,8,17,109,12,36,38,31,7,259,61,194,164,339,224,265,279,187,53,1753,1040,2743,2162,3825,2444,2951,3120,1731,474,20495,0,0,0,0,0,0,0,0,0,0,848,2313,1776,3332,2196,2535,2374,1282,491,17145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,8,8,0,4,32
30801,0,0,0,0,0,0,0,0,0,0,3,13,18,47,34,12,3,0,0,139,0,3,0,7,6,0,0,0,0,18,0,7,0,4,0,0,0,0,0,6,0,4,4,5,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,8,5,8,4,3,5,3,0,30,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,9,0,0,8,15,10,7,0,0,0,39,0,6,28,97,22,22,11,5,0,195,78,180,238,691,266,269,132,62,17,1931,1063,2385,1911,4386,1986,1818,978,398,83,15003,0,0,0,0,0,0,0,0,0,0,996,2035,1399,3150,1299,1136,576,269,74,10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,4,0,0,0,23
30803,0,0,3,10,5,4,3,0,0,28,0,29,36,102,76,46,18,9,3,313,3,8,10,85,36,4,0,0,0,157,0,3,3,14,0,0,0,0,0,18,0,7,11,13,3,0,0,0,0,31,0,0,0,0,4,0,0,0,0,3,0,12,8,30,15,22,19,4,0,118,0,11,44,60,40,6,8,0,0,171,0,0,0,5,0,11,14,8,4,50,0,8,17,31,20,15,5,0,3,99,3,24,26,117,44,63,63,42,10,399,184,474,546,1587,832,773,468,241,114,5214,3657,8595,7640,15264,7356,7830,6210,3159,1020,60741,0,3,6,11,5,0,0,0,0,21,3133,7381,6140,12139,5997,6441,4954,2932,1222,50341,0,0,3,29,6,5,0,0,0,52,0,0,0,0,0,0,0,0,0,3,0,4,17,37,20,4,0,0,0,79,0,9,0,3,0,0,0,0,0,9,0,6,9,41,14,14,12,0,6,96
30804,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,6,0,0,0,29,0,9,3,8,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,11,0,0,0,16,9,7,4,0,0,42,54,129,121,278,137,163,102,58,6,1060,476,1081,839,1939,952,993,704,401,87,7463,0,0,0,0,0,0,0,0,0,0,428,902,637,1378,684,709,436,314,128,5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,8
30805,0,5,0,3,8,0,0,0,0,16,3,36,53,112,97,52,12,10,3,381,0,0,4,13,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,8,7,3,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,4,0,11,3,17,12,12,8,3,0,81,0,5,3,3,8,6,0,0,0,18,0,0,4,5,5,6,8,0,0,38,0,0,3,6,17,9,4,0,0,38,9,15,9,78,61,56,56,33,9,319,94,269,230,678,449,430,266,109,39,2561,2054,4892,3646,7908,4590,4574,3085,1181,293,32221,0,0,0,0,0,0,0,0,0,0,1904,4192,3011,6357,3320,3110,1939,876,265,24972,0,0,0,13,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,14,0,0,0,11,6,0,0,0,0,10,0,5,0,30,3,8,0,0,0,48
30901,0,8,4,12,14,5,5,0,4,47,6,19,27,115,59,47,28,19,0,332,0,0,0,4,0,3,0,3,0,18,0,0,7,16,5,3,6,6,0,45,0,19,0,19,5,0,5,0,0,44,0,0,0,5,8,7,5,3,0,30,9,15,16,83,31,28,19,10,4,221,0,4,4,16,9,9,3,0,0,46,0,5,0,15,17,11,12,4,0,69,0,0,3,3,14,3,5,4,0,26,3,38,47,360,103,105,122,76,30,881,59,167,178,695,282,292,202,160,59,2092,1607,3312,3295,9368,4435,3851,3398,1958,633,31846,0,0,0,0,0,0,0,0,0,0,1355,2796,2927,6162,2826,2631,2372,1331,634,23043,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,7,4,0,40,0,11,56,512,33,6,9,0,0,631,0,0,0,5,5,5,0,0,0,14,0,5,17,124,27,22,10,3,0,205
30902,0,6,6,6,3,0,4,0,0,22,0,14,9,79,46,30,25,3,0,214,0,0,0,0,0,0,6,3,0,4,0,0,5,5,0,0,0,0,0,6,0,6,11,4,0,0,0,0,0,23,0,0,0,0,4,0,3,0,0,6,8,18,18,47,23,26,28,11,6,183,0,0,3,0,4,4,0,0,0,9,0,3,0,17,14,6,10,3,0,55,0,0,0,0,3,6,9,0,0,22,3,19,27,160,55,37,66,46,19,427,64,113,125,456,211,192,160,111,67,1495,1549,3292,2937,7282,3708,3492,3134,1628,640,27671,0,0,0,0,0,0,0,0,0,0,1320,2846,2616,5691,2809,2919,2445,1340,683,22659,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,0,8,32,245,12,6,0,0,0,307,0,0,0,3,0,0,0,0,0,3,0,5,11,111,18,8,15,0,3,162
30903,0,0,4,9,11,10,6,4,0,56,0,13,23,118,71,65,51,20,4,372,0,0,4,8,10,11,3,0,6,46,3,0,5,31,3,3,11,0,0,63,4,5,19,38,8,4,0,0,0,81,0,3,0,5,17,18,4,10,0,59,0,14,15,24,14,24,24,6,0,135,0,3,14,26,27,8,9,0,0,90,0,0,0,9,13,18,24,6,4,70,0,0,0,15,10,14,11,0,0,49,8,67,92,305,151,185,185,143,30,1162,66,176,227,492,290,257,275,213,59,2063,1460,3279,3567,7635,4292,4470,4314,3006,858,32868,0,0,7,18,10,4,0,0,0,34,1227,2531,2535,4405,2744,2809,3089,1912,745,21990,0,0,4,32,9,0,0,0,0,45,0,0,0,39,44,41,21,11,0,156,0,0,0,79,12,3,5,4,0,108,0,0,0,10,3,0,0,0,0,9,0,5,4,47,15,14,14,8,0,109
30904,0,6,0,0,0,4,4,0,0,11,0,0,9,26,15,24,15,8,0,107,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,15,11,5,10,5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,20,0,0,0,0,9,11,0,0,0,22,0,7,9,39,32,42,37,25,14,196,19,76,60,152,107,97,75,37,5,641,504,1301,979,2001,1522,1539,1295,657,126,9946,0,0,0,0,0,0,0,0,0,0,415,1077,793,1626,1021,1059,841,384,93,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,12,11,13,9,0,0,40
30905,0,4,0,4,0,3,0,6,0,16,0,44,47,109,108,56,32,8,4,408,0,0,0,8,0,0,8,4,0,17,0,3,3,0,8,6,0,0,0,21,0,4,0,6,8,0,0,0,0,17,0,0,3,0,6,6,0,0,0,15,3,15,11,29,21,16,14,3,4,107,0,0,0,8,4,4,4,0,0,17,0,0,4,8,7,11,9,0,0,41,0,0,0,12,6,9,5,3,0,39,0,20,25,68,56,66,47,36,10,331,31,115,101,176,118,107,62,26,14,745,1094,2996,2216,3927,2722,2048,1571,780,195,17544,0,0,0,0,0,0,0,0,0,0,934,2544,1763,3148,1805,1349,1001,447,167,13165,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,7,0,7,0,3,0,45,8,7,0,0,0,63,0,0,0,4,0,0,0,0,0,4,0,5,0,29,14,9,3,0,0,64
30906,0,5,3,10,12,8,3,5,0,43,0,16,43,141,77,63,42,12,6,411,0,4,0,13,0,6,9,8,0,46,5,6,0,17,6,6,11,0,0,51,0,14,7,22,3,0,4,0,0,52,0,0,0,3,3,10,3,0,0,21,0,15,13,35,14,28,29,4,4,147,0,0,5,10,6,3,0,0,0,37,0,0,0,6,19,4,9,11,0,58,0,0,0,12,9,7,6,5,0,46,0,27,45,210,128,149,133,95,32,812,68,216,164,434,212,176,139,103,55,1559,2042,4993,4324,8797,4713,4027,3096,1799,521,34312,0,0,0,3,0,0,0,0,0,5,1832,4005,3131,6053,3105,2528,1998,1088,373,24115,0,0,5,13,5,5,0,0,0,33,0,5,0,20,10,3,4,4,0,41,0,7,3,69,6,3,0,0,0,83,0,6,0,4,3,5,5,0,0,18,0,10,4,38,12,16,8,8,0,98
