SA3_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10503,17,22,80,101,218,465,841,656,359,2762,4,4,22,24,30,37,46,38,13,202,428,468,1329,1118,974,947,876,714,394,7246,1994,3846,10263,8566,8506,9218,7763,4730,1797,56681
10601,52,50,140,133,228,597,1078,657,412,3349,7,8,29,32,33,55,41,36,12,258,354,495,1143,1002,872,761,737,590,285,6232,3159,5783,13188,12053,12361,12266,9999,4805,1710,75324
10602,35,34,100,96,196,376,639,506,320,2303,0,6,22,28,47,50,40,25,16,235,179,210,551,489,363,389,400,354,235,3170,2472,5285,12504,11699,10583,9511,7860,4159,1451,65525
10603,29,24,103,101,178,381,744,570,294,2422,5,11,21,20,28,31,39,28,22,194,189,193,394,391,487,571,742,799,430,4196,2010,3551,6854,7634,9368,11298,11681,7058,2101,61552
10604,15,15,43,79,81,204,330,272,155,1191,4,3,4,4,14,16,16,16,8,98,110,116,372,314,301,287,274,216,137,2134,842,1537,3961,3818,3899,3910,3104,1689,659,23416
10701,21,17,95,145,212,507,1049,1061,625,3733,5,6,30,35,60,70,184,201,165,752,204,190,518,448,416,407,438,513,328,3471,2184,4753,9946,9897,9837,9825,7989,5253,2249,61931
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10703,30,28,75,101,165,473,1000,852,459,3176,8,12,17,32,43,66,79,105,68,429,228,236,524,514,473,514,650,708,528,4377,2795,5539,11574,11810,12423,13072,11392,6423,2467,77503
10704,23,33,95,154,184,437,874,1094,720,3621,8,16,58,91,85,91,119,154,123,732,376,536,854,689,661,606,706,819,737,5990,3886,11008,18456,16852,16993,16227,12889,8048,3503,107864
10801,5,10,39,43,89,204,429,356,247,1426,0,3,8,5,11,14,21,11,18,87,106,87,193,217,259,339,553,478,282,2514,749,1070,2381,2851,3761,5340,6357,3965,1599,28082
10802,32,19,58,64,152,382,748,577,344,2379,4,3,6,5,15,24,25,38,17,137,259,298,742,664,549,702,648,486,282,4627,1331,2146,4730,4847,5877,8243,8224,4398,1574,41380
10803,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,12,7,0,38,4,6,64,69,43,82,56,38,15,380
10804,23,11,56,92,152,340,830,797,574,2881,0,3,12,17,19,32,33,27,23,168,214,213,418,441,460,571,742,724,518,4299,2136,3861,7641,8649,10445,12078,13182,8686,3418,70080
10805,28,16,71,112,158,412,740,629,399,2563,4,0,5,4,14,23,19,35,15,119,221,184,406,426,458,647,764,667,402,4172,1445,2246,4946,5196,6650,9037,9693,5473,1921,46626
10901,21,17,105,161,142,295,500,551,337,2131,4,11,47,55,103,79,59,42,15,417,240,247,504,518,505,545,536,463,234,3793,1799,3882,8231,8099,8068,8468,7486,4270,1611,51900
10902,11,8,24,28,51,94,200,180,85,691,0,0,4,0,10,8,13,6,3,46,100,82,218,207,229,243,227,123,58,1485,336,656,1469,1371,1667,2008,1606,854,288,10252
10903,21,14,40,71,106,254,659,635,343,2122,0,0,10,7,15,24,16,33,16,121,166,153,405,359,414,566,663,575,328,3622,994,1671,3972,4106,5072,6542,7060,4148,1514,35076
11001,16,38,55,74,82,176,307,305,154,1201,6,24,49,37,29,22,37,21,4,230,400,417,452,314,355,370,334,344,191,3174,1442,2660,4518,3993,4297,4898,4136,2605,897,29456
11002,13,14,58,74,136,308,602,562,294,2062,3,4,11,16,18,25,32,27,13,146,197,175,434,445,538,561,600,451,202,3609,1048,1694,3694,3738,4717,5768,5726,3436,1176,30996
11003,10,7,31,37,94,171,288,220,88,946,0,0,3,7,18,15,26,14,7,94,210,269,516,514,547,602,420,248,91,3409,727,1444,3175,2835,3062,3474,2478,1386,459,19036
11004,44,28,137,132,230,512,849,783,436,3151,3,6,36,23,35,51,57,44,19,273,420,364,895,816,775,780,812,720,389,5971,2451,4392,10551,9754,9940,10441,9220,5709,2145,64607
11101,46,35,112,142,218,479,878,789,604,3303,12,6,28,32,59,56,55,41,36,315,227,261,589,579,542,610,709,769,464,4756,3207,6811,13956,15649,16278,16252,14588,9030,3612,99390
11102,32,23,82,128,172,431,687,587,423,2566,3,10,27,16,30,51,61,37,22,250,167,179,436,411,385,432,586,711,511,3814,2295,4724,10010,9771,10177,10796,10363,6410,2625,67167
11103,42,60,183,223,306,626,1035,1054,859,4389,0,16,76,98,108,137,108,106,95,745,544,857,1355,1029,930,933,1073,1112,1049,8885,4998,14848,28006,23098,21716,20360,16702,9870,4631,144234
11201,13,12,72,88,103,268,504,530,423,2013,5,4,27,22,20,39,32,8,22,176,299,345,926,963,897,903,899,604,449,6288,1813,3585,9555,10956,11796,12566,12085,6025,2593,70964
11202,26,20,74,129,191,374,665,693,467,2635,4,8,14,22,23,29,29,19,25,186,358,322,683,728,714,874,786,540,323,5326,2061,3583,7332,7874,9255,10906,9526,4719,1891,57150
11203,15,18,73,114,171,373,781,932,649,3119,7,3,7,13,26,39,44,48,30,224,323,301,707,836,859,924,930,953,854,6696,2266,4094,8862,11160,12110,14011,13608,8469,3843,78428
11301,19,18,83,113,200,381,613,579,365,2370,3,8,55,46,57,63,71,70,58,435,224,262,611,517,564,544,523,402,272,3930,1422,2717,6673,5883,6160,6276,4650,2828,1284,37907
11302,0,0,14,25,57,93,183,157,101,632,0,5,5,0,4,4,16,9,0,47,58,60,164,187,171,180,166,186,79,1253,369,659,1469,1692,1837,2222,1919,1148,399,11714
11303,49,53,152,220,249,471,864,820,538,3403,0,23,101,103,77,74,63,43,23,511,419,561,999,914,838,806,825,667,424,6450,3199,6625,12790,11472,11322,11928,10453,6111,2566,76463
11401,40,26,97,130,227,577,1295,985,643,4018,4,10,14,31,36,47,62,61,40,304,402,398,1038,945,928,966,1087,972,516,7253,2530,4742,11007,11108,12273,16029,17043,9817,3504,88050
11402,13,10,23,46,63,151,305,243,145,991,8,7,13,23,13,23,23,17,10,128,104,129,214,273,330,359,424,449,370,2662,1204,2144,4737,5334,6734,7239,7785,5173,1764,42119
11501,12,14,27,39,95,234,547,538,346,1842,10,7,53,65,83,119,140,104,106,693,190,189,408,576,450,390,511,617,665,4000,3780,9111,13791,23138,21801,18585,15396,8500,3581,117680
11502,8,0,11,9,26,63,135,184,104,531,0,3,9,8,17,13,17,41,27,132,56,47,87,116,135,140,130,134,96,956,899,1701,2239,2919,4290,3895,3063,1943,716,21664
11503,0,6,21,21,33,94,149,117,73,522,0,3,3,3,9,3,6,14,11,53,54,45,118,110,132,145,98,88,19,810,821,1516,2781,2828,3750,3649,2518,1193,307,19361
11504,7,5,16,34,47,85,255,181,69,702,0,5,12,17,20,35,37,24,27,175,76,86,237,294,191,148,158,122,86,1410,1591,3351,7062,10321,7893,4983,3260,1468,389,40311
11601,29,53,167,287,414,777,1287,1050,580,4637,6,46,165,180,280,300,321,246,144,1676,441,685,1669,1328,981,804,786,571,294,7559,3491,10015,22493,22470,16808,15012,11754,5775,2219,110038
11602,17,24,68,109,174,344,604,423,155,1926,4,15,60,81,109,175,145,98,61,746,298,514,1428,1442,754,471,370,214,80,5559,3453,8410,21369,29691,17152,10866,7128,2798,727,101592
11603,36,57,250,350,484,890,1182,770,267,4285,9,32,126,191,265,303,309,215,91,1545,574,640,1463,1347,1045,838,780,593,447,7725,3828,8180,16279,16101,13914,12160,8312,3947,1398,84108
11701,5,12,62,65,94,195,441,523,229,1622,0,13,79,50,59,85,126,167,85,668,122,364,949,536,309,329,300,246,160,3320,1132,5365,13739,9019,6707,5273,3848,2432,845,48354
11702,3,0,28,34,77,225,479,674,333,1856,0,3,37,28,61,144,206,282,157,918,72,215,612,414,350,324,263,240,119,2613,871,3590,12185,9444,7628,5479,3796,2294,960,46240
11703,10,47,218,192,214,401,608,514,251,2455,6,74,375,237,140,188,202,166,126,1502,378,1736,5034,2752,1688,1419,1153,816,411,15382,3415,22157,69805,40661,23749,18503,12559,5985,2056,198900
11801,4,8,50,51,42,78,163,279,253,929,0,7,34,24,26,31,32,55,54,259,265,373,1653,1079,766,607,599,763,827,6927,1932,6568,25755,19631,16558,12800,10589,6932,3163,103934
11802,8,13,61,56,110,246,589,839,553,2480,0,22,57,54,60,99,125,178,155,750,281,619,1673,1278,995,765,810,817,823,8066,2914,9487,24555,20342,17452,14064,10646,6892,3366,109709
11901,18,26,228,512,848,1498,1878,1711,955,7687,6,48,237,285,541,958,947,701,402,4127,739,849,1944,1806,1407,1286,1177,981,871,11052,5483,12503,25688,24663,22406,21074,15089,8539,4198,139641
11902,11,39,319,425,660,1144,1888,1948,877,7305,8,48,334,316,407,673,806,806,464,3856,440,760,2047,1587,1209,1075,829,761,618,9330,3322,9605,22783,20210,17872,15466,10792,6885,3139,110087
11903,7,20,92,138,277,607,1203,1181,655,4176,5,25,160,139,182,307,404,365,247,1845,254,507,1203,809,646,699,672,711,720,6220,2913,10052,20095,17478,16342,16352,12445,7303,3645,106634
11904,10,16,104,136,269,622,1485,1831,909,5385,9,39,174,173,183,301,481,526,340,2217,308,625,1881,1261,896,830,811,905,832,8358,2860,10393,27712,21914,17519,15638,12055,7815,3803,119706
12001,3,6,18,35,58,175,547,844,591,2282,0,8,70,42,46,66,134,214,152,742,112,251,718,525,362,354,412,397,421,3544,1495,4735,13899,13354,11581,10139,8011,4711,2206,70133
12002,0,5,8,20,35,81,203,255,180,784,0,0,9,12,19,21,34,59,48,201,83,121,387,402,329,280,277,256,182,2311,864,2548,8025,9673,8959,6502,4991,2371,827,44768
12003,10,26,145,178,272,501,1149,1665,1002,4956,9,81,325,175,197,264,392,475,429,2359,241,940,2212,1178,763,728,756,679,693,8177,2857,15105,35169,23414,18753,16905,11949,7301,3965,135425
12101,4,10,32,41,73,126,305,362,252,1202,0,6,72,77,61,78,113,118,90,608,141,188,754,753,476,370,454,376,378,3892,1989,6047,16699,20254,16288,12273,9694,5465,2698,91409
12102,3,3,32,29,83,145,256,232,181,965,0,3,55,70,76,83,84,76,40,481,91,133,307,393,316,209,296,288,316,2355,1826,4707,9601,14344,12622,9931,7545,4414,1860,66846
12103,3,7,12,22,42,86,205,216,193,777,0,7,36,65,52,67,73,51,59,414,158,154,275,361,384,364,405,458,498,3050,2801,6974,9352,16471,18866,15262,11729,8164,4143,93758
12104,5,0,24,32,20,39,99,115,96,433,0,6,24,17,27,36,40,26,32,194,126,166,694,621,470,480,447,475,303,3782,1301,4556,16661,15363,12797,11006,9395,6035,2131,79242
12201,3,3,3,6,9,21,51,86,83,257,0,0,4,4,4,7,4,14,4,51,61,82,274,245,200,181,130,133,83,1385,794,2026,6021,6420,6488,5324,3555,2307,891,33830
12202,10,5,6,19,19,59,122,166,127,525,3,3,4,7,20,19,12,24,27,120,133,109,199,270,308,300,325,460,430,2544,1477,3178,4874,7057,9357,9152,7606,4829,1863,49391
12203,8,17,52,113,136,259,519,657,445,2211,5,8,47,99,139,113,122,120,107,757,205,243,750,700,687,546,601,686,669,5089,3440,8517,17969,22005,24142,17994,13036,9353,4478,120931
12301,9,9,52,67,113,261,405,316,189,1421,0,4,27,29,37,42,42,42,26,246,105,140,326,320,243,212,215,240,195,1989,2283,4505,9850,10665,10047,7243,5111,2535,991,53223
12302,39,50,228,352,559,1056,1415,935,374,5002,14,26,126,150,218,344,329,227,102,1544,627,691,1627,1639,1180,1070,1052,907,454,9251,4971,11361,25750,26778,20437,19642,14925,6755,1979,132595
12303,16,12,40,44,77,197,350,259,108,1100,0,3,15,8,17,16,23,21,14,109,154,110,262,296,295,235,281,282,213,2125,1534,2649,5548,5785,6155,5321,4395,2220,710,34323
12401,16,6,37,48,84,148,302,253,184,1086,6,3,23,25,23,21,23,11,12,153,137,92,258,314,349,338,379,396,255,2516,1743,3421,7115,9572,10930,11161,10473,5231,1756,61397
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
12403,48,33,167,204,347,708,1244,832,355,3949,12,15,59,87,118,123,154,125,66,751,426,581,1348,1193,915,761,749,758,533,7278,4648,10875,24103,23586,19690,16229,12491,6085,2024,119724
12404,16,13,53,45,87,247,383,268,176,1290,0,5,15,11,8,21,34,42,21,155,150,258,669,604,402,289,275,288,223,3162,1191,2544,5957,4697,4772,4501,3401,2096,829,29980
12405,8,20,87,118,197,376,574,367,159,1901,0,8,47,72,79,88,92,72,27,489,261,291,708,587,485,395,362,231,162,3484,1660,3714,8605,7874,6899,6845,4668,1929,628,42819
12501,8,61,346,471,657,818,865,593,233,4047,8,80,529,484,563,629,497,323,174,3299,246,834,2340,1526,930,707,480,275,184,7522,1928,9432,25555,16404,11001,9935,6282,2810,1088,84445
12502,7,8,55,92,144,235,386,340,181,1445,3,3,50,61,68,179,153,113,75,713,141,168,524,504,362,380,326,280,191,2872,1616,4346,9361,11604,9650,8966,6296,3566,1471,56875
12503,19,87,512,853,1046,1390,1736,1398,693,7731,21,106,614,756,856,1023,873,647,338,5229,810,1112,2711,2306,1628,1326,1042,816,592,12335,4766,12169,26353,22783,18874,16665,12111,6665,2846,123239
12504,9,19,135,188,296,446,783,736,432,3051,3,44,193,182,166,234,243,222,145,1431,284,708,2226,1699,866,761,647,551,414,8155,2595,9894,30904,28900,15966,12896,9724,5920,2450,119247
12601,0,7,11,9,34,74,138,120,100,492,0,11,41,37,44,51,67,50,44,352,57,99,287,271,171,169,181,165,132,1538,1078,3328,6839,8386,7203,6442,4979,2726,1208,42200
12602,10,14,52,107,139,358,726,801,596,2799,7,22,158,133,113,196,196,223,178,1232,190,395,1222,981,657,670,596,621,764,6105,2783,9611,25490,23571,17695,16246,12415,7037,3919,118770
12701,30,46,222,474,690,1092,1430,876,304,5174,10,44,199,307,500,834,707,418,212,3228,459,488,1092,1124,829,816,614,408,193,6025,4337,9494,22208,21662,16884,14184,8858,3905,1176,102710
12702,61,182,836,1585,2205,3313,3389,2428,1190,15192,22,177,892,1131,2057,3265,2614,1638,1017,12814,730,704,1580,1566,1546,1648,1377,1032,632,10819,5806,13597,25027,23198,25494,26371,19133,9575,4048,152231
12703,44,45,260,459,591,880,1195,1038,544,5043,14,63,313,375,406,577,518,379,182,2826,504,639,1602,1477,991,915,753,659,469,8006,3922,9346,20593,20432,16941,14001,9159,4968,1964,101331
12801,9,3,35,51,92,197,489,572,426,1873,0,10,31,31,40,58,79,91,56,394,185,197,632,605,577,454,509,568,594,4337,2754,6571,14190,15202,16171,14805,11892,7644,3879,93118
12802,13,6,20,44,81,158,421,490,349,1582,3,7,14,37,30,38,64,77,39,319,124,132,331,375,343,325,368,478,533,3002,2870,6336,12149,15286,15629,13647,10962,6184,2542,85615
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,12,7,37,52,60,50,73,33,0,318,0,3,9,15,7,14,10,5,4,75,176,272,752,787,651,467,208,66,18,3408,409,824,2186,1856,1677,1649,1055,277,49,9981
20101,68,92,179,185,242,403,937,1102,747,3953,6,21,55,34,65,54,59,30,26,354,330,421,841,663,702,668,768,733,528,5645,2880,7327,15738,14386,14244,13645,12106,6773,2878,89978
20102,24,9,26,49,64,128,237,317,148,1005,3,0,7,5,10,9,14,9,7,64,87,75,199,274,342,361,413,280,141,2183,637,1050,2608,3585,4604,5144,4574,2079,686,24960
20103,12,17,53,68,107,190,378,448,232,1509,3,0,7,4,9,20,16,8,7,77,124,89,186,226,346,341,425,339,105,2184,608,1102,2355,2532,3655,4149,4348,2357,753,21853
20201,61,57,222,255,275,427,944,1104,704,4044,9,31,108,111,133,117,83,36,24,658,289,321,796,656,669,676,696,737,610,5463,2488,6476,13965,12567,12135,12207,11093,6351,2806,80095
20202,13,13,48,46,94,203,399,523,265,1603,0,3,15,24,23,17,23,17,10,125,175,128,351,390,500,545,588,464,317,3459,1028,1835,4459,6096,7606,8124,7624,3923,1340,42033
20203,5,4,19,28,37,91,159,178,108,616,0,0,0,0,3,6,0,6,0,24,53,54,80,139,189,256,225,156,98,1256,253,458,1027,1215,1597,2160,1887,899,371,9871
20301,6,4,25,32,41,83,121,142,60,514,0,0,7,7,7,8,8,8,0,43,73,49,119,186,165,165,165,149,101,1178,573,960,2379,3127,3151,2894,2292,945,307,16628
20302,110,106,320,399,535,867,1826,2304,1468,7929,13,40,181,226,237,217,208,206,142,1472,522,839,1734,1356,1249,1143,1289,1241,829,10198,5027,14668,32317,27273,25841,24108,20725,12322,5340,167618
20303,24,20,51,55,70,164,442,580,391,1807,7,11,16,18,21,15,21,36,14,157,178,163,362,507,512,648,896,661,463,4398,1626,3846,9004,11847,11716,12567,13577,6646,2300,73127
20401,41,30,75,91,121,294,612,729,381,2376,9,4,29,23,27,33,42,26,21,208,262,253,498,545,641,823,762,543,293,4620,1365,2815,6038,6377,7632,9276,8763,4569,1619,48456
20402,21,16,58,76,116,205,483,670,430,2073,0,4,11,17,22,29,25,24,18,150,170,138,323,350,423,476,527,509,290,3211,1107,2051,4827,5081,6125,7113,6839,4093,1628,38867
20403,22,27,85,115,128,285,587,756,498,2499,7,10,36,33,60,52,52,33,24,302,257,280,527,546,558,622,665,555,323,4332,1870,3814,8715,9101,9695,10515,9360,4856,1745,59675
20501,37,23,85,93,124,225,462,686,422,2160,0,9,32,19,26,27,20,20,18,173,155,134,410,418,419,453,473,415,196,3071,1261,2904,7153,6588,6930,7597,7074,3948,1354,44803
20502,29,32,77,78,108,242,543,709,336,2153,5,8,10,9,9,18,25,30,13,127,165,155,359,420,480,667,726,570,309,3851,1044,1820,4386,4504,5629,7772,8696,4877,1518,40234
20503,31,22,80,94,135,314,691,857,534,2751,3,8,8,15,30,35,25,72,41,245,206,153,441,580,593,828,964,735,351,4845,1380,2549,6226,7392,8746,11545,12029,6105,2068,58031
20504,64,40,184,188,262,485,909,1045,604,3789,3,16,46,51,62,56,71,62,42,409,314,364,772,739,728,810,822,673,497,5722,1980,4276,9776,8842,9297,10622,9316,5053,1946,61105
20505,34,13,51,87,129,253,469,566,277,1874,0,4,5,17,21,31,19,20,12,133,176,179,449,480,451,474,578,380,217,3381,1071,2167,5160,5196,5551,6652,6397,3101,1036,36334
20601,14,5,35,67,101,278,737,1456,904,3596,3,10,51,37,78,131,263,386,235,1197,83,234,843,507,342,307,321,275,163,3081,1255,7045,21839,15553,11153,8261,5576,3552,1854,76098
20602,3,8,20,28,55,133,422,840,497,2006,0,7,15,26,28,59,120,230,185,670,54,111,345,295,241,208,189,216,190,1864,763,2913,10566,8777,7812,5592,3621,2309,1181,43529
20603,13,20,62,73,89,214,388,713,487,2062,4,12,81,50,80,88,104,164,127,702,109,229,659,469,408,365,290,241,128,2892,1276,4900,12388,10311,9430,7988,5597,2817,1461,56158
20604,9,42,168,117,132,191,244,238,193,1344,5,75,340,158,122,125,95,80,41,1035,434,1765,4020,1877,981,778,605,372,225,11056,4697,25146,52913,23149,11718,9223,6581,3135,1188,137759
20605,17,5,51,69,93,137,301,535,267,1479,6,10,65,36,36,44,67,107,73,442,138,380,1583,1215,953,816,643,527,372,6622,1222,5541,23115,18281,14678,11594,8046,4261,1468,88222
20606,3,3,26,21,41,70,131,320,225,846,0,6,22,18,25,34,30,81,50,272,126,297,943,564,438,362,353,335,243,3658,840,5036,17537,9664,6795,5883,5131,3512,1438,55832
20607,3,7,88,96,170,247,392,575,399,1982,3,11,44,74,98,152,156,166,161,862,123,382,1334,808,595,547,433,295,135,4642,1004,6646,27087,15314,10365,8521,6262,3249,1287,79729
20701,27,19,38,59,109,168,448,872,743,2485,9,26,62,60,106,114,137,152,145,809,259,335,785,627,706,590,646,653,552,5153,3746,12291,21028,20402,23802,20731,15904,9820,4959,132688
20702,8,15,49,63,121,287,912,1678,1127,4260,5,16,77,68,77,167,219,304,215,1155,117,143,404,445,407,382,475,556,381,3310,1759,5598,11432,13240,12489,12095,10171,8413,3807,79005
20703,17,40,82,123,198,245,580,908,619,2817,9,39,146,132,122,129,178,162,145,1057,157,527,977,542,465,402,457,468,540,4536,2255,9132,16256,14201,14150,11815,9114,6290,3498,86699
20801,14,7,21,39,54,105,249,471,433,1398,0,11,18,33,43,39,54,63,42,305,164,109,303,429,529,410,508,533,506,3480,2196,5203,7904,11810,16257,14033,11073,6924,3418,78819
20802,20,20,56,72,115,222,647,1194,903,3243,5,25,95,78,61,97,132,224,148,859,212,385,1053,775,625,512,687,642,591,5485,2766,10033,23685,22972,21469,16943,13540,7580,4184,123160
20803,23,17,59,96,137,286,656,1099,802,3174,5,7,45,69,81,102,135,143,95,687,165,168,626,603,535,507,605,631,470,4308,2277,6006,14535,17967,18441,15063,11567,7111,3399,96371
20804,7,6,10,17,15,21,139,299,179,699,0,4,22,16,21,32,20,59,46,207,45,82,284,187,146,152,176,173,144,1389,868,3144,6201,5375,5825,4792,3849,2557,1302,33914
20901,27,26,77,106,162,287,740,1364,1017,3809,12,26,78,93,109,160,155,139,139,918,170,245,637,589,496,490,574,501,301,4006,2323,7002,16245,18161,16900,14853,12682,7666,3398,99230
20902,18,28,105,161,243,506,1314,2039,1208,5621,10,34,80,85,133,207,342,503,285,1676,201,362,987,722,581,522,524,494,471,4856,1740,6494,18004,15099,12562,9704,6939,5042,2764,78349
20903,17,11,28,27,37,94,254,349,202,1022,3,9,6,18,21,24,16,11,24,131,113,93,162,266,363,343,326,218,114,2005,1686,4016,6015,8200,10589,9955,7067,3048,906,51487
20904,55,76,359,621,820,1499,3333,3175,1347,11287,15,63,261,344,420,614,793,788,452,3748,627,789,2021,1745,1293,1142,1072,939,630,10258,5512,15669,39580,40671,30594,24921,18607,9510,3441,188506
21001,10,0,35,55,79,218,842,1499,822,3561,0,3,24,21,50,66,154,270,172,754,73,89,290,254,291,255,310,402,275,2239,1195,3256,6936,8203,8603,7182,6331,4846,2097,48650
21002,5,8,16,17,44,61,199,208,101,659,3,3,4,9,3,4,10,11,7,38,112,70,124,189,234,232,207,157,99,1424,761,1466,3023,4380,4939,4442,3491,1700,418,24631
21003,7,21,86,158,219,404,866,1409,1116,4289,4,27,66,86,113,186,218,332,256,1288,198,334,989,706,520,412,404,431,516,4511,1480,5357,15122,12928,9431,7431,4931,3972,2802,63465
21004,23,9,61,45,70,114,319,314,212,1156,4,8,22,16,26,22,32,35,16,171,104,105,313,280,257,237,189,172,80,1732,1075,2690,6851,6222,5960,5506,3980,1834,689,34808
21005,101,194,823,1409,1588,1916,2422,1916,622,10979,23,116,439,669,828,1206,1002,781,308,5380,690,845,2282,1967,1347,1132,859,580,229,9925,5180,14089,34477,31769,23243,19682,12575,6148,1793,148953
21101,34,33,120,171,288,525,985,1295,761,4206,11,15,85,112,124,210,220,180,117,1060,237,310,750,714,604,595,705,745,581,5257,3424,9646,20210,22267,21541,20506,15985,8900,3533,126028
21102,4,0,10,9,13,57,127,212,154,597,5,0,9,8,13,20,9,31,33,129,35,47,63,83,109,95,109,139,121,794,661,1742,1898,2786,4272,3813,2877,1735,749,20541
21103,24,54,225,258,237,297,531,807,610,3043,5,24,155,139,125,152,137,75,46,869,142,170,519,545,462,433,453,521,475,3727,2154,6412,14981,16778,15303,13548,10721,6540,2872,89318
21104,7,17,34,63,105,205,345,603,375,1745,5,11,45,55,85,149,121,90,63,626,67,115,270,269,235,220,286,369,393,2226,1196,3622,7445,9216,8584,6962,6177,4388,1982,49569
21105,44,46,197,256,323,420,827,1193,616,3926,11,36,103,126,133,73,82,82,47,692,336,315,741,731,857,834,771,731,407,5727,3514,8623,19064,20305,21335,20158,16269,8496,2669,120441
21201,52,47,196,236,249,386,696,793,373,3014,7,17,123,108,82,92,76,67,25,593,369,347,992,851,758,630,559,490,279,5271,2861,7064,18601,17514,14484,11671,8720,4646,1493,87050
21202,58,63,303,438,440,705,1101,1121,632,4858,14,85,411,481,443,379,280,232,122,2449,388,482,1114,933,842,719,687,595,354,6121,3361,9070,18285,19411,18294,16465,11341,6027,2428,104672
21203,97,116,639,895,854,1012,1329,1162,493,6603,20,124,690,938,945,686,455,210,96,4172,573,742,2021,1705,1184,965,744,500,243,8677,5310,15142,37298,38511,26894,19684,12279,5680,1779,162583
21204,82,144,695,1131,1328,1939,2530,2808,1351,12000,37,202,967,1166,1303,1595,1267,901,518,7959,472,806,2271,1631,1181,1193,1124,990,592,10257,4054,13637,33004,27754,22804,20731,17138,10512,4396,154022
21205,22,35,120,146,282,503,1428,2227,1446,6217,12,49,161,154,161,272,417,458,289,1970,304,834,1678,1018,796,704,700,926,925,7889,4249,15593,27971,24784,22619,19048,15703,11889,5988,147840
21301,54,119,479,901,1303,1993,3557,3241,1269,12912,21,71,568,638,926,1261,1152,850,527,6014,611,876,2399,1870,1456,1283,1256,997,569,11315,4213,12911,29642,25368,23329,21972,17208,8944,3372,146959
21302,16,16,70,99,171,386,963,1206,724,3645,0,22,35,70,90,113,234,308,202,1070,162,187,656,623,522,392,466,388,305,3700,1573,4116,11181,13496,12411,10600,7769,4431,2058,67636
21303,27,20,103,134,229,463,726,801,468,2969,4,24,84,124,175,322,302,237,165,1435,157,344,1228,777,526,474,422,317,297,4540,1341,5566,19246,15245,10919,8209,5241,2668,1345,69790
21304,77,112,421,519,613,980,1784,1283,448,6225,8,36,203,295,353,371,372,254,73,1976,651,717,1973,1735,1282,936,816,565,224,8898,4999,12179,30577,33057,25057,17231,12800,5408,1568,142863
21305,107,165,519,659,741,1093,1562,1333,557,6749,21,113,451,552,629,591,426,273,130,3185,927,1300,3678,3244,1667,1192,958,643,337,13946,6208,18411,52173,57771,31824,22446,14665,6171,1902,211570
21401,49,74,180,228,350,500,844,1059,646,3935,17,27,63,56,67,87,75,83,61,537,396,401,1080,1057,1036,860,778,822,625,7051,3112,7745,19075,19689,18971,16924,12903,7236,3013,108674
21402,67,45,152,169,269,418,1102,1677,1029,4922,10,10,31,55,61,83,90,97,71,512,434,380,813,1010,1241,1253,1579,1550,1081,9334,3766,7632,14552,17829,22601,23196,24109,15826,6019,135532
21501,36,44,107,135,170,322,688,926,664,3084,5,15,37,36,76,64,41,33,9,320,236,210,517,445,529,659,750,667,446,4467,1329,2854,6888,6195,7274,9088,8074,4805,2117,48626
21502,44,41,156,168,230,409,738,848,520,3163,4,37,108,97,95,106,77,84,42,651,263,245,670,624,615,651,634,497,296,4502,1448,3171,7615,6710,7073,7370,6132,3506,1525,44540
21503,20,28,97,115,141,270,488,628,400,2186,9,19,67,60,69,51,46,36,22,380,160,157,414,422,399,510,513,388,272,3233,805,1853,4490,4158,4420,5568,4945,2937,1297,30470
