SA3_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
12701,5,33,122,1012,663,496,268,56,25,2691,0,0,0,5,7,0,5,0,0,14,0,5,43,86,38,11,0,0,0,184,14,175,234,1225,849,817,597,235,83,4221,238,493,424,1023,358,301,231,108,37,3214,5794,10899,9518,22831,8584,7171,4580,1990,643,72001,0,0,15,117,30,23,4,6,0,191,11454,19334,14938,21348,6283,4272,2139,1051,317,81134,0,29,30,488,66,31,17,0,0,662,0,0,10,243,98,103,69,18,5,557,0,4,0,41,11,5,3,0,0,65,3,25,67,566,350,283,162,43,18,1522,0,8,17,35,14,4,0,3,0,86,0,5,13,178,197,227,171,68,17,874,4,35,52,465,284,307,202,51,26,1424,0,0,0,158,108,170,170,85,31,725,4,54,28,197,80,94,72,36,16,587,5,66,63,227,178,272,198,120,28,1149,5,52,158,1487,836,802,408,132,28,3903,0,0,7,29,8,17,10,3,0,81
12702,41,346,997,5182,4252,3576,2173,711,385,17665,0,0,0,0,0,5,9,0,0,10,0,6,7,4,3,3,0,0,0,22,43,441,584,1738,1328,1569,1357,708,287,8047,293,630,582,1315,618,594,490,273,147,4938,4915,11840,13210,24750,13375,13419,10009,5081,2452,99043,12,16,41,137,37,17,4,0,0,267,9036,18405,17908,16806,4781,4380,2478,1195,486,75479,0,6,4,49,9,6,0,0,0,73,0,0,13,221,152,219,157,76,33,877,0,0,0,13,0,3,5,0,0,24,20,105,326,1916,1541,1706,1153,457,177,7397,0,4,20,31,5,9,4,0,0,72,0,6,30,149,238,284,359,219,42,1335,9,49,110,723,554,785,531,316,338,3416,0,0,6,170,141,339,512,440,183,1791,0,8,20,64,26,74,72,64,25,360,7,24,22,55,80,200,205,138,54,789,0,26,34,346,208,303,180,58,15,1172,0,0,18,30,9,16,8,4,3,87
12703,9,43,107,753,533,361,191,51,41,2090,0,0,0,4,0,4,8,0,3,19,0,3,34,65,24,15,0,3,0,149,48,298,375,1522,781,692,572,298,116,4695,264,531,463,1375,419,352,240,187,120,3956,4819,9665,8782,20945,8602,6983,4750,2678,1228,68452,0,0,11,144,30,34,12,0,0,234,9200,15779,12407,16364,5908,3833,2421,1488,595,68002,6,41,73,702,179,121,58,14,0,1183,0,9,22,326,177,292,160,74,9,1073,0,0,3,66,18,14,8,4,0,118,3,10,31,285,138,105,77,29,7,677,0,5,16,31,23,6,8,0,0,90,0,0,13,122,97,146,101,60,20,560,0,44,70,864,318,433,275,90,36,2137,0,6,4,242,158,199,203,128,43,978,10,132,117,495,212,228,156,93,30,1462,3,77,56,193,178,239,196,160,88,1199,5,57,174,1338,832,822,376,178,25,3814,0,8,0,29,17,10,5,0,6,72
12801,0,4,10,51,42,26,20,7,0,165,0,4,0,20,10,12,9,7,0,68,0,0,3,9,6,4,3,0,0,22,5,59,76,684,332,289,244,162,61,1905,96,187,162,558,254,173,192,212,109,1935,3163,6727,6570,15108,8296,7573,6255,4223,2413,60336,0,0,0,0,0,0,0,0,0,0,6290,12787,11988,21217,11677,10464,8098,4981,2771,90265,0,0,9,22,13,4,4,0,0,59,0,0,0,38,28,36,26,7,3,145,0,13,19,376,36,18,12,6,0,484,0,4,3,29,7,7,13,4,0,69,9,4,13,145,64,51,23,10,0,316,0,5,0,48,49,46,35,21,0,214,4,51,78,689,293,454,273,79,46,1967,0,0,0,28,16,55,59,60,19,240,0,13,18,95,56,97,148,108,31,561,31,196,179,1004,715,748,624,520,229,4254,0,3,0,46,47,47,24,11,6,183,0,9,8,67,29,22,16,12,4,174
12802,0,4,5,65,51,38,22,4,0,192,0,0,3,15,13,7,15,9,0,66,0,0,6,13,7,6,0,0,0,34,9,44,62,497,285,248,187,142,42,1507,56,111,95,310,144,108,153,155,115,1245,3317,7278,6486,14207,8102,7061,5690,3298,1575,57018,0,0,0,4,0,0,0,0,0,4,6453,14191,12458,20981,11700,9583,7540,4012,1684,88610,0,0,3,35,0,3,0,0,0,53,0,0,0,25,17,24,9,7,3,88,3,8,8,161,30,17,4,6,0,239,0,0,0,11,7,8,0,0,0,24,5,15,6,86,52,31,20,8,0,221,0,3,4,46,45,27,31,26,0,183,0,30,48,586,246,312,218,76,35,1544,0,0,0,17,19,39,48,52,16,188,0,0,14,66,48,80,100,52,17,381,18,167,179,851,742,789,593,514,167,4027,0,5,7,53,50,47,35,15,6,208,3,8,4,64,32,19,7,4,0,144
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,3,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,8,16,62,19,11,8,5,0,133,92,183,205,568,186,144,55,21,4,1460,203,412,703,1772,666,698,404,104,32,4997,0,0,0,7,0,0,0,0,0,7,266,402,764,1804,880,940,674,162,30,5912,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,21,0,0,0,0,0,3,0,0,0,5,0,0,7,13,3,6,0,0,0,26,0,0,0,9,0,0,0,0,0,17,0,4,4,49,12,12,5,0,0,86,0,0,0,0,0,0,3,0,0,8,0,0,7,5,5,0,0,0,0,13,3,3,20,94,28,86,53,19,0,318,0,0,3,12,7,0,3,0,0,23,0,0,9,31,9,4,0,0,0,56
20101,0,0,17,60,8,4,3,4,0,103,0,0,0,8,3,10,8,8,0,36,0,0,3,23,9,3,5,3,0,49,5,35,47,216,90,79,85,53,28,641,139,259,355,724,311,307,320,280,171,2863,3342,7316,7233,15547,7465,7227,6517,3719,1851,60219,0,0,4,13,4,3,0,0,0,18,6417,13881,12681,24212,11974,11455,9573,5129,2172,97494,0,8,12,57,15,0,3,0,0,93,0,0,0,3,0,3,0,0,0,15,0,3,0,29,5,0,0,0,0,42,0,6,3,7,0,0,0,0,0,21,0,7,8,52,25,26,19,4,0,145,0,4,0,10,6,7,0,6,0,34,0,39,63,351,84,68,56,11,0,675,0,0,0,4,12,19,43,41,14,128,0,0,11,16,8,3,5,8,0,55,11,131,92,346,311,472,609,385,149,2500,0,5,6,25,11,13,10,3,0,70,0,11,9,22,6,11,11,3,0,69
20102,0,0,3,13,0,3,0,0,0,19,0,0,0,0,0,4,8,3,0,15,0,0,0,0,3,0,0,0,0,11,0,0,0,50,42,30,59,35,23,229,53,110,70,257,197,189,191,103,44,1212,735,1722,1226,3176,2335,2620,2252,1010,414,15497,0,0,0,0,0,0,0,0,0,0,1359,3271,2385,4979,3614,3903,3229,1393,450,24582,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,4,0,0,21,0,0,0,9,0,0,0,0,0,12,0,5,3,3,0,0,0,0,0,11,0,0,0,11,7,12,16,4,0,64,0,0,0,4,3,0,6,0,0,16,0,0,0,25,7,5,0,0,0,42,0,0,0,3,3,16,13,12,4,51,0,0,0,0,0,0,4,3,0,9,0,15,23,111,188,328,341,184,59,1252,0,0,0,6,6,6,3,0,0,10,0,0,0,7,4,0,6,0,0,24
20103,0,0,0,10,0,0,0,0,0,15,0,0,0,0,5,0,5,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,14,18,26,20,14,3,103,35,130,104,198,173,159,172,114,44,1129,561,1472,1166,2462,1795,2059,2093,1131,433,13170,0,0,0,0,0,0,0,0,0,0,1028,2723,2205,4150,2989,3284,3275,1693,571,21909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,6,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,7,0,12,5,0,0,25,0,0,0,0,0,0,0,3,0,7,0,0,0,13,6,6,5,0,0,32,0,0,0,0,0,4,9,4,0,14,0,0,0,0,0,0,9,0,0,3,0,9,8,38,100,230,294,204,50,925,0,0,0,8,5,0,5,0,0,17,0,0,0,4,0,6,0,4,0,11
20201,0,4,8,51,15,8,0,0,0,87,0,0,0,3,0,4,5,3,0,19,0,3,5,18,3,0,4,0,0,32,6,32,34,130,52,38,50,35,8,393,145,268,282,703,311,325,282,246,146,2701,3074,6351,6293,13856,6367,6563,5887,3449,1728,53577,0,8,17,48,9,7,0,0,0,86,5828,11941,10846,21404,10177,10354,9374,5155,2325,87405,0,7,7,39,6,9,0,0,0,64,0,0,0,0,0,3,0,0,0,3,0,5,0,28,3,0,0,0,0,37,0,3,3,9,4,0,0,0,0,18,4,9,7,36,18,7,7,7,0,96,0,0,0,5,0,0,0,0,0,6,5,10,35,180,53,38,22,6,0,348,0,0,0,4,0,11,9,15,3,48,3,7,9,35,4,11,8,3,0,80,0,44,57,182,231,346,378,279,102,1625,0,0,9,16,7,6,0,0,0,47,0,0,5,20,7,4,14,3,0,46
20202,0,0,0,7,7,4,0,0,0,20,0,0,0,5,3,9,13,7,0,36,0,0,0,5,0,0,0,0,0,11,5,7,14,62,48,49,62,50,12,304,44,189,133,347,263,287,249,203,135,1845,1125,3057,2166,5350,3884,4173,3827,1960,792,26336,0,0,0,3,0,0,0,0,0,7,2271,5772,4078,8577,5981,6327,5724,2765,918,42413,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,10,0,0,0,7,4,0,0,0,0,17,0,3,0,6,4,0,0,0,0,12,0,0,3,44,26,12,15,4,0,108,0,0,0,4,3,3,3,0,0,10,0,3,8,27,11,11,8,3,0,78,0,0,0,5,3,12,17,16,3,50,0,0,3,0,3,3,4,9,0,15,4,63,57,249,338,491,526,339,90,2155,0,0,0,7,9,4,0,0,0,16,0,3,4,31,11,6,10,0,0,68
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,7,6,0,29,17,60,56,110,94,117,105,65,45,671,267,716,544,1163,783,1057,874,436,216,6053,0,0,0,5,0,0,0,0,0,5,505,1262,961,1857,1278,1709,1444,638,265,9932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,18,31,79,82,45,6,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
20301,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,3,0,0,4,0,8,3,26,23,18,29,14,4,126,29,88,57,142,80,100,63,39,16,616,718,1615,1184,2853,1567,1445,1089,449,195,11121,0,0,0,0,0,0,0,0,0,0,1410,3184,2283,4819,2625,2271,1676,639,219,19132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,10,0,0,0,6,6,4,12,8,0,37,0,0,0,0,0,0,0,0,0,0,0,21,40,96,118,198,191,90,30,791,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,12
20302,3,7,40,153,62,44,14,5,3,339,0,0,3,9,14,30,30,21,8,115,0,0,7,35,15,10,5,3,0,74,18,112,170,626,280,361,340,331,157,2399,200,519,582,1347,580,475,565,443,198,4917,5954,12106,13195,29965,13336,12636,11138,6849,3327,108519,0,50,124,302,87,33,16,3,0,613,11719,21872,22156,43521,20143,18028,14194,7591,3286,162512,0,9,15,111,18,7,0,0,0,163,0,0,4,131,56,132,69,57,10,464,0,5,6,83,7,4,3,0,0,116,0,0,4,22,11,12,6,3,0,62,4,23,31,133,56,38,25,9,7,315,0,0,0,22,17,4,13,3,0,55,8,103,182,718,198,155,128,51,8,1557,0,8,9,108,106,240,302,326,137,1234,8,27,17,68,6,12,20,11,0,177,20,196,276,864,784,1281,1241,958,384,6001,0,3,16,65,23,23,8,0,0,143,3,6,8,66,22,28,9,8,7,158
20303,0,0,0,24,10,0,0,0,0,47,0,6,0,5,6,18,11,4,0,53,0,0,4,17,7,4,0,0,0,33,3,20,15,185,88,85,87,63,28,568,67,228,160,456,272,357,400,257,138,2337,2528,5792,4119,10941,6149,6836,6978,3454,1380,48180,0,0,0,0,0,0,0,0,0,5,4896,11089,7683,16915,9430,9925,10130,4663,1556,76283,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,8,0,0,19,0,0,0,36,6,4,0,0,0,49,0,0,0,4,0,0,0,0,0,5,7,20,6,111,53,28,21,8,5,249,0,0,0,23,5,0,5,3,0,43,3,5,16,81,29,23,21,4,0,182,0,0,0,3,8,27,38,23,11,124,0,0,0,0,0,15,26,18,3,64,18,148,172,597,531,762,939,579,211,3947,0,0,0,19,12,7,9,0,0,46,0,7,6,60,22,9,5,11,0,119
20401,0,0,6,13,6,0,0,0,0,34,0,0,0,0,0,0,4,4,3,13,0,0,0,0,3,5,5,0,0,15,0,8,14,73,50,58,74,45,21,338,71,245,230,523,322,426,343,190,110,2461,1356,3306,2822,6328,3928,4712,4263,2246,980,29941,0,0,0,4,0,0,0,0,0,4,2622,6065,5233,9995,6186,7166,6656,3261,1117,48312,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,3,3,7,3,4,0,0,0,25,0,5,6,32,17,12,12,13,0,87,0,0,0,4,4,0,6,3,0,13,3,21,91,75,22,17,10,0,0,247,0,0,0,4,0,17,9,11,0,41,0,0,0,0,3,0,9,6,0,20,0,23,55,171,177,440,475,342,132,1824,0,0,0,8,4,3,3,0,0,20,0,0,0,11,5,10,17,4,0,43
20402,0,0,0,16,4,0,0,0,0,19,0,0,0,0,0,0,5,0,0,10,0,0,0,8,0,0,0,0,0,10,0,9,3,45,25,37,41,30,17,212,63,159,143,342,216,261,210,214,128,1723,1221,2695,2378,5131,3241,3720,3452,2142,992,24972,0,0,0,3,0,0,0,0,0,3,2229,5104,4312,8172,5222,5949,5467,3048,1224,40719,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,4,0,0,8,0,0,0,6,0,0,0,0,0,8,0,0,6,9,0,0,0,0,0,16,0,0,5,14,9,7,9,3,0,49,0,0,0,0,0,4,0,0,0,6,0,3,4,28,14,3,9,5,0,67,0,0,0,0,0,9,11,9,3,28,0,0,0,4,0,0,0,0,0,9,4,8,21,89,116,222,269,225,69,1016,0,0,0,12,6,5,3,0,0,25,0,0,5,17,3,9,3,0,0,34
20403,5,19,12,56,5,3,4,0,0,100,0,0,0,4,3,15,6,8,0,29,0,0,6,16,4,4,0,0,0,33,6,58,64,159,90,75,94,86,41,657,75,261,231,528,305,296,280,226,125,2329,2084,4875,3958,9153,5022,5412,4702,2574,1077,38853,0,0,0,3,0,0,0,0,0,7,3959,8915,7346,14614,7966,8559,7232,3389,1182,63153,0,0,0,14,3,0,0,0,0,23,0,0,0,0,5,0,4,8,0,19,0,0,0,10,3,0,0,0,0,18,0,6,3,15,0,0,0,0,0,24,0,3,6,42,20,18,16,5,6,120,0,0,0,8,3,6,0,5,0,19,0,6,4,69,12,16,14,0,0,124,0,0,0,0,5,23,31,51,23,137,0,4,0,9,3,0,4,3,0,22,5,37,59,222,263,421,436,316,81,1847,0,0,0,12,10,11,4,4,0,46,0,0,10,24,3,9,19,3,0,69
20501,0,3,4,31,4,0,0,0,0,53,0,0,0,4,5,7,7,0,0,30,0,3,4,13,6,4,0,0,0,28,4,17,18,108,42,66,66,47,18,383,80,207,135,427,205,232,226,169,88,1764,1750,3615,3059,7167,3623,4005,3622,2007,817,29668,0,0,0,4,0,0,0,0,0,5,3326,6837,5532,11238,5603,5962,5200,2655,942,47295,0,0,0,4,0,0,0,0,0,3,0,0,0,8,3,0,3,0,0,23,0,0,0,10,0,0,3,0,0,8,0,0,0,3,0,3,0,0,0,12,3,0,6,29,6,6,13,3,0,69,0,0,0,4,7,4,3,0,0,18,0,10,5,70,17,26,11,3,0,140,0,0,0,0,3,8,15,13,0,40,0,0,0,6,0,0,8,4,0,16,0,43,55,200,241,457,507,356,101,1965,0,0,5,8,10,12,3,0,0,34,0,0,0,3,3,0,7,0,0,16
20502,0,0,0,35,14,7,3,0,0,58,0,0,0,0,4,4,6,7,0,28,0,0,0,4,3,3,9,0,0,14,0,12,5,47,39,35,47,30,13,222,57,189,149,389,251,301,356,245,130,2071,1044,2546,1975,4665,3001,4033,4273,2406,875,24822,0,0,0,0,0,0,0,0,0,0,2036,4613,3668,7090,4530,6129,6452,3337,1008,38863,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,24,10,7,0,75,0,0,0,0,5,0,8,0,0,17,0,4,3,43,18,18,14,0,0,93,0,0,0,0,0,4,3,5,0,12,0,0,0,14,0,3,16,6,0,31,0,18,23,100,148,397,588,464,137,1874,0,0,3,7,4,8,7,0,0,31,0,3,5,11,3,3,3,3,0,33
20503,0,0,5,22,13,9,4,0,0,50,0,0,0,5,3,15,10,8,0,41,0,0,6,5,0,4,0,4,0,21,0,12,9,78,56,93,79,59,16,405,114,255,180,562,318,463,475,287,124,2772,1611,3850,2946,7116,4517,6076,6092,3091,1215,36507,0,0,0,0,0,0,0,0,0,3,3058,7320,5490,10949,7043,8716,8501,3944,1362,56383,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,0,0,8,5,0,0,0,0,16,3,0,6,15,7,5,0,0,0,27,0,9,0,32,17,24,18,0,0,98,0,0,0,11,10,15,8,16,0,55,0,3,3,50,29,28,15,3,0,137,0,0,0,0,9,4,19,14,5,54,0,0,0,3,0,7,22,8,0,34,4,29,49,228,305,742,1020,675,212,3277,0,4,0,14,7,4,3,0,0,30,0,0,0,22,6,10,13,4,5,59
20504,0,5,0,27,10,5,3,0,0,56,0,3,0,3,0,3,8,4,3,29,0,0,0,9,4,0,5,0,0,19,3,21,39,117,51,75,93,78,36,510,126,348,316,744,341,411,357,241,153,3027,2112,4491,4260,9618,4808,5531,4744,2674,1192,39423,0,0,0,5,0,0,0,0,0,4,3948,8373,7505,15144,7570,8296,6378,3014,1041,61262,0,3,0,29,6,4,0,0,0,41,0,0,0,3,6,11,13,4,0,37,0,0,0,4,0,0,0,0,0,9,0,4,0,12,3,0,0,0,0,19,0,6,5,19,14,24,11,6,0,81,0,0,0,7,10,10,8,6,0,37,0,15,18,89,46,31,8,16,4,220,0,0,0,9,11,13,22,24,14,89,0,0,4,5,0,3,8,0,4,25,4,32,20,134,173,436,607,465,175,2043,0,0,0,35,7,5,5,0,0,51,0,0,0,0,5,6,4,9,0,30
20505,0,0,3,27,12,10,4,0,0,55,0,0,0,0,0,11,0,3,0,20,0,0,3,4,0,3,4,0,0,20,0,7,8,38,27,42,46,30,9,211,74,168,158,412,217,235,247,156,64,1730,1166,2583,2225,4985,2901,3372,3127,1616,620,22598,0,0,0,0,0,0,0,0,0,0,2219,4830,4140,8316,4510,5252,4788,2197,745,36989,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,13,3,0,0,0,0,26,0,0,0,17,6,8,9,6,0,51,0,0,0,0,6,4,3,0,0,17,0,0,0,44,13,15,3,0,0,79,0,0,0,7,9,10,5,17,10,50,0,0,0,10,0,9,3,3,0,25,3,15,25,127,130,329,386,241,84,1340,0,0,5,7,5,6,7,0,0,33,0,0,0,6,0,3,0,0,0,18
20601,0,10,38,133,71,65,32,8,4,362,0,0,5,8,4,0,0,0,0,18,0,0,8,13,0,0,0,0,0,31,5,37,84,838,152,123,140,78,35,1489,36,77,166,596,150,135,118,94,60,1432,2017,3725,5459,19348,5689,4316,3043,2011,1130,46737,0,0,0,3,0,0,0,0,0,13,3906,6853,8428,24710,7983,5210,2494,731,402,60709,0,12,16,86,12,3,3,0,0,129,0,0,0,36,8,6,0,0,9,62,0,7,6,185,18,3,3,0,0,225,0,0,0,15,4,0,0,4,0,28,3,5,8,218,47,16,13,3,0,314,0,3,8,105,19,20,9,3,0,166,3,17,128,466,109,157,120,36,14,1046,0,0,3,22,10,34,24,35,29,157,0,3,9,45,16,38,48,15,15,194,21,73,199,1283,415,330,166,72,22,2582,0,0,0,36,9,15,8,3,0,79,0,5,16,212,19,15,12,0,0,284
20602,0,0,16,66,54,55,37,18,3,250,0,0,0,11,7,0,0,0,0,18,0,0,0,16,3,0,0,0,0,17,9,16,24,372,89,68,65,50,25,714,28,67,79,320,112,87,82,55,31,854,1284,2693,2758,10289,4069,2936,1965,1293,720,28000,0,0,0,3,0,0,0,0,0,3,2472,4988,4715,13845,5875,3829,1877,535,230,38374,0,0,0,17,4,0,0,0,0,21,0,0,0,19,4,5,5,3,0,36,0,0,4,65,8,0,0,0,0,81,0,0,0,5,5,0,4,3,3,25,4,9,8,121,40,8,10,0,0,204,0,5,0,30,8,12,9,3,0,67,0,12,40,157,61,89,60,26,23,463,0,0,0,11,11,16,25,17,5,88,0,0,4,3,9,13,17,16,4,69,23,99,85,734,355,262,148,66,27,1800,0,0,0,10,6,5,6,5,3,35,0,4,5,88,16,17,6,4,0,146
20603,9,15,35,220,153,129,93,52,23,714,0,0,0,8,0,6,5,0,0,20,0,0,3,18,5,0,0,0,0,27,8,62,158,861,269,183,135,80,47,1806,70,104,148,564,174,148,102,92,61,1461,1633,3377,4193,11757,4889,4134,2909,1573,949,35423,0,0,4,8,0,3,8,0,0,19,3090,6127,6690,13829,6589,5424,3270,1176,618,46813,0,3,5,42,8,0,0,0,0,58,0,0,0,40,6,17,10,6,0,78,0,3,3,111,5,3,4,0,0,128,0,0,0,4,4,4,10,4,0,29,3,20,6,86,36,8,10,6,0,176,0,3,0,55,22,14,17,8,0,113,4,34,73,407,138,139,104,60,55,1012,0,4,0,20,19,32,34,28,7,153,0,6,11,48,18,27,32,36,14,182,12,48,72,436,237,258,190,102,47,1404,0,0,0,24,14,8,10,0,4,56,0,4,3,55,16,12,6,0,3,95
