SA3_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
30103,0,94,3,98,..,9,5,17,0,17,..,104,3,107,0,107,..,20,0,22,0,22,..,233,9,238,5,242,..,222,26,246,0,246,..,33,0,34,0,34,..,33,7,40,0,40,..,8,0,10,0,10,..,97,27,124,0,128,..,452,44,494,13,513,..,3194,320,3518,46,3563,..,131,10,143,1184,1329,30701,3326,338,3664,1230,35597,31797,..,..,..,..,31797,..,160,3,163,0,165,..,33,5,33,0,33,..,39,0,39,0,39,..,112,38,152,0,152,..,319,73,387,6,396,..,16,3,22,0,22,..,449,112,562,8,573,..,40,6,48,0,48,..,190,10,196,4,197,..,128,7,133,0,133,..,107,7,119,0,119,..,3,0,3,0,3,..,64,0,66,5,71,..,202,11,212,0,211,..,24,0,24,0,24,..,93,9,94,0,100,..,79,3,85,4,86,..,11,0,14,0,14,..,41,3,41
30201,0,68,0,70,..,30,3,30,0,34,..,133,0,134,0,134,..,24,0,24,0,24,..,248,7,259,0,256,..,127,11,135,4,140,..,104,4,105,0,109,..,27,0,21,0,27,..,6,0,14,0,14,..,48,11,61,0,61,..,489,50,545,12,550,..,3828,361,4186,41,4226,..,96,10,110,576,681,17394,3929,367,4293,612,22302,18478,..,..,..,..,18478,..,98,5,104,0,98,..,76,18,91,0,91,..,17,0,17,0,17,..,192,59,248,0,248,..,365,106,471,3,474,..,26,4,30,0,30,..,586,166,750,3,755,..,8,0,8,0,8,..,37,0,37,5,38,..,52,3,53,0,53,..,73,3,83,0,83,..,42,0,39,0,39,..,96,9,109,0,109,..,308,14,323,0,321,..,108,6,117,5,115,..,188,26,215,0,219,..,66,3,74,0,74,..,20,0,25,0,25,..,42,0,38
30202,0,134,0,135,..,29,0,31,0,32,..,151,0,154,5,153,..,29,0,32,0,32,..,346,8,352,8,352,..,261,22,278,7,285,..,67,3,75,0,75,..,51,9,60,0,60,..,20,0,23,0,23,..,78,13,94,0,98,..,584,130,706,19,724,..,4511,511,5023,66,5087,..,127,21,145,1398,1538,29307,4637,531,5167,1464,35938,30865,..,..,..,..,30865,..,65,0,65,0,65,..,100,18,111,0,118,..,28,0,28,0,28,..,256,50,304,0,307,..,503,115,618,3,621,..,18,6,21,0,21,..,778,169,946,6,950,..,26,0,27,0,27,..,86,3,94,0,94,..,102,3,105,0,105,..,87,6,89,0,89,..,44,0,53,0,51,..,53,11,59,0,60,..,251,10,256,0,258,..,164,13,178,0,183,..,187,19,204,0,207,..,54,4,61,0,61,..,27,3,27,0,27,..,73,6,72
30203,0,81,0,84,..,9,0,15,0,15,..,96,0,101,0,96,..,15,0,15,0,19,..,205,8,209,7,214,..,200,15,212,0,212,..,62,3,70,0,71,..,38,3,46,0,46,..,15,0,8,0,8,..,60,15,77,0,77,..,476,66,536,4,538,..,3144,282,3426,36,3465,..,67,12,78,956,1036,16905,3213,294,3505,991,21406,16788,..,..,..,..,16788,..,25,0,25,0,25,..,36,7,43,0,43,..,14,0,14,0,14,..,102,36,137,0,137,..,226,60,283,0,286,..,10,0,17,0,17,..,342,92,438,0,439,..,21,4,22,0,25,..,67,5,68,6,72,..,74,6,82,0,82,..,24,0,25,0,25,..,16,0,19,0,19,..,56,8,57,0,62,..,224,17,236,3,244,..,358,25,377,0,380,..,221,37,262,3,261,..,47,5,55,0,55,..,27,3,24,0,24,..,39,0,37
30204,4,172,5,178,..,34,0,37,0,37,..,238,3,242,3,242,..,36,4,42,0,42,..,473,13,491,6,495,..,133,14,145,5,153,..,55,3,57,7,59,..,31,0,30,0,30,..,14,0,14,0,14,..,30,9,42,0,42,..,682,123,803,21,826,..,4575,516,5089,88,5176,..,116,13,129,1045,1176,23303,4689,529,5217,1133,29654,24564,..,..,..,..,24564,..,43,0,43,0,45,..,132,48,178,4,180,..,29,0,33,0,33,..,156,51,207,0,208,..,179,49,227,3,226,..,9,0,9,0,9,..,338,96,435,3,438,..,7,3,14,0,14,..,56,6,61,0,61,..,96,0,96,0,96,..,51,5,58,0,58,..,22,0,28,0,28,..,131,12,145,0,150,..,292,23,313,0,313,..,250,18,271,4,276,..,864,114,975,6,979,..,59,5,64,0,64,..,27,6,32,0,32,..,67,0,64
30301,0,36,0,36,..,31,0,34,0,34,..,64,0,59,0,59,..,13,0,13,0,13,..,144,4,144,0,144,..,316,30,343,4,346,..,76,0,81,3,77,..,34,4,39,0,39,..,9,0,9,0,9,..,104,15,123,3,126,..,413,57,468,15,486,..,4272,446,4719,60,4780,..,91,6,99,672,767,20583,4361,458,4817,739,26139,21882,..,..,..,..,21882,..,114,0,118,0,117,..,99,7,101,0,101,..,12,0,13,0,13,..,334,59,391,4,394,..,715,181,887,17,910,..,37,6,45,0,45,..,1080,245,1327,18,1347,..,40,7,51,0,54,..,108,4,107,0,108,..,83,0,87,3,88,..,355,35,394,0,397,..,17,0,21,0,21,..,103,10,114,0,117,..,201,10,207,5,212,..,12,0,12,0,12,..,89,7,98,0,102,..,91,5,97,0,97,..,40,0,42,0,42,..,31,0,32
30302,0,86,0,83,..,27,3,29,0,29,..,123,4,125,6,130,..,50,0,50,0,56,..,284,5,290,5,296,..,507,60,563,5,568,..,106,6,115,0,115,..,73,14,84,0,84,..,36,0,39,0,39,..,321,72,390,4,399,..,895,117,1009,29,1035,..,6738,711,7456,90,7540,..,137,23,162,1568,1734,29765,6879,738,7614,1663,39039,30411,..,..,..,..,30411,..,50,0,49,0,52,..,155,35,186,6,191,..,23,0,23,0,23,..,313,48,364,0,363,..,960,118,1078,5,1079,..,31,13,40,0,40,..,1301,179,1478,6,1484,..,39,6,47,0,47,..,141,6,150,4,152,..,172,4,179,4,174,..,361,45,401,0,401,..,68,0,72,0,72,..,117,4,124,0,125,..,226,8,232,0,232,..,298,10,310,4,315,..,220,13,234,3,234,..,119,9,128,0,128,..,58,7,63,0,63,..,51,4,54
30303,0,106,0,106,..,117,7,122,0,123,..,149,0,152,0,150,..,69,0,68,0,69,..,440,9,452,4,452,..,257,30,282,5,288,..,231,0,236,0,235,..,58,8,69,0,68,..,51,7,61,0,61,..,327,80,402,8,407,..,966,130,1090,24,1118,..,12892,2275,15170,148,15319,..,170,50,216,1390,1608,21948,13061,2326,15390,1538,38874,22262,..,..,..,..,22262,..,136,0,136,0,136,..,263,30,295,0,295,..,18,0,22,4,27,..,1307,382,1686,9,1700,..,4144,1318,5464,51,5512,..,142,62,200,5,204,..,5587,1764,7354,66,7416,..,68,7,72,0,72,..,91,5,100,0,98,..,79,0,82,0,84,..,473,56,532,0,536,..,76,12,88,0,88,..,403,38,445,8,454,..,444,27,468,4,476,..,76,0,76,0,76,..,533,60,600,11,609,..,314,17,330,0,330,..,165,14,180,0,180,..,111,9,121
30304,3,53,0,53,..,40,6,42,5,42,..,79,0,79,0,79,..,31,0,32,0,29,..,195,8,197,3,203,..,173,26,202,3,206,..,59,3,59,0,59,..,22,0,23,0,23,..,11,0,15,0,15,..,212,42,255,0,254,..,630,99,727,20,748,..,4352,702,5051,54,5109,..,93,16,112,687,800,14044,4446,717,5164,745,19952,14011,..,..,..,..,14011,..,19,0,19,0,15,..,68,19,85,0,85,..,12,0,16,0,16,..,301,91,383,0,386,..,852,307,1159,6,1171,..,52,17,75,0,75,..,1203,412,1619,7,1627,..,37,6,45,0,45,..,61,5,68,0,68,..,65,0,65,0,65,..,136,10,150,0,150,..,21,0,17,0,17,..,220,25,246,4,245,..,142,10,148,0,152,..,28,3,28,0,28,..,96,8,105,0,103,..,65,3,65,0,65,..,29,5,35,0,35,..,27,0,35
30305,3,154,0,156,..,82,6,87,0,88,..,259,3,260,0,263,..,58,4,59,0,57,..,550,13,557,7,563,..,234,24,258,6,258,..,222,11,231,0,233,..,44,6,56,0,56,..,55,3,61,0,62,..,640,175,813,19,839,..,1501,253,1752,40,1789,..,13029,2333,15359,179,15538,..,205,42,245,1297,1548,16244,13235,2368,15603,1480,33330,16116,..,..,..,..,16116,..,58,0,59,0,59,..,432,78,513,4,519,..,27,4,32,0,32,..,1093,375,1459,17,1476,..,3301,1210,4514,45,4556,..,102,51,149,0,149,..,4488,1630,6125,62,6184,..,84,15,97,0,97,..,39,0,39,0,39,..,51,0,52,4,56,..,137,19,157,6,161,..,68,6,68,0,68,..,421,42,466,4,465,..,609,33,634,4,643,..,132,16,149,0,151,..,1010,115,1127,15,1139,..,200,13,211,0,216,..,318,38,352,4,360,..,86,3,97
30306,3,107,0,112,..,108,8,120,0,116,..,136,0,133,0,136,..,51,0,58,0,55,..,399,17,416,3,420,..,91,8,101,0,105,..,88,3,96,3,98,..,32,5,31,0,31,..,17,4,18,0,18,..,384,106,495,3,496,..,985,152,1141,35,1175,..,10774,2644,13421,139,13557,..,143,31,172,979,1154,10374,10920,2677,13592,1122,25085,9878,..,..,..,..,9878,..,26,0,26,0,26,..,403,78,479,0,479,..,29,0,29,0,29,..,1117,437,1556,11,1562,..,3459,1575,5034,38,5074,..,146,82,232,0,232,..,4720,2097,6819,41,6863,..,63,6,68,0,71,..,24,4,30,0,33,..,31,0,31,0,31,..,131,23,157,0,157,..,120,12,131,0,131,..,171,12,186,0,187,..,280,14,298,7,302,..,17,0,17,0,21,..,754,101,850,14,863,..,73,3,77,0,77,..,397,50,449,4,449,..,79,6,93
30401,0,32,0,33,..,18,0,18,0,18,..,27,0,26,0,26,..,11,0,11,0,11,..,94,3,95,0,97,..,113,11,125,0,129,..,146,3,151,0,151,..,22,7,25,0,23,..,4,0,4,0,4,..,415,85,502,6,502,..,251,27,276,11,290,..,3217,339,3557,41,3602,..,62,3,66,316,387,12203,3282,345,3623,361,16187,12428,..,..,..,..,12428,..,66,0,66,0,66,..,111,11,124,0,124,..,10,0,10,0,10,..,248,60,311,0,315,..,513,132,642,4,650,..,28,3,34,0,34,..,788,203,989,10,993,..,17,0,17,0,17,..,61,7,66,0,66,..,94,0,92,0,92,..,10,0,10,0,10,..,40,3,41,0,41,..,87,7,87,0,87,..,143,3,142,0,142,..,3,0,3,0,3,..,51,9,65,0,65,..,102,6,109,0,110,..,39,3,43,0,43,..,27,0,27
30402,0,19,0,19,..,24,0,24,0,24,..,20,0,20,0,20,..,20,0,20,0,20,..,86,0,86,0,86,..,172,11,189,3,189,..,98,0,91,0,91,..,16,0,17,0,17,..,16,0,17,0,19,..,80,9,88,0,88,..,384,31,416,15,435,..,3404,237,3643,42,3690,..,80,6,79,470,552,19233,3485,241,3731,515,23476,19412,..,..,..,..,19412,..,223,0,223,4,225,..,36,0,31,0,31,..,0,0,0,0,0,..,190,28,221,0,221,..,668,130,799,8,807,..,41,5,44,0,44,..,899,164,1061,8,1072,..,4,0,4,0,9,..,106,5,114,0,114,..,173,8,179,0,179,..,34,0,31,0,31,..,62,4,64,0,61,..,65,0,70,0,70,..,150,4,151,0,151,..,14,0,14,0,14,..,65,11,76,0,74,..,124,8,135,0,135,..,28,4,35,0,33,..,32,0,38
30403,0,41,0,41,..,138,9,140,0,144,..,36,0,36,0,36,..,93,0,93,0,93,..,305,3,314,0,314,..,339,25,363,6,368,..,161,0,163,0,165,..,31,3,35,0,33,..,31,0,31,0,34,..,227,40,266,0,263,..,565,48,616,8,629,..,5871,488,6356,55,6415,..,82,7,93,831,926,19053,5951,494,6448,887,26390,19810,..,..,..,..,19810,..,65,0,69,0,69,..,127,14,147,4,150,..,13,0,13,0,13,..,378,57,434,0,436,..,1555,273,1825,12,1835,..,44,21,65,0,65,..,1975,350,2324,13,2337,..,14,0,14,0,14,..,144,0,151,0,146,..,167,5,166,0,165,..,50,3,51,0,51,..,138,11,148,0,148,..,67,0,66,0,66,..,237,4,245,4,250,..,106,10,115,0,115,..,51,7,59,0,59,..,140,0,140,0,140,..,73,4,82,0,87,..,74,3,76
30404,0,23,0,25,..,25,4,30,0,30,..,38,0,35,0,35,..,10,0,10,0,15,..,95,0,102,0,104,..,202,19,218,3,221,..,36,4,38,0,38,..,35,6,42,0,42,..,15,0,15,0,15,..,36,14,45,3,48,..,407,61,477,6,487,..,2357,227,2576,37,2615,..,65,7,78,820,895,23071,2426,230,2655,857,26584,23857,..,..,..,..,23857,..,102,0,101,0,101,..,41,7,48,0,48,..,12,0,12,0,12,..,89,6,96,0,95,..,209,35,243,4,243,..,19,8,21,0,21,..,313,47,359,0,367,..,16,0,16,0,16,..,132,0,137,4,140,..,117,5,122,5,127,..,29,0,29,0,34,..,13,0,14,0,14,..,29,3,31,0,31,..,95,3,103,4,98,..,73,0,76,0,76,..,37,0,40,0,40,..,45,5,44,0,44,..,0,0,0,0,0,..,26,0,24
30501,0,145,0,141,..,101,0,101,5,103,..,154,5,161,0,162,..,57,0,57,4,60,..,454,15,465,8,471,..,1193,115,1306,11,1316,..,127,9,133,0,130,..,161,52,219,0,214,..,63,8,67,0,67,..,358,76,427,4,433,..,979,92,1068,30,1096,..,10884,1219,12105,113,12213,..,152,29,185,3361,3547,28372,11043,1245,12286,3474,44130,26476,..,..,..,..,26476,..,71,0,71,0,71,..,185,28,211,3,214,..,16,4,25,0,25,..,733,109,850,10,854,..,2532,438,2976,15,2989,..,122,24,145,0,145,..,3392,576,3971,23,3993,..,25,4,26,0,26,..,283,6,292,0,296,..,194,8,197,0,197,..,365,91,456,3,465,..,76,8,80,0,80,..,72,3,75,0,75,..,372,14,382,4,388,..,178,3,181,0,181,..,94,5,99,0,99,..,151,5,153,0,153,..,75,10,82,0,82,..,112,12,119
30502,0,22,0,24,..,25,0,24,0,23,..,30,0,34,0,34,..,8,0,12,0,12,..,87,3,91,0,89,..,270,21,292,0,291,..,17,0,19,0,19,..,24,9,34,0,34,..,20,0,22,0,22,..,46,5,52,0,52,..,340,26,369,9,377,..,2304,181,2483,34,2521,..,58,16,71,864,939,18258,2365,194,2557,900,21715,18944,..,..,..,..,18944,..,48,4,53,0,53,..,39,5,48,0,48,..,11,0,9,0,9,..,91,18,109,0,109,..,230,34,263,3,267,..,7,0,8,0,8,..,330,52,386,3,384,..,17,0,18,0,18,..,110,8,114,0,119,..,107,0,111,3,113,..,88,10,94,0,94,..,12,0,12,0,12,..,29,0,30,0,28,..,72,0,71,0,71,..,51,0,51,0,51,..,47,4,53,0,56,..,27,0,27,0,27,..,6,4,11,0,11,..,6,0,6
30503,0,73,0,73,..,66,3,69,0,72,..,114,0,114,0,117,..,46,0,46,0,48,..,294,9,303,3,311,..,637,51,689,14,698,..,94,4,101,0,101,..,77,14,91,0,95,..,34,0,36,0,36,..,203,35,237,0,237,..,861,70,931,17,949,..,6925,577,7498,76,7577,..,140,21,166,2326,2493,38997,7068,598,7664,2407,49065,39813,..,..,..,..,39813,..,92,0,94,0,94,..,172,20,193,4,190,..,34,0,34,0,35,..,379,36,421,6,421,..,968,160,1128,10,1138,..,52,10,60,0,60,..,1392,210,1605,9,1618,..,40,0,40,0,40,..,236,6,241,4,246,..,174,5,183,0,184,..,110,11,122,3,130,..,77,0,77,0,77,..,74,3,81,4,82,..,264,3,270,7,275,..,468,17,482,0,491,..,115,9,124,0,127,..,95,3,104,0,104,..,74,3,74,0,74,..,47,3,44
30504,0,21,0,28,..,34,0,38,0,38,..,28,6,25,0,25,..,16,0,16,0,16,..,105,4,102,0,107,..,339,29,363,6,370,..,38,8,49,0,47,..,40,10,46,0,46,..,22,3,29,0,29,..,76,3,82,0,82,..,409,36,442,17,455,..,3415,270,3686,41,3725,..,87,8,93,905,1003,25011,3509,273,3781,947,29739,25391,..,..,..,..,25391,..,75,0,75,0,80,..,58,3,58,0,58,..,12,0,12,0,12,..,186,25,216,6,218,..,756,103,862,5,871,..,25,8,33,0,33,..,978,131,1107,9,1117,..,6,0,11,0,11,..,169,0,166,0,171,..,153,5,156,0,159,..,45,3,41,0,41,..,25,0,31,0,30,..,32,0,29,0,29,..,129,7,141,0,142,..,90,3,97,0,97,..,28,0,28,0,28,..,37,4,46,0,46,..,16,0,16,0,16,..,28,0,32
30601,0,31,0,31,..,23,0,23,0,23,..,29,0,29,0,29,..,17,0,16,0,21,..,93,3,95,0,98,..,94,9,100,0,104,..,14,0,14,0,14,..,62,5,67,0,67,..,8,0,7,0,7,..,38,4,39,0,39,..,577,40,621,16,634,..,2588,213,2800,37,2836,..,148,23,163,1695,1856,23524,2730,234,2966,1726,28218,24220,..,..,..,..,24220,..,109,0,109,0,109,..,39,0,37,0,37,..,97,4,105,5,102,..,76,7,86,4,87,..,175,39,212,0,212,..,9,0,10,0,10,..,260,47,309,4,310,..,15,6,20,0,20,..,134,6,139,0,137,..,283,9,289,4,294,..,36,0,33,0,33,..,10,0,10,0,10,..,31,0,30,0,30,..,39,0,39,0,45,..,15,0,18,0,18,..,90,9,100,6,103,..,30,0,32,0,32,..,10,0,10,0,10,..,4,0,5
30602,4,162,3,164,..,94,7,100,0,100,..,204,12,212,4,216,..,59,3,65,0,65,..,507,28,536,9,537,..,193,13,208,3,208,..,34,3,36,0,36,..,79,4,89,3,91,..,28,0,26,0,33,..,119,23,147,3,145,..,2144,336,2480,71,2544,..,6414,973,7387,131,7514,..,442,70,510,5501,6006,38677,6858,1039,7897,5629,52199,38628,..,..,..,..,38628,..,43,0,43,0,43,..,38,0,41,3,40,..,712,54,764,16,781,..,165,57,219,0,219,..,358,97,451,4,452,..,31,5,39,0,39,..,555,161,712,4,712,..,26,0,29,0,29,..,159,11,167,0,171,..,185,11,194,0,198,..,53,8,58,0,61,..,12,0,6,0,6,..,10,0,10,0,10,..,77,10,87,3,92,..,297,236,531,5,535,..,338,41,382,4,389,..,47,0,46,0,46,..,29,4,34,0,34,..,12,0,12
30603,0,23,0,22,..,10,0,10,0,10,..,44,0,41,0,41,..,10,0,10,0,10,..,78,0,83,0,83,..,22,0,22,0,22,..,3,0,3,0,3,..,16,5,15,0,15,..,0,0,0,0,0,..,4,5,10,0,10,..,1327,112,1440,45,1482,..,2224,242,2469,57,2523,..,79,9,86,1755,1846,13747,2303,249,2553,1815,18112,13082,..,..,..,..,13082,..,16,0,16,0,16,..,0,0,0,0,0,..,1053,16,1063,32,1103,..,17,3,19,0,19,..,26,9,34,5,38,..,0,0,0,0,0,..,44,11,58,5,56,..,5,4,6,0,6,..,18,0,15,0,23,..,39,0,39,0,39,..,35,0,40,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,24,0,24,..,3,0,0,0,0,..,287,69,359,6,366,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
30604,0,6,0,6,..,0,0,0,0,0,..,9,0,4,0,4,..,6,0,6,0,6,..,18,0,17,0,17,..,118,5,125,0,125,..,0,0,0,0,0,..,8,4,18,0,18,..,0,0,0,0,0,..,6,3,6,0,6,..,105,7,111,7,112,..,470,29,504,5,508,..,29,8,34,721,757,4961,502,35,538,724,6218,4717,..,..,..,..,4717,..,3,0,3,0,3,..,0,0,0,0,0,..,81,6,84,0,91,..,8,0,8,0,8,..,20,0,22,0,22,..,0,0,0,0,0,..,27,0,26,0,26,..,4,0,4,0,4,..,36,0,42,0,42,..,39,0,45,0,45,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,8,0,8,0,8,..,11,0,11,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
30605,0,18,0,18,..,28,0,28,0,28,..,3,0,3,0,3,..,27,14,34,0,34,..,72,9,81,0,81,..,33,6,39,0,39,..,4,3,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,9,0,10,0,9,..,400,52,451,11,462,..,1337,168,1502,26,1525,..,88,4,94,2139,2235,17495,1422,168,1596,2164,21254,17851,..,..,..,..,17851,..,37,0,37,0,37,..,4,0,4,0,4,..,113,4,121,3,121,..,19,3,22,0,22,..,78,22,102,0,98,..,7,0,3,0,3,..,94,28,124,0,126,..,18,3,26,0,23,..,45,0,49,0,49,..,168,7,172,0,172,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,14,4,19,0,19,..,33,0,35,0,35,..,3,0,0,0,0,..,0,0,0,0,0,..,3,0,3
