SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
30302,0,0,0,0,2008,2006,54,8,0,4,3856,3921,1747,82,105,3,6454,8385,3236,159,347,7,2370,6117,2744,226,560,35,1330,4889,2094,161,577,52,787,3667,1376,110,446,86,390,2408,752,44,185,145,119,1250,258,8,40,157,47,512,12269,791,2255,482,17369,33162,5,0,0,0,1963,1963,148,13,5,3,4224,4395,2274,136,174,11,6014,8614,3275,236,454,20,2114,6105,2712,251,716,69,1118,4863,1938,169,819,160,666,3745,1193,110,626,355,329,2606,584,35,296,565,145,1629,138,8,80,678,60,964,12261,961,3159,1859,16637,34884,5,0,0,0,3966,3969,206,15,3,3,8081,8317,4023,217,276,16,12471,16999,6510,398,796,26,4486,12224,5450,478,1273,95,2453,9751,4024,323,1390,211,1455,7412,2568,218,1074,437,716,5017,1339,85,483,708,265,2872,403,18,112,836,104,1479,24529,1756,5413,2342,34009,68050
30303,0,0,0,0,2601,2603,59,3,0,4,2974,3041,1897,65,113,4,3984,6068,4167,166,269,12,1378,5994,3492,188,457,12,797,4946,2578,152,440,40,472,3679,1995,94,321,110,183,2704,1248,54,133,187,60,1690,378,7,29,160,13,586,15816,729,1759,540,12468,31310,3,0,0,0,2572,2577,116,7,0,0,2704,2832,2478,133,140,4,3371,6126,4507,242,443,26,1175,6391,3438,249,672,68,725,5154,2540,191,710,176,384,3997,1878,105,500,432,198,3119,917,43,218,749,76,2005,184,10,69,626,31,924,16070,972,2758,2079,11237,33114,4,0,0,0,5173,5179,175,9,0,4,5681,5870,4378,192,253,6,7351,12187,8676,412,715,40,2557,12391,6927,434,1133,83,1523,10100,5121,341,1144,210,855,7675,3880,199,822,548,379,5821,2167,94,352,938,141,3693,563,16,94,788,39,1501,31887,1698,4518,2617,23704,64422
30304,0,0,0,0,1120,1121,34,0,0,0,1546,1581,989,39,43,0,2422,3492,1994,78,150,6,891,3123,1597,111,278,13,628,2629,1168,94,287,28,372,1951,800,57,181,29,182,1256,514,27,69,97,44,747,166,5,8,83,9,267,7264,412,1020,263,7215,16170,0,0,0,0,1081,1086,68,3,3,0,1367,1443,1219,59,66,3,1860,3202,2111,119,180,16,775,3208,1508,145,338,39,524,2557,1087,83,401,91,342,2000,760,44,273,181,156,1427,400,15,122,368,54,956,80,7,26,391,12,515,7237,473,1415,1087,6178,16385,0,0,0,0,2202,2204,102,3,3,0,2915,3022,2209,94,107,3,4281,6697,4106,195,336,25,1672,6335,3105,263,615,49,1145,5182,2258,171,690,116,718,3953,1566,107,457,210,344,2682,914,42,190,468,93,1702,246,12,33,471,28,781,14504,884,2435,1347,13392,32561
30305,3,0,0,0,2072,2077,59,3,5,0,2052,2126,2052,68,87,8,2919,5134,4088,175,269,8,1081,5621,2814,152,329,18,572,3889,2316,148,341,39,275,3115,1758,89,280,74,107,2305,767,32,103,102,29,1032,164,8,15,97,13,296,14029,666,1432,351,9119,25599,6,0,0,0,1957,1962,151,7,5,0,1798,1966,2746,121,151,4,2438,5465,4159,245,412,30,1100,5951,2780,229,548,101,530,4179,2274,185,550,210,241,3459,1558,88,400,357,100,2510,500,20,124,437,33,1116,80,3,28,411,6,535,14258,898,2218,1551,8206,27137,6,0,0,5,4032,4036,215,11,6,0,3856,4085,4806,187,240,14,5351,10599,8248,419,689,35,2179,11575,5595,376,875,113,1105,8064,4588,328,896,254,521,6579,3317,170,683,433,206,4814,1268,55,222,538,62,2144,240,13,48,507,21,830,28285,1564,3648,1901,17333,52733
30306,5,0,0,0,1379,1382,57,3,3,0,1939,2001,1441,61,96,0,2791,4389,2547,124,206,5,954,3838,1890,103,226,7,479,2707,1810,112,284,26,265,2498,1616,77,246,65,91,2087,820,26,95,120,35,1097,172,5,25,105,11,320,10348,506,1182,350,7941,20327,0,0,0,0,1389,1388,126,5,3,0,1564,1695,1855,85,123,0,2027,4091,2619,162,274,20,749,3826,1915,149,392,59,389,2898,1856,104,442,140,187,2730,1412,71,352,308,94,2241,581,8,123,409,28,1155,94,3,22,393,9,533,10461,602,1742,1327,6430,20559,8,0,0,0,2762,2774,185,12,6,0,3502,3701,3299,143,219,6,4818,8483,5165,286,485,32,1698,7665,3800,258,613,68,861,5601,3667,213,724,169,449,5225,3030,147,596,372,186,4330,1405,36,223,532,62,2258,272,12,46,499,23,856,20816,1108,2921,1672,14369,40881
30401,0,0,0,0,1124,1122,16,0,0,0,821,834,530,19,30,0,1062,1636,1658,65,96,4,478,2302,1593,81,192,13,304,2175,1550,67,211,20,144,1994,1370,33,145,49,79,1687,680,19,69,67,19,855,148,0,26,74,7,253,7546,284,769,230,4031,12861,0,0,0,0,1026,1026,22,0,0,0,768,798,738,28,38,0,931,1742,1832,87,151,5,407,2471,1695,104,290,29,293,2414,1521,83,346,79,142,2175,1237,59,265,191,80,1830,458,19,134,270,29,912,83,0,31,341,15,465,7590,378,1259,912,3697,13842,0,0,0,0,2154,2156,42,0,0,0,1588,1633,1268,52,69,0,1988,3385,3490,155,246,8,882,4773,3286,185,487,39,597,4591,3070,148,557,104,285,4166,2607,91,413,240,160,3514,1135,35,206,339,52,1773,230,0,50,409,19,717,15139,662,2025,1142,7731,26697
30402,0,0,0,0,1958,1958,8,0,0,0,1333,1338,499,13,12,0,1040,1562,2293,69,103,9,546,3025,2983,111,263,10,337,3705,2228,74,224,33,212,2775,1785,30,166,47,90,2117,1080,27,81,108,22,1323,286,6,20,147,12,462,11163,333,870,352,5542,18256,0,0,0,0,1644,1648,20,0,0,0,1071,1088,750,37,33,0,918,1737,2719,104,208,14,473,3514,3018,145,418,36,344,3962,2172,90,358,94,192,2902,1658,44,324,247,100,2368,839,22,167,428,37,1493,147,0,53,481,25,703,11315,442,1555,1299,4800,19415,0,0,0,0,3603,3605,27,0,0,0,2400,2426,1245,44,46,0,1956,3298,5015,183,311,22,1016,6538,6004,258,676,48,677,7663,4397,160,580,123,408,5673,3435,75,489,290,187,4483,1919,45,255,535,62,2818,431,8,73,628,38,1169,22478,775,2423,1650,10339,37665
30403,4,0,0,0,2311,2314,33,4,0,0,3288,3325,963,35,35,4,2998,4028,2436,92,137,6,929,3601,2240,126,249,8,496,3113,1604,87,273,21,292,2286,1312,55,227,52,171,1823,824,23,82,93,66,1090,203,10,12,108,6,338,9625,420,1019,293,10557,21920,4,0,0,0,2539,2544,50,4,3,0,3220,3272,1262,42,61,3,2577,3947,2681,144,234,10,828,3900,2242,186,408,33,534,3411,1511,109,449,94,264,2432,1306,63,420,263,157,2207,586,27,196,396,68,1265,95,3,19,429,30,574,9742,581,1795,1220,10213,23558,5,0,0,0,4854,4863,82,6,0,0,6507,6599,2230,77,93,7,5571,7974,5119,239,370,14,1761,7501,4480,313,654,43,1029,6526,3120,201,722,117,562,4715,2626,116,644,312,333,4032,1409,49,279,485,131,2357,303,10,33,532,34,910,19369,1002,2809,1516,20770,45471
30404,0,0,0,0,1967,1968,20,0,0,0,1780,1807,940,37,43,0,2219,3240,2602,112,216,7,922,3868,2652,166,381,13,630,3849,1730,80,333,33,333,2501,1457,61,244,60,139,1959,879,21,89,128,51,1171,225,7,13,132,16,395,10504,485,1333,371,8057,20754,0,0,0,0,1771,1774,37,3,0,0,1413,1459,1291,46,77,5,1952,3373,2852,195,302,17,920,4284,2564,210,587,54,637,4049,1699,132,556,104,321,2809,1365,63,447,276,158,2312,666,27,225,473,63,1453,117,5,42,581,34,779,10592,684,2233,1512,7272,22288,0,0,0,0,3734,3743,62,3,0,3,3194,3260,2228,88,123,6,4171,6615,5457,310,518,27,1842,8148,5216,379,968,67,1270,7902,3424,208,887,134,652,5309,2822,120,692,335,296,4270,1538,48,314,606,116,2622,344,9,55,713,53,1171,21095,1170,3564,1879,15325,43040
30501,3,0,0,0,2041,2048,58,8,0,0,5045,5113,1753,127,154,5,10501,12541,2721,261,536,18,3829,7370,2274,344,800,23,1711,5152,1974,243,798,51,965,4027,1487,124,524,113,424,2678,754,37,177,106,185,1255,197,12,18,101,46,371,11220,1155,3013,421,24743,40553,3,0,0,0,2151,2155,106,12,6,4,5728,5852,2303,165,229,11,9567,12274,2637,268,643,24,2915,6490,2262,296,919,66,1237,4777,1872,182,848,172,675,3748,1334,92,623,325,274,2653,504,26,219,416,80,1245,88,6,39,399,35,566,11103,1043,3532,1421,22656,39755,3,0,0,0,4198,4206,160,15,7,9,10776,10964,4055,294,386,16,20070,24814,5362,535,1185,38,6743,13856,4531,641,1718,91,2948,9925,3844,423,1643,222,1632,7772,2831,220,1144,440,697,5327,1261,63,393,519,262,2505,279,17,60,503,74,934,22321,2200,6543,1837,47400,80307
30502,0,0,0,0,1238,1237,30,0,0,0,1569,1591,774,41,43,5,2896,3754,2045,94,230,3,1292,3667,1970,162,354,12,643,3141,1432,93,346,27,342,2245,831,39,212,48,179,1316,320,20,90,66,49,540,104,3,10,63,15,197,7507,465,1285,224,8212,17693,0,0,0,0,1195,1199,31,5,0,0,1747,1778,1092,68,69,4,2851,4084,2180,142,306,12,1212,3852,1949,178,503,39,647,3320,1327,108,495,101,305,2336,683,59,331,177,131,1379,250,24,135,200,38,642,38,0,29,234,17,317,7547,581,1871,761,8148,18908,0,0,0,0,2431,2438,53,6,0,0,3310,3375,1862,111,110,7,5749,7839,4226,240,536,16,2507,7518,3925,336,868,47,1292,6461,2762,203,843,123,648,4583,1516,95,542,226,314,2692,570,42,223,263,84,1181,136,8,44,295,30,513,15056,1038,3157,980,16363,36605
30503,0,0,0,3,2487,2495,78,9,5,5,4375,4466,2122,109,147,12,8764,11144,3802,249,504,9,3299,7856,3656,338,797,29,1667,6482,2814,228,821,62,890,4817,1836,113,548,107,437,3043,984,44,193,162,168,1550,260,13,31,147,34,481,15549,1095,3045,536,22109,42336,0,0,0,0,2732,2732,187,11,3,0,5128,5333,2652,169,252,14,8119,11203,3971,273,646,28,2674,7596,3718,365,1013,62,1464,6623,2575,239,1050,173,754,4790,1601,120,726,375,353,3174,723,35,292,614,147,1813,136,5,65,639,50,899,15559,1216,4048,1906,21434,44165,0,0,0,3,5216,5226,265,18,10,4,9503,9804,4773,274,395,21,16882,22349,7767,520,1153,36,5974,15451,7376,700,1813,94,3125,13108,5382,469,1872,236,1641,9604,3440,229,1273,483,797,6217,1705,77,485,778,320,3366,394,21,101,784,85,1381,31110,2307,7101,2434,43544,86501
30504,0,0,0,0,2049,2051,27,0,4,0,3094,3123,886,52,58,0,4231,5222,2463,95,212,10,1396,4183,2779,193,409,20,799,4193,1888,116,367,23,457,2849,1315,58,245,46,240,1911,593,14,87,85,102,882,124,0,11,91,25,260,10083,537,1394,285,12389,24676,0,0,0,0,1952,1960,50,3,5,0,3350,3404,1156,58,77,4,3966,5259,2710,158,263,17,1259,4401,2769,177,515,46,716,4222,1822,98,562,86,417,2989,1126,52,448,207,192,2029,435,21,173,283,99,1015,59,0,44,284,33,427,10133,574,2083,927,11983,25702,0,0,0,0,4003,4005,77,6,3,0,6438,6529,2041,110,131,6,8194,10481,5179,254,477,24,2654,8586,5547,366,919,71,1516,8420,3714,216,933,109,867,5841,2441,113,696,253,429,3932,1027,37,257,368,202,1898,184,3,53,376,60,680,20212,1110,3472,1208,24371,50378
30601,0,3,0,0,1848,1849,11,0,0,0,1312,1332,715,44,35,7,2121,2925,2071,141,245,12,1336,3797,2490,192,517,26,978,4198,2373,211,643,43,644,3909,1849,116,520,115,286,2888,807,42,180,130,84,1243,169,12,22,88,15,301,10486,751,2166,420,8634,22458,0,0,0,0,1821,1825,27,6,0,0,1310,1339,1060,73,76,4,2168,3388,2447,210,387,29,1332,4406,2606,303,768,66,977,4729,2235,220,840,204,527,4026,1536,110,607,362,187,2802,542,27,199,410,39,1220,87,9,32,262,0,385,10540,955,2912,1334,8369,24104,0,6,0,0,3673,3675,42,4,0,0,2631,2673,1780,118,112,7,4288,6309,4516,347,634,37,2666,8201,5096,491,1285,88,1956,8925,4608,424,1483,246,1171,7932,3386,224,1131,477,471,5688,1344,72,381,542,125,2463,252,14,46,351,20,690,21020,1706,5077,1757,17002,46563
30602,3,0,0,0,3292,3302,83,9,0,3,3105,3205,1621,113,111,13,5604,7461,2962,306,436,18,3047,6768,3422,405,956,44,2292,7115,3182,353,1130,125,1512,6300,2675,262,956,236,747,4873,1356,94,373,260,215,2295,326,18,65,222,40,675,15631,1556,4027,923,19856,41995,3,0,0,0,3093,3100,124,17,4,4,3022,3176,2147,205,179,25,5395,7953,3494,402,650,47,2909,7504,3545,468,1183,184,1899,7280,3005,386,1416,379,1045,6224,2304,240,1070,773,368,4754,938,68,399,956,109,2465,161,7,80,743,27,1015,15723,1798,4978,3112,17866,43471,8,0,0,4,6383,6398,211,27,10,7,6123,6377,3772,322,293,34,10997,15420,6453,706,1089,61,5956,14269,6966,872,2136,231,4196,14395,6184,737,2545,504,2549,12523,4976,500,2026,1006,1114,9627,2290,160,770,1217,319,4762,493,26,142,964,73,1698,31358,3348,9004,4033,37723,85466
30603,4,0,0,0,1053,1063,17,0,0,0,855,869,493,18,35,4,1410,1953,908,58,84,6,788,1848,1115,122,210,17,724,2180,1496,160,465,56,623,2808,1471,119,479,111,274,2456,760,39,164,117,103,1180,203,3,38,94,19,356,6464,524,1468,414,5855,14717,3,0,0,0,940,945,42,0,0,0,667,714,647,46,35,3,1226,1954,1008,96,104,13,723,1944,1177,113,289,57,603,2235,1587,135,429,141,393,2678,1284,86,323,303,142,2142,553,12,109,417,30,1118,76,3,13,356,11,457,6379,486,1302,1284,4732,14187,10,0,0,0,1992,2003,59,0,0,0,1527,1586,1140,65,65,3,2634,3908,1915,151,189,19,1511,3792,2290,235,494,71,1324,4418,3086,295,891,198,1016,5486,2755,205,808,415,421,4596,1310,50,270,541,130,2298,282,8,48,450,32,815,12842,1012,2769,1693,10586,28898
30604,0,0,0,0,290,292,7,3,0,0,259,268,108,3,8,0,624,745,269,20,45,3,348,688,405,51,93,5,352,909,529,46,183,15,260,1026,462,65,218,41,94,880,233,13,77,48,34,404,40,5,15,27,8,92,2053,210,631,137,2265,5301,0,0,0,0,254,254,3,0,0,0,227,234,151,11,14,0,623,802,366,34,63,7,321,796,419,59,120,5,238,848,532,46,195,51,182,1001,398,32,168,99,56,755,167,4,46,112,16,343,14,3,12,60,0,88,2053,189,618,335,1915,5116,0,0,0,0,546,548,13,3,0,0,484,500,262,23,22,0,1239,1544,637,53,109,13,672,1484,828,113,218,11,589,1757,1058,91,375,62,440,2025,859,98,391,137,152,1633,398,16,117,161,44,741,58,4,22,89,8,182,4109,405,1248,473,4180,10420
30605,0,0,0,0,1302,1304,12,4,4,0,839,855,523,38,17,3,1493,2075,999,78,129,3,869,2077,1362,124,308,22,843,2646,1681,145,576,61,667,3130,1846,157,572,136,347,3057,1141,62,236,194,97,1720,285,12,27,142,25,498,7839,623,1862,553,6470,17354,0,0,0,0,1164,1169,32,0,6,0,754,793,681,73,36,13,1427,2221,1213,136,183,14,828,2370,1475,173,500,51,724,2918,1829,162,662,170,513,3332,1737,98,518,424,206,2982,815,31,211,568,48,1672,132,4,31,439,14,618,7907,688,2142,1665,5675,18069,0,4,0,0,2462,2466,45,7,3,0,1592,1651,1203,108,48,16,2923,4295,2207,216,311,12,1694,4442,2837,296,803,69,1561,5570,3504,305,1237,230,1181,6464,3582,262,1087,554,555,6043,1952,94,449,762,143,3396,420,18,61,576,38,1113,15748,1307,4003,2214,12147,35427
30701,0,0,0,0,1265,1268,34,7,0,0,1220,1262,852,64,55,3,1842,2813,1463,101,151,4,788,2501,1724,169,288,21,633,2832,1768,181,502,69,496,3012,1476,157,434,115,205,2392,764,56,138,156,94,1206,163,8,19,116,23,325,8248,738,1588,483,6567,17625,4,0,0,0,1165,1170,60,11,0,0,1170,1236,1071,83,51,10,1696,2911,1603,155,177,22,799,2756,1770,166,323,50,484,2788,1719,160,428,188,255,2751,1237,74,281,351,110,2052,564,31,89,545,27,1253,95,3,5,353,19,479,8123,689,1352,1521,5708,17391,6,0,0,0,2431,2440,92,10,3,0,2390,2501,1930,149,100,7,3539,5727,3068,259,322,21,1579,5256,3487,335,615,72,1112,5620,3488,343,931,255,755,5765,2714,236,718,467,313,4445,1332,87,229,702,116,2456,259,15,25,471,40,806,16370,1428,2936,2002,12279,35017
30702,0,0,0,0,1443,1443,51,0,0,0,1109,1165,737,43,36,4,1428,2247,1372,106,139,10,618,2249,1593,171,306,24,613,2717,1907,187,444,63,390,2982,1675,140,390,126,220,2550,988,56,140,179,76,1431,256,6,16,124,24,430,8570,712,1477,521,5924,17204,0,0,0,0,1231,1233,90,7,0,0,932,1030,927,85,47,13,1217,2285,1441,145,187,27,589,2400,1754,173,373,62,471,2833,1929,144,426,172,229,2905,1522,80,335,309,89,2328,734,29,119,517,49,1458,124,0,30,457,18,626,8524,671,1511,1557,4833,17095,0,0,0,0,2673,2673,145,7,0,0,2044,2195,1666,127,86,12,2647,4533,2815,249,329,39,1210,4649,3346,345,682,81,1085,5548,3837,334,861,238,615,5882,3189,218,719,438,309,4876,1725,82,258,692,127,2886,375,6,48,582,46,1059,17099,1379,2991,2081,10756,34306
30703,0,0,0,0,1172,1169,28,8,0,0,954,989,614,39,31,10,1251,1945,1030,84,132,6,633,1885,1453,141,313,8,533,2444,1861,125,461,54,449,2951,2085,153,480,151,242,3120,1148,51,219,228,90,1731,262,12,33,148,20,474,8481,600,1673,613,5347,16718,0,0,0,0,1158,1160,54,6,0,0,790,847,734,54,46,3,1156,1996,1225,152,161,20,580,2141,1617,174,397,60,492,2742,2059,167,566,141,302,3233,1870,101,511,440,147,3070,843,32,204,615,55,1751,110,0,27,491,22,650,8505,681,1926,1768,4706,17591,0,0,0,0,2329,2330,81,10,0,0,1741,1838,1350,94,76,7,2408,3947,2252,230,296,30,1211,4021,3070,313,711,72,1023,5186,3917,292,1028,198,755,6184,3958,251,994,597,391,6190,1988,78,423,841,153,3484,369,15,62,646,39,1128,16991,1280,3596,2385,10056,34310
30801,0,0,0,0,943,943,39,4,0,0,928,969,716,48,43,0,1425,2234,1271,81,141,0,651,2152,1189,119,251,17,417,1986,1104,114,288,31,273,1818,591,49,197,56,85,978,242,15,61,46,30,398,40,0,9,27,14,83,5194,430,991,177,4763,11558,0,0,0,0,817,818,49,0,0,0,814,868,835,53,43,4,1197,2130,1332,120,129,20,502,2101,1097,89,217,23,298,1726,973,82,268,75,123,1522,476,33,126,114,42,794,163,6,39,157,15,383,12,0,8,82,9,106,4948,384,830,476,3817,10451,0,0,0,0,1754,1756,85,3,0,0,1741,1837,1552,99,84,8,2619,4366,2603,196,271,17,1156,4247,2286,208,469,37,717,3714,2083,196,557,103,395,3337,1068,89,321,169,127,1769,409,19,99,207,48,781,50,0,13,105,20,191,10137,816,1817,651,8582,22006
30803,5,4,0,0,4081,4089,105,11,4,3,3425,3552,2342,166,115,10,5010,7641,4213,340,511,19,2547,7625,4074,443,958,58,1809,7356,4693,433,1247,162,1296,7830,4054,290,1001,318,543,6210,2116,92,391,390,168,3159,518,16,71,366,44,1020,22141,1786,4305,1332,18919,48479,6,4,0,0,3678,3683,205,14,3,0,3220,3445,2864,247,202,8,4338,7663,4256,451,673,47,2150,7581,4235,505,1205,148,1474,7573,4696,447,1563,457,803,7969,3533,237,1040,919,314,6046,1623,63,400,1416,133,3629,265,7,91,1073,73,1509,21697,1980,5180,4071,16180,49107,14,5,0,0,7758,7776,311,20,11,4,6655,7002,5211,416,318,13,9341,15307,8469,784,1181,70,4694,15203,8315,951,2163,210,3281,14927,9393,878,2816,623,2097,15806,7593,532,2041,1241,861,12260,3738,157,791,1806,301,6783,788,22,166,1440,114,2528,43836,3763,9482,5405,35101,97589
30804,0,0,0,0,439,436,19,0,0,0,382,403,364,21,15,0,532,924,649,42,59,4,259,1012,602,55,95,5,197,952,645,59,141,11,130,993,452,40,94,40,73,704,265,22,39,49,29,401,44,3,5,27,9,87,3041,244,438,133,2047,5904,0,0,0,0,369,369,35,0,0,0,379,415,456,18,10,0,426,918,602,57,58,6,213,932,597,42,84,22,133,874,605,50,122,35,82,889,385,24,71,85,12,577,204,7,26,156,12,398,20,0,4,146,6,177,2900,198,377,454,1620,5556,0,0,0,0,809,811,57,0,0,0,759,815,821,43,23,5,952,1846,1252,100,114,6,471,1941,1194,94,176,29,329,1825,1246,108,265,50,209,1880,837,65,163,124,87,1276,471,30,64,205,36,802,66,4,8,169,10,266,5944,438,820,583,3670,11455
30805,3,0,0,0,2025,2028,34,7,0,0,1573,1616,1119,94,86,5,2501,3800,2214,236,262,9,1396,4111,2599,297,587,38,1070,4590,2692,254,801,82,742,4574,1953,185,568,153,225,3085,751,47,161,152,70,1181,144,10,23,104,13,293,11504,1130,2496,535,9611,25274,0,0,0,0,1976,1975,83,11,5,0,1448,1547,1518,158,121,6,2225,4038,2407,277,324,29,1194,4236,2657,308,693,58,758,4474,2596,231,716,208,346,4104,1615,103,449,400,70,2634,536,34,148,477,19,1205,66,3,11,299,8,387,11472,1123,2472,1479,8050,24597,3,0,0,0,4001,4001,118,16,3,0,3021,3159,2635,249,211,13,4725,7833,4617,510,586,33,2588,8345,5259,601,1280,94,1828,9062,5286,486,1525,295,1088,8678,3570,286,1015,551,290,5715,1287,83,307,625,92,2390,215,14,37,404,20,679,22978,2247,4965,2011,17657,49868
30901,0,0,0,0,1504,1504,16,0,0,0,1770,1788,878,47,76,5,3954,4954,2186,135,304,8,1776,4414,2371,246,618,21,1183,4435,2231,186,718,48,665,3851,2134,142,698,129,298,3398,1328,55,282,207,85,1958,347,8,61,182,38,633,11491,813,2747,602,11280,26929,6,0,0,0,1519,1526,40,4,0,0,2170,2207,1229,69,122,4,4270,5690,2449,184,441,11,1602,4696,2399,276,781,71,940,4463,2206,255,1057,188,523,4231,2053,162,848,508,229,3795,951,55,401,798,62,2262,191,10,98,697,23,1008,11514,1012,3750,2277,11334,29883,6,0,0,0,3021,3033,60,4,0,0,3933,3997,2108,110,199,7,8219,10647,4634,321,745,20,3384,9107,4770,521,1397,86,2128,8899,4437,440,1778,239,1190,8082,4182,300,1544,631,526,7194,2275,111,679,1005,148,4215,537,15,154,879,60,1638,23003,1828,6497,2870,22621,56813
30902,0,0,0,0,1580,1577,13,0,0,0,1345,1361,699,32,60,3,2851,3644,1951,124,209,11,1350,3645,2002,221,462,33,990,3708,2014,158,683,46,594,3492,1989,141,634,100,269,3134,1061,55,240,197,82,1628,340,7,49,215,32,640,10067,736,2340,611,9078,22829,0,0,3,0,1409,1414,37,0,0,0,1611,1651,1024,70,74,6,2926,4098,2163,187,344,12,1364,4069,2055,226,644,68,860,3849,2093,216,941,194,507,3957,1802,131,829,398,219,3376,801,50,327,672,70,1918,176,3,93,663,21,961,10153,881,3256,2006,8990,25283,0,0,4,0,2985,2990,50,5,5,0,2958,3010,1724,100,134,15,5779,7740,4116,311,551,21,2709,7710,4061,447,1110,99,1842,7560,4106,375,1627,244,1107,7448,3792,274,1460,495,482,6506,1857,103,568,870,147,3548,516,13,145,875,55,1599,20224,1617,5597,2618,18066,48116
