SA3_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
39999,255,435,800,739,648,553,354,67,9,3860,1437,1495,2649,2077,1929,2468,2124,444,44,14667
40101,101,524,582,350,253,203,205,106,75,2399,1451,5953,6094,3161,2282,2284,2239,1140,425,25029
40102,977,607,522,632,720,687,549,271,105,5070,14932,9369,8341,9865,11374,10767,9173,4406,1498,79725
40103,294,240,192,230,264,212,202,186,80,1900,7751,5723,4192,5638,6223,5725,5543,3628,1609,46032
40104,450,359,362,341,392,349,220,270,208,2951,8968,6499,7559,7477,7036,6366,5189,4132,1935,55161
40105,254,248,287,258,304,269,193,140,101,2054,5345,4486,5758,4924,4568,4528,3885,2611,1377,37482
40106,203,204,260,219,235,211,143,83,54,1612,5051,3735,4459,4209,3820,3747,2929,1526,818,30294
40107,252,207,195,229,247,229,220,144,117,1840,5993,4480,4792,5040,5084,4688,4401,2599,1572,38649
40201,504,345,291,309,327,327,199,142,69,2513,6898,4669,4498,4439,5101,5175,3689,2301,935,37705
40202,2119,1218,1383,1067,952,776,528,325,228,8596,22745,13189,15826,12780,11397,10972,7320,4027,1676,99932
40203,873,679,1068,946,709,446,297,222,100,5340,13879,9138,14556,12456,8796,7217,5747,3495,1573,76857
40204,2140,1311,1323,1392,1236,988,700,401,202,9693,28242,18825,21090,20298,17543,16462,12681,6907,2497,144545
40205,922,645,559,627,738,642,529,364,280,5306,16578,11181,11532,12824,12543,12039,10932,6593,2446,96668
40301,232,182,208,233,272,314,302,188,86,2017,4635,3688,3746,4175,4531,5234,5218,2991,1482,35700
40302,848,658,718,685,684,667,455,255,163,5133,15530,11356,14493,13569,11551,11501,10142,5399,2788,96329
40303,507,387,368,374,459,409,344,269,179,3296,11379,8212,7011,8479,9100,8186,7158,4555,2205,66285
40304,2296,1449,1385,1493,1481,1410,1049,634,286,11483,31324,20266,21559,22726,22951,22546,20454,10803,3902,176531
40401,1141,910,1058,960,1032,931,631,382,184,7229,18012,13486,17921,15377,15290,15038,12135,7508,3676,118443
40402,681,507,535,577,581,573,359,200,73,4086,9399,6959,8713,8125,8079,8637,6416,3058,1466,60852
40403,489,451,575,485,448,433,252,237,127,3497,9416,8127,11575,9087,7792,7303,5505,3876,2385,65066
40501,492,328,259,313,404,386,297,153,91,2723,6890,4063,3805,4517,5130,5582,4700,2412,872,37971
40502,335,195,175,186,232,313,255,164,52,1907,3827,2089,2090,2226,2854,3687,3425,1844,658,22700
40503,489,276,252,274,312,321,248,198,71,2441,4598,2818,2691,2683,3373,4210,3719,2245,826,27163
40504,379,183,198,218,272,393,415,265,127,2450,3686,1988,2102,2304,2935,4581,5204,2903,948,26651
40601,1097,584,666,674,793,772,551,347,174,5658,10549,5841,6734,6425,7564,8195,6638,3760,1385,57091
40602,593,447,754,537,478,410,249,140,54,3662,4820,2910,4146,3264,3199,3302,2320,1236,367,25564
40701,600,335,320,356,475,660,666,405,174,3991,7624,4390,4085,4882,6338,8746,10913,6466,2144,55588
40702,1016,688,760,842,931,878,725,490,251,6581,11691,7214,7453,7738,8692,9376,8359,4570,1750,66843
40703,1120,774,881,893,937,903,843,486,213,7050,11502,7281,7839,7436,9002,10552,9963,5589,2096,71260
49797,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,8
49999,84,79,166,178,144,138,77,11,0,877,409,394,627,534,478,513,359,64,11,3389
50101,1048,456,600,780,804,633,559,288,111,5279,11018,4932,5544,7816,8001,7556,7420,3702,1332,57321
50102,1789,1192,1316,1315,1417,1284,946,541,299,10099,20733,11881,12419,13649,14325,14330,11985,6102,2133,107557
50103,401,215,184,276,387,380,324,194,48,2409,3941,2098,2006,2569,3216,3989,3684,1843,508,23854
50201,1684,1107,1054,1211,1343,1194,1024,779,480,9876,18829,11296,10886,11904,13147,14327,14903,9248,3095,107635
50301,605,691,532,485,571,556,482,346,251,4519,12411,11171,6900,7729,9973,8870,7515,4980,2184,71733
50302,841,1019,2175,1384,1097,905,705,374,211,8711,14993,12269,24325,18480,13375,11574,8897,4386,2226,110525
50401,894,676,993,936,821,675,480,336,203,6014,13748,8849,13689,12929,10831,9712,8133,4621,1949,84461
50402,546,576,1011,958,806,619,346,208,96,5166,7415,4959,4921,5532,6223,6220,4995,2668,870,43803
50403,2388,1488,1848,1748,1630,1217,697,342,194,11552,32349,18584,22634,22281,19239,16210,10400,4950,1678,148325
50501,1590,1174,1131,1357,1565,1314,905,453,257,9746,29972,19371,16389,21444,22833,21801,18157,7877,2794,160638
50502,2400,1665,2690,2381,1902,1506,1142,820,464,14970,35594,22308,34023,31870,26057,22258,18519,12003,5514,208146
50503,3268,2009,2174,2253,2192,1569,902,483,195,15045,45994,27267,28995,30810,28617,21721,14711,7781,2616,208512
50601,1747,960,1171,1161,959,729,404,231,102,7464,22087,10747,14140,15526,11039,9336,7019,3289,1006,94189
50602,893,813,1377,1074,837,689,399,242,163,6487,11524,8848,15720,12221,9070,7947,5790,2880,1318,75318
50603,952,915,1153,903,791,636,401,404,367,6522,17649,14178,15390,14301,11957,10281,8341,4849,2191,99137
50604,1978,1353,1792,1756,1426,970,654,403,271,10603,26265,16250,17620,19859,16225,12945,10175,5162,1869,126370
50605,744,474,514,592,556,506,329,228,122,4065,11358,6770,6450,7970,7889,7218,6227,3593,1292,58767
50606,565,264,413,483,401,300,164,74,22,2686,8027,3719,4898,4782,4076,3405,2133,955,249,32244
50607,384,377,509,354,373,377,325,235,236,3170,6247,5938,6604,5723,5276,5155,4773,2503,1233,43452
50701,1439,1025,1268,1290,1146,859,575,349,191,8142,22586,13694,17653,18277,15520,12579,9066,4655,1782,115812
50702,447,368,544,481,519,412,318,208,187,3484,5972,4136,5303,5448,5556,5531,4455,2407,1107,39915
50703,841,632,1067,927,640,359,208,86,25,4785,10410,5642,7857,7718,5670,4134,2717,1314,416,45878
50704,923,769,707,793,884,815,656,419,315,6281,18363,13069,11181,13737,14104,13415,12123,6774,3363,106129
50705,2434,1587,1772,1734,1612,1228,699,545,342,11953,29431,16896,18324,18382,17886,15559,10901,6210,2083,135672
50901,1145,664,768,817,860,887,736,391,168,6436,11111,6236,6315,6934,8013,9084,8126,4420,1644,61883
50902,1120,696,890,904,1105,1177,924,524,171,7511,9297,5065,5560,6125,7536,9141,8072,3947,1196,55939
50903,482,258,266,304,338,355,273,173,49,2498,3498,1721,1943,2226,2586,2989,2561,1351,471,19346
51001,1688,800,1121,950,934,684,353,123,43,6696,8213,4411,6066,5272,4658,3773,1958,607,139,35097
51002,791,557,1265,1080,825,625,136,28,10,5317,5461,2682,5394,4851,3497,2645,716,157,39,25442
51003,1179,655,1191,1203,831,572,163,29,5,5828,7365,3005,5629,5841,4161,2611,775,186,19,29592
51101,413,229,216,229,282,268,191,133,32,1993,3111,1632,1852,1905,2190,2219,1705,1039,315,15968
51102,331,210,249,225,229,195,136,82,21,1678,1740,976,1432,1271,1335,1322,953,410,90,9529
51103,1129,827,1207,1053,945,780,351,121,34,6447,7982,4738,6379,5744,5261,4655,2404,871,236,38270
51104,1552,952,1095,1142,1130,1020,772,421,161,8245,10312,5883,6293,6665,7469,7731,6302,3224,1108,54987
59797,0,22,46,76,51,27,3,0,0,225,0,42,116,170,109,62,18,0,0,517
59999,190,352,661,811,748,503,245,69,15,3594,772,820,1512,1543,1313,1144,758,155,30,8047
60101,466,250,225,211,202,162,126,64,15,1721,4395,2467,2838,2452,2414,2196,1838,809,186,19595
60102,762,570,663,645,517,477,390,283,123,4430,10206,6140,8430,7616,7057,7423,6679,3976,1630,59157
60103,884,548,723,517,559,464,355,268,136,4454,9704,6497,10605,7485,6567,6840,5472,3449,1395,58014
60104,382,236,231,264,281,253,223,128,48,2046,6711,4127,4761,4838,4720,4373,4095,2257,756,36638
60105,445,478,691,431,456,419,324,200,95,3539,7353,7073,10765,6997,6634,6314,5691,3022,1331,55180
60106,298,164,192,206,181,197,183,77,29,1527,3206,1829,2356,2272,2267,2794,2373,1087,336,18520
60201,1165,958,929,738,721,680,539,434,245,6409,14866,10734,13036,10529,10755,10249,9085,5725,2357,87336
60202,353,196,164,211,266,307,295,148,36,1976,3884,2365,2340,2433,3138,4061,3719,1836,474,24250
60203,579,381,307,390,432,562,491,223,83,3448,6268,3619,3919,4015,5066,6625,6134,3042,912,39600
60301,191,165,128,147,188,205,153,55,25,1257,2067,1407,1264,1433,1723,2096,1630,679,148,12447
60302,342,171,198,202,228,297,264,136,79,1917,3613,1940,2054,2523,2901,3599,3250,1438,388,21706
60303,81,62,83,73,76,152,137,76,22,762,761,466,700,708,862,1538,1608,750,200,7593
60401,763,460,386,428,538,488,451,302,112,3928,8402,5566,5557,5374,6280,7296,6334,3834,1386,50029
60402,717,416,441,400,501,523,496,332,133,3959,7887,4925,5689,5086,6206,7000,6625,3680,1196,48294
60403,349,185,233,238,241,274,233,105,55,1913,3177,1706,2111,1993,2403,2787,2304,1049,306,17836
69797,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,15
69999,18,41,49,54,42,68,75,6,0,353,129,215,228,198,203,199,163,31,3,1369
70101,292,380,786,443,357,336,185,80,46,2905,3700,3049,6943,4447,3350,2894,1775,705,182,27045
70102,1144,632,866,874,741,552,340,150,42,5341,11390,6260,9330,8561,7070,5791,4128,1770,397,54697
70103,435,472,704,662,610,394,250,65,11,3603,3798,2617,2813,3019,3388,2875,1794,582,97,20983
70104,1074,559,810,679,518,326,175,65,19,4225,9393,4777,6870,6076,4591,3079,1676,556,159,37177
70201,738,523,898,706,567,467,214,78,18,4209,7803,4511,6930,5614,4588,3975,2126,735,202,36484
70202,175,72,135,89,84,71,38,4,0,668,1255,788,989,698,615,553,301,81,14,5294
70203,462,243,304,260,277,242,171,59,5,2023,3543,2512,2662,2142,2020,1643,987,264,31,15804
70204,394,213,343,276,181,155,57,6,0,1625,3165,2200,2221,2100,1543,1067,400,90,15,12801
70205,552,444,515,381,323,300,170,55,10,2750,4393,2974,3459,2561,2196,1759,996,335,64,18737
79797,0,0,6,4,5,3,0,0,0,18,0,15,23,22,19,17,0,0,0,96
79999,74,97,193,168,213,186,79,12,0,1022,446,276,661,573,591,579,318,49,7,3500
80101,1221,874,1059,813,698,533,437,216,78,5929,19259,13824,18425,15972,12556,10035,9242,5077,1667,106057
80103,26,99,221,166,113,101,44,24,4,798,161,248,383,312,281,269,176,85,16,1931
80104,1098,642,861,794,543,280,200,90,20,4528,20229,10717,16292,16485,11141,6503,4136,1797,374,87674
80105,378,1533,933,543,370,326,217,112,84,4496,7323,13554,13276,8288,6535,5293,3766,2080,1069,61184
80106,294,297,450,319,327,278,240,122,55,2382,4335,3482,5409,4417,4238,3874,3241,1758,842,31596
80107,1026,649,662,615,598,505,423,252,122,4852,17189,10468,12184,12208,11728,11734,8855,3815,1281,89462
80108,275,172,166,190,173,159,132,108,64,1439,4811,2547,2632,3455,3453,2587,2559,1898,683,24625
80109,353,232,325,252,292,248,189,150,107,2148,6766,4307,6008,5539,5028,4363,3311,2734,1221,39277
80110,104,70,153,89,54,21,26,11,0,528,2667,1232,2937,2511,1088,587,312,84,22,11440
80111,8,6,3,3,7,12,5,3,0,47,156,73,90,102,85,75,40,11,4,636
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,7,21,17,35,22,22,11,0,0,135,50,148,108,104,77,78,34,10,4,613
90101,28,37,161,100,69,33,28,4,0,460,285,127,319,271,263,210,178,32,4,1689
90102,20,10,18,12,14,23,14,5,0,116,130,49,65,85,53,111,63,33,11,600
90103,24,14,12,15,14,8,14,7,0,108,65,42,32,35,47,37,27,16,0,301
90104,52,31,26,41,42,41,29,29,6,297,351,186,154,250,297,409,319,174,50,2190
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,3,0,0,0,7
