SA3_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
12102,407,45,111,0,0,562,115,8,19,0,0,139,83,6,23,0,0,115,132,5,41,0,0,178,170,6,57,0,0,237,532,38,238,3,0,816,631,60,333,0,0,1020,1241,117,965,0,0,2324,1072,124,581,0,0,1780,1869,185,291,0,0,2341,2016,88,139,0,0,2246,479,26,134,0,0,635,8738,705,2937,0,0,12393
12103,792,27,119,0,0,936,120,4,17,0,0,143,94,9,33,0,0,132,127,6,44,0,0,172,147,5,41,0,0,192,520,20,151,5,0,685,452,25,170,0,5,649,953,44,504,15,4,1523,742,28,522,7,0,1308,1615,62,598,12,0,2287,5978,137,436,5,0,6559,845,26,165,0,0,1037,12376,397,2788,43,3,15615
12104,220,105,278,0,0,613,19,16,48,0,0,81,11,16,46,0,0,71,16,17,73,0,0,108,31,12,105,0,0,150,109,57,318,3,0,489,72,64,354,0,0,493,142,143,792,5,0,1083,92,104,687,0,0,878,197,228,957,0,0,1380,1507,742,1155,6,3,3410,205,101,275,0,0,583,2625,1604,5094,13,4,9345
12201,150,49,69,0,0,268,18,5,20,0,0,41,23,0,15,0,0,38,26,13,21,0,0,63,22,4,27,0,0,58,83,22,70,3,0,179,66,32,76,0,0,170,169,60,188,3,0,422,130,64,171,0,0,363,276,108,243,7,0,636,1376,325,416,6,0,2114,177,48,77,0,0,302,2509,735,1394,18,5,4655
12202,357,21,40,3,0,422,79,10,8,0,0,88,60,6,10,0,0,71,85,12,18,0,0,116,114,18,20,0,0,155,326,38,60,5,0,426,286,41,76,3,0,408,619,78,163,5,0,867,530,66,132,3,0,723,1163,98,194,4,4,1459,2526,150,104,5,3,2789,506,55,45,0,0,613,6647,591,880,19,13,8148
12203,655,42,184,0,0,876,150,11,52,0,0,216,123,10,60,0,0,195,170,22,80,0,0,262,250,17,122,0,0,385,645,33,367,0,0,1048,680,46,478,4,0,1204,1295,89,1023,0,3,2414,1206,79,915,3,0,2210,2550,169,953,8,0,3678,5676,203,571,0,3,6462,894,45,289,0,5,1226,14286,765,5081,19,14,20170
12301,318,12,3,0,0,338,118,7,0,0,0,128,96,6,0,0,0,103,158,7,4,0,0,166,273,5,0,0,0,280,810,39,9,0,0,856,1118,67,8,0,0,1192,2670,86,13,0,0,2774,2531,49,4,0,0,2588,2059,19,8,0,0,2084,1009,3,4,0,0,1015,659,16,9,0,0,678,11830,320,55,0,5,12212
12302,777,86,22,0,0,889,238,22,4,0,0,264,217,40,11,0,0,273,413,71,20,0,0,504,551,84,18,0,0,660,1876,341,113,0,3,2337,2506,516,163,0,0,3191,5029,637,168,0,10,5843,3529,214,47,0,0,3787,2358,106,29,0,0,2494,1149,57,28,0,0,1230,1341,124,54,0,3,1519,19974,2312,697,0,19,22996
12303,225,0,4,0,0,227,79,0,0,0,0,87,63,3,0,0,0,66,124,3,0,0,0,132,148,3,0,0,0,150,532,10,3,0,4,552,731,24,3,0,0,761,1520,11,3,0,0,1543,1267,10,3,0,4,1278,1096,0,5,0,0,1104,726,0,0,0,0,722,417,4,4,0,0,426,6931,76,23,6,8,7042
12401,554,15,8,0,0,579,216,5,6,0,0,226,158,4,5,0,0,166,320,11,5,0,0,336,398,4,5,0,0,406,1176,18,21,0,0,1217,1579,31,13,0,0,1624,2769,33,14,3,0,2820,1758,15,5,0,0,1781,1401,10,8,0,0,1422,699,8,3,0,3,713,521,14,6,0,0,544,11549,178,91,4,6,11832
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,651,64,33,0,0,752,198,22,15,0,0,229,174,19,9,0,0,204,347,39,24,0,0,404,440,61,33,0,0,538,1456,214,190,0,0,1862,2154,350,339,0,4,2845,4531,552,230,0,0,5312,3888,210,75,0,0,4178,3035,105,32,0,0,3171,1509,42,14,0,0,1565,1144,80,40,0,0,1268,19526,1755,1034,8,16,22330
12404,170,22,0,0,0,197,39,6,4,0,0,49,45,10,3,0,0,58,90,12,0,0,0,102,90,24,5,0,0,127,357,61,15,0,0,432,463,110,19,0,0,582,902,137,4,0,0,1043,672,46,0,0,0,719,571,24,3,0,0,599,333,5,3,0,0,345,253,24,5,0,0,282,3991,483,62,0,6,4532
12405,238,19,8,0,0,262,94,3,0,0,0,101,72,9,0,0,0,82,116,13,3,0,0,136,227,17,12,0,0,253,617,92,24,0,0,733,861,178,43,0,0,1084,1491,343,20,0,0,1860,974,96,11,0,0,1076,658,48,8,0,0,711,258,21,5,0,0,281,421,56,9,0,0,485,6018,892,141,0,6,7053
12501,267,63,172,3,0,510,66,15,33,0,0,112,45,9,39,0,0,100,64,12,71,0,0,148,112,21,106,0,0,232,269,85,330,0,0,685,261,104,640,0,0,1010,555,225,1534,4,3,2314,387,209,989,0,8,1591,568,202,538,4,5,1324,501,100,272,0,0,871,318,70,290,0,0,680,3411,1124,5008,10,23,9581
12502,336,87,34,0,0,458,53,15,6,0,0,77,55,23,10,0,0,90,61,31,17,0,0,115,132,46,20,0,0,195,293,131,70,0,0,494,314,160,147,0,0,621,654,366,417,0,0,1442,516,344,291,0,0,1153,999,415,137,0,0,1553,1378,253,70,0,0,1701,371,115,74,0,0,563,5165,1995,1292,3,5,8457
12503,563,91,79,0,0,732,119,20,20,0,0,163,126,19,29,0,0,178,203,37,45,0,0,288,273,59,78,4,0,414,819,183,321,5,0,1328,1037,231,504,4,4,1778,1903,564,597,8,4,3077,1566,388,187,7,6,2142,1795,298,92,5,5,2196,1030,142,52,0,0,1225,944,189,153,0,0,1286,10391,2225,2162,30,16,14816
12504,389,82,206,0,0,677,100,35,48,0,0,177,73,23,52,0,0,153,121,36,75,0,0,233,167,43,133,0,0,345,506,177,478,3,0,1163,631,242,913,4,3,1796,1103,611,1815,11,4,3543,1007,496,745,4,4,2256,1517,334,354,6,0,2211,1267,171,194,0,0,1639,512,176,316,3,0,1011,7386,2437,5321,24,19,15198
12601,348,28,50,0,0,427,55,13,4,0,0,69,37,3,4,0,0,47,63,7,19,0,0,88,81,11,22,0,0,107,194,31,65,0,0,295,235,34,110,0,0,381,450,59,311,0,0,827,398,54,280,0,3,741,704,90,233,0,3,1025,1544,91,98,0,0,1743,328,21,77,0,3,434,4438,441,1277,0,12,6173
12602,599,137,215,3,0,957,85,32,50,0,0,163,90,14,35,0,0,147,130,32,75,0,0,239,161,45,114,0,0,322,453,131,359,0,4,948,396,153,547,0,0,1102,910,363,1416,4,0,2693,689,320,996,0,0,2005,1291,463,783,3,0,2545,3262,531,388,0,3,4184,717,141,293,0,0,1146,8791,2362,5274,16,4,16445
12701,613,27,9,0,4,650,172,3,0,0,0,178,137,17,4,0,0,157,230,10,0,0,0,239,347,27,0,0,0,373,1085,71,12,0,0,1170,1468,129,14,0,9,1616,3704,295,15,0,15,4032,3961,190,11,0,25,4186,3478,113,9,0,7,3609,1515,44,9,0,3,1576,1191,69,7,0,0,1265,17907,994,93,3,68,19063
12702,859,96,80,0,0,1036,219,37,31,0,0,291,205,22,20,0,0,253,306,55,48,0,0,417,455,54,69,0,0,573,1295,208,258,0,4,1770,1400,283,242,0,0,1924,2440,441,186,0,5,3076,1648,216,48,0,0,1920,1727,125,42,0,3,1902,918,55,35,0,0,1013,1065,122,78,0,3,1274,12547,1723,1136,4,25,15434
12703,520,67,62,0,0,653,133,20,29,0,0,183,121,22,26,0,0,172,196,36,57,0,0,288,281,45,80,0,0,405,859,161,302,0,0,1321,1115,226,428,0,0,1769,2391,506,451,0,5,3349,2022,288,124,0,6,2442,2274,144,84,0,5,2507,1111,58,52,0,0,1231,860,97,127,0,0,1079,11899,1661,1811,3,18,15389
12801,481,91,107,0,0,686,123,23,37,0,0,179,85,20,42,0,0,150,123,42,54,0,0,229,174,49,94,0,0,321,508,118,273,0,0,897,537,155,408,3,0,1106,1101,311,807,0,3,2225,1009,316,609,5,5,1940,1879,466,432,0,3,2785,3232,383,238,3,0,3862,697,128,180,3,0,1010,9963,2107,3288,17,12,15382
12802,477,61,72,0,0,614,140,21,16,0,0,174,129,21,26,0,0,169,192,24,29,3,0,251,272,26,55,0,0,349,781,110,137,0,0,1024,909,145,275,0,0,1328,1912,334,696,0,0,2948,1839,301,399,0,0,2537,3183,417,210,0,0,3811,2459,213,92,0,0,2763,682,82,89,0,0,859,12959,1751,2097,7,4,16823
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,574,40,5,0,0,615,360,33,3,0,0,400,298,30,4,0,0,327,665,76,8,6,0,752,991,95,20,0,0,1108,3110,248,33,3,4,3394,3283,110,7,3,8,3408,2597,81,3,4,5,2690,816,23,0,3,4,846,576,20,4,0,0,600,354,11,3,0,0,368,709,35,3,0,0,748,14333,800,97,13,19,15261
20102,225,0,0,3,0,233,148,3,0,0,0,148,125,0,0,0,0,122,223,0,0,0,0,225,298,0,0,0,0,304,788,12,0,0,0,802,841,9,0,0,0,858,888,0,0,0,3,892,339,0,0,0,0,340,251,0,0,5,0,249,173,0,0,0,0,179,304,0,0,0,0,305,4603,34,4,10,4,4653
20103,199,0,0,4,0,206,171,4,0,0,0,169,159,0,0,3,0,160,343,3,0,0,0,344,436,0,3,0,0,441,799,4,0,3,4,809,511,0,0,5,0,510,353,0,0,4,3,364,101,0,0,0,0,109,65,0,0,0,0,62,53,0,0,0,0,53,208,0,0,0,0,210,3394,16,7,19,7,3443
20201,568,14,0,0,0,585,335,14,3,0,0,357,293,16,0,0,0,305,656,32,3,0,0,694,970,59,5,0,0,1028,3249,104,11,3,9,3380,3038,62,13,0,9,3120,2133,38,3,0,0,2176,629,6,0,0,0,641,448,12,0,0,0,464,287,3,0,0,0,288,690,15,0,0,0,711,13298,372,45,6,25,13746
20202,397,6,0,0,0,405,230,3,0,0,0,229,178,5,5,0,0,187,299,7,0,9,0,309,455,8,0,3,0,464,1293,10,0,5,0,1312,1443,17,0,5,0,1467,1421,13,5,9,0,1448,643,3,0,4,0,653,489,3,0,0,0,491,307,0,0,0,0,310,445,12,0,0,0,452,7603,72,10,38,9,7732
20203,100,0,0,0,4,103,82,0,0,0,0,83,86,0,0,6,0,91,142,0,0,0,0,142,177,0,0,0,0,177,290,0,0,0,0,294,219,0,0,0,0,221,123,0,0,0,0,130,45,0,0,0,0,45,39,0,0,0,0,39,36,0,0,0,0,30,96,0,0,0,0,96,1433,3,0,11,6,1455
20301,155,0,0,0,0,158,78,0,0,0,0,78,70,0,0,0,0,70,116,7,0,0,0,116,170,3,0,0,0,173,501,7,0,0,0,511,680,3,0,0,0,680,887,3,0,0,0,892,441,0,0,0,0,439,271,0,0,0,0,272,188,0,0,0,0,187,208,0,0,0,0,208,3761,34,0,0,0,3794
20302,1141,72,11,7,0,1225,544,34,6,0,0,576,450,29,6,0,0,489,927,82,18,3,0,1031,1206,119,33,0,0,1356,4115,347,92,3,0,4558,5177,343,54,0,3,5572,6289,221,61,0,3,6580,2266,74,15,4,4,2359,1615,44,16,0,8,1675,987,36,5,0,0,1027,1451,74,15,0,0,1549,26159,1465,337,18,24,28002
20303,490,28,3,0,0,519,257,12,0,0,0,268,168,8,0,0,0,173,307,16,0,0,0,320,410,18,0,0,0,432,1374,51,5,3,0,1432,1873,75,3,5,0,1962,2768,82,11,0,0,2865,1452,34,0,0,0,1497,1214,36,0,0,0,1247,807,22,0,0,0,825,709,26,4,0,0,736,11829,395,27,11,10,12267
20401,369,3,4,0,3,377,222,7,0,0,0,230,214,7,0,0,0,223,373,16,0,0,0,385,558,15,5,6,0,580,1525,25,3,9,0,1552,1436,17,3,5,0,1462,1339,3,0,4,0,1346,474,0,0,0,0,480,356,0,0,0,0,358,253,3,0,4,0,255,488,0,0,0,0,491,7602,100,19,22,3,7746
20402,288,9,0,0,3,299,170,4,0,0,0,175,168,4,0,0,0,178,365,17,0,4,0,386,574,31,0,0,0,606,1396,32,0,5,0,1430,1172,17,0,0,0,1194,848,0,0,3,0,849,244,0,0,6,0,245,222,0,0,0,0,226,158,0,0,0,0,159,356,6,0,0,0,362,5953,128,3,18,7,6112
20403,416,11,3,0,3,431,244,9,0,0,0,257,214,3,3,0,0,222,450,21,0,0,0,481,743,39,15,0,5,794,2095,56,10,3,0,2164,2112,16,0,3,4,2136,1635,13,5,0,3,1654,548,4,0,0,0,557,415,0,0,3,0,423,244,0,0,0,0,246,506,17,0,4,0,528,9623,184,34,24,21,9893
20501,322,6,3,0,0,334,161,5,0,0,0,171,155,3,3,0,0,163,298,10,0,0,0,312,443,20,16,0,0,476,1408,39,21,0,3,1478,1819,18,8,0,0,1855,1682,11,3,0,5,1703,591,0,0,0,0,589,414,3,0,0,0,412,288,0,0,0,0,296,490,10,4,0,0,507,8080,134,76,6,12,8302
20502,293,17,0,0,3,311,203,9,0,0,0,210,187,9,0,0,0,190,344,14,4,0,0,356,513,12,3,0,0,535,1262,21,0,0,3,1282,992,7,0,0,0,1004,681,10,0,0,0,688,189,0,0,0,0,193,173,0,0,0,0,172,104,4,0,0,0,107,306,6,0,0,0,315,5233,111,9,6,14,5370
20503,450,15,5,0,0,476,273,0,0,0,0,280,234,6,3,0,0,241,436,15,4,0,0,459,630,15,5,0,0,652,1740,29,8,0,0,1777,1662,13,8,0,0,1696,1409,27,3,0,0,1443,524,8,0,0,0,539,380,7,0,0,0,390,257,6,0,0,0,266,550,6,0,0,0,561,8548,161,41,8,13,8773
20504,464,14,10,0,0,490,347,24,6,0,0,377,379,10,6,0,0,394,895,12,18,5,0,931,1111,17,19,0,0,1154,2450,41,18,0,0,2510,1710,17,3,0,0,1735,1190,12,5,3,0,1211,392,0,0,0,0,396,274,3,0,0,0,276,174,0,0,0,0,177,644,10,11,0,0,666,10030,165,103,8,10,10317
20505,301,7,0,0,0,310,187,0,9,0,0,192,202,3,4,0,0,206,403,9,3,0,0,419,579,9,8,0,0,595,1365,20,6,0,0,1391,1040,8,6,4,0,1062,701,9,0,0,0,716,222,0,0,0,0,224,158,5,0,0,0,167,137,0,0,0,0,139,337,12,3,0,0,351,5629,81,38,10,6,5764
20601,334,112,71,0,0,516,89,37,23,0,0,153,71,28,32,0,0,135,117,52,52,0,0,220,187,76,105,0,0,364,411,196,483,3,0,1095,483,265,681,0,0,1439,879,565,736,13,6,2190,736,389,208,9,0,1347,1110,411,146,3,5,1679,960,243,81,0,0,1284,364,129,103,4,0,596,5744,2509,2725,37,11,11026
20602,269,85,43,0,0,393,69,19,18,0,0,105,50,12,9,0,0,78,62,22,31,0,0,119,102,39,44,0,0,183,240,128,194,3,0,566,276,141,243,0,0,661,525,263,292,0,0,1090,364,236,116,5,0,721,648,300,69,3,0,1024,928,234,45,0,0,1203,224,83,45,0,0,348,3766,1561,1152,15,0,6492
20603,285,65,66,0,0,418,56,12,31,0,0,99,56,20,29,0,0,108,85,37,43,0,0,162,103,39,98,0,0,242,295,150,383,0,0,825,270,163,497,7,0,937,529,276,551,4,0,1355,422,221,167,0,0,810,820,331,129,0,0,1278,1198,251,69,0,0,1519,318,99,98,0,0,522,4427,1669,2154,12,9,8270
20604,33,109,454,3,0,605,7,26,84,0,0,115,7,17,88,0,0,116,9,33,163,0,0,205,6,48,264,0,0,324,23,133,1248,0,3,1403,39,157,1693,0,11,1894,51,308,2155,0,6,2514,49,210,859,0,0,1122,76,337,757,0,0,1169,133,431,725,0,3,1293,39,123,428,0,0,600,485,1929,8915,14,17,11358
20605,94,205,273,0,0,574,22,42,82,0,0,145,16,32,79,0,0,130,13,41,120,0,0,184,19,69,215,4,0,306,57,183,822,19,0,1083,52,166,1310,24,4,1553,138,370,1814,30,0,2360,102,283,893,5,5,1281,207,544,705,16,0,1472,638,1246,518,12,3,2414,131,219,400,6,0,760,1496,3403,7241,123,11,12273
20606,128,84,178,0,3,392,21,11,27,0,0,53,11,17,30,0,0,58,14,12,65,0,0,94,19,23,84,0,0,132,74,67,484,0,0,630,54,75,617,0,0,748,91,140,861,0,0,1087,78,96,396,0,0,570,168,230,391,3,0,796,717,518,310,0,3,1553,139,124,183,0,0,444,1515,1396,3634,8,7,6553
20607,104,225,130,0,0,466,20,48,28,0,0,93,17,23,33,0,0,76,21,51,78,3,0,157,29,97,107,0,0,243,113,249,535,5,0,894,91,254,758,11,0,1116,173,507,1006,22,0,1702,166,381,513,15,0,1074,263,796,466,5,0,1526,542,1062,319,15,0,1934,86,265,176,0,0,533,1628,3953,4147,78,4,9813
20701,997,223,124,0,0,1348,141,48,32,0,0,221,112,32,32,0,0,175,147,48,63,0,0,258,170,72,87,0,0,331,584,212,357,4,0,1152,488,196,589,5,0,1274,1066,405,832,5,0,2312,733,359,368,0,0,1459,1518,536,304,0,3,2355,5230,916,209,4,3,6359,1040,214,140,0,0,1403,12226,3252,3138,21,15,18643
20702,549,144,62,0,0,749,111,30,9,0,0,154,92,23,11,0,0,126,140,39,31,0,0,207,176,46,40,0,0,266,507,154,183,0,0,839,477,209,281,0,3,979,1019,405,334,0,0,1761,731,358,131,0,0,1220,1385,430,89,0,3,1905,1702,309,39,0,0,2051,580,154,73,0,0,812,7472,2291,1298,0,5,11064
20703,610,161,47,0,0,826,139,47,14,0,0,203,116,20,15,0,0,152,167,66,16,0,0,256,234,70,39,0,0,346,589,201,244,0,0,1037,605,245,292,0,0,1142,1115,471,254,0,0,1838,865,366,81,0,0,1312,1537,421,73,0,0,2031,1757,269,38,0,0,2071,574,146,69,0,0,795,8319,2491,1188,3,4,12000
20801,580,123,35,0,0,742,113,34,20,0,0,162,110,31,18,0,0,152,105,51,29,0,0,187,178,57,31,0,0,261,445,156,121,4,0,736,439,174,195,6,0,821,919,348,314,11,0,1594,676,295,145,8,0,1128,1436,441,128,4,4,2013,3383,583,90,0,4,4072,690,148,68,3,0,921,9079,2451,1206,49,7,12792
20802,727,242,134,5,0,1106,154,61,50,0,0,266,133,63,49,0,0,241,207,81,68,0,0,349,239,99,118,0,0,465,702,330,541,11,0,1583,657,359,804,6,0,1831,1333,764,1153,12,0,3262,1031,620,432,3,3,2090,1853,909,321,3,4,3083,2911,801,202,0,3,3914,825,313,214,0,0,1357,10766,4638,4094,39,6,19547
20803,562,206,89,0,0,861,179,82,26,0,0,283,115,61,34,0,0,207,257,113,45,4,0,420,355,151,82,5,0,593,968,391,360,5,0,1726,1150,576,499,11,0,2238,2054,1066,681,5,0,3808,1644,701,294,4,3,2646,2129,606,166,3,0,2908,1525,335,82,0,0,1941,727,266,145,0,0,1135,11676,4556,2493,33,10,18770
20804,205,73,53,0,0,336,37,14,17,0,0,67,22,9,15,0,0,48,33,11,26,0,0,75,43,19,40,0,0,103,111,58,144,7,0,325,116,51,179,7,0,360,249,145,273,6,3,669,159,101,134,0,0,395,374,192,104,0,0,669,1253,249,89,3,0,1598,252,64,49,4,0,367,2867,986,1126,30,3,5013
20901,760,88,25,0,0,874,246,20,5,0,0,277,196,34,3,0,0,239,308,45,17,0,0,371,419,54,28,0,0,506,1135,233,102,0,0,1478,1400,330,155,0,0,1888,2527,614,164,4,0,3312,2035,340,67,0,3,2451,2150,224,55,0,0,2428,1696,144,24,0,0,1857,857,147,32,0,0,1034,13738,2283,689,9,8,16725
20902,389,118,32,0,0,529,129,35,8,0,0,170,102,38,8,0,0,149,187,75,22,0,0,283,227,117,55,7,0,398,693,351,243,7,0,1287,780,524,286,9,0,1598,1308,869,207,10,0,2399,999,408,51,0,0,1462,1065,223,31,4,0,1319,677,105,16,3,0,805,508,164,31,4,0,706,7062,3027,985,42,0,11114
20903,503,3,11,0,0,515,165,0,3,0,0,170,147,6,0,0,0,150,238,9,3,0,0,251,311,14,7,0,0,330,901,34,26,0,0,959,1143,34,42,0,0,1218,2004,81,47,0,0,2133,1535,38,31,0,0,1597,1678,26,10,0,0,1713,1117,10,7,0,4,1127,668,15,8,0,0,692,10414,251,186,0,3,10862
20904,1303,94,16,0,0,1423,490,59,3,0,0,551,439,39,7,0,0,484,714,75,20,0,0,807,1090,128,37,0,0,1255,3788,446,114,0,3,4353,6225,699,107,0,6,7036,10201,640,64,0,0,10904,4108,180,18,0,0,4307,2455,118,12,0,0,2598,1460,60,10,0,0,1529,2421,186,20,0,0,2618,34689,2721,430,3,22,37864
21001,341,86,0,0,0,427,117,20,3,0,0,140,85,23,0,0,0,108,117,42,0,0,0,161,163,46,4,0,0,209,486,172,17,3,0,674,580,226,17,0,0,819,1013,381,12,0,0,1408,767,259,6,0,0,1033,909,237,5,0,5,1151,727,137,0,0,0,860,500,125,5,0,0,631,5791,1740,76,9,0,7616
21002,197,3,0,0,0,206,85,0,0,0,0,89,63,4,0,0,0,65,122,0,0,0,0,128,163,10,0,0,0,173,577,12,0,0,0,591,767,27,8,0,0,798,1278,23,0,0,0,1300,698,3,0,0,0,699,642,3,0,0,0,647,445,4,0,0,0,454,313,7,0,0,0,317,5353,101,10,0,3,5465
21003,331,96,6,4,0,431,114,33,11,0,0,153,100,23,3,0,0,130,179,60,9,0,0,249,214,92,21,0,0,325,611,357,66,3,0,1036,762,573,87,0,4,1429,1442,1049,45,5,5,2541,894,443,6,0,0,1356,868,230,15,0,0,1119,455,120,4,0,0,572,468,177,15,0,0,665,6435,3265,284,15,9,10001
21004,287,5,9,0,0,298,121,0,0,0,0,123,91,3,0,0,0,95,220,6,12,0,0,235,307,5,11,0,0,321,995,33,53,0,0,1082,1497,57,66,0,0,1617,2056,34,26,0,0,2113,745,6,3,0,0,755,438,3,3,0,0,447,278,3,5,0,0,285,459,5,19,0,0,481,7477,169,207,0,0,7849
21005,1038,78,14,0,0,1132,382,35,6,0,0,426,313,21,7,0,0,335,584,61,12,0,0,657,820,104,14,0,0,937,3075,391,65,0,4,3537,5046,574,77,0,4,5693,8099,418,29,0,0,8549,2779,96,9,0,6,2883,1712,56,4,0,0,1776,1092,45,0,0,0,1143,1995,139,14,0,0,2144,26931,2009,259,0,12,29215
21101,1087,111,16,0,0,1213,339,44,9,0,0,392,322,40,3,0,0,361,550,58,11,0,0,618,747,85,20,0,0,852,2218,267,99,0,0,2589,2680,463,130,0,3,3278,4639,680,88,4,0,5414,3066,303,24,0,0,3404,2537,174,4,0,0,2721,1249,84,4,0,0,1332,1255,118,14,0,0,1397,20687,2426,432,8,7,23563
21102,204,12,0,0,0,223,52,0,0,0,0,62,45,0,0,0,0,51,74,0,0,0,0,74,90,3,0,0,0,101,256,6,8,0,0,272,262,14,5,0,0,285,514,21,10,0,0,545,364,18,6,0,0,385,551,9,4,0,0,564,748,12,0,0,0,758,278,8,4,0,0,289,3450,108,39,0,3,3602
21103,750,53,17,0,0,817,289,13,9,0,0,315,263,13,3,0,0,283,400,29,16,0,0,440,508,49,28,0,0,585,1547,154,123,0,0,1817,1983,262,163,0,3,2403,3533,305,101,0,3,3942,2437,153,26,0,0,2615,2007,77,25,0,4,2107,1004,30,18,0,0,1051,858,52,18,0,0,932,15572,1188,540,0,12,17319
21104,448,92,9,0,0,549,94,25,0,0,0,123,99,30,0,0,0,129,142,26,9,0,0,176,160,43,14,0,0,219,479,148,46,0,0,675,578,189,53,0,0,826,1076,348,40,0,0,1468,843,269,8,0,0,1121,1211,189,4,0,0,1402,838,79,6,0,0,922,382,91,13,0,0,486,6353,1538,210,0,4,8103
21105,1200,31,0,0,0,1236,475,20,4,0,0,498,415,17,0,0,0,435,689,16,0,7,0,716,974,31,0,0,0,1003,3000,114,11,0,5,3127,3899,155,13,0,0,4066,6309,191,11,0,7,6517,3682,63,7,0,4,3749,2460,26,0,4,4,2489,1275,13,0,0,5,1288,1601,35,6,5,0,1646,25974,694,64,11,21,26767
21201,581,23,0,0,0,602,242,26,0,0,0,270,235,16,0,0,0,247,362,17,3,0,0,382,624,29,0,0,0,653,2274,156,10,5,5,2449,3761,196,12,0,3,3968,5675,125,14,0,4,5809,2141,25,0,0,3,2166,1317,16,0,0,0,1337,789,8,0,0,0,801,1129,37,0,0,0,1173,19129,672,46,8,16,19866
21202,874,62,7,0,0,944,304,22,0,0,0,322,297,17,3,0,0,317,522,46,5,0,0,574,640,49,14,0,0,700,1994,233,29,0,0,2255,2768,344,22,0,0,3133,4438,384,22,0,0,4840,2157,146,0,0,0,2301,1578,83,0,0,0,1661,964,41,0,0,0,1012,1325,109,9,0,4,1441,17863,1532,113,3,5,19510
