SA3_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
40401,226,481,706,117,177,296,127,568,694,154,1209,1369,549,2906,3455,590,1527,2117,1924,1029,2952,1813,1336,3149,2084,1448,3533,2357,1178,3530,1758,989,2745,1864,694,2565,4087,1102,5186,3312,202,3514,2621,267,2887,1773,71,1840,4034,346,4385,1803,297,2102,289,441,730,31490,16267,47759
40402,150,236,392,61,99,161,69,357,430,99,807,902,325,1740,2067,372,813,1183,1098,585,1681,978,709,1693,1207,751,1960,1279,591,1873,993,462,1457,1020,337,1359,2134,490,2626,1654,80,1727,1206,88,1290,681,25,704,1304,128,1429,956,120,1082,143,285,426,15737,8706,24448
40403,121,272,395,63,104,165,70,308,382,78,627,708,234,1516,1749,280,1060,1342,852,697,1551,830,823,1654,1076,941,2013,1263,760,2028,969,576,1542,1021,473,1491,2284,662,2951,1831,185,2007,1444,176,1619,998,74,1064,2202,225,2426,907,228,1135,100,228,324,16611,9932,26544
40501,86,121,211,31,41,77,49,113,164,38,224,266,171,754,921,219,480,694,727,332,1062,671,361,1036,770,380,1147,884,274,1162,637,210,854,705,129,839,1444,191,1633,1018,15,1038,775,30,812,469,4,472,856,48,904,814,34,850,96,140,236,10464,3895,14362
40502,63,90,156,32,43,67,32,109,141,35,271,309,172,775,946,160,370,529,601,237,835,502,269,773,515,246,759,616,170,787,334,123,451,392,86,479,714,104,824,462,10,470,316,13,331,161,3,162,341,30,373,546,30,577,92,126,219,6072,3110,9180
40503,70,99,175,36,57,93,40,198,239,49,403,445,227,1111,1338,227,458,685,776,260,1037,616,330,953,567,300,862,661,215,885,409,168,580,403,106,508,770,124,895,539,16,551,358,19,382,227,5,228,342,54,399,634,36,677,130,198,330,7082,4165,11249
40504,93,115,211,61,58,120,52,165,217,55,355,407,215,1050,1266,210,478,685,984,316,1299,673,311,985,664,278,944,748,183,934,405,127,526,405,90,498,733,109,835,448,8,456,285,22,308,147,0,151,330,42,367,611,31,644,174,204,378,7289,3933,11231
40601,166,201,369,69,97,165,86,410,494,98,751,858,394,1610,2002,394,790,1188,1232,517,1743,1016,726,1745,1097,657,1757,1283,474,1760,798,396,1195,908,250,1159,1740,380,2126,1297,47,1343,948,71,1026,540,19,554,990,110,1105,1404,74,1477,278,387,661,14743,7972,22710
40602,49,85,131,17,44,61,32,137,168,37,270,307,145,583,725,144,256,402,419,222,643,324,233,560,398,240,637,387,211,600,324,198,516,295,147,441,576,292,863,473,19,493,403,81,482,235,16,252,571,94,667,664,53,715,136,163,301,5613,3335,8952
40701,159,190,349,77,113,195,76,272,352,91,577,668,382,1737,2119,399,1279,1679,1775,707,2484,1542,719,2258,1649,571,2218,1710,328,2032,913,279,1190,1009,157,1159,1590,200,1794,1016,20,1033,673,43,719,365,3,372,884,84,966,1184,70,1255,200,239,440,15690,7598,23282
40702,177,217,388,85,93,179,69,322,398,100,647,750,368,1726,2094,435,974,1409,1445,658,2101,1185,877,2060,1228,807,2035,1528,492,2022,1131,378,1504,1266,254,1529,2449,359,2806,1539,50,1594,1086,67,1151,565,12,573,1156,135,1295,1281,79,1362,281,352,637,17388,8507,25897
40703,202,259,459,107,135,240,97,368,468,137,857,991,516,2299,2814,533,1243,1772,1995,747,2737,1555,892,2445,1643,846,2494,1934,535,2462,1198,343,1547,1221,233,1453,2247,273,2519,1361,47,1407,853,56,908,417,9,422,885,103,986,1386,80,1466,348,462,808,18617,9782,28403
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,135,156,295,66,75,143,79,190,269,74,360,440,266,951,1222,291,734,1025,960,494,1446,821,491,1314,1118,509,1624,1192,369,1563,846,261,1107,874,185,1061,1818,329,2144,1358,60,1417,1020,92,1114,626,21,645,1457,122,1581,1896,175,2073,163,199,369,15066,5777,20841
50102,257,328,585,117,124,240,130,373,504,173,866,1034,558,2106,2662,658,1138,1796,1978,777,2755,1559,927,2482,1792,961,2752,1950,738,2692,1438,646,2086,1627,529,2153,3500,815,4310,2733,77,2808,2264,218,2477,1292,43,1334,2935,231,3174,3249,175,3430,307,390,703,28531,11451,39978
50103,83,86,164,56,57,112,41,115,161,38,205,242,181,586,768,148,326,472,543,218,760,441,279,719,490,241,729,524,148,667,326,123,441,374,94,468,728,119,853,521,5,527,396,24,416,212,7,217,425,42,466,713,33,747,93,118,208,6326,2824,9142
50201,369,443,817,145,149,296,159,444,603,204,964,1168,626,2558,3187,818,1678,2497,2605,899,3510,2069,935,3007,2124,886,3012,2125,567,2693,1324,554,1874,1440,410,1849,2993,764,3762,2211,63,2273,1916,183,2102,1116,27,1148,2940,237,3178,3710,182,3892,402,490,884,29308,12429,41734
50301,182,272,458,98,117,210,65,208,275,54,381,435,165,712,876,166,651,816,358,465,816,441,529,966,605,571,1172,700,466,1167,502,423,923,651,335,988,1279,703,1982,1047,69,1115,1096,242,1341,829,37,862,8398,667,9063,1520,193,1712,111,162,273,18258,7196,25459
50302,271,628,895,73,188,261,108,497,604,90,1008,1098,245,1655,1897,298,1412,1710,675,1047,1726,754,1309,2062,1062,1730,2791,1306,1645,2946,1056,1580,2633,1215,1299,2519,2804,2702,5512,2318,333,2653,2248,855,3104,1677,183,1854,8507,1563,10068,1928,577,2502,145,319,466,26775,20525,47305
50401,211,387,601,99,128,225,84,348,432,128,710,834,362,1724,2080,386,1023,1410,1205,705,1905,1027,916,1946,1232,1013,2246,1466,867,2331,1098,737,1834,1183,633,1819,2673,1149,3825,2209,145,2354,2058,257,2317,1401,65,1468,3577,317,3893,1823,283,2103,177,289,465,22405,11677,34084
50402,90,130,211,32,43,74,75,140,217,39,262,302,177,697,876,187,367,555,598,235,833,529,271,805,673,296,969,742,248,986,476,208,684,614,158,771,1331,247,1580,1102,22,1120,998,68,1062,635,0,641,1806,86,1896,1401,65,1474,132,134,259,11638,3679,15316
50403,310,446,752,128,148,271,133,341,475,180,693,878,471,1563,2028,684,954,1638,1794,678,2476,1661,968,2627,2233,1278,3514,2650,1094,3739,2271,860,3133,2379,688,3064,5617,1009,6631,4290,125,4416,3177,234,3411,2008,49,2058,4378,240,4623,4138,282,4423,396,313,709,38902,11969,50874
50501,370,414,780,185,153,342,175,314,490,195,696,891,605,1743,2351,569,1280,1843,1841,849,2688,1803,936,2740,2329,1015,3339,2498,849,3346,1999,740,2735,2063,623,2682,4975,1047,6024,4413,123,4538,4327,274,4602,3014,41,3058,9708,318,10024,4359,243,4603,374,296,669,45800,11953,57751
50502,530,898,1428,205,341,552,277,929,1208,261,1694,1956,859,4031,4888,957,2475,3428,2473,1728,4199,2453,2055,4510,2969,2432,5400,3401,2159,5559,2629,1904,4532,2768,1497,4263,6193,2712,8897,4777,338,5112,4447,732,5176,3129,167,3295,11018,1040,12056,4254,770,5022,492,646,1140,54082,28524,82612
50503,496,513,1009,159,158,313,216,441,660,296,904,1196,764,2202,2970,1012,1441,2455,2617,936,3555,2535,1265,3802,2986,1455,4437,3681,1228,4905,3099,1043,4142,3276,798,4073,7512,1221,8730,6049,132,6185,4823,272,5101,2961,51,3014,6680,315,7000,6184,267,6455,552,457,1014,55904,15125,71023
50601,201,264,472,76,75,147,92,249,344,111,509,624,364,1163,1528,462,766,1225,1219,481,1702,1136,691,1831,1481,808,2296,1740,647,2390,1502,520,2023,1603,377,1985,3467,535,4003,2604,52,2653,2172,120,2288,1218,24,1248,2654,126,2778,2383,162,2550,245,241,480,24740,7810,32549
50602,201,386,586,51,132,186,77,346,426,123,738,860,246,1429,1674,318,860,1176,773,637,1417,783,900,1685,927,1131,2065,1234,991,2224,1007,906,1917,1022,658,1680,2418,1348,3767,1845,196,2042,1603,382,1986,1173,98,1269,3105,455,3566,1577,442,2021,149,250,399,18647,12298,30940
50603,283,368,654,123,145,263,130,328,464,135,623,758,382,1437,1811,420,940,1357,1170,577,1747,1105,766,1867,1471,821,2294,1638,717,2355,1345,583,1928,1427,406,1831,3180,719,3896,2421,197,2620,2150,231,2382,1338,84,1414,3794,303,4096,2157,393,2545,172,239,414,24845,9865,34710
50604,355,399,753,113,110,226,141,348,486,198,734,933,522,1677,2197,641,1063,1703,1847,696,2547,1702,880,2577,2071,1076,3150,2436,800,3231,1955,673,2628,2005,495,2497,4380,724,5108,3224,105,3330,2498,150,2649,1446,44,1483,3208,190,3397,2938,230,3177,320,290,609,31996,10678,42675
50605,143,181,323,78,74,152,66,151,218,78,306,388,233,765,995,238,564,807,796,334,1133,700,411,1112,968,474,1441,1070,375,1437,789,314,1101,871,220,1098,1994,408,2399,1645,48,1688,1403,88,1488,946,9,958,2375,114,2492,1608,103,1710,159,146,307,16165,5090,21248
50606,62,56,116,28,17,45,29,50,81,40,72,112,105,170,270,114,139,250,337,96,436,297,121,420,382,183,567,494,164,658,444,148,594,533,133,667,1220,180,1400,963,17,980,755,41,797,423,12,432,1093,39,1140,1079,49,1134,89,42,135,8492,1739,10232
50607,123,261,381,42,97,139,68,179,247,48,330,382,143,680,821,177,586,767,355,370,725,363,457,823,477,555,1030,610,482,1093,459,478,938,502,368,868,1115,721,1830,895,90,990,888,207,1095,617,36,655,3300,376,3674,825,204,1030,81,123,205,11092,6598,17690
50701,263,355,616,119,118,233,128,341,475,160,659,823,425,1586,2015,490,878,1367,1387,619,2001,1262,847,2106,1511,1067,2577,1764,927,2687,1553,833,2390,1638,667,2309,4143,1068,5209,3426,148,3566,3048,268,3313,2046,50,2096,4896,316,5214,2932,291,3224,237,287,522,31427,11318,42742
50702,82,192,279,32,84,112,47,221,269,48,397,445,139,811,951,151,479,628,417,349,770,375,397,769,466,432,901,512,404,918,397,318,719,449,315,765,999,590,1591,799,80,878,880,191,1073,621,25,644,2722,353,3077,920,208,1128,66,150,219,10119,6001,16121
50703,81,110,193,28,47,75,44,128,175,82,260,340,169,575,749,276,337,612,579,213,794,564,352,913,655,425,1081,790,361,1150,740,328,1064,764,221,985,1597,345,1945,1238,47,1286,956,69,1024,572,19,590,964,60,1030,1330,111,1445,107,112,218,11540,4123,15666
50704,296,375,675,177,159,339,145,342,485,119,627,746,431,1554,1976,376,1101,1473,1133,711,1848,1099,784,1885,1420,811,2235,1578,669,2253,1129,653,1786,1263,510,1775,2870,944,3811,2410,101,2511,2504,255,2756,1741,43,1788,7765,435,8196,2259,198,2455,212,248,461,28923,10530,39453
50705,319,366,683,113,131,247,156,352,504,185,809,994,539,1956,2496,781,1365,2145,2014,779,2797,1840,955,2793,1985,1112,3103,2191,925,3119,1957,828,2786,2009,604,2620,4501,1034,5538,3449,113,3563,2983,232,3221,1859,31,1894,4065,217,4282,4625,277,4893,388,373,761,35958,12471,48428
50901,155,212,369,91,107,196,82,270,349,92,526,622,364,1396,1752,382,948,1329,1251,556,1810,1015,677,1695,1197,670,1865,1343,420,1763,913,347,1260,986,231,1221,1928,380,2305,1433,29,1455,1004,82,1084,531,12,549,1266,117,1377,1641,96,1738,210,291,504,15882,7380,23262
50902,165,222,391,73,77,151,81,251,332,95,455,550,308,1323,1624,326,629,951,1149,377,1522,861,560,1425,912,543,1457,1049,390,1435,680,344,1025,787,253,1038,1578,404,1983,1174,30,1204,883,89,974,515,18,536,1231,115,1340,1867,67,1935,269,263,528,14002,6395,20393
50903,62,69,128,31,28,58,28,100,124,23,154,175,102,461,558,87,239,329,334,149,488,278,207,487,340,235,572,371,138,507,248,133,380,295,90,384,587,136,725,389,9,397,323,30,353,183,0,183,445,46,483,617,27,647,99,119,219,4842,2369,7212
51001,44,79,121,38,42,78,81,157,240,99,235,326,233,222,450,187,131,319,349,121,467,319,160,485,386,238,630,365,252,612,253,271,528,304,220,524,727,366,1093,620,57,674,621,67,693,350,23,374,860,110,963,991,91,1086,208,165,372,7035,3008,10043
51002,24,45,67,7,13,16,14,36,52,21,60,80,50,38,96,44,37,80,87,49,136,81,57,146,108,105,216,117,145,265,129,176,303,166,177,346,407,438,848,441,29,467,520,161,685,418,24,438,1360,195,1554,516,55,567,82,63,149,4604,1903,6508
51003,18,42,61,11,13,24,16,35,49,19,44,63,35,57,96,49,31,79,58,51,110,71,68,138,103,104,205,106,142,244,124,166,289,188,200,390,575,473,1047,503,28,531,706,159,860,521,20,542,2083,236,2321,670,59,730,47,58,102,5904,1984,7888
51101,42,56,92,19,32,49,19,59,83,24,131,155,81,322,400,65,190,255,222,114,341,202,128,330,223,171,395,261,128,389,193,107,301,234,83,316,515,143,657,350,13,360,304,49,351,144,8,155,403,42,445,526,33,558,65,82,151,3894,1882,5777
51102,25,36,59,9,15,24,10,49,61,16,86,97,46,155,197,32,91,131,125,74,193,102,104,201,109,96,210,131,77,210,92,55,145,135,51,184,254,100,350,209,12,224,155,25,183,95,8,107,210,38,251,301,43,344,44,76,118,2104,1185,3291
51103,52,115,166,29,39,64,36,116,151,35,185,217,110,399,511,130,185,318,295,159,453,251,238,482,280,294,578,336,265,603,290,361,648,336,306,641,974,609,1593,856,46,905,904,164,1065,583,26,606,1769,176,1945,925,94,1023,166,146,313,8373,3905,12275
51104,162,216,374,57,68,130,95,245,336,94,475,567,288,1045,1329,301,638,940,930,406,1339,754,497,1252,757,527,1287,890,406,1297,719,315,1035,712,265,972,1608,428,2038,1222,32,1254,988,96,1080,611,11,624,1280,116,1391,1700,91,1794,218,240,452,13382,6115,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,43,45,85,6,14,20,39,64,105,46,143,186,155,362,517,189,168,351,453,122,580,350,165,520,438,197,635,486,112,592,342,89,429,370,45,419,723,52,773,490,7,503,300,13,311,176,0,183,336,10,352,347,23,360,72,88,168,5369,1731,7098
60102,112,126,236,51,55,103,51,171,223,65,422,487,271,1178,1443,326,761,1090,889,529,1423,903,615,1518,1137,644,1778,1322,446,1768,966,455,1421,985,307,1291,2170,404,2575,1604,70,1671,1319,89,1414,863,22,888,1875,86,1966,1008,83,1088,113,189,304,16026,6656,22688
60103,94,178,273,39,64,107,67,298,367,89,602,691,305,1739,2046,410,909,1313,1097,567,1665,1066,680,1749,1199,727,1923,1428,493,1912,1002,416,1415,1016,238,1249,2066,344,2413,1431,79,1509,961,77,1038,527,27,556,846,101,941,995,129,1118,174,298,472,14813,7960,22775
60104,69,98,164,26,36,63,32,86,125,38,188,225,133,607,738,181,447,626,485,321,804,510,318,827,680,374,1053,821,227,1047,617,230,845,638,172,808,1325,224,1551,1113,34,1149,833,52,879,558,17,579,1262,65,1328,685,53,736,65,94,158,10075,3641,13721
60105,116,212,326,54,87,146,48,214,260,51,385,431,145,899,1040,203,754,961,408,637,1048,522,661,1185,722,714,1436,945,627,1570,691,555,1251,768,451,1227,1669,747,2417,1257,163,1422,1138,234,1373,906,66,973,2781,363,3139,845,297,1134,55,113,171,13313,8190,21501
60106,30,59,88,18,20,38,9,55,68,38,143,178,98,467,559,119,236,350,402,137,541,334,192,527,385,204,588,485,147,630,368,108,471,349,73,417,716,84,802,532,6,536,333,19,349,185,3,194,313,24,336,356,27,385,57,78,139,5114,2088,7205
60201,156,287,445,88,124,212,93,416,512,146,828,977,449,2223,2672,542,1466,2015,1705,956,2665,1535,1143,2679,1792,1154,2946,2114,796,2910,1433,596,2034,1397,430,1829,3071,550,3622,2027,121,2145,1565,124,1689,915,44,962,1949,219,2171,1413,187,1600,211,375,588,22607,12055,34665
60202,62,57,119,35,36,73,27,100,125,60,228,294,170,724,887,185,363,542,706,198,902,546,283,829,543,206,754,622,133,754,417,107,518,470,86,549,838,80,916,556,11,567,369,10,381,199,0,198,366,26,392,516,19,541,100,111,212,6780,2786,9563
60203,116,143,264,60,80,138,68,223,283,80,501,576,314,1308,1621,338,679,1016,1195,385,1580,956,456,1409,951,386,1339,1004,242,1247,702,173,884,665,135,803,1258,154,1420,792,27,819,531,33,564,285,9,286,565,47,610,830,38,873,150,234,381,10868,5256,16128
60301,30,35,66,18,11,27,12,44,52,27,126,147,108,365,473,85,115,194,292,94,388,249,120,374,260,113,378,296,77,370,199,69,266,214,46,259,402,44,445,312,6,315,193,15,202,81,0,86,181,22,206,289,10,297,46,63,108,3276,1367,4643
60302,61,66,127,37,28,67,35,96,130,48,200,247,145,574,721,165,274,436,537,187,728,446,229,671,536,199,736,561,112,672,394,109,498,409,55,466,718,72,791,484,10,490,310,19,329,197,0,197,345,19,364,468,28,497,78,75,154,5967,2368,8335
60303,17,28,49,16,30,42,22,40,64,16,102,117,49,287,339,82,165,240,271,103,370,208,93,301,201,90,287,189,42,237,126,38,164,123,39,160,179,42,222,133,0,137,67,4,73,33,0,33,77,10,85,213,13,227,32,48,82,2059,1164,3226
60401,85,158,245,69,67,135,62,281,342,86,612,698,344,1700,2045,375,953,1331,1438,508,1952,1023,551,1577,1101,551,1648,1287,302,1590,841,279,1115,843,217,1061,1660,247,1912,1095,25,1119,776,30,804,438,6,444,806,71,883,1114,57,1174,177,324,503,13624,6950,20568
60402,120,153,271,53,73,124,71,220,291,94,474,568,295,1435,1728,355,758,1114,1384,428,1812,1078,568,1641,1052,531,1584,1239,333,1565,871,277,1146,850,199,1047,1597,233,1834,1077,30,1106,730,40,768,429,12,438,749,66,818,930,71,1006,195,254,450,13169,6156,19327
60403,39,68,111,27,32,56,25,100,127,41,211,254,142,531,670,132,261,390,434,153,588,306,217,529,360,209,566,383,137,522,295,114,410,291,94,379,577,113,692,409,11,418,246,20,266,113,4,119,263,36,303,416,25,439,58,102,163,4555,2428,6984
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,25,75,105,9,25,38,19,63,79,26,138,164,54,207,261,52,145,194,125,142,269,124,238,362,197,315,509,295,385,678,241,382,626,334,346,676,861,729,1587,666,132,797,633,191,830,450,82,524,1511,347,1860,667,231,899,44,70,115,6332,4234,10567
70102,91,138,236,25,42,67,47,125,173,80,296,373,159,468,623,210,300,511,400,282,677,395,409,803,573,413,985,691,404,1093,620,370,991,659,339,990,1721,602,2319,1414,93,1513,1225,140,1365,945,51,997,2468,233,2706,1383,222,1604,121,137,258,13216,5061,18273
70103,25,51,75,13,17,28,16,40,59,18,59,74,52,124,173,41,86,130,121,74,195,134,128,260,171,152,323,230,113,335,164,121,287,194,86,279,484,126,613,455,10,469,464,23,489,397,11,407,1046,39,1090,681,48,725,70,54,127,4778,1360,6143
70104,46,90,130,14,20,32,31,59,92,52,200,256,84,269,358,116,155,266,227,122,348,223,200,426,371,327,700,443,288,730,425,291,715,490,238,728,1373,352,1729,1123,69,1183,948,83,1028,695,20,717,1431,75,1509,1097,116,1212,62,75,139,9254,3055,12311
70201,42,77,122,23,33,56,61,109,176,54,137,193,209,220,436,136,195,327,292,191,486,325,273,601,368,381,748,440,367,805,375,333,707,336,246,583,903,441,1344,770,51,823,684,117,799,440,32,475,1160,169,1332,773,138,914,154,114,275,7569,3640,11208
70202,9,5,9,6,0,11,18,35,47,14,22,33,46,25,69,26,20,47,57,21,81,71,30,101,66,50,119,62,42,104,59,40,99,48,38,83,84,77,158,76,5,83,50,19,67,33,0,38,75,9,83,114,11,128,41,36,67,951,479,1428
70203,18,22,40,86,26,114,114,58,171,49,56,110,168,126,296,91,38,134,223,48,273,190,69,251,243,61,300,207,77,285,130,65,192,139,54,199,225,108,339,137,12,151,101,22,118,66,8,75,125,21,143,349,26,371,100,54,149,2764,950,3713
70204,4,3,3,33,6,37,42,14,52,25,11,39,67,16,81,43,12,55,95,9,98,97,21,114,123,37,159,114,41,161,92,56,155,128,51,176,196,101,295,171,4,173,174,19,190,115,6,119,247,17,267,258,9,266,47,11,59,2066,436,2506
70205,21,24,43,17,13,32,64,40,108,44,59,104,117,100,223,92,58,146,181,53,237,199,61,261,193,113,308,249,96,345,164,99,263,158,76,233,350,179,528,319,26,343,264,36,303,179,7,183,317,58,375,341,35,385,50,43,96,3315,1202,4513
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,124,264,389,59,96,154,69,230,295,90,461,554,235,1008,1241,317,701,1014,744,759,1502,781,867,1647,1123,1028,2150,1610,1031,2641,1359,1103,2463,1474,927,2403,3501,1632,5134,3097,217,3317,2832,366,3195,2379,124,2500,6533,459,6992,1309,297,1607,128,182,310,27775,11737,39514
80103,0,4,5,0,0,0,0,5,6,4,20,26,4,44,46,6,47,53,17,19,33,15,14,30,14,35,48,19,21,41,12,15,21,9,11,21,22,17,41,22,0,21,25,4,30,7,5,9,39,3,44,17,0,17,0,7,14,234,282,515
80104,116,144,262,48,37,81,52,121,173,47,203,255,142,436,585,211,304,517,453,295,746,530,425,952,717,529,1254,1007,579,1589,1002,691,1691,1040,590,1627,2981,1148,4132,2488,164,2649,2546,240,2784,2110,79,2186,6269,370,6643,1218,146,1367,100,95,192,23084,6597,29684
80105,73,208,284,33,72,113,38,222,260,33,367,399,92,673,771,111,432,543,223,378,606,255,479,732,396,673,1074,509,858,1361,467,946,1412,562,852,1414,1420,1936,3359,1260,293,1559,1268,552,1823,1072,182,1249,4642,918,5559,680,315,1002,50,112,161,13192,10477,23677
80106,34,66,105,12,27,40,10,65,73,21,139,159,37,292,333,33,183,219,96,164,255,100,234,332,167,287,454,242,418,654,236,503,741,278,467,744,760,1129,1894,672,91,764,723,300,1023,568,66,631,3573,654,4225,422,108,521,40,61,100,8017,5245,13258
80107,93,170,263,49,65,107,53,167,221,70,365,433,214,974,1187,263,526,790,637,522,1158,625,668,1290,1011,753,1766,1314,705,2025,1221,750,1969,1248,629,1874,3100,1049,4147,2735,93,2824,2748,201,2948,2099,46,2146,5802,270,6070,1320,98,1415,124,163,283,24717,8202,32919
80108,26,56,84,8,32,34,8,60,64,24,109,134,38,306,345,59,213,267,159,186,340,159,212,380,242,220,467,369,179,543,285,169,458,312,123,433,728,307,1033,587,22,611,612,51,665,529,13,543,2148,117,2264,376,26,401,33,48,78,6709,2448,9154
80109,55,88,150,27,41,73,14,67,86,22,178,206,64,405,468,78,305,385,176,303,481,211,381,590,309,478,787,493,439,932,417,449,873,428,400,834,1157,741,1903,913,44,960,902,181,1089,737,49,793,3649,309,3961,583,67,645,55,81,135,10301,5019,15322
80110,9,7,19,9,3,11,0,12,15,17,22,42,16,31,45,17,17,40,35,37,70,51,45,100,54,91,146,120,120,239,104,146,252,124,136,253,339,265,605,337,39,372,360,53,414,302,13,314,1001,74,1076,114,34,150,16,10,20,3029,1147,4178
80111,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,4,0,6,5,4,4,3,4,4,6,0,5,4,0,4,16,0,18,24,0,21,12,0,16,13,0,13,56,0,56,10,4,15,0,0,0,160,23,185
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,3,8,0,3,8,0,3,3,0,9,9,0,15,16,0,3,7,9,0,7,5,7,13,15,11,24,10,16,29,18,10,31,16,18,32,34,19,54,33,0,33,40,0,40,20,0,17,57,0,61,37,0,37,3,0,8,292,130,422
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,3,4,0,3,9,0,9,0,0,4,9,0,5,11,0,14,15,0,15,9,4,13,12,0,12,19,0,19,19,0,19,0,3,4,114,9,122
90103,0,0,0,0,0,0,0,0,0,0,0,7,3,5,6,0,0,0,0,0,0,0,3,8,9,0,5,0,0,0,0,0,0,3,4,9,3,0,7,0,0,0,6,0,4,7,0,7,4,0,4,9,0,9,19,3,21,68,19,89
90104,7,15,15,0,5,9,6,11,17,4,23,33,17,61,78,17,39,57,36,44,74,46,39,83,40,38,77,58,23,80,44,19,60,43,14,58,72,8,76,47,0,54,26,3,32,20,0,20,18,0,21,39,3,40,6,5,16,539,361,898
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
