SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
20606,411,352,767,491,512,1006,183,176,356,393,417,810,1068,1104,2175,204,236,440,155,147,304,605,662,1264,968,1041,2012,88,105,195,178,176,352,51,74,119,297,368,666,4,0,5,614,722,1337,1025,1407,2430,513,682,1195,132,209,338,595,865,1452,8,3,12,2265,3163,5429,2881,3885,6768,71,116,189,150,268,421,0,5,4,223,390,615,1721,1938,3662,7284,8716,15999
20607,646,631,1279,1510,1539,3045,242,220,460,208,233,439,1962,1995,3954,787,964,1756,252,185,443,373,421,790,1420,1571,2989,111,130,241,223,281,501,96,68,158,459,459,920,0,3,3,882,941,1828,1164,1709,2872,901,1186,2083,248,320,565,1021,1524,2546,6,4,18,3341,4751,8089,4225,5691,9921,97,171,272,287,345,633,9,0,11,395,520,915,2483,2273,4753,11123,12678,23801
20701,1624,1535,3155,4255,3873,8131,1121,985,2112,1222,1434,2654,6612,6302,12912,2373,2337,4708,1538,1170,2703,3285,3493,6779,7199,7000,14205,277,214,487,248,326,580,254,107,360,495,679,1175,7,9,10,1279,1339,2615,4354,4477,8830,1088,1151,2241,505,497,999,1044,1484,2530,14,8,23,7006,7617,14623,8291,8959,17247,221,196,423,359,542,909,11,3,13,591,743,1338,2425,2598,5024,26746,27142,53885
20702,1012,909,1926,2912,2710,5620,655,621,1279,314,355,671,3888,3686,7579,2095,1803,3893,640,621,1258,577,608,1186,3307,3037,6345,158,100,261,186,235,420,211,86,295,333,513,845,7,0,5,890,932,1828,1674,1720,3396,470,530,1002,210,185,398,397,530,925,3,8,17,2757,2977,5741,3654,3919,7573,147,147,297,294,459,755,7,3,7,446,617,1062,1500,1616,3112,13810,13788,27594
20703,1052,932,1988,2948,2750,5696,580,585,1163,305,449,753,3837,3787,7619,2068,1752,3822,707,773,1487,909,1136,2042,3692,3669,7359,289,189,484,378,442,817,302,128,437,474,668,1140,4,3,7,1447,1434,2883,2648,2873,5525,929,981,1910,280,296,572,554,794,1354,8,12,19,4418,4955,9371,5877,6397,12268,289,224,515,368,520,890,10,6,10,659,748,1409,2103,2122,4228,17219,17650,34873
20801,1074,1058,2131,2529,2433,4960,829,832,1659,987,861,1850,4342,4130,8472,1286,1129,2414,638,821,1455,2351,2165,4520,4285,4117,8401,137,99,233,59,144,204,225,76,298,209,379,590,0,7,11,627,709,1336,1830,1928,3759,271,333,600,223,207,432,395,714,1111,4,3,8,2721,3189,5912,3357,3902,7255,74,65,138,187,334,520,0,0,3,259,406,664,1703,1943,3649,15017,15551,30571
20802,1874,1706,3578,4052,3729,7784,942,990,1939,1453,1452,2899,6459,6186,12645,2504,2114,4619,997,1133,2131,2088,2044,4135,5602,5302,10906,308,225,535,290,417,703,295,143,439,551,773,1328,5,3,8,1449,1563,3011,2812,3186,5998,1011,1125,2135,338,369,706,826,1263,2090,9,11,13,5003,5945,10945,6456,7514,13966,276,231,504,442,597,1043,9,8,18,727,840,1564,2537,2839,5380,23659,24388,48051
20803,1488,1454,2943,3536,3446,6983,1159,1009,2167,359,371,723,5056,4825,9882,2230,2317,4550,1190,983,2171,739,805,1542,4166,4110,8274,239,222,458,137,250,385,410,183,593,450,653,1097,3,0,8,1249,1301,2548,1227,1532,2758,306,485,794,168,242,412,524,931,1450,3,8,12,2225,3201,5426,3478,4502,7978,126,121,247,253,411,663,0,3,3,380,535,918,2032,2156,4190,16597,17589,34181
20804,461,391,852,825,754,1587,313,286,597,405,412,820,1550,1451,3004,195,206,397,482,428,912,839,880,1722,1514,1512,3025,88,54,143,91,85,174,62,22,83,152,165,323,0,0,0,390,338,726,1025,1153,2177,279,335,612,118,116,229,253,370,620,0,3,0,1670,1973,3643,2063,2310,4371,61,55,118,95,141,237,0,0,5,158,200,358,688,685,1369,6429,6551,12988
20901,1554,1412,2969,3833,3656,7489,1146,1149,2297,290,333,620,5274,5142,10425,2480,2191,4673,1032,1007,2038,709,793,1510,4228,3999,8228,224,191,416,190,273,465,371,143,511,448,580,1028,6,6,7,1235,1190,2425,1549,1905,3457,553,718,1268,202,256,460,626,1063,1687,4,0,7,2936,3945,6877,4170,5134,9306,185,133,317,337,432,770,6,4,12,528,577,1102,2071,1973,4045,17832,18236,36067
20902,1006,882,1885,2110,1977,4085,705,689,1400,220,247,470,3048,2912,5963,1464,1279,2745,713,752,1470,249,242,490,2426,2273,4700,282,210,492,376,392,768,260,135,399,438,522,959,10,0,7,1361,1267,2629,1303,1673,2970,853,910,1758,138,201,342,520,914,1436,12,8,20,2827,3703,6531,4197,4975,9169,241,232,476,291,343,637,6,5,8,543,582,1122,2450,2333,4780,13662,13966,27631
20903,782,769,1554,2446,2226,4674,375,382,753,223,178,403,3044,2795,5843,1703,1573,3277,604,721,1325,478,482,963,2793,2778,5570,130,131,263,48,99,146,439,116,553,236,294,526,3,4,3,850,642,1492,759,1021,1774,128,245,372,117,132,247,234,503,735,5,5,5,1239,1903,3135,2092,2543,4638,37,46,87,119,226,342,5,3,7,165,269,432,1068,1036,2100,9945,10189,20129
20904,3616,3129,6747,8391,7719,16111,3107,3038,6141,896,887,1789,12415,11670,24086,5498,5265,10759,2282,2232,4509,781,827,1606,8561,8337,16897,691,547,1237,580,906,1487,900,388,1282,1025,1415,2434,18,13,29,3213,3266,6478,2456,3301,5759,1035,1406,2446,259,364,622,775,1344,2116,15,17,31,4539,6434,10974,7771,9724,17493,673,657,1326,780,1097,1873,16,10,24,1469,1761,3226,5794,5741,11538,39628,40360,79985
21001,701,631,1331,1110,1004,2113,1138,1129,2269,243,267,513,2495,2404,4902,1017,843,1859,806,831,1633,417,376,792,2241,2051,4295,113,71,182,82,103,184,211,56,264,163,238,398,3,4,6,567,471,1034,723,914,1631,161,226,390,97,113,211,201,343,546,5,5,8,1187,1596,2782,1754,2072,3830,75,57,135,120,163,282,4,8,9,201,230,424,988,1010,2001,8384,8402,16785
21002,441,388,831,1164,1106,2268,339,341,675,134,137,271,1631,1587,3213,557,554,1105,459,417,873,333,301,632,1343,1269,2619,47,40,85,19,35,53,150,52,198,93,154,252,3,0,3,310,279,592,229,306,533,38,86,126,41,39,78,108,244,354,0,0,0,414,679,1091,722,963,1687,14,32,52,61,79,137,0,0,0,79,113,189,790,790,1578,5007,5115,10120
21003,1012,936,1947,1792,1632,3424,856,757,1612,484,560,1047,3139,2954,6089,1136,1061,2201,611,656,1272,410,401,813,2164,2126,4291,379,209,590,328,338,668,289,118,409,363,452,818,11,5,19,1378,1119,2498,869,1102,1969,513,544,1055,113,132,248,394,637,1037,12,17,19,1905,2428,4332,3289,3555,6844,269,209,485,261,361,625,5,6,14,541,580,1117,2299,2231,4530,12440,12379,24820
21004,520,529,1046,1327,1250,2576,556,517,1073,114,86,197,1993,1856,3852,901,839,1744,409,406,813,149,178,327,1459,1428,2887,74,91,168,40,99,143,206,89,297,207,303,511,7,4,9,532,589,1120,312,451,767,101,159,252,46,75,115,115,299,410,0,0,0,574,978,1551,1109,1562,2671,62,59,119,120,152,267,4,0,3,181,208,386,956,936,1885,6222,6519,12740
21005,2664,2382,5048,6496,5984,12482,2117,2094,4208,1629,1679,3302,10273,9766,20043,4405,4106,8509,1430,1445,2877,1523,1695,3222,7372,7267,14644,792,601,1391,688,912,1600,621,275,896,830,1237,2073,14,7,25,2945,3036,5984,2185,2973,5155,756,1009,1769,263,314,574,476,847,1328,8,18,27,3691,5160,8852,6656,8211,14869,859,919,1779,728,1215,1947,18,21,34,1600,2152,3760,6193,5684,11875,34761,35471,70235
21101,1756,1566,3324,4954,4514,9469,935,900,1830,575,532,1104,6465,5953,12417,3289,3192,6474,1270,1065,2335,871,814,1686,5432,5079,10513,305,332,639,206,370,575,631,261,893,616,944,1563,7,4,10,1765,1914,3683,1878,2215,4089,484,666,1156,258,317,570,589,923,1520,5,10,9,3208,4127,7333,4985,6053,11035,233,249,481,421,582,1001,13,3,13,669,836,1501,2525,2625,5149,21833,22110,43942
21102,242,231,474,734,692,1431,168,162,328,204,215,417,1104,1074,2180,453,433,887,304,237,540,500,478,977,1254,1155,2408,49,35,87,30,34,59,118,38,150,64,91,159,0,0,0,259,199,461,461,537,1000,67,83,151,58,88,146,89,152,238,0,0,0,673,866,1536,932,1060,1998,16,19,39,52,90,142,0,4,0,73,117,185,349,404,751,3958,4034,7993
21103,1526,1336,2863,3624,3414,7043,727,704,1435,531,515,1047,4890,4640,9530,2275,2085,4361,762,736,1493,909,853,1767,3953,3672,7626,197,237,433,173,253,426,518,200,718,454,666,1119,7,8,13,1347,1368,2713,1027,1258,2284,337,493,830,175,211,386,487,851,1338,4,4,7,2032,2813,4846,3382,4188,7572,157,136,298,292,512,799,0,6,8,451,654,1106,1779,1964,3746,15985,16452,32435
21104,781,693,1481,2153,1997,4156,305,342,651,179,205,389,2640,2552,5195,1423,1273,2693,407,459,858,379,354,738,2206,2088,4287,139,95,234,110,173,286,180,83,261,229,373,601,0,0,3,664,721,1383,943,1002,1946,272,292,566,130,115,248,262,419,678,7,8,11,1611,1833,3440,2270,2563,4836,115,115,229,173,250,416,0,0,0,287,368,653,970,1169,2139,9154,9432,18591
21105,1909,1788,3696,5113,4631,9751,937,916,1854,720,726,1446,6781,6285,13070,3261,3074,6329,1017,1072,2088,1082,1041,2122,5365,5184,10549,246,329,581,154,266,417,860,381,1249,633,886,1518,13,8,18,1908,1866,3775,901,1354,2259,254,525,774,176,258,433,487,1097,1581,3,9,20,1829,3240,5066,3741,5111,8854,142,140,284,307,546,852,5,3,12,456,691,1146,2984,2758,5747,21236,21822,43056
21201,1726,1611,3335,4280,3851,8135,959,1000,1958,828,868,1697,6073,5725,11807,2383,2374,4759,777,792,1577,975,938,1913,4135,4121,8256,249,279,523,207,374,586,583,280,863,470,791,1260,8,0,11,1515,1728,3246,750,1069,1820,263,521,787,110,194,303,324,799,1119,4,4,9,1453,2590,4038,2967,4326,7291,203,182,388,294,475,771,4,5,9,504,665,1170,2961,3028,5991,18368,19484,37848
21202,1544,1396,2940,4297,3962,8261,961,952,1907,884,915,1793,6156,5840,11998,3202,2928,6130,981,979,1956,1055,1115,2166,5247,5029,10278,319,367,690,273,435,708,556,214,778,515,844,1357,13,9,20,1679,1870,3550,1566,1870,3435,409,617,1027,200,243,446,438,640,1076,4,7,11,2623,3373,5995,4308,5258,9570,286,266,552,410,584,989,3,8,16,700,858,1557,3351,3344,6692,21306,21723,43029
21203,3296,2970,6269,9326,8744,18068,1837,1777,3615,1346,1365,2707,12529,11916,24444,5679,5517,11197,1620,1659,3278,1256,1239,2497,8573,8423,16996,612,748,1362,585,858,1448,778,436,1217,1031,1627,2660,14,6,16,3027,3668,6698,2069,2722,4798,706,1116,1819,246,365,614,656,1276,1926,18,13,32,3690,5497,9189,6742,9183,15924,629,647,1278,801,1164,1964,18,18,32,1447,1832,3280,5310,5102,10413,37891,39426,77318
21204,1819,1686,3503,4806,4601,9402,1481,1393,2874,757,762,1523,7058,6767,13826,4136,3703,7834,1090,1286,2378,768,723,1493,6005,5718,11726,775,627,1400,723,871,1593,478,259,734,820,1075,1894,7,12,20,2804,2840,5645,2674,3054,5726,1093,1191,2283,275,310,585,548,740,1290,18,11,30,4599,5305,9912,7415,8171,15587,803,749,1548,738,1067,1810,22,28,48,1558,1846,3402,5603,4966,10566,29457,29145,58610
21205,1830,1578,3409,5224,4697,9919,1066,1004,2065,619,710,1328,6906,6413,13320,3500,3057,6558,1289,1354,2644,1241,1306,2550,6046,5729,11771,531,370,895,574,579,1151,442,169,611,765,971,1738,7,3,13,2321,2085,4408,5238,5160,10400,1894,1665,3564,389,392,782,839,1052,1888,21,14,33,8375,8291,16670,10708,10384,21090,570,454,1025,567,701,1268,11,11,21,1153,1162,2310,4010,3643,7654,30652,28909,59557
21301,1692,1517,3212,4505,4084,8592,2151,2195,4347,468,447,922,7136,6744,13881,4113,3686,7802,1305,1599,2905,520,535,1051,5948,5833,11775,660,513,1175,668,749,1416,510,220,728,650,806,1456,14,14,32,2505,2302,4805,2281,2919,5201,889,982,1874,278,300,581,444,663,1106,10,16,29,3905,4882,8785,6432,7200,13632,755,654,1408,663,941,1601,30,27,55,1438,1624,3063,6292,5716,12003,28933,28637,57571
21302,1088,982,2066,2523,2491,5008,850,856,1704,253,253,502,3625,3595,7220,1445,1247,2698,776,925,1701,378,399,779,2605,2577,5184,124,132,253,118,188,305,240,89,321,291,448,740,5,0,4,780,852,1636,847,1027,1873,266,403,668,122,134,257,376,731,1106,3,5,10,1611,2299,3905,2387,3154,5540,131,137,267,230,315,550,0,6,5,367,456,822,1921,1855,3778,11999,12622,24622
21303,910,832,1744,2190,1950,4141,624,563,1186,127,149,271,2942,2662,5611,1324,1224,2545,442,485,931,238,258,502,2013,1973,3985,202,183,382,385,384,764,147,88,231,458,540,1003,4,10,13,1196,1198,2394,1195,1309,2504,824,859,1683,164,155,320,613,928,1541,3,12,12,2795,3256,6050,3988,4459,8449,279,231,508,314,423,730,10,3,15,601,658,1258,2416,2095,4504,12871,12677,25546
21304,2681,2698,5379,7284,6639,13929,2100,2172,4278,1429,1513,2938,10836,10337,21176,4534,4442,8976,1592,1762,3351,1318,1369,2687,7467,7574,15039,427,369,801,351,515,867,657,269,934,668,1158,1824,8,5,7,2117,2318,4433,1729,2412,4136,469,891,1362,238,307,542,493,979,1477,3,9,15,2934,4594,7527,5066,6913,11981,497,536,1027,539,909,1451,8,15,20,1040,1457,2498,6904,5312,12210,33988,34298,68285
21305,4566,4111,8681,11516,10697,22210,3055,3035,6087,2246,2327,4575,16859,16085,32946,6178,5450,11635,2209,2406,4615,1597,1595,3194,10009,9472,19482,1046,639,1684,1029,1256,2284,850,417,1265,1237,2114,3352,12,12,27,4172,4433,8608,2955,3523,6477,1402,1918,3318,351,448,799,959,1580,2538,22,24,44,5689,7486,13180,9885,11952,21829,1302,1105,2405,1152,1650,2804,27,17,42,2486,2768,5251,9611,8109,17721,53412,52503,105918
21401,1764,1611,3373,4662,4437,9100,744,700,1448,373,343,711,5786,5481,11269,3394,3131,6531,554,528,1086,525,555,1084,4480,4227,8705,224,348,579,199,412,611,625,274,901,601,848,1449,7,0,14,1656,1886,3542,817,1278,2090,242,518,759,105,214,327,431,930,1362,6,12,19,1607,2952,4557,3268,4844,8110,191,201,395,292,501,787,0,7,7,484,715,1196,3681,3640,7318,19460,20521,39979
21402,1732,1530,3264,4985,4569,9549,849,801,1652,675,734,1413,6513,6111,12618,2892,2680,5572,1205,1228,2435,1308,1416,2720,5401,5334,10737,312,290,604,146,316,464,697,248,945,448,822,1273,11,10,17,1607,1687,3292,899,1325,2226,180,448,629,150,214,363,419,913,1334,10,7,14,1660,2913,4572,3274,4603,7874,182,122,303,260,470,725,5,13,20,443,599,1045,4642,4996,9640,22012,23172,45182
21501,578,559,1139,1591,1390,2988,435,415,846,205,234,441,2239,2046,4283,1301,1183,2489,285,339,627,153,163,313,1741,1685,3429,49,63,108,32,73,104,179,102,288,138,275,411,0,0,3,401,509,911,99,181,282,48,140,186,23,63,89,99,305,404,3,0,8,277,687,970,676,1198,1878,77,59,136,111,189,306,3,8,13,194,256,448,2932,2086,5016,8365,7833,16196
21502,617,569,1182,1729,1638,3366,375,432,806,203,190,390,2307,2258,4564,1335,1283,2617,275,320,593,121,123,247,1741,1729,3466,100,128,224,69,134,205,203,127,332,195,382,580,4,5,6,575,773,1341,102,230,335,59,139,194,30,50,79,98,256,352,0,3,3,291,681,969,862,1450,2308,80,78,157,117,199,311,8,6,20,206,285,485,2432,2301,4730,8160,8584,16740
21503,343,336,679,922,814,1736,493,503,989,61,56,115,1477,1375,2848,823,801,1627,185,228,416,64,71,128,1069,1102,2175,36,59,93,25,59,86,129,66,193,84,210,295,3,6,8,275,397,669,72,132,209,27,54,77,12,28,42,40,151,196,0,0,0,150,369,519,426,764,1190,36,28,64,55,100,151,5,0,5,90,121,219,1732,1596,3321,5143,5290,10436
21601,361,333,697,954,887,1834,478,536,1015,91,79,173,1521,1504,3025,664,612,1278,434,456,887,116,147,268,1216,1217,2432,51,45,97,31,73,103,183,117,298,115,231,341,3,8,6,379,465,847,63,153,214,15,84,95,11,29,40,55,168,222,0,0,0,144,430,578,526,896,1424,27,28,55,50,110,159,0,6,6,81,140,223,1453,1398,2849,5162,5490,10655
21602,294,250,543,624,536,1159,470,461,936,79,76,156,1171,1078,2252,429,449,873,318,362,684,96,124,215,849,935,1779,28,33,65,23,64,81,132,85,217,99,175,269,7,3,11,284,361,647,53,91,143,24,48,70,7,23,32,34,143,173,0,0,3,123,308,429,407,666,1075,23,18,39,37,79,116,4,0,3,62,96,159,1196,1184,2379,3977,4206,8187
21603,772,650,1432,2066,1855,3918,710,774,1484,148,146,295,2926,2777,5706,1102,1071,2166,964,853,1816,341,293,634,2407,2221,4630,85,152,233,74,181,256,297,193,492,237,420,655,10,9,18,697,959,1653,189,362,551,92,186,273,30,96,127,176,350,519,0,3,8,489,991,1472,1183,1954,3139,96,97,198,151,230,372,13,5,11,259,325,582,2835,2504,5338,10383,10440,20821
21701,330,325,653,862,806,1669,274,279,557,188,179,362,1327,1262,2592,596,547,1142,285,297,582,263,247,507,1139,1090,2229,39,58,98,21,53,69,153,83,235,93,206,295,0,3,4,306,399,702,47,77,132,25,66,92,12,36,44,78,174,250,0,0,0,161,356,518,468,755,1221,43,29,66,44,81,127,0,6,7,85,118,197,1243,1223,2467,4581,4778,9357
21703,384,358,744,910,859,1776,538,513,1049,9,9,21,1466,1387,2851,660,572,1230,533,530,1067,36,24,60,1230,1126,2355,35,45,85,31,59,93,161,78,241,99,166,265,7,3,7,335,357,691,57,144,203,34,96,129,14,34,46,67,154,221,0,3,4,171,430,601,505,792,1297,37,39,73,43,78,117,0,4,4,81,114,197,1411,1299,2716,5078,5078,10159
21704,547,531,1079,1233,1095,2333,891,855,1747,84,74,160,2211,2030,4235,1048,1047,2090,543,680,1222,117,95,221,1713,1823,3535,68,109,177,67,148,217,244,170,414,259,331,593,8,0,9,650,759,1411,118,279,402,83,139,213,30,41,69,137,330,463,0,3,5,367,794,1153,1015,1554,2568,32,37,72,69,129,198,0,6,9,106,172,278,1631,1583,3208,7217,7689,14904
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,25,3,29
29999,45,31,78,137,129,266,10,10,20,9,11,18,155,154,303,63,78,137,6,4,17,3,14,14,73,97,172,12,26,36,6,29,37,13,4,20,24,27,52,4,0,3,54,92,146,39,50,90,23,41,69,5,20,21,22,42,64,0,0,0,91,152,244,148,246,391,13,11,25,17,25,39,0,0,0,27,40,71,2220,1366,3584,2670,1932,4600
30101,739,609,1350,2000,1841,3848,762,655,1421,458,447,901,3226,2951,6176,1549,1385,2937,524,503,1031,730,803,1536,2808,2699,5503,128,135,259,74,131,203,239,143,380,268,425,692,8,5,6,709,834,1537,583,754,1337,123,257,386,107,134,241,228,519,744,5,3,10,1049,1665,2717,1758,2503,4261,90,88,177,164,279,440,5,3,8,254,370,624,1286,1409,2694,10076,10527,20603
30102,785,728,1512,2574,2436,5011,492,506,989,685,663,1348,3757,3610,7364,1850,1675,3520,645,620,1266,1003,1004,1998,3497,3303,6797,141,135,276,68,147,205,301,192,497,283,536,823,0,5,3,795,1020,1813,583,866,1447,143,286,432,97,169,271,265,564,832,4,0,0,1087,1892,2985,1881,2913,4796,100,116,217,183,297,477,0,5,8,279,417,699,1881,1805,3689,12081,12773,24857
30103,817,711,1523,2169,2140,4308,860,730,1591,374,382,756,3403,3257,6660,1169,1167,2329,971,719,1695,553,763,1320,2694,2651,5345,100,108,201,62,108,172,186,115,299,278,448,721,0,0,3,624,777,1400,636,756,1392,175,284,461,124,157,288,311,643,958,0,4,4,1246,1843,3093,1883,2623,4501,90,78,169,166,257,425,4,6,9,259,342,596,1343,1290,2633,10390,10867,21261
30201,477,476,944,1230,1217,2447,511,526,1037,222,235,456,1971,1971,3943,794,712,1506,528,536,1064,342,376,721,1668,1628,3296,84,74,158,71,105,176,105,73,180,179,261,436,0,0,3,439,511,952,533,687,1226,186,240,428,90,128,222,293,454,748,0,3,4,1106,1511,2620,1548,2029,3577,64,50,122,90,154,243,0,0,0,158,206,362,652,591,1243,6470,6899,13365
30202,691,670,1362,1737,1653,3389,1013,1001,2019,114,141,251,2868,2792,5659,1276,1163,2442,899,826,1733,229,294,521,2410,2285,4692,126,136,268,134,219,353,169,131,297,288,455,743,5,0,5,720,945,1662,752,1163,1923,340,501,839,167,217,380,492,762,1254,0,8,5,1757,2653,4403,2482,3598,6079,112,100,218,174,264,433,5,6,5,289,364,658,1565,1566,3132,10310,11276,21582
30203,399,337,736,948,923,1865,508,432,940,33,77,108,1490,1425,2920,631,541,1165,540,431,966,86,127,213,1258,1091,2351,110,93,198,119,148,263,86,61,147,185,295,485,3,5,7,499,603,1104,385,563,945,231,316,544,97,134,234,329,506,833,0,0,0,1040,1515,2558,1545,2120,3668,66,88,148,108,183,288,0,0,0,177,271,446,1039,806,1843,5910,6057,11960
30204,620,567,1180,1746,1676,3423,762,703,1472,89,79,162,2603,2470,5064,1254,1087,2347,721,646,1367,150,171,325,2133,1908,4042,118,124,243,142,167,307,130,98,226,221,467,690,0,3,3,616,863,1478,476,644,1122,201,344,545,82,113,195,298,493,799,0,0,3,1059,1603,2662,1676,2471,4147,104,118,227,144,229,370,4,6,9,257,348,605,1204,1202,2409,8489,8958,17443
30301,555,572,1124,1311,1279,2592,723,669,1389,299,297,597,2337,2240,4576,753,597,1351,722,718,1438,460,437,904,1944,1759,3694,88,81,172,85,120,209,93,66,161,183,297,482,0,4,7,455,573,1023,802,920,1724,240,293,532,123,148,268,344,549,887,0,0,0,1514,1911,3421,1970,2486,4456,75,70,144,148,183,336,3,0,3,225,250,483,774,804,1574,7797,8108,15908
30302,659,580,1241,1598,1580,3178,719,647,1371,157,141,304,2477,2368,4852,957,909,1868,781,669,1445,366,335,705,2105,1927,4027,196,184,378,275,339,616,152,119,273,404,491,894,4,0,7,1033,1139,2174,1901,2336,4243,974,1057,2034,298,344,641,764,1076,1843,0,14,10,3939,4826,8768,4985,5968,10956,155,172,324,214,323,531,0,0,0,366,490,858,1685,1566,3251,12277,12897,25174
30303,762,696,1450,2456,2452,4908,548,594,1145,409,417,822,3421,3464,6889,2030,2033,4066,518,452,972,481,445,924,3031,2941,5973,209,159,367,247,378,622,159,102,260,279,534,812,0,6,4,891,1169,2064,1433,1678,3115,562,653,1211,176,214,384,390,592,988,0,0,3,2564,3144,5706,3457,4321,7776,193,204,402,232,351,580,0,3,5,431,558,992,1560,1414,2974,12662,13391,26055
30304,423,371,792,1165,1116,2276,409,387,794,145,129,277,1722,1637,3357,602,591,1198,452,368,821,219,236,448,1274,1194,2465,76,72,149,124,138,256,82,59,139,161,223,382,0,0,3,439,492,930,771,857,1633,419,354,769,109,89,198,299,413,708,0,3,8,1597,1714,3317,2040,2212,4250,120,83,198,120,126,246,0,4,10,240,212,454,775,652,1425,6467,6275,12743
30305,785,732,1514,2635,2429,5067,479,435,922,384,392,778,3512,3267,6783,1650,1616,3266,440,438,876,351,372,728,2451,2430,4883,133,124,264,193,339,530,117,104,221,218,459,676,3,5,3,669,1029,1696,734,905,1644,315,414,724,92,136,226,267,402,663,0,3,7,1404,1858,3262,2081,2891,4972,162,176,336,205,285,496,3,4,8,370,463,842,1405,1363,2770,10605,11153,21764
30306,481,375,863,1641,1575,3217,205,225,431,286,273,564,2139,2081,4225,987,1047,2034,263,264,533,339,297,636,1596,1609,3206,214,143,360,293,358,652,110,74,179,222,394,615,3,6,7,839,978,1814,823,884,1712,411,413,825,87,87,172,208,312,519,5,7,15,1540,1699,3242,2380,2682,5062,200,210,407,170,221,390,4,4,3,375,428,803,1125,1060,2185,8096,8239,16332
30401,362,294,652,1130,1052,2177,210,196,406,211,220,431,1548,1468,3019,867,743,1609,274,266,542,253,258,513,1393,1268,2656,38,28,66,29,50,83,54,38,100,94,189,283,0,4,4,222,308,531,444,524,969,126,172,298,70,83,147,196,302,498,0,0,0,834,1092,1926,1062,1396,2462,34,34,70,75,98,168,0,3,3,110,137,242,387,319,709,4860,4886,9747
30402,525,419,944,2020,2015,4035,308,253,558,285,211,493,2612,2478,5091,1190,1123,2307,548,458,1011,707,573,1279,2442,2155,4602,57,35,89,35,60,92,94,63,152,108,243,348,0,0,4,291,400,694,909,891,1793,183,268,460,117,96,210,289,525,812,0,0,6,1497,1786,3284,1792,2187,3971,46,43,88,81,152,232,0,0,0,128,199,321,539,538,1077,8039,7969,16009
