SA3_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
21402,368,534,378,291,408,215,102,2299,591,757,525,348,462,164,67,2907,601,692,456,269,340,151,76,2586,5017,5122,3183,2115,2593,966,483,19483,19,23,17,16,3,0,0,83,6603,7125,4558,3036,3806,1493,722,27351,28,77,50,49,74,41,24,344,87,157,157,109,168,59,30,771,48,127,96,91,112,47,11,532,645,1134,780,617,802,279,125,4385,36,53,32,15,14,4,0,158,848,1555,1121,877,1177,424,191,6187,7452,8680,5683,3917,4981,1918,911,33539
21501,199,189,97,63,75,23,5,661,66,70,40,31,25,4,0,237,123,94,65,29,31,8,0,350,2037,2021,1251,831,992,199,43,7373,11,6,4,0,10,0,0,33,2439,2383,1465,949,1132,235,53,8650,10,16,11,10,6,4,0,62,21,32,19,23,28,5,0,124,3,9,8,17,13,0,0,55,458,583,386,300,298,59,16,2096,15,17,15,14,7,0,0,63,505,661,437,355,350,71,22,2398,2942,3048,1898,1305,1476,307,75,11047
21502,355,344,172,111,154,39,18,1190,101,101,52,31,41,17,0,349,131,94,50,35,36,5,4,352,1821,1907,1195,762,901,225,67,6875,18,13,11,8,0,0,0,52,2421,2461,1476,946,1139,285,87,8813,43,39,38,18,30,19,6,193,33,44,23,21,21,9,0,147,15,28,18,12,21,8,0,98,473,689,439,325,364,86,16,2395,26,29,11,13,8,0,0,88,590,824,533,394,439,107,27,2913,3009,3286,2011,1343,1574,392,108,11730
21503,177,174,97,71,70,18,4,610,43,32,20,11,14,0,0,117,83,90,44,24,25,0,0,280,1291,1229,814,530,656,147,44,4704,6,7,4,0,0,0,0,23,1602,1537,969,635,763,171,55,5732,21,19,21,10,11,4,0,87,19,33,9,10,8,3,0,81,3,12,8,4,0,0,0,39,235,363,241,196,178,37,6,1253,14,9,16,0,5,0,0,40,293,433,293,228,206,45,6,1501,1899,1966,1267,859,973,215,58,7240
21601,88,108,55,31,50,11,0,333,57,51,26,23,22,9,3,191,52,76,30,20,23,7,0,220,1250,1372,903,593,744,187,58,5111,12,10,4,5,0,0,0,32,1461,1620,1022,672,840,214,65,5884,0,8,10,3,9,0,0,30,26,26,24,10,12,0,0,97,10,16,10,16,12,0,0,56,292,415,279,206,242,39,7,1485,17,11,8,6,5,0,0,49,339,473,336,234,278,46,12,1720,1794,2091,1358,909,1120,264,76,7604
21602,87,76,48,32,45,14,0,301,41,44,27,11,16,5,5,145,65,49,23,18,23,6,0,175,930,1031,656,449,547,128,32,3772,5,7,3,4,4,0,0,16,1125,1210,757,511,634,142,29,4409,3,3,11,4,4,3,0,27,16,21,8,4,6,0,0,65,9,11,15,9,7,0,0,52,205,310,219,149,171,20,10,1083,9,10,3,0,0,0,0,17,238,360,255,172,189,25,9,1246,1363,1567,1006,681,822,170,42,5661
21603,938,939,529,312,382,136,61,3297,128,115,55,49,51,17,10,423,176,124,63,53,45,12,9,493,1880,1948,1224,855,1026,287,75,7299,19,22,5,3,0,0,0,53,3145,3145,1874,1278,1510,461,155,11563,58,89,50,32,57,23,15,338,49,63,34,19,29,7,4,212,17,34,16,16,20,0,0,113,484,776,503,372,397,100,21,2648,32,37,19,11,15,3,0,116,649,1003,627,453,519,130,46,3431,3796,4149,2506,1731,2028,591,195,14999
21701,75,96,43,26,23,5,4,279,54,35,32,20,29,4,0,175,85,79,41,24,32,16,0,272,1195,1221,745,562,656,111,24,4511,5,3,4,3,0,0,0,26,1407,1431,869,637,742,135,26,5250,3,13,12,3,6,0,0,38,13,40,20,15,16,6,0,104,8,11,5,12,4,3,0,46,218,318,220,177,213,39,7,1196,7,20,13,9,0,0,0,52,252,404,265,217,245,41,11,1434,1659,1831,1134,854,990,182,40,6686
21703,83,95,48,30,48,16,0,319,76,69,44,18,26,3,3,242,89,103,41,24,34,3,0,286,1248,1333,882,630,761,181,55,5084,3,5,3,7,0,4,0,21,1492,1606,1013,710,862,214,62,5956,6,20,14,4,8,5,0,58,14,32,21,14,30,0,0,112,16,19,11,10,6,0,0,53,196,320,205,164,176,45,10,1120,8,10,10,7,4,0,0,39,234,398,256,200,223,55,13,1382,1728,2009,1274,914,1088,260,71,7339
21704,131,138,85,59,72,25,9,514,120,144,82,53,52,19,4,473,112,143,86,55,62,8,7,470,1857,1921,1217,869,1053,276,84,7276,4,6,17,5,0,0,0,38,2223,2353,1477,1045,1246,328,99,8770,9,24,11,17,28,5,0,97,25,53,36,17,27,7,3,164,12,21,28,24,23,4,0,102,291,480,368,253,268,63,16,1746,10,16,3,3,0,0,0,35,352,597,448,309,344,82,18,2142,2567,2953,1923,1351,1589,406,118,10911
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,577,663,455,309,388,181,81,2661,375,406,278,164,240,98,26,1591,433,352,246,145,191,87,29,1486,1928,2146,1388,906,1108,431,173,8080,8,21,10,4,0,0,0,44,3322,3585,2367,1529,1935,804,319,13857,36,62,50,48,74,27,8,310,77,93,75,69,94,17,5,432,46,65,56,38,51,20,9,283,349,561,399,267,372,117,55,2119,21,21,3,8,3,0,0,58,532,801,580,431,588,180,90,3205,3850,4388,2957,1960,2519,981,405,17060
30102,492,753,500,382,594,264,121,3113,434,456,331,206,287,91,35,1841,466,440,266,167,240,81,35,1692,2391,2515,1698,1162,1393,472,154,9786,19,16,5,10,4,0,0,65,3811,4179,2812,1925,2511,903,347,16487,35,86,89,66,100,34,24,428,74,113,86,58,76,24,10,443,51,71,79,45,83,26,7,365,372,671,457,354,429,100,43,2417,31,30,10,3,9,0,0,79,562,967,724,529,688,178,84,3735,4375,5147,3534,2457,3203,1080,430,20220
30103,880,1049,562,293,430,211,111,3530,510,531,302,198,226,78,34,1886,450,453,224,158,180,68,27,1558,2082,1983,1258,827,1053,433,158,7797,15,11,4,0,3,0,0,30,3929,4023,2358,1475,1888,792,327,14795,49,122,72,61,72,28,11,407,92,132,74,67,67,25,12,460,31,101,73,53,59,22,13,351,255,456,358,268,339,114,42,1831,12,26,14,10,3,0,0,64,434,829,579,460,536,192,73,3111,4363,4850,2940,1935,2426,988,405,17909
30201,799,843,448,307,364,225,107,3094,252,232,154,90,122,59,25,928,282,279,114,66,104,33,23,890,1216,1162,689,486,667,323,130,4672,8,9,0,0,0,0,0,15,2547,2528,1411,946,1255,638,272,9611,29,73,43,34,76,29,18,301,32,74,52,33,39,19,3,249,19,38,27,20,22,18,8,150,131,214,171,121,157,68,36,908,8,4,8,0,0,0,0,24,234,408,301,207,292,133,67,1630,2776,2934,1714,1154,1548,772,338,11235
30202,794,757,441,252,357,173,89,2871,454,380,179,137,181,79,28,1439,452,389,200,112,145,63,25,1388,2052,1939,1162,760,1016,496,153,7577,8,8,3,5,0,0,0,22,3768,3474,1988,1274,1700,806,292,13296,46,94,58,52,87,37,24,400,56,107,69,48,48,23,16,361,28,73,49,31,46,25,8,268,240,371,304,219,310,111,49,1603,22,16,11,7,4,0,0,63,386,669,494,358,494,194,97,2700,4149,4142,2484,1629,2192,999,394,15995
30203,588,492,247,123,182,98,46,1771,241,200,105,51,82,30,15,725,282,203,118,43,63,30,3,753,1076,904,534,315,402,155,55,3439,6,5,5,0,0,0,0,17,2193,1806,1006,539,729,310,121,6707,39,60,63,31,48,25,22,281,35,74,26,21,41,3,7,207,24,36,30,17,42,5,0,152,111,202,134,89,143,49,20,746,16,6,10,0,0,0,0,33,227,375,253,160,277,82,51,1428,2414,2182,1258,701,1013,401,169,8134
30204,1034,1031,510,309,381,189,89,3537,300,316,170,106,129,48,11,1087,335,314,158,89,117,50,14,1081,1467,1428,792,536,712,248,128,5305,7,8,3,7,4,0,0,27,3143,3097,1642,1043,1339,538,239,11034,84,120,93,53,97,48,16,509,65,97,71,53,61,14,9,365,25,81,50,35,51,12,9,271,253,437,259,220,241,95,31,1540,18,32,9,4,8,0,0,67,442,763,486,367,453,171,65,2751,3589,3863,2126,1415,1796,707,302,13786
30301,728,760,412,235,336,205,126,2790,358,327,209,94,150,75,38,1255,338,326,183,98,122,60,27,1158,1492,1471,880,606,831,440,189,5909,13,10,3,3,0,0,0,37,2920,2892,1685,1035,1441,789,384,11144,27,99,61,52,70,40,23,372,49,69,43,34,40,20,9,256,24,64,43,13,28,14,5,188,143,211,169,117,154,88,52,925,15,11,11,0,0,0,0,42,257,449,323,222,295,153,87,1789,3181,3342,2004,1256,1732,942,466,12928
30302,871,757,330,196,258,176,82,2675,421,366,225,152,178,88,43,1474,442,397,229,129,152,87,21,1456,1738,1556,979,633,926,501,242,6573,11,3,4,0,0,0,0,27,3491,3074,1772,1103,1522,849,398,12203,70,86,69,53,88,50,28,440,65,74,58,40,58,31,17,329,30,50,37,31,29,18,6,205,130,258,193,131,192,88,45,1040,15,3,3,0,3,4,0,41,316,474,358,254,382,188,88,2056,3801,3549,2126,1360,1899,1038,485,14255
30303,2001,2418,1280,799,1068,543,280,8392,337,326,180,143,165,68,26,1251,435,439,219,163,176,84,22,1539,1092,1211,798,563,766,370,140,4952,12,16,15,4,4,0,0,53,3879,4413,2486,1677,2185,1065,473,16184,116,247,180,142,208,142,53,1100,64,98,79,45,69,24,10,397,33,79,68,50,47,24,5,300,150,266,177,152,253,84,33,1117,24,10,8,13,6,5,0,59,380,711,507,415,588,271,107,2977,4256,5120,2999,2090,2770,1341,583,19160
30304,576,599,251,160,205,126,86,2005,238,256,150,84,111,42,17,900,303,266,122,64,85,60,9,906,980,1068,588,402,457,237,67,3801,3,4,3,0,3,0,0,12,2107,2195,1106,711,863,469,183,7626,59,75,48,50,53,27,24,333,31,67,46,13,28,8,6,199,10,25,28,12,28,3,10,108,91,155,135,93,116,40,22,645,11,8,3,0,0,0,0,27,194,331,260,168,231,79,58,1312,2299,2517,1361,879,1096,546,239,8942
30305,2852,3012,1413,783,999,555,316,9926,313,291,156,92,126,46,18,1041,355,331,151,83,95,40,17,1071,664,742,532,352,436,139,58,2924,25,36,12,5,5,0,0,83,4199,4414,2263,1322,1658,782,411,15048,182,297,243,160,243,128,75,1324,54,79,61,29,46,14,4,293,54,61,54,30,34,19,5,258,210,328,223,164,181,42,19,1162,27,25,10,11,8,0,0,75,519,783,595,394,509,204,103,3107,4718,5197,2855,1716,2169,985,515,18156
30306,1833,2066,936,536,679,461,274,6786,134,169,72,41,69,42,6,535,213,185,87,57,80,52,17,686,295,331,261,198,271,100,37,1495,10,10,0,3,4,0,0,34,2487,2756,1357,838,1105,649,340,9533,135,281,178,139,165,145,92,1128,30,45,28,34,23,18,3,180,37,32,27,26,26,12,8,168,103,152,90,74,95,29,15,562,12,21,7,5,4,3,0,52,319,527,337,273,313,211,114,2092,2805,3282,1696,1112,1416,858,457,11627
30401,406,612,377,242,369,253,156,2420,186,213,130,86,113,57,13,801,205,259,131,75,93,39,17,823,774,845,528,349,440,182,75,3193,7,6,3,3,5,0,0,18,1584,1934,1177,750,1014,534,261,7253,24,57,53,35,63,34,21,289,12,18,29,22,33,11,6,124,8,32,20,17,25,15,3,126,68,129,128,74,103,46,16,563,3,4,0,4,0,0,0,12,113,240,226,156,221,112,44,1114,1694,2170,1403,909,1238,643,308,8368
30402,626,1082,710,447,554,357,149,3926,300,429,285,193,224,113,26,1564,287,424,255,161,187,102,46,1453,934,1280,883,600,856,475,191,5229,11,9,12,11,8,0,0,44,2155,3219,2147,1407,1833,1039,414,12221,22,72,70,58,79,49,38,391,17,63,48,30,37,27,8,236,20,39,46,24,37,23,11,196,50,112,147,110,162,79,43,709,0,3,4,0,0,0,0,7,116,291,310,225,318,176,105,1535,2269,3510,2450,1638,2153,1219,518,13754
30403,838,1266,634,339,387,170,78,3719,176,241,172,126,164,89,32,1004,256,294,180,120,132,72,34,1092,768,933,630,466,645,383,148,3966,10,8,0,0,0,0,0,20,2049,2735,1617,1051,1337,712,290,9799,47,129,102,93,129,79,31,609,22,58,42,32,33,16,8,214,16,40,35,23,40,24,6,194,57,89,104,88,132,58,40,583,3,6,0,8,0,0,0,23,140,328,292,244,335,187,92,1619,2191,3067,1906,1299,1674,899,385,11416
30404,483,590,349,230,314,144,45,2169,397,441,252,161,173,64,21,1517,336,383,232,127,169,73,27,1348,1688,1756,1127,755,946,413,137,6822,8,12,5,0,4,0,0,30,2917,3190,1956,1280,1613,692,246,11885,25,77,65,43,67,29,15,316,49,79,68,43,49,26,11,320,15,47,45,32,37,18,13,215,140,291,245,201,293,97,49,1319,6,9,5,4,0,0,0,26,235,505,426,310,449,178,94,2196,3145,3694,2380,1591,2067,872,334,14081
30501,900,802,473,282,363,173,84,3084,194,142,89,70,97,48,18,653,290,217,135,67,122,62,17,910,595,457,356,256,366,203,72,2294,5,7,0,0,0,0,0,14,1983,1626,1053,672,946,479,200,6962,66,137,135,89,149,80,41,692,43,60,53,31,45,21,11,266,28,52,46,34,42,19,17,239,79,126,124,91,151,66,32,670,16,17,9,3,3,0,0,46,227,391,353,252,390,188,102,1911,2215,2014,1407,925,1337,673,304,8866
30502,473,441,251,138,157,85,44,1591,307,289,168,106,122,64,22,1083,311,268,160,81,118,62,14,1017,1097,1153,737,430,646,366,147,4572,9,5,5,0,0,0,0,12,2195,2158,1314,766,1045,575,227,8276,29,63,31,23,27,19,9,196,36,51,31,27,43,18,13,222,16,34,42,25,19,15,8,150,98,211,162,117,164,84,30,857,5,4,0,0,0,0,0,21,185,361,264,188,247,139,63,1444,2374,2524,1580,948,1287,715,292,9724
30503,940,907,429,267,306,143,74,3064,458,394,247,150,203,123,48,1618,474,423,234,158,198,102,33,1618,1950,1986,1311,872,1261,693,268,8338,12,22,5,3,0,0,0,51,3841,3736,2219,1443,1963,1062,422,14685,67,100,100,85,114,64,26,549,49,92,65,56,76,34,15,382,51,74,53,40,52,28,10,302,125,278,198,172,259,155,81,1270,15,21,8,6,4,5,0,47,300,562,423,354,499,290,129,2550,4140,4299,2642,1796,2457,1349,545,17235
30504,462,476,269,179,217,118,52,1764,361,419,245,169,222,136,45,1598,323,362,240,138,181,92,43,1378,1441,1700,1062,710,994,614,214,6737,3,8,7,3,3,0,0,22,2592,2959,1829,1207,1611,953,350,11504,24,63,37,42,37,45,21,269,31,50,46,26,53,31,14,261,21,50,30,25,27,14,3,173,66,177,145,109,177,104,65,838,9,10,3,0,0,0,0,19,141,343,267,193,295,198,105,1554,2739,3302,2098,1400,1905,1157,460,13056
30601,456,625,368,246,312,71,23,2100,240,294,193,122,151,26,9,1043,372,423,236,158,195,35,5,1431,1391,1577,996,723,795,144,44,5663,3,8,11,0,0,0,0,27,2466,2923,1804,1251,1460,278,86,10264,24,79,61,41,70,30,13,321,49,91,74,46,65,5,3,333,32,81,62,66,55,3,7,308,249,490,339,253,285,56,14,1679,8,18,9,0,5,0,0,33,359,759,541,407,480,94,35,2686,2827,3678,2345,1658,1945,376,124,12948
30602,879,972,509,357,448,113,50,3331,319,306,197,151,179,27,12,1188,497,485,306,201,227,31,13,1754,2337,2436,1527,1011,1158,185,70,8721,18,26,20,8,17,0,0,90,4043,4227,2552,1734,2025,363,142,15085,91,174,145,101,155,36,17,717,91,142,109,72,90,17,8,526,86,184,164,97,120,22,12,681,943,1209,794,607,608,87,33,4282,71,69,36,29,7,0,0,213,1275,1775,1246,902,975,171,67,6418,5321,5998,3802,2634,3001,535,209,21503
30603,196,168,93,39,57,12,0,569,55,61,40,29,23,5,0,215,116,113,70,37,51,6,0,392,934,1029,660,437,507,47,12,3631,30,12,12,3,0,0,0,53,1329,1392,871,540,646,69,14,4858,7,19,20,9,8,5,0,69,28,26,22,14,19,0,0,103,13,20,15,12,14,0,0,75,342,486,338,219,233,18,4,1638,13,14,18,13,6,0,0,62,409,560,401,263,280,25,7,1949,1732,1950,1277,806,922,94,25,6806
30604,55,36,19,21,23,0,0,154,39,38,21,17,17,0,0,131,60,49,51,34,20,0,0,218,224,297,170,106,120,7,5,940,3,4,0,0,0,0,0,13,384,426,262,176,185,18,4,1453,0,0,5,5,0,0,0,20,9,8,8,7,9,0,0,42,5,10,12,0,0,3,0,29,60,101,71,36,55,11,0,328,6,8,6,0,0,0,0,21,84,134,95,47,68,15,0,440,460,556,357,226,253,33,4,1896
30605,103,99,65,48,61,9,0,379,69,98,78,43,57,11,0,354,175,162,72,49,63,5,0,531,1015,1244,877,611,667,84,20,4526,10,13,6,5,8,0,0,41,1366,1620,1099,759,853,109,24,5835,9,11,16,14,15,0,0,67,19,47,36,30,28,0,7,163,20,28,17,16,11,0,0,87,297,502,336,247,267,21,5,1682,15,33,17,16,6,0,0,83,363,615,427,320,324,25,10,2084,1735,2236,1530,1078,1179,136,30,7919
30701,125,129,64,30,47,8,0,399,84,63,34,30,25,7,0,239,124,108,48,20,36,7,0,339,1806,1892,1135,614,624,63,12,6152,8,6,4,4,0,0,0,31,2149,2197,1285,700,731,74,15,7150,7,8,4,7,3,0,0,38,16,17,21,13,5,0,0,73,15,14,5,10,7,0,0,56,444,566,340,265,194,17,6,1837,4,14,9,0,4,0,0,39,485,633,381,302,216,15,6,2040,2629,2829,1666,997,945,88,22,9188
30702,85,131,77,52,62,23,4,436,60,61,46,31,31,3,4,235,92,83,51,26,26,0,3,283,1559,1703,1183,729,861,103,26,6157,7,10,3,0,0,0,0,27,1808,1981,1358,844,982,127,41,7136,10,29,13,13,13,4,3,79,11,25,9,13,12,0,0,67,7,22,20,8,17,0,0,75,431,582,353,245,245,21,0,1878,18,20,14,10,3,0,0,62,472,681,407,280,286,25,4,2168,2288,2659,1772,1124,1272,156,45,9308
30703,61,66,36,24,37,9,0,236,63,90,50,25,41,0,0,272,88,84,68,35,35,8,3,319,1214,1419,947,654,762,89,19,5100,11,7,3,8,0,0,0,33,1434,1672,1107,751,870,96,26,5958,12,3,3,6,9,0,0,32,13,42,25,16,27,4,0,140,11,24,17,10,18,0,0,83,305,469,350,243,218,29,3,1621,14,20,18,3,0,0,0,69,360,565,410,286,274,29,5,1936,1796,2228,1522,1035,1149,134,35,7891
30801,130,154,103,67,73,11,0,536,89,80,39,14,32,0,0,254,101,102,32,24,27,0,0,287,1269,1452,832,470,491,29,3,4553,5,15,6,0,0,0,0,27,1592,1799,1017,577,622,41,4,5658,8,19,20,18,12,0,0,75,19,27,15,5,8,0,0,76,9,20,19,3,10,0,0,53,280,329,225,143,144,10,3,1128,13,13,15,3,3,0,0,53,330,406,289,179,171,12,3,1390,1919,2203,1304,759,794,53,8,7050
30803,431,504,340,201,292,82,21,1876,228,254,160,126,118,17,11,910,289,297,169,103,109,20,3,990,4136,4495,2730,1774,1997,318,127,15582,14,29,17,11,7,0,0,75,5100,5584,3410,2214,2524,436,165,19433,19,42,28,38,47,7,6,193,94,90,79,53,55,8,7,376,44,69,51,43,55,11,0,275,1182,1571,1044,710,776,107,27,5424,44,40,22,14,15,4,0,140,1387,1821,1230,861,946,135,36,6410,6487,7395,4639,3077,3477,574,196,25842
30804,46,56,29,11,22,0,0,172,19,28,13,5,15,0,0,83,40,40,11,10,10,0,0,115,629,680,414,234,213,19,6,2189,8,3,3,0,0,0,0,15,747,815,472,260,264,22,6,2578,0,0,4,3,3,0,0,15,6,9,4,5,0,0,0,26,0,9,5,3,0,0,0,19,86,115,90,53,58,7,0,404,8,0,3,0,0,0,0,6,101,136,109,60,64,7,0,473,847,954,580,326,323,30,6,3054
30805,262,361,271,164,219,40,10,1327,168,167,120,104,81,7,0,660,235,238,123,81,95,7,8,785,2345,2550,1529,994,1199,120,28,8762,19,21,23,11,0,0,0,77,3028,3343,2066,1352,1590,188,48,11619,17,28,35,40,30,3,3,154,49,70,45,36,36,9,0,238,30,47,36,31,34,8,4,178,637,813,499,412,367,40,9,2783,25,26,14,15,4,0,0,85,754,991,626,519,464,63,11,3438,3786,4339,2696,1872,2059,244,62,15053
30901,423,450,257,149,208,83,33,1612,382,328,181,109,140,50,19,1207,391,388,188,136,153,60,28,1349,1377,1350,827,540,677,282,79,5142,13,5,4,3,4,3,0,33,2584,2522,1458,941,1184,478,164,9332,29,64,56,44,70,32,10,307,44,91,57,42,57,19,11,319,33,69,58,32,56,17,8,279,171,273,207,179,233,96,34,1200,7,8,10,0,0,0,3,27,287,511,382,300,418,164,73,2136,2874,3031,1843,1236,1603,641,244,11468
30902,285,254,166,103,125,51,25,1006,309,312,138,95,126,34,18,1044,323,335,194,100,127,45,10,1140,1553,1509,954,598,737,251,95,5699,7,14,3,5,0,0,0,36,2479,2429,1462,905,1125,385,149,8928,16,46,33,29,43,13,4,185,40,71,67,38,53,17,0,295,39,84,52,26,57,12,7,273,178,357,263,206,290,71,38,1399,7,18,7,7,3,0,0,40,283,566,421,312,448,121,49,2191,2760,2994,1889,1215,1574,502,194,11121
30903,701,743,401,276,326,161,106,2712,262,206,142,92,107,33,23,865,295,280,169,111,138,41,14,1051,891,882,559,363,504,176,59,3443,22,9,6,7,7,0,0,46,2173,2127,1281,846,1072,419,210,8121,72,171,108,81,131,61,28,653,79,110,72,46,63,13,8,386,49,94,64,43,62,23,10,338,245,392,265,196,252,68,37,1451,24,14,17,4,5,0,0,65,467,783,516,364,510,163,78,2892,2639,2910,1796,1217,1579,584,285,11009
30904,63,91,85,45,79,31,11,400,117,145,102,52,65,14,6,493,98,138,79,57,74,21,10,472,528,556,364,254,286,95,35,2118,4,13,8,0,0,0,0,20,808,943,630,400,503,149,59,3497,3,7,16,8,13,0,0,46,6,24,18,14,19,4,3,83,9,10,18,18,11,0,4,68,62,116,69,61,71,11,8,407,3,3,3,0,0,0,0,13,88,167,120,100,113,22,16,617,891,1108,752,502,617,175,75,4111
30905,262,407,320,203,272,103,47,1614,258,350,199,133,134,57,16,1145,219,296,166,114,153,49,26,1020,1029,1241,740,499,608,196,76,4402,3,5,5,4,0,0,0,16,1782,2295,1424,944,1171,405,168,8198,15,50,47,48,58,16,10,250,33,67,52,36,46,13,0,241,26,41,39,26,43,11,4,195,125,226,175,130,158,44,21,879,5,8,3,7,7,0,0,22,206,391,323,246,311,89,36,1592,1995,2689,1748,1196,1485,490,205,9795
30906,680,798,526,339,475,199,113,3123,426,442,258,178,209,81,35,1634,438,442,246,150,167,74,28,1547,1753,1834,1116,763,908,272,118,6764,18,10,8,8,4,0,0,43,3314,3533,2151,1436,1762,619,294,13110,49,106,99,80,105,40,15,497,91,143,88,50,83,22,5,473,45,125,81,56,74,25,7,418,271,478,345,266,297,99,29,1781,25,25,14,5,6,0,0,76,477,874,626,462,562,191,57,3253,3791,4405,2778,1893,2322,812,352,16361
30907,2327,2615,1594,1068,1364,505,289,9761,1198,1124,569,354,427,135,45,3852,1117,1008,578,337,383,124,51,3596,4331,4515,2585,1754,2025,626,219,16047,46,49,21,10,11,5,0,142,9022,9307,5355,3524,4207,1390,601,33403,195,368,289,253,281,104,55,1540,283,360,211,148,146,40,18,1205,163,219,154,94,121,36,20,797,1037,1372,930,638,704,184,75,4938,50,50,38,15,19,6,0,172,1734,2365,1611,1142,1270,369,164,8645,10751,11676,6965,4664,5474,1755,762,42054
30908,616,818,477,291,411,199,91,2911,324,309,177,110,118,55,27,1114,313,345,192,101,125,45,14,1135,955,951,570,365,485,199,78,3601,11,7,6,0,4,0,0,31,2209,2433,1416,872,1141,505,215,8795,45,129,133,101,141,49,40,638,57,102,82,65,73,18,9,414,27,68,67,34,49,25,5,280,161,300,232,184,238,70,34,1217,9,9,18,0,5,0,0,34,302,608,536,377,503,163,92,2592,2514,3042,1952,1253,1651,665,307,11384
30909,756,756,404,253,358,155,80,2765,247,208,131,89,107,34,17,832,283,264,139,81,121,41,15,947,832,824,490,351,489,206,68,3268,10,17,8,3,3,0,0,46,2133,2075,1181,780,1079,435,177,7857,98,161,122,99,142,75,40,740,55,97,66,54,59,32,12,369,56,100,58,45,61,17,13,351,194,306,208,186,223,70,38,1224,25,14,11,6,9,0,0,59,422,681,474,392,487,190,99,2749,2553,2752,1650,1174,1571,632,278,10611
