SED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SED55202,638,864,1509,1719,2331,4052,0,0,0,558,637,1193,4,3,3,4025,4412,8436,75,82,154,105,114,223,99,136,234,75,71,149,39,51,87,61,60,119,137,172,309,318,386,704,302,368,673,25,40,64,112,109,222,230,347,580,870,1051,1916,37,56,96,8796,10424,19217,747,692,1445,2954,2787,5742,11,12,18,0,3,4,456,401,857,74,129,208,532,538,1072,8374,7352,15726,54,42,98,26,52,84,8458,7444,15907,1910,1689,3597,24046,24456,48500
SED55306,160,278,438,2793,3519,6312,0,0,0,256,297,557,0,0,0,2829,3428,6265,101,109,213,43,51,94,133,191,316,23,27,52,49,60,102,0,0,0,64,85,157,102,108,209,222,262,480,10,30,42,64,64,134,470,671,1138,562,644,1201,17,16,30,7735,9572,17304,72,61,133,113,85,195,12,8,23,0,4,8,46,33,80,35,64,98,78,98,177,11414,10837,22249,62,40,100,28,58,85,11503,10932,22436,1920,1703,3619,21589,22745,44333
SED55405,1096,1302,2399,1288,1607,2894,0,0,0,300,297,593,12,15,24,4034,4410,8439,65,87,148,120,143,262,81,85,165,20,20,43,41,61,107,43,54,100,147,145,290,174,226,405,268,278,546,8,30,35,44,61,109,298,402,700,708,812,1522,16,24,38,7662,8758,16424,1055,860,1911,1489,1062,2556,22,19,36,7,0,9,223,183,401,92,113,207,319,294,618,10703,9520,20226,122,94,216,27,36,64,10854,9653,20508,2206,1965,4170,24699,23917,48622
SED55504,276,420,696,2536,3172,5711,0,0,0,420,450,873,0,0,0,4332,4801,9131,54,68,120,190,200,393,61,87,148,99,118,218,36,38,72,86,86,174,138,165,303,367,447,816,304,360,658,13,26,47,39,44,83,272,382,644,837,1026,1861,25,30,51,9803,11510,21311,533,535,1070,338,392,727,11,4,22,0,0,0,220,209,429,80,111,186,299,314,617,11447,10689,22139,81,58,145,32,50,86,11557,10809,22363,1503,1173,2678,24317,25149,49470
SED55605,103,242,342,2752,3390,6142,0,0,0,369,421,787,0,0,0,3266,3704,6973,74,80,155,89,101,188,115,149,270,81,79,159,74,121,196,4,0,5,103,112,209,202,228,428,374,367,742,38,48,89,35,39,71,270,353,619,772,862,1633,20,24,48,8635,10075,18712,80,78,160,129,124,258,3,3,14,9,0,6,11,4,15,80,116,192,94,125,216,13395,12682,26081,78,68,141,43,70,113,13513,12822,26338,1884,1308,3192,24447,24788,49231
SED55706,174,254,426,2435,2739,5175,0,0,0,311,335,647,0,8,8,2316,2662,4986,18,24,37,72,56,133,114,166,276,40,24,62,36,77,113,0,0,0,64,63,118,54,72,121,197,211,407,13,11,23,83,99,181,352,487,833,480,542,1024,12,19,28,6601,7583,14188,35,31,63,139,113,255,17,18,37,0,3,8,9,8,20,77,118,194,90,134,217,11956,11206,23157,74,58,131,39,86,123,12065,11345,23416,2614,2234,4848,21737,21705,43443
SED55802,687,901,1594,1888,2484,4372,0,0,0,540,540,1083,3,5,4,5173,5676,10849,73,93,166,294,335,630,87,110,198,64,77,140,31,36,70,45,40,82,194,226,423,431,485,913,188,217,405,35,52,90,50,79,127,191,233,422,1006,1177,2186,16,19,38,10307,11879,22195,1202,1152,2357,1466,1412,2880,42,55,104,4,0,4,803,746,1548,75,102,177,879,847,1724,9842,8940,18781,69,50,123,28,46,78,9947,9033,18982,1612,1527,3144,26144,26826,52973
SED55905,227,391,617,1614,2151,3771,0,0,0,318,375,694,28,18,49,4758,5590,10348,24,29,47,183,199,379,65,95,162,22,26,48,39,36,80,10,3,15,72,88,158,127,180,311,237,282,515,17,19,34,32,33,70,270,414,685,525,614,1148,13,19,33,8360,10169,18535,164,152,311,261,260,517,11,21,32,0,0,0,45,39,87,65,93,157,108,131,239,8821,8319,17142,76,63,143,54,58,114,8959,8445,17401,1469,1351,2821,19561,20925,40484
SED59494,27,16,48,212,179,396,0,0,0,25,26,50,0,0,0,306,315,617,0,5,4,3,4,8,3,7,10,8,9,9,8,10,20,0,0,0,17,10,25,21,21,45,30,28,62,6,5,10,6,9,10,37,49,92,88,89,178,3,0,7,772,780,1550,17,8,23,33,27,57,10,7,14,0,4,5,0,5,6,16,18,30,17,24,40,1412,1177,2591,21,11,30,9,9,23,1452,1197,2652,2311,1361,3674,4639,3416,8055
SED59797,5,3,11,16,3,20,0,0,0,8,0,8,0,0,0,70,11,77,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,112,14,124,4,0,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,21,144,0,0,0,0,0,0,123,21,144,196,23,227,455,58,514
SED60105,113,141,256,1514,2113,3628,0,0,0,153,179,335,42,59,103,1362,1643,3013,30,36,66,37,44,85,39,64,106,14,35,46,19,22,38,9,6,17,72,76,150,71,105,175,199,251,444,26,38,68,17,20,34,297,444,739,258,314,571,12,17,29,4169,5463,9631,308,274,578,247,229,478,23,24,45,0,0,0,82,71,151,20,34,61,102,112,213,5867,5887,11758,54,41,88,21,26,44,5936,5955,11892,695,608,1304,11596,12802,24397
SED60106,13,24,37,723,820,1538,0,0,0,22,22,47,49,42,95,258,343,599,0,3,3,3,0,10,18,24,40,3,4,8,8,9,15,0,0,0,13,12,22,14,27,38,118,122,239,16,15,33,9,4,18,100,145,246,92,103,191,7,3,13,1454,1701,3157,13,8,17,25,5,29,0,0,0,0,3,3,6,0,6,13,16,31,11,19,32,1942,1754,3701,9,9,18,8,11,21,1961,1772,3736,372,366,736,3853,3896,7745
SED60113,117,164,281,2220,2719,4939,0,0,0,266,296,558,14,24,34,1988,2319,4305,40,43,79,49,49,99,70,94,168,17,25,35,42,59,98,5,5,7,104,130,234,212,267,480,556,563,1118,32,47,81,37,41,76,441,724,1158,765,879,1639,46,44,85,6899,8316,15222,262,227,490,128,115,244,8,11,19,0,3,5,68,53,122,41,75,118,117,127,241,9583,9045,18628,72,48,118,38,61,95,9690,9156,18847,1153,1105,2262,18383,19224,37609
SED60115,297,320,623,2560,3119,5677,0,0,0,286,294,584,21,17,39,2062,2299,4358,13,16,36,41,38,77,99,123,223,61,53,111,30,37,70,20,21,42,109,127,234,194,208,402,327,340,669,49,69,117,30,29,56,396,577,971,440,517,962,15,13,29,6757,7892,14642,542,422,969,286,164,455,4,10,13,0,0,0,104,51,156,174,201,373,271,258,530,10085,9413,19496,61,52,112,21,28,44,10164,9489,19656,1790,1548,3339,20115,20105,40220
SED60207,119,176,295,2179,2840,5015,0,0,0,400,423,823,92,95,183,1970,2544,4516,64,87,150,36,39,75,88,113,204,89,90,176,27,30,50,0,0,0,101,121,222,164,212,372,262,332,599,35,51,87,39,53,88,585,836,1426,521,652,1171,7,9,16,6655,8528,15187,193,147,337,88,46,136,14,13,23,0,0,0,52,38,87,37,76,113,85,114,201,10005,9556,19564,56,47,99,30,40,68,10093,9641,19733,1353,1253,2608,18614,19912,38522
SED60208,53,90,142,1796,2209,4006,0,0,0,304,351,658,59,65,122,1579,2017,3601,21,31,58,20,18,31,59,82,144,18,32,51,19,39,57,0,0,0,58,79,137,223,265,492,264,284,550,37,66,106,70,88,158,620,854,1472,476,538,1016,0,9,9,5631,7035,12667,57,63,127,44,26,73,5,4,8,0,0,6,21,10,30,37,51,92,60,64,123,8600,8218,16825,49,34,78,22,29,50,8670,8279,16951,1244,1164,2410,15765,16726,32493
SED60209,103,162,267,2199,2612,4809,0,0,0,363,419,784,88,116,203,2222,2567,4788,3,6,8,21,25,44,60,91,145,28,31,58,46,67,117,3,3,3,102,112,218,242,277,523,184,220,403,25,51,80,50,56,106,596,817,1413,570,629,1202,5,18,26,6814,8108,14920,144,112,257,173,92,268,3,6,16,11,11,15,40,19,56,51,92,140,95,118,209,9849,9153,19001,52,24,80,21,30,48,9923,9207,19132,1784,1677,3464,19047,19491,38536
SED60301,89,112,201,1256,1563,2816,0,0,0,61,89,148,47,40,88,1256,1478,2731,0,7,11,49,31,83,19,15,31,18,25,39,5,14,20,3,0,0,10,24,35,43,65,105,48,62,109,14,16,27,22,23,42,117,193,308,109,132,242,4,3,10,3076,3768,6845,203,171,369,121,85,206,0,6,3,3,5,5,109,66,174,38,42,76,144,114,254,3878,3574,7451,25,21,39,3,13,13,3905,3600,7505,487,477,966,8029,8320,16351
SED60302,311,360,676,1877,2487,4365,0,0,0,161,188,350,32,35,68,2633,3133,5763,18,19,39,198,219,426,42,54,98,31,39,67,35,43,81,47,55,101,57,53,117,103,128,234,141,149,291,41,59,103,30,42,72,202,365,569,292,350,647,24,18,44,5980,7444,13422,1619,1328,2942,642,465,1107,6,10,17,0,0,3,357,279,632,67,89,159,425,369,797,8137,7729,15865,79,50,135,10,34,46,8231,7818,16047,1152,1124,2271,18363,18918,37278
SED60303,323,434,757,1432,1823,3258,0,0,0,75,84,165,11,10,16,1942,2394,4336,13,19,27,165,170,340,19,30,50,20,28,48,30,30,61,21,28,51,44,47,93,67,106,172,160,223,379,4,14,21,11,12,24,194,295,495,258,352,609,40,61,103,4520,5737,10261,650,557,1204,336,230,567,29,34,67,0,0,0,102,92,196,77,87,160,184,175,360,10383,10345,20731,121,92,209,26,49,70,10520,10490,21007,1217,1152,2364,17780,18809,36586
SED60304,0,0,0,13,16,30,0,0,0,0,0,0,0,0,0,21,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,5,0,0,0,0,0,0,0,3,3,5,0,8,0,0,0,51,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,106,98,206,0,0,0,0,6,8,113,106,213,19,13,31,182,175,353
SED60310,190,242,436,1207,1525,2730,0,0,0,55,58,111,0,0,0,1009,1334,2347,5,5,8,174,170,345,20,20,36,18,18,33,21,29,52,13,15,24,33,24,53,45,60,104,123,187,312,0,4,4,10,12,19,137,230,365,218,234,451,16,27,40,3088,3954,7046,271,182,453,215,179,400,22,18,38,0,0,0,39,34,74,38,39,82,79,78,156,5814,5534,11347,60,50,110,25,31,56,5903,5611,11513,564,581,1141,10335,10838,21175
SED60404,90,158,253,2257,2572,4827,0,0,0,81,88,174,10,4,11,2016,2279,4299,13,22,36,57,57,118,82,105,188,118,116,227,30,43,80,0,0,0,54,67,122,167,183,347,304,306,610,21,28,53,37,26,62,313,392,706,554,619,1177,25,32,54,6144,6954,13096,70,58,128,49,40,93,16,6,27,0,0,0,8,7,19,65,105,168,74,111,184,10054,9512,19570,83,67,148,41,53,93,10177,9630,19804,1364,1281,2649,17989,18241,36230
SED60410,94,132,226,871,1238,2111,0,0,0,75,58,132,0,0,0,879,1124,2000,10,10,22,34,31,59,26,46,71,13,21,36,20,13,32,3,7,10,31,63,91,152,158,310,212,247,462,9,14,19,8,15,18,123,227,348,317,358,674,8,8,18,2778,3631,6402,174,148,321,86,76,156,12,6,20,0,0,0,27,16,40,15,46,60,37,62,100,3928,3875,7800,25,32,57,14,21,41,3973,3927,7896,344,381,725,7496,8356,15850
SED60411,163,218,379,2181,3054,5237,0,0,0,112,141,253,6,5,16,2396,2935,5333,23,30,53,112,163,276,11,24,36,39,39,80,35,47,83,9,6,14,28,37,69,104,125,222,147,205,357,21,19,37,13,17,34,314,519,834,229,300,534,11,22,34,5802,7692,13485,445,333,774,133,105,236,11,11,30,0,0,0,138,87,227,31,50,81,173,139,314,7787,7420,15201,46,35,83,12,27,38,7846,7481,15320,875,843,1719,15438,16818,32261
SED60414,81,105,187,1846,2345,4190,0,0,0,74,83,164,9,9,18,1771,2195,3967,7,15,25,61,45,113,14,34,50,23,20,45,22,27,44,0,0,0,31,37,70,148,158,306,121,147,268,13,18,35,39,46,80,177,257,436,250,265,522,7,11,21,4616,5725,10344,155,118,267,108,73,180,6,6,11,0,0,0,65,42,106,32,35,63,98,81,172,7264,6880,14145,36,26,63,14,25,42,7309,6936,14249,1317,781,2100,13684,13815,27495
SED60501,35,54,94,1946,2136,4082,0,0,0,36,37,76,8,0,16,1486,1637,3122,0,7,3,21,23,44,60,79,143,21,21,46,6,15,24,0,0,0,23,24,45,26,35,64,63,63,123,30,36,66,28,25,48,158,206,370,139,142,287,3,6,8,4060,4498,8553,29,20,39,65,48,116,6,8,13,0,0,5,25,14,43,19,49,69,49,63,114,5716,5364,11080,36,28,59,13,14,31,5765,5406,11171,1062,994,2055,11058,11089,22148
SED60505,17,19,36,821,1039,1859,0,0,0,75,88,161,6,10,17,795,990,1784,19,17,40,8,16,24,26,19,42,23,18,36,4,7,10,0,0,0,35,38,76,22,28,49,108,140,254,8,15,26,7,5,14,145,225,368,103,131,231,17,26,41,2222,2812,5035,27,25,60,27,20,50,0,0,0,0,0,0,4,8,12,7,15,18,13,16,28,2441,2195,4637,7,11,18,0,0,9,2449,2208,4662,238,240,479,4997,5349,10342
SED60506,71,106,175,2617,3009,5625,0,0,0,285,304,590,58,75,137,1632,1750,3380,14,16,35,18,20,34,95,111,211,65,66,127,26,30,55,0,0,0,59,66,123,66,67,132,250,246,499,26,22,49,38,52,91,485,595,1078,406,440,844,33,32,62,6167,6906,13068,56,35,97,30,13,45,6,6,10,0,0,0,6,12,19,36,73,105,41,82,124,7579,6983,14560,45,37,82,22,31,59,7649,7050,14701,1328,1220,2550,15354,15416,30772
SED60508,20,14,38,257,299,560,0,0,0,78,89,167,13,14,28,186,209,395,12,10,24,10,6,13,43,40,76,0,0,4,0,4,4,0,0,0,24,21,47,32,25,60,32,28,59,4,8,8,10,14,24,78,87,166,104,99,208,5,0,7,881,972,1851,34,18,54,3,5,7,0,8,4,0,0,0,4,3,6,8,8,13,11,10,21,1442,1227,2669,6,7,17,4,7,6,1453,1245,2689,291,254,536,2683,2523,5204
SED60512,72,112,182,3394,3742,7136,0,0,0,78,98,177,9,3,7,2167,2378,4548,15,30,47,32,32,68,41,53,98,20,32,49,38,37,74,0,0,0,32,34,69,62,70,132,181,196,373,16,31,39,20,25,44,337,438,777,264,277,539,13,8,21,6707,7478,14187,99,69,167,38,30,68,12,8,15,0,0,0,24,19,44,35,78,110,64,99,162,8790,7975,16769,49,38,90,14,33,48,8856,8045,16903,1532,1384,2913,17375,17220,34597
SED60514,19,40,60,811,1028,1848,0,0,0,24,34,61,7,14,25,803,921,1718,15,14,27,30,24,54,21,33,58,8,11,16,11,15,22,0,0,0,13,15,28,28,35,59,60,51,112,6,7,18,13,18,31,67,130,195,112,107,217,5,11,11,2038,2468,4506,35,23,55,23,22,46,0,3,3,0,0,0,10,10,19,16,27,46,27,39,63,2405,2240,4644,13,9,16,0,12,11,2420,2249,4672,300,294,593,4858,5136,9995
SED69494,3,7,12,42,49,94,0,0,0,4,3,10,0,0,0,56,44,102,0,0,0,0,0,0,0,6,8,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,6,8,0,0,0,7,8,19,23,28,51,0,0,0,155,152,300,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,6,8,10,368,312,677,3,0,4,0,6,8,371,314,685,222,137,356,758,616,1377
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,3,0,3,13,0,19
SED70001,5,21,31,178,159,340,0,0,0,14,3,19,0,0,0,1054,1120,2174,0,0,0,0,0,7,0,0,0,0,0,3,4,0,3,0,0,0,63,52,111,10,16,31,10,8,20,0,3,3,9,9,19,427,471,899,785,749,1532,0,3,3,2565,2600,5170,9,5,10,0,8,7,0,0,0,313,277,586,0,0,0,0,7,10,309,284,592,914,833,1750,9,0,11,27,34,57,947,871,1812,509,494,996,4348,4278,8629
SED70002,67,99,167,243,270,518,0,0,0,77,98,172,5,4,8,888,959,1847,6,10,14,23,15,39,10,10,22,46,49,96,114,166,284,12,16,28,32,40,70,104,126,231,67,61,121,5,8,18,42,54,90,90,155,246,175,183,357,17,14,26,1961,2234,4194,193,164,359,90,54,140,0,3,4,3,6,6,95,84,181,20,22,45,121,111,234,1990,1983,3973,23,9,26,7,14,20,2019,2003,4024,422,429,850,4867,5094,9965
SED70003,8,15,23,1048,1150,2200,0,0,0,43,39,82,0,0,0,288,273,558,0,0,0,0,0,3,0,8,10,3,0,6,15,16,33,0,0,0,228,239,466,56,69,119,43,8,57,0,0,0,6,11,19,192,215,413,86,96,183,3,3,9,2022,2138,4157,13,7,17,8,5,12,0,0,0,319,285,608,4,3,10,5,10,7,330,294,626,1540,1452,2998,0,0,0,0,4,9,1545,1463,3002,774,607,1389,4693,4530,9227
SED70004,27,26,50,157,142,299,0,0,0,639,660,1299,0,0,0,354,391,740,5,0,4,12,14,31,9,5,13,22,14,39,254,311,565,4,4,5,256,254,506,25,41,68,25,23,48,3,0,5,46,47,89,50,58,108,168,180,342,0,0,0,2023,2142,4163,36,29,64,28,10,41,5,0,5,44,59,96,6,3,13,3,11,13,49,67,118,1378,1286,2673,3,6,7,0,5,6,1383,1295,2682,742,582,1326,4294,4156,8447
SED70005,74,102,172,218,253,476,0,0,0,33,43,79,0,0,0,717,805,1518,3,5,7,70,54,128,11,20,37,16,14,29,18,32,50,0,0,0,17,17,33,63,80,146,43,36,78,10,3,18,4,10,14,85,93,182,91,104,198,5,7,12,1412,1586,2997,78,66,141,77,57,135,4,0,3,6,3,4,20,9,28,20,21,43,43,38,77,2073,1981,4055,11,9,24,3,11,16,2087,1994,4090,576,495,1070,4349,4333,8687
SED70006,50,81,133,217,237,450,0,0,0,97,118,213,0,0,0,621,696,1320,4,3,3,14,8,20,3,4,16,20,16,43,162,196,356,0,6,7,11,11,24,70,94,158,48,38,81,8,8,15,18,20,37,102,139,238,92,111,205,3,3,5,1484,1715,3203,96,66,161,44,39,81,6,18,30,7,7,16,46,50,95,19,25,42,77,80,153,2126,2124,4248,15,14,34,6,8,17,2149,2149,4298,372,360,733,4282,4507,8785
SED70007,54,97,149,289,322,613,0,0,0,69,63,131,0,0,0,761,913,1675,9,8,16,69,73,140,13,18,32,6,3,6,24,35,58,5,0,3,20,26,44,70,90,152,29,39,69,3,4,9,16,22,34,86,116,193,103,119,217,3,0,4,1570,1842,3412,83,90,171,63,62,128,0,6,6,0,0,0,23,23,50,9,19,23,36,39,73,2097,2102,4191,15,8,19,3,10,7,2114,2111,4227,399,339,738,4316,4584,8902
SED70008,180,253,427,241,269,512,0,0,0,55,80,128,0,0,0,865,987,1851,3,4,10,288,285,569,8,11,22,6,14,23,21,34,53,32,28,59,22,45,72,41,60,102,36,25,61,0,10,12,28,30,55,83,123,213,101,133,239,0,0,0,1842,2132,3976,212,197,412,180,128,304,0,0,0,0,3,4,46,38,86,14,26,36,60,66,131,1860,1644,3500,21,12,33,4,17,17,1884,1668,3552,447,401,848,4800,4854,9653
SED70009,42,65,109,256,282,537,0,0,0,48,37,81,0,0,0,1211,1284,2501,5,0,8,18,3,30,7,11,17,3,0,5,16,15,32,0,0,0,21,16,39,93,78,173,31,30,62,9,0,6,8,8,11,74,84,159,98,117,212,4,4,5,1898,1981,3878,9,6,20,16,10,23,3,0,3,157,149,305,0,0,0,13,24,34,165,173,338,1987,1603,3590,12,5,19,25,28,47,2021,1633,3652,915,754,1670,5075,4629,9699
SED70010,92,125,217,219,282,503,0,0,0,52,53,107,0,0,0,651,754,1408,0,5,4,42,37,76,12,17,36,14,21,33,21,29,54,0,0,4,25,28,59,64,49,116,35,38,78,3,11,12,13,19,30,85,104,189,101,105,210,10,11,24,1357,1581,2933,72,79,148,58,51,107,5,0,4,6,7,8,20,11,37,25,19,40,48,38,86,1935,1774,3710,7,0,13,8,17,23,1950,1794,3745,745,597,1348,4330,4259,8590
SED70011,79,120,195,241,241,483,0,0,0,35,56,88,0,0,0,653,799,1452,0,0,5,77,81,162,0,3,4,5,6,9,23,20,40,0,0,0,19,24,52,31,44,79,36,32,67,0,0,5,0,8,13,79,114,190,53,66,123,0,0,3,1257,1507,2762,149,114,265,93,70,168,6,3,13,5,10,10,33,31,63,20,30,47,54,71,124,1944,1921,3867,14,8,16,4,13,17,1961,1939,3906,330,328,661,3925,4154,8081
SED70012,143,190,327,204,248,451,0,0,0,40,56,91,0,0,0,717,762,1479,0,0,7,174,157,332,4,4,4,5,7,18,21,25,46,0,0,5,27,15,36,38,43,83,35,39,70,0,0,4,5,9,11,54,77,136,59,78,129,6,6,20,1390,1531,2921,216,170,386,86,69,154,5,4,8,0,4,4,22,24,41,23,16,35,41,36,82,1719,1602,3315,12,8,18,5,7,15,1738,1613,3348,486,365,844,4099,3974,8071
SED70013,81,142,221,397,418,816,0,0,0,55,56,111,0,0,0,725,746,1476,0,3,6,41,28,73,14,12,29,3,4,8,33,33,67,0,0,0,20,25,38,20,20,40,57,67,126,6,11,16,12,10,22,128,152,277,84,86,166,0,0,0,1596,1665,3262,6,4,10,15,22,40,0,0,0,3,0,3,0,0,0,5,17,28,10,23,28,2528,2121,4643,18,16,30,6,9,9,2544,2138,4687,669,533,1202,4925,4533,9457
SED70014,12,8,25,76,70,145,0,0,0,574,633,1207,0,0,0,212,233,453,0,0,0,0,0,6,0,0,5,3,0,4,1048,1170,2217,0,0,0,0,4,6,169,186,355,8,3,18,0,0,0,8,6,9,26,35,62,227,247,469,0,0,0,2354,2599,4953,20,22,45,7,0,12,0,0,0,69,71,142,5,0,0,3,3,5,74,78,153,931,830,1759,0,0,3,3,9,11,935,839,1773,549,470,1019,3957,4027,7984
SED70015,121,192,316,171,222,391,0,0,0,44,44,89,0,0,0,755,849,1603,7,8,14,233,246,475,6,12,18,12,17,28,12,10,26,3,6,13,11,21,33,38,41,73,44,31,76,0,0,4,3,13,16,62,108,166,82,104,184,0,6,9,1482,1734,3213,271,275,547,180,153,338,0,3,0,5,3,5,65,51,118,14,23,35,84,75,156,1650,1650,3300,7,5,17,10,10,17,1670,1668,3337,394,387,775,4204,4482,8685
SED70016,130,168,300,168,223,387,0,0,0,80,77,157,0,0,0,1004,1156,2158,5,0,5,188,163,355,31,32,60,6,14,24,22,25,44,6,0,4,42,32,80,57,73,131,32,30,62,0,0,3,18,17,35,113,133,242,120,151,269,4,4,9,1886,2144,4026,45,48,88,112,103,213,3,0,0,3,4,6,17,14,29,6,7,16,22,20,50,1436,1333,2767,11,3,19,7,8,14,1455,1343,2800,475,500,976,4125,4332,8459
SED70017,32,57,91,289,308,599,0,0,0,98,101,199,0,0,0,629,699,1330,3,3,9,12,13,19,17,14,27,4,3,9,26,24,56,3,0,6,28,41,64,98,105,208,40,30,77,12,14,21,21,27,45,67,85,152,100,129,226,3,0,3,1456,1599,3056,116,94,214,47,23,71,4,7,13,3,10,15,21,16,43,12,8,22,37,38,74,1874,1719,3595,7,3,8,4,10,10,1882,1731,3618,805,693,1499,4383,4235,8626
SED70018,11,24,38,114,132,248,0,0,0,42,33,71,0,0,0,236,274,508,0,0,0,14,13,22,3,6,13,0,0,0,5,14,15,0,0,0,34,51,83,8,21,27,16,20,36,0,0,0,7,12,19,1434,1470,2902,269,288,556,3,3,9,2183,2326,4510,12,11,19,11,12,25,5,4,7,782,758,1543,5,5,9,4,6,6,793,766,1561,1100,1034,2133,9,11,18,11,12,26,1127,1054,2178,627,515,1136,4768,4709,9478
SED70019,35,50,83,192,222,417,0,0,0,149,155,304,0,0,0,1021,1145,2160,9,10,16,7,4,14,3,4,8,24,25,48,425,571,995,4,0,3,15,29,42,47,52,92,32,34,69,0,0,4,41,50,91,127,169,292,152,154,304,5,8,15,2245,2630,4879,60,47,107,23,25,46,5,5,13,6,12,18,56,37,97,8,7,18,73,61,132,1760,1609,3360,17,7,23,11,3,11,1781,1611,3397,1076,579,1656,5294,5012,10306
SED70020,53,85,140,426,396,827,0,0,0,69,73,143,0,0,0,677,684,1366,0,5,8,48,41,91,9,7,16,5,3,9,47,41,89,3,5,3,15,12,28,29,27,56,59,51,104,11,9,17,12,5,13,123,152,278,60,81,146,0,0,0,1595,1603,3192,20,22,50,26,14,42,3,0,3,9,20,33,4,7,15,7,9,17,28,38,66,2509,2007,4509,9,8,18,4,3,13,2524,2019,4539,1478,473,1949,5727,4254,9981
SED70021,95,139,237,187,213,403,0,0,0,33,48,91,0,0,0,590,718,1307,9,0,7,171,158,325,8,10,21,9,8,16,15,12,30,3,0,5,14,24,38,27,35,61,27,33,58,0,0,0,0,3,10,66,98,165,64,86,154,0,0,0,1228,1459,2691,428,349,776,221,131,349,10,9,19,0,0,0,96,97,194,22,27,42,119,122,243,1812,1870,3688,23,18,42,6,14,19,1843,1904,3746,372,322,691,4311,4432,8747
