SED_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
SED10024,0,0,0,11,15,6,15,9,6,50,25,259,202,1707,678,549,423,160,70,4075,0,0,0,6,3,13,12,8,4,50,0,0,0,9,0,10,28,18,5,81,20,199,236,286,402,359,234,238,115,2088,0,0,0,14,11,8,12,10,0,56,0,8,10,30,33,8,15,6,5,109,0,13,18,35,44,26,42,46,12,239,0,6,0,3,3,0,12,16,3,47,8,110,78,304,188,182,207,40,23,1126,0,24,22,209,88,78,63,48,16,550,0,0,14,62,50,28,35,15,5,214,0,3,8,170,72,68,71,19,12,437,0,0,0,5,4,0,0,0,0,18,0,6,8,34,35,25,23,17,5,142,0,3,0,18,15,21,44,37,19,147,5,34,26,125,90,73,46,11,11,414,0,25,35,222,185,85,53,27,0,625,0,0,0,12,22,16,17,5,10,78,0,13,16,103,90,69,90,47,12,432
SED10025,0,0,0,20,15,22,24,7,4,90,13,62,245,1923,397,552,317,118,54,3676,0,0,0,11,8,17,31,16,10,89,0,3,4,44,16,33,64,27,14,203,3,38,47,228,218,185,126,81,34,962,0,0,7,34,27,22,12,15,4,113,0,0,0,36,11,5,11,4,0,70,0,3,0,38,22,20,30,22,7,137,0,4,0,3,11,26,78,133,43,301,0,26,53,213,76,122,121,20,6,639,7,31,29,495,82,54,61,28,13,795,0,8,23,123,37,30,22,4,0,245,0,9,8,145,21,18,16,0,0,216,0,0,5,17,11,7,5,0,0,41,0,8,8,105,37,35,29,12,3,237,0,7,19,109,72,216,455,507,345,1726,0,3,4,64,33,15,3,0,0,133,6,13,77,570,181,130,77,37,6,1106,0,0,8,54,45,53,55,31,8,242,0,6,21,135,54,55,74,28,9,380
SED10026,0,0,0,10,0,0,0,0,0,15,0,10,5,50,20,16,8,0,0,106,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,6,6,11,15,77,66,136,122,93,25,553,0,3,0,21,12,5,0,0,0,38,0,0,0,13,0,5,0,0,0,20,0,0,4,20,3,9,37,17,3,92,0,0,0,0,4,4,8,4,3,22,0,0,0,8,0,3,3,0,0,18,6,39,10,273,21,19,11,4,6,397,0,0,0,11,3,3,0,0,0,17,0,0,0,7,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,4,0,22,5,7,4,5,3,42,0,0,0,6,0,4,3,6,5,18,0,0,0,9,3,0,0,0,0,12,0,4,3,34,0,0,0,0,0,39,0,0,0,3,9,0,3,0,0,19,0,0,0,22,5,13,0,0,0,41
SED10027,0,4,0,17,14,15,12,4,0,67,3,22,53,623,294,398,210,69,34,1701,0,0,0,18,7,17,18,14,0,82,0,13,27,135,51,80,75,35,15,439,0,23,16,70,71,79,88,50,37,441,0,0,14,60,48,48,35,19,0,222,0,4,0,8,6,4,0,0,0,25,0,0,0,28,9,9,26,30,18,116,0,3,14,28,36,63,118,151,59,472,0,9,9,128,51,94,60,9,4,352,4,15,56,217,102,79,45,29,12,555,0,0,22,167,81,54,28,10,5,376,0,0,4,23,5,7,3,0,0,39,0,3,6,60,30,17,14,3,0,135,0,0,0,26,16,6,8,10,4,71,0,6,0,21,10,40,65,85,47,268,0,0,4,24,15,12,3,4,4,71,0,0,4,41,37,22,12,16,8,146,5,34,57,417,365,419,280,97,27,1698,0,3,9,70,31,31,34,11,0,192
SED10028,0,0,0,7,13,3,14,13,0,51,23,276,283,3065,1109,988,657,235,107,6746,0,0,0,4,4,10,6,16,3,46,3,8,5,19,10,12,9,18,7,85,9,69,84,117,136,166,145,159,111,994,0,0,0,26,28,31,22,13,6,135,0,0,0,10,5,6,0,0,3,38,0,4,11,16,9,12,14,31,21,119,0,0,0,0,4,3,13,12,7,39,11,110,94,466,236,532,345,46,15,1859,35,378,192,1467,451,300,158,72,34,3084,0,7,30,111,93,46,50,25,12,367,0,18,29,166,73,67,59,19,0,435,0,4,0,15,6,4,4,0,0,41,0,4,3,12,24,16,13,10,3,90,0,0,4,10,8,24,35,29,22,131,0,19,12,55,46,18,11,0,3,167,9,113,187,748,517,250,144,52,16,2030,0,0,4,17,29,35,25,15,8,126,0,36,94,204,170,157,198,69,26,942
SED10029,0,0,3,34,46,74,80,43,16,310,4,6,32,255,200,265,142,94,90,1092,0,0,0,17,14,32,78,67,23,232,0,6,14,16,3,14,15,12,7,79,0,0,7,13,12,35,33,35,12,145,0,7,7,80,54,80,32,10,10,279,0,0,8,9,0,0,0,0,0,21,0,0,3,13,3,4,22,27,14,88,0,0,11,5,0,5,20,27,9,76,0,0,4,46,19,23,13,0,0,104,0,9,14,84,22,20,9,6,5,167,0,5,9,65,24,21,16,8,0,141,0,14,34,120,30,47,32,22,4,304,10,573,745,1996,1046,869,661,324,102,6339,0,0,0,0,0,4,3,4,0,12,0,0,0,5,15,38,89,146,100,407,0,0,0,12,4,0,0,0,0,16,0,3,0,18,10,4,10,0,3,41,20,60,42,265,210,240,131,37,14,1011,4,5,10,53,19,19,21,5,3,122
SED10030,0,3,0,10,16,8,17,7,5,62,0,7,15,170,94,105,87,24,11,504,0,0,0,0,3,4,4,10,7,31,3,5,0,13,0,11,13,11,3,62,4,49,70,314,237,409,371,267,143,1861,0,0,0,23,17,11,8,5,3,75,0,0,6,25,6,10,6,0,0,56,0,4,6,36,19,23,42,28,13,166,0,0,0,4,0,3,17,15,9,52,0,4,0,12,9,17,19,0,0,61,11,26,29,249,20,22,25,10,4,397,0,4,6,40,18,15,14,0,0,98,0,0,3,18,9,4,4,3,0,48,0,0,0,0,0,4,0,0,0,11,0,11,3,41,22,25,29,11,4,152,0,0,0,17,5,18,32,12,11,97,0,6,3,38,29,12,9,0,0,91,5,16,12,78,48,22,14,11,0,195,0,0,0,7,9,4,5,0,0,26,0,0,6,26,9,15,16,3,0,79
SED10031,0,0,0,10,6,5,4,0,0,32,0,0,10,54,21,21,12,9,4,134,0,0,0,6,7,8,17,9,0,42,0,0,0,6,3,5,8,0,0,18,0,19,32,133,192,318,388,243,74,1408,0,0,0,16,14,4,9,4,0,48,0,0,4,9,3,9,9,3,0,35,0,0,3,23,18,38,62,22,11,180,0,0,0,4,6,10,9,8,0,38,0,6,0,4,0,6,5,7,0,33,3,10,10,109,9,16,9,5,3,174,0,0,0,15,12,3,0,0,5,39,0,0,0,5,5,3,0,4,0,11,0,0,0,4,0,0,0,0,0,5,0,0,4,14,12,14,6,9,3,70,0,0,0,8,4,14,20,16,8,83,0,0,0,8,5,3,5,0,0,22,0,0,0,25,0,0,0,0,0,37,0,3,0,6,5,12,4,0,0,31,0,0,0,20,8,9,13,6,0,50
SED10032,0,4,3,33,14,29,20,11,5,113,3,19,114,911,436,534,267,130,56,2485,0,0,0,9,12,39,60,43,15,187,4,21,12,54,12,29,26,15,6,175,0,12,12,29,24,48,27,34,17,208,0,5,21,150,102,121,71,18,4,494,0,0,0,3,5,3,8,0,0,19,0,0,6,18,3,9,10,9,8,64,0,0,0,9,9,15,45,76,13,162,0,0,6,75,20,77,39,3,0,234,123,595,332,3221,332,170,126,56,20,4972,0,0,15,91,58,29,13,9,3,221,3,42,83,277,49,43,22,3,10,521,3,42,71,312,130,79,19,15,12,678,0,3,0,3,4,8,8,3,6,34,0,0,5,10,9,33,86,83,72,298,0,0,3,13,11,0,0,4,0,33,0,7,13,103,56,59,33,24,5,287,12,46,96,730,626,716,488,221,72,3010,0,7,17,130,39,36,26,11,4,264
SED10033,0,0,0,10,5,3,3,0,0,21,0,4,11,70,52,38,16,11,4,212,0,0,0,0,9,18,23,5,0,56,0,0,0,4,0,9,4,3,0,31,0,24,46,160,206,332,305,223,60,1346,0,0,0,23,8,20,10,3,0,63,0,0,0,7,9,8,0,4,5,23,0,3,3,20,14,23,38,33,16,153,0,0,0,0,7,11,17,13,3,46,0,0,4,4,0,8,3,3,0,20,0,5,16,177,19,22,11,12,9,274,0,0,0,20,0,5,3,0,0,36,0,0,0,15,10,10,4,0,0,44,0,0,0,0,0,0,0,0,0,8,0,0,4,26,22,11,21,10,3,101,0,0,0,4,15,34,51,33,26,162,0,0,0,7,7,8,5,0,0,33,0,0,5,26,10,13,5,0,0,54,0,0,0,16,25,30,6,15,0,95,0,4,0,22,12,7,13,6,0,67
SED10034,0,0,0,10,15,10,8,7,0,57,0,10,11,167,69,71,49,20,5,405,0,0,0,5,7,3,11,10,0,35,0,0,3,16,11,18,18,13,8,89,3,48,48,272,263,272,236,197,85,1423,0,0,3,22,10,21,8,8,0,67,0,0,4,20,9,5,0,0,0,50,0,0,0,40,36,22,36,33,5,178,0,0,0,0,7,15,24,21,10,79,0,0,0,36,9,29,13,3,0,95,3,13,8,88,38,29,9,18,9,223,0,8,5,35,21,15,9,4,3,100,0,0,5,17,7,3,0,0,0,27,0,0,0,11,0,4,4,0,0,21,0,14,7,44,26,24,17,11,3,145,0,3,0,22,9,31,20,25,16,126,0,0,5,32,29,3,0,0,0,71,0,0,0,24,8,7,0,0,0,51,0,0,0,11,12,14,11,4,0,55,0,0,7,18,19,21,21,0,6,95
SED10035,4,0,3,93,23,20,27,27,0,207,9,48,1491,3141,350,404,233,96,44,5830,0,0,0,20,6,7,17,20,10,86,0,6,0,13,11,15,46,41,25,145,15,33,143,1183,207,149,89,45,16,1879,0,0,8,74,32,33,18,9,0,185,3,8,22,188,22,7,3,0,3,255,0,0,19,120,24,13,17,11,3,209,0,0,10,28,19,49,156,313,136,710,15,13,146,337,85,94,82,7,5,779,11,35,175,642,57,38,32,11,4,1006,9,25,482,1126,247,168,113,43,8,2217,0,5,13,202,11,14,11,0,0,249,0,3,0,51,16,18,15,0,0,108,0,0,56,863,38,29,7,0,3,1006,0,0,20,168,14,27,35,59,42,369,5,9,21,191,70,33,10,6,0,342,0,5,47,335,98,34,15,7,0,544,0,0,3,24,18,37,24,18,4,139,4,7,127,401,77,77,73,17,9,785
SED10036,0,0,3,40,39,49,32,16,5,185,0,14,13,246,108,161,81,31,17,674,0,0,0,37,23,24,37,39,9,170,3,39,40,175,89,78,58,37,17,531,0,24,20,84,82,102,88,82,49,532,0,14,45,394,282,292,113,60,13,1215,0,4,0,5,0,4,3,4,3,18,0,4,4,20,9,12,30,21,14,118,0,4,6,26,20,49,86,92,22,304,0,0,10,43,17,29,17,0,0,117,0,55,91,518,271,191,73,25,18,1247,0,5,18,136,47,36,35,8,3,298,0,0,11,43,9,10,0,3,0,82,4,116,247,645,228,167,107,38,8,1568,0,3,4,9,10,15,7,4,7,57,0,0,0,14,26,56,126,131,124,485,0,4,0,8,10,6,0,0,0,29,0,0,0,36,12,10,0,3,0,60,7,18,40,335,226,245,116,47,17,1052,0,10,8,44,22,36,22,10,6,153
SED10037,0,0,0,12,12,17,12,8,3,62,5,110,113,1165,546,450,372,137,54,2954,0,0,0,0,4,3,0,5,5,24,0,0,0,10,4,8,10,14,3,43,5,75,117,269,321,334,264,195,62,1647,0,3,5,16,22,21,17,16,3,95,0,6,4,19,19,11,5,5,5,65,3,3,4,34,31,35,30,30,10,189,0,0,3,0,4,4,7,11,0,33,4,28,30,126,74,147,102,16,4,531,12,114,78,779,196,134,78,40,20,1440,0,0,12,72,41,24,19,7,6,174,0,23,26,258,68,47,33,14,3,479,0,0,0,5,0,0,3,0,0,16,0,11,3,23,30,21,14,10,5,110,0,0,3,14,22,27,48,39,34,188,0,12,15,61,83,35,13,9,4,230,0,25,60,224,189,96,52,20,5,666,0,0,5,28,18,42,42,41,10,192,0,17,19,107,73,100,71,33,5,421
SED10038,0,0,0,13,27,17,16,20,0,100,0,6,23,158,73,60,21,15,3,365,0,0,0,14,24,28,29,23,5,119,0,4,0,3,0,3,7,3,0,24,6,59,69,223,232,337,286,263,100,1585,0,0,0,16,7,7,9,5,5,45,0,5,0,14,11,3,8,0,0,42,0,0,5,30,20,20,58,35,22,197,0,5,0,0,5,16,31,27,21,106,0,4,5,12,6,10,3,0,0,38,6,16,52,133,33,16,23,16,10,285,0,8,11,28,13,7,10,0,0,74,0,5,8,34,10,6,3,0,0,62,0,12,8,23,8,4,9,3,0,72,0,4,9,27,21,21,17,18,9,127,0,5,0,17,15,65,141,145,104,494,0,0,0,26,14,10,8,3,0,62,0,3,8,33,14,9,5,0,0,61,0,3,0,21,21,30,19,12,0,110,0,3,5,12,16,17,10,5,0,69
SED10039,0,0,0,12,6,15,10,0,0,49,0,3,3,43,15,19,20,8,0,114,0,0,0,0,0,6,7,8,6,27,0,0,0,5,0,0,8,6,0,29,3,31,50,195,243,482,419,371,155,1949,0,0,0,13,7,8,4,0,0,26,0,0,0,7,3,6,9,0,0,29,0,4,5,28,14,32,69,39,22,212,0,0,0,0,0,7,9,8,0,23,0,3,3,0,0,7,4,0,0,27,0,9,6,78,12,17,9,0,3,135,0,3,4,17,8,3,4,4,0,46,0,0,0,10,4,3,3,0,0,25,0,0,0,3,0,0,0,0,0,5,0,7,4,15,18,25,17,11,0,89,0,3,4,7,8,19,33,11,4,95,0,0,0,8,0,5,0,0,0,27,0,0,0,17,3,3,0,0,0,25,0,0,0,0,0,4,4,0,0,13,0,0,3,12,6,8,6,4,0,51
SED10040,0,0,3,41,16,6,30,11,4,119,21,151,387,2937,1412,1767,1054,459,276,8470,0,0,0,17,8,28,60,62,21,192,0,4,9,55,42,62,73,58,38,336,0,11,25,72,47,59,42,49,29,328,0,3,12,84,58,57,44,19,9,286,0,0,0,15,4,6,3,4,0,31,0,0,0,14,9,7,7,20,7,66,0,15,8,49,48,89,269,385,214,1084,4,30,51,329,178,326,258,48,13,1245,6,90,40,443,81,55,32,28,15,781,0,7,44,294,140,75,79,30,3,683,0,3,5,22,7,9,0,0,0,43,0,0,8,21,3,9,4,0,0,37,3,7,0,36,10,12,12,8,7,95,0,6,9,27,19,49,97,139,101,440,0,0,9,71,38,22,3,3,3,154,0,0,9,84,53,26,19,8,0,199,10,17,30,236,226,207,135,51,20,927,0,9,34,168,62,89,98,22,10,490
SED10041,0,0,0,9,13,3,8,6,0,48,10,319,267,2154,879,665,487,186,77,5033,0,0,0,3,4,11,3,3,8,32,0,3,0,12,3,7,14,0,8,50,9,147,180,233,331,317,235,207,141,1794,0,0,0,21,20,11,10,6,3,70,0,8,9,25,13,11,9,9,3,73,0,3,8,30,26,20,32,33,22,185,0,0,0,3,0,5,11,14,5,30,7,95,85,302,189,264,199,46,11,1196,25,192,67,977,220,155,98,57,19,1829,0,4,15,123,59,37,28,29,9,299,0,28,33,362,108,76,54,18,7,692,0,0,0,4,0,3,4,0,0,15,0,0,9,23,24,31,11,8,10,118,0,0,0,14,13,10,18,18,28,103,6,16,15,95,94,56,37,14,5,337,8,51,81,431,287,154,90,30,9,1141,0,0,4,11,9,19,13,12,0,67,0,19,29,155,131,92,101,38,10,577
SED10042,0,0,0,4,4,4,0,6,0,19,0,0,5,36,18,21,18,10,0,109,0,0,0,0,0,6,4,4,3,21,0,0,0,3,0,0,3,0,0,15,3,24,31,119,145,250,258,246,81,1148,0,0,0,7,5,12,14,7,0,47,0,0,0,5,5,6,3,6,0,19,0,4,0,14,14,14,47,38,14,154,0,0,0,6,3,0,12,10,4,25,0,6,0,13,0,13,5,0,0,34,0,5,10,54,12,12,19,12,9,138,0,3,4,11,3,3,5,6,0,38,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,9,0,0,10,12,16,6,15,10,0,72,0,0,0,8,3,12,17,10,6,50,0,5,0,17,7,3,0,0,0,34,0,0,4,27,3,6,0,0,0,38,0,0,0,4,0,0,3,3,0,12,0,0,5,14,15,14,11,7,3,68
SED10043,0,0,0,12,10,7,12,8,0,54,5,22,86,652,380,590,333,189,121,2368,0,0,0,5,0,7,17,19,9,60,6,37,24,125,39,50,65,36,13,404,0,7,10,16,14,36,33,10,7,141,0,8,10,113,80,111,72,29,11,433,0,0,4,5,3,9,0,0,0,17,0,0,0,7,12,4,11,20,8,65,0,5,20,27,28,89,229,294,155,845,0,0,21,89,42,103,86,15,3,361,26,136,86,600,64,41,35,21,7,1016,10,33,76,348,191,129,74,26,5,895,0,0,7,25,4,7,4,0,0,43,0,7,22,103,58,27,12,9,0,237,0,0,0,10,0,4,4,4,0,28,0,3,8,21,19,57,82,113,65,360,0,0,3,21,8,3,3,0,0,39,0,0,15,74,71,83,69,42,15,366,7,49,116,796,861,1124,737,334,106,4129,4,40,26,92,24,34,36,5,5,268
SED10044,0,0,3,37,14,11,6,11,3,90,5,72,114,1353,393,474,266,149,64,2886,0,0,3,7,18,13,34,19,13,106,0,8,0,18,13,20,32,21,13,131,5,104,104,380,271,235,178,135,42,1462,0,0,0,50,21,24,18,16,0,127,0,11,6,66,12,10,8,5,5,111,0,3,9,59,27,17,25,17,15,176,0,3,6,9,5,30,55,71,31,212,13,45,45,299,139,148,142,23,7,863,19,109,38,757,85,72,63,29,11,1169,0,8,19,175,54,26,37,6,6,327,0,11,13,298,62,67,45,24,8,533,0,0,0,23,9,11,0,7,0,47,0,5,3,75,47,51,21,20,9,229,0,0,4,42,30,59,99,112,66,418,4,11,11,225,121,49,23,5,5,462,0,21,42,331,115,70,44,21,3,648,0,6,0,38,26,37,39,13,9,170,0,17,27,208,112,77,95,32,7,576
SED10045,0,0,0,6,9,3,4,0,0,12,0,0,4,25,13,11,5,3,0,61,0,0,0,5,4,0,5,0,0,12,0,0,0,8,0,0,4,0,0,18,7,14,18,112,148,272,286,155,50,1060,0,6,0,7,7,6,0,0,0,26,0,0,0,19,9,7,11,7,0,54,0,0,6,41,27,48,70,19,7,216,0,0,0,0,0,3,0,0,0,6,0,0,0,6,8,3,3,0,0,16,6,13,10,77,12,19,18,10,8,166,0,0,0,12,11,6,4,0,0,33,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,8,0,0,43,0,0,5,13,5,8,16,26,20,86,0,0,4,31,11,15,8,0,0,70,0,0,0,18,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,9,16,11,4,0,0,40
SED10046,0,4,12,59,68,97,80,26,9,354,5,8,18,215,112,135,78,30,17,613,0,0,0,104,89,95,95,35,13,432,4,13,14,65,36,43,29,23,15,240,0,6,12,21,37,59,50,30,18,225,0,25,75,643,377,400,181,94,18,1809,0,0,0,4,8,3,6,4,5,24,0,5,3,23,11,3,20,12,16,92,0,3,3,11,8,19,21,38,8,111,0,0,4,40,6,14,4,0,0,81,14,83,83,582,152,77,40,22,0,1059,0,14,15,80,48,22,14,11,0,206,0,19,31,107,22,29,28,14,0,258,7,291,516,1508,636,528,325,139,35,3989,0,0,4,3,0,6,4,7,0,21,0,3,10,11,31,85,93,99,37,365,0,0,3,11,11,0,3,0,0,25,0,0,3,23,8,3,0,0,0,45,5,20,47,349,219,224,116,45,5,1021,0,5,14,54,22,21,22,10,0,153
SED10047,0,0,0,11,8,16,21,6,0,65,0,10,16,215,83,77,45,13,6,466,0,0,0,15,13,33,43,27,14,142,0,12,32,52,25,23,30,14,0,191,0,11,24,109,130,259,215,153,56,964,0,14,51,349,139,114,84,32,3,796,0,0,0,5,3,5,0,0,0,17,0,0,0,24,10,11,47,30,13,143,0,0,0,10,7,13,23,43,16,120,0,0,0,28,8,5,5,3,0,49,32,282,242,2670,288,193,145,34,7,3906,0,3,4,93,33,27,16,7,0,184,0,6,11,65,16,14,10,3,0,119,0,9,20,88,24,23,6,3,0,183,0,14,9,19,12,10,20,13,4,105,0,0,0,19,10,42,53,46,19,188,0,0,0,19,4,5,0,0,0,40,0,0,12,68,32,21,14,0,5,153,0,0,13,77,53,56,35,13,3,245,0,11,9,41,13,21,12,4,0,110
SED10048,0,0,4,38,37,72,42,35,3,228,0,18,27,395,180,214,95,36,13,984,0,0,6,48,17,38,50,33,3,195,4,25,26,132,51,56,47,15,0,364,0,33,29,91,91,211,211,133,43,846,0,22,53,532,320,286,144,62,14,1436,0,0,0,3,10,5,3,0,0,23,0,3,0,30,10,18,46,24,12,152,0,0,5,7,11,26,25,33,3,117,0,5,8,42,19,36,14,4,4,130,18,225,241,1716,471,220,137,36,15,3085,0,16,23,198,65,49,37,7,0,391,0,0,6,41,14,14,0,4,0,80,0,33,76,339,107,70,43,9,9,683,0,14,3,9,3,8,9,15,3,68,0,0,5,18,16,32,49,46,19,180,0,0,9,30,14,0,0,0,0,50,0,0,8,48,23,6,5,7,0,96,0,3,13,142,107,106,58,15,0,454,0,9,9,43,19,38,27,16,0,165
SED10049,0,0,0,3,0,5,6,0,0,20,0,6,4,51,29,27,14,9,0,141,0,0,0,0,0,8,0,0,0,9,0,4,3,5,3,0,4,5,0,18,0,26,51,141,139,180,182,93,31,849,0,3,0,16,9,9,0,3,0,35,0,0,0,8,0,4,0,0,0,12,0,0,0,19,4,6,48,29,10,121,0,0,3,0,7,0,6,4,5,14,0,3,3,17,0,11,0,0,0,40,6,32,27,243,38,17,14,12,0,386,0,0,9,23,6,7,3,0,0,47,0,5,0,9,0,0,0,0,0,12,0,5,0,5,0,0,0,0,0,9,0,6,0,12,9,4,7,8,0,50,0,0,0,7,3,0,7,6,0,32,0,0,3,6,9,3,0,0,0,24,0,0,3,31,7,11,0,0,0,52,0,0,3,3,0,0,0,0,0,10,0,6,0,26,9,14,0,3,0,65
SED10050,0,4,0,53,8,8,0,6,0,84,0,8,34,176,104,115,58,24,12,539,0,0,0,11,11,18,21,21,3,87,0,0,0,3,3,3,18,13,9,52,29,270,263,1407,794,543,289,218,84,3906,0,0,0,16,11,23,17,3,0,66,3,9,28,200,53,15,3,6,3,319,4,11,13,204,70,39,37,28,6,416,0,0,0,0,3,12,18,24,12,69,0,33,21,48,21,24,19,4,3,171,0,11,20,107,29,20,22,8,4,220,0,3,9,27,18,11,13,0,0,81,0,3,0,37,10,9,5,0,0,73,0,0,3,3,0,6,0,0,0,12,6,15,10,136,67,62,21,16,7,331,3,5,8,101,27,30,54,49,28,308,0,9,9,75,62,32,7,6,4,210,0,0,5,69,32,16,9,9,0,135,0,0,0,7,8,3,0,0,0,24,0,0,9,35,31,27,25,9,0,135
SED10051,0,3,0,60,31,37,48,24,6,227,4,26,182,636,224,295,154,107,66,1697,0,0,0,8,9,12,34,50,14,128,0,0,0,10,12,24,67,89,42,245,9,54,78,555,279,186,171,106,48,1480,0,3,3,28,31,48,29,17,5,162,3,53,39,184,78,16,17,6,0,395,0,8,13,71,33,16,17,22,10,191,0,0,10,11,14,50,133,243,112,571,0,22,32,133,69,107,84,14,7,465,0,16,25,153,60,28,45,24,11,372,5,7,93,320,191,142,108,55,14,930,0,5,6,68,13,18,4,6,0,123,0,8,22,43,42,38,21,17,3,191,7,11,36,595,67,39,32,18,12,811,0,4,8,76,28,25,91,72,50,347,0,4,9,70,35,35,9,3,0,172,0,3,14,58,32,23,11,9,0,151,3,0,0,34,29,33,34,21,9,160,0,4,30,149,67,80,115,43,9,493
