SED_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED30066,3,22,0,7,0,0,33,0,17,3,5,0,0,28,4,118,10,17,5,0,149,5,42,0,48,4,0,111,9,23,0,48,0,0,90,36,12,0,84,7,0,144,148,10,0,148,25,0,328,520,10,0,246,34,5,814,699,0,0,201,17,4,922,459,0,0,105,13,0,571,293,0,0,56,0,0,352,129,0,0,21,0,0,156,85,0,0,13,0,0,98,139,0,0,34,6,0,178,47,20,0,61,12,11,149,2577,274,19,1092,124,26,4118
SED30067,4,79,12,8,0,0,100,4,85,5,4,0,0,97,14,421,14,21,4,0,479,40,158,52,44,8,0,308,65,55,24,44,0,0,195,267,51,27,102,9,7,462,1167,51,26,216,15,3,1474,3140,20,13,404,73,6,3652,1182,3,3,165,27,0,1374,452,0,0,50,0,0,502,132,0,0,20,0,0,155,44,0,0,15,0,0,52,21,0,0,0,0,0,20,14,0,0,4,0,0,27,74,74,13,56,14,16,244,6627,996,180,1152,154,40,9138
SED30068,0,36,3,6,6,0,46,0,48,5,0,0,0,55,0,232,4,19,3,0,268,3,71,22,22,5,0,119,3,18,13,29,4,0,80,25,14,8,42,9,0,90,132,18,29,120,11,3,314,794,10,5,250,53,5,1116,768,3,0,129,14,0,920,344,0,0,43,8,0,396,151,0,0,21,3,0,175,51,0,0,4,0,0,49,26,0,0,3,6,0,29,42,0,0,8,3,0,52,46,35,9,40,10,10,138,2394,473,101,735,128,21,3853
SED30069,0,10,0,0,0,0,14,0,16,0,3,0,0,19,3,59,0,15,7,0,88,8,36,0,25,5,0,79,36,26,10,31,7,0,110,90,27,6,75,221,3,421,480,28,15,169,69,4,769,1396,3,4,247,100,7,1763,565,6,0,63,9,0,646,96,0,0,23,4,0,121,68,0,0,10,0,0,78,43,0,0,4,0,0,42,10,0,0,0,0,0,10,14,0,0,4,0,0,18,48,16,5,34,32,15,144,2861,231,46,715,453,29,4324
SED30070,5,14,0,7,5,0,30,3,22,0,0,0,0,27,16,124,5,27,15,0,197,19,63,38,40,33,3,193,31,24,17,53,30,0,160,260,31,23,120,29,10,465,1025,21,23,291,24,10,1386,1647,11,3,232,32,4,1933,360,0,0,60,6,3,431,116,0,0,13,0,0,128,49,0,0,10,0,0,56,5,0,0,3,0,0,16,7,0,0,0,0,0,7,9,0,0,6,0,0,15,50,22,6,31,7,14,142,3596,346,116,882,184,47,5173
SED30071,3,84,5,5,0,0,98,0,105,0,5,8,0,116,11,501,21,15,8,0,562,53,203,56,46,12,0,373,95,75,15,68,22,3,271,451,52,11,180,31,3,727,1224,41,21,356,53,7,1699,1920,7,5,348,40,10,2323,870,6,0,125,7,3,1005,307,0,0,31,8,0,345,99,0,0,5,4,0,105,35,0,0,12,3,0,49,11,0,0,0,0,0,21,14,0,0,3,0,0,18,75,66,9,45,12,22,225,5157,1140,136,1243,200,55,7929
SED30072,0,11,0,5,3,0,28,0,8,3,0,0,0,17,10,49,4,21,6,0,95,23,41,30,66,29,5,190,52,10,8,97,11,8,180,282,16,11,115,26,5,462,232,11,4,126,18,0,392,836,13,11,242,134,6,1241,1390,0,0,146,18,0,1562,274,0,0,59,3,0,331,66,0,0,11,4,0,79,29,0,0,0,0,0,33,10,0,0,4,0,0,16,11,0,0,0,0,0,14,40,10,6,45,8,15,124,3254,179,78,945,265,31,4757
SED30073,0,93,19,7,0,8,129,3,93,6,8,0,0,112,35,236,36,80,18,3,397,162,150,100,125,24,12,568,280,47,40,212,20,7,608,860,41,44,392,43,6,1376,1481,27,12,423,47,9,1991,1166,13,18,177,24,0,1393,182,3,0,33,4,0,223,43,0,4,10,0,0,54,7,0,0,0,0,0,12,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,7,88,73,11,79,37,17,309,4309,772,289,1548,223,62,7194
SED30074,3,31,0,0,0,0,35,0,39,4,0,0,0,46,6,201,12,18,3,0,240,36,84,23,40,16,4,206,45,33,13,56,3,3,160,158,47,24,67,29,5,328,403,33,27,155,43,9,653,1783,17,11,336,147,10,2294,961,5,0,105,12,3,1085,194,0,0,21,0,0,212,42,0,0,11,0,0,52,14,0,0,5,3,0,23,11,0,0,0,0,0,15,14,0,0,6,0,0,9,55,57,5,35,17,9,170,3717,536,126,844,279,31,5532
SED30075,4,9,0,11,13,0,35,0,8,0,5,7,0,16,10,50,0,40,23,0,129,38,16,3,81,43,4,188,63,9,5,98,30,3,205,215,14,19,172,54,3,482,696,15,13,284,86,8,1087,603,0,0,189,19,3,818,219,0,0,78,7,0,314,128,0,0,25,0,0,160,45,3,0,9,0,0,56,12,0,0,4,0,0,18,4,0,0,0,0,0,4,8,0,0,5,0,0,18,41,9,3,75,34,10,177,2085,127,46,1072,326,38,3700
SED30076,7,72,5,3,4,0,92,0,105,13,4,0,0,121,36,377,22,46,8,5,495,108,106,39,130,22,6,403,126,26,9,105,9,0,282,509,41,25,164,24,6,764,1266,16,12,321,56,0,1679,3851,15,14,637,135,10,4650,3683,0,10,612,152,6,4470,1756,8,5,299,83,5,2153,682,3,0,133,18,4,839,334,0,0,87,11,0,427,152,0,0,27,3,0,180,230,0,0,46,8,0,287,137,52,5,104,28,22,358,12873,822,149,2710,564,66,17186
SED30077,6,30,0,16,57,0,104,3,18,0,12,30,3,59,35,83,3,123,64,11,320,202,82,34,197,55,4,575,289,23,7,229,27,4,586,791,20,5,350,39,7,1218,943,5,0,283,43,5,1281,324,0,5,113,10,0,453,66,0,0,22,3,0,90,8,0,0,8,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,10,0,0,10,42,18,5,83,110,17,275,2708,270,73,1439,451,55,5000
SED30078,7,47,0,9,3,0,60,0,65,0,7,0,0,77,5,319,15,27,4,0,376,28,133,19,70,14,0,263,31,65,18,79,17,0,216,113,52,27,82,22,6,301,637,36,43,243,81,3,1038,1736,29,19,462,270,11,2520,1601,6,9,351,171,7,2148,970,0,4,145,64,9,1192,416,0,0,74,13,0,510,161,0,0,20,6,0,189,89,0,0,15,0,0,106,86,0,0,13,0,0,103,98,66,15,67,36,29,307,5972,820,165,1672,701,68,9401
SED30079,0,12,0,3,3,0,20,0,14,0,8,0,0,16,4,56,11,23,3,0,96,10,50,10,21,10,0,98,4,20,3,39,11,0,80,19,16,3,47,30,0,114,466,18,3,174,45,0,706,1026,3,0,268,44,0,1340,789,4,0,116,18,0,930,229,0,0,36,3,0,271,60,0,0,14,0,0,71,18,0,0,3,0,0,22,6,0,0,0,0,0,3,0,0,0,3,0,0,4,43,10,0,50,13,5,130,2681,198,31,804,170,10,3904
SED30080,3,113,3,3,0,0,125,0,117,3,4,0,0,125,15,512,19,27,7,7,582,67,211,41,79,3,4,403,49,88,16,78,14,0,246,309,88,20,110,60,5,588,1104,49,13,258,41,8,1470,3101,24,3,433,47,7,3615,1303,5,0,143,15,0,1470,413,0,0,43,5,0,454,191,0,0,28,0,0,222,111,0,0,9,0,0,124,67,0,0,7,0,0,74,58,0,0,15,0,0,76,84,93,10,46,19,25,275,6886,1310,129,1272,211,55,9848
SED30081,0,0,0,6,0,0,16,4,5,0,0,0,0,7,13,40,4,45,18,6,125,26,34,8,53,32,3,163,20,12,4,35,24,0,93,18,15,7,56,22,0,122,194,26,17,105,32,8,378,1696,9,18,332,311,9,2377,998,4,0,131,34,0,1165,412,0,0,42,23,0,476,106,0,0,22,0,0,127,30,0,0,0,3,0,35,7,0,0,0,0,0,11,14,0,0,3,0,0,11,68,18,4,91,19,16,227,3610,171,69,920,517,45,5328
SED30082,11,0,0,5,5,0,22,4,0,4,0,0,0,4,15,0,4,29,5,0,49,122,0,36,52,13,0,228,50,0,0,65,4,0,119,205,0,9,99,5,0,327,892,5,0,288,73,7,1269,1859,0,10,498,176,14,2551,1302,0,5,311,149,8,1775,745,0,4,150,95,5,1000,435,0,0,93,24,0,559,234,0,0,58,9,3,299,163,0,0,25,0,0,185,298,0,0,59,8,0,365,106,0,9,108,28,24,275,6431,16,81,1845,605,69,9041
SED30083,0,7,0,4,4,0,14,0,9,0,0,0,0,9,4,34,9,13,8,0,63,7,20,5,14,7,0,56,8,12,5,20,0,0,46,7,11,0,41,15,0,81,148,20,10,124,47,0,353,1415,14,5,356,299,11,2108,1423,5,4,179,40,3,1652,478,0,0,54,0,0,533,149,0,0,21,0,0,177,62,0,0,17,0,0,79,21,0,0,4,0,0,26,49,0,0,8,0,0,58,77,8,3,45,25,17,166,3859,132,34,900,450,38,5414
SED30084,3,48,0,7,0,0,59,0,57,4,9,0,0,70,14,223,10,31,12,0,292,37,172,16,64,9,3,307,107,54,7,91,15,3,270,465,101,27,210,395,12,1202,1399,54,19,439,90,6,2008,1392,18,13,264,32,4,1710,149,6,0,36,8,0,207,20,0,0,8,4,0,32,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,61,12,43,20,19,228,3665,790,116,1204,584,42,6405
SED30085,4,34,3,10,0,0,50,3,42,0,8,0,0,51,45,226,29,83,28,0,416,50,102,26,126,57,4,360,44,34,11,78,38,0,203,172,35,11,99,104,3,418,591,26,18,236,127,8,1008,1963,9,12,381,213,9,2590,1093,3,4,203,67,5,1385,439,0,3,79,20,0,551,141,0,0,33,4,0,171,38,0,0,11,4,0,57,21,0,0,7,0,0,26,12,0,0,5,3,0,24,70,36,7,123,31,21,288,4682,547,133,1474,703,58,7599
SED30086,6,59,0,9,7,0,73,10,81,11,11,3,0,105,33,267,15,62,11,7,386,149,113,30,101,29,0,430,320,40,11,143,15,6,538,1008,41,15,283,64,4,1416,2080,26,4,384,67,4,2564,1182,17,3,177,28,3,1411,301,0,0,45,6,0,356,82,4,0,9,0,0,96,20,0,0,0,0,0,23,6,0,0,5,0,0,13,4,0,0,0,0,0,4,4,0,0,0,0,0,10,69,56,7,52,22,18,226,5265,710,101,1294,249,41,7659
SED30087,4,32,3,3,4,0,47,3,49,6,10,8,0,73,33,192,31,47,13,0,319,85,72,23,87,16,0,288,209,37,9,113,8,6,385,912,53,26,243,93,3,1332,2383,28,25,435,80,13,2959,2096,6,8,273,30,6,2417,370,0,0,41,9,0,413,68,0,0,14,0,0,86,9,0,0,6,0,0,16,0,0,0,0,0,0,6,5,0,0,5,0,0,7,6,0,0,0,0,0,5,76,28,7,44,29,18,200,6256,506,143,1318,289,47,8556
SED30088,11,130,5,6,20,0,175,4,151,14,0,3,0,173,40,544,18,56,17,3,679,170,264,64,108,24,8,636,469,78,26,193,28,7,798,1383,73,24,316,102,6,1905,1584,27,7,392,59,4,2077,1503,10,13,265,47,6,1842,398,5,0,75,21,3,504,137,0,0,28,4,0,171,51,0,0,15,0,0,69,17,0,0,0,0,0,18,12,0,0,5,0,0,16,14,0,0,5,0,0,23,88,78,16,65,28,16,283,5876,1358,188,1545,362,53,9381
SED30089,9,212,30,7,285,0,549,5,152,30,7,74,0,269,39,383,73,86,93,4,678,178,245,108,115,75,6,729,214,66,32,147,47,3,504,369,70,20,178,41,9,680,347,20,8,196,50,0,629,487,13,0,179,38,3,721,272,3,0,61,9,0,340,82,6,0,29,5,0,121,19,0,0,0,0,0,25,9,0,0,3,3,0,12,0,0,0,0,0,0,6,3,0,0,3,3,0,10,35,79,15,72,184,21,408,2075,1244,324,1088,902,50,5677
SED30090,10,59,5,33,185,0,296,3,50,16,20,54,0,148,83,150,46,161,96,3,541,265,121,73,259,76,15,813,255,32,31,273,46,3,641,539,33,18,245,39,4,883,656,10,8,172,29,3,879,221,3,0,56,14,0,288,20,0,3,12,5,0,34,0,0,0,3,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,10,41,25,5,111,170,10,364,2109,483,218,1347,719,46,4919
SED30091,4,67,0,9,6,0,92,0,90,0,0,0,0,98,13,316,6,24,8,0,368,44,218,7,50,35,4,359,26,107,19,36,14,0,198,301,72,12,65,16,4,479,1947,71,18,278,161,3,2480,2586,15,12,354,148,14,3129,435,3,0,82,4,0,531,92,5,6,22,3,0,121,21,0,0,6,0,0,27,11,0,0,0,0,0,13,0,0,0,0,0,0,6,4,0,0,5,0,0,7,103,81,7,46,22,12,269,5596,1056,90,975,414,38,8168
SED30092,0,14,0,15,15,0,33,3,12,0,4,5,0,23,16,61,22,44,32,0,172,42,65,34,88,39,5,271,68,26,13,97,44,0,242,235,33,15,143,26,0,456,562,15,16,249,36,5,884,1353,0,5,244,56,5,1664,732,0,0,112,20,3,867,178,0,0,40,7,0,222,57,0,0,15,10,0,76,18,0,0,5,3,0,18,14,0,0,0,0,0,15,6,0,0,11,0,0,12,59,13,3,59,30,9,179,3338,250,112,1117,309,22,5139
SED30093,3,109,0,0,0,3,121,3,149,10,0,0,3,163,26,496,18,19,8,0,568,61,311,22,32,6,3,438,81,98,8,53,7,0,239,854,136,16,117,14,8,1155,2736,105,29,388,117,15,3390,3057,21,20,340,134,13,3590,318,5,0,45,6,0,375,56,0,0,16,0,0,74,14,0,0,3,0,0,28,8,0,0,0,0,0,15,8,0,0,0,0,0,12,4,0,0,3,0,0,5,151,100,13,46,19,36,360,7376,1534,138,1074,324,78,10518
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,5,34,6,10,5,0,59,0,77,31,0,0,0,105,17,324,91,44,11,5,500,81,126,196,93,18,3,513,83,41,50,96,14,0,278,254,44,39,157,37,4,524,1029,29,36,315,43,3,1452,2334,17,21,469,48,3,2897,1401,5,6,259,27,0,1710,484,0,6,79,7,0,583,165,0,4,32,3,0,208,75,0,0,21,0,0,97,47,0,0,14,0,0,60,52,0,0,17,3,0,70,55,30,21,59,17,16,196,6090,720,496,1673,232,41,9244
SED40002,0,32,9,11,0,0,52,0,57,4,4,0,0,66,24,428,35,81,18,8,587,60,127,92,124,14,3,416,80,50,31,116,15,7,291,494,56,36,266,36,3,898,1026,29,28,415,51,5,1546,1040,28,19,381,22,8,1495,549,7,5,144,17,0,719,147,0,0,30,0,0,177,25,0,0,9,0,0,35,13,0,0,0,0,0,17,7,0,0,3,0,0,7,6,0,0,0,0,0,7,35,43,13,53,16,11,174,3500,852,271,1636,186,46,6494
SED40003,0,3,0,7,0,0,11,0,0,0,0,0,0,4,3,43,4,13,0,0,66,7,15,12,27,0,0,67,13,6,4,15,0,0,37,41,6,3,47,4,0,102,272,3,0,170,6,0,461,641,0,0,196,9,0,849,237,0,0,49,0,0,288,58,0,4,22,0,0,81,31,0,0,5,0,0,32,15,0,0,8,0,0,23,9,0,0,0,0,0,7,4,0,0,0,4,0,3,8,3,0,17,0,6,40,1339,86,33,568,29,7,2073
SED40004,0,9,0,11,0,0,17,0,14,0,3,0,0,18,11,46,27,21,0,0,109,21,9,19,33,6,0,90,30,7,9,33,0,0,79,154,9,8,73,3,3,235,462,5,0,195,14,5,681,469,0,8,156,7,3,644,314,0,0,98,10,0,429,191,0,0,42,4,0,236,98,0,0,14,0,0,114,54,0,0,16,0,0,71,45,0,0,0,0,0,48,55,0,0,12,0,0,67,13,0,4,26,8,0,67,1918,90,83,742,50,19,2902
SED40005,0,18,5,30,37,0,92,6,52,9,32,15,0,105,34,219,44,157,55,3,517,223,111,35,276,78,12,739,230,58,21,227,43,5,577,411,47,14,226,46,9,750,248,6,7,130,20,0,418,92,5,3,42,5,0,157,9,3,0,18,0,0,32,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,38,8,59,48,14,193,1291,557,137,1204,343,41,3586
SED40006,5,15,10,4,0,0,30,0,62,7,12,0,0,83,13,313,69,43,0,7,450,40,199,127,83,7,7,463,51,58,36,83,11,0,238,297,113,77,203,49,12,747,720,80,47,363,56,0,1269,1028,38,23,315,32,5,1448,277,8,9,71,3,0,370,28,0,0,13,0,0,42,7,0,0,3,0,0,19,0,0,0,0,0,0,3,4,0,0,0,0,0,8,4,0,0,3,0,0,9,26,65,20,49,11,18,189,2495,962,431,1243,178,54,5367
SED40007,4,22,0,5,0,0,27,3,36,5,0,0,0,45,5,189,21,28,3,0,246,13,77,46,50,0,0,191,42,22,11,47,4,0,131,231,19,16,110,11,0,386,450,16,14,221,25,0,728,514,15,21,236,17,7,819,344,0,0,120,0,0,462,190,0,0,34,0,0,230,112,0,0,20,0,0,126,44,0,0,6,0,0,51,22,0,0,0,0,0,28,23,0,0,15,0,0,37,32,26,6,34,0,7,114,2025,428,143,929,74,26,3616
SED40008,3,58,6,9,0,0,79,0,151,24,0,4,3,186,21,837,100,58,12,10,1029,41,329,132,76,20,9,610,45,130,61,99,12,4,350,296,136,73,188,66,13,767,663,163,66,407,76,4,1374,1258,88,31,391,95,0,1867,460,18,0,96,11,0,586,76,3,5,18,0,0,104,12,0,0,5,4,0,16,5,0,0,9,0,0,10,3,0,0,0,0,0,7,0,0,0,4,0,0,7,29,100,22,55,22,28,254,2911,2014,517,1408,311,59,7230
SED40009,0,4,0,4,0,0,5,0,16,0,0,0,0,18,4,74,4,17,4,0,104,10,22,3,43,19,0,91,7,6,4,26,15,0,63,33,14,8,55,21,0,129,256,18,6,172,8,4,466,527,4,0,187,3,0,727,152,0,0,36,3,0,189,39,0,0,11,0,0,50,0,0,0,3,0,0,12,6,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,3,0,0,5,13,5,0,22,0,6,54,1052,159,24,595,83,13,1925
SED40010,0,23,4,17,3,4,52,5,42,22,6,0,0,76,19,241,51,54,10,5,377,32,89,51,84,4,0,269,47,27,19,79,6,0,184,298,24,14,161,15,7,517,1006,6,8,365,52,5,1446,989,6,3,336,31,0,1370,603,0,0,184,9,0,800,271,0,0,79,6,0,352,113,0,0,28,0,0,142,52,0,0,9,0,0,57,21,0,0,8,0,0,28,34,0,0,11,0,0,42,31,34,13,55,18,14,164,3528,490,188,1473,159,31,5868
SED40011,0,23,5,3,4,0,42,0,39,10,8,0,0,55,14,207,68,39,6,4,340,34,176,169,80,5,0,472,41,50,29,62,3,3,187,273,59,69,176,12,3,586,692,42,45,311,22,0,1109,805,44,15,320,33,0,1212,354,3,4,110,8,0,479,72,4,0,26,7,0,105,33,0,0,10,0,0,44,10,0,0,0,0,0,14,7,0,0,0,0,0,7,3,0,0,0,0,0,8,36,36,39,43,14,13,174,2366,688,444,1184,118,30,4822
SED40012,9,39,6,9,0,0,58,0,85,14,6,4,0,105,16,479,65,25,8,4,601,68,228,98,70,7,3,474,139,134,54,104,7,0,444,741,145,51,324,128,9,1406,1128,34,22,337,65,0,1588,454,5,10,86,11,0,562,28,3,6,12,6,0,48,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,75,11,46,16,23,226,2635,1231,340,1033,247,46,5525
SED40013,6,10,3,6,0,0,24,8,24,4,7,0,0,45,10,184,87,43,4,0,336,20,121,203,55,9,4,421,47,52,55,50,3,0,207,233,54,81,112,55,3,533,741,48,47,329,72,5,1249,1345,54,48,357,89,3,1898,405,5,6,90,21,0,531,72,6,4,24,0,0,104,21,0,0,3,0,0,27,7,5,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,6,3,0,10,38,43,40,58,27,6,211,2952,608,585,1144,281,35,5599
SED40014,3,0,0,13,5,0,23,0,0,6,4,0,0,13,14,29,16,45,20,0,123,50,28,70,103,45,0,293,63,9,16,106,15,0,204,298,22,28,238,13,3,600,664,3,14,264,32,0,983,375,4,0,106,6,4,495,35,0,0,21,4,0,55,9,0,0,0,0,0,9,6,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,5,8,24,16,10,84,1530,104,158,930,154,26,2898
SED40015,4,45,41,27,9,0,133,4,101,43,24,17,0,199,9,263,29,149,45,6,502,139,131,44,244,65,8,622,114,48,6,185,31,7,391,281,61,9,217,34,5,614,377,35,0,215,29,3,664,190,4,0,91,12,0,296,21,0,0,15,5,0,37,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,7,9,47,9,68,51,18,203,1156,732,198,1242,296,51,3672
SED40016,6,24,4,5,0,0,38,3,50,5,0,0,0,61,9,265,17,35,4,3,335,29,100,43,59,7,5,241,14,47,23,52,3,0,144,119,61,47,135,40,4,399,925,77,25,426,62,3,1524,935,10,13,234,55,0,1246,140,4,0,40,13,0,191,42,0,0,7,0,0,53,11,0,0,5,0,0,16,3,0,0,3,0,0,9,0,0,0,0,0,0,4,0,0,0,3,0,0,3,21,38,5,47,15,3,137,2251,684,186,1059,198,22,4405
SED40017,0,5,0,29,6,0,44,0,11,4,12,9,0,34,15,99,26,81,34,3,260,80,21,28,159,26,0,320,93,20,17,164,23,5,319,239,19,9,208,25,0,505,248,0,4,178,13,6,456,121,0,0,88,4,0,220,32,0,0,18,0,0,56,7,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,65,32,6,121,849,182,97,1015,174,24,2346
SED40018,3,19,5,9,0,0,40,0,57,6,5,0,0,68,10,348,66,45,11,5,485,14,138,133,63,8,4,357,23,56,35,52,9,3,176,148,63,47,104,0,3,370,449,41,31,228,20,0,766,998,25,20,321,20,6,1393,482,3,6,128,9,0,631,110,0,0,31,0,0,143,46,0,0,11,0,0,56,17,0,0,10,0,0,25,6,3,0,4,0,0,18,5,0,0,6,0,0,10,26,54,59,31,6,11,189,2339,812,405,1046,82,29,4716
SED40019,5,145,21,16,28,0,220,9,313,34,9,23,6,397,144,759,20,108,199,3,1239,467,460,14,195,194,10,1335,193,157,7,120,87,4,570,347,106,3,122,69,0,649,483,40,6,86,33,5,654,284,9,4,32,17,3,349,64,3,0,14,9,0,81,7,0,0,5,0,0,10,0,3,0,0,0,0,4,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,142,14,36,79,17,324,2049,2149,116,747,733,41,5845
SED40020,3,18,0,10,7,0,43,0,32,5,6,0,0,48,24,244,30,50,22,4,379,171,100,60,112,21,9,468,205,54,24,133,12,0,429,765,48,21,251,21,7,1113,550,14,10,181,13,0,766,173,7,5,61,8,3,255,20,0,0,9,3,0,32,9,0,4,7,0,0,16,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,24,45,10,50,35,8,176,1945,572,166,882,151,26,3744
