SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED24207,4,121,102,232,92,46,34,10,0,634,0,4,3,20,5,5,4,3,0,50,0,0,3,36,25,63,113,87,26,349,0,0,4,4,5,0,0,0,0,15,0,0,4,27,7,0,4,0,0,48,0,3,5,40,28,22,14,5,5,126,3,76,26,128,38,21,17,4,0,318,0,0,6,28,33,123,337,198,24,755,0,0,4,34,12,9,8,3,0,74,0,21,95,268,75,26,6,0,0,489,0,0,11,95,12,4,3,0,0,122,0,0,0,3,3,7,11,9,5,39,23,155,240,354,93,79,21,4,0,961,0,0,14,132,105,132,201,69,12,659,7,76,64,548,63,23,17,5,0,811,0,0,0,3,0,0,0,0,0,7,0,70,260,764,484,348,197,44,7,2167,0,0,0,34,27,42,42,14,4,167,0,12,25,68,50,37,17,0,0,211,0,0,0,10,15,11,9,11,3,67
SED24308,0,12,15,31,12,12,4,0,0,80,0,5,0,27,13,16,11,5,10,89,0,0,5,14,12,49,71,56,50,257,0,0,0,6,0,0,0,0,0,7,0,0,4,8,0,0,0,0,0,14,0,0,4,8,9,9,4,0,0,36,0,6,6,29,13,6,0,0,0,62,0,0,0,0,0,14,26,20,5,66,0,3,4,12,6,3,0,0,0,24,0,0,32,127,39,21,16,10,0,244,0,0,3,22,0,0,0,0,0,30,0,3,0,0,3,20,84,57,22,190,4,15,31,142,67,53,29,21,0,363,0,0,0,17,30,59,96,39,17,251,7,42,51,145,14,0,6,0,0,260,0,0,0,4,3,0,0,0,0,10,3,23,48,139,75,37,17,3,0,346,0,0,4,8,12,18,29,9,7,82,0,4,0,9,0,4,0,0,0,19,0,0,7,17,17,45,57,39,10,199
SED24408,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,4,4,29,0,0,0,7,3,4,13,13,5,43,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,6,39,22,7,3,3,0,87,0,3,4,33,0,0,0,0,0,40,0,0,0,11,4,8,33,19,5,77,4,10,22,66,47,61,43,8,5,260,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,14,0,0,0,0,9,5,0,0,0,11,0,11,17,37,13,5,0,0,0,81,0,0,0,3,0,0,4,7,0,12,0,0,0,5,0,0,0,0,0,9,0,0,0,3,3,19,17,11,3,63
SED24504,0,0,0,4,0,4,0,0,0,9,0,0,3,33,20,14,3,8,4,87,0,3,0,14,9,34,56,38,6,165,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,14,0,0,5,16,8,10,11,0,0,45,0,0,0,0,6,17,64,22,0,113,0,0,0,3,4,3,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,25,0,0,0,16,10,13,29,35,8,119,0,13,18,103,121,106,55,25,3,452,0,0,0,0,0,8,9,0,5,21,0,0,0,6,0,0,0,0,0,12,0,0,0,3,6,7,0,0,0,12,0,8,10,21,9,0,0,0,0,55,0,0,0,9,8,4,12,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,31,39,40,36,32,7,189
SED24606,0,0,0,6,7,0,0,0,0,16,0,0,0,46,13,16,21,11,4,109,0,0,5,23,16,19,51,45,19,180,0,4,5,27,9,0,9,0,0,63,0,4,8,40,14,6,0,0,0,67,0,0,0,4,4,6,5,0,0,24,0,10,34,123,35,43,36,19,5,309,0,0,0,0,0,5,4,7,0,17,0,0,0,17,7,3,9,0,0,42,0,0,3,0,7,6,0,0,0,12,0,3,45,54,0,0,0,0,0,96,0,0,3,15,12,3,12,8,3,58,4,10,28,154,83,76,42,32,4,431,0,0,0,0,0,9,0,0,0,8,0,0,3,27,0,3,0,0,0,42,0,0,0,0,6,0,0,0,3,9,0,3,6,99,18,3,0,0,0,137,0,0,0,14,8,14,27,22,19,94,0,0,0,0,0,0,0,0,0,0,0,0,8,27,19,23,15,21,3,111
SED24703,0,0,3,40,0,4,3,0,0,54,0,9,15,121,32,18,19,3,3,211,0,6,34,268,29,53,72,55,55,566,3,7,63,127,24,9,3,0,0,238,9,13,101,681,41,11,0,0,0,862,0,0,4,30,18,9,12,3,0,74,5,20,708,1471,144,64,57,17,0,2496,0,0,0,0,0,11,17,7,0,41,0,4,24,69,3,0,4,3,0,109,0,0,94,71,6,4,0,0,0,170,0,0,237,181,5,0,0,0,0,427,0,7,16,46,12,15,21,7,3,119,8,24,230,742,148,107,51,16,3,1326,0,0,6,18,7,6,5,0,0,37,0,3,43,152,8,3,0,0,0,208,0,0,4,10,11,4,0,0,0,24,3,17,126,564,55,25,9,0,0,803,0,0,5,44,8,15,3,8,0,78,0,0,0,3,0,0,0,0,0,6,0,0,11,67,34,38,25,11,3,188
SED24808,0,15,16,34,15,4,5,0,0,77,0,0,0,17,10,20,15,15,0,81,0,0,0,14,16,59,70,43,4,211,0,0,3,4,3,0,3,0,0,13,0,0,5,13,3,3,3,0,0,34,0,0,0,19,20,11,10,5,0,67,0,41,11,45,11,17,8,3,0,143,0,6,20,33,31,71,187,97,14,454,0,3,0,36,6,6,4,0,0,63,3,18,50,183,52,18,3,0,0,315,0,4,18,49,0,0,0,0,0,68,0,0,0,6,9,11,46,27,6,115,26,206,200,384,173,127,60,20,9,1203,0,0,0,37,24,22,38,3,0,123,9,52,29,224,36,16,7,0,0,371,0,0,0,0,4,0,0,0,0,7,3,67,126,296,156,68,25,7,0,757,0,0,3,17,10,11,25,4,4,71,0,37,41,111,74,49,21,4,0,336,0,0,7,30,15,58,57,31,11,212
SED24904,0,0,0,8,9,4,0,0,0,30,0,0,0,3,0,5,0,0,3,18,0,0,0,19,3,23,98,84,54,284,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,26,126,632,123,32,7,0,0,953,0,0,0,0,0,0,0,0,0,10,0,0,0,7,3,0,5,0,0,10,0,0,4,14,0,0,0,0,0,18,0,0,3,40,5,0,0,0,0,44,0,0,0,12,3,8,16,10,3,59,6,22,22,63,54,39,35,10,6,250,0,0,0,0,0,5,0,0,0,9,0,6,8,14,3,4,0,0,0,36,0,0,0,0,0,0,0,0,0,7,5,14,22,96,13,8,0,0,0,158,0,0,0,0,0,5,5,0,0,11,0,3,13,58,8,6,5,0,0,88,0,0,0,7,8,14,17,16,4,62
SED25003,3,30,41,148,90,81,33,9,0,442,0,3,0,22,5,16,13,5,0,71,0,4,15,58,64,207,289,178,79,886,0,3,0,5,4,0,0,0,0,14,0,0,6,29,10,3,3,0,0,54,5,5,14,95,77,81,44,11,3,331,0,6,18,71,20,36,39,5,6,190,0,0,0,4,10,35,57,41,3,151,0,0,4,29,8,17,14,7,0,79,0,0,0,5,0,0,0,0,0,11,0,5,16,144,11,7,0,0,0,180,0,0,4,8,0,3,12,8,5,34,3,44,62,136,54,44,18,0,0,363,0,7,27,170,150,263,272,88,28,1001,0,28,28,153,28,22,0,3,0,264,0,0,0,0,0,0,0,0,0,9,0,24,61,151,64,65,49,7,3,432,0,0,0,11,7,6,20,6,3,46,0,0,4,18,15,19,5,4,0,74,0,0,0,13,4,24,20,11,0,67
SED25102,0,0,0,0,0,0,0,0,0,3,0,4,5,22,19,12,11,10,0,86,0,0,0,10,9,16,36,31,7,119,0,5,6,0,4,0,0,0,0,11,0,3,0,3,7,4,0,0,0,17,0,0,0,3,0,0,4,0,0,15,0,10,5,17,15,9,10,0,0,67,0,0,0,0,0,6,13,5,0,22,0,0,0,0,0,0,4,0,0,9,0,8,10,52,18,3,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,5,18,27,38,101,70,29,293,0,12,13,102,89,83,47,10,0,365,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,6,6,3,0,0,0,19,0,6,8,14,8,5,3,0,0,46,0,0,0,16,6,7,19,7,4,46,0,0,0,0,0,0,0,0,0,3,0,0,0,15,28,33,35,29,10,151
SED25205,0,0,0,0,0,3,6,0,0,7,0,15,12,90,36,17,12,9,11,200,0,0,3,27,22,23,61,67,37,249,0,0,8,4,5,0,5,0,0,26,0,0,4,10,7,0,0,0,0,21,0,0,6,12,9,13,8,0,0,51,0,0,0,26,14,18,11,4,0,82,0,0,0,0,0,0,8,4,4,21,0,0,0,31,20,22,16,6,0,101,0,0,0,4,0,0,0,4,0,10,0,0,5,16,0,0,0,0,0,27,0,4,0,12,12,10,24,15,10,82,4,13,29,196,113,92,32,16,0,502,0,0,0,3,0,0,3,0,0,15,0,0,0,3,3,0,4,0,0,16,0,0,0,0,15,7,0,0,0,25,0,7,11,55,24,26,20,6,0,149,0,3,0,29,23,28,26,8,4,120,0,0,0,0,0,0,4,0,0,7,0,10,11,55,39,41,41,33,5,250
SED25302,0,0,0,0,0,0,0,0,0,5,0,9,25,47,57,25,28,15,5,218,0,0,0,20,9,30,52,54,19,185,0,0,4,3,4,0,3,0,0,17,0,3,0,3,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,10,0,0,0,10,9,12,15,9,4,56,0,0,0,0,3,5,10,15,5,33,0,0,0,7,0,10,4,0,0,19,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,9,14,10,61,45,17,165,4,7,21,100,105,90,61,37,13,438,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,7,0,0,0,3,6,4,3,0,0,17,0,4,3,15,8,6,0,4,0,33,0,0,0,12,11,11,17,11,5,53,0,0,0,0,0,0,0,0,0,6,0,14,23,31,61,66,71,62,25,357
SED25402,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,15,12,10,4,65,0,0,5,0,10,29,96,60,46,245,0,0,0,7,4,0,0,0,0,15,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,5,14,11,9,0,3,0,54,0,0,0,3,3,18,56,40,16,136,0,0,0,10,0,0,3,0,0,12,0,5,0,33,11,0,0,0,0,57,0,0,0,6,0,0,0,0,0,14,0,0,0,8,13,25,87,93,28,253,0,11,19,89,53,62,63,19,0,327,0,0,0,0,0,0,5,0,0,6,0,4,0,23,5,0,3,0,0,35,0,0,0,0,6,0,3,0,0,9,5,19,20,74,18,10,8,0,0,156,0,0,0,10,3,7,13,3,0,36,0,0,0,0,5,4,0,0,0,6,0,0,5,3,7,43,69,49,15,193
SED25501,0,0,0,5,6,6,4,0,0,25,0,4,0,7,0,9,9,5,6,44,0,4,3,16,3,32,53,50,33,197,0,19,17,20,18,9,3,0,0,93,0,30,46,135,97,39,11,4,0,365,0,0,0,4,6,4,4,6,0,21,0,44,184,453,191,230,188,86,12,1393,0,0,0,0,0,0,6,7,0,22,0,0,0,28,7,9,8,3,0,53,0,0,4,6,0,6,3,0,0,20,0,4,17,27,8,4,0,0,0,62,0,0,4,3,8,7,14,14,9,66,7,43,80,83,44,35,26,25,11,360,0,0,0,0,0,0,0,0,0,5,0,24,31,99,22,8,0,0,0,184,0,0,0,4,4,0,0,0,0,4,0,10,17,61,24,19,8,4,0,136,0,3,5,7,6,24,24,10,4,83,0,0,0,0,0,0,0,0,0,3,0,6,3,3,7,18,12,16,15,86
SED25605,0,5,4,14,4,4,5,7,0,42,0,4,0,7,5,5,8,9,6,38,0,0,0,22,18,64,135,159,111,511,0,5,0,8,7,0,7,0,0,30,3,18,17,101,29,10,9,3,0,189,0,0,6,11,14,26,22,25,5,105,0,23,87,427,112,116,127,53,15,960,0,0,0,0,5,0,6,15,3,37,4,0,6,38,21,28,40,23,17,171,0,0,11,105,32,15,9,4,0,172,0,0,6,34,0,3,0,0,0,46,0,0,0,3,5,9,18,16,17,68,7,15,51,114,51,52,40,21,0,352,0,0,0,8,6,13,19,14,0,61,4,30,49,187,33,11,5,6,0,322,0,0,0,0,0,0,0,0,0,5,3,25,36,141,51,40,21,0,3,319,0,0,0,16,15,36,36,16,3,117,0,0,0,10,8,7,9,0,0,22,0,0,0,12,15,15,30,23,8,101
SED25704,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,11,3,0,30,0,0,0,6,5,18,59,37,30,153,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,10,0,0,0,0,0,0,0,5,0,7,0,10,20,113,19,8,0,0,0,175,0,0,0,0,0,5,14,6,0,14,0,0,0,0,0,0,0,0,0,6,0,0,9,10,0,0,0,0,0,16,0,0,5,26,0,0,0,0,0,30,0,0,0,5,3,9,32,24,9,76,0,5,14,62,41,58,35,13,0,233,0,0,0,0,0,0,0,0,0,5,0,0,0,18,4,0,0,0,0,27,0,0,0,0,7,0,0,0,0,9,0,31,32,109,48,10,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,20,14,0,59
SED25802,0,0,0,4,0,0,0,0,0,7,0,0,0,16,13,10,14,11,7,65,0,0,0,11,4,24,56,36,20,146,0,0,3,3,5,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,15,0,5,0,0,0,17,0,0,0,0,0,10,23,12,0,47,0,0,0,8,0,3,6,6,0,28,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,7,14,28,106,100,24,281,0,11,30,122,81,87,75,27,6,432,0,0,0,0,0,0,0,0,0,10,0,0,5,7,6,3,0,0,0,18,0,0,0,4,0,4,6,0,0,11,0,4,22,35,10,7,6,0,0,78,0,0,0,3,8,3,21,3,0,39,0,0,0,31,0,0,0,0,0,38,0,3,3,9,19,39,51,42,9,174
SED25905,0,9,12,36,26,15,8,3,4,110,0,0,5,12,6,15,12,10,0,53,0,0,0,11,18,50,94,81,35,294,0,0,4,0,0,0,0,0,0,4,0,0,10,42,11,5,0,0,0,81,0,3,0,20,27,47,28,10,3,132,3,7,16,69,26,43,43,11,0,220,0,0,0,0,3,9,18,10,6,43,0,0,11,47,34,78,65,32,14,280,0,0,0,7,3,0,0,3,0,18,0,0,0,19,0,0,0,0,0,20,0,0,0,7,4,12,28,31,11,96,6,58,118,202,81,73,45,10,0,601,0,0,3,17,15,15,28,8,5,83,15,60,89,177,55,46,14,4,0,440,0,0,0,0,3,0,0,0,0,8,11,14,47,106,44,58,25,7,0,317,0,0,3,45,23,72,68,26,8,234,0,10,13,29,27,18,7,0,0,107,0,0,0,11,13,29,47,28,17,138
SED26005,0,24,32,48,26,12,8,5,3,155,0,5,4,16,8,10,5,11,0,64,0,0,0,18,13,34,67,43,6,186,0,0,5,6,5,0,0,0,0,10,0,7,17,56,41,8,3,0,0,137,0,0,5,32,21,13,20,5,0,101,3,14,30,78,39,42,27,3,0,240,0,0,3,0,4,5,22,14,0,43,0,4,17,103,69,146,87,26,11,466,0,0,6,17,4,7,4,0,0,36,0,0,5,33,4,6,3,0,0,50,0,5,0,4,9,14,38,24,9,107,18,158,224,340,148,111,42,12,0,1044,0,0,0,16,17,11,7,5,0,52,13,124,134,256,44,31,10,7,0,619,0,0,0,5,0,0,0,0,0,11,5,41,76,248,125,112,36,10,0,658,0,4,3,26,27,29,31,8,0,126,0,22,37,90,48,68,16,4,0,285,0,7,7,13,28,47,36,10,0,158
SED26102,0,0,0,0,0,0,0,0,0,3,0,8,0,16,14,21,23,11,11,101,0,5,3,21,15,43,160,136,57,443,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,9,0,0,5,15,4,16,4,3,0,38,0,0,0,0,0,3,13,23,3,48,0,0,0,7,5,13,18,5,5,46,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,11,0,0,0,9,8,18,53,40,17,151,0,11,10,89,80,107,87,50,13,451,0,0,0,0,3,9,11,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,10,0,8,7,20,5,0,0,0,0,45,0,0,0,5,0,3,12,5,0,27,0,0,0,0,0,3,0,0,0,9,0,6,3,18,23,43,65,50,12,225
SED26207,0,4,10,14,9,7,0,0,0,36,0,5,3,44,15,9,9,8,9,96,0,12,11,58,33,188,457,506,287,1546,0,0,4,6,0,0,0,0,0,16,0,4,4,10,3,0,0,6,0,27,0,0,4,20,28,32,32,13,0,130,0,4,5,62,22,16,14,10,0,141,0,0,0,3,10,18,71,88,28,214,0,0,0,6,3,9,4,4,0,22,0,0,0,0,4,0,0,0,0,4,0,0,5,20,0,0,0,0,0,24,0,0,0,3,3,3,10,12,8,35,0,25,33,82,47,28,18,10,0,244,0,0,0,16,18,36,49,32,7,158,0,8,24,53,8,0,0,0,0,97,0,0,0,0,3,0,0,0,0,8,0,7,13,62,22,16,24,11,0,154,0,0,0,17,7,21,29,17,8,93,0,0,0,6,0,0,0,0,0,5,0,0,3,16,16,23,21,13,4,94
SED26303,0,0,0,9,0,10,3,0,0,23,0,0,4,83,37,22,14,10,0,171,0,0,0,70,27,70,118,180,137,615,0,3,8,16,10,3,3,0,0,41,0,5,4,12,4,0,0,0,0,27,0,0,0,16,23,32,42,38,12,165,0,0,7,81,23,13,11,10,3,151,0,0,0,0,0,9,9,6,6,34,0,0,0,13,5,0,0,0,3,27,0,0,0,3,3,0,0,0,0,4,0,4,19,57,0,0,0,0,0,77,0,0,0,18,10,12,4,5,0,51,0,11,18,390,130,67,30,13,0,666,0,0,0,17,11,21,42,26,5,127,0,0,0,31,9,0,0,0,0,49,0,0,0,7,5,0,0,0,0,14,0,3,10,54,6,0,3,0,0,81,0,0,0,22,3,8,9,0,4,40,0,0,0,0,0,4,0,0,0,4,0,10,3,60,31,31,17,3,0,157
SED26406,0,0,9,15,0,3,0,0,0,25,0,0,0,85,20,15,3,4,8,132,0,0,10,46,18,44,87,126,88,421,5,13,20,33,15,7,3,0,0,95,5,10,28,153,35,14,13,3,0,261,0,0,6,6,9,5,10,3,0,34,0,17,140,360,53,43,39,14,3,665,0,0,0,3,4,4,7,4,4,26,0,0,15,66,8,26,8,14,4,140,0,0,8,10,8,6,7,3,0,31,0,0,73,136,9,0,0,0,0,224,0,0,0,6,4,10,14,3,3,40,3,29,46,181,96,75,47,10,0,486,0,0,0,4,3,0,6,0,0,14,4,8,28,108,11,6,0,0,0,167,0,0,0,0,0,0,0,0,0,6,3,16,30,158,26,24,12,3,0,271,0,0,0,21,13,14,40,18,4,115,0,0,0,0,0,4,0,0,0,6,0,0,3,18,19,23,13,12,6,95
SED26504,0,0,0,4,3,5,0,0,0,10,0,0,4,19,9,7,0,5,0,37,0,0,0,9,7,27,112,120,67,345,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,13,18,117,15,13,10,0,0,184,0,0,0,0,0,3,11,4,0,18,0,0,0,4,0,0,0,0,0,12,0,3,0,8,0,0,0,0,0,19,0,0,12,51,0,0,0,0,0,61,0,0,0,3,3,20,46,47,12,122,0,9,22,61,59,53,42,23,7,274,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22,0,0,0,3,4,0,0,0,0,11,0,29,8,66,13,3,3,0,0,120,0,0,0,3,0,0,3,5,0,12,0,0,3,0,0,0,0,0,0,5,0,4,0,7,16,17,23,30,5,107
SED26603,0,6,6,46,39,24,16,6,3,139,0,7,0,53,16,11,8,0,3,110,0,6,9,118,68,184,289,357,315,1346,0,0,10,13,11,3,0,0,0,38,0,4,7,29,3,3,0,0,0,54,6,8,20,147,152,152,117,50,11,659,3,13,18,122,19,22,19,0,0,220,0,0,0,0,4,15,46,45,36,140,0,0,4,31,4,8,5,3,0,52,0,0,0,5,5,4,3,0,0,15,0,12,540,891,26,3,10,0,0,1487,0,0,0,7,5,0,5,3,0,30,5,19,33,332,89,62,17,7,0,559,0,0,0,9,8,12,8,13,5,54,12,59,67,400,42,9,4,0,0,587,0,0,0,4,4,0,0,0,0,9,5,19,21,164,33,22,14,8,0,286,0,0,0,22,10,18,21,10,8,92,0,0,0,0,9,3,0,0,0,18,0,4,0,41,12,14,13,6,7,97
SED26708,0,0,0,0,0,0,0,0,0,0,0,5,6,27,10,16,6,10,0,72,0,0,0,10,0,4,21,19,8,69,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,3,0,0,0,29,0,0,0,0,0,12,9,11,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,27,0,0,0,0,0,29,0,0,0,7,15,16,53,46,9,148,0,21,28,129,88,96,49,21,3,435,0,0,0,0,7,4,3,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,7,0,15,17,64,10,3,3,0,0,112,0,0,0,0,4,4,7,0,0,17,0,0,4,23,0,0,0,0,0,30,0,0,0,13,10,22,27,22,5,102
SED26806,0,0,0,5,0,0,0,0,0,8,0,3,11,423,22,14,17,3,6,498,0,4,3,164,23,15,26,21,8,272,7,12,4,62,18,7,4,0,0,125,6,5,11,68,7,3,0,0,0,92,0,0,0,13,9,3,7,0,0,36,3,3,40,257,56,40,33,10,0,454,0,0,0,0,4,7,9,0,0,22,0,0,5,45,8,8,6,3,0,72,0,0,4,0,0,0,5,0,0,12,0,0,36,62,4,0,0,0,0,95,0,0,4,34,8,7,19,3,3,81,7,21,66,611,145,113,70,26,4,1048,0,0,0,20,3,0,4,0,0,35,0,0,10,52,0,0,0,0,0,67,0,0,0,5,7,4,0,0,0,16,0,7,10,188,25,7,0,5,0,245,0,0,0,37,5,24,30,21,7,127,0,0,0,0,0,0,0,0,0,0,0,0,3,130,32,20,17,21,5,235
SED26903,0,3,7,27,19,16,0,3,0,73,0,0,0,49,17,16,13,3,0,96,0,6,3,134,53,132,261,377,288,1248,4,11,0,22,3,3,0,0,0,41,0,4,6,29,6,0,0,0,0,39,0,0,4,41,65,75,56,40,8,285,0,3,25,120,26,26,20,11,0,227,0,0,0,4,0,18,28,26,4,83,0,0,0,21,3,5,6,0,0,38,0,0,0,5,5,0,0,0,0,8,3,0,153,345,11,0,0,0,0,524,0,0,0,5,6,0,6,7,3,31,3,8,24,304,102,57,23,4,0,526,0,0,3,41,37,71,103,67,27,343,3,12,32,113,7,3,0,0,0,170,0,0,0,10,4,3,0,0,0,23,4,21,20,137,30,26,20,3,0,268,0,0,0,5,4,0,5,3,6,32,0,0,0,6,4,3,0,0,0,12,0,0,0,42,13,18,6,5,0,88
