AUS_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
AUS,4638004,3037348,3624760,3487670,3246908,3010014,2459233,1376519,542342,25422788
