CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED326,22,22,48,68,92,138,200,306,181,1077,28,18,42,85,218,475,793,676,260,2595,539,1866,2229,2086,2090,1623,1061,570,316,12380,4,8,13,41,93,127,217,263,164,930,727,737,1036,1329,1563,1636,1481,975,654,10138,14449,6578,7332,8376,6586,4602,3079,1273,316,52591,1290,775,820,882,778,632,545,415,329,6466,17808,10380,12051,13719,12544,10901,9879,6079,2736,96097,35,145,457,1046,2196,3754,5273,3971,1684,18561,2346,1980,2401,2657,2410,2018,1963,1118,401,17294,35,44,125,298,660,1154,1820,1485,515,6136,4,5,14,5,20,50,212,567,691,1568,63,134,305,679,1478,2136,2690,1870,500,9855,74,65,108,256,682,1529,2675,2594,1164,9147,41,43,77,105,186,286,461,582,326,2107,70,34,67,155,396,831,1428,1248,452,4681,1175,2907,3449,3398,3396,2654,1772,965,445,20161,12,12,21,77,190,304,523,607,276,2022,1932,1428,1726,2200,2662,2790,2557,1640,949,17884,29075,14184,14750,16757,13207,9005,5743,2269,578,105568
CED327,12,16,39,69,106,131,182,160,84,799,29,23,31,73,225,389,507,315,107,1699,411,1588,1784,1759,1632,1278,686,334,221,9693,5,6,15,36,90,139,203,168,83,745,694,641,929,1234,1360,1437,1138,595,374,8402,16679,8116,8935,9063,6075,4241,2445,670,119,56343,1975,1100,1187,1174,871,615,478,271,211,7882,20804,11986,13514,14398,11583,9901,7575,3343,1297,94401,40,116,380,866,2006,3147,3849,2186,775,13365,2906,2127,2390,2553,2161,1831,1412,722,187,16289,27,51,101,276,556,904,1237,767,226,4145,3,5,6,5,23,38,192,440,399,1111,68,138,351,895,1755,2509,2648,1275,298,9937,74,79,104,247,631,1307,1962,1395,565,6364,32,28,75,142,192,283,397,329,158,1636,65,44,72,131,372,730,976,648,182,3220,937,2536,2925,2892,2701,2085,1223,592,318,16209,15,11,34,68,172,328,476,358,157,1619,1822,1243,1593,2139,2345,2478,2071,1071,541,15303,33348,17450,18156,18179,12450,8423,4713,1402,218,114339
CED328,11,14,30,30,62,47,79,119,102,494,16,20,12,27,65,151,261,293,146,991,320,2277,1764,1537,1331,863,556,321,252,9221,0,0,10,18,43,49,86,143,85,434,521,969,931,1155,1205,1087,1060,701,484,8113,12629,8817,6655,8057,7229,4400,2804,1186,286,52063,707,662,568,549,558,415,332,237,193,4221,14689,13222,10248,12080,11618,8381,6971,4178,1975,83362,29,117,272,537,1187,1939,2692,2159,1092,10024,1469,2324,1804,1957,1888,1314,1187,690,244,12877,41,64,96,292,621,908,1382,1084,431,4919,0,4,0,0,11,12,131,393,505,1056,61,120,171,337,660,889,1207,907,289,4641,40,60,61,126,412,829,1560,1624,851,5563,20,27,46,56,118,130,219,252,162,1030,45,40,41,64,132,292,482,552,229,1877,700,3406,2823,2537,2237,1483,957,570,357,15070,6,7,13,31,86,123,222,304,164,956,1323,1625,1481,1877,2031,1928,1876,1208,690,14039,25647,19304,13881,15919,14458,8590,5181,2141,490,105611
CED329,3,12,19,38,60,114,235,229,147,857,15,20,15,64,214,614,842,609,168,2561,387,1116,1175,1322,1699,1884,1137,493,231,9444,3,7,9,32,74,170,264,258,141,958,488,421,505,796,1192,1771,1537,785,367,7862,8876,4386,3810,4745,5616,5649,4113,1492,357,39044,1244,654,639,758,969,989,859,542,315,6969,11506,6889,6459,8242,10567,12733,11936,6247,2300,76879,23,94,270,700,1952,4581,6633,4268,1401,19922,1590,1237,1259,1630,1863,2236,2238,1075,306,13434,25,25,60,188,557,1293,2380,1651,437,6616,3,0,0,13,19,85,254,545,545,1464,58,93,158,323,804,1844,2637,1689,447,8053,55,53,82,142,502,1589,3028,2513,1034,8998,14,22,34,69,130,271,503,516,239,1798,41,35,29,124,410,1159,1737,1288,327,5150,847,1848,1904,2223,2892,3240,2223,928,351,16456,6,19,14,63,146,354,664,611,270,2147,1238,880,860,1345,2099,3241,2960,1498,590,14711,18062,9625,7844,9052,11045,10779,8299,3124,616,78446
CED330,13,16,31,51,101,113,187,160,113,785,33,14,24,79,235,491,599,401,114,1990,583,1631,1785,1986,1874,1480,875,342,185,10741,9,0,13,31,85,129,206,173,90,736,771,642,880,1225,1492,1534,1181,569,253,8547,14484,6956,6639,7081,6722,5074,2810,984,204,50954,1729,1057,1019,1129,1085,832,591,325,167,7934,18441,10770,10984,12375,12971,11562,8783,4110,1401,91397,37,124,414,1050,2473,4318,5170,2865,901,17352,2690,1892,2113,2544,2463,2220,1737,820,184,16663,35,47,141,278,736,1281,1701,1110,267,5596,6,0,7,8,21,55,181,380,309,967,68,128,255,509,1210,1946,2376,1314,307,8113,79,73,100,179,581,1348,2363,1685,671,7079,31,35,50,98,182,277,424,359,168,1624,71,31,56,156,435,904,1244,877,220,3994,1253,2588,2721,3089,3128,2546,1678,653,263,17919,18,12,27,56,169,281,501,416,158,1638,1934,1269,1398,1980,2592,2804,2250,1092,393,15712,29309,14599,13349,14347,13886,10348,5727,2003,370,103938
CED394,0,0,3,0,8,14,16,0,7,48,0,0,7,6,23,63,61,8,5,173,25,165,216,170,181,179,104,6,6,1052,0,0,0,5,10,17,14,8,3,57,21,59,86,87,109,176,115,11,0,664,490,364,652,343,312,422,304,47,0,2934,124,199,380,267,232,217,127,28,5,1579,680,777,1345,885,887,1170,870,160,25,6799,3,7,33,80,160,444,484,117,13,1341,87,109,187,160,137,194,172,25,5,1076,0,6,4,19,45,106,163,45,3,391,0,0,0,0,0,8,11,8,6,33,0,0,20,32,74,163,204,70,6,569,0,5,9,24,49,165,249,80,13,594,0,0,7,7,13,21,40,10,3,101,0,3,11,17,45,116,139,31,3,365,68,248,363,339,327,333,202,25,6,1911,0,0,0,10,18,38,44,18,8,136,65,107,137,162,204,318,253,33,3,1282,990,705,1300,787,642,893,711,136,10,6174
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,13,5,0,0,0,0,0,22,0,9,13,7,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,10,0,0,0,0,41
CED401,18,22,34,53,57,93,128,107,137,649,15,15,25,42,96,269,404,341,193,1400,175,1757,2349,1539,1454,1346,919,525,493,10557,0,3,9,24,53,98,177,202,198,764,415,726,1227,1156,1229,1527,1323,796,757,9156,12258,10032,13019,9506,6833,5303,3257,1238,419,61865,787,854,947,782,711,606,510,300,217,5714,14129,13822,18114,13855,11439,10790,8901,5142,3182,99374,25,115,354,668,1479,2941,3870,2879,1823,14154,1390,1873,2584,2113,1759,1676,1457,784,368,14004,33,41,134,240,523,972,1445,1091,487,4966,0,0,5,8,16,71,207,584,1016,1907,40,140,302,647,1178,1979,2317,1546,755,8904,47,49,111,157,497,1149,1989,1730,1303,7032,36,35,65,106,135,214,321,267,236,1415,26,31,54,83,195,558,766,659,360,2732,374,2568,3887,2814,2674,2477,1562,831,669,17856,4,3,24,41,124,271,462,441,332,1702,1131,1251,1935,2004,2255,2762,2376,1346,1077,16137,24737,20778,27547,19779,14093,10398,6110,2287,733,126462
CED402,17,17,13,42,68,111,187,176,121,752,16,21,20,67,220,453,632,485,169,2083,310,1363,1696,1566,1700,1736,1016,512,307,10206,0,0,23,39,75,135,175,228,159,834,488,464,762,918,1220,1491,1203,655,398,7599,11446,5339,5503,5598,5903,5488,3878,1647,447,45249,1260,728,667,703,931,926,873,586,335,7009,14306,8408,9061,9571,11096,12397,10996,6438,2816,85089,36,118,328,827,2051,4463,5819,4141,1758,19541,2234,1837,1984,2084,2199,2394,2150,1133,355,16370,33,35,64,228,529,1136,1887,1389,468,5769,0,3,0,4,18,69,234,587,690,1605,54,126,218,470,1247,2367,3358,2133,704,10677,34,52,78,166,566,1556,2779,2359,1121,8711,31,36,28,84,141,285,436,393,202,1636,52,34,42,126,390,922,1348,983,341,4238,682,2088,2586,2580,2844,2962,1943,853,425,16963,4,10,32,49,151,345,537,533,285,1946,1280,904,1196,1494,2127,2777,2329,1156,608,13871,22854,12075,11805,11412,12189,11281,7851,3116,801,93384
CED403,8,16,21,33,49,80,166,174,172,719,28,8,18,45,105,277,527,438,288,1734,211,1629,1737,1503,1475,1404,1030,589,570,10148,4,4,9,23,49,112,192,242,278,913,456,711,955,1086,1281,1572,1497,919,816,9293,11354,7143,7981,7872,6668,5567,3849,1659,612,52705,625,533,549,544,580,628,545,364,269,4637,13210,10426,11686,11856,11261,11454,10741,6624,4008,91266,13,87,298,602,1466,3149,4888,3954,2521,16978,1465,1684,1983,2014,1888,1899,1863,1086,515,14397,30,42,90,230,522,1165,1959,1496,785,6319,0,0,3,9,19,63,243,649,1071,2057,39,105,203,439,914,1638,2395,1790,810,8333,50,64,77,153,473,1193,2350,2388,1765,8513,28,29,43,63,105,195,362,370,282,1477,57,22,46,84,182,493,903,796,490,3073,420,2334,2808,2492,2558,2388,1774,940,774,16488,4,10,24,45,122,257,477,539,447,1925,1087,1199,1476,1810,2191,2759,2672,1568,1170,15932,22872,15072,16370,15630,13375,10766,7247,3012,985,105329
CED404,14,17,28,44,85,157,221,210,107,883,16,13,27,64,229,559,695,486,185,2274,244,1204,1606,1414,1672,1752,1057,499,281,9729,4,8,15,37,74,162,206,254,124,884,462,444,684,829,1128,1480,1164,671,444,7306,11465,5217,5697,5206,5673,5263,3728,1519,420,44188,1495,784,870,821,944,1051,836,589,288,7678,14537,8194,9536,9182,10880,12531,10889,6321,2549,84619,37,110,408,835,2248,4915,6122,4223,1619,20517,2220,1792,2129,2100,2202,2677,2312,1283,372,17087,25,26,86,164,471,1204,1929,1471,464,5840,0,3,3,3,20,83,258,623,631,1624,74,121,301,565,1351,2962,3703,2397,724,12198,76,58,87,196,632,1787,2745,2367,1088,9036,34,30,51,91,175,352,481,483,220,1917,52,29,56,115,421,1110,1519,1066,355,4723,504,1906,2508,2295,2854,3100,2013,876,412,16468,6,13,23,51,145,374,537,575,254,1978,1165,894,1154,1371,2098,2851,2260,1238,663,13694,23036,11318,12001,10870,11563,11064,7568,3038,729,91187
CED405,16,18,29,54,77,126,154,194,168,836,12,7,25,58,152,338,493,411,240,1736,194,1251,1728,1420,1428,1475,944,555,532,9527,4,3,15,22,66,117,193,276,218,914,409,550,951,976,1249,1572,1354,896,763,8720,10916,6509,8199,7477,6728,5613,3467,1502,471,50882,823,604,651,665,686,673,511,360,169,5142,12902,9332,12090,11405,11451,11834,9799,6264,3391,88468,20,105,299,637,1626,3639,4820,3868,2273,17287,1604,1593,2062,2052,1886,1831,1642,980,421,14071,29,33,105,234,505,1144,1733,1295,641,5719,3,4,4,8,22,65,201,657,1020,1984,56,100,240,509,1182,2170,2645,1945,882,9729,34,51,69,133,490,1367,2256,2194,1545,8139,36,50,56,93,157,271,369,389,293,1714,37,25,45,100,260,653,956,782,436,3294,395,1959,2627,2406,2570,2541,1599,912,736,15745,12,15,20,45,144,311,462,550,397,1956,1067,977,1457,1580,2119,2796,2378,1516,1109,14999,21861,13878,17112,15142,13428,11151,6452,2780,858,102662
CED406,20,20,35,58,77,105,198,181,115,809,31,18,25,59,187,442,618,512,193,2085,406,1856,2319,2132,1852,1658,1044,434,251,11952,7,11,16,29,68,156,228,241,159,915,656,693,1091,1312,1498,1710,1511,720,410,9601,11300,5761,6123,6175,5567,4627,3052,1103,276,43984,1032,590,570,669,632,630,454,309,155,5041,14194,9301,10664,11248,10880,11147,10005,5128,2181,84748,34,112,453,1045,2162,3912,5551,3568,1520,18357,2240,1965,2624,2857,2259,2275,2028,1008,306,17562,41,39,100,253,561,1143,1882,1165,451,5635,4,3,9,4,22,54,224,480,623,1423,65,129,259,641,1288,2407,3156,1765,569,10279,59,57,81,202,517,1464,2585,1999,980,7944,47,54,56,100,147,235,423,407,237,1706,67,32,61,114,309,747,1235,954,369,3888,844,2865,3549,3423,3062,2721,1866,749,369,19448,8,12,25,51,166,319,566,536,300,1983,1707,1300,1673,2079,2480,2941,2642,1275,596,16693,22812,12609,13132,12880,11668,9161,5864,2105,487,90718
CED407,19,16,30,40,61,119,167,186,129,767,16,11,17,49,137,316,475,412,147,1580,317,1486,1731,1638,1581,1379,960,536,325,9953,9,10,14,25,45,113,170,231,159,776,620,634,858,1157,1363,1499,1343,818,476,8768,12418,6797,7613,7483,5846,4724,3063,1269,275,49488,900,608,649,725,640,568,438,345,207,5080,14975,10014,11468,11924,10976,10624,9376,5792,2285,87434,22,99,354,788,1927,3521,4902,3950,1561,17124,2059,1862,2254,2308,2084,1845,1727,1042,319,15500,16,38,74,222,496,1007,1587,1262,462,5164,0,3,6,11,11,54,186,591,639,1501,61,114,299,764,1453,2364,3048,2017,643,10763,52,43,96,183,569,1354,2221,2160,1027,7705,46,36,57,73,137,245,359,383,244,1580,50,33,48,87,256,566,910,859,297,3106,641,2253,2798,2774,2668,2222,1610,843,462,16271,11,9,20,43,107,250,428,485,291,1644,1618,1177,1382,1905,2336,2620,2377,1409,749,15573,25176,15236,16164,15543,12216,9320,5730,2347,517,102249
CED408,13,11,20,45,61,89,152,163,109,663,12,14,14,42,122,335,600,472,189,1800,313,1406,1591,1715,1805,1665,1174,545,268,10482,3,4,7,18,62,117,220,253,158,842,542,610,775,1048,1404,1678,1696,867,427,9047,11984,5776,4789,6183,6627,6077,4630,1743,380,48189,1002,565,531,616,722,793,756,408,194,5587,14558,8774,8131,10348,11950,12847,12833,6726,2514,88681,27,104,290,790,1909,4004,6338,4495,1681,19638,2019,1657,1767,2086,2204,2227,2308,1199,353,15820,37,39,78,239,588,1344,2278,1625,491,6719,0,0,0,4,17,52,215,579,666,1533,55,102,159,369,911,1813,2827,1918,581,8735,58,50,83,136,451,1430,2900,2655,1200,8963,25,23,36,79,111,212,379,357,199,1421,40,34,39,67,223,633,1166,958,376,3536,622,2223,2469,2646,2987,2820,2148,996,382,17293,7,11,10,36,132,274,561,591,305,1927,1364,1068,1211,1682,2337,2987,3061,1577,667,15954,23996,12402,10042,12313,13492,11971,8975,3482,688,97361
CED409,17,28,58,57,102,140,203,191,135,931,23,13,35,93,302,607,684,494,195,2446,571,2088,2952,2320,2261,1986,1028,500,295,14001,9,0,18,36,101,154,193,201,138,850,861,688,1298,1397,1569,1778,1147,707,439,9884,15434,7472,8205,6635,5063,3907,2052,817,230,49815,1723,998,1068,853,816,714,512,348,225,7257,19693,11915,14264,12230,11216,11068,7854,4693,2085,95018,44,164,628,1303,2666,4817,4899,3467,1472,19460,3224,2603,3336,2994,2572,2728,1997,1084,362,20900,27,39,112,242,575,1127,1395,967,380,4864,0,9,8,12,34,81,273,556,609,1582,68,193,473,1035,1948,3236,3290,1908,645,12796,81,87,160,264,786,1629,2203,1780,912,7902,49,51,93,111,183,311,414,392,213,1817,64,48,82,169,520,1126,1313,955,329,4606,1127,3302,4607,3834,3726,3374,1823,802,393,22988,19,10,31,82,198,388,491,433,235,1887,2219,1419,2115,2320,2705,3186,2104,1144,643,17855,30683,16233,17243,14093,10955,8203,4067,1540,467,103484
CED410,20,13,30,32,40,70,138,179,141,663,24,7,12,45,84,215,422,424,252,1485,236,1373,1585,1327,1402,1216,896,656,507,9198,5,3,6,11,48,88,186,249,226,822,489,661,884,1007,1244,1397,1513,1108,691,8994,12892,7678,8848,9194,7663,6119,4100,1885,611,58990,693,569,555,576,640,543,481,472,373,4902,14847,10665,12291,12913,12273,11498,10559,7584,4085,96715,22,86,257,515,1361,2744,4442,4368,2473,16268,1524,1656,1779,1781,1762,1523,1605,1123,496,13249,30,43,78,226,526,1037,1704,1551,722,5917,0,0,6,5,17,53,219,693,1089,2082,37,106,199,554,1072,1710,2395,2098,859,9030,42,54,70,136,453,1179,2168,2514,1667,8283,38,36,59,64,111,183,306,407,272,1476,37,29,31,76,155,422,764,813,450,2777,423,2117,2548,2256,2458,2103,1503,1026,683,15117,10,4,17,25,99,220,424,551,422,1772,1149,1165,1405,1701,2219,2508,2573,1856,1040,15616,26004,16767,18163,18246,15115,11734,7522,3497,1072,118120
CED494,0,0,0,0,0,0,4,0,0,4,0,7,3,5,7,13,14,0,0,49,17,65,77,59,39,34,20,6,0,317,0,0,0,3,8,3,0,0,0,14,5,23,34,17,20,33,21,4,0,157,125,83,123,75,60,79,39,6,5,595,42,37,73,79,46,37,22,3,0,339,197,214,305,245,178,197,141,26,10,1513,0,5,17,21,40,74,81,19,5,262,41,69,65,51,48,31,31,9,0,345,0,0,0,4,7,19,29,4,3,66,0,0,0,0,0,0,0,4,0,4,0,0,8,4,31,37,49,8,0,137,5,0,6,0,9,28,36,9,4,97,0,0,0,0,5,7,8,0,0,20,0,7,3,7,7,24,24,6,0,78,28,104,132,103,92,75,38,6,0,578,0,0,3,4,9,7,11,0,0,34,15,43,48,31,63,76,42,8,0,326,248,170,265,197,167,172,97,21,4,1341
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
CED501,7,13,29,58,74,120,171,153,84,709,25,22,28,58,184,388,511,411,127,1754,507,1817,2483,2153,1828,1344,697,289,142,11260,0,4,11,20,76,128,158,151,88,636,706,707,1057,1232,1348,1367,957,544,238,8156,15464,6982,7983,7937,6353,4313,2269,836,204,52341,1585,932,1005,930,869,653,446,343,229,6992,19305,10863,13245,13219,11859,9901,7174,3951,1466,90983,31,145,469,1037,2123,3477,3813,2710,934,14739,2874,1880,2452,2378,2012,1635,1227,655,169,15282,45,43,129,275,611,1044,1304,930,305,4686,0,0,0,9,13,61,136,348,267,834,61,128,313,651,1389,2112,2189,1314,373,8530,55,48,96,189,560,1261,1756,1595,594,6154,33,26,62,96,151,249,335,336,173,1461,54,32,65,114,322,732,985,839,262,3405,1095,2763,3780,3367,2927,2238,1201,529,190,18090,4,7,25,51,137,276,381,390,163,1434,1835,1259,1676,1923,2259,2368,1695,974,396,14385,31224,15226,16355,16125,13047,8797,4359,1601,372,107106
CED502,17,24,33,56,73,122,174,140,81,720,28,6,34,67,181,385,520,326,107,1654,359,1580,2040,1686,1431,1237,690,267,102,9392,9,4,6,52,75,96,177,152,74,645,696,622,959,1214,1163,1241,944,525,206,7570,16341,7277,9451,9554,5765,3865,2368,749,200,55570,1661,916,1036,1011,788,610,461,325,209,7017,19895,10835,14034,14600,10672,9131,7289,3728,1437,91621,35,105,397,854,1736,2860,3601,2383,845,12816,2343,1762,2184,2247,1801,1564,1305,608,160,13974,35,51,114,245,444,811,1200,786,237,3923,4,9,7,8,10,44,131,325,276,814,64,126,328,982,1698,2398,2630,1329,394,9949,48,40,96,257,582,1250,1872,1400,570,6115,50,33,63,111,136,231,370,321,148,1463,50,23,57,129,329,687,991,666,214,3146,794,2412,3123,2790,2373,1965,1142,448,145,15192,12,6,18,76,143,215,408,372,136,1386,1741,1154,1520,2049,2131,2182,1667,889,339,13672,33077,15540,18847,20023,12361,7925,4566,1532,350,114221
CED503,12,14,20,38,56,86,209,224,98,757,29,11,19,51,127,359,606,523,192,1917,311,1336,1738,1550,1462,1376,921,408,185,9287,3,7,13,23,68,135,219,244,134,846,541,497,707,902,1093,1303,1247,711,331,7332,12146,5676,5744,5967,5637,4939,3495,1333,275,45212,1224,732,669,732,822,782,641,503,338,6443,14969,8605,9309,9854,10309,10745,10067,5780,2108,81746,28,112,294,723,1671,3427,5348,4028,1402,17033,1999,1394,1639,1754,1654,1696,1676,966,263,13041,26,34,91,231,505,1143,1882,1515,442,5869,0,5,3,5,8,47,191,414,382,1055,58,129,191,441,977,1811,2641,1762,499,8509,40,36,74,134,453,1212,2509,2229,911,7598,29,19,30,67,105,201,426,506,227,1610,46,19,39,93,226,654,1224,1094,369,3764,720,2037,2592,2449,2357,2244,1634,764,274,15071,9,11,21,55,134,268,521,581,260,1860,1390,938,1093,1428,1817,2280,2248,1302,521,13017,24069,11823,11346,11820,11316,9773,6674,2678,542,90041
CED504,15,18,29,39,86,110,165,185,102,749,13,6,25,46,134,361,461,376,132,1554,298,1323,1677,1478,1337,1284,775,359,187,8718,3,3,14,20,68,123,171,209,132,743,522,542,787,1000,1137,1434,1205,710,391,7728,13129,7412,9459,8495,6605,5195,3225,1212,291,55023,1321,782,959,901,785,716,533,364,138,6499,15839,10489,13440,12680,11288,11010,9184,5066,1937,90933,26,90,318,644,1469,3031,4133,3000,1214,13925,1688,1601,1907,1936,1725,1692,1451,785,242,13027,38,33,94,209,446,955,1408,1025,326,4534,0,3,8,10,20,61,175,533,532,1342,38,92,243,636,1315,2343,3142,1850,501,10160,38,38,69,165,518,1265,2117,1784,750,6744,41,30,47,89,158,249,399,391,186,1590,32,15,65,97,252,640,935,756,264,3056,598,2046,2655,2473,2230,2080,1295,592,273,14242,4,3,18,43,134,294,427,456,243,1622,1231,1037,1314,1691,1962,2543,2171,1239,602,13790,26780,15794,19470,17331,13415,10364,6127,2402,528,112211
CED505,13,9,17,20,48,59,95,97,113,471,12,11,20,26,72,161,302,365,226,1195,236,1567,1609,1251,1094,927,614,376,276,7950,9,4,13,13,36,53,107,173,184,592,441,634,769,811,949,1105,1055,802,595,7161,12485,7602,8460,8773,7987,5586,3725,1738,540,56896,759,706,845,680,641,588,576,429,347,5571,14444,10945,12214,12230,11890,10041,8655,5817,3173,89409,30,101,263,429,1065,2048,3167,2953,1633,11689,1352,1661,1751,1628,1612,1282,1145,734,334,11499,36,51,109,231,593,1051,1533,1384,640,5628,0,5,0,5,6,45,176,548,830,1615,42,97,131,260,456,811,1251,1110,485,4643,27,38,57,110,318,859,1644,1864,1210,6127,26,26,32,57,95,123,186,255,209,1009,36,34,29,45,121,278,554,638,375,2110,474,2361,2476,2098,1920,1535,1069,628,372,12933,6,13,15,30,86,122,275,439,321,1307,1017,1116,1170,1317,1667,1945,1929,1370,884,12415,25495,15798,16771,17047,15513,11068,7004,3134,872,112702
