CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED220,11,7,27,38,19,51,80,114,89,436,7,5,9,18,51,102,189,239,110,730,133,1558,2261,1195,937,786,569,348,211,7998,0,9,7,18,31,38,93,151,130,477,259,605,1120,825,821,932,937,690,481,6670,8575,6823,11132,7779,6752,4903,3034,1391,406,50795,568,617,1032,672,594,527,436,376,322,5144,9893,9954,16309,11258,10165,8617,7177,4763,2428,80564,9,58,265,380,795,1614,2530,2307,1229,9187,996,1551,2827,1957,1446,1128,1031,667,256,11859,19,41,126,213,467,865,1229,1020,442,4422,0,0,0,5,7,26,102,351,531,1022,21,77,186,299,468,826,1191,998,436,4502,26,37,72,118,259,646,1282,1441,886,4767,20,17,58,74,60,132,201,271,179,1012,13,11,24,43,94,196,402,448,207,1438,275,2179,3487,2063,1687,1365,910,538,288,12792,5,9,12,34,72,114,235,341,235,1057,666,989,1737,1410,1491,1678,1628,1178,710,11487,17325,13741,22483,15716,13010,9473,5547,2541,701,100537
CED221,17,22,42,69,74,115,136,112,55,642,7,18,30,42,115,243,338,223,82,1098,287,1350,1768,1472,1406,1029,537,242,144,8235,4,9,13,22,71,123,148,124,77,591,586,571,909,1099,1175,1083,741,381,226,6771,18585,8545,11296,10603,6070,3594,1709,580,135,61117,1691,878,1158,1009,783,551,344,182,85,6681,22091,11892,15965,15419,11011,8289,5434,2591,1031,93723,29,65,359,787,1621,2558,2700,1643,643,10405,2642,1970,2457,2328,1927,1478,1099,515,153,14569,41,40,89,205,403,708,885,562,200,3133,3,5,5,6,14,31,116,254,279,713,67,139,360,1192,1890,2440,2137,1040,252,9517,79,46,97,207,619,1154,1401,1040,398,5041,53,46,66,135,164,269,293,247,103,1376,31,32,51,93,225,445,609,447,146,2079,650,2078,2639,2371,2221,1695,920,407,199,13180,5,13,23,59,140,263,351,302,121,1277,1530,1077,1456,1923,2077,1999,1360,660,323,12405,37543,17804,22456,22129,12709,7402,3323,1092,253,124711
CED222,17,14,19,50,65,102,150,217,175,809,8,14,17,24,83,182,249,255,173,1005,151,1190,1210,1030,1098,1004,684,524,473,7364,5,6,10,26,51,85,177,211,178,749,379,539,780,882,1139,1398,1325,967,620,8029,13075,9056,12320,10214,7827,5295,3296,1433,468,62984,1009,809,1028,865,754,628,515,371,223,6202,15265,12134,15973,13903,12155,10420,8668,5704,2941,97163,28,70,233,465,1093,2237,3206,3079,1767,12178,1777,1877,1955,1674,1551,1447,1244,862,363,12750,22,33,110,168,417,761,1196,974,463,4144,3,0,11,5,12,44,184,650,802,1711,38,85,247,660,1247,2296,2918,2175,901,10567,56,61,85,176,446,1052,1667,1785,1166,6494,37,41,53,98,147,248,375,448,340,1787,21,16,44,66,155,367,549,583,332,2133,341,1779,2041,1799,1849,1743,1137,838,691,12218,8,3,20,48,126,244,418,500,331,1698,937,987,1382,1597,1989,2493,2281,1608,965,14239,26588,19741,27041,20816,15682,10685,6319,2745,845,130462
CED223,11,15,29,49,66,179,227,213,161,950,23,15,32,48,184,412,624,467,172,1977,380,1323,1592,1648,1656,1684,1058,418,279,10038,0,6,12,31,74,146,223,238,158,888,506,454,726,853,1105,1487,1347,783,522,7783,10287,4710,4733,5070,5366,5311,3605,1367,397,40846,1237,758,695,765,908,952,806,561,277,6959,13186,7664,8246,9130,10324,11910,10640,5933,2575,79608,29,79,292,750,1733,3938,5750,3897,1607,18075,2158,1630,1861,2127,2123,2289,2056,1104,385,15733,32,32,73,211,486,1252,1975,1442,496,5999,0,7,6,9,17,73,205,470,508,1295,42,103,179,399,815,1742,2545,1684,551,8060,48,64,82,158,454,1373,2639,2340,1118,8276,33,36,56,79,140,313,475,494,270,1896,46,30,51,109,295,802,1262,994,330,3919,763,2099,2440,2668,2814,2853,1963,823,402,16825,9,9,16,58,140,311,560,593,293,1989,1201,867,1149,1398,1867,2652,2441,1406,778,13759,20426,10388,10094,10148,10791,10524,7374,2746,702,83193
CED224,7,7,13,31,57,90,124,144,138,611,11,5,6,32,73,172,371,336,169,1175,223,1095,1303,1313,1345,1047,714,422,350,7812,5,8,17,25,59,72,150,149,197,682,400,465,705,940,1153,1244,1087,788,530,7312,12353,6056,6809,8486,7569,5004,2906,1207,414,50804,847,500,602,682,656,547,445,340,205,4824,14390,8591,10021,12380,12143,9793,7836,4912,2620,82686,11,68,195,504,1250,2294,3160,2703,1461,11646,1602,1520,1795,2092,1909,1482,1302,779,328,12809,19,26,71,219,526,939,1342,1019,484,4645,0,4,3,10,14,32,129,374,602,1168,49,76,166,378,876,1571,1968,1422,535,7041,54,30,44,123,372,993,1661,1676,1063,6016,21,17,35,69,125,201,303,328,224,1323,20,9,27,55,141,361,655,608,308,2184,443,1631,2005,2137,2222,1737,1145,633,477,12430,8,8,23,37,128,214,381,401,311,1511,1068,879,1058,1551,1918,2135,1859,1269,782,12519,24679,12966,14089,16782,15075,9969,5493,2243,729,102025
CED225,15,13,24,37,69,83,152,172,125,690,18,8,0,24,85,204,362,317,159,1177,294,1403,1627,1539,1357,1074,779,437,360,8870,4,13,5,14,43,79,157,171,175,661,495,561,857,1003,1146,1368,1298,793,568,8089,11876,5715,6162,7507,6919,5232,3100,1179,346,48036,740,510,516,581,597,539,475,285,172,4415,14028,8558,9618,11482,11333,10305,8707,5018,2403,81452,33,75,251,560,1327,2685,4105,3242,1474,13752,1734,1610,1939,2190,1858,1559,1419,776,285,13370,38,36,111,221,525,957,1486,1186,420,4980,5,0,3,4,14,33,167,431,652,1309,39,92,157,350,726,1349,1814,1352,516,6395,49,33,56,129,339,931,1843,1726,946,6052,35,26,54,67,141,190,333,357,207,1410,33,25,18,50,145,362,670,611,265,2179,592,2068,2524,2508,2307,1798,1300,742,477,14316,17,11,7,25,90,190,382,421,305,1448,1156,1061,1354,1711,1959,2391,2281,1367,831,14111,23736,12686,12777,14958,13791,10192,5969,2240,601,96950
CED226,6,6,14,25,43,82,98,113,123,510,10,11,15,21,39,82,195,247,153,773,198,1606,1600,930,963,703,553,407,409,7369,0,8,5,21,31,55,108,159,178,565,359,736,822,690,951,1171,1200,886,765,7580,10963,8234,7093,7871,8519,6103,3614,1531,514,54442,578,597,539,516,621,544,426,299,220,4340,12586,11635,10543,10684,12363,10519,8461,5347,3168,85306,19,77,215,325,936,1946,2940,2704,1731,10893,1360,1884,1952,1487,1581,1337,1231,779,372,11983,16,40,77,176,538,984,1447,1199,578,5055,0,0,4,3,21,32,109,437,885,1491,41,78,136,246,536,1014,1370,1133,534,5088,34,61,66,82,312,812,1583,1625,1241,5816,12,22,39,59,93,178,241,263,233,1140,17,18,34,35,86,174,362,461,290,1477,378,2377,2532,1530,1584,1235,895,619,540,11690,9,7,13,32,75,120,259,350,329,1194,911,1260,1290,1177,1675,2105,2093,1444,1101,13056,21862,17449,14643,14728,15830,11796,6774,2830,855,106767
CED227,15,18,31,51,68,80,127,128,88,606,17,3,17,50,116,226,368,283,91,1171,374,1511,1923,1606,1434,1001,583,294,162,8888,5,0,15,36,88,100,158,136,85,623,596,523,983,1042,1161,1030,778,443,202,6758,16113,6754,9082,8831,5872,3641,2049,744,189,53275,1466,746,889,848,751,586,406,270,165,6127,19463,10019,13663,13482,10612,8044,6162,3402,1271,86118,23,101,343,755,1592,2432,3070,2252,794,11362,2597,1788,2545,2424,1937,1333,1093,648,155,14520,31,39,109,231,455,788,1054,805,270,3782,0,5,11,0,13,29,125,284,258,725,65,110,342,850,1298,1589,1695,1091,269,7309,77,52,81,165,498,991,1417,1330,544,5155,45,31,59,95,116,176,282,279,145,1228,38,12,51,92,208,399,645,552,177,2174,790,2316,2885,2516,2264,1573,972,486,247,14049,13,9,16,61,152,216,323,321,151,1262,1542,1038,1497,1736,1933,1783,1351,774,319,11973,32010,14591,18135,18153,12148,7403,3875,1405,326,108046
CED228,28,16,46,65,78,108,115,113,48,617,13,13,34,58,137,245,344,199,77,1120,309,1338,1699,1473,1268,1029,489,254,176,8035,0,4,12,31,59,109,137,139,74,565,660,559,1009,1180,1165,1142,830,377,215,7137,19996,8128,13737,12322,5825,3891,1836,527,120,66382,2028,936,1442,1249,821,553,388,200,158,7775,23861,11514,18757,17623,10575,8693,5721,2555,1038,100337,25,90,333,834,1565,2651,2841,1671,637,10647,2494,1916,2312,2490,1886,1545,1091,523,146,14403,35,42,84,238,379,713,844,540,150,3025,0,4,5,5,16,39,112,237,243,661,76,137,450,1349,1757,2300,2179,1077,275,9600,75,46,118,265,577,1050,1451,987,383,4952,68,24,71,130,154,228,274,229,95,1273,33,31,60,97,234,451,628,392,134,2060,716,2061,2625,2323,2058,1677,873,401,222,12956,17,8,28,56,130,232,336,271,128,1206,1826,1100,1586,1996,2033,2055,1487,645,304,13032,40010,17922,27084,26365,12313,7698,3596,1046,210,136244
CED229,5,5,32,28,43,68,112,107,70,470,5,6,22,29,80,149,218,178,69,756,127,1473,2708,1680,1251,976,595,280,211,9301,3,3,14,22,39,56,104,96,86,423,249,582,1291,1054,1021,1010,966,582,354,7109,8331,6067,14596,9584,6805,4712,2923,993,274,54285,696,655,1537,1110,797,678,518,391,326,6708,9690,8981,20964,14287,10935,8802,6911,3650,1757,85977,3,67,313,518,999,1757,2394,1807,840,8698,763,1263,3125,2317,1730,1298,1033,512,161,12202,24,29,147,243,519,861,1206,829,283,4141,0,0,8,4,9,35,120,274,386,836,24,53,237,316,502,813,1187,887,321,4340,30,25,83,131,302,742,1395,1180,635,4523,22,20,58,71,106,146,238,238,140,1039,20,8,45,58,156,280,441,352,137,1497,265,2125,4099,2819,2246,1741,1044,463,289,15091,12,8,27,38,93,141,254,248,159,980,590,955,2020,1868,1788,1853,1735,1035,548,12392,16699,12247,29290,19674,13520,9355,5553,1959,487,108784
CED230,9,13,26,46,78,155,240,272,164,1003,16,14,28,75,216,496,723,497,203,2268,322,1273,1692,1509,1737,1764,1124,468,270,10159,0,4,20,38,88,187,223,243,169,972,470,475,700,791,1163,1404,1180,700,428,7311,10807,5042,5964,5141,5314,5172,3508,1519,534,43001,1614,857,916,946,993,1050,932,678,525,8511,14061,8189,9873,9092,10412,12097,10641,6596,3339,84300,24,104,378,809,2059,4531,6085,4343,1964,20297,2319,1899,2134,1931,2142,2512,2246,1227,393,16803,32,32,74,191,484,1266,1951,1514,540,6084,0,3,4,7,35,64,188,491,574,1366,66,121,249,520,1093,2257,3049,2036,634,10025,65,64,87,161,582,1625,2756,2448,1231,9019,46,27,40,73,153,306,516,498,295,1954,37,28,50,129,392,977,1478,1078,368,4537,681,2014,2648,2408,2902,3098,2038,831,364,16984,5,14,26,67,187,397,573,588,310,2167,1168,912,1108,1311,1985,2598,2265,1230,619,13196,21528,11115,12530,10564,10774,10598,7120,3015,948,88192
CED231,6,12,20,35,63,105,140,201,126,708,5,3,19,24,87,152,298,271,128,987,163,1198,1921,1300,1074,965,640,492,357,8110,4,7,12,21,42,72,136,193,159,646,342,509,958,941,1007,1102,1047,811,553,7270,10235,5825,7876,7749,6713,4662,2707,1084,350,47201,718,599,805,703,741,561,452,295,145,5019,11972,8481,12153,11574,10688,9057,7522,4889,2332,78668,19,76,260,496,1079,2203,3323,2932,1508,11896,1432,1457,2382,2096,1587,1280,1140,782,320,12476,25,42,117,231,458,805,1243,1006,417,4344,0,0,3,4,14,28,153,475,645,1322,31,84,175,357,760,1316,1960,1666,627,6976,51,27,69,132,370,923,1644,1637,952,5805,25,22,47,62,107,210,298,396,227,1394,21,12,43,50,134,286,555,551,263,1915,343,1786,3057,2187,1859,1605,1089,740,502,13168,3,10,14,36,84,175,326,433,296,1377,872,950,1527,1539,1705,1944,1848,1318,841,12544,20554,12553,16286,15470,13396,9110,5137,2123,591,95220
CED232,9,21,23,49,69,97,133,143,68,612,12,14,18,38,89,214,385,270,84,1124,380,1323,1570,1652,1520,1080,623,266,166,8580,9,9,14,29,63,82,148,118,70,542,541,552,781,1082,1166,1150,897,433,261,6863,14329,6045,7002,7762,6299,4203,2341,735,135,48851,1353,662,686,808,762,636,469,209,97,5682,17496,8992,10739,12340,11141,9004,6954,3069,1076,80811,42,85,349,739,1573,2771,3519,2118,628,11824,2449,1695,2064,2408,1926,1489,1194,606,136,13967,34,44,90,230,498,902,1258,760,196,4012,0,0,0,4,14,34,118,294,331,795,60,99,224,564,938,1449,1805,965,259,6363,63,49,77,174,400,1017,1631,1290,448,5149,35,36,46,80,145,201,303,276,108,1230,37,24,33,80,164,388,722,511,142,2101,795,1949,2331,2585,2375,1759,1092,457,249,13592,11,16,22,55,115,185,332,313,136,1185,1419,1002,1250,1717,1997,2041,1604,806,387,12223,28970,13196,14118,15828,12797,8496,4609,1471,249,99734
CED233,12,17,48,36,47,65,78,95,77,475,4,16,29,27,47,94,172,140,64,593,97,2877,4678,1854,1031,738,485,259,155,12174,0,11,19,23,25,51,92,102,88,411,204,989,2218,1205,855,873,811,529,315,7999,6698,13446,23309,9618,5360,3680,2112,650,182,65055,718,1535,2683,1244,761,621,432,194,102,8290,7985,19380,33977,14783,8916,7154,5380,2731,1255,101561,11,145,525,535,819,1489,1981,1460,702,7667,746,2503,5224,2706,1412,1078,824,434,160,15087,22,52,222,287,424,708,942,606,216,3479,3,3,9,0,11,32,98,271,317,744,28,121,336,425,549,879,1000,682,303,4323,26,55,150,138,242,611,975,899,509,3605,13,39,98,79,100,166,194,189,119,997,12,36,65,64,99,229,364,255,107,1231,192,4017,7395,3466,1933,1370,785,420,210,19788,6,15,31,62,59,156,237,223,146,935,507,1526,3432,2207,1593,1675,1441,858,472,13711,13323,25917,47837,20653,10965,7357,3960,1310,311,131633
CED234,0,12,12,31,50,88,130,192,154,669,7,4,7,17,56,111,221,312,184,919,187,1154,971,876,1043,857,589,541,431,6649,0,5,12,14,34,78,141,265,213,762,399,518,586,787,1082,1344,1286,1151,828,7981,12031,7307,7855,9234,8181,6234,3921,1800,524,57087,692,511,568,576,642,576,465,407,294,4731,13799,9905,10392,12194,12220,11134,9097,6895,3383,89019,4,63,141,367,1088,2196,3146,3788,2018,12811,1443,1603,1385,1500,1490,1295,1145,961,419,11241,19,33,71,188,508,944,1349,1413,585,5110,0,0,0,0,6,28,134,609,906,1683,27,91,129,354,789,1536,2052,1852,748,7578,31,42,48,112,339,953,1634,2123,1319,6601,12,24,26,59,105,194,273,425,294,1412,18,17,24,38,106,231,428,588,340,1790,426,1778,1601,1486,1741,1402,947,816,591,10788,6,7,15,32,81,175,355,575,387,1633,1016,1007,1002,1388,1931,2365,2261,1877,1309,14156,24249,15900,15883,17642,15902,12072,7166,3480,986,113280
CED235,12,13,26,44,56,119,182,228,134,814,15,14,21,57,164,434,718,470,210,2103,343,1255,1600,1534,1559,1641,1184,507,337,9960,8,6,10,29,78,138,247,251,163,930,421,470,696,846,1049,1459,1429,781,500,7651,9464,4290,4666,4475,4761,4870,3612,1292,316,37746,1258,577,670,746,754,899,851,552,263,6570,12171,6884,8088,8175,9232,11269,10893,5811,2375,74898,22,90,307,691,1654,3936,5816,3983,1596,18095,1954,1359,1805,1831,1736,1995,2072,1100,326,14178,23,32,74,172,472,1118,1977,1435,469,5772,0,4,4,4,14,48,190,433,542,1239,41,89,186,354,834,1753,2766,1869,552,8444,49,36,85,140,428,1379,2779,2306,1126,8328,30,23,41,69,117,259,450,468,231,1688,32,33,43,108,290,823,1378,994,389,4090,766,1940,2421,2410,2534,2702,2018,870,474,16135,12,15,24,52,146,314,601,566,298,2028,1070,882,1108,1341,1709,2560,2533,1432,727,13362,19026,9174,9581,9182,9687,9623,7151,2608,590,76622
CED236,14,10,30,45,82,133,248,292,187,1041,11,13,19,52,177,428,648,463,191,2002,355,1281,1611,1482,1666,1585,1039,499,337,9855,3,12,14,34,78,159,247,250,139,936,507,499,700,856,1145,1358,1129,703,558,7455,10614,5252,5595,5062,5087,4756,3192,1261,352,41171,1447,822,867,897,891,954,835,585,352,7650,13760,8270,9310,9023,10082,11072,9904,5888,2694,80003,33,103,397,808,2089,4145,5672,4291,1842,19380,2298,1732,1955,1884,1946,2126,2053,1122,399,15515,23,42,88,196,505,1111,1810,1445,532,5752,3,5,8,6,11,75,202,520,537,1367,49,124,258,455,1098,1981,2765,1853,566,9149,65,56,88,173,527,1434,2559,2265,1132,8299,32,28,50,69,159,281,491,597,325,2032,26,24,46,110,305,817,1320,1032,348,4028,782,2053,2527,2394,2817,2677,1831,899,479,16459,14,16,32,48,150,354,575,578,252,2019,1238,949,1115,1405,1955,2427,2098,1256,801,13244,21467,11568,11579,10332,10608,9656,6396,2588,674,84868
CED237,10,13,28,49,78,107,170,182,121,758,4,11,19,19,84,220,271,221,110,959,193,965,1334,1237,1106,1153,723,440,312,7463,5,6,12,21,54,79,140,173,108,598,398,491,747,987,1124,1355,1005,679,367,7153,13752,7348,9556,9146,6332,4377,2313,848,215,53887,1208,706,863,814,719,607,442,384,304,6047,16143,9970,13158,13132,10603,9501,7206,4030,1762,85505,18,94,275,639,1413,2752,3510,2518,1079,12298,1768,1606,1940,1846,1411,1263,1103,625,229,11791,31,27,88,175,424,726,996,710,275,3452,0,3,6,10,12,46,153,379,441,1050,57,103,243,742,1383,2340,2770,1698,556,9892,50,41,73,163,488,1094,1627,1389,702,5627,28,24,56,101,175,248,359,374,211,1576,18,19,36,48,172,390,546,456,212,1897,390,1494,2145,2027,1899,1824,1150,653,419,12001,19,11,17,54,109,224,371,397,202,1404,1046,930,1230,1664,2005,2401,1783,1133,549,12741,27913,15723,19790,18989,12812,8749,4615,1681,407,110679
CED238,8,13,26,35,58,129,196,206,151,822,21,7,19,53,149,415,598,410,182,1854,273,1169,1531,1419,1517,1526,930,396,275,9036,3,5,16,22,76,156,213,247,155,893,377,439,688,782,1068,1357,1159,630,435,6935,9930,4738,4978,4920,5388,5401,3772,1528,468,41123,1156,710,634,740,825,885,864,542,336,6692,12406,7483,8280,8556,10016,11711,10494,5927,2849,77722,16,74,286,647,1720,3843,5253,3636,1670,17145,1876,1498,1779,1780,1839,2149,1900,1056,374,14251,20,34,70,201,472,1143,1932,1282,479,5633,0,6,5,6,12,58,185,434,572,1278,44,108,178,369,886,1738,2499,1630,587,8039,53,46,60,121,459,1355,2437,2055,1083,7669,20,30,40,64,129,279,442,382,230,1616,45,19,39,86,264,767,1159,827,356,3562,592,1869,2340,2283,2543,2613,1731,707,370,15048,6,5,26,43,136,351,551,544,291,1953,975,851,1062,1269,1796,2446,2162,1117,632,12310,19992,10395,10656,9996,10882,10778,7532,2956,800,83987
CED239,13,12,27,30,55,78,107,159,138,619,8,8,27,32,58,163,200,195,139,830,174,1621,3566,1975,1262,961,565,425,442,10991,0,0,8,12,34,70,110,165,201,600,355,607,1518,1215,1079,1062,842,720,586,7984,10171,5904,10718,8231,5643,3501,1756,852,382,47158,853,598,1119,783,626,475,347,283,240,5324,12073,9042,17440,13111,9634,7560,5333,4127,2776,81096,14,73,361,612,1150,2124,2377,2406,1803,10920,1402,1644,3257,2599,1591,1196,863,605,325,13482,16,32,157,262,425,688,801,716,500,3597,3,0,6,10,12,29,105,430,763,1358,34,65,224,475,741,1396,1601,1541,857,6934,40,36,85,157,335,776,1104,1298,1120,4951,25,24,62,75,121,162,241,309,263,1282,12,14,41,69,128,314,398,401,270,1647,365,2338,5448,3253,2201,1638,905,660,603,17411,8,3,21,41,89,177,267,349,366,1321,871,1018,2337,1986,1877,1897,1428,1122,906,13442,20279,12667,22636,17238,11475,7064,3333,1558,664,96914
CED294,0,0,0,6,7,10,5,3,0,31,0,6,3,10,12,18,15,3,3,70,21,145,182,162,145,84,25,5,0,769,0,0,0,6,9,9,5,0,0,29,26,37,64,77,69,64,37,10,3,387,243,199,318,153,95,122,52,15,3,1200,235,183,312,354,183,122,67,9,6,1471,549,556,878,730,479,429,224,58,19,3922,0,15,38,51,107,123,109,37,12,492,76,93,133,123,117,85,44,20,3,694,0,0,6,17,26,42,40,15,0,146,0,0,0,4,7,0,4,7,0,22,0,0,8,27,70,56,54,17,0,232,0,4,6,19,39,58,66,27,9,228,0,4,3,12,22,15,14,6,5,81,0,4,10,13,42,38,34,7,0,148,44,240,305,321,317,167,60,17,6,1477,0,0,0,5,19,13,12,10,0,59,71,64,124,139,152,126,71,15,5,767,483,423,679,408,297,283,150,36,9,2768
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
CED301,28,38,58,69,115,145,173,175,96,897,55,21,52,105,267,596,677,448,123,2344,689,2265,3077,2399,2323,1862,984,387,159,14145,7,7,20,33,98,186,212,193,97,853,928,828,1369,1450,1652,1663,1155,639,260,9944,15633,7232,8067,6949,5580,3895,2229,765,203,50553,1867,1140,1074,1014,902,711,513,400,226,7847,20330,12088,14344,12944,11972,10573,7885,4265,1565,95966,52,199,728,1379,2784,4429,4856,3097,1037,18561,3447,2720,3368,3149,2771,2474,1932,900,223,20984,46,48,136,314,636,1257,1626,1093,314,5470,7,5,9,10,26,60,198,349,312,976,61,162,350,836,1571,2648,2650,1451,323,10052,96,79,158,285,726,1682,2239,1754,691,7710,55,54,93,118,217,336,394,358,180,1805,104,52,90,205,485,1113,1381,901,236,4567,1536,3595,4758,4030,3858,3188,1819,702,232,23718,16,19,34,65,200,394,529,404,183,1844,2358,1549,2163,2478,2839,2968,2142,1083,408,17988,31473,15433,16514,14531,11468,7986,4376,1549,358,103688
CED302,9,23,20,51,47,82,114,136,112,594,28,14,26,43,112,258,376,372,187,1416,311,1401,1516,1507,1405,1094,667,373,245,8519,7,7,17,14,63,79,145,164,113,609,577,649,824,1143,1313,1267,1107,664,386,7930,13228,6633,6982,8627,6958,4623,2597,1042,297,50987,819,562,570,631,612,497,359,289,272,4611,15512,9668,10352,12793,11785,9443,7302,4463,2137,83455,17,96,253,680,1438,2547,3421,2691,1196,12339,1613,1604,1807,2152,1918,1525,1251,744,251,12865,30,50,97,273,639,997,1313,1084,435,4918,0,5,5,4,19,46,144,418,446,1087,45,119,179,423,1025,1509,1791,1280,398,6769,45,74,73,170,499,1098,1802,1666,919,6346,34,26,38,86,128,189,259,276,196,1232,53,27,45,76,207,496,709,706,330,2649,659,2161,2378,2400,2352,1841,1159,622,352,13924,14,15,29,37,108,200,347,370,210,1330,1413,1225,1311,1882,2244,2253,1942,1116,574,13960,26556,14384,14150,16936,14058,9089,4908,1964,517,102562
