STE_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
1,58,8040,..,148514,12387,160899,1325,162221,..,28706,4478,33188,248,33435,..,9293,1278,10573,67,10632,..,4234,2648,6879,46,6927,..,22428,10498,32927,188,33115,..,11456,2612,14065,64,14128,..,9707,631,10337,100,10441,..,11049,2007,13055,106,13162,..,6787,696,7483,60,7543,..,13554,1916,15467,158,15627,..,9839,1574,11414,74,11488,..,8125,655,8782,93,8873,..,9897,1955,11854,68,11922,..,17141,502,17646,149,17799,..,15370,1911,17279,159,17438,..,28883,999,29884,169,30055,..,5303,424,5730,54,5787,..,66705,3839,70543,528,71076,..,33268,4497,37759,287,38041,..,17108,1473,18587,184,18772,..,14290,4012,18303,105,18413,..,9236,2607,11841,78,11920,..,40302,23002,63300,397,63697,..,100302,20538,120842,2266,123111,..,902071,199067,1101141,9411,1110551,..,17771,3964,21732,205684,227417,2750024,919839,203030,1122870,215099,4087995,5457982,..,..,..,..,5457982,..,8807,143,8946,54,8998,..,189707,35933,225638,1599,227243,..,5252,155,5406,91,5494,..,109334,38696,148027,915,148943,..,189920,78469,268389,2293,270685
2,56,6142,..,142207,12335,154541,1596,156134,..,41873,7619,49494,338,49834,..,6345,750,7087,63,7158,..,5865,3585,9455,59,9513,..,7069,1958,9028,64,9093,..,12052,2733,14787,105,14890,..,11679,718,12399,129,12525,..,8987,1692,10683,84,10764,..,6814,949,7766,49,7816,..,4420,412,4837,59,4892,..,8557,1711,10270,69,10337,..,6260,443,6705,71,6772,..,7547,1666,9214,58,9273,..,13208,359,13569,100,13663,..,9005,773,9773,114,9895,..,16297,487,16782,91,16874,..,6124,760,6890,58,6949,..,44638,2381,47016,364,47381,..,20049,2442,22489,189,22678,..,14973,1358,16332,179,16510,..,8193,1828,10016,60,10073,..,13674,3914,17589,111,17701,..,42080,21771,63854,466,64320,..,103644,24326,127970,2224,130195,..,757075,158654,915721,8602,924326,..,14354,3407,17764,148573,166334,2211866,771431,162057,933483,157172,3302528,4369804,..,..,..,..,4369804,..,5921,83,6008,27,6039,..,77293,13452,90746,695,91441,..,1075,52,1123,17,1143,..,63272,18568,81844,586,82432,..,162957,56866,219816,1980,221798
3,15,1891,..,42897,3825,46717,444,47158,..,8255,867,9125,101,9224,..,9222,1336,10560,70,10629,..,1107,459,1565,14,1577,..,8607,2963,11571,90,11668,..,637,85,719,4,722,..,6088,347,6435,72,6500,..,3572,576,4148,33,4185,..,2906,265,3164,24,3188,..,7055,652,7707,102,7804,..,4025,505,4527,34,4560,..,7871,624,8495,90,8582,..,2316,355,2675,13,2689,..,8737,299,9035,68,9104,..,3184,254,3440,34,3468,..,12591,365,12955,95,13047,..,3087,157,3237,21,3260,..,27598,1071,28667,216,28883,..,14049,1412,15457,137,15598,..,3266,245,3509,38,3545,..,6222,1331,7553,36,7589,..,1099,207,1307,11,1316,..,11434,5400,16829,127,16957,..,56732,9833,66566,1367,67936,..,308711,49203,357913,3856,361766,..,9950,1453,11400,137869,149272,2104690,318659,50656,369316,141729,2615736,4151206,..,..,..,..,4151206,..,14707,219,14928,76,15009,..,13801,2206,16004,167,16171,..,17187,1772,18961,538,19498,..,21734,5503,27228,208,27437,..,64000,18828,82830,776,83607
4,13,874,..,25417,2964,28378,261,28640,..,10774,1945,12719,108,12828,..,1223,89,1314,12,1328,..,1555,870,2429,14,2442,..,1586,370,1961,7,1968,..,268,44,308,5,313,..,2226,133,2354,20,2374,..,2061,570,2631,17,2650,..,2474,363,2836,20,2854,..,1264,109,1373,16,1386,..,1700,288,1990,13,2001,..,89,6,93,0,91,..,1750,429,2176,10,2186,..,2771,76,2849,21,2870,..,950,80,1029,3,1031,..,3719,127,3846,19,3867,..,1253,96,1348,14,1364,..,8697,377,9073,62,9132,..,3411,382,3794,27,3821,..,1482,81,1561,18,1575,..,1383,303,1689,6,1701,..,374,60,436,0,439,..,7826,3904,11730,60,11787,..,20508,5189,25695,544,26240,..,136052,26389,162443,1604,164049,..,3290,588,3883,34259,38142,700733,139343,26979,166325,35864,902924,1382951,..,..,..,..,1382951,..,2828,52,2878,21,2903,..,9418,1519,10936,93,11033,..,3927,318,4244,202,4450,..,8138,1947,10087,74,10166,..,25324,6514,31837,296,32133
5,6,1355,..,29423,2810,32236,331,32566,..,11864,1474,13336,118,13450,..,3117,474,3591,20,3616,..,649,270,921,6,926,..,2727,930,3656,22,3677,..,2557,433,2989,18,3008,..,4437,289,4729,43,4774,..,3157,562,3716,24,3742,..,2894,288,3181,26,3210,..,3948,445,4396,50,4443,..,2079,243,2323,11,2338,..,401,24,425,0,429,..,2419,413,2825,11,2840,..,6604,198,6798,57,6860,..,6416,647,7064,65,7131,..,9155,344,9502,59,9557,..,4844,422,5274,47,5316,..,27019,1620,28637,226,28863,..,6296,583,6876,74,6947,..,3958,326,4277,36,4319,..,4688,871,5562,37,5594,..,741,223,964,7,975,..,8256,4037,12291,83,12376,..,40172,6111,46286,852,47137,..,221162,33354,254516,2611,257132,..,6377,968,7343,65751,73099,1006945,227540,34323,261861,68369,1337171,2002771,..,..,..,..,2002771,..,14433,211,14645,87,14729,..,13774,2113,15880,117,16000,..,10564,671,11231,261,11493,..,15676,3846,19526,152,19683,..,40162,11075,51243,512,51751
6,0,82,..,5852,713,6567,70,6639,..,427,35,464,4,466,..,311,25,332,4,337,..,43,0,44,0,44,..,288,62,350,0,351,..,13,0,13,0,13,..,293,22,315,3,317,..,184,53,234,7,234,..,313,37,344,0,347,..,243,15,250,0,250,..,201,11,215,3,216,..,17,0,17,0,20,..,68,9,75,6,80,..,397,8,406,10,414,..,215,14,225,0,230,..,528,19,543,4,548,..,225,6,237,0,238,..,1371,44,1411,18,1432,..,755,58,813,9,826,..,199,12,210,0,210,..,379,62,445,3,452,..,46,5,50,0,50,..,701,115,820,10,823,..,2709,543,3252,102,3357,..,21702,2608,24307,308,24617,..,774,96,871,13105,13971,245214,22469,2701,25175,13409,283804,479875,..,..,..,..,479875,..,635,12,644,0,648,..,833,120,954,16,972,..,186,5,194,0,194,..,1308,215,1524,11,1536,..,7115,952,8062,66,8129
7,0,76,..,3709,247,3955,40,3997,..,312,17,331,9,340,..,123,9,131,0,132,..,98,43,137,0,137,..,155,33,193,0,195,..,11,0,11,0,11,..,719,61,781,3,787,..,43,3,42,0,45,..,58,0,55,0,57,..,300,35,330,5,339,..,86,4,83,0,89,..,62,7,73,0,70,..,21,0,21,0,21,..,1137,54,1191,8,1200,..,663,93,757,9,762,..,1666,51,1716,17,1733,..,538,53,593,0,590,..,4007,250,4259,36,4291,..,379,20,398,0,399,..,233,27,255,0,259,..,573,142,723,5,721,..,23,0,23,0,23,..,640,227,867,0,871,..,17972,2602,20574,517,21094,..,33934,4487,38416,690,39105,..,873,156,1028,9473,10503,65468,34805,4638,39446,10158,115075,133262,..,..,..,..,133262,..,326,3,330,5,333,..,391,31,423,3,427,..,30345,4825,35175,903,36077,..,625,164,792,4,803,..,2084,432,2517,14,2526
8,8,478,..,11908,752,12657,108,12765,..,1329,157,1485,13,1495,..,630,47,677,7,682,..,170,47,215,0,223,..,1119,349,1467,13,1482,..,360,39,403,0,403,..,1281,87,1371,15,1389,..,519,74,594,0,601,..,522,40,556,0,558,..,454,28,488,3,488,..,463,53,512,5,522,..,263,15,274,5,277,..,548,68,612,3,618,..,957,12,971,14,989,..,642,35,676,0,676,..,1307,24,1329,12,1343,..,379,14,388,3,393,..,3286,86,3374,21,3392,..,1898,243,2137,22,2160,..,1122,66,1187,15,1202,..,710,144,860,3,864,..,163,20,180,3,186,..,2225,586,2809,31,2835,..,7173,924,8097,158,8251,..,51082,5977,57063,573,57636,..,935,144,1076,7999,9081,163428,52021,6122,58140,8577,230140,323854,..,..,..,..,323854,..,706,9,711,8,721,..,3338,496,3842,26,3867,..,285,8,292,0,294,..,3531,670,4199,26,4230,..,11802,2486,14288,111,14397
9,0,3,..,5,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,8,7,12,0,12,..,16,0,16,0,15,..,242,89,333,4,337,..,274,100,364,7,369,..,9,0,9,0,9,..,6,0,3,0,3,..,5,6,11,0,11,..,0,0,0,0,0,..,3,4,6,0,6,..,354,15,365,6,371,..,780,170,945,19,966,..,8,6,15,302,318,986,789,175,961,324,2268,1956,..,..,..,..,1956,..,8,0,8,0,8,..,0,0,0,0,0,..,12,0,17,0,12,..,47,17,63,0,62,..,137,98,236,4,242
