STE_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
1,..,11144,4244,15390,74,15461,..,310397,121407,431806,3286,435093,..,17712,2571,20286,138,20420,..,22467,805,23271,301,23574,..,19358,552,19906,254,20161,..,66504,11681,78185,505,78691,..,36393,2869,39261,341,39604,..,24496,2131,26626,231,26857,..,76272,3230,79498,554,80051,..,63906,3656,67562,590,68148,..,48279,4683,52964,493,53460,..,12991,485,13476,94,13570,..,43022,3099,46127,501,46618,..,15282,655,15934,136,16066,..,320634,20809,341441,2930,344378,..,56011,7557,63570,469,64039,..,15687,2201,17886,148,18035,..,8332,4252,12586,91,12678,..,43155,18775,61933,392,62319,..,23516,4438,27955,139,28091,..,19473,1190,20663,229,20890,..,22797,3791,26584,206,26796,..,12241,1172,13408,90,13502,..,26328,3599,29927,335,30258,..,17379,2547,19923,140,20060,..,15482,1633,17116,183,17301,..,18983,3774,22758,149,22907,..,29737,851,30587,269,30853,..,28792,3203,31996,309,32303,..,49606,1672,51279,340,51616,..,9516,967,10484,107,10591,..,117644,6694,124341,1026,125366,..,63363,7868,71230,641,71868,..,35449
2,..,11757,3939,15695,74,15766,..,237986,79371,317360,2641,319993,..,16444,2686,19130,126,19258,..,17636,664,18304,238,18543,..,15872,416,16287,229,16515,..,88447,18007,106452,705,107158,..,14161,835,14999,131,15123,..,22342,1601,23938,243,24181,..,63601,2808,66404,519,66930,..,20140,1570,21709,240,21955,..,94538,9146,103688,1265,104949,..,46600,2489,49083,414,49501,..,34952,2628,37576,507,38084,..,11797,449,12239,124,12367,..,308127,21520,329646,3438,333083,..,79391,12258,91651,671,92320,..,10936,1284,12218,133,12352,..,11564,5887,17450,110,17556,..,13169,3482,16649,147,16802,..,24375,4758,29140,217,29356,..,23667,1392,25060,284,25342,..,18899,3317,22214,179,22398,..,12055,1519,13577,89,13670,..,8348,774,9116,100,9214,..,15213,2849,18058,140,18205,..,11882,1156,13039,135,13171,..,14605,3092,17698,133,17833,..,22780,629,23410,202,23611,..,16355,1307,17662,213,17877,..,28049,793,28842,197,29044,..,11211,1634,12845,122,12967,..,78392,4372,82760,743,83501,..,38490,4293,42789,396,43181,..,31318
3,..,2816,949,3758,12,3779,..,88542,25278,113826,997,114824,..,3473,425,3894,37,3934,..,11683,516,12195,148,12350,..,14652,432,15083,183,15265,..,9423,976,10393,80,10475,..,4280,269,4551,31,4580,..,9034,662,9699,89,9795,..,20324,846,21170,176,21344,..,10858,1082,11939,121,12060,..,27773,2704,30473,396,30873,..,7580,320,7899,54,7957,..,7076,527,7610,68,7675,..,3678,162,3839,36,3868,..,90598,6573,97176,973,98149,..,16240,1566,17810,178,17989,..,15536,2236,17776,155,17928,..,2115,731,2842,20,2860,..,16327,5405,21729,167,21904,..,1234,146,1375,7,1386,..,12153,700,12861,142,13003,..,7364,1056,8416,79,8500,..,5156,428,5577,52,5630,..,13572,1172,14754,203,14958,..,6862,824,7682,62,7746,..,14949,1480,16427,186,16610,..,4544,679,5226,34,5261,..,14113,447,14555,141,14698,..,5359,386,5746,67,5815,..,19875,570,20451,155,20603,..,4937,295,5233,53,5287,..,44288,1699,45987,411,46401,..,26794,2550,29345,300,29642,..,6813
4,..,1256,410,1665,5,1673,..,34716,8875,43589,384,43975,..,2530,338,2867,30,2900,..,2612,110,2725,32,2755,..,5234,154,5389,62,5451,..,18710,3035,21739,139,21882,..,2687,152,2842,16,2863,..,6808,539,7346,67,7412,..,9426,392,9815,68,9884,..,7843,1727,9572,99,9671,..,17999,1755,19754,252,20004,..,3974,208,4185,41,4227,..,4609,373,4984,62,5039,..,1709,86,1789,12,1804,..,55059,5231,60291,616,60904,..,20585,3058,23644,178,23828,..,2103,170,2272,28,2303,..,3091,1474,4563,33,4602,..,2943,725,3673,26,3695,..,547,57,600,9,610,..,4509,265,4766,41,4809,..,4344,1023,5370,40,5407,..,4525,575,5098,36,5130,..,2444,208,2654,26,2672,..,3082,454,3538,25,3563,..,201,32,233,0,233,..,3486,804,4287,16,4302,..,4601,130,4735,38,4775,..,1671,130,1795,10,1809,..,6199,192,6392,44,6433,..,2088,204,2292,30,2323,..,14562,653,15214,121,15338,..,6545,661,7208,65,7273,..,3151
5,..,3306,539,3846,20,3866,..,59150,15465,74616,683,75301,..,4520,574,5097,31,5128,..,9253,361,9619,132,9751,..,8508,264,8774,112,8891,..,4062,404,4466,57,4520,..,3545,254,3797,32,3824,..,9233,792,10024,83,10105,..,11156,627,11785,116,11896,..,4636,339,4975,62,5038,..,18596,1750,20346,265,20613,..,5982,317,6301,38,6340,..,7854,495,8345,97,8439,..,2567,155,2719,16,2735,..,63569,4717,68282,706,68986,..,22788,2419,25210,219,25432,..,5244,794,6039,58,6095,..,1185,426,1606,13,1618,..,5145,1769,6916,56,6970,..,5174,709,5881,33,5916,..,9058,546,9604,93,9697,..,6525,995,7523,58,7579,..,5167,472,5641,52,5686,..,7330,780,8114,111,8219,..,3435,368,3811,34,3835,..,856,82,937,16,952,..,4779,785,5561,28,5593,..,12050,327,12374,129,12501,..,11254,1059,12312,130,12444,..,16641,541,17183,130,17313,..,8583,794,9375,85,9460,..,48525,2720,51248,468,51714,..,11782,1024,12810,144,12958,..,8065
6,..,150,36,185,0,187,..,8577,1196,9778,78,9853,..,195,19,212,0,212,..,780,19,805,10,813,..,1388,38,1426,21,1446,..,1013,109,1121,9,1126,..,672,26,694,0,699,..,713,29,744,4,756,..,1235,41,1273,8,1284,..,6252,929,7185,66,7248,..,2386,140,2529,31,2556,..,1051,52,1100,13,1114,..,1405,77,1478,10,1492,..,176,10,184,0,181,..,13887,1302,15189,138,15323,..,881,63,948,8,954,..,522,40,571,13,576,..,77,0,79,3,85,..,556,130,683,0,689,..,27,4,30,0,30,..,569,36,609,4,615,..,388,89,471,0,477,..,555,54,614,3,622,..,444,27,471,6,474,..,343,34,377,3,380,..,55,0,52,0,58,..,130,11,146,3,150,..,595,7,608,13,618,..,387,19,404,7,414,..,787,28,814,5,820,..,383,43,424,0,429,..,2153,96,2250,26,2279,..,1455,98,1554,21,1571,..,433
7,..,465,164,639,0,634,..,3181,759,3947,26,3961,..,25,3,27,0,27,..,581,26,609,16,622,..,675,21,697,9,699,..,2757,480,3241,17,3258,..,693,21,716,5,718,..,453,18,468,0,474,..,938,29,961,7,969,..,2932,144,3080,18,3099,..,1403,133,1531,29,1563,..,940,42,975,12,989,..,811,51,860,15,879,..,161,11,168,0,172,..,8325,441,8763,97,8855,..,614,41,653,14,668,..,212,19,234,0,230,..,155,68,223,0,223,..,283,61,348,6,351,..,19,0,19,0,19,..,1465,112,1579,21,1601,..,100,10,112,0,112,..,105,6,110,0,109,..,540,53,601,3,606,..,140,12,147,0,150,..,135,13,147,5,153,..,43,0,42,0,42,..,1986,85,2077,26,2101,..,1149,129,1279,18,1295,..,2929,92,3017,33,3047,..,912,71,989,8,997,..,6981,384,7361,81,7444,..,692,45,739,7,748,..,496
8,..,453,72,527,5,528,..,15780,3227,19010,143,19155,..,2009,216,2224,12,2236,..,2258,51,2307,23,2332,..,1742,41,1780,25,1805,..,2275,236,2505,23,2527,..,2558,128,2684,20,2707,..,1672,82,1751,9,1761,..,4558,185,4738,34,4769,..,5575,231,5808,50,5859,..,4550,411,4965,46,5019,..,2093,67,2164,17,2178,..,3418,185,3598,40,3638,..,956,29,990,9,1000,..,25372,1329,26706,223,26923,..,2549,248,2799,13,2816,..,1138,83,1221,11,1231,..,332,73,410,3,415,..,2116,672,2790,22,2809,..,695,70,763,5,764,..,2528,203,2728,37,2767,..,1091,144,1236,4,1238,..,946,63,1011,4,1022,..,848,61,911,10,918,..,843,75,918,8,927,..,498,34,534,9,543,..,1077,124,1202,13,1210,..,1630,36,1669,18,1683,..,1143,58,1198,9,1208,..,2215,44,2261,22,2278,..,650,30,680,5,687,..,5634,168,5803,53,5857,..,3663,412,4076,39,4122,..,2287
9,..,20,26,40,0,40,..,207,135,339,7,348,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,4,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,17,0,17,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,18,0,18,..,12,9,19,0,19,..,30,0,30,0,29,..,502,174,679,12,688,..,568,185,750,11,757,..,15,0,15,0,15,..,3
