SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
10102100902,4,3,0,8,8,0,5,5,0,33,55,47,45,53,63,33,44,25,7,372
10102100904,0,0,0,0,0,0,4,0,0,4,59,31,51,53,47,32,49,21,7,350
10102100905,7,0,4,3,0,5,7,0,0,26,75,31,66,52,53,52,40,36,24,429
10102100907,5,4,11,0,3,7,0,0,0,30,85,52,133,76,63,54,36,13,4,516
10102100908,11,3,11,8,3,0,0,3,0,39,67,61,171,75,59,55,35,17,0,540
10102100909,0,9,6,7,7,4,0,0,0,33,87,67,188,117,68,49,38,10,0,624
10102100910,4,6,16,0,14,0,4,6,0,50,81,65,183,76,66,54,34,11,0,570
10102100911,0,3,14,5,0,3,5,0,0,30,75,52,109,58,58,55,21,20,6,454
10102100912,4,0,0,5,0,0,4,0,5,18,48,28,55,40,32,35,38,16,11,303
10102100913,11,5,3,8,0,0,5,0,0,32,101,76,88,78,89,103,61,38,18,652
10102100914,0,8,0,4,0,0,0,0,0,12,73,45,64,60,58,60,33,22,19,434
10102100915,8,0,6,9,6,4,5,0,0,38,105,85,165,143,99,92,57,32,10,788
10102100916,11,3,18,3,3,5,6,3,0,52,96,49,90,73,63,49,41,19,9,489
10102100917,0,0,3,0,4,3,4,0,3,17,24,13,40,31,38,49,32,11,5,243
10102100918,8,8,4,0,0,5,3,18,26,72,72,32,51,52,63,67,55,91,88,571
10102100919,3,10,7,7,3,4,10,0,0,44,82,58,95,76,61,68,48,20,4,512
10102100920,6,0,3,3,0,0,5,3,0,20,55,18,84,62,32,34,29,30,35,379
10102100921,0,5,8,0,3,5,7,0,0,28,50,42,122,51,63,41,26,13,0,408
10102100923,3,4,8,7,6,5,4,0,0,37,97,45,59,68,68,49,34,29,13,462
10102100924,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,7,0,0,0,27
10102100925,11,3,10,11,0,3,0,0,0,38,66,52,152,96,38,42,18,8,5,477
10102100926,6,0,8,8,3,0,0,0,0,25,40,20,82,50,25,28,10,3,0,258
10102100927,4,0,0,6,4,3,0,0,0,17,86,32,46,67,50,19,17,6,7,330
10102100928,0,0,6,0,3,9,8,0,0,26,48,46,85,43,53,43,36,17,7,378
10102100929,4,12,10,3,3,9,4,6,5,56,57,46,117,65,56,55,46,43,53,538
10102101001,0,0,6,3,4,0,0,0,0,13,36,8,34,30,29,22,10,7,8,184
10102101002,6,3,4,0,4,6,0,0,0,23,57,36,34,36,57,68,52,20,0,360
10102101003,0,0,0,0,0,7,0,0,0,7,28,49,30,15,47,71,52,19,3,314
10102101004,0,0,3,0,3,0,0,3,0,9,52,27,42,43,70,23,15,11,0,283
10102101006,0,7,14,5,3,5,0,0,0,34,69,52,129,89,58,52,27,10,7,493
10102101007,3,0,8,3,3,10,5,0,0,32,30,24,55,35,33,33,21,4,3,238
10102101008,5,6,7,6,4,5,0,0,0,33,81,56,130,84,57,59,45,15,4,531
10102101009,3,0,0,8,5,5,0,0,0,21,55,38,60,62,48,60,27,23,7,380
10102101010,4,4,10,0,0,5,0,0,0,23,69,41,109,66,47,46,23,9,3,413
10102101011,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,9,6,0,0,28
10102101012,0,0,0,0,0,0,0,0,0,0,21,7,22,18,10,7,0,0,0,85
10102101013,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
10102101014,0,0,0,6,4,0,0,0,0,10,13,11,18,21,27,26,18,24,0,158
10102101015,7,8,19,13,0,9,5,0,0,61,88,70,222,105,56,53,40,14,3,651
10102101016,7,0,6,3,0,6,3,0,0,25,105,42,42,80,79,40,22,24,3,437
10102101017,8,5,10,0,4,3,0,0,0,30,75,57,154,79,49,49,28,11,4,506
10102101201,7,0,6,5,5,0,0,0,0,23,45,18,27,37,33,29,9,5,0,203
10102101202,0,0,3,0,0,0,0,0,0,3,63,28,31,33,51,47,10,3,0,266
10102101203,11,7,0,3,5,8,0,0,0,34,160,84,53,93,113,63,25,9,0,600
10102101204,4,0,0,0,4,0,0,0,0,8,115,50,27,71,65,44,17,0,0,389
10102101205,3,0,0,0,6,6,0,0,0,15,63,62,31,41,69,48,7,3,0,324
10102101206,0,0,0,0,0,0,0,0,0,0,81,59,26,47,84,68,25,4,0,394
10102101207,0,4,4,5,0,7,3,0,0,23,35,26,37,18,40,43,20,5,0,224
10102101208,6,0,4,5,0,3,3,0,0,21,56,51,59,58,54,67,47,15,4,411
10102101209,5,8,4,7,9,4,0,0,0,37,172,123,70,105,154,104,35,16,3,782
10102101210,7,0,3,4,5,6,3,0,0,28,83,50,58,64,72,57,32,17,0,433
10102101211,4,3,0,5,3,4,0,0,0,19,155,106,47,93,122,69,19,8,3,622
10102101212,3,0,0,7,0,0,0,0,0,10,77,60,39,47,75,28,12,7,3,348
10102101213,3,4,0,4,7,3,6,0,0,27,98,69,40,75,100,77,39,16,4,518
10102101214,4,0,0,3,0,3,3,0,0,13,111,78,45,59,89,90,40,17,0,529
10102101215,7,3,6,3,4,0,0,0,0,23,119,45,54,100,67,38,34,24,6,487
10102101216,0,4,0,0,0,0,0,0,0,4,72,31,32,42,51,44,29,9,9,319
10102101217,0,0,0,0,4,3,0,0,0,7,0,3,4,0,14,9,12,0,0,42
10102101218,8,8,6,0,5,0,0,0,0,27,94,68,83,79,64,49,45,15,3,500
10102101219,8,0,13,11,12,10,0,0,0,54,103,58,141,107,73,78,39,23,5,627
10102101220,11,3,8,3,5,4,0,0,0,34,103,47,81,60,52,69,32,18,7,469
10102101221,3,0,0,0,3,0,0,0,0,6,88,43,59,53,52,20,4,0,0,319
10102101222,5,3,0,0,0,0,0,0,0,8,104,65,52,87,89,61,38,14,4,514
10102101223,17,12,16,13,4,6,6,0,0,74,143,56,85,95,76,69,54,23,10,611
10102101224,3,5,3,4,4,5,0,0,0,24,84,86,34,54,109,91,48,17,0,523
10102101225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102101227,0,3,0,0,9,0,0,0,0,12,84,77,32,46,104,73,9,4,0,429
10102101228,8,4,8,0,0,3,0,8,0,31,74,45,67,43,60,70,26,13,7,405
10102101229,17,7,9,5,8,0,0,0,0,46,110,58,69,58,68,49,23,4,0,439
10102101230,10,8,3,5,0,5,4,0,0,35,55,25,29,31,17,32,22,0,0,211
10102101231,9,0,3,5,4,0,0,3,0,24,63,41,27,35,64,38,32,22,9,331
10102101232,8,0,3,0,4,3,0,0,0,18,96,72,32,75,88,66,30,9,3,471
10102161001,3,0,5,7,3,4,3,0,0,25,106,23,114,92,47,25,8,7,0,422
10102161002,3,0,8,4,3,6,0,0,0,24,94,14,82,72,27,22,15,3,0,329
10102161003,7,10,6,3,0,0,0,0,0,26,202,60,157,136,48,27,16,5,0,651
10102161004,3,0,4,0,0,0,0,0,0,7,88,17,66,62,23,11,8,3,0,278
10102161005,0,6,4,8,3,0,0,0,0,21,143,43,72,90,65,25,11,0,0,449
10102161006,13,4,4,20,0,0,0,0,0,41,155,27,83,92,46,17,11,9,6,446
10102161007,12,0,8,3,3,0,0,0,0,26,93,30,135,83,32,17,14,4,0,408
10102161008,3,4,3,5,4,0,5,0,0,24,88,28,43,62,32,18,21,3,0,295
10102161009,0,0,0,0,0,0,0,0,0,0,68,36,25,38,57,18,12,4,0,258
10102161010,3,4,4,0,6,4,5,0,0,26,136,29,89,81,51,18,10,7,0,421
10102161011,5,5,0,7,0,0,0,0,0,17,119,37,55,97,67,17,4,0,0,396
10102161012,10,0,4,3,0,0,0,0,0,17,124,25,58,103,33,15,10,6,0,374
10102161013,15,0,10,9,3,0,0,0,0,37,167,38,111,115,62,19,16,0,0,528
10102161014,4,4,4,3,0,0,0,0,0,15,131,40,119,104,61,19,12,5,0,491
10102161015,3,0,0,0,0,0,0,0,0,3,157,38,86,113,62,24,10,5,0,495
10102161101,4,4,0,10,0,0,0,0,0,18,47,26,14,36,53,52,39,9,0,276
10102161102,0,0,0,0,0,0,0,0,0,0,41,25,22,23,44,40,23,9,3,230
10102161103,0,4,0,0,0,0,0,0,0,4,45,22,19,26,37,42,16,4,0,211
10102161104,3,4,0,3,3,5,4,0,0,22,76,34,61,28,62,48,36,22,3,370
10102161105,11,0,0,10,9,4,4,0,0,38,62,29,34,42,43,60,35,14,4,323
10102161106,4,6,0,5,0,3,3,0,0,21,94,58,45,61,73,70,30,6,8,445
10102161107,16,4,4,4,6,7,9,3,0,53,94,46,49,59,62,70,56,28,0,464
10102161108,4,0,5,4,0,4,6,0,0,23,81,51,41,56,84,76,66,19,0,474
10102161109,3,3,3,7,0,0,0,0,0,16,152,31,90,121,59,38,23,11,3,528
10102161110,6,3,0,0,6,3,3,0,0,21,66,32,24,37,74,49,48,15,4,349
10102161111,9,25,22,14,15,32,22,5,0,144,52,64,59,54,58,79,86,25,4,481
10102161112,3,4,4,0,3,0,0,0,0,14,78,50,19,42,56,35,12,8,0,300
10102161113,8,3,0,3,6,11,3,0,0,34,73,33,42,47,62,76,36,9,0,378
10102161114,0,0,3,3,0,7,3,0,0,16,33,14,23,22,21,27,16,3,0,159
10102161115,7,0,0,3,3,0,3,0,0,16,48,35,22,41,34,50,40,30,0,300
10102161116,6,9,0,4,4,5,3,0,0,31,52,52,25,32,56,57,37,3,0,314
10102161117,0,6,8,4,5,5,0,0,0,28,33,38,25,28,46,38,26,7,6,247
10102161118,9,3,3,8,0,0,5,0,0,28,74,59,29,51,86,101,66,27,0,493
10102161119,3,0,9,3,7,0,0,0,0,22,119,55,56,85,66,45,22,9,0,457
10102161120,0,8,0,3,7,8,4,3,0,33,41,28,20,38,68,44,41,21,7,308
10102161121,3,0,0,0,4,5,0,0,0,12,20,8,16,12,19,28,16,10,0,129
10102161122,0,0,0,0,0,10,3,0,0,13,52,32,30,35,55,58,72,27,4,365
10102161123,0,0,3,0,0,3,0,0,0,6,40,26,21,20,17,15,12,4,0,155
10102161124,15,9,8,11,9,3,3,0,0,58,145,63,94,96,90,88,47,9,4,636
10102161125,0,0,3,0,3,0,0,0,0,6,41,14,29,31,38,42,28,14,0,237
10102161126,6,3,3,0,3,13,6,6,0,40,148,37,77,88,68,78,58,49,4,607
10102161127,6,0,0,0,0,0,0,0,0,6,102,25,21,62,62,15,17,3,0,307
10102161128,0,0,6,0,7,9,3,0,0,25,9,6,8,9,26,29,15,7,0,109
10102161129,11,4,4,4,0,0,0,0,0,23,54,38,30,42,34,55,35,7,0,295
10102161130,12,3,7,9,0,6,9,0,0,46,107,41,74,63,55,71,47,7,7,472
10102161131,11,9,15,9,7,14,5,0,0,70,108,34,50,89,56,88,36,17,4,482
10102161132,0,4,3,0,0,0,0,0,0,7,51,63,41,21,60,63,32,16,4,351
10102161133,5,4,0,5,0,5,4,0,0,23,90,64,43,37,71,67,32,13,3,420
10102161134,0,4,0,0,3,0,0,0,0,7,27,16,20,22,32,25,25,15,0,182
10102161135,15,5,10,4,7,4,0,0,0,45,56,39,31,27,60,61,32,18,0,324
10102161136,6,0,5,5,7,0,0,0,0,23,60,45,29,44,77,54,43,18,0,370
10102161137,6,6,6,0,0,4,4,0,0,26,53,29,28,32,50,40,29,20,0,281
10102161138,6,6,4,3,9,4,6,0,0,38,136,70,38,91,128,116,74,24,3,680
10102161139,0,3,4,0,4,6,6,0,0,23,41,36,26,26,52,74,59,9,0,323
10102161140,9,6,0,4,5,7,0,0,0,31,109,49,19,59,81,59,46,16,0,438
10102161141,7,9,0,4,0,6,3,0,0,29,76,80,23,47,83,48,28,5,0,390
10102161142,3,0,0,0,0,0,0,0,0,3,26,24,14,9,23,33,21,3,0,153
10102161143,3,4,4,0,4,0,0,0,0,15,36,32,19,13,50,40,20,5,0,215
10102161144,15,7,6,4,11,3,3,0,0,49,97,50,42,62,83,61,56,23,11,485
10102161145,17,11,8,8,3,8,5,5,0,65,110,74,59,64,106,83,68,30,3,597
10102161146,10,4,0,0,4,6,6,0,0,30,51,45,31,29,65,60,36,18,3,338
10103101301,4,0,5,0,0,0,5,0,0,14,29,15,16,17,18,44,33,17,14,203
10103101302,13,9,6,7,7,21,11,3,0,77,80,25,45,56,54,70,69,33,34,466
10103101303,3,3,0,0,0,0,0,0,0,6,41,31,19,26,43,29,42,21,3,255
10103101304,8,7,4,0,8,3,0,4,0,34,75,48,52,37,40,56,56,46,6,416
10103101305,4,7,0,5,3,3,8,4,8,42,47,26,29,24,45,60,70,27,9,337
10103101306,0,0,0,0,0,0,3,0,0,3,35,11,24,13,11,28,36,13,0,171
10103101307,8,7,4,11,10,8,0,0,0,48,53,38,18,35,48,63,38,21,4,318
10103101308,6,3,4,0,0,6,0,0,0,19,46,24,26,30,29,49,43,21,0,268
10103101401,8,3,0,7,0,0,0,0,0,18,54,29,41,28,11,15,24,21,32,255
10103101402,3,4,3,0,6,4,0,0,0,20,76,38,45,58,48,42,31,21,4,363
10103101403,3,4,9,4,3,7,0,8,0,38,54,36,50,40,47,65,52,37,14,395
10103101404,3,0,6,5,3,3,6,3,0,29,65,50,80,57,53,69,46,33,11,464
10103101405,17,0,5,11,4,4,13,0,7,61,89,48,47,53,61,54,57,34,14,457
10103101406,0,6,5,0,8,9,3,4,0,35,74,58,66,35,71,79,56,38,27,504
10103101407,3,6,0,3,3,5,0,3,0,23,50,35,39,35,46,69,54,41,9,378
10103101408,3,0,3,0,0,4,0,3,0,13,37,18,17,26,32,31,17,15,4,197
10103101409,7,0,0,4,0,8,0,5,3,27,75,18,41,39,40,49,40,60,54,416
10103101410,0,6,6,4,0,0,5,5,0,26,60,42,60,44,44,57,46,31,20,404
10103101411,0,11,71,68,42,14,3,4,0,213,51,40,117,109,81,69,48,24,10,549
10103101412,4,0,5,6,5,0,4,0,0,24,121,62,70,90,72,75,51,34,12,587
10103101414,0,0,0,0,0,0,0,3,0,3,31,19,15,14,20,28,25,14,3,169
10103101415,9,3,4,7,7,0,6,0,0,36,89,47,62,43,44,51,53,22,3,414
10103101417,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,5,0,0,16
10103101419,14,3,6,0,0,3,7,6,0,39,79,41,60,46,50,72,60,54,12,474
10103101420,6,5,0,3,6,8,11,0,0,39,38,39,12,29,52,71,52,19,6,318
10103101421,3,5,0,9,3,8,4,5,4,41,66,36,39,52,51,51,43,35,7,380
10103101501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10103101502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
10103101503,0,3,0,0,4,3,7,3,0,20,41,31,30,16,25,39,46,17,4,249
10103101505,0,0,0,0,0,0,0,0,0,0,7,3,4,6,7,15,16,11,0,69
10103101511,15,0,4,12,3,9,8,5,0,56,31,16,26,31,32,48,38,30,7,259
10103101512,5,3,5,0,5,3,0,5,0,26,18,8,12,6,18,30,34,18,11,155
10103101514,4,0,4,0,0,0,0,0,0,8,22,23,21,9,33,28,13,17,5,171
10103101515,0,0,0,6,0,0,3,0,0,9,33,31,3,27,47,38,39,22,4,244
10103101516,3,0,0,5,0,0,8,0,0,16,8,12,14,22,14,29,13,8,4,124
10103101517,0,0,0,0,0,0,4,0,0,4,37,16,18,15,28,28,20,15,3,180
10103101518,0,6,6,5,12,8,3,4,0,44,46,35,28,29,61,55,40,25,9,328
10103101519,9,5,0,0,3,11,9,6,4,47,61,38,22,32,46,72,46,21,10,348
10103101520,0,0,0,0,0,4,4,0,0,8,20,12,9,12,30,23,27,11,0,144
10103101521,9,9,6,3,10,16,5,3,0,61,77,30,33,42,64,76,49,27,4,402
10103101523,0,0,6,3,8,7,5,0,0,29,39,16,15,23,34,36,27,18,3,211
10103101524,0,5,0,0,0,9,3,10,0,27,17,16,6,11,33,44,41,32,6,206
10103101525,5,5,0,4,0,0,0,0,0,14,27,16,15,19,30,24,12,0,0,143
10103101526,5,3,6,3,6,5,0,5,0,33,52,29,35,19,49,47,11,15,4,261
10103101601,0,0,5,0,7,0,0,0,0,12,10,8,35,14,20,10,3,0,0,100
10103101602,5,9,7,3,6,6,8,0,0,44,66,53,54,51,61,65,63,24,14,451
10103101603,10,5,4,5,3,4,14,0,0,45,70,32,36,40,39,53,57,24,6,357
10103101604,3,8,8,5,3,0,6,3,0,36,58,27,51,46,40,19,31,23,0,295
10103101605,4,7,9,0,5,6,0,0,3,34,25,30,63,17,36,45,25,4,3,248
10103101606,9,7,3,4,3,7,6,3,4,46,139,68,39,79,108,104,72,11,9,629
10103101607,0,0,3,0,0,3,13,0,0,19,44,13,33,25,37,57,33,10,4,256
10103101608,0,5,0,3,6,0,4,0,0,18,45,39,11,25,45,72,43,18,3,301
10103101611,5,18,36,22,16,14,6,3,0,120,38,54,96,52,75,56,23,6,5,405
10103101612,4,3,5,3,0,3,0,0,0,18,11,15,21,3,5,11,0,0,0,66
10103101614,5,12,11,4,4,3,3,0,0,42,47,118,143,34,36,46,25,8,0,457
10103101615,3,0,0,4,4,5,4,0,0,20,62,71,65,50,49,50,43,13,0,403
10103101616,4,6,18,9,0,4,0,0,0,41,56,90,145,76,44,54,29,18,9,521
10103101617,9,8,17,9,6,4,5,0,0,58,51,76,124,44,62,39,27,12,0,435
10103101619,5,12,7,6,11,5,6,5,0,57,97,63,55,65,84,94,59,36,13,566
10103101620,6,10,5,0,4,0,0,0,0,25,42,40,52,18,29,32,9,7,0,229
10103101621,0,0,0,0,4,0,0,0,0,4,8,7,11,14,16,20,9,0,0,85
10103101622,0,0,0,3,0,5,0,0,0,8,55,9,42,46,20,19,9,4,0,204
10103101623,6,9,17,3,9,3,4,0,0,51,126,82,97,76,102,60,49,10,8,610
10103101624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10103101625,0,3,3,5,6,5,0,0,0,22,70,47,36,49,86,62,59,17,4,430
10103101626,11,3,9,9,0,3,0,3,0,38,39,53,43,34,53,43,16,7,0,288
10103101627,8,11,4,7,10,0,4,4,0,48,156,101,67,74,146,60,56,22,8,690
10104101701,5,9,13,0,10,11,8,7,0,63,78,58,42,43,60,90,114,72,80,637
10104101702,6,5,7,3,4,0,4,0,0,29,45,35,27,28,41,24,24,16,5,245
10104101703,12,0,5,8,4,7,4,11,6,57,43,33,27,30,36,67,91,75,52,454
10104101704,4,8,6,0,5,7,3,0,0,33,58,35,47,40,58,64,61,47,9,419
10104101705,12,4,7,0,6,3,6,0,0,38,19,17,24,23,36,36,43,26,8,232
10104101706,3,4,0,5,3,9,10,8,3,45,48,36,51,47,54,67,72,94,44,513
10104101707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101708,13,5,3,3,4,7,13,5,0,53,68,38,40,32,48,81,93,31,10,441
10104101709,14,13,3,6,10,10,6,0,0,62,155,93,61,88,125,157,127,41,7,854
10104101710,0,4,0,7,0,6,10,4,0,31,73,33,28,50,39,90,150,63,10,536
10104101711,0,10,9,3,7,3,0,0,0,32,65,53,34,53,77,91,69,28,11,481
10104101713,8,0,3,6,4,3,8,0,0,32,76,37,27,42,56,56,69,41,11,415
10104101714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101716,21,12,7,6,10,8,10,3,0,77,111,53,61,50,51,65,79,30,10,510
10104101717,0,0,0,4,3,0,0,8,0,15,43,24,41,41,31,46,50,40,13,329
10104101718,10,5,4,4,10,7,0,6,0,46,62,24,56,22,55,70,83,31,15,418
10104101719,3,7,4,3,6,9,0,6,0,38,74,35,34,31,43,57,84,36,9,403
10104101720,10,6,0,0,0,0,0,3,0,19,45,33,15,29,30,45,53,34,10,294
10104101721,11,8,3,5,10,4,12,3,3,59,98,39,49,37,51,52,49,18,8,401
10104101722,19,4,6,7,0,3,9,3,0,51,96,32,43,56,38,72,90,62,11,500
10104101723,6,4,4,0,9,5,3,3,0,34,78,37,51,28,58,69,80,23,5,429
10104101724,0,0,0,0,0,6,0,0,0,6,8,10,13,10,13,23,12,18,0,107
10104101801,0,5,3,3,0,4,7,5,0,27,40,24,24,28,36,53,66,35,13,319
10104101802,6,0,3,0,0,3,0,0,0,12,41,15,24,25,27,44,73,34,14,297
10104101803,5,6,0,4,6,4,6,3,0,34,68,30,19,32,68,85,50,16,3,371
10104101804,10,0,4,3,0,6,4,3,0,30,27,5,16,16,16,40,44,34,15,213
10104101805,5,3,4,0,8,4,5,0,0,29,45,24,7,22,44,44,51,29,3,269
10104101806,11,6,5,8,13,6,0,4,0,53,68,39,32,50,54,72,88,28,4,435
10104101807,15,10,10,6,7,3,10,4,0,65,89,49,46,57,53,52,90,46,13,495
10104101808,3,8,6,11,5,10,6,8,3,60,56,39,29,50,72,70,95,64,21,496
10104101809,3,6,0,0,0,10,17,14,30,80,24,10,3,12,17,33,81,69,67,316
10104101810,4,3,0,0,4,5,4,0,0,20,57,44,37,29,29,47,54,31,8,336
10104101811,9,3,0,0,0,4,3,0,0,19,90,40,53,47,49,79,89,68,9,524
10104101812,8,0,0,0,13,10,8,7,4,50,32,23,47,27,49,77,74,59,20,408
10104101813,9,0,8,0,4,0,6,3,3,33,34,22,20,12,46,54,57,30,10,285
10104101814,0,0,4,0,7,0,6,0,0,17,30,21,15,22,38,44,49,31,5,255
10104101815,3,0,3,3,0,3,8,0,0,20,66,28,27,39,41,77,80,36,14,408
10104101816,18,3,0,5,7,11,5,5,0,54,69,30,25,39,45,74,82,40,9,413
10104101817,8,5,7,6,9,6,12,0,0,53,105,66,60,58,95,110,148,54,6,702
10104101818,3,0,0,0,8,0,6,4,3,24,75,35,31,29,59,58,108,82,19,496
10104101819,14,3,5,9,13,4,3,0,0,51,92,54,56,43,59,77,83,51,12,527
10104101820,4,7,3,3,11,3,3,0,0,34,40,36,29,26,55,40,51,23,10,310
10104101821,3,0,0,4,6,4,5,3,0,25,24,29,17,20,29,44,26,16,9,214
10104101822,4,6,4,5,7,7,6,4,0,43,35,31,26,33,41,61,82,65,59,433
10104101823,5,0,3,4,3,11,5,3,0,34,43,29,48,43,57,88,89,39,11,447
10104101824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101901,6,3,0,7,3,9,11,23,54,116,75,35,31,55,45,73,61,66,69,510
10104101902,16,7,3,5,4,3,0,9,6,53,79,46,54,46,55,50,49,60,28,467
10104101903,3,0,4,3,3,3,3,0,0,19,35,26,35,28,30,39,40,32,10,275
10104101904,13,10,3,5,11,6,6,5,0,59,85,63,49,44,48,67,26,32,12,426
10104101905,30,16,6,12,0,10,3,4,3,84,92,51,42,45,40,57,53,22,18,420
10104101906,10,9,4,4,16,4,3,4,0,54,99,65,64,71,70,69,53,29,10,530
10104101907,18,3,0,4,0,3,0,7,0,35,81,31,54,47,32,40,29,20,7,341
10104101911,0,0,3,0,0,4,4,5,0,16,56,26,33,33,59,69,68,44,10,398
10104101912,0,6,0,0,4,0,0,0,0,10,37,28,25,30,46,82,63,32,14,357
10104101913,0,3,3,0,6,0,3,5,0,20,42,28,32,37,40,74,79,37,14,383
10104101915,7,0,4,6,3,0,0,0,0,20,43,15,20,32,30,47,24,9,6,226
10104101917,3,4,5,3,3,13,10,0,5,46,170,97,65,97,117,134,104,37,10,831
10104101918,3,4,0,5,7,0,7,0,0,26,39,28,30,26,40,48,42,28,10,291
10104101919,6,0,5,0,0,5,6,3,0,25,55,22,30,28,45,68,41,25,3,317
10104101920,8,7,0,0,4,4,5,0,0,28,46,35,23,24,43,54,35,22,13,295
10104101921,3,3,10,5,0,5,5,7,0,38,79,36,47,46,35,30,62,37,14,386
10104101924,13,4,6,10,4,3,0,4,0,44,94,30,25,61,66,104,60,20,4,464
10104101925,7,4,3,3,4,0,0,3,0,24,69,46,47,40,50,43,44,32,0,371
10104101926,0,0,3,0,3,5,3,0,7,21,26,18,23,28,31,52,67,39,18,302
10104101927,3,0,0,4,0,0,0,0,0,7,34,11,14,22,22,32,18,4,0,157
