SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
40403110834,25,0,0,0,0,0,0,29
40403110835,14,0,3,0,0,0,0,15
40403110836,41,0,0,0,0,0,0,41
40403110837,34,0,0,0,0,0,0,35
40403110901,43,3,3,0,0,0,0,49
40403110902,42,0,5,0,0,0,0,48
40403110903,33,0,5,0,0,0,0,37
40403110904,28,0,0,0,0,0,0,32
40403110905,0,0,0,0,0,0,0,0
40403110906,50,5,3,0,0,0,0,57
40403110907,69,5,3,0,0,0,0,71
40403110908,54,3,0,0,0,0,0,62
40403110909,58,3,4,0,0,0,0,62
40403110910,57,6,4,0,0,0,0,65
40403110911,50,4,7,0,0,0,0,57
40403110912,0,0,0,0,0,0,0,0
40403110913,51,3,0,0,0,0,0,59
40403110914,25,3,0,0,0,0,0,29
40501111001,50,0,0,0,0,0,0,52
40501111002,44,0,0,0,0,0,0,47
40501111003,39,0,4,0,0,0,0,41
40501111004,28,3,0,0,0,0,0,33
40501111005,27,4,0,0,0,0,0,35
40501111006,33,0,0,0,0,0,0,32
40501111007,38,4,0,0,0,0,0,45
40501111008,53,3,0,0,0,0,0,53
40501111009,43,3,0,0,0,0,0,45
40501111010,18,0,4,0,0,0,0,19
40501111011,23,7,0,0,0,0,0,30
40501111012,38,0,0,3,0,0,0,41
40501111013,43,5,3,0,0,0,0,51
40501111014,40,3,4,0,0,0,0,47
40501111015,38,3,0,0,0,0,0,40
40501111016,31,0,0,0,0,0,0,43
40501111017,70,4,3,0,0,0,0,81
40501111101,23,3,0,0,0,0,0,26
40501111102,44,4,0,0,0,0,0,48
40501111103,30,0,0,0,0,0,0,38
40501111104,29,3,3,0,0,0,0,38
40501111105,12,5,0,0,0,0,0,19
40501111106,35,5,0,0,0,0,0,37
40501111107,26,0,0,0,0,0,0,24
40501111110,20,3,3,0,0,0,0,28
40501111111,53,3,0,0,0,0,0,61
40501111112,59,4,4,0,0,0,0,67
40501111113,18,0,0,0,0,0,0,22
40501111115,15,0,3,0,0,0,0,24
40501111116,46,8,0,0,0,0,0,57
40501111117,30,3,0,0,0,0,0,36
40501111118,68,4,4,0,0,0,0,75
40501111119,13,0,0,0,0,0,0,17
40501111120,24,5,0,0,0,0,0,32
40501111121,12,0,0,0,0,0,0,20
40501111122,20,0,0,0,0,0,0,24
40501111123,42,0,0,0,0,0,0,51
40501111124,31,0,0,0,0,0,0,31
40501111125,40,0,0,0,0,0,0,47
40501111126,51,3,3,0,0,0,0,53
40501111127,42,0,4,0,0,0,0,44
40501111128,82,4,7,0,0,0,0,105
40501111129,45,4,0,0,0,0,0,47
40501111130,65,8,7,0,0,0,4,85
40501111201,36,4,3,0,0,0,0,54
40501111202,40,0,0,0,0,0,0,38
40501111203,20,0,0,0,0,0,0,24
40501111204,77,10,7,0,0,0,0,99
40501111205,30,0,0,0,0,0,0,32
40501111206,42,3,0,0,0,0,0,51
40501111207,47,3,4,0,0,0,0,56
40501111208,22,0,0,0,0,0,0,27
40501111209,31,4,0,0,0,0,0,33
40501111210,55,0,0,0,0,0,0,55
40501111211,47,0,6,0,0,0,0,50
40501111212,63,4,0,0,0,0,0,66
40501111213,49,0,4,0,0,0,0,54
40501111214,93,4,4,0,0,0,0,101
40501111215,43,10,3,3,0,0,0,56
40501111216,55,4,5,3,0,0,0,65
40501111217,21,4,0,0,0,0,0,22
40501111301,42,0,4,0,0,0,0,40
40501111302,31,3,4,0,0,0,0,38
40501111303,38,0,0,0,0,0,0,40
40501111304,26,3,0,0,0,0,0,28
40501111305,40,6,0,0,0,0,0,49
40501111306,36,0,6,0,0,0,0,38
40501111307,27,6,0,0,0,0,4,41
40501111308,38,4,4,0,0,0,0,50
40501111309,11,0,0,0,0,0,0,12
40501111310,16,3,0,0,0,0,0,16
40501111401,59,3,0,0,0,0,0,63
40501111402,38,4,0,0,0,0,0,39
40501111403,14,0,0,0,0,0,0,15
40501111404,64,3,5,0,0,0,0,71
40501111405,29,4,5,0,0,0,0,35
40501111406,35,3,6,0,0,0,0,41
40501111407,30,9,0,0,0,0,0,42
40501111408,15,0,0,0,0,0,0,16
40501111410,46,7,5,0,0,0,0,55
40501111411,28,5,0,0,0,0,0,36
40501111412,56,9,4,0,0,0,0,63
40501111413,30,3,5,0,0,0,0,37
40501111414,26,0,0,0,0,0,0,27
40501111415,38,4,0,0,0,0,0,47
40501111416,26,5,4,0,0,0,0,36
40501111417,106,6,8,0,0,0,0,120
40501111501,36,0,0,0,0,0,0,46
40501111502,40,3,0,0,0,0,0,42
40501111503,75,3,3,0,0,0,0,83
40501111504,69,6,0,0,0,0,0,68
40501111506,31,6,0,0,0,0,0,41
40501111507,47,5,3,0,0,0,0,54
40501111509,26,3,0,0,0,0,0,29
40501111510,33,4,0,0,0,0,0,37
40501111511,51,4,0,0,0,0,0,54
40501111512,36,6,3,0,0,0,0,37
40502111601,26,0,0,0,0,0,0,22
40502111602,21,0,0,0,0,0,0,22
40502111603,12,0,0,0,0,0,0,16
40502111604,17,0,0,0,0,0,0,20
40502111605,40,0,0,0,0,0,0,40
40502111606,35,3,0,0,0,0,0,43
40502111607,48,0,0,0,0,0,0,51
40502111608,18,4,0,0,0,0,0,22
40502111609,42,0,0,0,0,0,0,44
40502111610,24,0,0,0,0,0,0,32
40502111611,62,5,4,0,0,0,0,76
40502111701,47,3,0,0,0,0,0,55
40502111702,24,5,0,0,0,0,0,23
40502111703,53,4,3,0,0,0,0,60
40502111704,23,0,0,0,0,0,0,27
40502111705,12,0,0,0,0,0,0,12
40502111706,22,0,0,0,0,0,0,24
40502111707,24,5,0,0,0,0,0,22
40502111708,43,0,0,0,0,0,0,47
40502111709,16,0,0,0,0,0,0,21
40502111710,19,0,0,0,0,0,0,14
40502111711,3,4,0,0,0,0,0,10
40502111712,16,3,0,0,0,0,0,24
40502111713,22,0,0,0,0,0,0,30
40502111714,18,9,3,0,0,0,0,30
40502111715,31,7,0,0,0,0,0,38
40502111716,33,0,4,0,0,0,0,38
40502111801,18,0,3,0,0,0,0,27
40502111802,10,0,0,0,0,0,0,10
40502111803,43,6,0,0,0,0,0,53
40502111804,46,3,3,0,0,0,0,60
40502111805,19,0,0,0,0,0,0,23
40502111806,6,0,0,0,0,0,0,8
40502111807,53,0,0,0,0,0,3,64
40502111808,32,0,0,0,0,0,0,31
40502111809,15,0,0,0,0,0,0,19
40502111810,26,3,0,0,0,0,0,30
40502111811,9,0,0,0,0,0,0,8
40502111812,17,0,4,0,0,0,0,19
40502111813,0,0,0,0,0,0,0,0
40502111814,26,0,0,0,0,0,0,28
40502111901,15,5,0,0,0,0,0,17
40502111902,8,3,0,0,0,0,0,12
40502111903,26,0,0,0,0,0,0,28
40502111904,37,5,6,0,0,0,0,44
40502111905,34,4,7,0,0,0,0,42
40502111906,37,0,0,0,0,0,0,42
40502111907,26,0,4,0,0,0,0,37
40502111908,22,7,0,0,0,0,0,29
40502111909,75,3,3,0,0,0,0,85
40502111910,47,3,6,0,0,0,0,61
40502111911,22,4,0,0,0,0,0,27
40502111912,30,0,0,0,0,0,0,37
40502111913,42,5,0,0,0,0,0,46
40502111914,31,0,3,3,0,0,0,37
40502111915,16,0,0,0,0,0,0,22
40502111916,22,0,0,0,0,0,0,27
40502111917,7,3,0,0,0,0,0,16
40502111918,30,7,4,0,0,0,0,33
40502111919,21,0,0,0,0,0,0,27
40502111920,18,0,0,0,0,0,0,25
40502111921,45,0,0,0,0,0,0,51
40502111922,9,0,0,0,0,0,0,9
40502111923,40,3,0,0,0,0,0,45
40502111924,15,3,0,0,0,0,0,24
40502111925,29,0,0,0,0,0,0,27
40502111926,30,0,0,0,0,0,0,37
40502111927,18,5,0,0,0,0,0,28
40503112001,33,0,0,0,0,0,0,37
40503112002,13,0,5,0,0,0,0,19
40503112003,20,0,0,0,0,0,0,16
40503112004,44,6,0,0,0,0,0,47
40503112005,21,0,0,0,0,0,0,21
40503112006,7,9,0,0,0,0,0,12
40503112007,23,0,0,0,0,0,0,25
40503112008,29,0,0,0,0,0,0,29
40503112009,35,0,3,0,0,0,0,44
40503112010,14,0,0,0,0,0,0,17
40503112011,11,0,0,0,0,0,0,11
40503112012,34,6,0,0,0,0,0,43
40503112013,42,3,0,0,0,0,0,51
40503112014,19,0,0,0,0,0,0,23
40503112015,17,0,0,0,0,0,0,16
40503112016,19,0,0,0,0,0,0,19
40503112101,27,0,0,0,0,0,0,25
40503112102,5,0,0,0,0,0,5,7
40503112103,9,0,0,0,0,0,0,9
40503112104,21,3,0,0,0,0,0,27
40503112105,6,0,0,0,0,0,0,13
40503112106,44,0,6,0,0,0,4,49
40503112107,21,0,0,0,0,0,0,24
40503112108,10,0,0,0,0,0,0,9
40503112109,18,0,0,0,0,0,0,18
40503112110,12,0,4,0,0,0,0,16
40503112111,32,0,0,0,0,0,0,35
40503112112,36,0,0,4,0,0,0,36
40503112113,33,6,0,0,0,0,0,38
40503112114,17,0,0,0,0,0,0,17
40503112115,36,3,0,0,0,0,0,38
40503112116,17,0,0,0,0,0,0,16
40503112117,3,3,3,0,0,0,0,7
40503112118,10,0,0,0,0,0,0,10
40503112201,15,7,0,0,0,0,0,19
40503112202,0,0,0,0,0,0,0,0
40503112203,0,0,0,0,0,0,0,0
40503112204,17,7,0,0,0,0,0,20
40503112205,37,4,0,0,0,0,0,44
40503112206,0,0,0,0,0,0,0,0
40503112207,49,11,6,0,0,0,3,71
40503112208,41,0,3,0,0,0,0,50
40503112209,39,0,0,0,0,0,0,44
40503112210,28,4,0,0,0,0,0,33
40503112211,30,0,0,0,0,0,0,34
40503112212,16,0,3,0,0,0,0,29
40503112213,19,0,0,0,0,0,0,18
40503112214,44,0,4,0,0,0,0,48
40503112215,25,0,3,0,0,0,3,32
40503112216,43,4,4,0,0,0,0,42
40503112217,35,0,3,0,0,0,0,40
40503112218,0,0,0,0,0,0,0,0
40503112219,62,6,0,0,0,0,0,70
40503112220,27,4,0,0,0,0,0,30
40503112221,13,4,0,0,0,0,0,13
40503112222,17,4,0,0,0,0,0,22
40503112223,28,6,0,0,0,0,0,35
40503112224,36,5,4,0,0,0,0,40
40503112225,36,4,0,0,0,0,0,42
40503112226,31,3,3,0,0,0,0,41
40503112227,26,6,4,0,0,0,4,37
40503112228,20,4,7,0,0,0,0,28
40503112229,43,0,0,0,0,0,0,47
40503112230,20,0,4,0,0,0,0,23
40503112231,19,0,3,0,0,0,0,24
40503112232,23,0,3,0,0,0,0,28
40503112233,13,0,3,0,0,0,0,17
40503112234,16,3,0,0,0,0,0,23
40503112235,15,5,0,0,0,0,0,20
40503112236,11,4,0,0,0,0,0,15
40503112237,12,0,4,0,0,0,0,18
40503112238,8,0,0,0,0,0,0,10
40503112239,24,3,3,0,0,0,0,33
40503112240,0,0,0,0,0,0,0,0
40503112241,15,0,0,0,0,0,0,14
40503112242,10,4,0,0,0,0,0,18
40503112243,10,0,0,0,0,0,0,11
40503112244,24,0,0,0,0,0,0,26
40503112301,26,0,0,0,0,0,0,30
40503112302,29,0,0,0,0,0,0,34
40503112303,40,6,3,0,0,0,0,50
40503112304,33,0,0,0,0,0,0,31
40503112305,39,3,0,0,0,0,0,39
40503112306,19,0,0,0,0,0,0,26
40503112307,40,0,0,0,0,0,5,45
40503112308,25,0,5,0,0,0,0,30
40503112309,30,3,0,0,0,0,0,40
40503112310,15,0,0,0,0,0,0,12
40504112401,0,0,0,0,0,0,0,0
40504112402,0,0,0,0,0,0,0,6
40504112403,49,0,5,0,0,0,0,59
40504112404,27,4,4,0,0,0,0,29
40504112405,28,0,3,0,0,0,0,38
40504112406,20,3,0,0,0,0,0,21
40504112407,43,5,0,0,0,0,0,50
40504112408,16,0,0,0,0,0,0,19
40504112409,6,0,0,0,0,0,0,9
40504112410,31,9,6,0,0,0,0,41
40504112411,16,3,5,0,0,0,0,22
40504112412,60,4,4,0,0,0,0,68
40504112413,32,4,3,0,0,0,0,40
40504112414,78,6,4,0,0,0,0,92
40504112501,4,4,0,0,0,0,0,7
40504112502,31,0,0,0,0,0,0,36
40504112503,26,0,0,0,0,0,3,31
40504112504,35,0,0,0,0,0,0,41
40504112505,36,0,4,0,0,0,0,40
40504112506,60,7,4,0,0,0,0,66
40504112507,13,0,6,0,0,0,0,12
40504112508,19,0,6,0,0,0,0,23
40504112509,28,5,4,3,0,0,0,32
40504112510,24,3,0,0,0,0,0,28
40504112511,11,0,0,0,0,0,0,17
40504112512,9,0,0,0,0,0,0,11
40504112601,19,0,0,0,0,0,0,23
40504112602,13,0,0,0,0,0,0,13
40504112604,30,8,0,0,0,0,0,38
40504112605,10,3,0,0,0,0,0,11
40504112606,31,0,4,0,0,0,0,43
40504112607,13,0,0,0,0,0,0,19
40504112608,13,0,0,0,0,0,0,15
40504112610,4,0,0,0,0,0,0,6
40504112612,15,0,0,0,0,0,0,15
40504112613,7,8,0,0,0,0,0,16
40504112614,0,0,0,0,0,0,0,0
40504112615,35,9,5,0,0,0,0,48
40504112616,9,0,0,0,0,0,0,10
40504112617,27,8,0,0,0,0,0,39
40504112701,10,0,4,0,0,0,0,12
40504112702,29,4,0,0,0,0,0,28
40504112703,16,0,0,0,0,0,0,21
40504112704,27,5,0,0,0,0,0,34
40504112706,23,0,4,0,0,0,4,33
40504112708,40,4,0,0,0,0,0,50
40504112710,16,0,3,0,0,0,0,18
40504112711,0,0,0,0,0,0,0,7
40504112712,43,3,0,0,0,0,0,49
40504112713,24,0,0,0,0,0,0,20
40504112714,44,3,0,0,0,0,0,47
40504112715,40,0,0,0,0,0,0,41
40504112716,17,3,0,0,0,0,0,22
40504112717,43,4,4,0,0,0,0,51
40504112718,44,3,5,0,0,0,0,53
40504112719,9,0,0,0,0,0,0,14
40504112720,4,0,0,0,0,0,0,4
40504112721,3,0,0,0,0,0,0,3
40504112722,21,0,0,0,0,0,0,23
40504112723,11,0,0,0,0,0,0,17
40504112724,0,0,0,0,0,0,0,0
40504112725,15,0,0,0,0,0,0,19
40504112726,3,0,0,0,0,0,0,5
40504112727,7,0,0,0,0,0,0,7
40504112803,9,0,4,0,0,0,0,14
40504112804,20,4,0,0,0,0,0,18
40504112805,10,0,0,0,0,0,0,13
40504112806,27,4,0,0,0,0,0,26
40504112807,20,0,0,0,0,0,0,25
40504112808,18,4,0,0,0,0,0,23
40504112809,0,0,0,0,0,0,0,0
40504112810,5,0,0,0,0,0,0,6
40504112811,13,3,4,0,0,0,0,23
40504112812,46,6,5,0,0,0,0,55
40504112813,18,0,0,0,0,0,0,18
40504112814,3,0,0,0,0,0,0,3
40504112815,27,3,0,0,0,0,0,30
40504112816,4,0,0,0,0,0,0,4
40504112817,6,0,0,0,0,0,0,4
40601112901,41,3,0,0,0,0,5,52
40601112902,47,4,0,6,0,0,0,57
40601112903,17,0,0,0,0,0,0,18
40601112904,39,5,6,0,0,0,0,45
40601112905,42,3,0,0,0,0,0,49
40601112906,26,6,3,0,0,0,5,41
40601112907,0,0,0,0,0,0,0,0
40601113001,11,0,0,0,0,0,0,18
40601113002,17,0,3,0,0,0,0,21
40601113003,19,0,0,0,0,0,0,22
40601113004,18,0,0,0,0,0,0,24
40601113005,51,3,0,0,0,0,0,52
40601113006,24,6,0,0,0,0,0,29
40601113007,15,0,0,0,0,0,0,15
40601113008,66,4,0,0,0,0,0,77
40601113009,4,0,0,0,0,0,0,5
40601113010,29,0,0,0,0,0,0,33
40601113011,23,8,0,0,0,0,0,28
40601113012,24,0,0,0,0,0,0,27
40601113013,40,0,0,0,0,0,3,46
40601113014,0,0,0,0,0,0,0,0
40601113015,0,0,0,0,0,0,0,0
40601113016,38,3,0,0,0,0,0,40
40601113017,12,3,0,0,0,0,0,17
40601113018,13,0,0,0,0,0,0,18
40601113019,25,0,0,0,0,0,0,29
40601113020,44,3,0,0,0,0,0,56
40601113021,45,6,3,0,0,0,0,51
40601113022,26,0,0,0,0,0,0,25
40601113023,19,0,0,0,0,0,0,26
40601113101,67,0,4,0,0,0,0,69
40601113102,17,0,0,0,0,0,0,17
40601113103,26,0,0,0,0,0,0,28
40601113104,32,4,0,0,0,0,0,40
40601113105,29,7,0,0,0,0,0,29
40601113106,34,3,4,0,0,0,0,40
40601113107,32,3,3,0,0,0,0,36
40601113108,22,0,7,0,0,0,0,22
40601113109,9,0,0,0,0,0,0,9
40601113110,29,0,0,0,0,0,0,30
40601113111,27,0,0,0,0,0,0,28
40601113112,35,0,0,0,0,0,0,32
40601113113,11,3,0,0,0,0,0,13
40601113201,36,0,7,0,0,0,0,49
40601113202,34,0,0,0,0,0,0,38
40601113203,25,0,0,0,0,0,0,30
40601113204,34,0,5,0,0,0,0,37
40601113205,27,0,0,0,0,0,0,31
40601113206,27,3,0,0,0,0,0,31
40601113301,41,3,5,0,0,0,0,50
40601113302,47,4,0,0,0,0,0,60
40601113303,34,5,3,0,0,0,0,40
40601113304,41,8,0,0,0,0,0,49
40601113305,41,0,6,0,0,0,3,52
40601113306,25,0,0,0,0,0,0,23
40601113307,36,3,3,0,0,0,0,39
40601113308,23,3,0,0,0,0,0,25
40601113309,16,5,0,0,0,0,0,26
40601113310,39,4,9,0,0,0,0,51
40601113311,53,3,0,0,0,0,0,59
40601113312,67,5,7,0,0,0,0,77
40601113313,13,0,0,0,0,0,0,18
40601113314,11,0,0,0,0,0,0,16
40601113315,37,3,3,0,0,0,0,44
40601113316,45,8,5,0,0,0,0,57
40601113317,29,4,3,0,0,0,0,32
40601113318,25,0,0,0,0,0,0,25
40601113319,4,0,0,0,0,0,0,5
40601113320,30,0,3,0,0,0,0,34
40601113321,25,0,0,0,0,0,0,30
40601113322,44,6,3,0,0,0,0,51
40601113323,17,3,0,0,0,0,0,17
40601113324,21,3,5,0,0,0,0,31
40601113325,65,0,6,0,0,0,0,82
40601113326,10,0,0,0,0,0,0,9
40601113327,11,7,4,0,0,0,0,24
40601113328,4,3,0,0,0,0,0,7
40601113329,10,3,0,0,0,0,0,7
40601113330,22,7,0,0,0,0,0,28
40601113331,19,0,0,0,0,0,0,19
40601113332,40,4,3,0,0,0,0,45
40601113333,52,0,5,0,0,0,0,62
40601113334,18,0,0,0,0,0,0,19
40601113335,22,0,0,0,0,0,0,23
40601113336,6,0,0,0,0,0,0,6
40601113337,173,8,0,5,0,0,0,189
40601113338,14,4,0,0,0,0,0,23
40601113339,5,0,0,0,0,0,0,7
40601113340,27,0,3,0,0,0,0,39
40601113341,35,8,0,0,0,0,0,41
40601113342,31,9,3,0,0,0,0,40
40601113401,22,0,0,0,0,0,0,22
40601113402,18,0,0,0,0,0,0,18
40601113403,37,0,0,0,0,0,0,37
40601113404,63,4,5,0,0,0,0,69
40601113405,49,0,3,0,0,0,0,58
40601113406,9,0,0,0,0,0,0,9
40601113407,49,0,8,0,0,0,0,60
40601113408,4,3,0,4,0,0,0,13
40601113409,25,3,3,0,0,0,0,34
40601113410,23,5,0,3,0,0,0,33
40601113411,0,0,0,0,0,0,0,0
40601113503,0,0,0,0,0,0,4,8
40601113504,0,0,0,0,0,0,0,0
40601113601,21,3,0,0,0,0,4,29
40601113602,25,0,0,0,0,0,0,31
40601113603,61,5,5,0,0,0,0,75
40601113604,21,7,0,0,0,0,0,31
40601113605,20,0,0,0,0,0,0,26
40601113606,31,8,7,0,0,0,0,41
40601113607,27,10,9,0,0,0,0,42
40601113608,19,0,0,0,0,0,0,27
40601113609,30,7,0,0,0,0,0,33
40601113610,0,0,0,0,0,0,0,0
40601113611,22,0,0,0,0,0,0,21
40601113612,25,4,3,0,0,0,0,30
40601113613,20,5,0,0,0,0,0,25
40601113614,28,7,0,0,0,0,3,40
40601113615,101,7,5,0,0,0,0,111
40601113617,0,0,0,0,0,0,0,0
40601113618,20,5,4,0,0,0,0,29
40601113619,49,4,0,0,0,0,0,61
40601113620,37,0,0,0,0,0,0,37
40601113621,8,0,0,0,0,0,0,10
40601113622,23,0,0,0,0,0,0,23
40601113623,20,0,3,0,0,0,0,27
40601113624,17,0,4,0,0,0,0,21
40601113625,12,0,0,0,0,0,0,14
40601113626,15,4,0,0,0,0,0,14
40601113627,18,4,0,0,0,0,0,26
40601113628,20,5,3,0,0,0,0,27
40601113629,29,3,4,0,0,0,0,36
40601113630,35,5,4,0,0,0,0,41
40601113631,23,3,0,0,0,0,0,26
40601113632,38,0,3,0,0,0,0,38
40601113633,15,6,3,0,0,0,0,24
40601113634,13,0,3,0,0,0,0,13
40601113635,3,7,0,0,0,0,0,13
40601113636,16,6,0,0,0,0,0,24
40601113637,30,4,5,0,0,0,0,43
40601113638,24,5,3,0,0,0,0,35
40601113639,39,4,3,0,0,0,0,45
40601113640,26,5,3,0,0,0,0,35
40601113641,23,3,0,0,0,0,3,29
40601113642,22,4,0,0,0,0,0,33
40601113643,67,3,4,0,0,0,0,76
40601113644,34,3,5,0,0,0,0,44
40601113645,24,4,5,0,0,0,0,33
40601113646,32,0,0,0,0,0,0,33
40601113647,20,0,4,0,0,0,0,22
40601113648,35,0,0,0,0,0,0,37
40601113649,0,0,0,0,0,0,0,0
40601113650,0,0,0,0,0,0,0,0
40601113651,24,5,3,0,0,0,0,32
40601113652,12,0,4,0,0,0,0,14
40601113653,23,6,0,0,0,0,0,28
40601113654,0,0,0,0,0,0,0,0
40601113655,20,0,0,0,0,0,0,24
40601113656,9,0,4,0,0,0,0,20
40601113657,32,0,4,0,0,0,0,31
40601113658,20,0,0,0,0,0,0,18
40601113659,22,0,9,0,0,0,0,29
40601113660,40,0,0,0,0,0,0,40
40601113661,92,10,5,3,0,0,0,111
40601113662,39,4,5,0,0,0,0,51
40601113701,0,0,0,0,0,0,0,0
40602113801,13,0,0,3,0,0,0,15
40602113802,0,0,0,0,0,0,0,0
40602113803,0,0,0,0,0,0,0,9
40602113804,0,0,0,0,0,0,0,0
40602113805,0,0,0,0,0,0,0,0
40602113806,7,0,0,0,0,0,0,7
40602113807,4,6,0,0,0,0,0,11
40602113808,0,0,0,0,0,0,0,0
40602113809,0,0,0,0,0,0,0,0
40602113810,0,0,0,0,0,0,0,0
40602113811,13,5,0,0,0,0,0,14
40602113812,31,0,0,4,3,0,0,46
40602113813,36,0,3,5,0,0,3,48
40602113814,23,0,0,0,0,0,0,23
40602113815,23,0,4,0,0,0,0,33
40602113816,25,0,4,4,0,0,0,34
40602113817,0,0,0,0,0,0,0,0
40602113901,9,0,0,0,0,0,0,12
40602113902,0,0,0,0,0,0,0,0
40602113903,9,0,0,0,0,0,0,16
40602113904,11,0,0,0,0,0,0,14
40602113905,10,0,0,0,0,0,0,9
40602113906,8,0,0,0,0,0,0,10
40602113907,12,0,0,0,0,0,0,14
40602113908,8,4,0,0,0,0,0,19
40602114001,0,0,0,0,0,0,0,4
40602114003,21,0,3,0,0,0,0,27
40602114004,18,0,0,0,0,0,0,22
40602114005,14,0,0,0,0,0,0,14
40602114006,29,3,0,0,0,0,5,31
40602114007,21,0,0,0,0,0,0,19
40602114008,24,0,0,0,0,0,0,24
40602114009,4,0,0,0,0,0,0,5
40602114010,6,0,0,0,0,0,0,4
40602114101,15,5,0,0,0,0,0,15
40602114102,3,0,0,0,0,0,0,6
40602114103,0,0,0,0,0,0,0,0
40602114104,0,0,0,0,0,0,0,0
40602114105,4,0,0,0,0,0,0,4
40602114107,27,4,0,0,0,0,5,28
40602114109,3,0,3,0,0,0,0,10
40602114110,24,0,5,0,0,0,0,26
40602114111,17,0,0,0,0,0,0,22
40602114201,24,0,4,0,0,0,0,27
40602114202,13,4,0,0,0,0,0,17
40602114203,15,0,0,0,0,0,0,18
40602114204,72,3,8,0,0,0,0,80
40602114205,11,4,0,0,0,0,0,16
40602114206,59,4,8,0,0,0,0,76
40602114207,9,3,0,0,0,0,0,12
40602114208,16,3,0,0,0,0,0,21
40602114209,60,9,4,0,0,0,0,77
40602114210,13,0,3,0,0,0,0,17
40602114211,14,0,0,0,0,0,0,14
40602114212,63,9,4,4,0,0,0,74
40602114213,28,0,0,0,0,0,0,36
40602114214,28,0,0,0,0,0,0,32
40602114215,18,0,4,0,0,0,0,27
40602114216,20,7,7,0,0,0,0,33
40602114217,3,0,0,0,0,0,0,5
40602114218,33,3,0,0,0,0,0,37
40602114219,25,0,5,0,0,0,0,30
40602114220,29,4,0,0,0,0,0,41
40602114221,15,0,5,0,0,0,0,26
40602114222,27,4,4,0,0,0,0,48
40602114223,25,5,0,0,0,0,0,27
40602114224,20,3,0,0,0,0,0,21
40602114225,23,6,0,0,0,4,0,28
40602114226,16,0,0,0,0,0,5,18
40602114227,21,0,4,0,0,0,0,29
40602114228,20,7,3,0,0,0,0,27
40602114229,8,0,5,0,0,0,0,11
40602114230,23,3,0,0,0,0,0,25
40602114231,21,4,3,0,0,0,0,32
40602114232,30,0,0,0,0,0,0,29
40602114233,15,0,0,0,0,0,0,15
40602114234,30,3,4,0,0,0,0,35
40602114235,0,0,0,0,0,0,0,0
40602114236,60,5,4,0,0,0,0,69
40602114301,34,5,0,0,0,0,0,44
40602114302,39,6,4,0,0,0,0,48
40602114303,10,0,0,0,0,0,0,6
40602114304,29,6,3,0,0,0,0,42
40602114305,14,0,3,0,0,0,0,15
40602114307,41,7,0,0,0,0,0,48
40602114308,0,0,0,0,0,0,0,0
40602114309,0,0,0,0,0,0,0,0
40602114311,47,5,4,0,0,0,0,61
40602114312,36,5,0,5,0,0,0,47
40602114313,102,4,4,0,0,0,0,115
40602114314,57,8,0,0,0,0,0,63
40701114401,37,0,4,0,0,0,0,42
40701114402,22,0,0,0,0,0,0,29
40701114403,27,3,0,0,0,0,0,39
40701114404,6,0,0,0,0,0,0,14
40701114405,37,4,4,0,0,0,0,47
40701114406,29,0,0,0,0,0,0,33
40701114407,9,0,0,0,0,0,0,9
40701114408,25,0,4,0,0,0,0,28
40701114409,19,3,0,0,0,0,0,20
40701114411,11,0,0,0,0,0,0,17
40701114412,12,5,0,0,0,0,0,16
40701114413,32,3,3,0,0,0,0,34
40701114415,33,5,0,0,0,0,0,39
40701114416,19,4,0,0,0,0,0,22
40701114417,16,0,4,0,0,0,0,17
40701114418,19,0,0,0,0,0,0,23
40701114419,26,0,6,0,0,0,0,26
40701114420,14,4,0,0,0,0,0,21
40701114421,32,3,0,0,0,0,0,34
40701114422,35,3,0,0,0,0,0,42
40701114424,15,0,0,0,0,0,0,21
40701114425,32,0,0,0,0,0,0,33
40701114426,13,5,0,0,0,0,0,14
40701114427,12,0,0,0,0,0,0,14
40701114428,12,0,0,0,0,0,0,15
40701114429,21,4,3,0,0,0,0,23
40701114430,0,0,0,0,0,0,0,0
40701114431,29,3,0,0,0,0,0,38
40701114432,28,8,9,0,0,0,0,43
40701114433,23,0,0,0,0,0,0,23
40701114434,30,4,0,0,0,0,0,33
40701114435,0,0,0,0,0,0,0,4
40701114436,23,4,0,0,0,0,0,31
40701114501,16,0,0,0,0,0,0,19
40701114502,20,0,0,0,0,0,0,16
40701114503,32,3,0,0,0,0,0,36
40701114504,19,3,0,0,0,0,0,20
40701114505,34,0,6,0,0,0,0,42
40701114506,16,0,0,0,0,0,0,16
40701114507,11,0,0,0,0,0,0,11
40701114508,15,6,0,0,0,0,0,19
40701114509,53,3,5,0,0,0,0,58
40701114510,26,0,0,0,0,0,0,31
40701114511,8,0,0,0,0,0,0,8
40701114512,74,0,3,0,0,0,0,73
40701114513,23,0,0,0,0,0,0,26
40701114514,9,0,0,0,0,0,0,14
40701114601,12,0,0,0,0,0,0,15
40701114604,82,7,4,0,0,0,5,99
40701114605,48,3,0,0,0,0,0,50
40701114606,13,0,0,0,0,0,0,17
