LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA18500,0,8,8,36,34,10,6,0,0,94,0,0,0,11,10,3,3,4,0,30,0,0,0,8,10,9,3,3,7,46,8,48,54,556,214,182,299,210,134,1702,42,93,116,367,138,106,116,108,92,1190,1217,2755,2886,8487,3738,3248,3004,2160,1042,28543,0,0,0,0,0,0,0,0,0,3,2217,4443,4249,8855,3899,3349,2919,2058,823,32804,0,0,5,8,3,0,0,0,0,17,0,0,0,10,7,0,0,0,0,20,0,10,22,214,19,15,4,0,0,282,0,0,3,3,0,0,0,0,0,11,0,9,16,101,34,44,12,13,4,229,0,4,3,36,15,10,3,5,0,69,6,75,87,410,159,173,90,65,30,1099,0,0,0,13,5,13,6,16,9,57,0,0,0,11,0,23,40,41,7,125,28,182,237,1217,575,482,342,280,111,3458,0,0,0,16,22,14,7,7,5,73,4,7,19,197,35,32,30,14,13,360
LGA18710,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,4,3,4,0,11,0,0,0,4,0,0,0,0,0,9,0,0,11,37,17,23,13,5,4,106,17,47,25,90,55,46,65,43,21,410,459,1217,923,2018,1398,1117,963,477,211,8781,0,0,0,0,0,0,0,0,0,0,880,2351,1754,3161,2243,1828,1408,668,249,14535,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,9,0,4,0,0,6,7,7,5,0,35,0,0,0,4,0,0,0,0,0,11,0,0,0,13,8,4,5,0,0,28,0,0,0,3,3,10,13,8,0,33,0,0,0,6,0,0,0,0,0,12,4,13,27,68,115,135,154,79,19,613,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,3,4,13,8,10,7,6,0,43,19,62,31,133,74,85,51,29,9,486,0,0,0,0,0,0,0,0,0,0,53,112,51,203,119,128,104,45,16,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,17,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,3,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,8,16,62,19,11,8,5,0,133,92,183,205,568,186,144,55,21,4,1460,203,412,703,1772,666,698,404,104,32,4997,0,0,0,7,0,0,0,0,0,7,266,402,764,1804,880,940,674,162,30,5912,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,21,0,0,0,0,0,3,0,0,0,5,0,0,7,13,3,6,0,0,0,26,0,0,0,9,0,0,0,0,0,17,0,4,4,49,12,12,5,0,0,86,0,0,0,0,0,0,3,0,0,8,0,0,7,5,5,0,0,0,0,13,3,3,20,94,28,86,53,19,0,318,0,0,3,12,7,0,3,0,0,23,0,0,9,31,9,4,0,0,0,56
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,14,14,14,4,82,8,46,36,101,75,81,65,68,29,515,251,716,561,1345,919,1079,967,590,239,6671,0,0,0,0,0,0,0,0,0,0,505,1330,1031,2073,1399,1655,1441,664,228,10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,18,6,10,3,3,0,52,0,0,0,0,0,0,0,5,0,7,0,0,0,15,3,0,0,0,0,19,0,0,0,0,0,5,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,4,13,54,65,101,111,92,22,463,0,0,0,0,0,7,0,0,0,5,0,0,0,4,0,3,4,0,0,22
LGA20260,0,0,5,9,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,9,3,3,42,11,26,39,81,46,64,67,39,17,387,283,579,540,1205,706,820,779,465,222,5606,0,0,0,8,4,0,0,0,0,10,549,1106,980,2081,1236,1430,1341,706,296,9720,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,28,3,4,0,0,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,8,0,10,7,19,17,41,62,60,17,228,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,4
LGA20570,0,0,17,61,8,4,3,4,0,107,0,0,0,8,3,10,8,8,0,36,0,0,3,23,9,3,5,3,0,55,5,35,47,213,92,77,82,51,26,632,138,258,355,728,311,313,322,290,169,2883,3281,7101,7066,15280,7264,7039,6431,3717,1848,59025,0,0,4,13,4,3,0,0,0,18,6271,13457,12316,23702,11587,11173,9421,5113,2175,95207,0,8,12,57,15,0,3,0,0,93,0,0,0,3,0,3,0,0,0,15,0,3,0,34,5,0,0,0,0,43,0,6,3,7,0,0,0,0,0,21,0,7,8,52,22,26,24,4,0,140,0,4,0,10,3,10,0,6,0,32,0,39,65,349,82,68,56,11,0,677,0,0,0,4,12,15,41,41,14,129,0,0,11,16,8,3,5,7,0,48,11,131,93,348,306,450,599,384,149,2454,0,5,6,22,11,13,9,3,0,70,0,4,10,22,6,8,11,3,0,61
LGA20660,6,12,36,178,106,54,48,10,6,459,0,0,6,6,9,9,10,10,8,45,0,0,9,15,11,4,3,0,0,35,13,78,121,681,293,272,224,170,89,1937,72,182,164,521,237,189,246,182,123,1921,3426,7556,6584,17597,8698,7849,6811,4194,2121,64835,0,0,3,13,4,3,4,0,0,30,6710,13798,11626,22763,12069,10070,7974,4536,1874,91428,0,3,7,41,8,4,5,0,0,64,0,0,3,32,6,35,22,9,3,110,0,0,5,48,15,6,0,0,0,79,0,0,5,20,10,4,8,0,0,54,8,24,15,110,45,23,16,8,0,248,0,7,6,43,14,18,11,7,0,101,15,149,307,1711,560,578,329,94,45,3780,0,0,4,13,41,79,95,89,35,362,0,7,9,48,17,41,75,44,7,245,24,146,170,712,571,607,520,467,187,3396,0,0,8,31,24,12,18,8,4,95,0,4,10,57,33,15,19,7,3,142
LGA20740,0,0,0,16,11,4,4,0,0,30,0,0,0,5,0,11,6,8,0,28,0,0,6,0,0,0,0,0,0,11,0,12,11,49,31,59,47,34,13,250,58,146,103,312,181,277,299,165,63,1602,921,2084,1592,4104,2480,3549,3664,1852,706,20955,0,0,0,0,0,0,0,0,0,3,1718,3902,2908,6183,3836,4926,4934,2315,795,31517,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,10,5,0,0,0,0,15,3,0,4,11,0,0,0,0,0,19,0,5,0,22,5,15,9,0,0,59,0,0,0,5,10,11,3,16,0,38,0,4,0,35,15,20,11,3,3,84,0,0,0,0,0,4,9,9,5,29,0,0,0,0,0,7,8,3,0,23,4,24,38,151,187,490,672,439,144,2140,0,0,0,10,4,4,4,0,0,18,0,0,0,21,3,7,6,4,0,43
LGA20830,0,3,4,31,4,0,0,0,0,53,0,0,0,4,5,7,7,0,0,30,0,3,4,13,6,4,0,0,0,28,4,17,15,106,42,64,66,46,18,381,79,209,133,423,209,233,219,169,88,1760,1746,3610,3052,7135,3620,3989,3618,2008,817,29590,0,0,0,4,0,0,0,0,0,5,3324,6826,5505,11213,5590,5941,5197,2645,942,47188,0,0,0,4,0,0,0,0,0,3,0,0,0,8,3,0,3,0,0,23,0,0,0,10,0,0,3,0,0,8,0,0,0,3,0,3,0,0,0,12,3,0,6,29,6,6,13,3,0,69,0,0,0,4,7,4,3,0,0,18,0,9,5,67,17,26,11,3,0,136,0,0,0,0,3,8,15,13,0,40,0,0,0,6,0,0,8,4,0,16,0,43,55,200,243,463,507,349,101,1965,0,0,5,8,10,12,3,0,0,34,0,0,0,3,3,0,7,0,0,12
LGA20910,0,11,19,62,50,14,17,0,4,169,0,7,4,15,21,12,13,4,0,73,0,0,0,22,19,7,6,3,0,49,16,102,72,621,413,371,304,231,121,2250,58,201,121,347,260,191,218,191,142,1740,2246,6461,5810,10475,8621,7337,5952,3838,2201,52930,0,0,6,11,4,4,5,0,0,29,4170,10922,10024,12286,10544,9256,7048,4189,2145,70582,0,0,0,10,0,5,0,0,0,25,0,0,0,29,22,24,12,9,0,89,3,10,10,91,33,8,9,0,0,165,0,0,0,20,10,0,3,5,0,44,0,32,20,114,83,59,32,11,6,362,0,11,0,44,33,13,13,10,0,114,9,285,272,829,464,329,148,68,27,2436,0,0,0,23,22,35,37,43,6,177,0,0,0,22,19,53,73,42,19,224,41,547,505,1073,1246,1055,804,607,216,6104,0,3,0,18,31,16,5,0,0,66,3,21,25,90,54,33,30,10,10,277
LGA21010,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,7,3,17,12,10,20,8,6,75,25,54,49,129,79,98,79,85,52,655,326,692,636,1405,925,1237,1189,728,345,7472,0,0,0,3,0,0,0,0,0,3,594,1265,1172,2210,1409,1935,1843,1023,424,11878,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,0,0,6,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,8,22,33,69,106,94,21,361,0,0,0,4,4,3,0,0,0,10,0,0,0,7,0,0,4,0,0,13
LGA21110,0,29,134,359,274,205,107,28,16,1158,0,0,5,8,7,10,9,10,3,46,0,0,3,27,9,8,6,5,0,64,7,102,121,761,335,261,246,207,113,2150,69,204,282,638,341,260,273,256,205,2535,3246,9907,11929,21554,12800,10831,8499,5479,3143,87386,0,0,5,13,6,5,0,0,0,23,6158,16325,18797,22756,14221,12626,9222,5513,2880,108493,0,4,12,84,12,3,9,0,0,126,0,0,0,27,10,19,7,0,0,67,0,12,8,105,31,9,6,0,0,164,0,3,20,23,33,14,10,4,0,106,3,39,39,158,86,55,29,14,0,428,0,3,3,60,16,15,9,4,4,112,71,1162,1603,4692,2412,1909,1020,352,170,13393,0,0,0,25,20,38,26,39,20,176,0,9,17,61,33,42,62,42,23,288,40,385,427,894,752,836,717,540,196,4789,0,0,6,47,37,38,14,10,4,160,0,33,24,124,67,43,17,12,4,331
LGA21180,36,276,858,5155,3381,2505,1284,345,178,14016,0,0,0,4,0,6,4,0,0,21,0,0,8,22,4,0,0,0,0,33,33,182,437,1735,1014,1061,936,589,274,6263,314,653,587,1710,615,552,489,353,260,5537,5274,10989,11835,27786,12708,11706,9475,5071,2271,97124,0,43,111,343,77,25,11,0,0,618,9941,18197,16072,22676,9134,7048,4049,1530,622,89271,0,13,42,262,48,25,18,4,0,415,0,0,19,316,206,306,200,118,25,1202,5,3,4,37,18,9,6,6,0,74,0,8,8,49,51,72,43,17,9,251,3,3,18,48,15,13,5,0,0,101,0,0,11,99,132,157,169,101,13,672,0,44,160,826,381,400,237,95,46,2202,0,6,6,107,164,461,545,584,168,2035,16,39,83,142,84,180,205,127,50,924,4,49,57,272,210,376,300,219,74,1554,0,22,38,188,128,115,83,36,6,614,0,0,5,41,23,21,17,9,3,125
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,9,0,0,17,9,15,10,47,37,41,34,33,44,272,140,310,234,516,397,516,416,285,182,2991,0,0,0,0,0,0,0,0,0,0,265,581,515,847,672,885,769,442,208,5172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,21,34,22,5,94,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,13,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,4,0,0,0,10,0,6,3,31,21,13,24,19,7,125,61,113,112,291,164,210,210,168,109,1440,959,2292,1962,4053,2532,2891,2552,1629,766,19627,0,0,0,0,0,0,0,0,0,0,1802,4258,3732,6412,4189,4838,4160,2491,980,32855,0,0,0,12,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,3,0,7,0,0,0,0,8,0,0,0,9,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,27,15,9,3,0,0,54,0,0,0,3,0,0,0,7,0,12,0,3,0,9,0,0,0,0,3,18,3,6,8,46,59,150,168,163,53,648,0,0,5,5,0,7,0,0,0,18,0,0,0,11,3,0,0,3,0,22
LGA21450,0,4,12,65,22,14,5,0,5,119,0,0,0,16,4,18,9,3,0,52,0,0,9,51,19,10,6,0,0,94,7,57,157,566,233,223,163,100,34,1537,164,397,319,840,370,310,251,189,115,2951,4453,8607,6974,18526,7396,6045,4599,2430,902,59925,0,12,50,208,53,24,8,7,3,362,8619,15413,11410,22893,9747,7687,5368,2592,825,84558,0,9,19,140,27,12,13,0,0,220,0,0,0,49,21,15,7,9,0,97,0,4,8,21,10,6,0,3,0,57,0,6,15,72,23,19,7,5,0,142,0,17,16,42,25,14,9,3,0,132,0,0,9,54,40,37,35,7,4,187,0,33,45,329,89,77,50,20,4,643,0,0,0,25,25,47,38,36,7,174,3,31,48,96,46,21,17,17,5,278,7,106,261,612,690,907,860,587,183,4204,3,6,17,125,44,31,11,0,0,239,0,0,0,22,11,16,10,0,0,62
LGA21610,4,31,57,576,261,186,83,21,14,1241,0,0,7,24,14,31,21,14,10,113,5,28,56,198,72,21,11,0,0,390,37,302,684,2490,1522,1367,965,460,197,8034,556,1147,916,2495,901,708,570,356,183,7833,13534,26832,23017,57461,22866,18281,12320,6242,2646,183195,88,1133,2680,7295,2054,941,348,111,26,14679,25923,43893,29744,45458,19702,15079,9406,4533,1713,195450,0,50,60,447,120,51,27,5,0,771,0,11,32,475,237,277,143,54,6,1235,4,0,9,61,19,15,12,0,0,110,3,71,152,971,431,333,202,53,17,2231,0,30,35,86,60,26,22,9,0,268,0,6,15,190,265,250,196,103,21,1041,25,239,335,2559,999,940,532,176,47,5859,0,0,10,252,149,308,284,183,49,1233,6,73,186,363,164,198,181,102,38,1318,9,296,452,1097,1306,1860,1471,1146,410,8045,0,41,140,873,498,444,185,73,14,2276,0,5,13,64,48,36,21,19,13,197
LGA21670,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,4,8,4,50,14,62,41,90,71,82,75,65,33,550,259,700,590,1193,836,1098,1138,716,294,6836,0,0,0,0,0,0,0,0,0,0,495,1298,1125,1947,1377,1691,1728,1048,389,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,34,103,150,128,24,457,0,0,0,3,6,0,5,0,0,8,0,0,0,0,0,3,0,0,0,4
LGA21750,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,6,0,7,4,39,19,18,12,9,6,109,32,85,44,160,94,125,121,74,34,772,542,1247,1036,2504,1435,1613,1573,842,415,11200,0,4,3,16,0,0,0,0,0,25,1048,2348,2015,3869,2338,2660,2460,1285,511,18536,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,30,14,102,24,12,9,0,0,181,0,0,0,0,0,4,5,3,0,10,0,0,0,5,0,0,6,0,0,11,0,7,5,50,51,115,139,88,29,488,0,0,0,9,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0,14
LGA21830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,28,5,18,5,7,0,73,12,61,68,118,72,89,67,72,37,596,359,943,772,1571,1041,1275,1023,709,307,8003,0,0,0,0,0,0,0,0,0,0,712,1775,1474,2585,1730,2124,1782,1054,416,13656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,22,37,57,79,56,13,267,0,0,0,3,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4
LGA21890,3,25,118,453,286,280,167,63,20,1408,0,0,0,13,9,4,7,5,0,30,0,0,7,40,7,4,3,0,0,61,32,136,153,1221,293,302,252,174,78,2638,114,228,320,1022,377,305,295,237,199,3099,3835,7047,8009,26899,10441,7959,5666,4143,2406,76410,0,6,7,36,19,3,3,3,0,71,7387,12778,12608,32615,14034,9034,4375,1754,1055,95646,0,19,30,163,13,10,5,0,0,241,0,4,0,57,19,33,27,21,6,166,0,3,11,169,10,8,0,0,0,211,0,3,14,24,31,10,18,3,3,110,5,18,16,237,82,28,13,4,0,402,0,4,0,90,40,33,22,12,9,204,16,73,411,1566,537,670,401,124,80,3868,0,4,0,26,31,71,73,95,34,334,0,10,10,70,26,45,83,52,18,316,28,145,133,1348,630,497,292,161,60,3296,0,4,6,65,42,38,31,8,5,194,0,5,5,174,56,29,16,3,0,295
LGA22110,0,0,0,35,14,7,3,0,0,58,0,0,0,0,4,4,6,7,0,28,0,0,0,4,3,3,9,0,0,14,0,12,5,47,39,35,47,30,13,222,57,193,149,385,251,296,346,245,130,2063,1043,2541,1976,4656,2992,4027,4258,2408,877,24769,0,0,0,0,0,0,0,0,0,0,2034,4601,3661,7081,4522,6109,6425,3332,1012,38772,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,24,10,7,0,75,0,0,0,0,5,0,8,0,0,17,0,4,3,43,18,18,14,0,0,93,0,0,0,0,0,4,3,5,0,12,0,0,0,14,0,3,16,6,0,31,0,18,23,100,147,396,583,464,137,1869,0,0,3,7,4,8,7,0,0,31,0,3,5,11,3,3,3,3,0,33
LGA22170,0,4,14,94,37,16,11,3,0,173,0,3,4,27,23,28,22,20,4,134,0,0,7,27,18,10,6,3,0,72,4,56,124,556,330,284,286,192,72,1902,168,377,370,978,427,355,296,270,131,3365,4259,8363,7557,19917,9666,8752,6858,3965,1913,71240,0,0,0,59,29,38,14,5,0,146,8172,15511,12968,28818,13085,10867,7759,3871,1566,102622,0,0,6,26,6,4,6,0,0,42,0,0,3,67,33,76,41,11,0,223,0,3,4,53,9,4,0,0,0,72,0,7,11,46,24,19,15,4,0,116,0,10,13,105,42,39,23,8,0,236,0,0,6,38,48,36,31,15,7,187,3,55,116,412,205,166,118,31,10,1110,0,0,4,47,35,59,51,45,12,252,0,4,14,24,8,23,40,32,8,147,11,160,313,1066,1105,1599,1420,1068,484,7224,0,0,17,89,69,44,24,11,6,271,4,7,7,49,26,26,24,9,13,158
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,14,13,43,40,73,64,62,68,57,25,448,257,580,444,957,662,846,848,543,234,5368,0,0,0,0,0,0,0,0,0,0,461,1069,831,1591,1109,1414,1459,883,341,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,12,39,53,43,8,158,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA22310,3,29,90,292,115,62,42,11,0,641,0,0,0,14,6,4,6,3,0,38,0,0,9,44,18,12,10,6,0,99,32,227,268,1555,927,822,1009,616,367,5829,80,226,232,748,266,216,294,224,167,2454,3787,8900,8759,22716,10630,8338,6896,4084,2577,76690,0,0,0,31,0,0,3,0,0,35,7222,15101,13207,21922,12109,9238,6108,2722,1588,89214,0,0,12,84,10,7,0,0,0,113,0,4,0,59,18,10,24,6,3,122,4,19,19,188,41,15,4,0,0,297,0,3,8,31,19,15,7,4,3,87,3,25,15,141,93,45,24,12,0,366,0,7,0,70,47,21,13,14,5,186,25,350,896,3142,876,817,428,150,63,6732,0,0,0,42,23,29,39,54,15,199,0,7,11,41,14,41,81,73,35,296,35,254,257,1074,728,623,561,349,173,4065,0,6,7,49,28,33,13,5,0,135,8,68,63,241,123,44,81,30,32,691
