LGA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA35250,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,33,34,26,18,7,0,0,125,0,0,0,0,0,0,0,8,39,38,24,23,7,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,23,10,10,0,0,75,0,0,0,4,0,0,0,7,15,27,26,13,10,0,0,87,52,71,53,36,15,0,0,225
LGA35300,214,180,96,67,87,15,5,657,67,63,28,14,19,0,0,189,103,80,35,17,29,4,0,265,694,680,355,260,266,19,0,2276,9,11,9,0,0,0,0,24,1086,1005,517,352,396,37,9,3413,13,17,13,8,13,0,0,59,11,7,5,0,0,3,0,39,10,18,3,4,7,0,0,40,263,301,184,118,81,5,0,954,16,21,9,8,0,0,0,57,314,369,213,142,106,3,0,1149,1404,1380,736,495,500,44,11,4566
LGA35600,15,15,5,4,3,0,0,34,4,0,0,5,0,0,0,11,11,12,4,3,9,0,0,40,134,134,62,35,48,4,3,422,0,0,0,0,0,0,0,0,157,171,75,38,56,3,3,511,3,6,0,0,3,0,0,9,3,3,0,0,6,0,0,11,0,3,0,0,0,0,0,4,27,45,37,21,13,0,0,146,0,0,0,6,0,0,0,8,30,55,39,21,28,0,0,182,192,225,117,65,85,3,6,693
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,61,22,21,20,0,0,158,0,0,0,0,0,0,0,0,34,63,22,21,22,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,9,7,7,0,0,67,0,3,0,0,0,0,0,0,27,20,9,11,7,0,0,72,64,84,29,25,30,0,0,239
LGA35740,221,295,222,166,212,44,17,1169,204,292,178,124,155,35,10,997,238,294,167,121,134,26,9,983,983,1336,906,665,802,172,46,4909,15,9,5,5,3,0,0,37,1652,2231,1479,1072,1298,281,76,8096,18,37,40,33,49,12,0,189,29,61,53,42,76,9,0,279,25,52,52,38,59,0,3,226,131,272,229,179,255,39,10,1115,9,10,14,6,4,0,0,39,207,429,391,296,442,65,21,1844,1858,2664,1870,1374,1745,342,95,9939
LGA35760,17,24,18,13,12,0,0,77,14,15,0,0,8,0,0,42,28,19,4,7,9,0,0,68,276,291,209,145,154,10,0,1086,0,0,0,0,0,0,0,3,332,349,238,164,173,13,3,1271,0,0,0,0,0,0,0,6,0,6,9,0,4,0,0,13,0,3,0,0,0,0,0,6,65,90,85,47,51,4,0,339,5,7,0,0,0,0,0,21,78,99,101,53,61,4,4,393,404,455,329,214,233,21,3,1664
LGA35780,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,184,190,101,52,44,0,0,577,0,0,3,0,0,0,0,5,190,196,102,52,44,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,88,121,58,36,31,0,0,332,3,4,4,0,0,0,0,12,97,128,61,43,31,0,0,350,287,317,164,97,77,7,0,938
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,119,117,66,26,20,0,0,344,0,0,0,0,0,0,0,0,119,118,62,26,20,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,107,63,29,16,0,0,297,0,0,0,0,0,0,0,3,78,111,61,29,16,0,0,294,199,225,123,53,28,8,0,643
LGA35800,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,8,0,7,0,0,0,0,0,10,83,58,39,19,18,0,0,217,0,0,0,0,0,0,0,0,89,73,41,19,18,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,44,18,9,0,0,0,116,0,0,0,0,0,0,0,5,36,44,22,9,4,0,0,119,130,120,62,29,22,0,0,357
LGA36070,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,13,7,0,0,0,67,0,0,0,0,0,0,0,0,30,25,13,12,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,4,3,0,0,39,4,0,0,0,0,0,0,5,16,13,11,7,3,0,0,47,41,39,24,16,3,0,0,124
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,23,4,3,0,0,106,0,0,0,0,0,0,0,0,47,30,23,3,3,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,12,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,12,50,34,28,6,4,0,0,126
LGA36250,1001,1318,897,650,935,404,189,5404,773,823,575,344,490,165,57,3237,854,760,476,288,393,150,56,2981,4133,4412,2915,1930,2327,812,279,16808,27,34,19,14,8,0,0,108,6791,7348,4882,3237,4162,1534,581,28536,69,141,133,113,158,56,34,702,147,196,162,119,160,36,15,835,94,138,135,84,128,40,19,638,705,1202,835,606,781,201,94,4430,45,48,17,14,7,0,0,135,1062,1725,1279,942,1236,338,167,6744,7857,9068,6162,4174,5400,1870,749,35277
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,38,40,16,0,6,0,0,99,0,0,0,0,0,0,0,0,42,42,21,0,6,0,0,105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,27,0,0,0,0,0,0,0,0,6,18,5,0,0,0,0,29,49,57,21,0,6,0,0,132
LGA36370,369,433,254,154,220,75,13,1519,123,152,97,89,69,9,0,549,173,174,91,46,63,12,4,553,2870,3005,1758,1149,1280,199,85,10340,11,20,8,12,4,0,0,56,3548,3782,2207,1451,1637,292,109,13023,20,24,19,21,35,9,5,134,63,64,58,34,34,4,4,268,35,46,33,23,36,4,0,172,962,1245,819,536,564,77,17,4226,32,34,18,12,11,4,0,112,1111,1407,955,629,682,96,27,4907,4659,5191,3157,2084,2321,385,134,17934
LGA36510,83,112,91,63,106,30,12,493,135,185,122,82,105,27,10,660,150,180,103,66,101,23,3,628,1237,1380,942,619,735,191,53,5157,8,13,6,7,3,0,0,38,1607,1875,1266,834,1043,264,77,6973,5,22,26,19,24,5,0,102,32,43,40,20,30,3,4,175,14,23,30,26,27,6,3,125,262,370,267,230,216,28,8,1376,15,13,10,0,4,0,0,43,323,467,371,305,298,52,17,1824,1923,2337,1635,1139,1338,317,96,8796
LGA36580,75,89,73,38,68,15,7,365,45,56,36,19,31,4,5,203,73,84,49,33,30,4,0,269,719,909,587,394,441,89,17,3159,9,5,4,0,0,0,0,21,920,1140,757,488,568,117,28,4019,3,8,6,5,6,3,0,31,19,33,13,17,17,8,0,113,12,14,7,7,9,0,0,48,180,324,188,151,142,18,3,1004,11,11,8,3,3,0,0,34,224,392,224,177,181,32,3,1228,1145,1528,979,665,749,150,33,5252
LGA36630,54,47,45,21,29,12,6,212,55,60,34,24,27,4,0,204,62,66,45,21,29,0,0,233,911,1009,682,451,523,40,13,3635,9,15,3,4,0,0,0,39,1094,1196,814,520,612,59,19,4319,4,10,4,6,3,0,0,23,20,28,21,15,12,0,0,104,11,18,20,9,11,0,0,71,305,427,256,222,200,19,6,1428,12,11,6,7,7,4,0,46,345,489,308,259,239,23,5,1671,1441,1686,1119,781,853,86,20,5986
LGA36660,58,66,37,25,34,8,0,219,57,81,45,28,30,0,0,244,79,71,61,28,26,8,0,273,1005,1195,808,559,658,74,18,4317,11,5,5,3,0,0,0,22,1212,1415,956,645,752,82,20,5080,10,3,3,6,3,0,0,29,12,43,19,18,22,4,0,116,9,24,18,9,12,0,0,76,277,422,317,214,201,27,3,1459,14,15,17,7,0,0,0,58,330,503,374,250,250,27,5,1739,1540,1921,1324,895,1004,111,27,6818
LGA36720,1946,2410,1564,1026,1301,378,137,8752,1601,1709,1067,655,824,202,84,6134,1689,1782,986,605,749,201,66,6081,8690,9565,6192,4036,5017,1289,464,35252,53,50,43,28,15,3,0,190,13971,15512,9855,6346,7900,2073,748,56412,132,283,236,172,265,83,31,1202,287,460,329,235,336,86,41,1774,175,344,265,213,241,52,28,1323,1392,2464,1900,1367,1684,364,174,9348,58,92,44,34,20,5,7,254,2039,3643,2785,2028,2548,587,273,13904,16018,19160,12646,8368,10446,2653,1023,70312
LGA36820,34,46,32,24,26,0,0,170,33,54,42,25,34,4,0,187,85,104,42,36,34,4,0,305,601,789,546,391,406,44,14,2782,9,8,4,3,8,0,0,28,767,988,663,480,502,57,14,3477,0,4,12,4,5,0,0,29,8,24,19,12,14,0,3,85,10,15,9,8,9,0,0,55,165,289,194,160,186,14,4,1013,11,15,14,6,6,0,0,54,192,352,252,192,219,16,9,1240,962,1342,911,676,725,72,22,4716
LGA36910,1264,1435,810,457,652,229,105,4953,386,417,253,177,225,43,17,1518,431,442,241,142,214,30,14,1522,5770,5860,3896,2578,3097,545,164,21919,30,29,34,11,8,0,0,118,7889,8178,5242,3366,4192,854,308,30022,140,223,159,112,136,80,40,884,97,166,105,81,95,22,14,576,54,96,81,59,78,14,4,383,1339,1863,1265,1015,1047,148,48,6721,64,63,41,26,5,4,0,205,1690,2401,1650,1291,1369,261,103,8770,9572,10581,6891,4653,5563,1112,414,38790
LGA36950,5,5,3,0,0,0,0,11,0,11,6,0,0,0,0,21,10,7,7,0,3,0,0,28,146,156,105,55,58,10,0,518,0,5,3,0,0,0,0,4,156,184,121,57,57,10,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,94,55,29,32,3,0,289,0,0,4,0,0,0,0,11,71,96,65,30,32,3,0,297,230,278,185,87,90,5,0,877
LGA36960,0,0,0,4,0,0,0,4,0,3,9,4,0,0,0,14,0,13,0,0,0,0,0,11,234,267,134,38,26,4,0,708,0,5,3,0,0,0,0,6,243,288,144,46,27,4,0,749,0,3,7,0,0,0,0,6,0,13,0,0,4,0,0,24,3,4,6,0,0,0,0,13,157,166,85,20,11,6,0,447,4,3,0,0,0,0,0,8,165,194,99,22,12,6,0,497,409,482,241,63,40,12,0,1245
LGA37010,895,1106,625,430,612,224,91,3976,563,568,317,210,275,74,21,2020,658,641,349,207,280,73,25,2238,6228,6440,3887,2476,2943,696,220,22898,24,30,22,16,13,0,0,106,8370,8783,5202,3333,4123,1065,361,31240,106,169,107,105,131,43,38,698,139,233,142,103,120,25,8,771,80,181,134,78,120,20,10,626,1562,2296,1507,1096,1207,237,95,7999,65,84,51,38,19,0,4,253,1949,2961,1939,1422,1590,334,152,10346,10320,11746,7147,4758,5718,1402,511,41589
LGA37300,21,15,11,6,10,0,0,62,19,10,7,0,3,0,0,45,25,30,10,6,7,3,0,78,233,208,117,75,71,6,0,717,3,3,0,0,0,0,0,5,304,269,139,93,92,9,0,910,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,5,0,0,0,0,13,27,32,19,14,20,0,0,110,0,0,0,0,0,0,0,0,29,37,27,13,18,0,0,124,334,306,164,111,114,11,0,1034
LGA37310,82,106,53,41,45,12,0,337,58,61,30,25,27,5,3,208,95,79,60,28,26,0,0,290,1355,1422,885,522,576,48,9,4825,12,8,0,5,0,0,0,25,1601,1676,1029,616,679,63,18,5691,6,18,13,4,7,0,0,56,15,22,16,11,7,0,0,70,9,10,11,7,9,0,0,47,367,505,307,210,165,17,3,1571,17,19,8,6,0,0,0,49,411,577,356,236,189,19,3,1789,2011,2258,1387,852,870,84,21,7480
LGA37340,112,122,87,52,66,10,0,453,71,92,53,40,36,0,0,295,181,182,85,58,51,0,0,568,1036,1137,722,448,488,39,8,3891,3,6,10,4,0,0,0,20,1410,1541,961,606,652,51,14,5224,8,26,18,19,26,0,0,97,20,33,21,20,12,0,0,103,23,33,26,18,13,0,0,117,226,303,236,156,176,12,0,1109,6,9,5,5,4,0,0,24,289,397,312,213,231,15,0,1453,1694,1933,1269,820,881,64,14,6680
LGA37400,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,8,29,34,20,13,4,0,0,102,5,0,0,0,0,0,0,11,41,40,21,9,7,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,4,3,0,0,37,0,0,0,0,0,0,0,0,7,11,13,4,3,0,0,37,46,56,30,13,10,0,0,155
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,40,24,9,9,0,0,104,0,0,0,0,0,0,0,0,27,40,24,9,9,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,82,48,16,18,0,0,253,3,0,0,6,0,0,0,4,89,83,50,16,18,0,0,262,120,121,73,31,27,0,0,368
LGA37570,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,9,8,0,0,0,50,0,0,0,0,0,0,0,0,14,25,13,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,3,0,0,28,0,0,0,0,0,0,0,0,8,12,0,6,3,0,0,27,30,35,14,10,3,0,0,81
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,120,83,49,50,5,0,409,0,0,0,0,0,0,0,0,108,120,83,49,50,5,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,128,82,39,37,4,0,406,5,0,0,0,0,0,0,4,114,132,82,42,37,4,0,412,229,248,167,91,89,4,0,819
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,182,169,81,38,60,18,16,555,31,14,13,16,13,11,5,103,47,32,25,10,14,7,0,144,139,96,81,37,52,47,24,481,0,3,0,0,0,0,0,3,401,318,199,104,140,85,47,1282,17,46,26,22,34,31,10,187,8,16,11,9,3,3,7,64,0,3,3,3,3,5,0,27,25,43,24,23,33,24,19,182,9,0,0,0,0,3,0,8,57,113,70,59,69,65,40,460,454,427,273,159,207,145,79,1746
LGA40120,95,117,120,91,126,57,37,640,164,211,127,92,147,57,29,828,167,185,130,77,108,53,36,747,1336,1606,1008,707,953,393,184,6192,9,3,4,0,0,3,0,14,1766,2122,1386,966,1328,570,280,8421,4,8,13,6,10,7,3,53,12,39,37,22,34,15,7,160,13,19,16,4,20,12,3,75,66,168,159,120,152,62,18,738,8,0,0,6,4,0,0,18,101,233,226,160,209,86,33,1044,1867,2351,1607,1123,1538,661,318,9463
LGA40150,21,15,12,12,20,4,5,89,8,13,14,11,16,3,3,76,15,23,16,7,11,3,0,79,418,432,256,169,188,57,22,1539,0,6,0,0,3,0,0,13,463,488,297,201,239,68,34,1791,0,0,8,0,0,4,0,17,7,6,0,5,0,5,0,16,3,0,0,0,8,0,0,20,77,71,50,43,37,12,3,289,0,7,0,4,0,0,0,11,81,84,58,51,49,16,3,347,543,573,358,255,290,95,31,2138
LGA40220,27,48,40,37,46,20,9,212,55,57,38,34,48,17,6,257,73,66,43,35,39,10,4,273,760,876,577,364,418,98,42,3136,9,12,6,0,5,0,0,31,918,1061,707,465,556,144,56,3904,3,0,8,3,4,0,0,18,7,21,13,10,9,7,0,67,8,15,15,14,12,3,0,63,101,184,136,106,144,41,10,720,3,9,3,4,3,0,0,25,124,227,165,131,172,52,16,890,1046,1286,871,598,732,191,73,4800
LGA40250,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,121,48,39,18,0,4,368,0,0,0,0,0,0,0,3,137,123,48,42,23,4,4,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64,38,14,12,5,0,179,4,6,4,0,0,0,0,14,53,71,42,14,11,5,0,193,186,193,89,62,33,0,4,574
LGA40310,33,39,35,19,29,11,6,173,45,74,38,28,42,11,5,242,70,74,47,32,33,24,3,286,872,992,638,455,529,138,52,3675,0,3,0,5,3,0,0,14,1022,1185,754,541,634,179,63,4383,0,7,0,0,11,6,0,23,11,27,13,13,16,3,0,83,3,15,3,8,8,4,0,44,96,201,161,120,131,27,7,742,4,5,4,0,0,0,0,17,114,245,185,146,168,38,6,908,1138,1429,940,692,798,219,73,5293
LGA40430,3,0,0,0,0,0,0,3,4,0,0,0,3,0,0,6,3,8,3,0,0,4,0,15,90,83,50,38,41,4,0,315,0,0,0,0,0,0,0,0,101,92,58,37,42,11,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,22,9,6,3,5,0,49,0,0,0,0,0,0,0,0,7,24,6,8,3,5,3,58,108,121,68,50,51,11,0,404
LGA40520,27,36,18,6,15,3,0,106,4,10,7,8,10,0,0,40,15,15,9,7,9,0,0,59,273,317,210,141,172,27,3,1150,0,0,0,0,0,0,0,0,326,383,237,161,206,33,3,1350,0,0,3,0,0,0,0,17,3,8,0,0,0,0,0,19,0,8,0,4,0,0,0,17,86,147,96,71,71,10,3,480,0,3,3,3,0,0,0,19,92,170,108,80,87,14,3,551,415,551,352,246,288,46,4,1902
LGA40700,660,1083,603,384,494,256,117,3589,103,162,148,104,145,104,52,817,217,238,151,96,135,71,49,960,678,967,652,497,749,537,253,4330,8,12,0,3,0,0,0,22,1659,2452,1559,1087,1530,966,471,9717,27,95,81,60,120,66,42,495,24,31,22,25,29,5,15,147,9,30,19,13,17,8,13,108,41,95,105,77,122,84,53,577,0,3,4,6,0,0,0,14,97,255,232,188,284,169,122,1342,1759,2702,1786,1272,1809,1131,593,11059
LGA40910,974,1125,528,324,371,277,157,3759,147,175,99,52,76,46,25,624,207,191,103,49,71,41,13,673,1059,1102,705,483,665,355,246,4615,6,13,5,0,0,0,0,30,2391,2607,1444,912,1188,715,444,9700,60,114,79,74,106,69,56,557,16,50,27,18,44,18,18,203,21,25,20,19,20,21,6,139,133,235,178,155,201,99,53,1054,10,13,4,0,3,0,0,36,246,438,319,262,378,214,133,1985,2638,3040,1763,1171,1563,925,581,11687
LGA41010,11,10,0,0,0,0,0,21,7,8,5,0,0,0,0,14,8,3,3,3,5,0,0,29,147,148,71,46,39,12,5,468,8,4,0,0,0,0,0,13,172,174,82,51,43,12,5,534,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,36,48,31,26,23,5,0,169,0,6,0,0,0,0,0,10,38,57,39,25,24,5,0,185,212,227,120,75,66,12,4,719
LGA41060,1397,1413,752,472,624,417,243,5323,419,337,210,133,194,107,65,1456,492,389,197,98,125,88,47,1433,2980,2628,1564,1025,1366,718,355,10634,14,14,9,6,0,0,0,44,5300,4782,2723,1731,2318,1322,710,18899,111,187,130,115,176,104,81,901,80,121,75,46,73,44,27,460,56,94,66,44,59,18,27,360,410,604,494,397,449,175,111,2636,29,23,12,9,4,4,4,89,688,1027,784,604,759,351,244,4445,5988,5813,3507,2333,3079,1672,955,23343
LGA41140,16,13,7,4,6,0,0,41,14,16,4,5,6,0,0,41,8,8,12,3,9,0,0,42,317,365,224,170,153,15,7,1253,0,3,6,0,0,0,0,13,353,404,249,183,177,23,4,1390,3,0,0,0,0,0,0,8,4,4,3,0,0,0,0,11,4,4,8,4,4,0,0,22,52,85,51,37,52,10,6,288,4,3,0,4,4,0,0,8,57,93,57,47,63,13,6,337,415,497,307,226,237,35,10,1731
LGA41190,4,5,0,0,0,0,0,10,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,93,97,51,31,30,4,0,305,0,0,0,0,0,0,0,0,99,106,52,32,36,4,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,11,7,5,0,39,0,0,0,0,0,0,0,0,4,10,11,9,6,5,0,47,104,115,61,43,44,9,0,368
LGA41330,15,10,4,0,5,0,0,27,0,3,0,0,0,0,0,6,3,3,0,0,0,0,0,8,10,20,15,13,13,0,0,77,0,6,0,0,0,0,0,8,34,39,24,12,19,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,9,11,13,0,0,55,0,0,0,0,0,0,0,3,14,13,13,11,13,0,0,61,42,49,31,25,27,5,0,184
LGA41560,13,20,10,3,9,0,0,54,17,3,9,7,13,0,0,48,27,22,9,5,3,0,0,68,368,394,301,168,203,33,8,1476,3,7,5,0,0,0,0,10,426,448,334,191,219,33,10,1660,3,0,5,0,0,0,0,7,3,4,0,5,0,0,0,19,4,10,5,5,3,0,0,19,151,186,103,84,98,10,3,632,4,8,7,0,4,0,0,29,163,208,123,96,107,8,3,706,581,651,457,285,329,41,15,2362
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,15,41,49,36,22,17,0,0,158,0,0,0,0,0,0,0,0,49,53,37,22,17,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,6,3,0,0,0,27,0,0,0,0,0,0,0,0,6,14,6,3,0,0,0,27,52,65,40,22,15,0,0,202
LGA41830,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,56,54,29,12,18,4,0,170,0,0,0,0,0,0,0,0,64,56,33,13,16,4,0,186,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,18,15,13,4,12,0,0,57,0,0,0,0,0,0,0,0,21,15,13,4,14,0,0,57,85,70,43,15,27,4,0,252
LGA41960,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,25,50,34,15,12,3,0,146,0,0,0,0,0,0,0,0,26,59,36,15,12,3,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,11,9,7,3,7,0,0,36,0,0,0,0,0,0,0,0,11,13,10,3,3,0,0,38,39,75,46,15,20,3,0,195
LGA42030,56,79,51,27,43,29,18,307,56,67,48,33,39,15,5,269,65,55,27,25,27,8,6,215,826,770,455,291,328,111,52,2837,0,0,0,0,0,0,0,0,1008,970,584,376,446,168,78,3631,0,16,10,11,23,9,3,73,24,34,16,12,27,0,4,115,10,16,12,7,24,9,0,79,227,359,257,156,170,60,25,1249,10,3,7,4,4,0,0,29,267,425,301,190,245,84,39,1552,1276,1399,880,567,695,250,117,5181
LGA42110,4,10,4,0,3,0,0,18,5,9,7,3,0,0,0,20,7,7,4,0,3,0,0,19,124,147,93,69,65,14,0,516,0,0,0,0,0,0,0,3,142,171,112,68,76,13,0,585,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,12,31,14,14,14,8,0,98,0,4,0,0,0,0,0,5,15,30,20,18,20,8,0,108,157,205,133,86,97,18,0,691
LGA42250,16,13,8,4,4,0,0,48,7,11,15,8,12,0,0,54,14,24,16,0,0,4,0,53,275,372,232,191,208,20,8,1316,3,0,0,0,0,0,0,3,313,425,268,202,230,31,13,1473,0,0,0,0,4,0,0,4,0,5,6,4,0,0,0,14,0,3,0,4,0,0,0,8,28,36,27,21,27,8,0,144,0,0,0,0,0,0,0,0,26,42,31,29,34,7,0,173,342,469,300,229,264,35,13,1648
