LGA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA26170,0,7,0,14,0,0,29,4,14,8,6,8,0,34,15,57,13,49,19,5,161,38,19,27,64,17,0,171,65,4,0,80,8,0,162,218,10,11,115,22,0,380,338,8,0,97,23,3,474,184,0,0,41,4,4,231,18,0,0,15,0,0,36,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,11,3,0,19,7,7,0,62,33,4,118,905,136,65,553,144,23,1828
LGA26260,0,12,4,9,13,0,40,0,12,4,9,7,0,30,31,79,9,52,19,8,205,94,31,5,82,10,0,225,69,9,0,80,15,3,179,148,17,11,69,11,7,260,149,5,9,55,8,5,229,70,0,0,20,3,0,93,11,0,0,7,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,5,10,4,24,23,0,74,595,172,45,429,101,23,1357
LGA26350,18,44,9,13,0,0,85,7,85,3,11,0,0,114,35,430,63,61,4,8,596,94,155,79,100,11,0,449,130,65,37,78,5,0,323,563,79,32,166,17,0,861,2764,48,10,368,17,4,3200,5104,43,5,479,32,14,5665,3216,18,0,402,14,0,3655,1911,0,6,218,6,3,2138,1112,0,0,140,3,3,1260,734,0,0,99,5,3,845,424,0,0,65,4,0,490,856,0,0,108,4,0,971,245,78,10,157,31,24,546,17210,1043,250,2487,152,62,21204
LGA26430,0,4,10,5,3,7,25,0,0,0,3,3,0,9,9,27,7,23,10,0,75,25,11,10,28,18,0,92,30,9,0,21,8,0,71,81,4,0,48,8,0,148,146,0,0,38,5,0,190,95,0,3,19,0,0,115,21,0,0,4,0,0,26,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,23,16,5,65,432,61,28,218,70,9,822
LGA26490,5,4,0,5,6,0,16,0,0,0,0,0,0,8,8,24,8,33,6,0,80,15,5,8,37,8,0,73,8,5,0,53,13,0,77,32,9,0,66,4,0,117,109,0,0,94,10,0,219,299,0,3,127,3,0,437,552,0,0,106,3,0,665,382,0,0,44,6,0,428,108,0,0,11,0,0,121,49,0,0,3,0,0,53,17,0,0,0,0,0,15,9,0,0,0,0,0,11,24,5,0,41,19,4,95,1619,46,24,628,76,15,2403
LGA26610,0,17,4,12,17,0,48,0,27,8,20,29,0,83,42,105,7,63,55,5,280,148,85,26,77,30,3,364,105,31,8,76,21,3,250,245,29,8,104,32,6,421,214,11,5,97,28,0,360,105,3,4,64,19,0,188,20,0,0,20,0,0,45,0,0,0,9,6,0,14,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,4,15,16,8,55,49,13,162,903,324,75,591,293,28,2214
LGA26670,0,0,0,3,5,0,13,0,0,3,0,0,0,3,8,13,0,22,3,0,53,17,7,0,40,9,0,65,14,0,0,25,3,0,48,38,0,0,26,0,0,66,26,0,0,36,0,0,71,10,0,0,3,0,0,15,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,20,128,19,9,175,26,0,349
LGA26700,0,21,0,6,3,0,29,0,17,0,5,0,0,25,15,148,9,40,12,4,223,128,65,24,78,16,0,314,138,29,6,99,9,0,285,325,39,9,130,13,0,520,414,10,10,129,13,0,569,351,4,0,69,6,0,437,58,0,0,13,0,0,70,4,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,34,34,4,41,16,9,141,1477,371,69,614,86,14,2631
LGA26730,3,31,4,13,4,0,55,3,30,3,3,7,0,41,45,215,22,45,5,8,331,78,97,30,69,11,3,287,150,48,5,86,6,0,307,381,70,13,114,8,0,584,706,17,17,205,18,3,976,739,0,15,122,12,0,893,181,0,3,39,3,0,229,36,0,0,7,6,0,48,11,0,0,4,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,35,43,11,34,17,6,151,2370,567,127,733,99,24,3920
LGA26810,4,23,0,14,13,0,50,0,19,0,14,3,0,41,24,152,20,84,24,5,300,185,63,16,120,24,0,417,207,34,16,113,17,0,382,520,47,12,128,67,0,764,617,11,17,121,67,5,824,436,4,0,67,15,3,523,93,0,0,8,4,0,107,11,0,0,0,0,0,15,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,13,35,29,0,62,40,12,181,2137,379,79,736,268,28,3620
LGA26890,0,4,0,6,9,0,14,0,7,7,8,0,0,22,5,0,0,39,17,0,65,9,0,0,28,4,0,47,11,0,0,16,0,0,32,9,0,0,10,0,0,15,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,27,43,20,4,119,48,0,233
LGA26980,13,44,9,32,0,0,106,10,50,27,19,3,0,105,40,444,50,110,32,4,678,129,149,65,202,44,4,577,159,76,32,132,31,5,425,297,71,37,186,43,5,644,1339,41,37,415,43,5,1884,5369,61,31,669,110,10,6257,3443,12,18,416,54,9,3942,1486,7,4,145,19,5,1659,655,0,0,75,13,3,742,240,4,0,22,5,0,274,96,3,0,12,3,0,112,126,0,0,26,12,0,161,221,91,27,260,72,53,722,13608,1058,345,2711,479,102,18291
LGA27070,24,22,7,22,3,0,71,12,16,8,14,4,0,54,32,138,15,83,17,5,293,49,126,24,112,21,3,334,51,67,24,75,15,4,231,164,61,49,174,58,8,520,3137,61,42,727,116,18,4099,9188,74,20,784,175,20,10263,1507,18,9,157,39,4,1728,216,3,0,26,8,0,257,54,0,0,24,4,0,82,42,4,0,4,0,0,48,29,0,0,3,0,0,35,119,0,0,11,6,0,145,358,74,21,248,49,36,789,14980,668,205,2455,530,95,18936
LGA27170,3,49,0,0,0,0,51,6,56,0,0,0,0,69,27,315,12,30,4,0,382,147,151,22,64,7,3,398,197,65,7,110,10,4,382,590,108,10,157,160,9,1036,988,35,8,186,46,4,1261,1146,7,0,89,10,5,1264,215,0,0,18,3,0,240,33,0,0,0,0,0,33,6,0,0,0,0,0,12,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,6,68,62,7,36,14,7,197,3422,854,67,706,263,30,5339
LGA27260,25,29,0,25,0,0,83,27,24,3,17,0,0,72,79,175,24,116,24,4,428,83,129,32,127,33,0,411,71,52,24,122,13,6,284,387,60,56,261,67,5,832,5419,70,35,919,125,20,6598,13729,36,14,882,162,25,14848,2058,6,10,156,37,6,2278,382,3,0,46,5,0,439,103,0,0,21,5,0,127,70,0,7,9,0,0,82,38,0,0,0,0,0,39,176,0,0,16,3,0,200,485,44,16,246,58,71,923,23148,643,219,2956,544,139,27648
LGA27350,11,113,13,9,0,0,147,3,285,9,15,0,5,314,31,1106,89,63,14,8,1314,64,534,111,87,9,3,811,49,234,70,87,13,0,449,319,218,47,134,10,3,734,1512,166,27,342,9,0,2062,3643,134,14,472,11,0,4275,3141,38,0,475,15,0,3670,2530,10,0,372,6,0,2929,1565,4,0,245,3,0,1832,1008,0,0,161,3,0,1183,514,4,5,70,0,0,592,707,0,0,116,5,3,826,210,170,23,123,22,34,581,15303,3024,415,2782,119,66,21709
LGA27450,8,17,3,23,4,0,50,4,23,10,12,4,0,55,20,167,26,81,15,0,314,56,66,31,111,29,0,294,48,30,16,152,26,0,270,191,29,13,172,25,5,432,778,28,10,396,49,0,1261,2414,19,6,552,29,5,3031,1042,3,5,168,11,0,1234,246,0,5,44,0,0,294,67,3,0,12,0,0,83,32,0,0,7,0,0,36,13,0,3,0,0,0,18,32,0,0,22,0,0,58,111,42,15,128,39,26,360,5065,424,146,1864,244,47,7791
LGA27630,0,9,0,18,17,0,38,0,5,0,8,0,0,16,25,8,3,38,11,0,91,59,3,5,55,11,0,139,39,0,0,24,5,0,70,22,0,0,10,0,0,35,3,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,9,0,39,161,27,16,179,54,0,438
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,9,0,0,0,5,3,0,8,5,0,0,16,22,0,50
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,13,4,0,9,0,22,0,12,0,0,3,0,14,0,110,4,0,5,0,113,0,30,4,0,0,0,33,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,22,0,180,23,0,13,0,218
LGA30300,5,9,0,0,29,0,49,0,12,0,0,12,0,23,3,29,4,20,13,0,71,26,21,9,12,6,0,72,31,18,3,29,3,0,82,56,10,4,24,8,0,102,36,5,3,17,4,0,65,5,0,0,9,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,52,169,95,25,133,106,3,534
LGA30370,3,37,0,6,37,0,83,0,23,3,10,48,0,82,8,70,12,39,55,6,193,25,26,10,65,21,7,149,41,8,0,73,12,0,139,130,13,0,82,18,0,245,164,0,0,71,21,0,259,154,0,0,45,11,3,207,18,0,0,3,5,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,16,0,32,52,0,114,555,191,24,437,268,22,1499
LGA30410,0,14,6,0,20,0,36,4,5,5,0,14,0,19,0,3,5,12,11,0,33,13,8,0,19,5,0,45,16,0,0,4,0,0,28,21,0,8,10,0,0,38,12,0,0,0,5,0,13,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,13,24,0,40,65,40,11,67,84,0,270
LGA30450,0,0,0,0,8,0,8,0,3,0,0,0,0,6,0,0,0,0,5,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,3,25,0,38
LGA30760,0,7,0,0,14,0,24,0,3,0,3,3,0,14,9,5,3,14,0,0,31,19,6,18,21,8,0,73,8,0,0,12,0,0,19,4,0,0,4,0,0,14,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,27,46,22,27,65,49,3,206
LGA30900,0,8,0,0,3,0,12,0,0,0,0,0,0,4,0,6,3,0,7,0,15,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,24,6,0,28,0,56
LGA31000,84,946,50,94,30,11,1212,37,1124,53,68,20,0,1304,346,5290,295,606,169,44,6757,933,2309,595,1264,293,51,5447,958,927,359,1156,252,20,3675,3777,898,381,1765,972,38,7839,15178,666,334,4289,1060,74,21597,49017,316,194,8008,2737,135,60402,31178,91,63,4426,980,60,36794,13077,22,20,1848,343,21,15330,5359,11,7,825,97,6,6305,2495,3,9,425,55,4,2992,1263,5,3,196,25,3,1489,1735,3,0,368,42,8,2150,1566,1002,131,1287,399,329,4721,126995,13618,2502,26623,7473,804,178014
LGA31750,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,9,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,6,3,7,24,0,48
LGA31820,7,65,0,36,21,0,127,0,90,13,24,31,0,152,35,325,30,128,56,8,581,138,196,77,235,99,7,759,337,93,19,309,63,0,827,1140,94,18,619,93,9,1975,2434,51,51,868,137,32,3569,1233,14,15,324,44,10,1641,184,3,5,42,17,0,254,43,0,0,19,10,0,67,12,0,0,4,5,0,23,7,0,0,0,0,0,9,0,0,0,0,3,0,4,7,0,0,8,4,0,16,93,69,18,142,64,34,426,5684,998,249,2747,643,98,10419
LGA31900,0,13,0,5,47,0,64,9,15,3,3,12,0,35,36,32,3,35,28,3,133,108,20,0,75,30,7,247,160,10,20,79,16,3,290,275,13,17,98,14,0,417,185,0,0,56,9,0,251,54,0,0,19,3,0,77,8,0,0,9,0,0,18,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,29,23,0,71,842,106,47,411,188,16,1605
LGA31950,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,9,4,0,0,0,13,0,5,0,0,4,0,9,0,0,0,0,4,0,6,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,6,0,17,3,6,16,0,45
LGA32080,16,136,7,20,7,0,190,7,163,22,22,11,0,224,48,609,62,148,42,7,913,239,417,116,291,65,19,1143,418,145,45,355,75,9,1050,1528,174,78,649,219,16,2657,2853,115,44,1032,241,17,4296,4457,55,31,1209,290,17,6056,2177,3,10,397,55,8,2647,652,4,0,114,17,0,785,214,0,0,32,6,0,256,60,0,0,17,0,0,77,34,0,0,10,0,0,45,37,3,0,14,0,0,55,196,165,29,188,68,58,708,12934,1985,434,4479,1109,155,21101
LGA32250,0,16,4,0,20,0,41,0,19,7,0,0,0,29,0,23,11,3,4,0,43,3,20,27,5,4,4,61,0,0,5,4,12,0,27,0,16,7,13,3,0,45,0,3,0,16,3,0,26,3,6,0,8,5,0,20,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,21,0,39,3,103,68,64,88,3,327
LGA32260,8,13,0,8,21,0,50,0,23,5,6,6,0,44,20,56,9,47,30,0,162,131,54,48,122,39,5,394,181,36,10,135,38,5,398,472,32,28,227,61,4,823,510,8,4,235,51,0,805,240,6,0,91,19,0,356,53,0,0,19,4,0,80,8,0,0,9,5,0,11,8,0,0,0,6,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,25,5,54,34,10,143,1646,248,112,950,307,30,3293
LGA32270,14,40,3,16,415,0,478,4,48,6,11,87,0,150,28,94,18,59,104,4,301,84,39,3,74,80,0,288,113,13,3,96,37,0,266,326,23,11,82,29,0,469,500,11,0,120,23,0,652,592,5,0,96,8,0,701,148,0,0,23,9,0,185,30,0,0,6,0,0,36,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,6,54,129,8,264,1890,282,48,642,928,16,3806
LGA32310,0,18,0,3,19,0,41,4,18,0,5,12,0,38,14,39,6,41,31,0,138,57,19,21,51,9,0,168,85,7,8,53,9,0,161,156,10,0,59,5,0,232,95,6,0,36,4,0,143,71,0,0,26,0,0,99,11,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,11,5,19,25,3,73,500,129,43,301,130,10,1109
LGA32330,0,15,0,0,0,0,20,0,59,3,0,0,0,63,0,156,24,0,0,0,183,0,29,6,0,0,0,33,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,275,36,0,0,0,304
LGA32450,0,13,5,0,30,0,52,0,12,8,0,3,0,23,3,19,9,5,11,0,40,6,15,17,4,5,0,44,26,3,7,7,0,4,45,28,3,0,11,0,0,41,50,0,0,13,5,0,70,40,3,0,13,6,0,57,15,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,0,33,0,59,172,87,46,59,96,9,456
LGA32500,4,13,3,5,51,0,74,0,11,0,0,7,0,19,0,46,0,7,14,0,75,0,27,8,16,4,0,57,5,13,0,9,3,0,34,8,3,8,14,8,0,48,27,4,6,14,4,0,64,32,0,0,13,7,0,56,0,3,0,3,6,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,6,14,33,6,69,85,129,33,110,143,9,515
LGA32600,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,13,0,33
LGA32750,0,0,0,0,7,0,10,0,5,0,0,3,0,3,0,3,0,0,8,0,13,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,13,0,5,36,0,55
LGA32770,0,34,11,0,11,0,58,0,19,7,0,0,0,28,0,58,26,0,0,0,84,0,37,24,0,0,0,61,0,5,5,0,0,0,6,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,0,155,79,3,14,0,259
LGA32810,0,14,0,8,8,0,26,0,10,3,7,6,0,29,4,25,0,15,10,0,60,8,32,16,48,11,0,120,29,13,8,39,0,3,90,91,14,12,52,11,0,180,195,10,0,89,14,0,305,238,4,0,68,15,3,332,101,0,0,36,8,0,143,35,0,0,7,4,0,49,4,0,0,3,5,0,8,0,0,0,0,0,0,6,4,0,0,0,0,0,4,3,0,0,4,6,0,8,6,10,0,20,10,9,59,728,126,44,392,100,12,1409
LGA33100,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,8,0,9,0,0,0,3,0,0,3,0,0,0,10,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,13,18,0,37
LGA33200,0,7,0,0,12,0,19,0,3,3,0,8,0,11,3,4,0,10,0,0,13,15,8,6,12,7,0,56,12,0,0,13,0,0,26,0,0,0,3,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,16,0,27,34,23,18,50,42,3,166
LGA33220,11,60,0,14,20,0,101,0,59,12,9,4,0,83,25,336,38,79,29,8,528,122,192,64,190,88,7,655,250,60,20,283,111,9,732,902,84,42,565,91,17,1693,2095,38,27,769,99,10,3037,2305,22,10,465,97,6,2904,368,0,0,55,8,0,446,83,0,0,17,5,0,99,24,0,0,9,3,0,37,5,0,0,9,0,0,9,4,0,0,3,0,0,6,6,0,0,5,0,0,14,83,77,19,108,56,28,379,6290,924,237,2573,604,88,10717
LGA33360,8,86,8,16,14,4,134,5,56,10,10,10,0,92,97,241,19,85,54,4,498,523,149,60,182,41,10,959,421,46,38,217,42,3,774,865,34,28,265,40,0,1234,1723,14,11,238,26,5,2024,1262,0,5,137,21,0,1420,186,0,0,31,5,0,220,47,0,0,9,0,0,55,15,0,0,3,0,0,19,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,7,113,33,6,87,25,21,283,5271,660,185,1287,283,45,7731
LGA33430,50,190,4,44,27,4,315,7,307,14,25,8,0,365,54,1423,82,190,66,4,1826,248,534,186,419,164,18,1573,195,259,111,481,162,17,1226,753,220,132,722,208,16,2048,3765,195,131,1739,560,37,6427,16538,113,140,4008,2033,82,22905,16339,28,47,2826,1313,53,20604,7615,5,26,1246,435,34,9356,3324,5,6,575,164,6,4076,1604,0,0,299,49,4,1961,827,3,0,142,15,0,990,1137,0,0,221,34,5,1392,912,299,57,723,234,199,2415,53361,3587,940,13655,5468,471,77482
LGA33610,0,8,0,6,33,0,46,0,4,0,3,17,0,28,11,33,0,33,20,0,100,52,17,9,41,13,0,123,59,3,0,56,3,0,124,96,10,4,69,5,3,182,161,3,0,61,7,0,236,105,0,3,42,3,0,163,36,0,0,11,0,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,16,6,0,22,59,4,99,540,89,15,341,171,9,1165
