LGA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA70420,0,3,0,3,..,7,7,12,0,12,..,5,0,5,0,5,..,7,0,7,0,7,..,2469,289,2760,73,2831,..,2765,315,3072,81,3156,..,48,21,74,488,561,2598,2812,339,3147,574,6316
LGA70540,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,115,0,112,0,112,..,122,0,120,0,120,..,0,0,0,0,0,34,117,0,120,0,149
LGA70620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,2406,186,2595,66,2661,..,2481,194,2674,66,2735,..,23,0,26,256,280,568,2505,194,2700,318,3591
LGA70700,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,11,0,11,..,21,0,26,0,26,..,71,7,74,0,74,..,8,0,8,288,295,901,75,7,83,288,1276
LGA71000,35,377,0,378,..,402,114,513,0,513,..,37,5,44,0,44,..,693,180,875,0,873,..,2610,381,2994,95,3090,..,21933,2477,24415,283,24699,..,532,86,619,6263,6882,48953,22468,2563,25032,6542,80530
LGA71150,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,6,..,65,3,74,0,73,..,6,0,6,15,16,200,69,3,75,19,293
LGA71300,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5913,1477,7384,187,7580,..,6058,1545,7603,202,7803,..,139,16,155,308,469,504,6196,1565,7756,512,8778
LGA72200,0,3,0,3,..,23,3,27,0,27,..,6,0,6,0,6,..,20,12,28,0,28,..,837,76,913,25,936,..,1611,124,1739,34,1770,..,143,20,165,1392,1556,6314,1756,147,1899,1427,9643
LGA72300,0,3,0,3,..,95,23,119,0,119,..,0,0,0,0,0,..,75,72,143,0,143,..,261,33,297,4,304,..,1091,206,1294,10,1305,..,72,8,80,3098,3177,16923,1159,211,1373,3112,21411
LGA72330,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3150,574,3723,115,3841,..,3260,582,3844,124,3965,..,38,18,54,821,877,902,3301,601,3898,945,5748
LGA72800,7,112,0,111,..,190,42,235,0,231,..,4,0,4,0,4,..,210,69,287,4,289,..,1208,165,1376,34,1403,..,5946,644,6587,94,6684,..,265,41,304,3240,3543,27015,6212,679,6894,3337,37247
LGA73600,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3600,463,4060,35,4095,..,3687,466,4148,39,4188,..,39,8,44,668,706,1587,3721,470,4194,706,6486
LGA74050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,1784,60,1844,34,1876,..,1828,59,1892,34,1929,..,10,7,14,113,128,291,1842,67,1905,150,2348
LGA74550,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,5,..,1355,96,1451,30,1484,..,1418,98,1521,32,1555,..,14,9,16,301,318,945,1433,109,1536,333,2815
LGA74560,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,32,0,32,0,32,..,0,0,0,37,37,354,32,0,32,37,423
LGA74660,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3813,818,4627,106,4738,..,3954,824,4781,106,4890,..,39,14,55,309,354,1037,3996,839,4834,412,6281
LGA74680,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1829,472,2309,94,2402,..,1918,493,2409,96,2506,..,4,16,18,90,109,355,1922,504,2431,190,2973
LGA79399,0,14,0,14,..,16,5,23,0,23,..,0,0,0,0,0,..,57,52,105,0,103,..,298,16,314,11,319,..,830,109,938,17,954,..,31,6,38,1364,1406,4442,861,119,978,1376,6802
LGA79499,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,310,41,349,36,392,..,454,56,514,42,551,..,109,11,125,1214,1343,1605,567,70,636,1259,3500
LGA79799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,11,0,11,..,0,0,0,24,24,63,7,4,11,24,99
LGA89399,102,2387,25,2417,..,1059,224,1280,11,1291,..,348,30,384,11,391,..,4036,950,4985,41,5029,..,14222,1746,15964,307,16266,..,99394,11083,110476,1104,111578,..,1775,256,2034,16824,18854,323454,101167,11334,112504,17932,453890
LGA89499,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,19,0,19,..,71,10,78,0,81,..,5,0,5,125,130,400,76,10,82,127,605
LGA89799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,696,18,720,8,726,..,769,21,792,18,803,..,13,9,14,333,351,1341,778,27,805,348,2494
LGA99499,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,3,3,5,3,3,5,3,11
LGA99799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
