LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA11600,0,0,0,0,0,0,5,8,6,3,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,7,0,6,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,5,4,3,3,0,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,8,0,3,5,15,14,6,4,75,5,6,15,6,16,8,69,41,19,27,41,70,42,14,17,402
LGA11650,0,0,27,129,475,405,470,432,94,95,92,138,60,11,61,2487,16,21,24,33,155,39,74,42,7,6,4,3,6,0,9,431,4,9,17,42,30,23,44,34,6,9,5,6,0,0,0,236,0,14,68,193,277,310,685,214,95,44,48,40,46,18,26,2100,0,6,38,35,56,23,48,43,0,11,0,7,3,4,13,306,0,0,0,0,13,17,29,21,9,0,8,6,0,3,7,115,0,0,7,13,44,105,284,193,58,39,32,35,14,11,29,856,475,1495,4293,2663,2236,1638,3027,1428,182,135,125,144,95,34,581,18560,3,12,78,154,139,192,285,208,43,48,23,32,21,6,22,1252,0,0,4,51,78,37,77,96,23,20,12,20,5,6,5,431,243,588,1120,1304,1067,841,1406,813,158,132,133,152,67,29,231,8278,1203,3656,7694,6862,7335,6135,10212,5973,1198,1093,970,1090,497,191,1562,55682
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,11,8,8,4,9,3,0,0,0,4,0,0,0,63
LGA11720,0,0,0,10,52,30,46,74,18,11,18,21,8,0,12,305,0,4,0,3,7,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,3,0,6,10,20,67,22,8,4,7,0,3,0,8,166,0,0,0,4,5,3,10,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,15,0,0,0,0,9,12,45,37,11,7,3,4,0,0,8,131,54,199,400,227,155,120,174,69,5,9,10,8,3,0,89,1508,0,0,4,11,16,18,28,17,0,3,0,0,5,3,10,123,0,0,0,5,6,3,16,6,5,0,7,34,0,0,18,96,21,39,71,64,71,33,70,51,5,3,6,7,0,0,77,540,133,394,620,543,559,389,709,430,79,78,100,106,49,15,390,4589
LGA11730,0,0,0,6,26,26,46,52,10,8,10,15,0,3,14,219,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,15,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,22,0,0,5,10,16,16,41,7,7,0,0,3,3,0,3,127,0,0,3,0,11,0,5,3,0,0,0,0,0,0,0,28,0,0,0,0,9,5,0,3,0,0,3,5,0,0,6,28,0,0,0,4,3,3,20,13,0,8,0,3,3,0,4,75,58,214,506,255,130,61,112,75,3,7,9,9,3,0,89,1531,0,0,11,23,14,15,28,17,5,7,0,8,4,5,9,142,0,0,0,0,0,0,6,3,0,0,10,0,0,0,12,38,13,45,94,79,64,40,98,47,3,9,12,12,13,0,70,605,125,439,776,628,529,281,577,346,89,86,70,79,56,20,381,4466
LGA11750,0,0,0,0,9,0,5,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,7,6,3,4,3,3,8,5,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,20,6,5,8,4,7,0,0,0,54,9,14,16,12,13,29,72,40,13,17,14,20,9,4,9,302
LGA11800,0,0,3,14,62,48,66,79,36,26,22,15,9,0,13,405,5,6,3,7,24,5,12,0,0,0,0,0,0,0,0,61,0,0,0,0,4,3,10,3,0,0,0,0,0,0,5,29,0,0,18,40,50,51,144,35,14,4,14,12,17,3,5,425,0,0,3,7,3,3,7,7,4,0,0,0,0,0,0,40,0,0,0,0,0,13,14,11,8,12,17,29,5,0,5,98,0,0,0,4,13,11,46,37,13,16,10,7,9,0,21,188,116,352,842,424,280,203,375,174,16,34,27,25,20,8,112,3009,0,4,14,43,41,26,68,41,3,11,6,9,4,4,4,269,0,0,0,8,9,3,8,16,4,3,9,13,4,0,0,86,34,101,171,171,138,134,418,368,101,126,134,258,61,78,80,2362,242,801,1437,1193,1157,904,2069,1404,398,504,581,805,242,114,412,12260
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,14,3,4,5,5,0,0,0,0,0,0,8,68,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,0,3,3,0,0,0,0,0,0,4,28,7,21,24,27,24,19,26,16,0,3,14,0,0,0,12,202
LGA12150,0,0,0,0,0,0,0,3,4,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,11,20,9,6,3,12,16,3,5,6,11,0,3,5,124
LGA12160,0,0,0,0,0,0,12,8,12,4,9,6,0,7,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,23,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,39,91,27,16,9,8,3,3,0,0,0,0,0,7,225,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,11,8,13,8,3,7,3,7,3,0,0,0,0,0,17,3,76,30,72,123,72,71,55,80,59,14,24,17,75,10,33,33,780
LGA12350,0,0,0,0,4,9,3,16,5,0,5,6,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,10,10,4,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,10,36,85,36,29,3,12,3,0,6,0,0,0,0,11,233,0,0,0,0,0,3,12,7,3,4,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,20,16,28,10,8,15,14,0,10,15,35,0,0,0,185,38,105,148,86,94,71,95,86,26,32,33,45,9,0,28,902
LGA12380,7,0,18,195,900,844,841,570,123,111,201,319,45,7,79,4265,16,5,16,30,114,31,18,14,0,4,3,0,0,0,12,265,4,4,0,23,40,42,98,26,10,9,12,10,4,0,10,298,0,0,6,27,55,55,82,23,10,11,10,5,0,0,3,291,0,3,3,41,568,1145,1291,771,86,95,95,94,38,11,75,4329,0,0,0,7,49,76,110,131,48,70,66,86,17,0,38,701,0,0,0,16,82,108,210,196,74,22,40,13,5,4,19,796,50,149,472,207,138,93,119,65,20,17,18,8,4,5,62,1438,0,0,4,13,24,38,71,47,18,14,16,18,14,8,3,285,0,3,8,1359,1760,679,367,260,75,53,47,75,35,8,135,4865,204,520,1523,2398,2286,2871,2990,1744,586,606,565,598,195,69,445,17596,419,1585,5194,8256,12771,16458,27288,18514,5130,6774,8505,8025,2426,692,3266,125309
LGA12390,0,0,0,4,24,25,70,96,15,20,46,54,16,0,8,380,0,0,4,0,8,0,3,0,0,0,0,0,0,0,0,20,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,17,0,0,3,0,14,8,39,22,4,0,18,0,7,6,0,124,0,0,0,4,10,8,51,50,7,6,19,12,10,0,4,183,0,0,0,0,0,0,3,10,0,3,8,4,0,0,6,35,0,0,0,0,4,4,14,14,3,5,0,5,0,5,3,62,30,80,192,85,44,22,46,57,14,6,9,18,10,6,41,668,0,0,7,13,3,6,17,4,0,5,3,3,3,5,0,77,0,0,0,4,3,11,8,19,5,0,0,0,6,0,18,70,13,21,48,33,24,24,118,95,29,18,36,53,16,23,53,610,76,215,365,265,289,244,936,1044,331,352,340,319,119,89,308,5285
LGA12700,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,59,38,31,17,40,11,0,0,0,0,0,0,11,241,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,7,0,5,5,0,3,0,0,0,0,0,58,22,57,91,82,75,45,75,25,8,4,0,3,0,0,24,521
LGA12730,0,0,0,0,3,0,3,7,6,6,0,9,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,28,37,17,5,7,13,3,0,0,0,0,0,0,12,119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,9,0,0,4,5,12,5,0,5,4,0,0,0,0,40,11,64,62,36,36,34,73,49,14,23,20,30,8,9,17,486
LGA12750,0,0,0,0,27,11,26,36,15,3,8,4,0,0,11,145,4,0,6,9,18,0,3,0,0,0,0,0,0,0,0,40,0,4,3,3,4,6,6,0,0,0,0,0,0,0,0,22,0,10,16,28,15,26,30,8,0,0,0,5,0,0,3,145,0,0,0,5,0,0,7,4,0,0,3,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,13,8,0,5,3,5,0,0,0,57,95,357,734,410,233,110,124,59,5,10,5,8,0,0,108,2265,0,0,17,31,32,22,34,6,0,0,4,6,0,0,0,150,0,0,0,9,15,12,5,4,0,0,0,0,0,4,6,47,32,96,172,136,86,49,62,19,9,8,14,16,3,0,20,732,230,820,1293,910,626,396,480,241,65,66,72,91,36,20,227,5578
LGA12850,0,0,7,261,687,472,363,254,55,54,59,80,23,0,67,2385,29,18,32,66,150,46,21,0,0,5,0,0,0,0,16,390,0,0,7,22,29,18,15,4,0,3,6,3,0,0,3,106,0,0,0,28,15,11,14,5,0,3,0,0,0,0,0,91,0,3,24,23,40,27,19,24,0,0,0,10,0,0,6,183,0,0,0,0,50,29,23,33,5,7,3,3,7,0,0,157,0,0,3,62,425,240,313,236,80,25,30,34,4,0,65,1526,22,143,389,192,101,38,46,38,8,5,0,9,5,5,61,1060,0,3,5,10,27,36,53,30,9,9,6,21,8,3,0,212,4,7,35,3692,10220,7049,4761,3456,803,714,667,700,437,135,1405,34072,139,471,1539,4726,6227,4488,3089,2547,2389,1297,838,657,174,61,873,29521,449,2076,5300,12046,21796,19695,17465,13183,6655,4521,3074,4844,1458,288,3799,116655
LGA12870,0,0,0,3,6,9,16,19,4,0,0,12,0,0,4,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,26,67,145,59,23,17,15,9,3,0,3,0,0,0,26,389,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,13,3,17,20,12,3,0,11,9,0,0,0,0,0,0,11,87,53,137,210,110,69,71,96,63,12,14,9,32,7,0,53,936
LGA12900,0,0,0,0,6,3,0,6,0,0,3,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,11,29,17,9,9,6,9,4,0,3,0,0,0,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,3,4,3,4,3,0,4,3,3,0,0,36,13,19,42,41,32,40,72,40,19,13,9,26,3,4,22,398
LGA12930,0,0,21,117,440,365,571,505,128,133,195,203,55,9,62,2788,5,9,7,15,71,20,41,30,8,0,4,3,0,0,6,237,0,3,25,36,68,52,91,53,9,16,10,7,3,7,10,387,0,7,11,55,109,83,86,42,12,5,22,5,3,0,3,442,0,6,4,10,50,39,46,25,11,5,11,12,0,0,12,233,0,0,0,11,86,127,99,101,29,21,18,16,4,0,9,526,0,0,0,17,75,122,274,150,47,31,24,21,9,0,20,788,69,160,478,314,270,166,349,178,39,27,43,39,16,4,74,2227,0,0,10,35,33,47,82,75,15,8,20,16,3,3,10,372,0,0,9,261,358,169,163,117,24,47,33,34,18,8,54,1299,86,252,631,1065,976,1228,960,645,254,271,200,234,91,15,187,7085,345,1661,4710,4876,9318,10809,14117,8476,2392,2988,3813,3518,1034,180,1866,70099
LGA12950,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,18,6,4,3,4,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,24,10,19,12,20,11,3,5,8,8,4,0,7,142
LGA13010,0,0,0,0,5,4,7,5,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,10,21,88,50,21,11,6,3,0,0,0,0,0,0,10,219,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,6,10,11,8,9,8,3,0,0,0,0,0,0,16,80,21,49,144,89,68,55,61,26,8,16,27,24,8,8,72,670
LGA13310,0,0,0,7,29,12,33,59,13,7,12,14,0,0,0,207,4,3,0,3,5,0,3,0,0,0,0,0,0,0,4,27,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,3,9,16,14,3,5,0,0,6,0,0,3,71,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,9,20,12,0,0,3,3,4,0,6,53,36,96,265,155,98,40,64,26,7,0,4,13,0,0,64,853,0,0,3,10,15,10,24,7,0,0,0,3,0,0,0,65,0,0,0,4,3,0,3,6,0,0,0,0,0,0,5,31,14,37,70,81,49,29,98,49,15,14,15,24,4,28,52,579,74,241,483,427,342,235,514,392,93,90,103,192,34,53,234,3507
LGA13340,0,0,0,5,4,0,9,3,0,0,3,9,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,4,22,61,35,38,10,27,4,0,0,0,0,0,0,10,219,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,5,19,4,5,10,9,7,0,0,3,0,0,0,3,69,21,65,110,87,97,50,87,56,13,11,17,17,8,4,32,678
LGA13450,0,0,0,6,26,31,57,77,15,35,34,68,20,12,6,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,47,33,7,7,9,13,0,10,0,142,0,0,0,0,0,0,19,4,0,6,0,0,4,0,0,40,0,0,0,0,0,0,15,18,6,9,31,41,8,0,0,126,0,0,0,0,6,6,12,6,5,0,0,7,6,0,0,36,14,26,51,30,21,27,30,29,3,0,9,14,6,0,7,263,0,0,4,0,3,4,0,6,0,0,4,0,3,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,11,40,40,90,127,180,149,43,33,46,58,19,5,32,871,135,403,324,151,271,490,1121,889,320,391,482,652,192,52,212,6080
LGA13550,0,0,0,0,11,0,18,30,3,5,12,3,4,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,4,0,0,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,19,35,22,14,5,18,4,4,0,4,3,0,0,9,140,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,3,7,11,4,8,23,13,5,4,0,10,0,6,0,89,6,42,62,58,55,55,133,92,24,19,36,47,15,9,27,681
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,25,7,8,5,5,8,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,6,0,0,0,0,6,33,12,25,40,28,22,16,20,17,0,6,3,0,0,0,14,203
LGA13800,0,0,4,26,65,74,62,54,14,4,20,15,3,0,5,343,0,5,6,7,14,13,3,0,0,0,0,0,0,0,0,48,0,0,3,12,6,7,7,0,0,0,0,0,0,6,0,40,0,0,6,30,33,55,117,28,8,9,6,0,0,0,0,299,0,0,3,8,7,16,11,6,8,0,4,5,0,4,0,78,0,0,0,4,6,4,3,5,0,0,0,0,0,0,0,22,0,0,0,8,10,23,31,16,7,8,3,5,0,0,0,103,59,207,802,406,345,184,282,116,22,15,15,15,4,0,106,2580,0,3,22,17,11,27,31,24,8,6,4,3,11,4,7,173,0,0,5,9,9,14,16,14,8,5,0,0,0,0,3,83,71,194,326,261,205,147,130,62,22,19,23,23,4,0,48,1536,221,744,1618,1183,1155,985,1130,757,213,203,203,161,49,16,285,8927
LGA13850,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,10,0,3,0,3,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,0,14,0,29,31,8,20,10,27,14,5,6,6,17,12,3,6,197
LGA13910,0,0,0,0,9,3,25,19,14,9,6,13,0,0,4,116,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,3,3,3,0,5,4,0,0,0,27,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,12,0,0,0,0,0,3,9,6,0,0,0,0,0,0,4,19,20,56,106,58,37,8,18,16,0,3,0,0,4,0,23,363,0,0,9,0,7,8,14,0,0,10,0,3,0,0,0,47,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,14,5,16,34,28,31,16,21,18,6,3,4,3,0,4,8,201,51,124,190,159,174,85,209,161,41,45,37,79,23,12,58,1451
