LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA41010,391,340,146,13,883,314,28,1226,6,3,0,0,10,28,0,39,0,0,0,0,0,3,0,3,6,3,0,0,10,32,0,42,0,0,0,0,3,19,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,24,3,0,0,0,3,12,0,20,0,0,0,0,7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,23,0,31,0,0,0,0,0,4,0,6,400,340,150,17,905,393,33,1328
LGA41060,8960,10930,3688,423,24002,7147,1086,32241,1459,1052,831,132,3475,3384,285,7143,1232,943,540,67,2782,1371,321,4468,2691,1996,1369,200,6256,4749,603,11614,635,309,271,50,1273,1961,148,3386,128,36,42,8,211,288,35,526,255,90,51,20,411,472,80,965,90,14,15,0,116,84,13,218,16,13,10,0,40,31,3,75,1123,466,388,81,2051,2843,271,5166,9,0,0,0,14,11,0,22,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,11,12,0,42,20,6,67,17,17,16,0,55,40,7,102,25,19,15,0,64,51,0,114,12811,13427,5480,702,32427,14831,1976,49233
LGA41140,1266,856,296,13,2433,992,76,3497,31,14,9,0,56,107,3,167,0,0,0,0,3,0,0,6,31,14,9,0,58,107,3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,8,13,0,0,0,17,9,4,23,0,3,0,0,3,15,0,14,1311,873,316,18,2507,1118,82,3709
LGA41190,221,173,40,3,440,202,9,649,5,8,0,0,15,3,0,17,0,0,0,0,0,0,0,0,5,8,0,0,15,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,226,179,39,3,451,210,9,675
LGA41330,125,77,52,15,264,306,20,592,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,10,5,0,0,17,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,17,25,0,41,6,0,0,0,6,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,16,0,22,0,0,0,0,0,3,0,4,138,86,52,15,285,360,25,674
LGA41560,2232,1103,606,56,3998,1636,148,5779,72,4,21,0,100,251,6,362,15,0,3,0,25,6,0,33,89,9,23,4,120,261,7,393,4,0,0,0,3,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,24,0,24,8,0,0,0,10,9,0,18,6,0,0,0,11,9,4,25,0,0,0,0,0,3,0,4,0,0,0,0,4,4,0,7,19,0,4,0,24,27,5,52,6,7,0,0,11,7,0,15,2351,1119,635,59,4159,1952,152,6267
LGA41750,115,90,24,3,239,119,8,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,5,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,123,98,24,3,241,129,5,380
LGA41830,208,120,59,4,398,206,15,618,5,0,3,0,8,13,0,25,0,0,0,0,0,0,0,0,5,0,3,0,11,13,0,26,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0,0,0,4,4,3,0,0,8,4,0,12,0,0,0,0,4,5,0,3,223,121,64,4,414,247,15,671
LGA41960,176,88,27,0,298,104,3,405,21,10,4,0,35,35,0,69,0,0,0,0,0,0,0,0,21,10,4,0,35,35,0,69,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,3,0,0,9,5,0,10,0,0,0,0,0,0,0,3,207,101,33,0,342,141,8,492
LGA42030,2362,2385,1292,82,6127,1868,197,8193,331,84,178,16,602,963,40,1606,12,8,21,0,37,24,6,74,346,90,194,16,646,985,44,1679,8,4,8,0,18,100,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,18,100,3,120,15,0,0,0,16,26,0,44,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,32,0,48,15,9,4,0,27,25,0,49,2740,2491,1497,95,6827,3013,253,10089
LGA42110,533,366,125,11,1035,531,30,1596,13,10,0,0,24,43,0,60,0,0,0,0,0,0,0,0,14,11,0,0,25,43,0,62,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,374,129,11,1068,572,29,1673
LGA42250,989,917,202,15,2126,502,41,2666,6,4,0,0,6,11,0,20,5,0,0,0,4,0,0,4,9,4,0,0,12,15,0,20,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,8,19,16,0,0,41,11,0,51,21,18,0,0,44,11,0,58,7,0,0,0,7,8,0,19,1027,940,202,17,2197,536,44,2771
LGA42600,2811,3059,744,67,6682,1798,225,8700,853,317,303,45,1519,1819,136,3468,401,212,95,4,714,459,58,1235,1253,529,400,50,2226,2279,194,4703,209,54,78,8,350,688,44,1083,180,32,48,9,260,341,33,638,234,38,23,5,299,275,20,588,99,16,8,0,127,164,5,292,0,6,0,0,3,3,0,8,723,144,152,17,1040,1476,97,2607,9,0,0,0,13,0,0,14,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,6,4,0,25,42,11,73,28,7,4,0,39,39,5,88,13,6,3,0,14,19,0,35,4817,3747,1306,136,10002,5604,523,16131
LGA42750,686,387,118,17,1200,594,38,1840,11,0,5,0,11,40,0,49,0,0,0,0,0,0,0,0,11,0,5,0,11,40,0,49,3,0,0,6,6,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,12,0,24,0,0,0,0,0,0,0,6,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,4,0,10,4,0,13,3,0,0,0,6,5,0,19,708,396,124,15,1238,657,48,1940
LGA43080,117,94,24,6,242,142,3,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,7,0,5,0,0,5,4,0,11,0,0,0,0,0,0,0,0,123,94,24,6,245,151,3,398
LGA43220,137,99,15,5,253,110,10,375,0,5,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,136,103,15,5,266,115,10,384
LGA43360,355,193,55,9,616,293,19,923,3,3,0,0,11,22,5,37,0,0,0,0,0,0,0,5,3,0,0,0,10,21,5,37,4,0,0,0,4,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,371,197,57,8,627,326,22,982
LGA43650,1631,2046,533,36,4249,954,99,5299,17,7,9,0,32,40,0,74,0,0,0,0,0,0,0,0,17,7,9,0,32,40,0,74,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,11,7,0,0,10,4,0,16,5,3,0,0,8,0,0,5,1658,2063,544,36,4298,1011,96,5405
LGA43710,734,654,140,6,1539,440,38,2019,4,3,0,0,7,11,0,17,4,0,0,0,4,0,0,4,6,3,0,0,10,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,15,0,0,0,0,4,4,0,6,3,6,0,0,7,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,10,10,0,23,0,0,0,0,5,0,0,4,747,664,146,6,1563,468,38,2071
LGA43790,1501,1054,379,33,2976,1093,93,4157,71,16,31,3,117,243,14,377,0,0,0,0,0,0,0,3,71,16,28,3,125,252,14,383,5,0,0,0,5,38,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,38,0,42,0,0,0,0,4,10,0,19,4,0,0,3,4,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,4,3,12,24,3,43,8,0,0,0,6,12,0,21,1596,1072,415,42,3124,1419,109,4649
LGA44000,3,5,0,0,8,11,0,17,0,4,0,0,5,6,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,6,0,0,18,19,0,28
LGA44060,7580,9151,2977,300,20012,5900,1060,26969,1421,926,721,97,3167,3076,297,6537,452,444,318,47,1269,590,167,2026,1880,1371,1040,151,4435,3668,459,8564,482,223,157,37,905,1472,130,2508,7,0,0,0,10,25,0,35,10,3,0,4,15,18,3,42,0,0,0,0,0,0,0,0,5,3,3,0,10,9,0,22,505,229,167,45,942,1523,136,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,3,0,8,0,0,9,14,13,14,0,38,38,8,81,9978,10761,4200,489,25423,11138,1664,38224
LGA44210,1277,666,327,23,2293,1190,87,3567,6,0,3,0,15,42,0,61,3,0,0,0,5,5,0,5,13,3,3,0,23,41,0,63,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18,4,0,0,0,5,19,0,28,24,0,3,0,32,32,6,64,0,0,0,0,4,3,0,3,0,4,0,0,8,7,0,11,33,10,9,0,42,57,6,108,10,7,0,0,23,6,0,31,1331,687,337,27,2379,1314,90,3793
LGA44340,5755,8242,1798,174,15973,3344,519,19832,696,430,209,21,1352,1116,87,2553,51,75,33,0,165,75,12,251,747,503,236,20,1513,1192,96,2806,421,201,197,34,856,1281,105,2240,24,11,10,3,48,56,9,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,448,218,204,39,908,1343,114,2365,4,0,0,0,7,8,0,16,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,3,5,11,0,0,20,9,0,32,9,13,5,0,30,18,0,51,12,9,0,0,25,24,6,52,6971,8987,2255,237,18441,5924,734,25099
LGA44550,4144,4830,1574,90,10638,2710,305,13649,93,30,58,10,190,395,10,597,23,13,9,0,49,35,7,90,113,49,66,10,241,428,12,681,15,7,12,0,31,39,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,12,0,31,39,0,70,14,6,5,0,22,41,3,57,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,9,18,5,5,0,27,49,3,77,8,3,4,0,12,17,0,34,4302,4893,1652,102,10948,3237,324,14514
LGA44620,2593,2392,1043,76,6103,2218,174,8497,256,104,220,11,594,794,49,1441,8,0,0,0,19,22,3,40,272,107,226,11,616,815,53,1484,106,48,65,14,238,646,30,919,0,0,0,0,0,0,0,0,7,0,0,0,7,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,48,65,16,248,653,30,934,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,4,0,0,0,3,4,0,9,6,0,0,0,4,17,0,27,2984,2550,1335,106,6983,3710,253,10947
LGA44830,456,240,75,4,778,327,25,1128,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,12,7,0,0,11,4,0,16,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,17,3,0,26,0,0,0,0,5,3,0,5,469,248,77,8,798,345,28,1167
LGA45040,2287,1882,956,85,5203,2052,211,7468,105,57,97,10,271,487,31,785,7,0,0,0,9,10,0,16,111,57,100,10,278,502,32,807,3,5,0,0,11,20,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,26,0,36,6,0,0,0,13,19,0,26,15,0,4,0,18,28,0,44,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,24,0,3,0,31,49,0,74,9,4,3,0,21,20,0,39,2436,1955,1065,93,5539,2641,245,8426
LGA45090,1041,911,224,21,2192,814,103,3108,28,10,3,0,44,84,6,138,0,0,0,0,0,0,0,0,28,10,3,0,44,84,6,138,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,10,4,6,0,0,9,3,0,15,1073,926,232,21,2249,914,118,3281
LGA45120,618,424,135,14,1192,579,57,1824,6,0,8,0,11,35,0,51,0,0,0,0,0,0,0,0,6,0,8,0,11,35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,6,4,3,0,0,8,4,0,12,0,0,0,0,0,0,0,6,629,431,138,14,1212,617,57,1884
LGA45290,2188,2982,816,89,6073,1798,354,8222,671,344,206,19,1243,1405,122,2771,502,317,182,36,1044,724,143,1907,1172,668,390,57,2284,2132,259,4676,539,245,126,27,938,1369,148,2458,54,14,8,4,73,127,18,222,72,17,10,8,106,86,13,206,25,6,0,5,36,47,5,85,0,0,0,0,0,0,0,3,690,277,143,44,1149,1639,183,2971,0,0,0,0,0,4,0,4,0,0,0,0,9,7,0,14,0,0,0,0,0,0,0,0,12,6,0,0,18,7,0,31,16,6,0,0,28,23,0,49,4,5,0,0,21,27,0,46,4072,3940,1352,189,9551,5607,806,15965
LGA45340,17547,19324,8411,585,45864,13333,1471,60671,972,233,475,42,1723,2965,116,4801,214,146,160,15,532,379,48,965,1188,379,632,53,2253,3341,160,5761,203,57,117,11,385,682,44,1112,8,0,5,0,12,35,6,48,13,4,0,0,19,26,0,46,0,0,0,0,0,0,0,0,9,7,3,0,20,17,0,35,234,74,120,9,438,755,46,1237,35,3,7,0,47,117,0,158,34,4,6,0,47,140,7,189,0,0,0,0,4,0,0,4,0,0,0,0,5,9,0,12,75,9,14,0,100,262,7,365,20,19,10,0,48,41,4,98,19067,19799,9191,653,48706,17738,1698,68135
LGA45400,122,75,11,0,216,112,7,331,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,122,76,11,0,216,117,7,340
LGA45540,206,72,82,10,364,305,22,689,3,0,0,0,9,19,0,27,0,0,0,0,0,0,0,0,3,0,0,0,9,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,0,7,212,69,84,10,375,327,22,723
LGA45680,6920,9663,5381,396,22356,6378,912,29640,511,529,1065,84,2190,2182,237,4604,71,62,157,13,297,278,32,607,581,587,1226,94,2485,2461,264,5215,21,13,21,0,53,166,6,228,0,0,3,5,10,38,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,25,5,63,202,11,278,4,0,4,0,10,22,0,26,7,0,0,0,12,46,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,17,65,0,86,12,17,6,0,31,23,3,64,7542,10280,6636,494,24957,9141,1188,35285
LGA45890,8680,12090,4632,587,25999,8516,1639,36155,1438,1350,955,147,3893,3538,373,7809,760,619,350,62,1790,910,178,2875,2197,1970,1312,208,5686,4450,556,10683,605,445,220,41,1314,1714,191,3219,51,15,17,8,95,115,8,214,102,22,18,3,145,240,23,407,0,0,0,0,0,0,0,0,11,14,7,0,33,11,6,47,777,498,257,57,1584,2088,223,3889,11,0,0,0,15,34,0,42,0,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,15,22,8,0,41,29,8,78,26,20,8,0,56,82,8,144,24,29,9,0,65,76,7,144,11705,14607,6217,854,33386,15206,2433,51024
LGA46090,1242,1040,550,52,2877,1153,102,4128,80,71,120,10,282,247,28,554,18,7,0,0,24,8,0,31,97,78,125,10,305,251,31,588,40,16,30,13,84,253,22,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,30,13,84,254,22,361,0,4,0,0,6,23,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,4,4,3,0,14,27,0,42,5,0,3,0,9,17,0,27,1384,1129,704,71,3290,1702,151,5143
LGA46300,1479,1228,596,43,3350,1218,135,4701,84,37,88,8,219,312,19,553,28,20,6,3,59,38,4,97,117,58,93,10,281,351,24,653,36,8,16,5,64,263,7,339,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,41,14,20,5,73,269,6,352,0,0,0,0,0,0,5,8,3,0,0,0,3,7,7,20,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,8,7,0,0,0,7,15,14,38,3,4,0,0,5,7,0,16,1640,1304,712,59,3717,1863,178,5760
LGA46450,1808,1478,810,70,4164,1822,133,6116,106,57,112,12,284,551,20,856,3,8,5,0,9,6,0,15,105,63,115,12,291,554,20,867,7,3,4,0,15,94,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,19,94,0,108,5,0,0,0,5,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,6,5,0,11,11,6,3,0,19,14,0,34,6,3,0,0,13,11,0,24,1937,1544,938,80,4500,2501,154,7154
LGA46510,1483,2325,519,75,4396,1057,263,5718,219,171,108,15,513,557,72,1139,139,94,41,13,281,156,61,498,357,261,151,28,791,713,135,1644,223,184,59,15,480,426,60,970,29,3,0,0,34,34,12,76,60,16,8,3,82,94,25,201,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,8,305,205,63,20,599,560,97,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,4,0,14,0,4,5,0,11,4,0,14,4,3,0,0,5,7,6,15,2153,2792,735,120,5807,2331,499,8635
