LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA24330,13014,8719,18687,14868,10640,7961,5071,2599,1301,82850,10,4,13,14,14,13,16,3,7,84,0,3,10,4,14,5,3,0,0,42,133,255,319,218,187,155,99,47,28,1436,0,9,9,9,3,16,12,0,0,56,0,3,0,0,3,0,9,0,0,22,0,0,4,0,0,3,3,0,0,16,0,0,8,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,134,275,355,229,208,183,123,55,27,1589,148,279,368,242,222,189,142,58,29,1676,13166,8996,19053,15110,10864,8154,5208,2655,1332,84526
LGA24410,20674,12499,14597,16515,15014,13228,10276,6258,2767,111831,0,13,6,5,19,13,16,6,0,73,0,5,12,0,7,8,3,0,0,41,249,350,326,232,193,153,173,116,116,1915,0,0,0,0,6,5,7,4,3,23,0,0,3,0,0,3,0,0,0,14,0,0,0,3,0,8,0,0,0,16,0,0,0,0,3,0,5,0,0,7,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,360,344,243,215,180,196,123,119,2023,254,364,351,245,227,193,206,129,119,2097,20926,12870,14943,16764,15243,13421,10487,6385,2885,113926
LGA24600,9834,30123,51418,22383,11246,8694,6087,2944,1135,143852,19,70,41,43,31,12,13,17,4,242,38,172,184,96,115,100,49,18,0,767,513,1447,1657,1181,835,728,538,294,160,7346,25,119,102,57,55,60,25,0,0,449,20,39,36,19,11,19,7,0,0,157,3,42,31,14,35,31,17,3,0,170,12,46,30,27,18,22,17,0,4,180,14,23,10,6,0,3,0,0,0,54,7,32,7,8,3,4,0,0,0,65,0,0,0,0,0,0,0,0,0,0,623,1921,2053,1414,1086,964,656,322,162,9196,643,1989,2098,1451,1112,977,664,332,172,9441,10474,32105,53517,23836,12357,9670,6748,3280,1304,153293
LGA24650,43140,22206,27794,30186,22144,14810,10389,4201,1118,175992,19,6,25,21,13,12,25,8,5,144,9,13,5,4,11,17,3,0,0,61,424,368,489,278,232,173,139,82,23,2205,9,4,11,5,0,15,6,0,0,46,0,0,4,0,0,0,3,0,0,8,4,0,6,3,3,6,0,0,0,19,3,4,4,8,0,0,8,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,388,522,293,244,212,158,83,23,2367,464,395,546,316,257,226,188,93,29,2511,43605,22599,28339,30503,22406,15036,10577,4291,1145,178500
LGA24780,10339,6157,7272,6471,6792,7039,5784,3367,1461,54674,9,11,7,12,16,20,16,16,6,115,27,29,32,17,31,21,10,5,0,170,165,239,310,174,230,349,263,104,57,1892,0,0,9,5,11,17,0,0,0,51,7,26,12,15,14,15,15,3,0,102,0,3,0,3,4,0,4,0,0,19,0,0,3,0,0,5,4,3,0,15,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,301,373,218,292,409,296,114,57,2249,208,311,378,230,305,423,317,129,64,2370,10550,6463,7647,6697,7092,7465,6104,3496,1526,57048
LGA24850,10131,5653,6789,6383,6196,5733,4289,2092,693,47958,7,13,3,4,16,11,5,8,6,71,3,24,15,6,3,8,0,0,0,57,142,225,177,149,145,97,71,48,17,1056,6,63,29,6,10,8,7,0,0,132,0,17,3,0,4,0,0,0,0,26,0,7,4,0,0,0,0,0,0,9,0,3,0,0,3,6,0,4,0,13,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,149,341,225,169,165,114,76,48,23,1318,156,355,234,172,178,129,85,54,26,1388,10289,6014,7023,6558,6375,5856,4375,2144,719,49344
LGA24900,4965,2799,2922,2937,3532,4176,4122,2563,1008,29020,9,12,8,8,9,12,17,10,6,88,22,21,16,6,9,22,10,3,0,105,68,129,142,79,162,162,178,78,20,1021,0,3,0,0,0,3,8,0,0,16,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,150,163,90,181,203,201,84,21,1176,95,163,167,100,184,211,215,96,31,1265,5061,2959,3085,3034,3718,4392,4338,2661,1031,30276
LGA24970,29259,26489,28613,25457,23341,19518,15782,11929,6006,186391,5,10,22,18,17,11,31,29,6,150,7,39,36,9,7,15,7,8,5,125,349,646,613,477,378,351,269,244,187,3510,9,26,9,5,12,14,7,3,0,79,0,5,10,3,8,4,3,0,0,36,3,16,7,5,0,3,0,0,0,37,0,15,11,0,0,0,3,0,0,37,0,6,0,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,371,758,690,501,400,392,293,259,193,3850,380,767,707,513,415,401,324,289,197,3991,29638,27259,29322,25972,23754,19919,16104,12212,6202,190387
LGA25060,19222,13842,17886,17126,16528,13575,10397,6639,3122,118339,13,5,15,8,19,18,22,27,16,145,7,19,17,14,7,10,7,0,0,86,221,288,351,241,256,211,158,61,41,1824,0,6,11,22,20,18,12,9,0,97,0,0,8,11,0,0,4,0,0,29,0,3,4,7,12,7,4,4,0,40,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,231,321,395,291,301,249,191,73,41,2099,246,327,411,298,321,268,216,105,53,2244,19467,14164,18292,17432,16849,13847,10613,6739,3179,120582
LGA25150,7472,3900,4588,5007,4946,4450,3699,1760,596,36427,5,0,3,4,4,17,20,18,8,70,0,3,0,0,0,3,0,0,0,19,104,144,98,84,74,86,55,32,22,690,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,112,147,98,94,79,97,58,32,22,741,117,152,102,96,76,112,77,42,25,810,7590,4057,4694,5107,5025,4558,3780,1802,631,37238
LGA25250,26095,19069,35872,27861,20237,15297,10221,7360,4493,166503,16,5,10,17,22,24,27,20,16,158,3,12,16,15,10,22,12,0,0,100,234,400,652,398,342,298,201,146,123,2786,0,6,10,4,9,16,10,5,0,50,0,3,14,4,5,7,3,4,3,42,0,3,9,0,3,0,5,5,0,23,0,5,6,0,8,6,5,0,0,23,4,0,4,9,3,0,0,0,0,22,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,246,428,711,432,375,343,235,156,119,3051,261,435,724,444,387,370,262,176,138,3208,26351,19504,36595,28310,20628,15663,10489,7535,4633,169709
LGA25340,26869,16469,13893,17237,21839,21756,21975,14746,5725,160511,22,16,16,26,26,36,51,45,35,275,11,62,32,15,15,13,22,7,0,187,853,884,759,639,812,934,855,448,194,6391,7,73,21,15,15,22,19,8,0,173,9,6,11,3,3,5,0,0,0,32,5,22,18,4,5,14,3,0,0,82,0,9,0,5,0,3,0,0,0,16,0,8,8,0,0,0,3,0,0,13,0,9,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,878,1074,853,683,856,988,907,466,197,6903,903,1082,872,706,882,1023,957,509,237,7179,27772,17554,14766,17943,22731,22783,22933,15255,5958,167690
LGA25430,2798,1494,1655,2188,2705,3148,3210,1701,628,19523,4,3,5,3,7,6,4,8,3,35,0,0,0,0,0,6,0,0,0,14,39,77,81,66,69,108,79,45,15,571,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,81,80,67,73,118,87,47,19,609,43,81,84,67,78,133,92,53,24,641,2838,1575,1739,2258,2774,3278,3295,1755,653,20168
LGA25490,3238,1656,1659,1813,2187,2502,2182,996,343,16584,0,3,3,6,3,7,8,7,6,50,0,0,0,0,0,0,4,0,0,8,50,68,66,40,48,82,80,38,15,486,0,0,0,0,0,3,7,0,0,12,0,0,3,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,69,43,50,94,98,38,15,524,54,73,74,50,52,100,101,44,23,570,3287,1735,1731,1865,2243,2604,2283,1040,362,17156
LGA25620,2173,1290,1218,1513,2063,2483,2250,1148,327,14469,5,4,6,5,4,4,4,4,0,29,0,4,3,4,3,4,4,5,0,21,80,86,65,70,92,101,82,40,10,633,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,73,67,102,107,96,44,8,688,88,98,74,72,103,112,99,49,8,719,2260,1387,1295,1590,2163,2597,2353,1197,338,15182
LGA25710,11501,8140,5378,7484,9697,8945,6286,2756,839,61012,3,12,3,0,7,5,8,8,3,50,0,9,0,6,5,4,6,0,0,26,139,199,147,103,77,77,63,43,26,882,0,3,3,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,216,156,114,90,80,67,48,30,945,144,225,160,118,92,93,76,55,38,997,11644,8365,5532,7602,9793,9032,6364,2807,873,62007
LGA25810,1749,1068,1293,1085,1392,1789,1689,971,370,11409,16,0,3,3,0,5,7,0,0,34,0,0,0,0,0,4,0,0,0,7,43,72,69,74,68,92,57,23,0,498,0,4,0,0,0,4,0,0,0,8,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,74,74,69,101,68,23,0,534,56,80,75,78,66,104,76,25,0,567,1806,1144,1370,1166,1459,1899,1765,996,377,11979
LGA25900,11256,8408,22228,17606,14045,10941,7476,4003,1389,97354,8,11,5,11,16,13,14,15,9,96,9,34,39,21,21,26,15,4,0,163,180,374,583,422,307,315,207,73,37,2498,0,123,68,16,17,22,19,6,0,273,0,14,14,21,7,13,10,8,0,79,0,34,16,9,10,9,4,0,0,85,0,5,10,0,10,3,7,0,0,38,5,0,4,3,0,0,0,0,0,13,3,4,8,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,192,583,744,497,373,395,266,93,38,3170,198,593,746,509,391,404,278,106,44,3272,11452,9000,22975,18112,14433,11347,7760,4109,1433,100625
LGA25990,1105,646,621,747,1083,1162,1224,581,181,7335,0,4,0,0,6,4,12,3,0,29,6,0,0,0,0,4,0,0,0,6,11,27,16,20,33,39,32,10,6,201,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,20,17,36,48,35,10,6,222,16,31,20,20,38,51,51,14,6,250,1120,672,646,768,1121,1212,1271,592,189,7585
LGA26080,301,199,143,211,303,503,696,474,163,2995,0,0,0,4,0,0,9,0,0,15,0,0,6,0,0,0,0,0,0,5,19,24,37,22,22,75,63,33,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45,22,26,75,63,32,5,319,21,23,39,23,26,81,68,31,10,336,328,229,184,241,331,587,762,501,172,3331
LGA26170,5016,2663,2502,3016,3756,4498,4469,2289,822,29041,9,6,4,4,5,16,14,14,3,79,0,4,0,4,5,0,3,0,0,14,122,165,141,95,124,244,160,67,28,1140,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,125,168,150,96,140,258,169,65,28,1196,133,177,150,101,142,275,182,80,35,1274,5149,2836,2656,3120,3900,4772,4655,2374,854,30320
LGA26260,2745,1599,1592,1631,1935,2293,2173,1267,560,15806,4,4,3,4,6,6,11,15,3,49,0,0,0,0,0,0,12,0,0,16,63,115,97,65,59,77,62,27,20,581,0,0,0,0,0,6,3,0,0,15,9,14,0,0,8,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,134,99,66,63,86,75,27,20,644,69,140,102,69,75,91,86,42,21,696,2818,1734,1700,1702,2008,2386,2259,1310,578,16508
LGA26350,11625,12060,22761,14513,12090,10088,8358,5731,2581,99807,33,4,11,11,12,14,22,23,48,190,3,76,102,18,29,31,12,10,0,278,186,364,599,296,269,263,268,182,111,2547,0,12,20,7,5,14,20,0,0,82,0,4,10,5,10,4,0,0,0,41,0,8,3,5,0,9,6,3,0,31,0,0,13,0,0,10,7,4,0,38,0,0,3,0,0,0,0,0,0,8,0,5,3,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,191,466,752,333,314,328,319,205,118,3033,227,472,766,341,330,343,345,228,169,3218,11851,12534,23529,14857,12412,10437,8704,5954,2749,103030
LGA26430,1589,879,862,1086,1294,1839,1948,1017,417,10929,3,7,0,5,3,3,0,3,5,31,0,0,0,3,4,4,5,0,0,17,33,54,44,40,58,57,64,24,11,389,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,47,43,70,62,69,21,11,425,38,64,47,49,73,70,77,25,13,453,1622,938,914,1128,1367,1910,2023,1048,426,11378
LGA26490,7192,3415,3428,5125,4930,4551,4048,1916,696,35310,7,9,6,5,11,13,20,3,3,75,5,5,0,0,0,3,8,0,0,24,239,267,237,215,228,337,348,88,22,1985,0,0,0,0,3,4,10,0,0,19,6,0,0,0,0,0,5,0,0,19,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,6,0,0,11,0,0,4,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,247,279,250,220,237,349,373,94,22,2070,252,283,256,228,242,366,390,96,26,2150,7443,3703,3688,5347,5176,4918,4443,2016,721,37457
LGA26610,3920,2169,2913,2598,2240,2720,2104,1252,575,20487,8,6,17,3,7,8,16,9,3,75,0,15,14,9,4,13,8,5,0,61,61,112,108,94,112,124,122,51,12,797,0,4,0,0,6,10,5,0,0,19,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,131,127,107,120,158,136,60,15,912,66,139,146,107,132,167,156,64,21,989,3984,2309,3053,2704,2372,2881,2256,1319,594,21478
LGA26670,940,446,459,584,721,1033,948,485,202,5818,0,0,0,0,0,6,5,4,0,17,8,0,5,8,3,9,3,4,0,40,9,23,6,16,15,21,18,5,6,116,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,12,33,20,29,26,5,6,172,19,22,12,33,22,31,30,16,4,189,957,465,470,617,742,1073,984,498,209,6012
LGA26700,5106,2911,2923,3185,3731,3927,3582,2261,910,28539,15,9,0,3,7,16,15,8,0,72,3,12,0,3,11,8,8,0,0,47,69,139,167,95,109,106,107,58,63,902,0,0,0,0,0,8,3,0,0,16,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,154,170,101,125,121,125,58,63,989,89,165,170,101,131,131,135,66,65,1061,5194,3073,3094,3289,3864,4063,3719,2328,971,29597
LGA26730,6025,3801,4329,4108,4312,4356,3778,2218,1023,33954,3,0,5,4,4,6,10,10,9,48,4,0,0,0,0,3,5,3,0,23,132,181,200,130,130,171,113,64,77,1208,0,0,4,0,0,4,10,0,0,21,0,5,4,0,0,0,4,0,3,19,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,196,210,138,141,180,128,71,81,1282,139,195,215,145,142,191,139,78,92,1327,6161,3990,4544,4250,4451,4555,3920,2294,1113,35280
LGA26810,7577,4482,4926,5024,5268,6255,5939,2929,986,43386,19,11,14,14,14,12,24,11,3,121,5,23,27,10,3,4,3,0,0,81,181,220,219,155,185,224,177,80,35,1475,0,14,30,9,10,6,3,0,0,81,0,3,3,0,3,0,4,0,0,12,0,0,9,6,3,3,3,0,0,28,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,186,264,289,190,204,243,188,83,37,1688,207,279,295,205,216,259,212,99,40,1812,7786,4763,5225,5229,5483,6512,6162,3027,1023,45200
LGA26890,655,274,345,375,488,653,569,307,131,3801,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,10,24,14,7,11,19,20,5,7,127,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,15,7,17,24,25,5,7,150,10,35,20,7,17,24,25,5,9,156,669,313,365,386,510,676,597,314,141,3960
LGA26980,26557,22055,23005,22854,22263,18196,14674,10296,5261,165165,4,11,10,12,17,21,15,12,15,115,4,28,12,7,12,8,8,6,0,95,336,518,527,391,335,308,301,246,163,3129,0,9,7,3,0,10,13,4,0,47,0,3,3,3,5,5,4,3,6,28,0,11,4,0,0,0,0,0,0,23,0,9,8,4,0,3,3,0,0,35,0,5,4,0,0,0,6,0,0,12,0,9,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,344,588,573,417,357,337,338,257,164,3376,348,599,578,431,379,349,356,265,185,3491,26906,22657,23585,23285,22643,18548,15034,10566,5442,168655
LGA27070,48209,26984,35117,36752,27417,22176,16685,8696,3193,225221,12,16,15,16,27,26,28,27,13,181,10,16,26,14,8,14,11,5,0,103,468,484,609,423,363,362,250,183,114,3246,5,11,4,4,5,11,6,0,0,47,0,7,8,3,5,5,0,3,0,31,0,3,3,5,3,9,4,0,0,32,0,4,3,5,3,3,0,0,0,26,0,4,0,3,0,8,0,0,0,13,0,0,0,4,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,491,521,663,461,393,400,281,190,119,3517,503,538,679,478,420,437,310,213,134,3702,48710,27526,35795,37230,27832,22607,16991,8905,3327,228924
LGA27170,8553,5098,5630,5273,5033,4800,4140,2210,805,41535,7,6,5,0,4,8,12,8,3,59,22,79,48,28,34,18,14,10,8,244,93,167,148,132,106,85,62,25,24,841,3,36,25,14,4,4,0,0,0,88,0,9,3,5,0,0,0,0,0,22,0,5,0,0,3,3,5,0,0,16,0,3,0,0,0,3,0,0,0,9,0,3,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,113,305,236,178,149,118,87,33,28,1249,115,310,239,178,155,132,99,40,30,1304,8670,5405,5868,5451,5186,4929,4233,2252,840,42837
LGA27260,73488,33324,50100,56482,30934,21513,13989,5852,1797,287478,22,21,31,23,14,27,20,11,3,170,17,15,37,20,16,26,21,4,0,143,588,599,775,482,341,253,181,116,46,3384,9,7,14,12,13,12,14,0,0,83,0,10,6,5,10,8,6,6,0,42,10,8,14,3,4,7,4,0,0,55,6,6,12,3,8,6,0,0,0,48,5,0,5,0,6,0,0,0,0,15,0,0,6,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,629,645,857,531,396,313,222,129,57,3787,650,666,889,552,413,341,240,143,55,3959,74140,33993,50990,57034,31345,21859,14235,5994,1851,291436
LGA27350,9229,8647,25545,14555,9815,7970,5797,3035,1212,85798,12,13,24,20,9,11,11,12,3,118,9,17,29,27,18,22,11,3,3,138,159,351,709,397,301,329,292,177,87,2792,3,4,10,5,10,15,8,4,0,64,0,0,11,4,4,6,7,0,0,40,0,5,11,6,3,11,9,0,0,47,0,3,12,5,4,0,9,5,0,51,0,3,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,171,389,790,455,338,382,341,186,84,3144,178,398,817,471,351,396,354,199,90,3261,9414,9049,26361,15027,10166,8365,6143,3235,1299,89061
LGA27450,28441,17436,18477,19842,20966,19499,15446,8206,2571,150889,5,17,12,11,12,27,27,15,6,145,0,7,9,5,11,10,16,0,0,51,398,570,475,321,294,268,193,102,49,2675,0,0,11,4,7,6,21,3,0,59,0,5,0,3,0,0,3,0,0,8,0,3,0,0,3,4,0,0,0,14,0,0,0,0,0,5,3,5,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,398,597,497,332,319,297,232,112,45,2837,405,614,503,344,332,332,260,130,60,2978,28850,18048,18979,20188,21298,19828,15708,8338,2630,153862
