LGA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA59170,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,23,0,0,0,0,23,10,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,78,0,0,0,0,82
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,14,0,0,0,0,14,10,0,0,0,0,12,21,0,0,0,0,26,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,105,0,0,3,0,109
LGA59320,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
LGA59330,0,0,0,0,0,6,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,36
LGA59340,10,0,0,0,0,11,6,0,0,0,0,6,4,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,21,37,3,0,0,0,43,33,4,3,0,0,37,56,4,4,0,0,61,26,5,0,0,0,35,23,0,0,0,0,29,22,0,0,4,9,30,20,3,0,0,4,25,247,25,7,12,14,303
LGA59350,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,10,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,64,0,0,0,0,68
LGA59370,24,0,0,0,0,25,11,0,0,0,0,14,6,0,0,0,0,6,20,0,0,0,0,20,36,0,0,0,0,36,85,0,0,0,0,91,82,0,0,0,0,82,70,0,0,0,0,68,22,0,0,0,0,21,19,0,0,0,0,19,10,0,0,0,0,10,27,0,0,0,0,23,415,4,0,0,0,422
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,40,0,0,0,0,45,60,0,0,0,0,63,37,0,0,0,0,44,59,0,0,0,0,62,75,0,0,0,0,78,166,0,0,0,0,171,82,0,0,0,0,88,49,4,0,0,0,48,21,0,0,0,0,21,12,0,0,0,0,10,5,0,0,0,0,8,36,0,0,0,0,39,637,12,12,3,4,666
LGA60410,93,0,7,0,0,106,56,4,4,0,0,62,57,0,8,0,0,62,171,3,12,0,0,183,219,5,23,0,0,245,588,9,63,0,0,661,624,3,20,0,0,650,442,0,3,0,0,451,114,0,0,0,0,119,65,0,0,0,0,70,31,0,0,0,0,31,116,0,5,0,0,119,2582,22,149,5,0,2754
LGA60610,107,0,0,0,0,107,106,3,0,0,0,109,92,0,0,0,0,97,235,5,0,0,0,245,355,0,0,0,0,358,740,7,0,0,0,750,420,6,0,0,0,428,240,0,0,0,0,246,73,0,0,0,0,71,43,0,0,0,0,43,37,0,0,0,0,41,117,0,0,0,0,123,2577,27,6,3,0,2614
LGA60810,143,7,0,0,0,156,97,0,0,0,0,97,89,0,0,0,0,100,226,8,0,0,0,236,298,10,0,0,0,315,823,13,0,0,0,838,559,4,0,0,0,569,351,0,0,0,0,351,89,0,0,0,0,89,84,0,0,0,0,84,46,0,0,0,0,44,139,0,0,0,0,146,2964,55,0,9,0,3025
LGA61010,15,0,0,0,0,15,22,0,0,0,0,24,24,0,0,0,0,24,36,0,0,0,0,36,38,0,0,0,0,38,59,0,0,0,3,57,23,0,0,0,0,26,11,0,0,0,0,11,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,10,20,0,0,0,0,20,259,0,0,8,3,263
LGA61210,51,0,0,0,0,56,36,0,0,0,0,40,60,0,0,0,0,60,94,4,0,0,0,94,140,0,0,0,0,144,262,0,0,0,0,263,137,0,0,0,0,136,81,0,0,0,0,81,20,0,0,0,0,20,22,0,0,0,0,21,16,0,0,0,0,17,42,0,0,0,0,43,966,4,0,3,0,983
LGA61410,427,5,3,0,0,436,204,3,0,0,0,205,220,6,0,0,0,226,391,11,0,0,0,399,524,9,0,0,0,538,1620,44,10,0,4,1682,1738,26,13,0,0,1775,1717,8,3,0,4,1731,654,3,0,0,0,667,457,3,4,0,0,457,291,0,0,0,0,297,360,8,4,0,0,371,8610,133,32,5,11,8794
LGA61510,69,0,0,0,0,69,61,0,0,0,0,62,55,0,0,0,0,65,133,0,0,0,0,130,200,3,0,0,0,200,468,5,0,3,0,473,317,0,3,0,0,324,172,0,0,0,0,172,50,0,0,0,0,50,22,0,0,0,0,22,16,0,0,0,0,16,69,0,0,0,0,69,1626,15,9,3,0,1646
LGA61610,142,9,0,0,0,155,120,4,0,0,0,129,113,0,0,0,0,117,236,7,0,0,0,242,399,9,0,0,0,403,999,16,0,0,0,1018,552,8,0,0,0,556,327,0,0,0,0,331,94,0,0,0,0,94,64,0,0,0,0,68,40,0,0,0,0,40,130,0,0,0,0,133,3207,64,0,5,0,3282
LGA61810,56,0,0,0,0,58,39,0,0,0,0,39,49,0,0,0,0,49,82,0,0,0,0,84,107,0,0,0,0,103,174,0,0,0,0,178,119,0,0,0,0,119,76,0,0,0,0,79,21,0,0,0,0,21,19,0,0,0,0,19,14,0,0,0,0,14,49,0,0,0,0,49,799,5,0,0,0,810
LGA62010,13,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,9,0,0,0,0,9,4,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,61
LGA62210,48,0,0,0,0,53,36,0,0,0,0,36,48,6,0,0,0,51,86,0,0,0,0,91,102,3,0,0,0,104,167,4,0,0,0,172,117,0,0,0,0,126,71,0,0,0,0,71,20,0,0,0,0,23,15,0,0,0,0,15,10,0,0,0,0,10,46,0,0,0,0,46,771,10,0,6,0,786
LGA62410,36,0,0,0,0,39,21,0,0,0,0,21,19,0,0,0,0,19,44,0,0,0,0,44,57,0,0,0,0,55,97,0,0,0,0,96,69,0,0,0,0,69,52,0,0,0,0,54,10,0,0,0,0,10,12,0,0,0,0,12,10,0,0,0,0,13,36,0,0,0,0,39,458,9,0,5,3,468
LGA62610,263,4,16,0,0,283,160,3,9,0,0,173,140,3,13,0,0,161,287,13,29,0,0,330,484,21,39,0,0,543,1597,46,79,0,0,1727,1445,15,38,3,0,1499,888,6,16,3,0,916,229,7,4,0,0,237,129,0,0,0,0,130,77,0,3,4,0,83,260,4,18,0,4,285,5968,132,260,11,0,6375
LGA62810,336,28,19,0,0,387,141,13,15,0,0,163,92,8,15,0,0,109,154,9,15,0,0,179,224,26,20,0,0,272,599,71,74,3,0,745,711,70,77,0,0,861,1056,79,60,0,0,1195,554,33,12,0,0,605,500,22,21,0,0,544,412,19,20,0,4,445,200,20,18,0,0,230,4974,397,357,5,4,5739
LGA63010,141,0,0,0,0,142,100,0,0,3,0,106,95,0,0,5,0,92,170,0,0,0,0,178,213,0,0,0,0,211,585,4,0,0,0,591,514,0,0,0,0,519,391,0,0,0,0,391,101,0,0,0,0,101,69,0,0,0,0,70,46,0,0,0,0,44,138,0,0,0,0,138,2550,13,0,11,7,2579
LGA63210,49,0,0,0,0,47,44,0,0,0,0,50,35,0,0,0,0,35,77,0,0,0,0,78,98,0,0,0,0,102,187,4,0,0,0,186,166,0,0,0,0,172,104,0,0,0,0,101,39,0,0,0,0,39,27,0,0,0,0,27,13,0,0,0,0,13,50,0,0,0,0,50,884,6,0,5,0,891
LGA63410,9,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,8,16,0,0,0,0,20,24,0,0,0,0,24,38,0,0,0,6,37,22,0,0,0,0,22,11,0,0,0,0,11,7,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,149,0,0,0,4,157
LGA63610,273,8,0,0,0,287,129,10,0,0,0,141,112,4,3,0,0,118,184,14,3,0,0,198,289,7,4,0,0,296,890,37,9,5,0,938,1088,30,5,0,0,1126,1185,15,6,0,0,1200,427,7,3,0,0,429,343,3,0,0,0,346,188,0,0,0,0,187,237,4,3,0,0,246,5336,125,43,9,8,5519
LGA63810,64,0,0,0,0,70,41,4,0,0,0,46,49,0,0,0,0,53,99,4,0,0,0,100,115,0,0,0,0,119,385,6,0,0,4,395,319,0,0,0,0,322,222,0,0,0,0,231,64,0,0,0,0,64,50,0,0,0,0,50,25,0,0,0,0,28,80,0,0,0,0,86,1520,19,4,10,4,1553
LGA64010,377,23,9,0,0,410,225,16,16,0,0,254,239,12,10,0,0,262,511,49,34,0,0,597,876,40,32,0,0,953,2202,78,65,0,0,2347,1495,59,28,0,0,1586,981,55,13,0,5,1052,300,6,4,0,0,311,219,5,0,0,0,229,150,10,0,0,0,157,372,24,4,0,0,401,7948,383,215,10,6,8555
LGA64210,132,5,8,0,0,137,62,3,3,0,0,64,82,3,0,0,0,90,168,6,3,0,0,181,230,5,11,0,0,251,651,19,10,0,0,680,581,10,3,0,0,591,394,15,0,0,0,402,106,0,4,0,0,112,98,6,0,0,0,99,49,0,0,0,0,50,114,0,5,0,0,119,2659,77,39,0,0,2774
LGA64610,101,0,4,0,0,108,49,0,0,0,0,50,76,4,4,0,0,82,116,0,7,0,0,120,159,4,3,0,0,166,514,9,15,0,0,537,361,3,6,5,0,369,206,0,0,0,0,207,59,0,0,0,0,59,36,0,0,0,0,36,26,0,0,0,0,29,86,0,3,0,0,94,1797,20,36,5,6,1859
LGA64810,135,0,0,0,0,138,98,0,0,0,0,100,84,0,0,0,0,84,158,0,0,0,0,158,201,0,0,0,0,206,644,3,0,0,0,649,625,7,0,0,0,630,489,0,0,0,0,490,107,0,0,0,0,111,65,0,0,0,0,65,39,0,0,0,0,39,135,0,0,0,0,141,2782,13,4,7,3,2812
LGA65010,55,0,0,0,0,56,47,0,0,0,0,50,41,0,0,0,0,41,80,0,0,0,0,80,116,0,0,0,0,116,237,0,0,0,0,237,223,0,0,0,0,223,131,0,0,0,0,131,36,0,0,0,0,36,20,0,0,0,0,20,16,0,0,0,0,16,55,0,0,0,0,55,1062,0,0,0,3,1069
LGA65210,20,0,0,0,0,20,15,0,0,0,0,15,12,0,0,0,0,12,20,0,0,0,0,20,40,0,0,0,0,43,61,0,0,0,0,60,37,0,0,0,0,37,27,0,0,0,0,27,14,0,0,0,0,14,8,0,0,0,0,8,7,0,0,0,0,7,17,0,0,0,0,17,273,0,0,0,0,275
LGA65410,102,0,0,0,0,107,72,0,0,0,0,78,63,0,0,0,0,60,139,3,0,0,0,143,205,3,0,0,0,203,508,0,0,0,0,516,327,0,0,0,0,332,175,0,0,0,0,177,63,0,0,0,0,63,30,0,0,0,0,34,27,0,0,0,0,27,104,0,0,0,0,102,1812,15,0,0,3,1838
LGA65610,41,0,0,0,4,45,85,0,0,0,0,89,46,0,0,0,0,46,84,0,0,0,0,83,44,0,0,0,0,49,55,0,0,0,0,55,28,0,0,0,0,28,13,0,0,0,0,13,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,5,23,0,0,0,0,23,428,0,0,0,4,436
LGA65810,184,0,0,0,0,183,101,0,0,0,0,103,109,0,0,0,0,109,213,0,0,0,0,215,309,4,0,0,0,314,813,6,5,0,0,827,729,3,3,0,0,736,544,0,0,0,3,554,166,3,0,0,0,166,140,0,0,0,0,140,72,0,0,0,0,75,148,0,0,0,0,151,3535,20,11,0,0,3572
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,69,14,0,0,0,87,36,10,0,0,0,47,24,6,0,0,0,33,47,24,5,3,0,79,98,48,9,0,0,153,259,154,7,3,3,425,535,156,7,0,0,700,724,86,4,0,3,831,329,23,0,0,3,353,211,19,0,0,0,232,119,8,0,0,4,130,121,24,4,0,0,147,2579,568,43,6,17,3210
LGA70420,15,0,0,3,0,16,8,0,0,0,0,8,5,0,0,0,0,5,8,0,0,0,0,8,12,0,0,0,0,11,31,0,0,0,0,32,18,0,0,0,0,19,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,113,0,0,3,0,126
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70620,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8
LGA70700,9,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,10,19,0,0,0,0,19,21,0,0,0,0,26,13,0,0,0,0,13,8,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,3,4,0,0,0,0,8,105,0,0,4,0,118
LGA71000,225,16,62,0,0,303,71,9,27,0,0,106,59,12,29,0,0,103,141,36,59,0,0,240,155,31,108,0,0,291,539,139,296,0,0,980,785,165,349,3,0,1297,1444,153,341,0,0,1943,861,72,138,0,0,1073,814,46,103,0,0,967,597,32,69,0,0,691,304,41,67,0,0,412,5994,754,1646,6,0,8402
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
LGA72200,16,0,0,0,0,18,10,3,0,0,0,15,13,0,0,0,0,13,18,3,0,0,3,21,31,6,0,0,0,36,135,6,0,3,0,139,152,3,0,0,0,163,139,0,0,0,0,136,53,0,0,0,0,53,33,0,0,0,5,32,35,0,0,0,0,36,37,4,0,0,0,40,656,20,0,7,14,700
LGA72300,89,0,0,0,0,91,23,0,0,0,0,23,35,0,0,0,0,36,51,0,0,3,0,51,75,3,0,4,0,82,282,6,0,6,0,300,317,0,0,0,0,321,700,6,0,0,0,704,513,0,0,0,0,515,501,0,0,3,0,503,290,0,0,0,0,290,179,0,0,3,0,182,3052,25,0,23,0,3102
LGA72330,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9
LGA72800,108,9,8,0,0,124,31,0,3,0,0,36,25,5,3,0,0,33,67,4,11,0,0,89,107,16,24,0,0,142,434,55,84,0,0,571,732,58,73,0,0,863,1473,50,56,0,0,1583,809,20,13,0,0,844,474,13,11,0,0,497,202,6,4,0,0,210,251,8,15,0,0,276,4716,239,312,0,0,5267
LGA73600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,19,0,0,8,3,25
LGA74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA74550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,5,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,3,0,3,5,37
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,14,0,0,0,0,14,11,0,0,0,0,11,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,72,0,0,0,0,72
LGA74660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,4
LGA74680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,9,0,0,0,0,11,4,0,0,0,0,4,12,0,0,0,0,12,8,0,0,0,0,7,16,0,0,0,0,16,27,0,0,0,0,34,37,0,0,0,0,39,41,3,0,0,0,41,46,0,0,0,0,46,20,0,0,0,3,23,3,0,0,0,0,3,22,0,0,0,0,22,245,3,0,9,7,258
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,2146,350,235,0,0,2731,609,96,71,0,0,777,527,115,96,0,0,735,890,215,226,0,0,1334,1187,313,385,0,0,1891,3751,1234,1936,0,3,6925,5687,2352,2383,0,6,10429,11788,2757,1985,0,0,16532,7979,956,602,0,5,9542,7238,693,512,0,6,8451,4984,404,302,0,4,5695,2086,355,283,0,0,2725,48878,9835,9001,4,32,67754
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,10,0,0,0,0,10,9,0,0,0,0,9,3,0,0,0,0,3,18,0,0,0,0,16,20,0,0,0,0,20,52,0,0,0,0,52,35,0,0,0,0,35,30,0,0,0,0,31,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,4,18,0,0,0,0,18,206,5,0,0,3,213
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
