LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA34770,..,3,4,8,0,8,..,393,125,527,0,524,..,19,0,21,0,21,..,96,3,102,5,108,..,209,6,218,0,217,..,30,7,34,0,34,..,88,7,93,0,93,..,85,12,99,0,99,..,178,7,186,5,187,..,90,5,93,4,97,..,195,15,206,0,211,..,93,9,100,3,99,..,48,0,53,0,54,..,42,5,40,0,40,..,816,56,867,18,885,..,171,15,187,0,187,..,65,3,72,4,73,..,9,0,9,0,9,..,47,8,60,0,55,..,0,0,0,0,0,..,175,15,188,4,195,..,32,6,37,0,40,..,40,0,41,0,44,..,90,16,104,0,105,..,56,3,62,0,62,..,48,3,49,0,50,..,19,0,19,0,19,..,557,22,581,3,586,..,49,4,50,0,50,..,893,30,926,16,938,..,96,0,99,0,99,..,1596,58,1657,18,1671,..,152,15,167,5,173,..,68
LGA34800,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA34830,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA34860,..,3,0,3,0,3,..,38,3,47,0,47,..,0,0,0,0,0,..,9,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,23,0,30,0,30,..,12,0,12,0,12,..,5,0,5,0,5,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,75,0,80,0,80,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,5,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,6,0,13,..,5,4,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,48,0,48,0,48,..,7,0,7,0,7,..,88,3,88,0,88,..,6,0,6,0,6,..,149,3,154,0,154,..,16,0,16,0,16,..,5
LGA34880,..,6,5,3,0,3,..,131,46,179,0,181,..,57,11,68,0,71,..,71,3,76,0,76,..,180,5,183,3,179,..,24,0,22,0,22,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,18,0,18,..,25,9,28,0,28,..,54,6,61,0,63,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,101,18,117,0,120,..,556,99,653,8,664,..,52,11,65,0,68,..,0,0,0,0,0,..,7,3,17,0,16,..,0,0,0,0,0,..,3,0,7,0,7,..,7,0,7,0,7,..,9,4,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,14,0,17,0,17,..,4,0,4,0,4,..,27,7,33,0,33,..,38,0,38,0,38,..,12,0,11,0,11,..,36,16,56,0,56,..,119,25,143,0,143,..,64,10,75,0,75,..,0
LGA35010,..,94,32,131,0,130,..,2408,954,3357,41,3395,..,166,9,178,0,179,..,784,36,820,5,821,..,1143,24,1167,8,1182,..,345,36,381,0,383,..,200,9,208,4,205,..,444,39,488,10,491,..,1892,79,1968,15,1987,..,650,111,757,7,761,..,2487,225,2710,31,2748,..,372,26,396,4,397,..,261,14,280,0,277,..,212,12,225,3,228,..,6520,515,7033,73,7105,..,1050,97,1150,17,1167,..,614,84,690,0,691,..,89,22,115,0,115,..,678,321,1002,11,1005,..,74,4,73,0,77,..,869,46,915,6,921,..,394,48,442,0,446,..,448,38,489,11,498,..,590,57,644,11,658,..,549,73,622,11,624,..,2087,215,2298,18,2315,..,165,11,176,4,183,..,1421,53,1473,8,1482,..,264,18,283,6,288,..,2030,57,2092,14,2105,..,402,21,419,0,418,..,4116,147,4266,28,4290,..,1590,155,1745,12,1756,..,286
LGA35250,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA35300,..,4,0,8,0,8,..,61,20,79,0,79,..,7,0,7,0,7,..,28,0,28,0,28,..,24,0,22,0,22,..,16,0,16,0,16,..,4,0,4,0,4,..,11,4,13,0,13,..,34,0,36,0,36,..,16,3,17,0,17,..,46,5,50,0,50,..,33,3,41,3,41,..,24,5,28,0,28,..,0,0,0,0,0,..,164,16,182,3,185,..,26,8,36,0,36,..,8,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,52,10,60,5,63,..,4,0,4,0,4,..,13,0,13,0,13,..,18,0,18,0,18,..,12,0,12,0,12,..,39,5,44,0,44,..,8,0,8,0,8,..,157,9,167,0,174,..,24,0,26,0,26,..,179,6,185,0,190,..,39,0,39,0,39,..,398,17,415,5,420,..,39,3,38,0,38,..,27
LGA35600,..,0,0,0,0,0,..,10,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,4,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,15,4,20,0,20,..,0,0,0,0,0,..,0
LGA35670,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA35740,..,16,3,20,0,20,..,117,29,148,0,148,..,12,6,15,0,15,..,300,16,321,4,320,..,405,5,405,5,411,..,67,3,69,0,69,..,3,0,3,0,3,..,5,0,9,0,9,..,32,5,30,0,30,..,38,0,42,0,40,..,18,3,19,0,26,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,119,6,126,0,126,..,223,3,228,0,234,..,95,3,100,4,104,..,9,0,9,0,9,..,36,12,45,0,48,..,4,0,4,0,4,..,19,6,25,0,24,..,0,0,0,0,0,..,56,3,59,0,59,..,297,16,308,7,311,..,38,0,37,0,37,..,0,0,0,0,0,..,14,0,20,0,20,..,55,0,55,0,55,..,31,5,33,0,33,..,60,8,63,0,63,..,24,0,24,0,24,..,174,4,179,0,179,..,286,10,293,7,300,..,4
LGA35760,..,0,0,0,0,0,..,15,8,23,0,25,..,0,0,0,0,0,..,13,0,17,0,17,..,13,0,15,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,10,0,10,..,4,0,4,0,4,..,79,19,101,4,98,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,0,0,0,0,0,..,101,23,124,4,128,..,11,0,11,0,11,..,13,3,16,0,16,..,0,0,0,0,0,..,15,10,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,28,0,25,..,8,0,7,0,7,..,27,4,28,0,28,..,15,4,18,0,18,..,70,12,79,0,75,..,12,0,10,0,10,..,0
LGA35780,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0
LGA35790,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA35800,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0
LGA36070,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA36150,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA36250,..,31,10,47,0,47,..,1073,261,1336,15,1344,..,157,13,174,4,171,..,317,9,323,8,333,..,499,21,524,10,531,..,324,35,359,0,358,..,17,0,22,0,19,..,111,3,114,0,114,..,323,4,329,0,332,..,84,6,87,0,87,..,520,66,584,3,585,..,121,11,131,0,134,..,43,3,49,0,49,..,39,0,39,0,39,..,1261,95,1359,8,1362,..,340,26,365,0,370,..,230,21,251,3,252,..,22,9,27,0,33,..,133,21,154,4,158,..,13,4,17,0,17,..,118,0,118,4,120,..,112,14,126,0,128,..,197,11,209,5,212,..,173,10,186,6,190,..,264,36,301,5,303,..,99,5,109,0,109,..,121,11,136,0,136,..,292,4,298,8,300,..,72,6,73,0,79,..,390,9,396,0,398,..,71,5,79,3,83,..,818,19,841,13,854,..,519,53,576,10,580,..,102
LGA36300,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA36370,..,14,14,28,0,28,..,390,206,593,8,604,..,10,0,10,0,12,..,26,0,31,0,28,..,87,4,93,3,93,..,28,0,24,0,26,..,109,4,113,4,119,..,63,0,65,0,65,..,143,3,146,0,146,..,226,15,241,0,241,..,215,23,233,4,244,..,94,9,100,0,100,..,44,3,49,0,46,..,14,0,20,0,20,..,910,62,975,8,987,..,27,0,27,0,31,..,46,4,46,0,46,..,0,0,4,0,4,..,57,3,61,0,61,..,0,0,0,0,0,..,201,12,215,3,216,..,23,8,35,0,32,..,15,0,23,0,23,..,134,40,171,0,173,..,28,5,31,0,31,..,17,4,17,0,17,..,8,0,5,0,5,..,266,7,266,0,273,..,27,3,26,0,28,..,431,14,444,0,446,..,89,6,90,0,97,..,806,20,830,9,842,..,59,4,68,0,68,..,148
LGA36510,..,0,0,0,0,0,..,98,18,120,0,122,..,19,0,19,0,19,..,65,3,71,0,72,..,150,0,152,5,155,..,18,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,16,0,16,..,4,0,4,0,4,..,34,0,35,0,35,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,59,4,63,0,63,..,43,3,50,0,50,..,64,3,71,5,69,..,0,0,0,0,0,..,47,52,105,0,105,..,0,0,0,0,0,..,12,0,12,0,12,..,13,0,9,0,11,..,28,0,32,0,32,..,9,0,10,0,10,..,27,3,33,0,32,..,13,0,14,0,14,..,19,5,20,0,20,..,21,0,26,0,26,..,39,0,36,0,39,..,45,0,45,0,45,..,21,0,21,0,21,..,120,6,128,0,130,..,73,5,75,0,75,..,0
LGA36580,..,4,0,4,0,4,..,41,41,81,0,81,..,6,0,6,0,6,..,31,0,31,0,27,..,53,0,56,0,56,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,25,0,25,..,7,0,7,0,7,..,11,0,11,0,11,..,0,0,0,0,0,..,25,12,35,0,35,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,22,0,20,0,20,..,7,0,7,0,7,..,261,12,268,3,274,..,4,0,4,0,4,..,166,12,173,6,178,..,93,11,103,0,106,..,519,37,553,12,567,..,25,6,24,0,23,..,11
LGA36630,..,0,0,0,0,0,..,64,46,104,0,104,..,0,0,0,0,0,..,36,0,36,0,36,..,43,3,42,0,42,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,4,..,14,0,14,0,14,..,19,0,21,0,21,..,23,0,23,0,23,..,6,0,6,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,74,0,73,0,81,..,23,3,26,0,26,..,13,0,13,0,13,..,4,0,3,0,3,..,5,11,13,0,13,..,0,0,0,0,0,..,20,0,21,0,23,..,4,3,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,12,0,12,0,12,..,10,0,10,0,10,..,0,0,0,0,0,..,75,6,81,0,81,..,7,0,6,0,6,..,79,4,84,5,84,..,19,0,19,0,19,..,184,7,190,5,198,..,24,0,24,0,24,..,4
LGA36660,..,0,3,9,0,9,..,105,50,152,0,153,..,20,5,27,0,25,..,35,0,37,0,37,..,77,4,86,0,86,..,10,0,10,0,10,..,0,0,0,0,0,..,5,0,9,0,9,..,39,0,42,0,42,..,15,0,15,0,15,..,36,0,43,0,43,..,8,0,8,0,8,..,12,0,12,0,12,..,5,0,5,0,5,..,124,9,129,0,131,..,215,34,248,0,252,..,18,9,29,0,31,..,0,0,0,0,0,..,29,29,60,0,60,..,4,0,3,0,3,..,20,0,19,0,19,..,4,0,4,0,4,..,7,9,12,0,12,..,46,15,57,0,57,..,18,0,23,0,23,..,0,0,0,0,0,..,12,0,16,0,16,..,88,4,93,0,92,..,7,0,10,0,10,..,66,5,72,0,72,..,25,0,27,0,29,..,193,8,203,4,202,..,47,3,56,4,60,..,4
LGA36720,..,33,5,32,0,32,..,1237,260,1497,21,1516,..,148,10,155,0,155,..,886,25,913,8,922,..,1471,49,1518,17,1537,..,254,28,284,10,293,..,56,0,61,0,61,..,411,26,432,4,440,..,360,20,383,4,386,..,795,34,836,13,847,..,800,80,882,13,897,..,138,8,143,0,148,..,129,4,129,3,134,..,57,0,60,0,61,..,2753,168,2925,40,2961,..,797,44,844,22,862,..,502,51,555,13,561,..,42,5,40,6,46,..,483,105,592,4,589,..,31,6,33,0,33,..,623,51,673,11,680,..,150,8,158,0,162,..,328,12,340,3,344,..,970,62,1028,25,1057,..,254,22,285,5,283,..,86,6,98,0,101,..,74,12,84,0,82,..,363,8,370,4,374,..,223,15,242,4,241,..,534,13,546,3,552,..,142,11,152,4,158,..,1261,47,1310,10,1319,..,1087,71,1152,16,1173,..,94
