LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA11520,..,225,60,289,4,290,..,8873,2491,11363,87,11454,..,277,22,301,0,301,..,262,11,269,4,276,..,207,4,215,3,217,..,1546,275,1821,11,1829,..,162,6,164,0,164,..,159,3,162,0,164,..,948,20,970,12,982,..,1046,19,1067,8,1077,..,140,7,148,0,151,..,109,5,116,0,115,..,210,17,227,0,229,..,128,6,133,4,135,..,2906,90,2990,31,3021,..,4567,728,5298,22,5315,..,231,29,262,3,260,..,34,3,36,0,36,..,2077,803,2880,17,2898,..,100,0,108,0,109,..,113,3,118,0,118,..,401,37,441,0,441,..,205,13,220,0,222,..,389,39,427,11,439,..,279,17,299,0,296,..,23,0,23,0,23,..,221,25,244,8,250,..,277,0,282,3,280,..,343,23,368,4,372,..,349,6,355,0,358,..,110,7,108,0,108,..,1076,37,1114,4,1121,..,1089,105,1193,10,1206,..,355
LGA11570,..,632,389,1022,4,1023,..,18845,14565,33414,256,33670,..,675,125,798,0,801,..,649,28,674,4,686,..,322,11,335,5,333,..,14050,3266,17314,78,17394,..,8169,971,9135,86,9223,..,282,21,305,4,307,..,2445,112,2553,18,2571,..,4114,243,4352,36,4389,..,1039,99,1139,7,1148,..,188,10,201,0,204,..,8482,705,9184,104,9289,..,474,29,503,4,507,..,25183,2190,27375,260,27636,..,4225,680,4911,28,4939,..,420,70,489,0,489,..,181,52,236,0,236,..,1991,1474,3465,19,3489,..,2811,556,3365,17,3385,..,322,12,332,0,338,..,372,97,468,5,468,..,522,73,591,6,600,..,2259,658,2920,19,2933,..,391,54,450,6,455,..,875,81,963,9,970,..,512,69,583,6,588,..,1277,26,1307,20,1323,..,3756,655,4418,48,4465,..,2458,97,2554,19,2576,..,809,161,974,11,987,..,8303,943,9252,97,9346,..,2746,408,3150,33,3185,..,587
LGA11600,..,0,0,0,0,0,..,9,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,25,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,24,6,29,3,36,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,50,8,61,3,64,..,4,0,4,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,12,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,18,0,18,0,18,..,17,15,29,0,29,..,43,15,53,0,53,..,28,0,31,0,31,..,3
LGA11650,..,56,10,65,0,65,..,2067,827,2895,21,2917,..,204,30,229,0,229,..,599,29,628,9,637,..,786,29,818,14,825,..,669,86,749,14,765,..,147,18,163,0,163,..,143,6,145,0,145,..,514,22,538,5,546,..,512,30,539,4,541,..,565,49,614,9,619,..,114,4,117,0,117,..,206,19,225,4,230,..,100,3,101,0,101,..,2296,151,2447,24,2470,..,914,87,1002,7,1012,..,441,41,482,0,481,..,60,17,79,0,82,..,612,267,880,3,881,..,42,3,47,0,47,..,747,70,816,15,828,..,178,16,196,0,201,..,350,32,376,3,379,..,567,50,614,13,627,..,623,73,695,8,696,..,118,14,129,0,129,..,198,28,222,0,229,..,595,12,609,10,620,..,340,35,369,5,373,..,894,37,930,4,932,..,221,21,236,6,247,..,2048,102,2148,23,2171,..,1663,154,1817,13,1831,..,191
LGA11700,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA11720,..,0,5,4,0,4,..,106,43,148,0,150,..,15,0,15,0,15,..,40,3,42,0,41,..,59,0,63,0,65,..,20,0,20,0,24,..,11,0,11,0,11,..,23,0,28,0,28,..,38,0,40,0,40,..,37,0,37,0,37,..,47,8,60,0,60,..,20,0,20,0,20,..,20,4,27,0,24,..,4,0,4,0,3,..,199,17,215,4,218,..,44,3,46,0,50,..,11,4,17,0,16,..,0,0,0,0,0,..,16,0,14,0,14,..,5,0,5,0,5,..,45,0,46,0,48,..,3,0,3,0,3,..,28,0,28,0,28,..,13,0,12,0,12,..,10,0,16,0,16,..,22,0,20,0,20,..,13,0,12,0,12,..,72,0,77,0,76,..,18,0,18,0,18,..,91,4,100,0,100,..,22,0,20,0,20,..,205,14,215,0,211,..,84,11,90,0,90,..,12
LGA11730,..,0,0,0,0,0,..,93,42,135,5,139,..,0,0,0,0,0,..,49,0,49,0,49,..,102,6,102,0,103,..,17,0,20,3,22,..,10,0,10,0,10,..,0,0,0,0,0,..,24,0,27,0,27,..,19,0,18,0,18,..,102,14,116,0,116,..,7,0,7,0,7,..,10,3,17,0,17,..,0,0,4,0,4,..,171,17,198,0,198,..,45,0,45,4,48,..,33,0,33,0,33,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,4,3,5,0,5,..,16,3,17,0,17,..,24,0,24,0,28,..,12,3,15,0,15,..,5,0,5,5,8,..,8,0,8,0,8,..,39,3,34,0,34,..,20,0,20,0,26,..,73,11,81,0,81,..,18,0,18,0,18,..,155,12,164,0,160,..,65,3,65,0,64,..,3
LGA11750,..,0,0,0,0,0,..,18,4,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,17,0,17,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,33,0,35,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,3,0,3,..,10,0,11,0,11,..,0,0,0,0,0,..,18,0,21,0,21,..,11,0,11,0,11,..,0
LGA11800,..,24,4,23,0,23,..,308,171,481,10,490,..,7,10,14,0,14,..,157,8,163,0,160,..,262,8,277,7,281,..,50,5,53,0,53,..,11,0,6,0,6,..,17,0,17,0,17,..,78,0,82,0,82,..,82,9,90,0,92,..,1465,331,1795,23,1808,..,22,0,24,0,24,..,16,0,16,0,16,..,16,0,16,0,16,..,1699,339,2041,18,2063,..,154,5,154,0,161,..,128,22,149,0,149,..,4,0,4,0,4,..,33,19,51,0,56,..,6,0,6,0,6,..,52,5,56,3,60,..,13,0,11,0,11,..,41,0,43,0,43,..,43,0,42,0,42,..,32,5,36,0,37,..,10,0,10,0,14,..,4,0,5,0,5,..,82,3,92,0,87,..,39,4,45,0,43,..,127,8,134,0,134,..,100,33,138,4,144,..,350,51,401,6,410,..,216,29,242,0,245,..,21
LGA12000,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA12150,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0
LGA12160,..,0,8,8,0,8,..,45,54,94,0,94,..,7,0,7,0,7,..,4,0,4,0,4,..,10,6,14,0,14,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,17,0,17,..,15,3,16,0,16,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,41,3,44,0,44,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,17,0,17,..,3,0,3,0,3,..,18,0,18,0,18,..,0,0,0,0,0,..,43,0,47,0,47,..,8,0,8,0,3,..,0
LGA12350,..,0,0,0,0,0,..,22,9,30,0,30,..,3,0,4,0,4,..,8,0,8,0,8,..,9,0,9,0,9,..,20,8,22,0,22,..,0,0,3,0,3,..,4,0,4,0,4,..,12,0,12,0,12,..,8,0,8,0,8,..,16,0,17,4,18,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,42,8,41,4,47,..,15,0,17,0,17,..,5,0,5,0,5,..,8,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,19,0,19,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,17,0,16,0,16,..,0,0,0,0,0,..,36,0,41,0,41,..,6,3,9,0,9,..,0
LGA12380,..,559,402,964,0,965,..,13130,12787,25916,183,26102,..,1211,235,1451,7,1459,..,233,11,247,3,251,..,127,7,138,3,139,..,1240,303,1545,14,1560,..,1472,115,1581,21,1603,..,3441,257,3701,33,3724,..,5148,250,5396,32,5430,..,9728,459,10184,66,10254,..,2509,244,2754,27,2775,..,392,11,400,0,403,..,5503,478,5980,77,6053,..,1071,46,1117,12,1129,..,29250,1864,31114,261,31373,..,1221,241,1457,8,1466,..,124,38,162,0,162,..,122,31,156,0,156,..,3014,2253,5264,29,5291,..,101,33,132,0,130,..,1264,138,1405,21,1421,..,1517,625,2137,12,2153,..,249,39,288,0,294,..,183,34,217,3,222,..,351,78,427,0,427,..,485,41,525,5,532,..,352,95,444,3,451,..,1207,43,1245,6,1258,..,709,74,782,10,791,..,2291,70,2356,7,2365,..,366,55,426,3,423,..,4568,244,4813,32,4840,..,1327,274,1603,12,1615,..,6905
LGA12390,..,8,5,15,0,12,..,197,92,288,0,292,..,0,0,0,0,0,..,29,0,29,0,29,..,39,0,44,0,44,..,31,3,36,0,36,..,147,12,158,0,158,..,78,8,86,0,86,..,142,9,149,0,153,..,720,38,759,6,767,..,326,25,350,7,358,..,117,0,120,6,123,..,160,20,180,0,182,..,23,4,25,0,25,..,1708,110,1818,21,1844,..,45,7,48,0,50,..,12,4,18,0,18,..,7,3,12,0,12,..,44,12,56,0,56,..,9,0,9,0,9,..,188,22,209,6,212,..,19,0,22,0,22,..,19,0,22,0,22,..,20,3,19,0,19,..,17,3,19,0,19,..,3,0,3,0,6,..,0,0,0,0,0,..,135,6,139,0,139,..,15,0,14,0,14,..,153,8,156,3,162,..,19,9,23,0,23,..,320,21,339,3,342,..,97,7,98,0,97,..,69
LGA12700,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,19,0,19,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,6,0,6,..,0
LGA12730,..,0,0,0,0,0,..,26,3,30,0,30,..,0,0,0,0,0,..,7,0,9,0,9,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,10,0,11,..,6,0,7,0,7,..,7,3,13,0,13,..,10,0,15,0,15,..,4,0,4,0,4,..,3,0,3,0,3,..,45,6,48,0,48,..,16,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,17,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,23,0,26,0,26,..,3,0,3,0,3,..,4
LGA12750,..,0,0,0,0,0,..,74,21,95,0,95,..,76,16,89,0,95,..,63,3,66,7,70,..,117,9,126,3,125,..,74,7,82,0,85,..,3,0,3,0,3,..,10,0,10,0,10,..,20,0,20,0,20,..,54,3,52,0,54,..,36,4,41,0,42,..,13,0,13,0,13,..,14,0,13,0,13,..,6,5,6,0,6,..,143,14,156,0,158,..,114,14,122,0,121,..,10,0,13,0,13,..,0,0,3,0,3,..,4,3,5,0,5,..,5,6,9,0,6,..,53,3,58,4,61,..,0,0,0,0,0,..,25,4,29,4,30,..,15,0,20,0,20,..,25,8,30,0,30,..,8,0,8,0,8,..,16,3,18,0,18,..,37,0,32,0,32,..,16,0,16,0,16,..,37,0,38,0,37,..,6,0,6,0,6,..,96,6,94,0,100,..,79,12,92,0,92,..,0
LGA12850,..,1999,1029,3022,11,3031,..,8916,6394,15302,103,15406,..,1859,493,2351,7,2360,..,213,14,226,0,226,..,137,4,139,3,151,..,730,159,887,10,893,..,102,10,110,0,110,..,32,8,38,3,43,..,1047,47,1091,6,1095,..,98,3,102,0,102,..,139,12,155,0,154,..,40,5,48,0,48,..,338,34,375,6,376,..,131,0,132,0,135,..,1933,117,2048,17,2061,..,3171,732,3902,25,3931,..,53,9,59,0,59,..,4134,2709,6843,47,6891,..,90,45,136,0,135,..,881,226,1108,4,1113,..,64,10,68,0,68,..,336,145,483,5,486,..,391,61,449,3,449,..,169,33,200,0,198,..,197,67,261,0,258,..,1384,155,1536,19,1554,..,2572,752,3328,19,3343,..,561,29,590,0,588,..,280,48,324,4,332,..,1176,33,1209,10,1223,..,242,41,280,3,285,..,2257,150,2403,24,2430,..,3810,996,4809,23,4832,..,102
LGA12870,..,0,0,0,0,0,..,30,10,40,0,40,..,6,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,26,6,23,0,23,..,6,0,8,0,8,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,7,0,7,..,29,0,32,0,32,..,3,0,3,0,3,..,45,3,46,0,46,..,3,0,3,0,3,..,0
LGA12900,..,0,0,0,0,0,..,16,13,25,0,25,..,0,0,0,0,0,..,4,0,4,0,4,..,9,3,6,0,6,..,5,0,4,0,4,..,7,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,15,0,15,0,15,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,43,0,47,0,47,..,19,0,16,0,16,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,22,0,22,0,22,..,3,0,7,0,7,..,3
LGA12930,..,509,251,762,4,764,..,23169,11183,34356,221,34576,..,1097,143,1242,3,1242,..,229,17,246,0,244,..,202,0,203,4,212,..,6919,923,7838,58,7892,..,891,50,949,6,956,..,225,16,238,0,237,..,913,41,955,7,962,..,8360,296,8659,70,8721,..,211,13,216,0,219,..,137,0,137,5,146,..,343,18,361,0,358,..,201,5,208,0,212,..,11284,436,11718,89,11811,..,1463,150,1614,9,1628,..,372,51,427,4,428,..,49,19,60,0,60,..,386,122,505,3,506,..,2759,430,3194,13,3205,..,215,9,226,0,224,..,147,9,156,0,156,..,188,21,205,3,209,..,773,114,883,3,891,..,381,61,441,0,443,..,117,11,126,0,125,..,442,75,514,3,518,..,864,24,892,7,894,..,1342,167,1512,14,1520,..,1367,41,1406,12,1421,..,205,9,213,0,213,..,3781,237,4024,32,4052,..,1577,221,1790,10,1805,..,258
LGA12950,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,0
LGA13010,..,0,0,0,0,0,..,19,7,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,37,0,37,0,37,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,51,0,51,0,51,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,3,3,7,0,7,..,0,0,0,0,0,..,19,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,3,0,3,..,0
LGA13310,..,0,5,3,0,3,..,136,62,200,5,207,..,13,0,16,0,15,..,36,0,36,0,36,..,40,6,40,0,45,..,100,13,118,4,123,..,30,6,38,0,38,..,10,0,10,0,10,..,57,3,58,0,59,..,151,11,165,0,168,..,74,5,75,0,75,..,11,0,11,0,11,..,36,0,34,0,38,..,8,0,6,0,6,..,378,29,406,4,412,..,52,4,54,0,54,..,14,0,14,0,14,..,16,12,21,0,21,..,30,24,51,0,51,..,11,0,11,0,11,..,87,5,86,0,88,..,15,4,17,0,22,..,10,3,17,0,17,..,35,11,40,0,40,..,23,3,19,0,19,..,4,0,8,0,9,..,11,4,17,3,18,..,38,5,43,0,43,..,33,0,31,0,31,..,62,0,66,0,66,..,35,0,35,0,35,..,166,7,170,0,172,..,58,3,61,0,61,..,10
