LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA10050,0,4,0,5,0,0,0,0,0,14,6,3,6,28,15,13,7,3,0,87,0,6,5,25,8,4,7,0,0,47,0,0,0,3,0,0,0,0,0,3,0,8,6,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,4,10,11,9,7,3,0,53,0,9,0,14,6,6,4,0,0,28,0,0,0,4,5,9,8,3,0,22,0,0,0,5,3,3,0,0,0,16,4,47,42,155,90,71,63,50,21,547,111,197,207,428,204,190,167,113,47,1658,1837,3576,3365,6913,3228,3255,2867,1545,504,27087,0,0,0,0,0,0,0,0,0,0,1606,3079,3013,5645,2865,2911,2547,1492,683,23845,0,4,0,28,4,0,0,0,0,32,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,3,12,4,3,0,0,0,33
LGA10180,0,0,0,5,0,0,0,0,0,5,0,3,8,16,11,0,3,0,0,59,0,0,0,21,3,3,5,0,0,40,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,13,4,14,8,10,8,7,0,67,0,11,0,22,3,4,0,0,0,33,0,0,0,0,3,0,3,0,0,11,0,0,3,9,5,0,0,0,0,21,5,33,31,131,45,25,23,10,6,313,76,168,328,301,120,146,97,88,40,1371,819,1810,2212,3380,1510,1751,1392,861,265,14005,0,0,0,0,0,0,0,0,0,3,663,1470,1762,2360,1302,1458,1164,809,306,11283,0,3,0,29,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,9,5,8,8,3,0,34
LGA10250,0,0,5,0,0,0,0,0,0,13,0,7,10,32,19,16,25,18,5,130,0,0,0,7,0,0,4,0,0,16,0,0,0,5,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,5,3,10,28,21,16,21,4,5,112,0,4,0,5,3,0,0,0,0,15,0,0,0,5,3,8,5,9,0,25,0,0,0,3,5,5,3,4,0,23,3,9,10,85,46,34,31,36,11,274,46,133,124,281,139,172,198,125,79,1297,1144,2800,2255,4512,2773,3083,3194,1829,691,22271,0,0,0,0,0,0,0,0,0,0,999,2320,1843,3759,2493,2748,2779,1643,844,19424,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,46,3,0,0,0,0,60,0,0,0,8,0,0,0,0,0,7,0,0,3,34,16,6,13,4,0,83
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,33,8,34,18,19,23,6,3,151,58,167,128,237,136,172,149,50,20,1116,0,0,0,0,0,0,0,0,0,0,68,112,77,175,108,130,95,50,21,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10470,0,0,0,3,6,0,0,0,0,16,0,5,8,13,18,9,8,3,0,61,0,5,4,18,6,4,6,0,0,50,0,0,0,0,0,0,0,0,0,5,0,0,6,12,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,9,7,9,4,8,5,0,0,46,0,0,3,17,8,3,0,3,0,39,0,0,0,5,0,6,0,7,0,13,0,0,0,4,4,0,0,0,0,11,5,10,9,59,36,32,32,27,13,215,46,134,169,288,135,155,143,91,30,1192,1281,2920,3028,5568,2627,2620,2232,1213,372,21857,0,0,0,10,0,0,0,0,0,9,1140,2562,2477,4315,2273,2252,1815,1044,551,18426,0,5,0,20,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,10,5,0,3,6,10,3,4,5,0,30
LGA10500,4,9,17,109,28,21,25,6,0,223,0,9,13,153,66,62,43,16,0,365,0,0,14,78,32,21,19,10,3,177,0,0,21,174,22,7,16,4,0,245,6,21,40,321,68,26,16,9,0,498,0,0,5,122,68,124,58,48,6,443,8,20,36,105,28,34,10,5,4,253,9,22,147,292,150,99,92,24,5,834,0,3,6,28,15,13,7,0,0,76,0,0,5,19,7,7,0,0,0,39,73,242,366,2829,665,663,613,453,126,6029,228,399,596,1903,520,418,321,240,103,4730,5143,8458,11262,31922,10037,8551,6440,3961,1557,87327,0,0,0,16,3,3,0,0,0,30,4423,6799,6265,10995,4756,3086,1914,1283,745,40276,10,32,90,652,151,66,13,8,0,1022,0,0,0,54,21,45,34,15,5,173,5,19,76,942,52,34,24,12,0,1175,0,4,18,35,12,16,7,0,0,88,0,0,6,75,23,6,5,4,0,116
LGA10550,0,3,0,0,0,0,0,0,0,9,0,6,0,12,12,12,11,8,3,57,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,3,5,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,3,7,17,5,10,22,8,0,74,0,0,0,0,3,3,0,0,0,5,0,0,0,0,6,4,5,3,0,19,0,0,0,0,4,3,3,0,0,11,0,3,0,27,26,40,55,41,19,210,38,123,113,228,160,232,236,135,79,1344,776,2029,1597,3046,2067,2949,3170,1529,471,17628,0,0,0,0,0,0,0,0,0,0,676,1750,1289,2729,1814,2620,2224,1126,401,14624,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,3,19,5,9,5,0,0,41
LGA10600,0,0,0,0,0,7,0,0,0,5,0,0,0,8,4,8,13,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,6,0,0,0,0,3,0,4,3,10,19,11,16,7,0,71,12,70,42,104,78,78,80,50,13,530,278,857,569,1127,799,1044,1084,509,155,6423,0,0,0,0,0,0,0,0,0,0,243,727,470,970,753,931,765,388,171,5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,5,0,0,23
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,8,4,32,14,45,37,68,38,63,86,52,25,423,189,467,375,719,488,605,824,437,161,4261,0,0,0,0,0,0,0,0,0,0,174,430,309,652,384,543,601,354,141,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA10750,5,96,41,76,42,48,41,7,4,367,5,90,90,391,189,155,96,32,6,1059,16,119,217,1307,587,452,289,104,15,3110,0,8,12,82,22,16,16,3,5,167,4,20,45,118,36,11,14,0,0,244,0,14,24,205,167,183,87,54,5,745,15,106,87,126,46,59,19,9,0,464,5,22,31,157,134,118,80,17,4,563,0,0,4,3,11,6,8,10,3,52,0,12,38,86,52,20,6,0,0,215,59,485,783,2584,1354,1185,811,489,197,7954,734,1592,1475,3458,1185,894,624,381,158,10503,15368,30847,26500,62596,23905,18574,12744,5790,1559,197876,3,58,139,651,222,183,89,26,5,1375,13347,22961,16060,22397,9354,6700,4924,2432,947,99129,5,112,91,958,208,148,51,11,0,1590,0,0,3,71,51,72,43,25,8,278,4,9,4,75,14,15,4,0,0,123,0,3,7,53,31,18,13,5,0,131,4,11,20,62,17,14,20,0,0,153
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,16,18,34,13,69,38,52,34,25,6,286,184,374,269,601,319,433,348,200,72,2790,0,0,0,0,0,0,0,0,0,0,158,322,240,496,270,303,276,175,91,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,3,3,3,0,13,9,27,20,40,45,45,44,26,0,258,241,535,403,736,486,558,467,242,69,3721,0,0,0,0,0,0,0,0,0,0,201,499,345,742,450,451,337,181,73,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
LGA10900,0,4,4,10,14,4,4,0,0,44,0,5,5,32,42,24,27,16,0,154,0,0,0,8,5,13,3,6,0,38,0,0,3,8,0,0,0,0,0,12,0,6,6,16,15,0,3,0,0,51,0,0,0,0,3,3,4,0,0,15,3,13,16,55,40,45,47,24,0,245,0,7,14,35,10,0,0,0,0,74,0,0,0,0,20,13,21,11,0,69,0,0,0,5,3,8,0,0,0,16,7,12,16,129,152,134,160,106,33,748,66,131,115,268,163,157,166,122,65,1258,1978,4979,4311,8069,5261,5232,5014,2362,657,37865,0,0,0,3,0,0,0,0,0,3,1837,4463,3466,6981,4325,4323,3816,1880,665,31753,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,9,0,0,0,12,3,7,8,0,0,29,0,0,4,10,4,4,3,0,0,24,0,3,3,30,29,19,17,5,3,113
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,21,19,15,20,16,19,0,117,78,157,165,266,165,172,120,94,31,1240,0,0,0,0,0,0,0,0,0,0,79,150,108,226,151,126,86,103,31,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,32,22,47,35,31,21,9,0,219,93,169,133,272,152,164,112,52,14,1164,0,0,0,0,0,0,0,0,0,0,67,122,112,229,116,118,75,38,20,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,9,14,29,10,22,13,0,0,111,48,98,85,149,71,112,74,26,8,676,0,0,0,0,0,0,0,0,0,0,36,74,58,143,73,71,53,24,8,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,10,9,3,8,10,0,45,42,82,110,180,95,86,91,49,38,768,486,1008,993,1971,1015,1244,1101,542,205,8565,0,0,0,0,0,0,0,0,0,0,449,892,779,1753,852,1175,962,589,273,7726,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11300,0,0,5,37,12,4,0,10,0,58,0,0,0,17,3,3,5,0,0,33,0,0,0,30,13,13,25,16,0,110,0,5,17,182,10,7,13,4,0,235,0,0,9,81,13,3,0,0,0,109,0,0,0,12,6,6,6,0,0,40,3,9,7,9,5,7,0,0,0,44,0,10,60,137,78,80,49,20,3,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,45,204,74,82,74,67,33,610,24,56,165,395,89,83,68,69,79,1034,766,1583,3477,7036,2087,1987,1407,853,461,19657,0,0,0,0,0,0,0,0,0,0,709,1380,1389,1818,803,617,330,237,170,7458,0,0,5,20,0,0,0,0,0,32,0,0,0,0,0,0,3,4,0,15,0,4,5,33,0,0,0,0,0,45,0,0,4,19,7,6,10,3,4,45,0,0,0,4,5,0,0,5,0,16
LGA11350,0,3,0,0,0,6,3,0,0,14,0,3,6,25,30,21,23,9,0,111,0,0,0,8,0,0,6,0,0,15,0,4,0,5,0,5,0,0,0,10,0,4,0,6,3,0,0,0,0,21,0,0,0,5,0,0,0,0,0,6,5,12,7,54,30,28,53,17,0,214,0,0,0,6,3,3,0,0,0,11,0,0,0,4,3,0,6,0,0,19,0,0,0,3,5,3,6,0,0,19,3,19,28,315,102,67,58,23,0,625,90,193,156,545,245,248,233,82,27,1821,877,2052,1510,4671,2403,2472,2318,802,212,17313,0,0,0,0,0,0,0,0,0,0,741,1661,1272,3079,1825,1795,1479,564,251,12670,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,125,14,7,0,0,0,152,0,0,3,4,0,0,0,0,0,6,0,5,13,65,25,14,15,3,0,153
LGA11400,0,0,0,0,0,0,0,0,0,3,0,0,4,5,5,5,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,6,6,3,0,30,21,65,61,103,77,95,87,56,19,592,380,1054,787,1273,899,974,882,480,132,6851,0,0,0,0,0,0,0,0,0,0,350,903,643,1204,786,845,651,375,160,5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7
LGA11450,0,9,4,5,8,6,5,0,0,38,5,29,26,114,63,43,24,10,4,308,0,7,13,51,32,18,14,3,3,146,0,0,0,10,12,0,0,0,0,28,0,11,6,56,10,3,3,0,0,95,0,3,7,25,22,11,0,0,0,68,4,26,20,38,26,20,15,0,0,153,0,3,4,87,25,32,9,0,0,173,0,0,3,13,9,12,7,8,0,51,0,3,26,64,45,19,3,0,0,156,10,71,97,580,315,276,200,90,16,1664,134,290,182,574,199,138,123,75,19,1734,5771,9659,7253,18451,7123,4889,3412,1596,428,58587,0,0,10,48,11,5,4,0,0,82,5233,8443,6162,13288,4769,3273,2194,1080,502,44947,0,9,18,225,23,12,3,0,0,290,0,0,0,69,14,19,10,0,0,123,0,5,0,33,4,9,0,0,0,44,0,0,0,42,14,10,8,0,0,81,0,8,9,35,21,5,3,0,0,74
LGA11500,0,14,9,18,14,14,10,5,0,77,3,19,18,124,75,72,79,33,9,420,3,21,23,116,52,57,38,15,0,329,0,0,0,20,0,3,0,0,0,36,4,19,27,134,26,20,21,5,0,261,0,5,9,28,14,22,6,9,0,86,0,14,22,56,33,25,13,3,0,164,0,7,20,199,106,101,50,8,0,504,0,0,0,3,10,18,15,4,0,58,0,4,14,35,25,9,4,0,0,92,17,148,228,1035,646,648,487,278,48,3534,318,761,609,1377,572,425,303,245,70,4683,6665,13159,11409,25171,10029,9347,7037,3143,679,86646,0,0,22,70,23,17,9,4,0,159,5962,10504,8048,12823,4721,4812,3919,1589,619,53001,7,136,178,1759,398,203,57,0,3,2734,0,0,5,32,33,26,18,9,0,115,0,0,0,34,6,3,4,0,0,48,0,7,11,112,53,35,37,11,3,269,5,0,8,29,8,6,5,0,0,61
LGA11520,7,14,7,39,10,13,9,4,0,109,0,6,19,87,56,31,27,16,0,245,0,4,3,84,34,32,21,17,3,197,4,4,9,80,12,10,9,4,0,133,0,4,19,57,8,5,6,0,0,100,0,5,3,65,37,40,18,8,0,173,12,37,18,66,26,16,18,10,0,206,0,5,21,124,110,54,34,16,0,358,0,0,0,5,7,5,0,0,0,27,0,0,0,11,9,4,7,0,0,23,19,53,86,653,226,183,162,100,43,1533,81,146,232,603,186,157,159,112,51,1718,2573,4659,4862,13946,5473,4746,3718,2149,836,42959,0,0,0,15,0,0,4,0,0,20,2124,3981,3300,6322,3548,2794,1870,991,507,25439,0,0,5,33,3,5,0,0,0,51,0,0,0,18,3,4,6,0,0,34,0,11,5,133,24,10,0,4,0,177,0,0,4,21,15,4,0,0,0,43,0,9,3,30,16,14,6,7,0,80
LGA11570,3,25,26,55,35,25,32,12,5,216,0,7,23,90,62,48,38,19,4,286,5,4,15,112,46,43,61,17,10,314,0,7,20,152,17,14,22,9,0,241,9,14,39,234,65,38,17,6,0,425,0,10,12,91,116,113,47,37,7,432,6,40,50,124,38,32,17,5,0,319,41,249,695,2586,1999,2452,1265,402,156,9842,0,0,0,17,10,13,10,4,4,55,0,3,11,31,14,8,4,0,0,76,75,610,724,3071,1717,1689,1078,668,252,9887,703,1654,1533,3770,1317,1169,846,539,252,11780,12742,25225,24956,53916,22304,20744,14420,8259,3441,186002,3,32,55,137,41,28,12,0,0,304,10863,19663,16304,22053,8371,5798,3745,2399,1653,90841,40,161,279,2238,343,143,36,6,0,3252,0,4,0,67,36,48,28,19,3,203,4,23,22,276,42,32,14,7,0,425,0,0,11,55,64,65,50,25,10,286,0,6,16,60,24,20,0,3,0,135
LGA11600,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,36,3,3,0,0,0,43,6,21,19,50,34,23,23,13,4,197,99,178,160,442,207,211,151,63,22,1527,0,0,0,0,0,0,0,0,0,0,98,150,107,239,120,133,76,43,31,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,0,17,5,25,14,14,20,8,0,103,5,61,85,266,251,154,118,69,8,1017,4,8,8,51,25,22,28,17,4,162,0,7,0,15,5,3,3,0,0,42,0,30,24,86,33,12,3,0,0,199,0,4,0,14,15,25,13,4,0,75,0,50,57,152,115,92,91,45,4,614,0,20,17,53,38,21,10,9,0,161,4,7,8,28,51,45,43,52,11,248,0,9,19,53,46,20,12,10,0,163,16,77,97,566,441,450,458,411,137,2652,347,917,849,1886,1049,1022,990,780,412,8264,10001,22187,19909,38526,21395,21289,18898,11851,3929,167980,0,0,0,3,0,0,0,0,0,11,8950,18864,16796,31490,17287,17384,15579,9470,4516,140344,0,7,0,44,4,0,0,0,0,64,0,0,0,5,6,9,8,4,0,32,0,7,3,167,30,15,13,3,0,248,0,4,5,32,11,0,5,0,0,58,0,18,18,133,68,58,49,15,3,361
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,29,21,41,16,32,30,11,0,190,48,109,106,175,108,126,135,56,10,876,0,0,0,0,0,0,0,0,0,0,37,90,72,168,84,91,57,33,10,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
