SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL31811,114,7,125,825,306,14,1150,4907,509,6564
SAL31812,258,23,288,2176,543,65,2785,7427,615,10826
SAL31813,132,109,244,1307,297,31,1636,3767,456,5850
SAL31814,0,0,0,19,7,0,30,41,5,76
SAL31815,5,0,5,40,5,0,50,75,13,141
SAL31816,0,0,0,4,3,0,7,6,14,24
SAL31817,0,0,0,13,0,0,13,51,30,97
SAL31818,9,0,4,51,17,7,77,210,47,331
SAL31819,97,8,110,1182,318,24,1523,4420,433,6380
SAL31820,0,0,0,0,0,0,0,21,3,24
SAL31821,0,0,0,19,18,0,35,107,11,154
SAL31822,56,4,62,653,221,17,888,2173,82,3146
SAL31823,256,13,268,1354,492,55,1900,3982,169,6048
SAL31824,0,0,0,10,5,0,13,36,4,49
SAL31825,0,0,0,310,32,16,349,576,604,1526
SAL31826,0,0,0,9,3,0,7,19,7,37
SAL31827,8,0,8,51,40,0,94,245,38,379
SAL31828,0,0,0,4,0,0,4,47,32,85
SAL31829,0,0,0,8,4,0,12,37,8,64
SAL31830,0,0,0,14,5,0,16,35,17,61
SAL31831,15,7,18,38,20,5,61,214,41,312
SAL31832,0,0,0,25,11,0,37,92,24,149
SAL31833,41,22,57,242,74,13,334,957,205,1493
SAL31834,0,0,0,55,10,6,70,118,17,205
SAL31835,6,0,8,21,9,0,31,120,27,175
SAL31836,4,4,12,75,24,0,100,268,68,442
SAL31837,0,0,0,5,0,0,11,55,7,72
SAL31838,148,14,161,308,132,24,468,1523,126,2112
SAL31839,7,0,5,82,23,0,111,249,72,430
SAL31840,53,3,60,201,69,15,289,870,112,1275
SAL31841,0,0,0,7,3,3,10,74,9,96
SAL31842,0,0,0,8,0,3,8,104,19,131
SAL31843,11,0,6,104,34,5,142,606,94,844
SAL31844,0,0,0,6,0,0,10,6,0,17
SAL31845,0,0,0,8,15,0,33,56,19,101
SAL31846,4,4,6,31,10,0,35,48,16,108
SAL31847,7,0,11,318,83,7,414,2353,112,2879
SAL31848,0,0,0,5,3,0,6,9,0,19
SAL31849,0,0,0,0,0,0,0,0,0,5
SAL31850,4,0,4,6,0,5,13,35,0,47
SAL31851,11,0,11,233,62,10,305,599,49,952
SAL31852,0,0,0,14,3,0,17,19,0,33
SAL31853,0,0,0,3,0,0,8,8,0,15
SAL31854,0,0,0,0,0,0,0,7,0,12
SAL31855,0,0,0,0,0,0,7,3,0,13
SAL31856,0,0,0,5,0,0,5,8,6,20
SAL31857,0,0,0,0,0,0,0,6,3,10
SAL31858,80,8,95,328,164,6,501,1766,129,2389
SAL31859,41,3,43,283,79,16,371,740,224,1335
SAL31860,9,3,10,64,22,3,88,283,47,416
SAL31861,11,0,12,58,31,3,100,242,65,405
SAL31862,0,0,0,3,0,0,3,9,3,14
SAL31863,13,0,11,137,33,0,171,609,92,877
SAL31864,0,0,0,83,75,14,173,264,285,723
SAL31865,19,3,28,121,49,7,182,537,90,810
SAL31866,288,11,303,1855,373,50,2272,4784,319,7379
SAL31867,0,0,0,9,0,0,9,33,10,46
SAL31868,0,0,0,71,20,14,110,153,39,298
SAL31869,55,6,59,382,151,10,537,1580,175,2295
SAL31870,5,0,3,27,11,0,37,137,35,212
SAL31871,68,3,80,1214,202,32,1448,2229,99,3775
SAL31872,0,0,0,0,0,0,0,3,0,3
SAL31873,55,3,56,1124,254,37,1416,3485,328,5237
SAL31874,0,0,7,4,4,0,9,18,0,22
SAL31875,0,0,0,4,0,0,4,17,3,24
SAL31876,0,0,0,25,3,0,29,44,10,77
SAL31877,0,0,0,0,5,0,4,28,0,34
SAL31878,0,0,0,0,0,0,0,0,0,0
SAL31879,0,0,0,13,0,0,19,45,9,68
SAL31880,0,0,0,13,0,0,10,62,16,92
SAL31881,15,0,14,165,46,9,218,616,85,917
SAL31882,0,0,0,3,0,0,3,17,5,28
SAL31883,8,0,8,254,53,3,308,556,42,911
SAL31884,0,0,0,0,0,0,0,6,0,12
SAL31885,73,6,79,128,37,0,166,754,90,1007
SAL31886,0,0,0,0,0,0,0,0,0,0
SAL31887,0,0,0,12,4,0,13,23,6,39
SAL31888,22,3,21,130,38,10,188,705,64,950
SAL31889,11,0,11,53,24,0,77,159,8,248
SAL31890,0,0,0,7,3,0,10,7,4,25
SAL31891,0,0,0,34,13,0,46,129,14,191
SAL31892,0,0,0,37,4,0,45,121,15,176
SAL31893,5,0,5,51,21,4,76,305,39,412
SAL31894,7,0,7,15,5,6,25,110,8,140
SAL31895,136,12,152,1118,420,30,1571,5100,447,7123
SAL31896,34,0,40,651,186,27,863,1785,234,2878
SAL31897,0,0,0,0,6,0,6,8,0,9
SAL31898,0,0,0,25,10,3,34,102,18,158
SAL31899,0,0,0,0,0,0,0,28,9,35
SAL31900,0,0,0,24,12,0,41,61,9,117
SAL31901,0,0,3,13,10,0,21,57,32,105
SAL31902,0,0,0,20,10,0,28,101,22,151
SAL31903,0,0,0,10,6,0,7,29,5,41
SAL31904,0,0,0,32,11,0,42,175,20,242
SAL31905,36,0,35,356,108,16,474,1779,175,2426
SAL31906,31,0,34,64,40,0,106,497,83,687
SAL31907,0,0,0,52,23,0,76,266,22,363
SAL31908,3,0,3,38,24,0,58,154,25,239
SAL31909,145,22,172,1022,416,48,1489,3897,417,5796
SAL31910,157,13,171,1907,409,57,2370,6167,381,8918
SAL31911,0,0,0,5,0,0,5,20,4,36
SAL31912,7,3,13,1909,291,88,2288,3227,1612,7120
SAL31913,276,28,308,4100,1242,211,5557,12695,1281,19536
SAL31914,0,0,0,6,0,0,6,27,12,47
SAL31915,0,0,0,31,7,0,37,69,9,115
SAL31916,0,0,0,0,0,0,0,0,0,0
SAL31917,0,0,0,8,0,0,12,112,55,179
SAL31918,0,0,0,10,11,0,22,49,14,80
SAL31919,0,0,0,9,3,3,15,88,9,115
SAL31920,0,0,0,5,0,0,12,45,0,58
SAL31921,0,0,0,0,0,0,0,13,0,11
SAL31922,116,15,132,2042,398,53,2492,6780,526,9794
SAL31923,11,13,23,217,62,13,290,887,356,1530
SAL31924,3,0,3,10,0,0,16,76,17,101
SAL31925,0,0,0,23,8,0,33,118,11,162
SAL31926,0,0,0,6,0,0,6,14,5,26
SAL31927,5,0,5,45,19,0,63,152,48,268
SAL31928,0,0,0,0,0,0,0,11,0,8
SAL31929,49,6,54,262,93,15,367,988,170,1524
SAL31930,10,0,10,29,7,4,32,168,8,206
SAL31931,4,0,4,77,38,0,112,320,30,468
SAL31932,0,0,0,0,0,0,0,13,3,12
SAL31933,5,0,5,21,10,0,28,91,30,149
SAL31934,6,0,6,46,18,0,61,180,12,251
SAL31935,0,0,0,0,0,0,4,30,8,45
SAL31936,0,0,0,15,10,0,22,39,6,68
SAL31937,0,0,0,41,15,0,57,189,36,281
SAL31938,0,0,0,4,0,0,4,27,8,33
SAL31939,0,0,3,38,17,0,61,133,4,200
SAL31940,0,0,0,19,5,0,24,51,3,80
SAL31941,0,0,0,8,0,0,8,10,0,18
SAL31942,0,0,0,13,14,0,21,47,7,74
SAL31943,0,0,0,0,0,0,0,4,4,4
SAL31944,0,0,0,4,0,0,6,10,0,19
SAL31945,0,0,0,4,0,0,4,70,11,89
SAL31946,0,0,0,35,12,0,47,120,17,178
SAL31947,0,0,0,13,12,0,27,81,29,136
SAL31948,0,0,0,9,12,0,18,71,21,105
SAL31949,6,0,4,21,0,0,19,68,76,159
SAL31950,87,3,86,796,195,16,1002,2559,211,3781
SAL31951,0,0,0,0,0,0,0,0,0,0
SAL31952,36,0,36,1837,310,63,2206,3068,132,5407
SAL31953,15,5,19,383,71,10,467,972,32,1475
SAL31954,0,0,0,6,5,3,13,23,0,41
SAL31955,0,0,0,5,6,0,8,31,0,39
SAL31956,0,0,0,8,5,0,8,36,8,55
SAL31957,0,0,0,9,0,0,9,38,4,48
SAL31958,0,0,0,0,0,0,0,0,0,0
SAL31959,0,0,0,4,0,0,4,4,0,13
SAL31960,0,0,0,11,0,0,12,15,5,34
SAL31961,4,0,4,40,11,0,57,142,16,212
SAL31962,0,0,0,11,5,0,17,56,9,78
SAL31963,0,0,0,17,6,0,23,57,13,85
SAL31964,0,0,0,5,0,0,4,10,0,12
SAL31965,3,0,10,48,10,0,56,263,123,437
SAL31966,0,0,0,3,0,0,3,3,0,11
SAL31967,0,0,0,49,10,0,56,211,29,298
SAL31968,73,8,80,664,135,17,820,2078,186,3086
SAL31969,165,54,216,2346,488,46,2879,6683,570,10137
SAL31970,0,0,0,60,25,3,81,279,26,386
SAL31971,0,0,0,3,0,0,4,8,0,16
SAL31972,0,0,0,3,0,0,6,13,4,21
SAL31973,0,0,0,0,0,0,0,20,8,27
SAL31974,0,0,0,46,6,0,51,61,7,122
SAL31975,0,0,3,16,5,0,16,72,66,156
SAL31976,0,0,0,57,19,3,78,204,31,309
SAL31977,6,0,6,66,18,5,84,262,53,401
SAL31978,0,0,0,47,13,6,66,157,20,246
SAL31979,4,0,4,45,17,0,64,149,24,228
SAL31980,0,0,0,61,5,0,69,116,29,212
SAL31981,3,0,3,38,15,0,60,181,35,267
SAL31982,0,0,0,3,0,0,3,4,0,9
SAL31983,0,0,0,0,3,0,7,8,5,8
SAL31984,105,11,116,629,229,21,883,2150,101,3125
SAL31985,112,0,111,1767,502,77,2338,4446,341,7121
SAL31986,11,0,11,1294,233,56,1588,2085,249,3924
SAL31987,0,0,0,13,0,0,12,25,3,41
SAL31988,0,0,0,6,0,0,6,10,4,21
SAL31989,0,0,0,0,0,0,0,0,0,0
SAL31990,0,0,3,19,9,0,26,151,22,203
SAL31991,0,0,0,29,0,4,35,70,18,121
SAL31992,5,0,5,32,8,4,43,74,7,125
SAL31993,9,0,9,25,11,0,33,150,10,195
SAL31994,0,0,0,27,10,0,33,117,15,170
SAL31995,0,0,0,4,0,0,6,16,0,23
SAL31996,6,0,6,69,28,4,99,307,44,445
SAL31997,5,0,10,76,33,3,108,275,19,400
SAL31998,0,0,0,0,0,0,5,5,0,11
SAL31999,0,0,0,17,5,0,19,78,4,99
SAL32000,4,0,4,38,11,0,50,155,33,231
SAL32001,38,10,53,171,80,16,262,1220,244,1729
SAL32002,0,0,0,0,0,0,0,9,0,9
SAL32003,0,0,0,12,3,0,14,50,7,72
SAL32004,0,0,0,0,0,0,0,9,0,11
SAL32005,0,0,0,0,0,0,0,0,3,4
SAL32006,5,0,3,16,4,0,23,64,21,96
SAL32007,14,0,14,307,71,8,385,620,39,1045
SAL32008,0,0,0,67,19,3,85,257,24,369
SAL32009,97,0,99,420,195,5,625,1421,39,2079
SAL32010,0,0,0,36,11,0,41,118,41,201
SAL32011,0,0,0,8,0,0,9,56,15,86
SAL32012,10,0,8,53,20,6,77,285,55,420
SAL32013,0,0,0,142,34,4,178,293,34,508
SAL32014,113,17,131,709,309,55,1070,2440,292,3804
SAL32015,7,0,9,58,16,0,77,207,24,309
SAL32016,0,0,0,0,0,0,0,8,0,7
SAL32017,0,0,5,84,21,4,111,181,9,302
SAL32018,0,0,0,0,0,0,0,0,0,0
SAL32019,0,0,7,107,40,3,151,323,29,508
SAL32020,63,12,71,1563,464,69,2094,4335,370,6802
SAL32021,0,0,0,0,6,0,3,80,9,97
SAL32022,0,0,0,0,0,0,0,16,0,16
SAL32023,0,0,0,0,0,0,0,5,0,5
SAL32024,0,0,0,0,0,0,0,46,43,95
SAL32025,0,0,0,0,0,0,0,5,6,14
SAL32026,0,0,0,18,0,4,19,72,19,115
SAL32027,3,0,0,10,9,3,17,90,7,115
SAL32028,0,0,3,13,0,0,11,36,11,63
SAL32029,0,0,0,0,0,0,5,8,0,17
SAL32030,0,0,4,74,38,7,118,254,37,408
SAL32031,0,0,0,6,10,0,13,17,8,40
SAL32032,0,0,0,20,5,0,30,65,6,98
SAL32033,5,0,5,39,16,0,62,134,17,214
SAL32034,0,0,0,6,0,0,6,26,0,39
SAL32035,0,0,3,9,0,4,20,76,12,108
SAL32036,0,0,0,6,0,0,6,19,7,28
SAL32037,182,11,190,926,318,44,1294,3107,277,4682
SAL32038,4,0,4,19,16,3,38,66,4,104
SAL32039,0,0,0,5,5,0,8,21,0,31
SAL32040,0,0,0,0,0,0,0,20,0,18
SAL32041,77,8,83,2509,558,78,3136,5713,423,9277
SAL32042,16,6,18,283,62,18,359,817,341,1520
SAL32043,15,4,20,81,22,3,105,278,35,420
SAL32044,0,0,0,25,10,0,29,74,13,113
SAL32045,3,0,3,57,19,0,71,165,47,285
SAL32046,0,0,0,0,0,0,0,12,0,12
SAL32047,0,0,0,22,7,0,25,57,8,90
SAL32048,3,0,3,5,3,0,8,17,0,26
SAL32049,0,0,0,4,0,0,4,25,0,31
SAL32050,201,18,227,2999,744,90,3833,6939,544,11314
SAL32051,24,4,27,423,153,24,598,1495,121,2216
SAL32052,0,0,0,5,0,0,6,0,0,6
SAL32053,4,0,4,19,4,0,29,110,8,148
SAL32054,3,0,3,174,47,5,231,435,36,697
SAL32055,0,0,0,7,4,0,9,64,9,79
SAL32056,0,0,0,0,0,0,0,0,0,0
SAL32057,4,0,4,18,3,0,21,91,12,121
SAL32058,4,0,4,23,14,0,38,89,11,141
SAL32059,0,0,0,3,0,0,6,6,5,13
SAL32060,0,0,0,5,0,0,10,42,0,51
SAL32061,0,0,0,16,3,0,22,43,5,72
SAL32062,0,0,0,9,6,0,12,61,3,78
SAL32063,0,0,0,0,0,0,0,5,0,3
SAL32064,200,25,221,434,170,16,622,2155,200,2983
SAL32065,3,0,3,36,14,0,58,97,8,158
SAL32066,8,0,11,378,108,13,501,834,70,1417
SAL32067,0,0,0,15,9,0,26,65,5,96
SAL32068,45,10,49,89,34,12,144,698,126,965
SAL32069,0,0,0,23,3,0,25,39,5,65
SAL32070,0,0,0,5,0,0,10,51,9,72
SAL32071,0,0,0,3,0,0,3,20,9,34
SAL32072,0,0,0,0,4,0,6,30,0,40
SAL32073,3,0,3,41,7,0,50,202,27,278
SAL32074,6,0,6,21,7,0,30,64,4,102
SAL32075,0,0,0,12,0,0,11,49,4,65
SAL32076,0,0,0,0,0,0,0,3,0,3
SAL32077,0,0,0,8,0,0,8,23,3,39
SAL32078,0,0,0,0,0,0,3,18,0,18
SAL32079,0,0,0,17,3,3,16,26,7,47
SAL32080,17,0,17,428,143,15,586,1578,83,2254
SAL32081,28,4,35,919,218,25,1156,2699,186,4043
SAL32082,96,0,103,249,110,13,367,1260,184,1813
SAL32083,10,0,7,105,50,6,164,300,50,513
SAL32084,0,0,0,6,3,0,11,700,1027,1739
SAL32085,0,0,3,34,18,0,56,104,15,175
SAL32086,3,0,5,12,4,0,18,62,13,91
SAL32087,0,0,0,19,0,0,24,46,9,78
SAL32088,0,0,0,0,0,0,0,11,0,11
SAL32089,189,58,247,2031,580,61,2673,5552,375,8603
SAL32090,0,0,0,0,5,0,5,7,0,9
SAL32091,0,0,0,10,8,0,22,67,13,100
SAL32092,3,4,8,114,27,0,134,298,70,500
SAL32093,0,0,0,50,13,0,65,172,20,251
SAL32094,0,0,0,22,6,3,31,73,20,127
SAL32095,0,0,0,5,0,0,3,12,0,12
SAL32096,0,0,0,25,11,0,36,110,20,168
SAL32097,9,0,15,134,62,4,196,414,49,660
SAL32098,8,0,8,36,14,0,50,94,10,150
SAL32099,347,36,388,1958,527,72,2556,6762,592,9910
SAL32100,89,14,106,355,140,27,520,2258,346,3119
SAL32101,0,0,0,13,3,0,18,52,8,79
SAL32102,0,0,0,4,0,0,4,18,0,26
SAL32103,0,0,0,0,5,0,3,0,0,3
SAL32104,0,0,0,12,7,0,21,17,5,46
SAL32105,0,0,0,27,9,0,30,86,21,137
SAL32106,0,0,0,184,33,0,220,370,73,659
SAL32107,160,6,165,4572,997,190,5755,9364,586,15708
SAL32108,0,0,0,0,0,0,3,9,0,13
SAL32109,8,0,13,120,45,0,161,745,64,970
SAL32110,0,0,0,11,10,0,18,48,7,72
SAL32111,0,0,0,0,5,0,8,10,5,24
SAL32112,0,0,0,4,5,0,9,10,4,25
SAL32113,3,0,3,100,24,4,125,323,258,704
SAL32114,0,0,0,5,5,0,8,71,15,95
SAL32115,25,3,28,110,53,12,169,802,119,1090
SAL32116,0,0,0,10,0,0,11,57,6,71
SAL32117,424,69,487,2696,828,99,3626,9589,896,14116
SAL32118,4,0,4,16,3,0,14,40,5,61
SAL32119,4,0,4,26,35,3,62,135,29,227
SAL32120,0,0,0,4,0,0,3,10,10,23
SAL32121,0,0,0,18,9,0,32,50,12,93
SAL32122,0,0,0,6,0,0,3,0,3,12
SAL32123,0,0,0,23,11,0,33,109,10,153
SAL32124,0,0,0,4,0,0,13,33,0,43
SAL32125,0,0,0,4,3,0,7,14,0,22
SAL32126,108,7,114,1017,307,44,1373,2413,208,3998
SAL32127,19,0,23,1361,271,44,1684,2386,102,4172
SAL32128,0,0,3,0,0,0,0,0,0,3
SAL32129,208,72,274,1294,528,38,1853,8389,816,11055
SAL32130,5,0,5,39,12,0,53,105,12,166
SAL32131,0,0,0,73,11,3,87,150,45,278
SAL32132,0,0,0,4,0,0,5,51,8,67
SAL32133,4,0,4,29,9,3,41,212,36,296
SAL32134,0,0,0,5,0,0,5,45,49,100
SAL32135,38,6,43,786,204,23,1009,3087,227,4326
SAL32136,62,0,62,1075,411,33,1523,3175,164,4864
SAL32137,138,15,149,460,262,7,731,5883,531,7147
SAL32138,21,3,23,246,79,11,335,832,50,1221
SAL32139,181,23,205,1360,490,64,1919,5712,533,8160
SAL32140,0,0,0,0,0,0,0,0,0,0
SAL32141,0,0,0,0,0,0,0,16,4,24
SAL32142,8,0,8,235,50,6,289,641,28,959
SAL32143,0,0,0,54,17,0,72,115,10,200
SAL32144,11,0,14,254,97,3,354,630,36,1011
SAL32145,0,0,0,13,5,5,24,50,6,76
SAL32146,0,0,0,9,4,3,20,31,19,68
SAL32147,0,0,0,0,0,0,0,12,6,17
SAL32148,57,0,62,859,274,29,1170,2932,220,4326
SAL32149,0,0,0,537,70,17,628,917,60,1601
SAL32150,0,0,0,10,0,0,10,11,5,28
SAL32151,0,0,0,7,3,0,17,33,18,68
SAL32152,0,0,0,0,0,0,4,0,0,11
SAL32153,0,0,0,9,6,3,19,29,19,66
SAL32154,0,0,0,0,0,0,0,0,0,0
SAL32155,8,0,13,83,27,3,112,318,62,495
SAL32156,0,0,0,0,0,0,0,13,4,16
SAL32157,5,3,8,121,59,8,184,595,94,868
SAL32158,0,0,0,7,0,0,7,4,0,15
SAL32159,0,0,0,17,0,0,23,27,3,52
SAL32160,165,10,171,647,210,11,865,3326,284,4475
SAL32161,3,0,3,21,7,0,32,156,44,224
SAL32162,310,44,353,1057,372,33,1465,5782,458,7704
SAL32163,166,20,190,1761,706,98,2562,5247,563,8379
SAL32164,47,8,53,1369,284,34,1694,3662,183,5541
SAL32165,0,4,3,174,70,7,246,628,141,1020
SAL32166,0,0,0,3,3,0,9,33,7,43
SAL32167,5,0,5,121,32,0,155,426,35,616
SAL32168,33,4,39,503,157,26,681,1506,138,2327
SAL32169,4,0,4,6,0,0,6,29,5,34
SAL32170,5,0,0,7,4,0,9,28,5,45
SAL32171,0,0,0,3,0,0,8,16,6,29
SAL32172,4,0,3,42,19,4,68,221,38,326
SAL32173,0,0,0,28,8,0,45,60,44,149
SAL32174,0,0,0,9,0,0,11,55,7,77
SAL32175,115,13,124,711,181,29,918,2576,215,3708
SAL32176,12,0,12,54,21,0,77,388,46,509
SAL32177,0,0,0,14,6,0,14,41,3,57
SAL32178,269,43,315,5009,1000,136,6149,10721,675,17542
SAL32179,199,13,221,879,356,43,1278,3390,462,5134
SAL32180,0,0,0,0,0,0,0,10,0,10
SAL32181,10,0,10,219,99,4,323,921,67,1308
SAL32182,17,0,23,67,44,3,124,495,29,650
SAL32183,0,0,0,29,0,0,33,79,25,139
SAL32184,0,0,0,18,4,0,22,56,15,96
SAL32185,0,0,0,11,11,0,22,41,0,67
SAL32186,88,16,101,470,169,28,660,1874,194,2733
SAL32187,50,6,55,536,233,31,800,3291,390,4478
SAL32188,32,0,36,860,182,18,1068,2804,180,4051
SAL32189,0,0,0,6,0,0,6,4,0,3
SAL32190,76,10,89,322,137,20,479,1434,154,2072
SAL32191,4,0,4,26,13,0,39,114,7,154
SAL32192,0,4,4,15,3,5,24,23,32,77
SAL32193,126,55,187,896,180,19,1094,2253,151,3497
SAL32194,5,0,5,50,25,0,78,174,9,262
SAL32195,3,0,3,3,7,0,7,19,0,33
SAL32196,0,0,0,7,4,0,18,74,107,197
SAL32197,185,17,202,1771,410,48,2225,8656,603,11487
SAL32198,0,0,0,15,9,0,17,41,13,82
SAL32199,0,0,0,8,4,0,9,5,3,16
SAL32200,0,0,0,0,0,0,0,0,0,0
SAL32201,0,0,0,6,0,0,6,16,0,25
SAL32202,0,0,0,3,5,0,5,7,0,8
SAL32203,0,0,0,73,16,0,85,162,61,307
SAL32204,0,0,0,4,0,0,6,60,47,110
SAL32205,5,0,5,11,6,0,18,147,18,180
SAL32206,0,0,0,72,24,5,103,231,59,392
SAL32207,0,5,5,3,0,0,7,28,6,43
SAL32208,4,0,4,86,26,0,112,206,9,326
SAL32209,111,8,121,664,274,35,978,2556,279,3800
SAL32210,0,0,0,0,0,0,0,4,4,6
SAL32211,14,0,14,316,92,24,432,828,72,1334
SAL32212,0,0,0,5,0,0,6,28,0,38
SAL32213,9,5,11,32,25,0,55,254,24,327
SAL32214,0,0,0,9,5,0,9,68,11,88
SAL32215,0,0,0,6,0,0,6,7,6,15
SAL32216,3,0,3,35,19,0,47,119,3,178
SAL32217,8,0,4,16,3,0,22,88,5,115
SAL32218,13,0,13,146,63,4,213,616,60,886
SAL32219,3,0,3,8,4,0,15,37,3,59
SAL32220,0,0,0,8,0,0,8,28,3,42
SAL32221,0,0,0,7,5,0,12,8,6,27
SAL32222,0,0,0,7,0,0,6,18,0,26
SAL32223,4,0,4,4,7,0,9,19,0,28
SAL32224,25,0,30,300,123,11,438,1064,101,1604
SAL32225,0,0,0,9,0,0,13,25,3,40
SAL32226,17,4,23,239,101,10,351,1282,147,1774
SAL32227,35,3,42,675,226,20,920,1782,218,2919
SAL32228,0,0,0,3,0,0,5,29,17,53
SAL32229,0,0,0,7,0,0,9,11,11,34
SAL32230,0,0,0,38,12,10,54,74,17,145
SAL32231,0,0,0,31,9,0,41,89,11,140
SAL32232,0,0,0,4,0,0,4,0,0,5
SAL32233,0,0,0,22,6,0,34,23,3,59
SAL32234,128,3,132,3453,711,118,4283,7010,576,11868
SAL32235,11,0,15,1059,195,42,1301,1857,152,3319
SAL32236,196,20,213,1061,431,42,1527,3646,154,5329
SAL32237,5,0,6,34,12,0,49,135,20,202
SAL32238,0,0,0,6,5,0,7,35,6,43
SAL32239,6,0,6,33,9,0,39,150,25,213
SAL32240,0,0,0,24,3,0,32,82,39,149
SAL32241,92,7,96,2375,633,86,3091,6193,425,9713
SAL32242,0,0,0,4,0,0,7,17,17,37
SAL32243,189,16,202,1745,355,59,2156,4798,311,7265
SAL32244,0,0,0,3,0,0,3,26,7,36
SAL32245,16,4,15,60,36,0,97,486,87,666
SAL32246,11,0,12,176,72,7,262,571,59,887
SAL32247,83,11,87,355,122,12,485,1640,157,2279
SAL32248,59,0,65,3554,746,133,4428,7726,536,12704
SAL32249,0,0,4,33,9,3,44,45,20,103
SAL32250,74,16,88,1502,385,41,1930,5326,337,7587
SAL32251,7,0,7,63,18,0,77,198,43,317
SAL32252,0,0,0,36,7,6,47,197,48,293
SAL32253,9,0,9,23,10,0,26,89,214,336
SAL32254,0,0,0,3,3,0,9,17,5,25
SAL32255,3,0,3,969,129,12,1104,1677,74,2856
SAL32256,14,0,14,141,37,12,190,403,30,628
SAL32257,308,32,335,2572,849,70,3493,9386,862,13741
SAL32258,22,3,22,269,113,12,388,1618,184,2184
SAL32259,0,0,0,11,4,0,13,55,14,84
SAL32260,0,0,0,313,147,20,479,865,133,1475
SAL32261,0,0,0,0,3,0,3,19,13,31
SAL32262,0,0,0,0,0,0,0,8,0,8
SAL32263,0,0,0,8,5,0,10,61,7,74
SAL32264,10,3,12,1206,173,34,1412,2356,168,3939
SAL32265,161,10,174,1052,331,40,1424,3486,257,5165
SAL32266,4,0,4,32,28,4,63,129,13,209
SAL32267,3,0,3,9,10,0,12,59,10,75
SAL32268,3,0,3,15,0,0,17,40,10,65
SAL32269,155,17,174,814,386,32,1237,4443,552,6221
SAL32270,141,21,166,743,298,53,1094,2799,346,4236
SAL32271,120,10,129,1418,370,61,1846,4126,608,6585
SAL32272,16,3,13,229,125,5,357,980,80,1417
SAL32273,17,0,12,634,150,19,805,1286,167,2255
SAL32274,182,16,201,2304,528,62,2889,5621,236,8751
SAL32275,11,0,11,29,13,0,42,120,9,168
SAL32276,0,0,0,13,0,0,16,20,5,42
SAL32277,3,0,3,237,74,12,333,761,116,1201
SAL32278,112,10,119,1361,407,34,1801,5151,433,7382
SAL32279,15,0,15,347,96,10,447,2318,421,3188
SAL32280,143,10,154,603,238,22,862,3018,162,4038
SAL32281,0,0,0,14,0,0,19,34,0,56
SAL32282,0,0,0,5,0,0,5,32,10,40
SAL32283,0,0,0,26,5,6,40,70,7,119
SAL32284,0,0,0,28,15,0,41,96,13,149
SAL32285,0,0,0,8,0,0,10,21,0,23
SAL32286,18,0,18,222,76,9,308,847,59,1216
SAL32287,0,0,0,14,10,5,21,37,6,66
SAL32288,9,0,5,198,72,9,282,456,50,786
SAL32289,3,0,3,15,8,0,22,51,6,78
SAL32290,0,0,0,0,0,0,0,0,0,0
SAL32291,10,0,10,113,42,10,163,418,56,642
SAL32292,0,0,0,0,0,0,0,10,5,13
SAL32293,0,0,0,6,0,0,9,8,10,28
SAL32294,167,7,172,938,403,25,1367,4741,259,6364
SAL32295,3,0,9,27,13,0,42,141,32,214
SAL32296,0,0,0,0,0,0,0,0,0,0
SAL32297,0,0,0,18,7,5,27,41,8,73
SAL32298,65,5,63,1006,227,35,1270,2492,191,3946
SAL32299,177,7,184,2081,366,66,2510,4359,326,7189
SAL32300,0,0,0,11,0,0,14,43,4,59
SAL32301,7,0,7,20,26,4,45,150,0,199
SAL32302,0,0,0,0,0,0,0,16,5,22
SAL32303,57,8,68,1618,541,65,2215,4533,258,7013
SAL32304,3,0,3,112,33,0,148,858,78,1084
SAL32305,0,0,0,11,0,0,11,20,3,34
SAL32306,0,0,0,4,0,0,8,22,0,30
SAL32307,98,20,113,449,174,29,660,2579,294,3529
SAL32308,0,0,0,4,3,3,7,13,5,21
SAL32309,7,5,9,27,19,0,51,242,47,337
SAL32310,7,0,8,193,50,9,255,636,42,928
SAL32311,0,0,0,16,3,0,21,38,11,72
SAL32312,0,0,0,4,0,0,4,14,3,22
SAL32313,0,0,0,3,0,0,3,9,3,14
SAL32314,0,0,0,0,0,0,0,7,0,7
SAL32315,0,0,0,3,5,0,5,24,12,40
SAL32316,0,0,0,12,4,0,15,48,3,66
SAL32317,68,3,72,326,103,18,455,1499,205,2150
SAL32318,112,5,113,5373,1001,146,6520,9963,1362,17843
SAL32319,0,0,0,11,5,0,14,35,0,53
SAL32320,0,0,3,30,15,0,42,110,15,164
SAL32321,6,0,6,76,18,0,97,246,31,375
SAL32322,0,0,0,16,4,0,19,51,0,65
SAL32323,0,0,0,36,15,0,54,136,22,207
SAL32324,0,0,0,0,0,0,0,9,0,8
SAL32325,8,0,8,321,104,9,437,890,38,1360
SAL32326,0,0,0,9,12,0,24,46,4,76
SAL32327,0,0,0,7,0,0,11,17,8,35
SAL32328,126,85,216,71,23,9,99,453,143,697
SAL32329,4,0,5,20,22,0,39,115,14,173
